game,2018,7,20181021,201810210sfo,ram,"Los Angeles Rams",39,sfo,"San Francisco 49ers",10
team,201810210sfo,ram,First Downs,20,,,,,,
team,201810210sfo,sfo,First Downs,16,,,,,,
team,201810210sfo,ram,Rush-Yds-TDs,36-146-2,,,,,,
team,201810210sfo,sfo,Rush-Yds-TDs,24-107-0,,,,,,
team,201810210sfo,ram,Cmp-Att-Yd-TD-INT,18-24-202-2-0,,,,,,
team,201810210sfo,sfo,Cmp-Att-Yd-TD-INT,15-27-170-1-2,,,,,,
team,201810210sfo,ram,Sacked-Yards,1-9,,,,,,
team,201810210sfo,sfo,Sacked-Yards,7-49,,,,,,
team,201810210sfo,ram,Net Pass Yards,193,,,,,,
team,201810210sfo,sfo,Net Pass Yards,121,,,,,,
team,201810210sfo,ram,Total Yards,339,,,,,,
team,201810210sfo,sfo,Total Yards,228,,,,,,
team,201810210sfo,ram,Fumbles-Lost,1-0,,,,,,
team,201810210sfo,sfo,Fumbles-Lost,3-2,,,,,,
team,201810210sfo,ram,Turnovers,0,,,,,,
team,201810210sfo,sfo,Turnovers,4,,,,,,
team,201810210sfo,ram,Penalties-Yards,1-10,,,,,,
team,201810210sfo,sfo,Penalties-Yards,2-10,,,,,,
team,201810210sfo,ram,Third Down Conv.,5-12,,,,,,
team,201810210sfo,sfo,Third Down Conv.,3-11,,,,,,
team,201810210sfo,ram,Fourth Down Conv.,0-0,,,,,,
team,201810210sfo,sfo,Fourth Down Conv.,0-1,,,,,,
team,201810210sfo,ram,Time of Possession,32:51,,,,,,
team,201810210sfo,sfo,Time of Possession,27:09,,,,,,
player,201810210sfo,ram,GoffJa00,pass_cmp,18,,,,,
player,201810210sfo,ram,GoffJa00,pass_att,24,,,,,
player,201810210sfo,ram,GoffJa00,pass_yds,202,,,,,
player,201810210sfo,ram,GoffJa00,pass_td,2,,,,,
player,201810210sfo,ram,GoffJa00,pass_int,0,,,,,
player,201810210sfo,ram,GoffJa00,pass_sacked,1,,,,,
player,201810210sfo,ram,GoffJa00,pass_sacked_yds,9,,,,,
player,201810210sfo,ram,GoffJa00,pass_long,32,,,,,
player,201810210sfo,ram,GoffJa00,pass_rating,127.4,,,,,
player,201810210sfo,ram,GoffJa00,rush_att,3,,,,,
player,201810210sfo,ram,GoffJa00,rush_yds,4,,,,,
player,201810210sfo,ram,GoffJa00,rush_td,0,,,,,
player,201810210sfo,ram,GoffJa00,rush_long,5,,,,,
player,201810210sfo,ram,GoffJa00,targets,0,,,,,
player,201810210sfo,ram,GoffJa00,rec,0,,,,,
player,201810210sfo,ram,GoffJa00,rec_yds,0,,,,,
player,201810210sfo,ram,GoffJa00,rec_td,0,,,,,
player,201810210sfo,ram,GoffJa00,rec_long,0,,,,,
player,201810210sfo,ram,GoffJa00,fumbles,1,,,,,
player,201810210sfo,ram,GoffJa00,fumbles_lost,0,,,,,
player,201810210sfo,ram,BrowMa03,pass_cmp,0,,,,,
player,201810210sfo,ram,BrowMa03,pass_att,0,,,,,
player,201810210sfo,ram,BrowMa03,pass_yds,0,,,,,
player,201810210sfo,ram,BrowMa03,pass_td,0,,,,,
player,201810210sfo,ram,BrowMa03,pass_int,0,,,,,
player,201810210sfo,ram,BrowMa03,pass_sacked,0,,,,,
player,201810210sfo,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201810210sfo,ram,BrowMa03,pass_long,0,,,,,
player,201810210sfo,ram,BrowMa03,pass_rating,,,,,,
player,201810210sfo,ram,BrowMa03,rush_att,13,,,,,
player,201810210sfo,ram,BrowMa03,rush_yds,65,,,,,
player,201810210sfo,ram,BrowMa03,rush_td,0,,,,,
player,201810210sfo,ram,BrowMa03,rush_long,10,,,,,
player,201810210sfo,ram,BrowMa03,targets,1,,,,,
player,201810210sfo,ram,BrowMa03,rec,1,,,,,
player,201810210sfo,ram,BrowMa03,rec_yds,6,,,,,
player,201810210sfo,ram,BrowMa03,rec_td,0,,,,,
player,201810210sfo,ram,BrowMa03,rec_long,6,,,,,
player,201810210sfo,ram,BrowMa03,fumbles,0,,,,,
player,201810210sfo,ram,BrowMa03,fumbles_lost,0,,,,,
player,201810210sfo,ram,GurlTo01,pass_cmp,0,,,,,
player,201810210sfo,ram,GurlTo01,pass_att,0,,,,,
player,201810210sfo,ram,GurlTo01,pass_yds,0,,,,,
player,201810210sfo,ram,GurlTo01,pass_td,0,,,,,
player,201810210sfo,ram,GurlTo01,pass_int,0,,,,,
player,201810210sfo,ram,GurlTo01,pass_sacked,0,,,,,
player,201810210sfo,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201810210sfo,ram,GurlTo01,pass_long,0,,,,,
player,201810210sfo,ram,GurlTo01,pass_rating,,,,,,
player,201810210sfo,ram,GurlTo01,rush_att,15,,,,,
player,201810210sfo,ram,GurlTo01,rush_yds,63,,,,,
player,201810210sfo,ram,GurlTo01,rush_td,2,,,,,
player,201810210sfo,ram,GurlTo01,rush_long,18,,,,,
player,201810210sfo,ram,GurlTo01,targets,5,,,,,
player,201810210sfo,ram,GurlTo01,rec,4,,,,,
player,201810210sfo,ram,GurlTo01,rec_yds,23,,,,,
player,201810210sfo,ram,GurlTo01,rec_td,1,,,,,
player,201810210sfo,ram,GurlTo01,rec_long,12,,,,,
player,201810210sfo,ram,GurlTo01,fumbles,0,,,,,
player,201810210sfo,ram,GurlTo01,fumbles_lost,0,,,,,
player,201810210sfo,ram,CookBr00,pass_cmp,0,,,,,
player,201810210sfo,ram,CookBr00,pass_att,0,,,,,
player,201810210sfo,ram,CookBr00,pass_yds,0,,,,,
player,201810210sfo,ram,CookBr00,pass_td,0,,,,,
player,201810210sfo,ram,CookBr00,pass_int,0,,,,,
player,201810210sfo,ram,CookBr00,pass_sacked,0,,,,,
player,201810210sfo,ram,CookBr00,pass_sacked_yds,0,,,,,
player,201810210sfo,ram,CookBr00,pass_long,0,,,,,
player,201810210sfo,ram,CookBr00,pass_rating,,,,,,
player,201810210sfo,ram,CookBr00,rush_att,1,,,,,
player,201810210sfo,ram,CookBr00,rush_yds,7,,,,,
player,201810210sfo,ram,CookBr00,rush_td,0,,,,,
player,201810210sfo,ram,CookBr00,rush_long,7,,,,,
player,201810210sfo,ram,CookBr00,targets,5,,,,,
player,201810210sfo,ram,CookBr00,rec,4,,,,,
player,201810210sfo,ram,CookBr00,rec_yds,64,,,,,
player,201810210sfo,ram,CookBr00,rec_td,1,,,,,
player,201810210sfo,ram,CookBr00,rec_long,23,,,,,
player,201810210sfo,ram,CookBr00,fumbles,0,,,,,
player,201810210sfo,ram,CookBr00,fumbles_lost,0,,,,,
player,201810210sfo,ram,WoodRo02,pass_cmp,0,,,,,
player,201810210sfo,ram,WoodRo02,pass_att,0,,,,,
player,201810210sfo,ram,WoodRo02,pass_yds,0,,,,,
player,201810210sfo,ram,WoodRo02,pass_td,0,,,,,
player,201810210sfo,ram,WoodRo02,pass_int,0,,,,,
player,201810210sfo,ram,WoodRo02,pass_sacked,0,,,,,
player,201810210sfo,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201810210sfo,ram,WoodRo02,pass_long,0,,,,,
player,201810210sfo,ram,WoodRo02,pass_rating,,,,,,
player,201810210sfo,ram,WoodRo02,rush_att,1,,,,,
player,201810210sfo,ram,WoodRo02,rush_yds,6,,,,,
player,201810210sfo,ram,WoodRo02,rush_td,0,,,,,
player,201810210sfo,ram,WoodRo02,rush_long,6,,,,,
player,201810210sfo,ram,WoodRo02,targets,7,,,,,
player,201810210sfo,ram,WoodRo02,rec,5,,,,,
player,201810210sfo,ram,WoodRo02,rec_yds,78,,,,,
player,201810210sfo,ram,WoodRo02,rec_td,0,,,,,
player,201810210sfo,ram,WoodRo02,rec_long,32,,,,,
player,201810210sfo,ram,WoodRo02,fumbles,0,,,,,
player,201810210sfo,ram,WoodRo02,fumbles_lost,0,,,,,
player,201810210sfo,ram,MannSe00,pass_cmp,0,,,,,
player,201810210sfo,ram,MannSe00,pass_att,0,,,,,
player,201810210sfo,ram,MannSe00,pass_yds,0,,,,,
player,201810210sfo,ram,MannSe00,pass_td,0,,,,,
player,201810210sfo,ram,MannSe00,pass_int,0,,,,,
player,201810210sfo,ram,MannSe00,pass_sacked,0,,,,,
player,201810210sfo,ram,MannSe00,pass_sacked_yds,0,,,,,
player,201810210sfo,ram,MannSe00,pass_long,0,,,,,
player,201810210sfo,ram,MannSe00,pass_rating,,,,,,
player,201810210sfo,ram,MannSe00,rush_att,3,,,,,
player,201810210sfo,ram,MannSe00,rush_yds,1,,,,,
player,201810210sfo,ram,MannSe00,rush_td,0,,,,,
player,201810210sfo,ram,MannSe00,rush_long,3,,,,,
player,201810210sfo,ram,MannSe00,targets,0,,,,,
player,201810210sfo,ram,MannSe00,rec,0,,,,,
player,201810210sfo,ram,MannSe00,rec_yds,0,,,,,
player,201810210sfo,ram,MannSe00,rec_td,0,,,,,
player,201810210sfo,ram,MannSe00,rec_long,0,,,,,
player,201810210sfo,ram,MannSe00,fumbles,0,,,,,
player,201810210sfo,ram,MannSe00,fumbles_lost,0,,,,,
player,201810210sfo,ram,ReynJo00,pass_cmp,0,,,,,
player,201810210sfo,ram,ReynJo00,pass_att,0,,,,,
player,201810210sfo,ram,ReynJo00,pass_yds,0,,,,,
player,201810210sfo,ram,ReynJo00,pass_td,0,,,,,
player,201810210sfo,ram,ReynJo00,pass_int,0,,,,,
player,201810210sfo,ram,ReynJo00,pass_sacked,0,,,,,
player,201810210sfo,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201810210sfo,ram,ReynJo00,pass_long,0,,,,,
player,201810210sfo,ram,ReynJo00,pass_rating,,,,,,
player,201810210sfo,ram,ReynJo00,rush_att,0,,,,,
player,201810210sfo,ram,ReynJo00,rush_yds,0,,,,,
player,201810210sfo,ram,ReynJo00,rush_td,0,,,,,
player,201810210sfo,ram,ReynJo00,rush_long,0,,,,,
player,201810210sfo,ram,ReynJo00,targets,1,,,,,
player,201810210sfo,ram,ReynJo00,rec,1,,,,,
player,201810210sfo,ram,ReynJo00,rec_yds,19,,,,,
player,201810210sfo,ram,ReynJo00,rec_td,0,,,,,
player,201810210sfo,ram,ReynJo00,rec_long,19,,,,,
player,201810210sfo,ram,ReynJo00,fumbles,0,,,,,
player,201810210sfo,ram,ReynJo00,fumbles_lost,0,,,,,
player,201810210sfo,ram,WillNi02,pass_cmp,0,,,,,
player,201810210sfo,ram,WillNi02,pass_att,0,,,,,
player,201810210sfo,ram,WillNi02,pass_yds,0,,,,,
player,201810210sfo,ram,WillNi02,pass_td,0,,,,,
player,201810210sfo,ram,WillNi02,pass_int,0,,,,,
player,201810210sfo,ram,WillNi02,pass_sacked,0,,,,,
player,201810210sfo,ram,WillNi02,pass_sacked_yds,0,,,,,
player,201810210sfo,ram,WillNi02,pass_long,0,,,,,
player,201810210sfo,ram,WillNi02,pass_rating,,,,,,
player,201810210sfo,ram,WillNi02,rush_att,0,,,,,
player,201810210sfo,ram,WillNi02,rush_yds,0,,,,,
player,201810210sfo,ram,WillNi02,rush_td,0,,,,,
player,201810210sfo,ram,WillNi02,rush_long,0,,,,,
player,201810210sfo,ram,WillNi02,targets,2,,,,,
player,201810210sfo,ram,WillNi02,rec,2,,,,,
player,201810210sfo,ram,WillNi02,rec_yds,17,,,,,
player,201810210sfo,ram,WillNi02,rec_td,0,,,,,
player,201810210sfo,ram,WillNi02,rec_long,11,,,,,
player,201810210sfo,ram,WillNi02,fumbles,0,,,,,
player,201810210sfo,ram,WillNi02,fumbles_lost,0,,,,,
player,201810210sfo,ram,HigbTy00,pass_cmp,0,,,,,
player,201810210sfo,ram,HigbTy00,pass_att,0,,,,,
player,201810210sfo,ram,HigbTy00,pass_yds,0,,,,,
player,201810210sfo,ram,HigbTy00,pass_td,0,,,,,
player,201810210sfo,ram,HigbTy00,pass_int,0,,,,,
player,201810210sfo,ram,HigbTy00,pass_sacked,0,,,,,
player,201810210sfo,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201810210sfo,ram,HigbTy00,pass_long,0,,,,,
player,201810210sfo,ram,HigbTy00,pass_rating,,,,,,
player,201810210sfo,ram,HigbTy00,rush_att,0,,,,,
player,201810210sfo,ram,HigbTy00,rush_yds,0,,,,,
player,201810210sfo,ram,HigbTy00,rush_td,0,,,,,
player,201810210sfo,ram,HigbTy00,rush_long,0,,,,,
player,201810210sfo,ram,HigbTy00,targets,1,,,,,
player,201810210sfo,ram,HigbTy00,rec,0,,,,,
player,201810210sfo,ram,HigbTy00,rec_yds,0,,,,,
player,201810210sfo,ram,HigbTy00,rec_td,0,,,,,
player,201810210sfo,ram,HigbTy00,rec_long,0,,,,,
player,201810210sfo,ram,HigbTy00,fumbles,0,,,,,
player,201810210sfo,ram,HigbTy00,fumbles_lost,0,,,,,
player,201810210sfo,ram,EverGe00,pass_cmp,0,,,,,
player,201810210sfo,ram,EverGe00,pass_att,0,,,,,
player,201810210sfo,ram,EverGe00,pass_yds,0,,,,,
player,201810210sfo,ram,EverGe00,pass_td,0,,,,,
player,201810210sfo,ram,EverGe00,pass_int,0,,,,,
player,201810210sfo,ram,EverGe00,pass_sacked,0,,,,,
player,201810210sfo,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201810210sfo,ram,EverGe00,pass_long,0,,,,,
player,201810210sfo,ram,EverGe00,pass_rating,,,,,,
player,201810210sfo,ram,EverGe00,rush_att,0,,,,,
player,201810210sfo,ram,EverGe00,rush_yds,0,,,,,
player,201810210sfo,ram,EverGe00,rush_td,0,,,,,
player,201810210sfo,ram,EverGe00,rush_long,0,,,,,
player,201810210sfo,ram,EverGe00,targets,2,,,,,
player,201810210sfo,ram,EverGe00,rec,1,,,,,
player,201810210sfo,ram,EverGe00,rec_yds,-5,,,,,
player,201810210sfo,ram,EverGe00,rec_td,0,,,,,
