game,2018,2,20180916,201809160oti,htx,"Houston Texans",17,oti,"Tennessee Titans",20
team,201809160oti,htx,First Downs,21,,,,,,
team,201809160oti,oti,First Downs,15,,,,,,
team,201809160oti,htx,Rush-Yds-TDs,26-148-0,,,,,,
team,201809160oti,oti,Rush-Yds-TDs,34-100-0,,,,,,
team,201809160oti,htx,Cmp-Att-Yd-TD-INT,22-32-310-2-1,,,,,,
team,201809160oti,oti,Cmp-Att-Yd-TD-INT,15-22-191-2-0,,,,,,
team,201809160oti,htx,Sacked-Yards,4-21,,,,,,
team,201809160oti,oti,Sacked-Yards,1-8,,,,,,
team,201809160oti,htx,Net Pass Yards,289,,,,,,
team,201809160oti,oti,Net Pass Yards,183,,,,,,
team,201809160oti,htx,Total Yards,437,,,,,,
team,201809160oti,oti,Total Yards,283,,,,,,
team,201809160oti,htx,Fumbles-Lost,2-0,,,,,,
team,201809160oti,oti,Fumbles-Lost,1-0,,,,,,
team,201809160oti,htx,Turnovers,1,,,,,,
team,201809160oti,oti,Turnovers,0,,,,,,
team,201809160oti,htx,Penalties-Yards,11-88,,,,,,
team,201809160oti,oti,Penalties-Yards,8-70,,,,,,
team,201809160oti,htx,Third Down Conv.,5-11,,,,,,
team,201809160oti,oti,Third Down Conv.,5-15,,,,,,
team,201809160oti,htx,Fourth Down Conv.,0-0,,,,,,
team,201809160oti,oti,Fourth Down Conv.,2-2,,,,,,
team,201809160oti,htx,Time of Possession,29:38,,,,,,
team,201809160oti,oti,Time of Possession,30:22,,,,,,
player,201809160oti,htx,WatsDe00,pass_cmp,22,,,,,
player,201809160oti,htx,WatsDe00,pass_att,32,,,,,
player,201809160oti,htx,WatsDe00,pass_yds,310,,,,,
player,201809160oti,htx,WatsDe00,pass_td,2,,,,,
player,201809160oti,htx,WatsDe00,pass_int,1,,,,,
player,201809160oti,htx,WatsDe00,pass_sacked,4,,,,,
player,201809160oti,htx,WatsDe00,pass_sacked_yds,21,,,,,
player,201809160oti,htx,WatsDe00,pass_long,39,,,,,
player,201809160oti,htx,WatsDe00,pass_rating,107.6,,,,,
player,201809160oti,htx,WatsDe00,rush_att,5,,,,,
player,201809160oti,htx,WatsDe00,rush_yds,44,,,,,
player,201809160oti,htx,WatsDe00,rush_td,0,,,,,
player,201809160oti,htx,WatsDe00,rush_long,15,,,,,
player,201809160oti,htx,WatsDe00,targets,0,,,,,
player,201809160oti,htx,WatsDe00,rec,0,,,,,
player,201809160oti,htx,WatsDe00,rec_yds,0,,,,,
player,201809160oti,htx,WatsDe00,rec_td,0,,,,,
player,201809160oti,htx,WatsDe00,rec_long,0,,,,,
player,201809160oti,htx,WatsDe00,fumbles,2,,,,,
player,201809160oti,htx,WatsDe00,fumbles_lost,0,,,,,
player,201809160oti,htx,MillLa01,pass_cmp,0,,,,,
player,201809160oti,htx,MillLa01,pass_att,0,,,,,
player,201809160oti,htx,MillLa01,pass_yds,0,,,,,
player,201809160oti,htx,MillLa01,pass_td,0,,,,,
player,201809160oti,htx,MillLa01,pass_int,0,,,,,
player,201809160oti,htx,MillLa01,pass_sacked,0,,,,,
player,201809160oti,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201809160oti,htx,MillLa01,pass_long,0,,,,,
player,201809160oti,htx,MillLa01,pass_rating,,,,,,
player,201809160oti,htx,MillLa01,rush_att,14,,,,,
player,201809160oti,htx,MillLa01,rush_yds,68,,,,,
player,201809160oti,htx,MillLa01,rush_td,0,,,,,
player,201809160oti,htx,MillLa01,rush_long,18,,,,,
player,201809160oti,htx,MillLa01,targets,2,,,,,
player,201809160oti,htx,MillLa01,rec,2,,,,,
player,201809160oti,htx,MillLa01,rec_yds,2,,,,,
player,201809160oti,htx,MillLa01,rec_td,0,,,,,
player,201809160oti,htx,MillLa01,rec_long,4,,,,,
player,201809160oti,htx,MillLa01,fumbles,0,,,,,
player,201809160oti,htx,MillLa01,fumbles_lost,0,,,,,
player,201809160oti,htx,BlueAl00,pass_cmp,0,,,,,
player,201809160oti,htx,BlueAl00,pass_att,0,,,,,
player,201809160oti,htx,BlueAl00,pass_yds,0,,,,,
player,201809160oti,htx,BlueAl00,pass_td,0,,,,,
player,201809160oti,htx,BlueAl00,pass_int,0,,,,,
player,201809160oti,htx,BlueAl00,pass_sacked,0,,,,,
player,201809160oti,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201809160oti,htx,BlueAl00,pass_long,0,,,,,
player,201809160oti,htx,BlueAl00,pass_rating,,,,,,
player,201809160oti,htx,BlueAl00,rush_att,7,,,,,
player,201809160oti,htx,BlueAl00,rush_yds,36,,,,,
player,201809160oti,htx,BlueAl00,rush_td,0,,,,,
player,201809160oti,htx,BlueAl00,rush_long,8,,,,,
player,201809160oti,htx,BlueAl00,targets,0,,,,,
player,201809160oti,htx,BlueAl00,rec,0,,,,,
player,201809160oti,htx,BlueAl00,rec_yds,0,,,,,
player,201809160oti,htx,BlueAl00,rec_td,0,,,,,
player,201809160oti,htx,BlueAl00,rec_long,0,,,,,
player,201809160oti,htx,BlueAl00,fumbles,0,,,,,
player,201809160oti,htx,BlueAl00,fumbles_lost,0,,,,,
player,201809160oti,htx,FullWi01,pass_cmp,0,,,,,
player,201809160oti,htx,FullWi01,pass_att,0,,,,,
player,201809160oti,htx,FullWi01,pass_yds,0,,,,,
player,201809160oti,htx,FullWi01,pass_td,0,,,,,
player,201809160oti,htx,FullWi01,pass_int,0,,,,,
player,201809160oti,htx,FullWi01,pass_sacked,0,,,,,
player,201809160oti,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201809160oti,htx,FullWi01,pass_long,0,,,,,
player,201809160oti,htx,FullWi01,pass_rating,,,,,,
player,201809160oti,htx,FullWi01,rush_att,0,,,,,
player,201809160oti,htx,FullWi01,rush_yds,0,,,,,
player,201809160oti,htx,FullWi01,rush_td,0,,,,,
player,201809160oti,htx,FullWi01,rush_long,0,,,,,
player,201809160oti,htx,FullWi01,targets,9,,,,,
player,201809160oti,htx,FullWi01,rec,8,,,,,
player,201809160oti,htx,FullWi01,rec_yds,113,,,,,
player,201809160oti,htx,FullWi01,rec_td,1,,,,,
player,201809160oti,htx,FullWi01,rec_long,39,,,,,
player,201809160oti,htx,FullWi01,fumbles,0,,,,,
player,201809160oti,htx,FullWi01,fumbles_lost,0,,,,,
player,201809160oti,htx,HopkDe00,pass_cmp,0,,,,,
