game,2018,3,20180923,201809230kan,sfo,"San Francisco 49ers",27,kan,"Kansas City Chiefs",38
player,201809230kan,kan,MurrEr00,tackles_assists,2,,,,,
player,201809230kan,kan,MurrEr00,tackles_loss,0,,,,,
player,201809230kan,kan,MurrEr00,qb_hits,0,,,,,
player,201809230kan,kan,MurrEr00,fumbles_rec,0,,,,,
player,201809230kan,kan,MurrEr00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,MurrEr00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,MurrEr00,fumbles_forced,0,,,,,
player,201809230kan,kan,JoneCh09,def_int,0,,,,,
player,201809230kan,kan,JoneCh09,def_int_yds,0,,,,,
player,201809230kan,kan,JoneCh09,def_int_td,0,,,,,
player,201809230kan,kan,JoneCh09,def_int_long,0,,,,,
player,201809230kan,kan,JoneCh09,pass_defended,0,,,,,
player,201809230kan,kan,JoneCh09,sacks,0.0,,,,,
player,201809230kan,kan,JoneCh09,tackles_combined,3,,,,,
player,201809230kan,kan,JoneCh09,tackles_solo,3,,,,,
player,201809230kan,kan,JoneCh09,tackles_assists,0,,,,,
player,201809230kan,kan,JoneCh09,tackles_loss,1,,,,,
player,201809230kan,kan,JoneCh09,qb_hits,0,,,,,
player,201809230kan,kan,JoneCh09,fumbles_rec,0,,,,,
player,201809230kan,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201809230kan,kan,JoneCh09,fumbles_forced,0,,,,,
player,201809230kan,kan,NelsSt01,def_int,0,,,,,
player,201809230kan,kan,NelsSt01,def_int_yds,0,,,,,
player,201809230kan,kan,NelsSt01,def_int_td,0,,,,,
player,201809230kan,kan,NelsSt01,def_int_long,0,,,,,
player,201809230kan,kan,NelsSt01,pass_defended,0,,,,,
player,201809230kan,kan,NelsSt01,sacks,0.0,,,,,
player,201809230kan,kan,NelsSt01,tackles_combined,3,,,,,
player,201809230kan,kan,NelsSt01,tackles_solo,3,,,,,
player,201809230kan,kan,NelsSt01,tackles_assists,0,,,,,
player,201809230kan,kan,NelsSt01,tackles_loss,1,,,,,
player,201809230kan,kan,NelsSt01,qb_hits,0,,,,,
player,201809230kan,kan,NelsSt01,fumbles_rec,0,,,,,
player,201809230kan,kan,NelsSt01,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,NelsSt01,fumbles_rec_td,0,,,,,
player,201809230kan,kan,NelsSt01,fumbles_forced,0,,,,,
player,201809230kan,kan,NnadDe00,def_int,0,,,,,
player,201809230kan,kan,NnadDe00,def_int_yds,0,,,,,
player,201809230kan,kan,NnadDe00,def_int_td,0,,,,,
player,201809230kan,kan,NnadDe00,def_int_long,0,,,,,
player,201809230kan,kan,NnadDe00,pass_defended,0,,,,,
player,201809230kan,kan,NnadDe00,sacks,0.0,,,,,
player,201809230kan,kan,NnadDe00,tackles_combined,3,,,,,
player,201809230kan,kan,NnadDe00,tackles_solo,1,,,,,
player,201809230kan,kan,NnadDe00,tackles_assists,2,,,,,
player,201809230kan,kan,NnadDe00,tackles_loss,0,,,,,
player,201809230kan,kan,NnadDe00,qb_hits,0,,,,,
player,201809230kan,kan,NnadDe00,fumbles_rec,0,,,,,
player,201809230kan,kan,NnadDe00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,NnadDe00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,NnadDe00,fumbles_forced,0,,,,,
player,201809230kan,kan,JenkJa01,def_int,0,,,,,
player,201809230kan,kan,JenkJa01,def_int_yds,0,,,,,
player,201809230kan,kan,JenkJa01,def_int_td,0,,,,,
player,201809230kan,kan,JenkJa01,def_int_long,0,,,,,
player,201809230kan,kan,JenkJa01,pass_defended,0,,,,,
player,201809230kan,kan,JenkJa01,sacks,0.0,,,,,
player,201809230kan,kan,JenkJa01,tackles_combined,2,,,,,
player,201809230kan,kan,JenkJa01,tackles_solo,2,,,,,
player,201809230kan,kan,JenkJa01,tackles_assists,0,,,,,
player,201809230kan,kan,JenkJa01,tackles_loss,0,,,,,
player,201809230kan,kan,JenkJa01,qb_hits,0,,,,,
player,201809230kan,kan,JenkJa01,fumbles_rec,0,,,,,
player,201809230kan,kan,JenkJa01,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,JenkJa01,fumbles_rec_td,0,,,,,
player,201809230kan,kan,JenkJa01,fumbles_forced,0,,,,,
player,201809230kan,kan,ScanOr99,def_int,0,,,,,
player,201809230kan,kan,ScanOr99,def_int_yds,0,,,,,
player,201809230kan,kan,ScanOr99,def_int_td,0,,,,,
player,201809230kan,kan,ScanOr99,def_int_long,0,,,,,
player,201809230kan,kan,ScanOr99,pass_defended,1,,,,,
player,201809230kan,kan,ScanOr99,sacks,0.0,,,,,
player,201809230kan,kan,ScanOr99,tackles_combined,2,,,,,
player,201809230kan,kan,ScanOr99,tackles_solo,2,,,,,
player,201809230kan,kan,ScanOr99,tackles_assists,0,,,,,
player,201809230kan,kan,ScanOr99,tackles_loss,0,,,,,
player,201809230kan,kan,ScanOr99,qb_hits,0,,,,,
player,201809230kan,kan,ScanOr99,fumbles_rec,0,,,,,
player,201809230kan,kan,ScanOr99,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,ScanOr99,fumbles_rec_td,0,,,,,
player,201809230kan,kan,ScanOr99,fumbles_forced,0,,,,,
player,201809230kan,kan,SmitTe04,def_int,0,,,,,
player,201809230kan,kan,SmitTe04,def_int_yds,0,,,,,
player,201809230kan,kan,SmitTe04,def_int_td,0,,,,,
player,201809230kan,kan,SmitTe04,def_int_long,0,,,,,
player,201809230kan,kan,SmitTe04,pass_defended,0,,,,,
player,201809230kan,kan,SmitTe04,sacks,0.0,,,,,
player,201809230kan,kan,SmitTe04,tackles_combined,2,,,,,
player,201809230kan,kan,SmitTe04,tackles_solo,0,,,,,
player,201809230kan,kan,SmitTe04,tackles_assists,2,,,,,
player,201809230kan,kan,SmitTe04,tackles_loss,0,,,,,
player,201809230kan,kan,SmitTe04,qb_hits,0,,,,,
player,201809230kan,kan,SmitTe04,fumbles_rec,0,,,,,
player,201809230kan,kan,SmitTe04,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,SmitTe04,fumbles_rec_td,0,,,,,
player,201809230kan,kan,SmitTe04,fumbles_forced,0,,,,,
player,201809230kan,kan,SpeaBr00,def_int,0,,,,,
player,201809230kan,kan,SpeaBr00,def_int_yds,0,,,,,
player,201809230kan,kan,SpeaBr00,def_int_td,0,,,,,
player,201809230kan,kan,SpeaBr00,def_int_long,0,,,,,
player,201809230kan,kan,SpeaBr00,pass_defended,0,,,,,
player,201809230kan,kan,SpeaBr00,sacks,0.0,,,,,
player,201809230kan,kan,SpeaBr00,tackles_combined,2,,,,,
player,201809230kan,kan,SpeaBr00,tackles_solo,1,,,,,
player,201809230kan,kan,SpeaBr00,tackles_assists,1,,,,,
player,201809230kan,kan,SpeaBr00,tackles_loss,0,,,,,
player,201809230kan,kan,SpeaBr00,qb_hits,0,,,,,
player,201809230kan,kan,SpeaBr00,fumbles_rec,0,,,,,
player,201809230kan,kan,SpeaBr00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,SpeaBr00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,SpeaBr00,fumbles_forced,0,,,,,
player,201809230kan,kan,WattAr00,def_int,0,,,,,
player,201809230kan,kan,WattAr00,def_int_yds,0,,,,,
player,201809230kan,kan,WattAr00,def_int_td,0,,,,,
player,201809230kan,kan,WattAr00,def_int_long,0,,,,,
player,201809230kan,kan,WattAr00,pass_defended,0,,,,,
player,201809230kan,kan,WattAr00,sacks,0.0,,,,,
player,201809230kan,kan,WattAr00,tackles_combined,2,,,,,
player,201809230kan,kan,WattAr00,tackles_solo,1,,,,,
player,201809230kan,kan,WattAr00,tackles_assists,1,,,,,
player,201809230kan,kan,WattAr00,tackles_loss,0,,,,,
player,201809230kan,kan,WattAr00,qb_hits,0,,,,,
player,201809230kan,kan,WattAr00,fumbles_rec,0,,,,,
player,201809230kan,kan,WattAr00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,WattAr00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,WattAr00,fumbles_forced,0,,,,,
player,201809230kan,kan,SherAn00,def_int,0,,,,,
player,201809230kan,kan,SherAn00,def_int_yds,0,,,,,
player,201809230kan,kan,SherAn00,def_int_td,0,,,,,
player,201809230kan,kan,SherAn00,def_int_long,0,,,,,
player,201809230kan,kan,SherAn00,pass_defended,0,,,,,
player,201809230kan,kan,SherAn00,sacks,0.0,,,,,
player,201809230kan,kan,SherAn00,tackles_combined,1,,,,,
player,201809230kan,kan,SherAn00,tackles_solo,1,,,,,
player,201809230kan,kan,SherAn00,tackles_assists,0,,,,,
player,201809230kan,kan,SherAn00,tackles_loss,0,,,,,
player,201809230kan,kan,SherAn00,qb_hits,0,,,,,
player,201809230kan,kan,SherAn00,fumbles_rec,0,,,,,
player,201809230kan,kan,SherAn00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,SherAn00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,SherAn00,fumbles_forced,0,,,,,
player,201809230kan,kan,MahoPa00,def_int,0,,,,,
player,201809230kan,kan,MahoPa00,def_int_yds,0,,,,,
player,201809230kan,kan,MahoPa00,def_int_td,0,,,,,
player,201809230kan,kan,MahoPa00,def_int_long,0,,,,,
player,201809230kan,kan,MahoPa00,pass_defended,0,,,,,
player,201809230kan,kan,MahoPa00,sacks,0.0,,,,,
player,201809230kan,kan,MahoPa00,tackles_combined,0,,,,,
player,201809230kan,kan,MahoPa00,tackles_solo,0,,,,,
player,201809230kan,kan,MahoPa00,tackles_assists,0,,,,,
player,201809230kan,kan,MahoPa00,tackles_loss,,,,,,
player,201809230kan,kan,MahoPa00,qb_hits,,,,,,
player,201809230kan,kan,MahoPa00,fumbles_rec,1,,,,,
player,201809230kan,kan,MahoPa00,fumbles_rec_yds,0,,,,,
player,201809230kan,kan,MahoPa00,fumbles_rec_td,0,,,,,
player,201809230kan,kan,MahoPa00,fumbles_forced,0,,,,,
player,201809230kan,sfo,PettDa00,kick_ret,0,,,,,
player,201809230kan,sfo,PettDa00,kick_ret_yds,0,,,,,
player,201809230kan,sfo,PettDa00,kick_ret_yds_per_ret,,,,,,
player,201809230kan,sfo,PettDa00,kick_ret_td,0,,,,,
player,201809230kan,sfo,PettDa00,kick_ret_long,0,,,,,
player,201809230kan,sfo,PettDa00,punt_ret,1,,,,,
player,201809230kan,sfo,PettDa00,punt_ret_yds,1,,,,,
player,201809230kan,sfo,PettDa00,punt_ret_yds_per_ret,1.0,,,,,
player,201809230kan,sfo,PettDa00,punt_ret_td,0,,,,,
player,201809230kan,sfo,PettDa00,punt_ret_long,1,,,,,
player,201809230kan,sfo,ReedD.00,kick_ret,1,,,,,
player,201809230kan,sfo,ReedD.00,kick_ret_yds,23,,,,,
player,201809230kan,sfo,ReedD.00,kick_ret_yds_per_ret,23.0,,,,,
player,201809230kan,sfo,ReedD.00,kick_ret_td,0,,,,,
player,201809230kan,sfo,ReedD.00,kick_ret_long,23,,,,,
player,201809230kan,sfo,ReedD.00,punt_ret,0,,,,,
player,201809230kan,sfo,ReedD.00,punt_ret_yds,0,,,,,
player,201809230kan,sfo,ReedD.00,punt_ret_yds_per_ret,,,,,,
player,201809230kan,sfo,ReedD.00,punt_ret_td,0,,,,,
player,201809230kan,sfo,ReedD.00,punt_ret_long,0,,,,,
player,201809230kan,kan,HillTy00,kick_ret,0,,,,,
player,201809230kan,kan,HillTy00,kick_ret_yds,0,,,,,
player,201809230kan,kan,HillTy00,kick_ret_yds_per_ret,,,,,,
player,201809230kan,kan,HillTy00,kick_ret_td,0,,,,,
player,201809230kan,kan,HillTy00,kick_ret_long,0,,,,,
player,201809230kan,kan,HillTy00,punt_ret,1,,,,,
player,201809230kan,kan,HillTy00,punt_ret_yds,5,,,,,
player,201809230kan,kan,HillTy00,punt_ret_yds_per_ret,5.0,,,,,
player,201809230kan,kan,HillTy00,punt_ret_td,0,,,,,
player,201809230kan,kan,HillTy00,punt_ret_long,5,,,,,
player,201809230kan,kan,ThomDe05,kick_ret,1,,,,,
player,201809230kan,kan,ThomDe05,kick_ret_yds,25,,,,,
player,201809230kan,kan,ThomDe05,kick_ret_yds_per_ret,25.0,,,,,
player,201809230kan,kan,ThomDe05,kick_ret_td,0,,,,,
player,201809230kan,kan,ThomDe05,kick_ret_long,25,,,,,
player,201809230kan,kan,ThomDe05,punt_ret,0,,,,,
player,201809230kan,kan,ThomDe05,punt_ret_yds,0,,,,,
player,201809230kan,kan,ThomDe05,punt_ret_yds_per_ret,,,,,,
player,201809230kan,kan,ThomDe05,punt_ret_td,0,,,,,
player,201809230kan,kan,ThomDe05,punt_ret_long,0,,,,,
player,201809230kan,sfo,gouldrob01,xpm,1,,,,,
player,201809230kan,sfo,gouldrob01,xpa,2,,,,,
player,201809230kan,sfo,gouldrob01,fgm,2,,,,,
player,201809230kan,sfo,gouldrob01,fga,2,,,,,
player,201809230kan,sfo,gouldrob01,punt,0,,,,,
player,201809230kan,sfo,gouldrob01,punt_yds,0,,,,,
player,201809230kan,sfo,gouldrob01,punt_yds_per_punt,,,,,,
player,201809230kan,sfo,gouldrob01,punt_long,0,,,,,
player,201809230kan,sfo,PiniBr00,xpm,,,,,,
player,201809230kan,sfo,PiniBr00,xpa,,,,,,
player,201809230kan,sfo,PiniBr00,fgm,,,,,,
player,201809230kan,sfo,PiniBr00,fga,,,,,,
player,201809230kan,sfo,PiniBr00,punt,4,,,,,
player,201809230kan,sfo,PiniBr00,punt_yds,148,,,,,
player,201809230kan,sfo,PiniBr00,punt_yds_per_punt,37.0,,,,,
player,201809230kan,sfo,PiniBr00,punt_long,43,,,,,
player,201809230kan,kan,ButkHa00,xpm,5,,,,,
player,201809230kan,kan,ButkHa00,xpa,5,,,,,
player,201809230kan,kan,ButkHa00,fgm,1,,,,,
player,201809230kan,kan,ButkHa00,fga,1,,,,,
player,201809230kan,kan,ButkHa00,punt,0,,,,,
player,201809230kan,kan,ButkHa00,punt_yds,0,,,,,
player,201809230kan,kan,ButkHa00,punt_yds_per_punt,,,,,,
player,201809230kan,kan,ButkHa00,punt_long,0,,,,,
player,201809230kan,kan,ColqDu20,xpm,,,,,,
player,201809230kan,kan,ColqDu20,xpa,,,,,,
player,201809230kan,kan,ColqDu20,fgm,,,,,,
player,201809230kan,kan,ColqDu20,fga,,,,,,
player,201809230kan,kan,ColqDu20,punt,2,,,,,
player,201809230kan,kan,ColqDu20,punt_yds,87,,,,,
player,201809230kan,kan,ColqDu20,punt_yds_per_punt,43.5,,,,,
player,201809230kan,kan,ColqDu20,punt_long,48,,,,,
player,201809230kan,sfo,GaroJi00,pass_cmp,20,,,,,
player,201809230kan,sfo,GaroJi00,pass_att,30,,,,,
player,201809230kan,sfo,GaroJi00,pass_yds,251,,,,,
player,201809230kan,sfo,GaroJi00,pass_first_down,12,,,,,
player,201809230kan,sfo,GaroJi00,pass_air_yds,121,,,,,
player,201809230kan,sfo,GaroJi00,pass_air_yds_per_cmp,6.1,,,,,
player,201809230kan,sfo,GaroJi00,pass_air_yds_per_att,4.0,,,,,
player,201809230kan,sfo,GaroJi00,pass_tgt_yds_per_att,9.1,,,,,
player,201809230kan,sfo,GaroJi00,pass_yac,130,,,,,
player,201809230kan,sfo,GaroJi00,pass_yac_per_cmp,6.5,,,,,
player,201809230kan,sfo,GaroJi00,pass_drops,2,,,,,
player,201809230kan,sfo,GaroJi00,pass_drop_pct,6.7,,,,,
player,201809230kan,sfo,GaroJi00,pass_poor_throws,6,,,,,
player,201809230kan,sfo,GaroJi00,pass_poor_throw_pct,20.0,,,,,
player,201809230kan,sfo,GaroJi00,pass_blitzed,5,,,,,
player,201809230kan,sfo,GaroJi00,pass_hurried,7,,,,,
player,201809230kan,sfo,GaroJi00,pass_hits,1,,,,,
player,201809230kan,sfo,GaroJi00,rush_scrambles,2,,,,,
player,201809230kan,sfo,GaroJi00,rush_scrambles_yds_per_att,11.0,,,,,
player,201809230kan,kan,MahoPa00,pass_cmp,24,,,,,
player,201809230kan,kan,MahoPa00,pass_att,38,,,,,
player,201809230kan,kan,MahoPa00,pass_yds,314,,,,,
player,201809230kan,kan,MahoPa00,pass_first_down,15,,,,,
player,201809230kan,kan,MahoPa00,pass_air_yds,139,,,,,
player,201809230kan,kan,MahoPa00,pass_air_yds_per_cmp,5.8,,,,,
player,201809230kan,kan,MahoPa00,pass_air_yds_per_att,3.7,,,,,
player,201809230kan,kan,MahoPa00,pass_tgt_yds_per_att,10.2,,,,,
player,201809230kan,kan,MahoPa00,pass_yac,175,,,,,
player,201809230kan,kan,MahoPa00,pass_yac_per_cmp,7.3,,,,,
player,201809230kan,kan,MahoPa00,pass_drops,1,,,,,
player,201809230kan,kan,MahoPa00,pass_drop_pct,2.6,,,,,
player,201809230kan,kan,MahoPa00,pass_poor_throws,9,,,,,
player,201809230kan,kan,MahoPa00,pass_poor_throw_pct,23.7,,,,,
player,201809230kan,kan,MahoPa00,pass_blitzed,7,,,,,
player,201809230kan,kan,MahoPa00,pass_hurried,10,,,,,
player,201809230kan,kan,MahoPa00,pass_hits,6,,,,,
player,201809230kan,kan,MahoPa00,rush_scrambles,1,,,,,
player,201809230kan,kan,MahoPa00,rush_scrambles_yds_per_att,7.0,,,,,
player,201809230kan,sfo,MorrAl00,rush_att,14,,,,,
player,201809230kan,sfo,MorrAl00,rush_yds,67,,,,,
player,201809230kan,sfo,MorrAl00,rush_first_down,6,,,,,
player,201809230kan,sfo,MorrAl00,rush_yds_before_contact,41,,,,,
player,201809230kan,sfo,MorrAl00,rush_yds_bc_per_rush,2.9,,,,,
player,201809230kan,sfo,MorrAl00,rush_yac,26,,,,,
player,201809230kan,sfo,MorrAl00,rush_yac_per_rush,1.9,,,,,
player,201809230kan,sfo,MorrAl00,rush_broken_tackles,1,,,,,
player,201809230kan,sfo,MorrAl00,rush_broken_tackles_per_rush,14.0,,,,,
player,201809230kan,sfo,BreiMa00,rush_att,10,,,,,
player,201809230kan,sfo,BreiMa00,rush_yds,90,,,,,
player,201809230kan,sfo,BreiMa00,rush_first_down,4,,,,,
player,201809230kan,sfo,BreiMa00,rush_yds_before_contact,42,,,,,
player,201809230kan,sfo,BreiMa00,rush_yds_bc_per_rush,4.2,,,,,
player,201809230kan,sfo,BreiMa00,rush_yac,48,,,,,
player,201809230kan,sfo,BreiMa00,rush_yac_per_rush,4.8,,,,,
player,201809230kan,sfo,BreiMa00,rush_broken_tackles,0,,,,,
player,201809230kan,sfo,BreiMa00,rush_broken_tackles_per_rush,,,,,,
player,201809230kan,sfo,GaroJi00,rush_att,3,,,,,
player,201809230kan,sfo,GaroJi00,rush_yds,23,,,,,
player,201809230kan,sfo,GaroJi00,rush_first_down,1,,,,,
player,201809230kan,sfo,GaroJi00,rush_yds_before_contact,-14,,,,,
player,201809230kan,sfo,GaroJi00,rush_yds_bc_per_rush,-4.7,,,,,
player,201809230kan,sfo,GaroJi00,rush_yac,37,,,,,
player,201809230kan,sfo,GaroJi00,rush_yac_per_rush,12.3,,,,,
player,201809230kan,sfo,GaroJi00,rush_broken_tackles,0,,,,,
player,201809230kan,sfo,GaroJi00,rush_broken_tackles_per_rush,,,,,,
player,201809230kan,sfo,GoodMa00,rush_att,1,,,,,
player,201809230kan,sfo,GoodMa00,rush_yds,-2,,,,,
player,201809230kan,sfo,GoodMa00,rush_first_down,0,,,,,
player,201809230kan,sfo,GoodMa00,rush_yds_before_contact,-2,,,,,
player,201809230kan,sfo,GoodMa00,rush_yds_bc_per_rush,-2.0,,,,,
player,201809230kan,sfo,GoodMa00,rush_yac,0,,,,,
player,201809230kan,sfo,GoodMa00,rush_yac_per_rush,0.0,,,,,
player,201809230kan,sfo,GoodMa00,rush_broken_tackles,0,,,,,
player,201809230kan,sfo,GoodMa00,rush_broken_tackles_per_rush,,,,,,
player,201809230kan,sfo,MostRa00,rush_att,1,,,,,
player,201809230kan,sfo,MostRa00,rush_yds,0,,,,,
player,201809230kan,sfo,MostRa00,rush_first_down,,,,,,
player,201809230kan,sfo,MostRa00,rush_yds_before_contact,0,,,,,
player,201809230kan,sfo,MostRa00,rush_yds_bc_per_rush,0.0,,,,,
player,201809230kan,sfo,MostRa00,rush_yac,0,,,,,
player,201809230kan,sfo,MostRa00,rush_yac_per_rush,0.0,,,,,
player,201809230kan,sfo,MostRa00,rush_broken_tackles,0,,,,,
player,201809230kan,sfo,MostRa00,rush_broken_tackles_per_rush,,,,,,
player,201809230kan,kan,HuntKa00,rush_att,18,,,,,
player,201809230kan,kan,HuntKa00,rush_yds,44,,,,,
player,201809230kan,kan,HuntKa00,rush_first_down,6,,,,,
player,201809230kan,kan,HuntKa00,rush_yds_before_contact,13,,,,,
player,201809230kan,kan,HuntKa00,rush_yds_bc_per_rush,0.7,,,,,
player,201809230kan,kan,HuntKa00,rush_yac,31,,,,,
player,201809230kan,kan,HuntKa00,rush_yac_per_rush,1.7,,,,,
player,201809230kan,kan,HuntKa00,rush_broken_tackles,2,,,,,
player,201809230kan,kan,HuntKa00,rush_broken_tackles_per_rush,9.0,,,,,
player,201809230kan,kan,MahoPa00,rush_att,5,,,,,
player,201809230kan,kan,MahoPa00,rush_yds,7,,,,,
player,201809230kan,kan,MahoPa00,rush_first_down,1,,,,,
player,201809230kan,kan,MahoPa00,rush_yds_before_contact,6,,,,,
player,201809230kan,kan,MahoPa00,rush_yds_bc_per_rush,1.2,,,,,
player,201809230kan,kan,MahoPa00,rush_yac,1,,,,,
player,201809230kan,kan,MahoPa00,rush_yac_per_rush,0.2,,,,,
player,201809230kan,kan,MahoPa00,rush_broken_tackles,0,,,,,
player,201809230kan,kan,MahoPa00,rush_broken_tackles_per_rush,,,,,,
player,201809230kan,kan,HillTy00,rush_att,2,,,,,
player,201809230kan,kan,HillTy00,rush_yds,5,,,,,
player,201809230kan,kan,HillTy00,rush_first_down,1,,,,,
player,201809230kan,kan,HillTy00,rush_yds_before_contact,4,,,,,
player,201809230kan,kan,HillTy00,rush_yds_bc_per_rush,2.0,,,,,
player,201809230kan,kan,HillTy00,rush_yac,1,,,,,
player,201809230kan,kan,HillTy00,rush_yac_per_rush,0.5,,,,,
player,201809230kan,kan,HillTy00,rush_broken_tackles,0,,,,,
player,201809230kan,kan,HillTy00,rush_broken_tackles_per_rush,,,,,,
player,201809230kan,kan,WatkSa00,rush_att,2,,,,,
player,201809230kan,kan,WatkSa00,rush_yds,20,,,,,
player,201809230kan,kan,WatkSa00,rush_first_down,1,,,,,
player,201809230kan,kan,WatkSa00,rush_yds_before_contact,4,,,,,
player,201809230kan,kan,WatkSa00,rush_yds_bc_per_rush,2.0,,,,,
player,201809230kan,kan,WatkSa00,rush_yac,16,,,,,
player,201809230kan,kan,WatkSa00,rush_yac_per_rush,8.0,,,,,
player,201809230kan,kan,WatkSa00,rush_broken_tackles,1,,,,,
player,201809230kan,kan,WatkSa00,rush_broken_tackles_per_rush,2.0,,,,,
player,201809230kan,kan,WareSp00,rush_att,1,,,,,
player,201809230kan,kan,WareSp00,rush_yds,1,,,,,
player,201809230kan,kan,WareSp00,rush_first_down,0,,,,,
player,201809230kan,kan,WareSp00,rush_yds_before_contact,0,,,,,
player,201809230kan,kan,WareSp00,rush_yds_bc_per_rush,0.0,,,,,
player,201809230kan,kan,WareSp00,rush_yac,1,,,,,
player,201809230kan,kan,WareSp00,rush_yac_per_rush,1.0,,,,,
player,201809230kan,kan,WareSp00,rush_broken_tackles,0,,,,,
player,201809230kan,kan,WareSp00,rush_broken_tackles_per_rush,,,,,,
player,201809230kan,sfo,KittGe00,targets,7,,,,,
player,201809230kan,sfo,KittGe00,rec,5,,,,,
player,201809230kan,sfo,KittGe00,rec_yds,79,,,,,
player,201809230kan,sfo,KittGe00,rec_first_down,4,,,,,
player,201809230kan,sfo,KittGe00,rec_air_yds,26,,,,,
player,201809230kan,sfo,KittGe00,rec_air_yds_per_rec,5.2,,,,,
player,201809230kan,sfo,KittGe00,rec_yac,53,,,,,
player,201809230kan,sfo,KittGe00,rec_yac_per_rec,10.6,,,,,
player,201809230kan,sfo,KittGe00,rec_broken_tackles,2,,,,,
player,201809230kan,sfo,KittGe00,rec_broken_tackles_per_rec,2.5,,,,,
player,201809230kan,sfo,KittGe00,rec_drops,0,,,,,
player,201809230kan,sfo,KittGe00,rec_drop_pct,0.0,,,,,
player,201809230kan,sfo,GoodMa00,targets,4,,,,,
player,201809230kan,sfo,GoodMa00,rec,3,,,,,
player,201809230kan,sfo,GoodMa00,rec_yds,30,,,,,
player,201809230kan,sfo,GoodMa00,rec_first_down,3,,,,,
player,201809230kan,sfo,GoodMa00,rec_air_yds,25,,,,,
player,201809230kan,sfo,GoodMa00,rec_air_yds_per_rec,8.3,,,,,
player,201809230kan,sfo,GoodMa00,rec_yac,5,,,,,
player,201809230kan,sfo,GoodMa00,rec_yac_per_rec,1.7,,,,,
player,201809230kan,sfo,GoodMa00,rec_broken_tackles,0,,,,,
player,201809230kan,sfo,GoodMa00,rec_broken_tackles_per_rec,,,,,,
player,201809230kan,sfo,GoodMa00,rec_drops,0,,,,,
player,201809230kan,sfo,GoodMa00,rec_drop_pct,0.0,,,,,
player,201809230kan,sfo,BreiMa00,targets,3,,,,,
player,201809230kan,sfo,BreiMa00,rec,3,,,,,
player,201809230kan,sfo,BreiMa00,rec_yds,27,,,,,
player,201809230kan,sfo,BreiMa00,rec_first_down,1,,,,,
player,201809230kan,sfo,BreiMa00,rec_air_yds,13,,,,,
player,201809230kan,sfo,BreiMa00,rec_air_yds_per_rec,4.3,,,,,
player,201809230kan,sfo,BreiMa00,rec_yac,14,,,,,
player,201809230kan,sfo,BreiMa00,rec_yac_per_rec,4.7,,,,,
player,201809230kan,sfo,BreiMa00,rec_broken_tackles,0,,,,,
player,201809230kan,sfo,BreiMa00,rec_broken_tackles_per_rec,,,,,,
player,201809230kan,sfo,BreiMa00,rec_drops,0,,,,,
player,201809230kan,sfo,BreiMa00,rec_drop_pct,0.0,,,,,
player,201809230kan,sfo,TaylTr02,targets,4,,,,,
player,201809230kan,sfo,TaylTr02,rec,3,,,,,
player,201809230kan,sfo,TaylTr02,rec_yds,24,,,,,
player,201809230kan,sfo,TaylTr02,rec_first_down,,,,,,
player,201809230kan,sfo,TaylTr02,rec_air_yds,13,,,,,
player,201809230kan,sfo,TaylTr02,rec_air_yds_per_rec,4.3,,,,,
player,201809230kan,sfo,TaylTr02,rec_yac,11,,,,,
player,201809230kan,sfo,TaylTr02,rec_yac_per_rec,3.7,,,,,
player,201809230kan,sfo,TaylTr02,rec_broken_tackles,0,,,,,
player,201809230kan,sfo,TaylTr02,rec_broken_tackles_per_rec,,,,,,
player,201809230kan,sfo,TaylTr02,rec_drops,0,,,,,
player,201809230kan,sfo,TaylTr02,rec_drop_pct,0.0,,,,,
player,201809230kan,sfo,JuszKy00,targets,4,,,,,
player,201809230kan,sfo,JuszKy00,rec,2,,,,,
player,201809230kan,sfo,JuszKy00,rec_yds,38,,,,,
player,201809230kan,sfo,JuszKy00,rec_first_down,1,,,,,
player,201809230kan,sfo,JuszKy00,rec_air_yds,25,,,,,
player,201809230kan,sfo,JuszKy00,rec_air_yds_per_rec,12.5,,,,,
player,201809230kan,sfo,JuszKy00,rec_yac,13,,,,,
player,201809230kan,sfo,JuszKy00,rec_yac_per_rec,6.5,,,,,
player,201809230kan,sfo,JuszKy00,rec_broken_tackles,0,,,,,
player,201809230kan,sfo,JuszKy00,rec_broken_tackles_per_rec,,,,,,
player,201809230kan,sfo,JuszKy00,rec_drops,1,,,,,
player,201809230kan,sfo,JuszKy00,rec_drop_pct,25.0,,,,,
player,201809230kan,sfo,GarcPi00,targets,4,,,,,
