game,2018,10,20181111,201811110kan,crd,"Arizona Cardinals",14,kan,"Kansas City Chiefs",26
player,201811110kan,crd,SealRi00,fumbles_lost,0,,,,,
player,201811110kan,crd,FitzLa00,pass_cmp,0,,,,,
player,201811110kan,crd,FitzLa00,pass_att,0,,,,,
player,201811110kan,crd,FitzLa00,pass_yds,0,,,,,
player,201811110kan,crd,FitzLa00,pass_td,0,,,,,
player,201811110kan,crd,FitzLa00,pass_int,0,,,,,
player,201811110kan,crd,FitzLa00,pass_sacked,0,,,,,
player,201811110kan,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201811110kan,crd,FitzLa00,pass_long,0,,,,,
player,201811110kan,crd,FitzLa00,pass_rating,,,,,,
player,201811110kan,crd,FitzLa00,rush_att,0,,,,,
player,201811110kan,crd,FitzLa00,rush_yds,0,,,,,
player,201811110kan,crd,FitzLa00,rush_td,0,,,,,
player,201811110kan,crd,FitzLa00,rush_long,0,,,,,
player,201811110kan,crd,FitzLa00,targets,10,,,,,
player,201811110kan,crd,FitzLa00,rec,6,,,,,
player,201811110kan,crd,FitzLa00,rec_yds,50,,,,,
player,201811110kan,crd,FitzLa00,rec_td,0,,,,,
player,201811110kan,crd,FitzLa00,rec_long,15,,,,,
player,201811110kan,crd,FitzLa00,fumbles,0,,,,,
player,201811110kan,crd,FitzLa00,fumbles_lost,0,,,,,
player,201811110kan,crd,LogaT.00,pass_cmp,0,,,,,
player,201811110kan,crd,LogaT.00,pass_att,0,,,,,
player,201811110kan,crd,LogaT.00,pass_yds,0,,,,,
player,201811110kan,crd,LogaT.00,pass_td,0,,,,,
player,201811110kan,crd,LogaT.00,pass_int,0,,,,,
player,201811110kan,crd,LogaT.00,pass_sacked,0,,,,,
player,201811110kan,crd,LogaT.00,pass_sacked_yds,0,,,,,
player,201811110kan,crd,LogaT.00,pass_long,0,,,,,
player,201811110kan,crd,LogaT.00,pass_rating,,,,,,
player,201811110kan,crd,LogaT.00,rush_att,0,,,,,
player,201811110kan,crd,LogaT.00,rush_yds,0,,,,,
player,201811110kan,crd,LogaT.00,rush_td,0,,,,,
player,201811110kan,crd,LogaT.00,rush_long,0,,,,,
player,201811110kan,crd,LogaT.00,targets,2,,,,,
player,201811110kan,crd,LogaT.00,rec,2,,,,,
player,201811110kan,crd,LogaT.00,rec_yds,14,,,,,
player,201811110kan,crd,LogaT.00,rec_td,0,,,,,
player,201811110kan,crd,LogaT.00,rec_long,10,,,,,
player,201811110kan,crd,LogaT.00,fumbles,0,,,,,
player,201811110kan,crd,LogaT.00,fumbles_lost,0,,,,,
player,201811110kan,crd,KirkCh01,pass_cmp,0,,,,,
player,201811110kan,crd,KirkCh01,pass_att,0,,,,,
player,201811110kan,crd,KirkCh01,pass_yds,0,,,,,
player,201811110kan,crd,KirkCh01,pass_td,0,,,,,
player,201811110kan,crd,KirkCh01,pass_int,0,,,,,
player,201811110kan,crd,KirkCh01,pass_sacked,0,,,,,
player,201811110kan,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201811110kan,crd,KirkCh01,pass_long,0,,,,,
player,201811110kan,crd,KirkCh01,pass_rating,,,,,,
player,201811110kan,crd,KirkCh01,rush_att,0,,,,,
player,201811110kan,crd,KirkCh01,rush_yds,0,,,,,
player,201811110kan,crd,KirkCh01,rush_td,0,,,,,
player,201811110kan,crd,KirkCh01,rush_long,0,,,,,
player,201811110kan,crd,KirkCh01,targets,6,,,,,
player,201811110kan,crd,KirkCh01,rec,2,,,,,
player,201811110kan,crd,KirkCh01,rec_yds,8,,,,,
player,201811110kan,crd,KirkCh01,rec_td,0,,,,,
player,201811110kan,crd,KirkCh01,rec_long,6,,,,,
player,201811110kan,crd,KirkCh01,fumbles,0,,,,,
player,201811110kan,crd,KirkCh01,fumbles_lost,0,,,,,
player,201811110kan,crd,NelsJJ00,pass_cmp,0,,,,,
player,201811110kan,crd,NelsJJ00,pass_att,0,,,,,
player,201811110kan,crd,NelsJJ00,pass_yds,0,,,,,
player,201811110kan,crd,NelsJJ00,pass_td,0,,,,,
player,201811110kan,crd,NelsJJ00,pass_int,0,,,,,
player,201811110kan,crd,NelsJJ00,pass_sacked,0,,,,,
player,201811110kan,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201811110kan,crd,NelsJJ00,pass_long,0,,,,,
player,201811110kan,crd,NelsJJ00,pass_rating,,,,,,
player,201811110kan,crd,NelsJJ00,rush_att,1,,,,,
player,201811110kan,crd,NelsJJ00,rush_yds,-10,,,,,
player,201811110kan,crd,NelsJJ00,rush_td,0,,,,,
player,201811110kan,crd,NelsJJ00,rush_long,-10,,,,,
player,201811110kan,crd,NelsJJ00,targets,1,,,,,
player,201811110kan,crd,NelsJJ00,rec,0,,,,,
player,201811110kan,crd,NelsJJ00,rec_yds,0,,,,,
player,201811110kan,crd,NelsJJ00,rec_td,0,,,,,
player,201811110kan,crd,NelsJJ00,rec_long,0,,,,,
player,201811110kan,crd,NelsJJ00,fumbles,0,,,,,
player,201811110kan,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201811110kan,kan,MahoPa00,pass_cmp,21,,,,,
player,201811110kan,kan,MahoPa00,pass_att,28,,,,,
player,201811110kan,kan,MahoPa00,pass_yds,249,,,,,
player,201811110kan,kan,MahoPa00,pass_td,2,,,,,
player,201811110kan,kan,MahoPa00,pass_int,0,,,,,
player,201811110kan,kan,MahoPa00,pass_sacked,5,,,,,
player,201811110kan,kan,MahoPa00,pass_sacked_yds,37,,,,,
player,201811110kan,kan,MahoPa00,pass_long,38,,,,,
player,201811110kan,kan,MahoPa00,pass_rating,125.4,,,,,
player,201811110kan,kan,MahoPa00,rush_att,4,,,,,
player,201811110kan,kan,MahoPa00,rush_yds,21,,,,,
player,201811110kan,kan,MahoPa00,rush_td,0,,,,,
player,201811110kan,kan,MahoPa00,rush_long,14,,,,,
player,201811110kan,kan,MahoPa00,targets,0,,,,,
player,201811110kan,kan,MahoPa00,rec,0,,,,,
player,201811110kan,kan,MahoPa00,rec_yds,0,,,,,
player,201811110kan,kan,MahoPa00,rec_td,0,,,,,
player,201811110kan,kan,MahoPa00,rec_long,0,,,,,
player,201811110kan,kan,MahoPa00,fumbles,0,,,,,
player,201811110kan,kan,MahoPa00,fumbles_lost,0,,,,,
player,201811110kan,kan,HuntKa00,pass_cmp,0,,,,,
player,201811110kan,kan,HuntKa00,pass_att,0,,,,,
player,201811110kan,kan,HuntKa00,pass_yds,0,,,,,
player,201811110kan,kan,HuntKa00,pass_td,0,,,,,
player,201811110kan,kan,HuntKa00,pass_int,0,,,,,
player,201811110kan,kan,HuntKa00,pass_sacked,0,,,,,
player,201811110kan,kan,HuntKa00,pass_sacked_yds,0,,,,,
player,201811110kan,kan,HuntKa00,pass_long,0,,,,,
player,201811110kan,kan,HuntKa00,pass_rating,,,,,,
player,201811110kan,kan,HuntKa00,rush_att,16,,,,,
player,201811110kan,kan,HuntKa00,rush_yds,71,,,,,
player,201811110kan,kan,HuntKa00,rush_td,0,,,,,
player,201811110kan,kan,HuntKa00,rush_long,18,,,,,
player,201811110kan,kan,HuntKa00,targets,2,,,,,
player,201811110kan,kan,HuntKa00,rec,2,,,,,
player,201811110kan,kan,HuntKa00,rec_yds,25,,,,,
player,201811110kan,kan,HuntKa00,rec_td,0,,,,,
player,201811110kan,kan,HuntKa00,rec_long,16,,,,,
player,201811110kan,kan,HuntKa00,fumbles,0,,,,,
player,201811110kan,kan,HuntKa00,fumbles_lost,0,,,,,
player,201811110kan,kan,HillTy00,pass_cmp,0,,,,,
player,201811110kan,kan,HillTy00,pass_att,0,,,,,
player,201811110kan,kan,HillTy00,pass_yds,0,,,,,
player,201811110kan,kan,HillTy00,pass_td,0,,,,,
player,201811110kan,kan,HillTy00,pass_int,0,,,,,
player,201811110kan,kan,HillTy00,pass_sacked,0,,,,,
player,201811110kan,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201811110kan,kan,HillTy00,pass_long,0,,,,,
player,201811110kan,kan,HillTy00,pass_rating,,,,,,
player,201811110kan,kan,HillTy00,rush_att,1,,,,,
player,201811110kan,kan,HillTy00,rush_yds,20,,,,,
player,201811110kan,kan,HillTy00,rush_td,0,,,,,
player,201811110kan,kan,HillTy00,rush_long,20,,,,,
player,201811110kan,kan,HillTy00,targets,10,,,,,
player,201811110kan,kan,HillTy00,rec,7,,,,,
player,201811110kan,kan,HillTy00,rec_yds,117,,,,,
player,201811110kan,kan,HillTy00,rec_td,2,,,,,
player,201811110kan,kan,HillTy00,rec_long,38,,,,,
player,201811110kan,kan,HillTy00,fumbles,0,,,,,
player,201811110kan,kan,HillTy00,fumbles_lost,0,,,,,
player,201811110kan,kan,WareSp00,pass_cmp,0,,,,,
player,201811110kan,kan,WareSp00,pass_att,0,,,,,
player,201811110kan,kan,WareSp00,pass_yds,0,,,,,
player,201811110kan,kan,WareSp00,pass_td,0,,,,,
player,201811110kan,kan,WareSp00,pass_int,0,,,,,
player,201811110kan,kan,WareSp00,pass_sacked,0,,,,,
player,201811110kan,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201811110kan,kan,WareSp00,pass_long,0,,,,,
player,201811110kan,kan,WareSp00,pass_rating,,,,,,
player,201811110kan,kan,WareSp00,rush_att,2,,,,,
player,201811110kan,kan,WareSp00,rush_yds,6,,,,,
player,201811110kan,kan,WareSp00,rush_td,1,,,,,
player,201811110kan,kan,WareSp00,rush_long,3,,,,,
player,201811110kan,kan,WareSp00,targets,1,,,,,
player,201811110kan,kan,WareSp00,rec,1,,,,,
player,201811110kan,kan,WareSp00,rec_yds,7,,,,,
player,201811110kan,kan,WareSp00,rec_td,0,,,,,
player,201811110kan,kan,WareSp00,rec_long,7,,,,,
player,201811110kan,kan,WareSp00,fumbles,0,,,,,
player,201811110kan,kan,WareSp00,fumbles_lost,0,,,,,
player,201811110kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201811110kan,kan,KelcTr00,pass_att,0,,,,,
player,201811110kan,kan,KelcTr00,pass_yds,0,,,,,
player,201811110kan,kan,KelcTr00,pass_td,0,,,,,
player,201811110kan,kan,KelcTr00,pass_int,0,,,,,
player,201811110kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201811110kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201811110kan,kan,KelcTr00,pass_long,0,,,,,
player,201811110kan,kan,KelcTr00,pass_rating,,,,,,
player,201811110kan,kan,KelcTr00,rush_att,0,,,,,
player,201811110kan,kan,KelcTr00,rush_yds,0,,,,,
player,201811110kan,kan,KelcTr00,rush_td,0,,,,,
player,201811110kan,kan,KelcTr00,rush_long,0,,,,,
player,201811110kan,kan,KelcTr00,targets,7,,,,,
player,201811110kan,kan,KelcTr00,rec,6,,,,,
player,201811110kan,kan,KelcTr00,rec_yds,46,,,,,
player,201811110kan,kan,KelcTr00,rec_td,0,,,,,
player,201811110kan,kan,KelcTr00,rec_long,10,,,,,
player,201811110kan,kan,KelcTr00,fumbles,1,,,,,
player,201811110kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201811110kan,kan,RobiDe01,pass_cmp,0,,,,,
player,201811110kan,kan,RobiDe01,pass_att,0,,,,,
player,201811110kan,kan,RobiDe01,pass_yds,0,,,,,
player,201811110kan,kan,RobiDe01,pass_td,0,,,,,
player,201811110kan,kan,RobiDe01,pass_int,0,,,,,
player,201811110kan,kan,RobiDe01,pass_sacked,0,,,,,
player,201811110kan,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201811110kan,kan,RobiDe01,pass_long,0,,,,,
player,201811110kan,kan,RobiDe01,pass_rating,,,,,,
player,201811110kan,kan,RobiDe01,rush_att,0,,,,,
player,201811110kan,kan,RobiDe01,rush_yds,0,,,,,
player,201811110kan,kan,RobiDe01,rush_td,0,,,,,
player,201811110kan,kan,RobiDe01,rush_long,0,,,,,
player,201811110kan,kan,RobiDe01,targets,4,,,,,
player,201811110kan,kan,RobiDe01,rec,3,,,,,
player,201811110kan,kan,RobiDe01,rec_yds,30,,,,,
player,201811110kan,kan,RobiDe01,rec_td,0,,,,,
player,201811110kan,kan,RobiDe01,rec_long,17,,,,,
player,201811110kan,kan,RobiDe01,fumbles,0,,,,,
player,201811110kan,kan,RobiDe01,fumbles_lost,0,,,,,
player,201811110kan,kan,ConlCh00,pass_cmp,0,,,,,
player,201811110kan,kan,ConlCh00,pass_att,0,,,,,
player,201811110kan,kan,ConlCh00,pass_yds,0,,,,,
player,201811110kan,kan,ConlCh00,pass_td,0,,,,,
player,201811110kan,kan,ConlCh00,pass_int,0,,,,,
player,201811110kan,kan,ConlCh00,pass_sacked,0,,,,,
player,201811110kan,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201811110kan,kan,ConlCh00,pass_long,0,,,,,
player,201811110kan,kan,ConlCh00,pass_rating,,,,,,
player,201811110kan,kan,ConlCh00,rush_att,0,,,,,
player,201811110kan,kan,ConlCh00,rush_yds,0,,,,,
player,201811110kan,kan,ConlCh00,rush_td,0,,,,,
player,201811110kan,kan,ConlCh00,rush_long,0,,,,,
player,201811110kan,kan,ConlCh00,targets,2,,,,,
player,201811110kan,kan,ConlCh00,rec,1,,,,,
player,201811110kan,kan,ConlCh00,rec_yds,22,,,,,
player,201811110kan,kan,ConlCh00,rec_td,0,,,,,
player,201811110kan,kan,ConlCh00,rec_long,22,,,,,
player,201811110kan,kan,ConlCh00,fumbles,0,,,,,
player,201811110kan,kan,ConlCh00,fumbles_lost,0,,,,,
player,201811110kan,kan,SherAn00,pass_cmp,0,,,,,
player,201811110kan,kan,SherAn00,pass_att,0,,,,,
player,201811110kan,kan,SherAn00,pass_yds,0,,,,,
player,201811110kan,kan,SherAn00,pass_td,0,,,,,
player,201811110kan,kan,SherAn00,pass_int,0,,,,,
player,201811110kan,kan,SherAn00,pass_sacked,0,,,,,
player,201811110kan,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201811110kan,kan,SherAn00,pass_long,0,,,,,
player,201811110kan,kan,SherAn00,pass_rating,,,,,,
player,201811110kan,kan,SherAn00,rush_att,0,,,,,
player,201811110kan,kan,SherAn00,rush_yds,0,,,,,
player,201811110kan,kan,SherAn00,rush_td,0,,,,,
player,201811110kan,kan,SherAn00,rush_long,0,,,,,
player,201811110kan,kan,SherAn00,targets,1,,,,,
player,201811110kan,kan,SherAn00,rec,1,,,,,
player,201811110kan,kan,SherAn00,rec_yds,2,,,,,
player,201811110kan,kan,SherAn00,rec_td,0,,,,,
player,201811110kan,kan,SherAn00,rec_long,2,,,,,
player,201811110kan,kan,SherAn00,fumbles,0,,,,,
player,201811110kan,kan,SherAn00,fumbles_lost,0,,,,,
player,201811110kan,kan,KempMa00,pass_cmp,0,,,,,
player,201811110kan,kan,KempMa00,pass_att,0,,,,,
player,201811110kan,kan,KempMa00,pass_yds,0,,,,,
player,201811110kan,kan,KempMa00,pass_td,0,,,,,
player,201811110kan,kan,KempMa00,pass_int,0,,,,,
player,201811110kan,kan,KempMa00,pass_sacked,0,,,,,
player,201811110kan,kan,KempMa00,pass_sacked_yds,0,,,,,
player,201811110kan,kan,KempMa00,pass_long,0,,,,,
player,201811110kan,kan,KempMa00,pass_rating,,,,,,
player,201811110kan,kan,KempMa00,rush_att,0,,,,,
player,201811110kan,kan,KempMa00,rush_yds,0,,,,,
player,201811110kan,kan,KempMa00,rush_td,0,,,,,
player,201811110kan,kan,KempMa00,rush_long,0,,,,,
player,201811110kan,kan,KempMa00,targets,1,,,,,
player,201811110kan,kan,KempMa00,rec,0,,,,,
player,201811110kan,kan,KempMa00,rec_yds,0,,,,,
player,201811110kan,kan,KempMa00,rec_td,0,,,,,
player,201811110kan,kan,KempMa00,rec_long,0,,,,,
player,201811110kan,kan,KempMa00,fumbles,0,,,,,
player,201811110kan,kan,KempMa00,fumbles_lost,0,,,,,
player,201811110kan,crd,JoneCh03,def_int,0,,,,,
player,201811110kan,crd,JoneCh03,def_int_yds,0,,,,,
player,201811110kan,crd,JoneCh03,def_int_td,0,,,,,
player,201811110kan,crd,JoneCh03,def_int_long,0,,,,,
player,201811110kan,crd,JoneCh03,pass_defended,0,,,,,
player,201811110kan,crd,JoneCh03,sacks,2.0,,,,,
player,201811110kan,crd,JoneCh03,tackles_combined,3,,,,,
player,201811110kan,crd,JoneCh03,tackles_solo,3,,,,,
player,201811110kan,crd,JoneCh03,tackles_assists,0,,,,,
player,201811110kan,crd,JoneCh03,tackles_loss,2,,,,,
player,201811110kan,crd,JoneCh03,qb_hits,2,,,,,
player,201811110kan,crd,JoneCh03,fumbles_rec,0,,,,,
player,201811110kan,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201811110kan,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201811110kan,crd,JoneCh03,fumbles_forced,0,,,,,
player,201811110kan,crd,ByneJo00,def_int,0,,,,,
player,201811110kan,crd,ByneJo00,def_int_yds,0,,,,,
player,201811110kan,crd,ByneJo00,def_int_td,0,,,,,
player,201811110kan,crd,ByneJo00,def_int_long,0,,,,,
player,201811110kan,crd,ByneJo00,pass_defended,1,,,,,
player,201811110kan,crd,ByneJo00,sacks,1.0,,,,,
player,201811110kan,crd,ByneJo00,tackles_combined,3,,,,,
player,201811110kan,crd,ByneJo00,tackles_solo,2,,,,,
player,201811110kan,crd,ByneJo00,tackles_assists,1,,,,,
player,201811110kan,crd,ByneJo00,tackles_loss,1,,,,,
player,201811110kan,crd,ByneJo00,qb_hits,1,,,,,
player,201811110kan,crd,ByneJo00,fumbles_rec,0,,,,,
player,201811110kan,crd,ByneJo00,fumbles_rec_yds,0,,,,,
player,201811110kan,crd,ByneJo00,fumbles_rec_td,0,,,,,
player,201811110kan,crd,ByneJo00,fumbles_forced,0,,,,,
player,201811110kan,crd,GuntRo00,def_int,0,,,,,
player,201811110kan,crd,GuntRo00,def_int_yds,0,,,,,
player,201811110kan,crd,GuntRo00,def_int_td,0,,,,,
player,201811110kan,crd,GuntRo00,def_int_long,0,,,,,
player,201811110kan,crd,GuntRo00,pass_defended,0,,,,,
player,201811110kan,crd,GuntRo00,sacks,1.0,,,,,
player,201811110kan,crd,GuntRo00,tackles_combined,2,,,,,
player,201811110kan,crd,GuntRo00,tackles_solo,2,,,,,
player,201811110kan,crd,GuntRo00,tackles_assists,0,,,,,
player,201811110kan,crd,GuntRo00,tackles_loss,2,,,,,
player,201811110kan,crd,GuntRo00,qb_hits,2,,,,,
player,201811110kan,crd,GuntRo00,fumbles_rec,0,,,,,
player,201811110kan,crd,GuntRo00,fumbles_rec_yds,0,,,,,
player,201811110kan,crd,GuntRo00,fumbles_rec_td,0,,,,,
player,201811110kan,crd,GuntRo00,fumbles_forced,0,,,,,
player,201811110kan,crd,MayoBe00,def_int,0,,,,,
player,201811110kan,crd,MayoBe00,def_int_yds,0,,,,,
player,201811110kan,crd,MayoBe00,def_int_td,0,,,,,
player,201811110kan,crd,MayoBe00,def_int_long,0,,,,,
player,201811110kan,crd,MayoBe00,pass_defended,0,,,,,
player,201811110kan,crd,MayoBe00,sacks,1.0,,,,,
player,201811110kan,crd,MayoBe00,tackles_combined,2,,,,,
player,201811110kan,crd,MayoBe00,tackles_solo,2,,,,,
player,201811110kan,crd,MayoBe00,tackles_assists,0,,,,,
player,201811110kan,crd,MayoBe00,tackles_loss,2,,,,,
player,201811110kan,crd,MayoBe00,qb_hits,1,,,,,
player,201811110kan,crd,MayoBe00,fumbles_rec,0,,,,,
player,201811110kan,crd,MayoBe00,fumbles_rec_yds,0,,,,,
player,201811110kan,crd,MayoBe00,fumbles_rec_td,0,,,,,
player,201811110kan,crd,MayoBe00,fumbles_forced,0,,,,,
player,201811110kan,crd,BenwBe00,def_int,0,,,,,
player,201811110kan,crd,BenwBe00,def_int_yds,0,,,,,
player,201811110kan,crd,BenwBe00,def_int_td,0,,,,,
player,201811110kan,crd,BenwBe00,def_int_long,0,,,,,
player,201811110kan,crd,BenwBe00,pass_defended,0,,,,,
player,201811110kan,crd,BenwBe00,sacks,0.0,,,,,
player,201811110kan,crd,BenwBe00,tackles_combined,9,,,,,
player,201811110kan,crd,BenwBe00,tackles_solo,6,,,,,
player,201811110kan,crd,BenwBe00,tackles_assists,3,,,,,
player,201811110kan,crd,BenwBe00,tackles_loss,0,,,,,
player,201811110kan,crd,BenwBe00,qb_hits,0,,,,,
player,201811110kan,crd,BenwBe00,fumbles_rec,0,,,,,
player,201811110kan,crd,BenwBe00,fumbles_rec_yds,0,,,,,
player,201811110kan,crd,BenwBe00,fumbles_rec_td,0,,,,,
player,201811110kan,crd,BenwBe00,fumbles_forced,0,,,,,
player,201811110kan,crd,BethAn20,def_int,0,,,,,
player,201811110kan,crd,BethAn20,def_int_yds,0,,,,,
player,201811110kan,crd,BethAn20,def_int_td,0,,,,,
player,201811110kan,crd,BethAn20,def_int_long,0,,,,,
player,201811110kan,crd,BethAn20,pass_defended,0,,,,,
player,201811110kan,crd,BethAn20,sacks,0.0,,,,,
player,201811110kan,crd,BethAn20,tackles_combined,5,,,,,
player,201811110kan,crd,BethAn20,tackles_solo,5,,,,,
player,201811110kan,crd,BethAn20,tackles_assists,0,,,,,
player,201811110kan,crd,BethAn20,tackles_loss,0,,,,,
player,201811110kan,crd,BethAn20,qb_hits,0,,,,,
player,201811110kan,crd,BethAn20,fumbles_rec,0,,,,,
player,201811110kan,crd,BethAn20,fumbles_rec_yds,0,,,,,
