game,2018,13,20181202,201812020nyg,chi,"Chicago Bears",27,nyg,"New York Giants",30
player,201812020nyg,chi,MizzTa00,fumbles_lost,0,,,,,
player,201812020nyg,chi,HickAk00,pass_cmp,0,,,,,
player,201812020nyg,chi,HickAk00,pass_att,0,,,,,
player,201812020nyg,chi,HickAk00,pass_yds,0,,,,,
player,201812020nyg,chi,HickAk00,pass_td,0,,,,,
player,201812020nyg,chi,HickAk00,pass_int,0,,,,,
player,201812020nyg,chi,HickAk00,pass_sacked,0,,,,,
player,201812020nyg,chi,HickAk00,pass_sacked_yds,0,,,,,
player,201812020nyg,chi,HickAk00,pass_long,0,,,,,
player,201812020nyg,chi,HickAk00,pass_rating,,,,,,
player,201812020nyg,chi,HickAk00,rush_att,1,,,,,
player,201812020nyg,chi,HickAk00,rush_yds,1,,,,,
player,201812020nyg,chi,HickAk00,rush_td,1,,,,,
player,201812020nyg,chi,HickAk00,rush_long,1,,,,,
player,201812020nyg,chi,HickAk00,targets,0,,,,,
player,201812020nyg,chi,HickAk00,rec,0,,,,,
player,201812020nyg,chi,HickAk00,rec_yds,0,,,,,
player,201812020nyg,chi,HickAk00,rec_td,0,,,,,
player,201812020nyg,chi,HickAk00,rec_long,0,,,,,
player,201812020nyg,chi,HickAk00,fumbles,0,,,,,
player,201812020nyg,chi,HickAk00,fumbles_lost,0,,,,,
player,201812020nyg,chi,RobiAl02,pass_cmp,0,,,,,
player,201812020nyg,chi,RobiAl02,pass_att,0,,,,,
player,201812020nyg,chi,RobiAl02,pass_yds,0,,,,,
player,201812020nyg,chi,RobiAl02,pass_td,0,,,,,
player,201812020nyg,chi,RobiAl02,pass_int,0,,,,,
player,201812020nyg,chi,RobiAl02,pass_sacked,0,,,,,
player,201812020nyg,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201812020nyg,chi,RobiAl02,pass_long,0,,,,,
player,201812020nyg,chi,RobiAl02,pass_rating,,,,,,
player,201812020nyg,chi,RobiAl02,rush_att,0,,,,,
player,201812020nyg,chi,RobiAl02,rush_yds,0,,,,,
player,201812020nyg,chi,RobiAl02,rush_td,0,,,,,
player,201812020nyg,chi,RobiAl02,rush_long,0,,,,,
player,201812020nyg,chi,RobiAl02,targets,9,,,,,
player,201812020nyg,chi,RobiAl02,rec,5,,,,,
player,201812020nyg,chi,RobiAl02,rec_yds,79,,,,,
player,201812020nyg,chi,RobiAl02,rec_td,0,,,,,
player,201812020nyg,chi,RobiAl02,rec_long,30,,,,,
player,201812020nyg,chi,RobiAl02,fumbles,0,,,,,
player,201812020nyg,chi,RobiAl02,fumbles_lost,0,,,,,
player,201812020nyg,chi,GabrTa00,pass_cmp,0,,,,,
player,201812020nyg,chi,GabrTa00,pass_att,0,,,,,
player,201812020nyg,chi,GabrTa00,pass_yds,0,,,,,
player,201812020nyg,chi,GabrTa00,pass_td,0,,,,,
player,201812020nyg,chi,GabrTa00,pass_int,0,,,,,
player,201812020nyg,chi,GabrTa00,pass_sacked,0,,,,,
player,201812020nyg,chi,GabrTa00,pass_sacked_yds,0,,,,,
player,201812020nyg,chi,GabrTa00,pass_long,0,,,,,
player,201812020nyg,chi,GabrTa00,pass_rating,,,,,,
player,201812020nyg,chi,GabrTa00,rush_att,0,,,,,
player,201812020nyg,chi,GabrTa00,rush_yds,0,,,,,
player,201812020nyg,chi,GabrTa00,rush_td,0,,,,,
player,201812020nyg,chi,GabrTa00,rush_long,0,,,,,
player,201812020nyg,chi,GabrTa00,targets,7,,,,,
player,201812020nyg,chi,GabrTa00,rec,3,,,,,
player,201812020nyg,chi,GabrTa00,rec_yds,17,,,,,
player,201812020nyg,chi,GabrTa00,rec_td,0,,,,,
player,201812020nyg,chi,GabrTa00,rec_long,7,,,,,
player,201812020nyg,chi,GabrTa00,fumbles,1,,,,,
player,201812020nyg,chi,GabrTa00,fumbles_lost,1,,,,,
player,201812020nyg,chi,BellJo02,pass_cmp,0,,,,,
player,201812020nyg,chi,BellJo02,pass_att,0,,,,,
player,201812020nyg,chi,BellJo02,pass_yds,0,,,,,
player,201812020nyg,chi,BellJo02,pass_td,0,,,,,
player,201812020nyg,chi,BellJo02,pass_int,0,,,,,
player,201812020nyg,chi,BellJo02,pass_sacked,0,,,,,
player,201812020nyg,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201812020nyg,chi,BellJo02,pass_long,0,,,,,
player,201812020nyg,chi,BellJo02,pass_rating,,,,,,
player,201812020nyg,chi,BellJo02,rush_att,0,,,,,
player,201812020nyg,chi,BellJo02,rush_yds,0,,,,,
player,201812020nyg,chi,BellJo02,rush_td,0,,,,,
player,201812020nyg,chi,BellJo02,rush_long,0,,,,,
player,201812020nyg,chi,BellJo02,targets,1,,,,,
player,201812020nyg,chi,BellJo02,rec,1,,,,,
player,201812020nyg,chi,BellJo02,rec_yds,8,,,,,
player,201812020nyg,chi,BellJo02,rec_td,0,,,,,
player,201812020nyg,chi,BellJo02,rec_long,8,,,,,
player,201812020nyg,chi,BellJo02,fumbles,0,,,,,
player,201812020nyg,chi,BellJo02,fumbles_lost,0,,,,,
player,201812020nyg,chi,ShahAd00,pass_cmp,0,,,,,
player,201812020nyg,chi,ShahAd00,pass_att,0,,,,,
player,201812020nyg,chi,ShahAd00,pass_yds,0,,,,,
player,201812020nyg,chi,ShahAd00,pass_td,0,,,,,
player,201812020nyg,chi,ShahAd00,pass_int,0,,,,,
player,201812020nyg,chi,ShahAd00,pass_sacked,0,,,,,
player,201812020nyg,chi,ShahAd00,pass_sacked_yds,0,,,,,
player,201812020nyg,chi,ShahAd00,pass_long,0,,,,,
player,201812020nyg,chi,ShahAd00,pass_rating,,,,,,
player,201812020nyg,chi,ShahAd00,rush_att,0,,,,,
player,201812020nyg,chi,ShahAd00,rush_yds,0,,,,,
player,201812020nyg,chi,ShahAd00,rush_td,0,,,,,
player,201812020nyg,chi,ShahAd00,rush_long,0,,,,,
player,201812020nyg,chi,ShahAd00,targets,2,,,,,
player,201812020nyg,chi,ShahAd00,rec,2,,,,,
player,201812020nyg,chi,ShahAd00,rec_yds,5,,,,,
player,201812020nyg,chi,ShahAd00,rec_td,1,,,,,
player,201812020nyg,chi,ShahAd00,rec_long,3,,,,,
player,201812020nyg,chi,ShahAd00,fumbles,0,,,,,
player,201812020nyg,chi,ShahAd00,fumbles_lost,0,,,,,
player,201812020nyg,chi,MillAn02,pass_cmp,0,,,,,
player,201812020nyg,chi,MillAn02,pass_att,0,,,,,
player,201812020nyg,chi,MillAn02,pass_yds,0,,,,,
player,201812020nyg,chi,MillAn02,pass_td,0,,,,,
player,201812020nyg,chi,MillAn02,pass_int,0,,,,,
player,201812020nyg,chi,MillAn02,pass_sacked,0,,,,,
player,201812020nyg,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201812020nyg,chi,MillAn02,pass_long,0,,,,,
player,201812020nyg,chi,MillAn02,pass_rating,,,,,,
player,201812020nyg,chi,MillAn02,rush_att,0,,,,,
player,201812020nyg,chi,MillAn02,rush_yds,0,,,,,
player,201812020nyg,chi,MillAn02,rush_td,0,,,,,
player,201812020nyg,chi,MillAn02,rush_long,0,,,,,
player,201812020nyg,chi,MillAn02,targets,2,,,,,
player,201812020nyg,chi,MillAn02,rec,1,,,,,
player,201812020nyg,chi,MillAn02,rec_yds,1,,,,,
player,201812020nyg,chi,MillAn02,rec_td,1,,,,,
player,201812020nyg,chi,MillAn02,rec_long,1,,,,,
player,201812020nyg,chi,MillAn02,fumbles,0,,,,,
player,201812020nyg,chi,MillAn02,fumbles_lost,0,,,,,
player,201812020nyg,chi,BurtTr01,pass_cmp,0,,,,,
player,201812020nyg,chi,BurtTr01,pass_att,0,,,,,
player,201812020nyg,chi,BurtTr01,pass_yds,0,,,,,
player,201812020nyg,chi,BurtTr01,pass_td,0,,,,,
player,201812020nyg,chi,BurtTr01,pass_int,0,,,,,
player,201812020nyg,chi,BurtTr01,pass_sacked,0,,,,,
player,201812020nyg,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201812020nyg,chi,BurtTr01,pass_long,0,,,,,
player,201812020nyg,chi,BurtTr01,pass_rating,,,,,,
player,201812020nyg,chi,BurtTr01,rush_att,0,,,,,
player,201812020nyg,chi,BurtTr01,rush_yds,0,,,,,
player,201812020nyg,chi,BurtTr01,rush_td,0,,,,,
player,201812020nyg,chi,BurtTr01,rush_long,0,,,,,
player,201812020nyg,chi,BurtTr01,targets,1,,,,,
player,201812020nyg,chi,BurtTr01,rec,0,,,,,
player,201812020nyg,chi,BurtTr01,rec_yds,0,,,,,
player,201812020nyg,chi,BurtTr01,rec_td,0,,,,,
player,201812020nyg,chi,BurtTr01,rec_long,0,,,,,
player,201812020nyg,chi,BurtTr01,fumbles,0,,,,,
player,201812020nyg,chi,BurtTr01,fumbles_lost,0,,,,,
player,201812020nyg,chi,BrauBe00,pass_cmp,0,,,,,
player,201812020nyg,chi,BrauBe00,pass_att,0,,,,,
player,201812020nyg,chi,BrauBe00,pass_yds,0,,,,,
player,201812020nyg,chi,BrauBe00,pass_td,0,,,,,
player,201812020nyg,chi,BrauBe00,pass_int,0,,,,,
player,201812020nyg,chi,BrauBe00,pass_sacked,0,,,,,
player,201812020nyg,chi,BrauBe00,pass_sacked_yds,0,,,,,
player,201812020nyg,chi,BrauBe00,pass_long,0,,,,,
player,201812020nyg,chi,BrauBe00,pass_rating,,,,,,
player,201812020nyg,chi,BrauBe00,rush_att,0,,,,,
player,201812020nyg,chi,BrauBe00,rush_yds,0,,,,,
player,201812020nyg,chi,BrauBe00,rush_td,0,,,,,
player,201812020nyg,chi,BrauBe00,rush_long,0,,,,,
player,201812020nyg,chi,BrauBe00,targets,1,,,,,
player,201812020nyg,chi,BrauBe00,rec,0,,,,,
player,201812020nyg,chi,BrauBe00,rec_yds,0,,,,,
player,201812020nyg,chi,BrauBe00,rec_td,0,,,,,
player,201812020nyg,chi,BrauBe00,rec_long,0,,,,,
player,201812020nyg,chi,BrauBe00,fumbles,0,,,,,
player,201812020nyg,chi,BrauBe00,fumbles_lost,0,,,,,
player,201812020nyg,nyg,MannEl00,pass_cmp,19,,,,,
player,201812020nyg,nyg,MannEl00,pass_att,35,,,,,
player,201812020nyg,nyg,MannEl00,pass_yds,170,,,,,
player,201812020nyg,nyg,MannEl00,pass_td,1,,,,,
player,201812020nyg,nyg,MannEl00,pass_int,1,,,,,
player,201812020nyg,nyg,MannEl00,pass_sacked,3,,,,,
player,201812020nyg,nyg,MannEl00,pass_sacked_yds,22,,,,,
player,201812020nyg,nyg,MannEl00,pass_long,20,,,,,
player,201812020nyg,nyg,MannEl00,pass_rating,65.2,,,,,
player,201812020nyg,nyg,MannEl00,rush_att,0,,,,,
player,201812020nyg,nyg,MannEl00,rush_yds,0,,,,,
player,201812020nyg,nyg,MannEl00,rush_td,0,,,,,
player,201812020nyg,nyg,MannEl00,rush_long,0,,,,,
player,201812020nyg,nyg,MannEl00,targets,0,,,,,
player,201812020nyg,nyg,MannEl00,rec,0,,,,,
player,201812020nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201812020nyg,nyg,MannEl00,rec_td,0,,,,,
player,201812020nyg,nyg,MannEl00,rec_long,0,,,,,
player,201812020nyg,nyg,MannEl00,fumbles,0,,,,,
player,201812020nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201812020nyg,nyg,BeckOd00,pass_cmp,1,,,,,
player,201812020nyg,nyg,BeckOd00,pass_att,1,,,,,
player,201812020nyg,nyg,BeckOd00,pass_yds,49,,,,,
player,201812020nyg,nyg,BeckOd00,pass_td,1,,,,,
player,201812020nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201812020nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201812020nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201812020nyg,nyg,BeckOd00,pass_long,49,,,,,
player,201812020nyg,nyg,BeckOd00,pass_rating,158.3,,,,,
player,201812020nyg,nyg,BeckOd00,rush_att,0,,,,,
player,201812020nyg,nyg,BeckOd00,rush_yds,0,,,,,
player,201812020nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201812020nyg,nyg,BeckOd00,rush_long,0,,,,,
player,201812020nyg,nyg,BeckOd00,targets,9,,,,,
player,201812020nyg,nyg,BeckOd00,rec,3,,,,,
player,201812020nyg,nyg,BeckOd00,rec_yds,35,,,,,
player,201812020nyg,nyg,BeckOd00,rec_td,1,,,,,
player,201812020nyg,nyg,BeckOd00,rec_long,20,,,,,
player,201812020nyg,nyg,BeckOd00,fumbles,0,,,,,
player,201812020nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201812020nyg,nyg,BarkSa00,pass_cmp,0,,,,,
player,201812020nyg,nyg,BarkSa00,pass_att,0,,,,,
player,201812020nyg,nyg,BarkSa00,pass_yds,0,,,,,
player,201812020nyg,nyg,BarkSa00,pass_td,0,,,,,
player,201812020nyg,nyg,BarkSa00,pass_int,0,,,,,
player,201812020nyg,nyg,BarkSa00,pass_sacked,0,,,,,
player,201812020nyg,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201812020nyg,nyg,BarkSa00,pass_long,0,,,,,
player,201812020nyg,nyg,BarkSa00,pass_rating,,,,,,
player,201812020nyg,nyg,BarkSa00,rush_att,24,,,,,
player,201812020nyg,nyg,BarkSa00,rush_yds,125,,,,,
player,201812020nyg,nyg,BarkSa00,rush_td,0,,,,,
player,201812020nyg,nyg,BarkSa00,rush_long,29,,,,,
player,201812020nyg,nyg,BarkSa00,targets,4,,,,,
player,201812020nyg,nyg,BarkSa00,rec,3,,,,,
player,201812020nyg,nyg,BarkSa00,rec_yds,21,,,,,
player,201812020nyg,nyg,BarkSa00,rec_td,0,,,,,
player,201812020nyg,nyg,BarkSa00,rec_long,17,,,,,
player,201812020nyg,nyg,BarkSa00,fumbles,0,,,,,
player,201812020nyg,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201812020nyg,nyg,GallWa00,pass_cmp,0,,,,,
player,201812020nyg,nyg,GallWa00,pass_att,0,,,,,
player,201812020nyg,nyg,GallWa00,pass_yds,0,,,,,
player,201812020nyg,nyg,GallWa00,pass_td,0,,,,,
player,201812020nyg,nyg,GallWa00,pass_int,0,,,,,
player,201812020nyg,nyg,GallWa00,pass_sacked,0,,,,,
player,201812020nyg,nyg,GallWa00,pass_sacked_yds,0,,,,,
player,201812020nyg,nyg,GallWa00,pass_long,0,,,,,
player,201812020nyg,nyg,GallWa00,pass_rating,,,,,,
player,201812020nyg,nyg,GallWa00,rush_att,5,,,,,
player,201812020nyg,nyg,GallWa00,rush_yds,16,,,,,
player,201812020nyg,nyg,GallWa00,rush_td,0,,,,,
player,201812020nyg,nyg,GallWa00,rush_long,9,,,,,
player,201812020nyg,nyg,GallWa00,targets,2,,,,,
player,201812020nyg,nyg,GallWa00,rec,1,,,,,
player,201812020nyg,nyg,GallWa00,rec_yds,-2,,,,,
player,201812020nyg,nyg,GallWa00,rec_td,0,,,,,
player,201812020nyg,nyg,GallWa00,rec_long,-2,,,,,
player,201812020nyg,nyg,GallWa00,fumbles,0,,,,,
player,201812020nyg,nyg,GallWa00,fumbles_lost,0,,,,,
player,201812020nyg,nyg,ShepRu00,pass_cmp,0,,,,,
player,201812020nyg,nyg,ShepRu00,pass_att,0,,,,,
player,201812020nyg,nyg,ShepRu00,pass_yds,0,,,,,
player,201812020nyg,nyg,ShepRu00,pass_td,0,,,,,
player,201812020nyg,nyg,ShepRu00,pass_int,0,,,,,
player,201812020nyg,nyg,ShepRu00,pass_sacked,0,,,,,
player,201812020nyg,nyg,ShepRu00,pass_sacked_yds,0,,,,,
player,201812020nyg,nyg,ShepRu00,pass_long,0,,,,,
player,201812020nyg,nyg,ShepRu00,pass_rating,,,,,,
player,201812020nyg,nyg,ShepRu00,rush_att,0,,,,,
player,201812020nyg,nyg,ShepRu00,rush_yds,0,,,,,
player,201812020nyg,nyg,ShepRu00,rush_td,0,,,,,
player,201812020nyg,nyg,ShepRu00,rush_long,0,,,,,
player,201812020nyg,nyg,ShepRu00,targets,2,,,,,
player,201812020nyg,nyg,ShepRu00,rec,2,,,,,
player,201812020nyg,nyg,ShepRu00,rec_yds,59,,,,,
player,201812020nyg,nyg,ShepRu00,rec_td,1,,,,,
player,201812020nyg,nyg,ShepRu00,rec_long,49,,,,,
player,201812020nyg,nyg,ShepRu00,fumbles,0,,,,,
player,201812020nyg,nyg,ShepRu00,fumbles_lost,0,,,,,
player,201812020nyg,nyg,ElliRh00,pass_cmp,0,,,,,
player,201812020nyg,nyg,ElliRh00,pass_att,0,,,,,
player,201812020nyg,nyg,ElliRh00,pass_yds,0,,,,,
player,201812020nyg,nyg,ElliRh00,pass_td,0,,,,,
player,201812020nyg,nyg,ElliRh00,pass_int,0,,,,,
player,201812020nyg,nyg,ElliRh00,pass_sacked,0,,,,,
player,201812020nyg,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201812020nyg,nyg,ElliRh00,pass_long,0,,,,,
player,201812020nyg,nyg,ElliRh00,pass_rating,,,,,,
player,201812020nyg,nyg,ElliRh00,rush_att,0,,,,,
player,201812020nyg,nyg,ElliRh00,rush_yds,0,,,,,
player,201812020nyg,nyg,ElliRh00,rush_td,0,,,,,
player,201812020nyg,nyg,ElliRh00,rush_long,0,,,,,
player,201812020nyg,nyg,ElliRh00,targets,6,,,,,
player,201812020nyg,nyg,ElliRh00,rec,4,,,,,
player,201812020nyg,nyg,ElliRh00,rec_yds,42,,,,,
player,201812020nyg,nyg,ElliRh00,rec_td,0,,,,,
player,201812020nyg,nyg,ElliRh00,rec_long,15,,,,,
player,201812020nyg,nyg,ElliRh00,fumbles,0,,,,,
player,201812020nyg,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201812020nyg,nyg,ShepSt00,pass_cmp,0,,,,,
player,201812020nyg,nyg,ShepSt00,pass_att,0,,,,,
player,201812020nyg,nyg,ShepSt00,pass_yds,0,,,,,
player,201812020nyg,nyg,ShepSt00,pass_td,0,,,,,
player,201812020nyg,nyg,ShepSt00,pass_int,0,,,,,
player,201812020nyg,nyg,ShepSt00,pass_sacked,0,,,,,
player,201812020nyg,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201812020nyg,nyg,ShepSt00,pass_long,0,,,,,
player,201812020nyg,nyg,ShepSt00,pass_rating,,,,,,
player,201812020nyg,nyg,ShepSt00,rush_att,0,,,,,
player,201812020nyg,nyg,ShepSt00,rush_yds,0,,,,,
player,201812020nyg,nyg,ShepSt00,rush_td,0,,,,,
player,201812020nyg,nyg,ShepSt00,rush_long,0,,,,,
player,201812020nyg,nyg,ShepSt00,targets,6,,,,,
player,201812020nyg,nyg,ShepSt00,rec,4,,,,,
player,201812020nyg,nyg,ShepSt00,rec_yds,28,,,,,
player,201812020nyg,nyg,ShepSt00,rec_td,0,,,,,
player,201812020nyg,nyg,ShepSt00,rec_long,9,,,,,
player,201812020nyg,nyg,ShepSt00,fumbles,0,,,,,
player,201812020nyg,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201812020nyg,nyg,SimoSc00,pass_cmp,0,,,,,
player,201812020nyg,nyg,SimoSc00,pass_att,0,,,,,
player,201812020nyg,nyg,SimoSc00,pass_yds,0,,,,,
player,201812020nyg,nyg,SimoSc00,pass_td,0,,,,,
player,201812020nyg,nyg,SimoSc00,pass_int,0,,,,,
player,201812020nyg,nyg,SimoSc00,pass_sacked,0,,,,,
player,201812020nyg,nyg,SimoSc00,pass_sacked_yds,0,,,,,
player,201812020nyg,nyg,SimoSc00,pass_long,0,,,,,
player,201812020nyg,nyg,SimoSc00,pass_rating,,,,,,
player,201812020nyg,nyg,SimoSc00,rush_att,0,,,,,
player,201812020nyg,nyg,SimoSc00,rush_yds,0,,,,,
player,201812020nyg,nyg,SimoSc00,rush_td,0,,,,,
player,201812020nyg,nyg,SimoSc00,rush_long,0,,,,,
player,201812020nyg,nyg,SimoSc00,targets,3,,,,,
player,201812020nyg,nyg,SimoSc00,rec,2,,,,,
player,201812020nyg,nyg,SimoSc00,rec_yds,25,,,,,
player,201812020nyg,nyg,SimoSc00,rec_td,0,,,,,
player,201812020nyg,nyg,SimoSc00,rec_long,15,,,,,
player,201812020nyg,nyg,SimoSc00,fumbles,0,,,,,
player,201812020nyg,nyg,SimoSc00,fumbles_lost,0,,,,,
player,201812020nyg,nyg,FowlBe00,pass_cmp,0,,,,,
player,201812020nyg,nyg,FowlBe00,pass_att,0,,,,,
player,201812020nyg,nyg,FowlBe00,pass_yds,0,,,,,
player,201812020nyg,nyg,FowlBe00,pass_td,0,,,,,
player,201812020nyg,nyg,FowlBe00,pass_int,0,,,,,
player,201812020nyg,nyg,FowlBe00,pass_sacked,0,,,,,
player,201812020nyg,nyg,FowlBe00,pass_sacked_yds,0,,,,,
player,201812020nyg,nyg,FowlBe00,pass_long,0,,,,,
player,201812020nyg,nyg,FowlBe00,pass_rating,,,,,,
player,201812020nyg,nyg,FowlBe00,rush_att,0,,,,,
player,201812020nyg,nyg,FowlBe00,rush_yds,0,,,,,
player,201812020nyg,nyg,FowlBe00,rush_td,0,,,,,
player,201812020nyg,nyg,FowlBe00,rush_long,0,,,,,
