game,2018,17,20181230,201812300tam,atl,"Atlanta Falcons",34,tam,"Tampa Bay Buccaneers",32
team,201812300tam,atl,First Downs,27,,,,,,
team,201812300tam,tam,First Downs,22,,,,,,
team,201812300tam,atl,Rush-Yds-TDs,30-109-1,,,,,,
team,201812300tam,tam,Rush-Yds-TDs,20-92-0,,,,,,
team,201812300tam,atl,Cmp-Att-Yd-TD-INT,32-45-383-3-1,,,,,,
team,201812300tam,tam,Cmp-Att-Yd-TD-INT,22-35-345-4-1,,,,,,
team,201812300tam,atl,Sacked-Yards,1-3,,,,,,
team,201812300tam,tam,Sacked-Yards,1-4,,,,,,
team,201812300tam,atl,Net Pass Yards,380,,,,,,
team,201812300tam,tam,Net Pass Yards,341,,,,,,
team,201812300tam,atl,Total Yards,489,,,,,,
team,201812300tam,tam,Total Yards,433,,,,,,
team,201812300tam,atl,Fumbles-Lost,0-0,,,,,,
team,201812300tam,tam,Fumbles-Lost,1-0,,,,,,
team,201812300tam,atl,Turnovers,1,,,,,,
team,201812300tam,tam,Turnovers,1,,,,,,
team,201812300tam,atl,Penalties-Yards,9-85,,,,,,
team,201812300tam,tam,Penalties-Yards,3-30,,,,,,
team,201812300tam,atl,Third Down Conv.,6-13,,,,,,
team,201812300tam,tam,Third Down Conv.,4-10,,,,,,
team,201812300tam,atl,Fourth Down Conv.,0-0,,,,,,
team,201812300tam,tam,Fourth Down Conv.,0-0,,,,,,
team,201812300tam,atl,Time of Possession,34:46,,,,,,
team,201812300tam,tam,Time of Possession,25:14,,,,,,
player,201812300tam,atl,RyanMa00,pass_cmp,31,,,,,
player,201812300tam,atl,RyanMa00,pass_att,44,,,,,
player,201812300tam,atl,RyanMa00,pass_yds,378,,,,,
player,201812300tam,atl,RyanMa00,pass_td,2,,,,,
player,201812300tam,atl,RyanMa00,pass_int,1,,,,,
player,201812300tam,atl,RyanMa00,pass_sacked,1,,,,,
player,201812300tam,atl,RyanMa00,pass_sacked_yds,3,,,,,
player,201812300tam,atl,RyanMa00,pass_long,37,,,,,
player,201812300tam,atl,RyanMa00,pass_rating,102.3,,,,,
player,201812300tam,atl,RyanMa00,rush_att,4,,,,,
player,201812300tam,atl,RyanMa00,rush_yds,7,,,,,
player,201812300tam,atl,RyanMa00,rush_td,0,,,,,
player,201812300tam,atl,RyanMa00,rush_long,10,,,,,
player,201812300tam,atl,RyanMa00,targets,1,,,,,
player,201812300tam,atl,RyanMa00,rec,1,,,,,
player,201812300tam,atl,RyanMa00,rec_yds,5,,,,,
player,201812300tam,atl,RyanMa00,rec_td,1,,,,,
player,201812300tam,atl,RyanMa00,rec_long,5,,,,,
player,201812300tam,atl,RyanMa00,fumbles,0,,,,,
player,201812300tam,atl,RyanMa00,fumbles_lost,0,,,,,
player,201812300tam,atl,SanuMo00,pass_cmp,1,,,,,
player,201812300tam,atl,SanuMo00,pass_att,1,,,,,
player,201812300tam,atl,SanuMo00,pass_yds,5,,,,,
player,201812300tam,atl,SanuMo00,pass_td,1,,,,,
player,201812300tam,atl,SanuMo00,pass_int,0,,,,,
player,201812300tam,atl,SanuMo00,pass_sacked,0,,,,,
player,201812300tam,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201812300tam,atl,SanuMo00,pass_long,5,,,,,
player,201812300tam,atl,SanuMo00,pass_rating,127.1,,,,,
player,201812300tam,atl,SanuMo00,rush_att,1,,,,,
player,201812300tam,atl,SanuMo00,rush_yds,2,,,,,
player,201812300tam,atl,SanuMo00,rush_td,0,,,,,
player,201812300tam,atl,SanuMo00,rush_long,2,,,,,
player,201812300tam,atl,SanuMo00,targets,10,,,,,
player,201812300tam,atl,SanuMo00,rec,7,,,,,
player,201812300tam,atl,SanuMo00,rec_yds,90,,,,,
player,201812300tam,atl,SanuMo00,rec_td,0,,,,,
player,201812300tam,atl,SanuMo00,rec_long,32,,,,,
player,201812300tam,atl,SanuMo00,fumbles,0,,,,,
player,201812300tam,atl,SanuMo00,fumbles_lost,0,,,,,
player,201812300tam,atl,ColeTe01,pass_cmp,0,,,,,
player,201812300tam,atl,ColeTe01,pass_att,0,,,,,
player,201812300tam,atl,ColeTe01,pass_yds,0,,,,,
player,201812300tam,atl,ColeTe01,pass_td,0,,,,,
player,201812300tam,atl,ColeTe01,pass_int,0,,,,,
player,201812300tam,atl,ColeTe01,pass_sacked,0,,,,,
player,201812300tam,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201812300tam,atl,ColeTe01,pass_long,0,,,,,
player,201812300tam,atl,ColeTe01,pass_rating,,,,,,
player,201812300tam,atl,ColeTe01,rush_att,8,,,,,
player,201812300tam,atl,ColeTe01,rush_yds,45,,,,,
player,201812300tam,atl,ColeTe01,rush_td,1,,,,,
player,201812300tam,atl,ColeTe01,rush_long,23,,,,,
player,201812300tam,atl,ColeTe01,targets,1,,,,,
player,201812300tam,atl,ColeTe01,rec,1,,,,,
player,201812300tam,atl,ColeTe01,rec_yds,9,,,,,
player,201812300tam,atl,ColeTe01,rec_td,0,,,,,
player,201812300tam,atl,ColeTe01,rec_long,9,,,,,
player,201812300tam,atl,ColeTe01,fumbles,0,,,,,
player,201812300tam,atl,ColeTe01,fumbles_lost,0,,,,,
player,201812300tam,atl,HillBr02,pass_cmp,0,,,,,
player,201812300tam,atl,HillBr02,pass_att,0,,,,,
player,201812300tam,atl,HillBr02,pass_yds,0,,,,,
player,201812300tam,atl,HillBr02,pass_td,0,,,,,
player,201812300tam,atl,HillBr02,pass_int,0,,,,,
player,201812300tam,atl,HillBr02,pass_sacked,0,,,,,
player,201812300tam,atl,HillBr02,pass_sacked_yds,0,,,,,
player,201812300tam,atl,HillBr02,pass_long,0,,,,,
player,201812300tam,atl,HillBr02,pass_rating,,,,,,
player,201812300tam,atl,HillBr02,rush_att,8,,,,,
player,201812300tam,atl,HillBr02,rush_yds,30,,,,,
player,201812300tam,atl,HillBr02,rush_td,0,,,,,
player,201812300tam,atl,HillBr02,rush_long,12,,,,,
player,201812300tam,atl,HillBr02,targets,1,,,,,
player,201812300tam,atl,HillBr02,rec,1,,,,,
player,201812300tam,atl,HillBr02,rec_yds,9,,,,,
player,201812300tam,atl,HillBr02,rec_td,0,,,,,
player,201812300tam,atl,HillBr02,rec_long,9,,,,,
player,201812300tam,atl,HillBr02,fumbles,0,,,,,
player,201812300tam,atl,HillBr02,fumbles_lost,0,,,,,
player,201812300tam,atl,LangJe00,pass_cmp,0,,,,,
player,201812300tam,atl,LangJe00,pass_att,0,,,,,
player,201812300tam,atl,LangJe00,pass_yds,0,,,,,
player,201812300tam,atl,LangJe00,pass_td,0,,,,,
player,201812300tam,atl,LangJe00,pass_int,0,,,,,
player,201812300tam,atl,LangJe00,pass_sacked,0,,,,,
player,201812300tam,atl,LangJe00,pass_sacked_yds,0,,,,,
player,201812300tam,atl,LangJe00,pass_long,0,,,,,
player,201812300tam,atl,LangJe00,pass_rating,,,,,,
player,201812300tam,atl,LangJe00,rush_att,9,,,,,
player,201812300tam,atl,LangJe00,rush_yds,25,,,,,
player,201812300tam,atl,LangJe00,rush_td,0,,,,,
player,201812300tam,atl,LangJe00,rush_long,7,,,,,
player,201812300tam,atl,LangJe00,targets,0,,,,,
player,201812300tam,atl,LangJe00,rec,0,,,,,
player,201812300tam,atl,LangJe00,rec_yds,0,,,,,
player,201812300tam,atl,LangJe00,rec_td,0,,,,,
player,201812300tam,atl,LangJe00,rec_long,0,,,,,
player,201812300tam,atl,LangJe00,fumbles,0,,,,,
player,201812300tam,atl,LangJe00,fumbles_lost,0,,,,,
player,201812300tam,atl,JoneJu02,pass_cmp,0,,,,,
player,201812300tam,atl,JoneJu02,pass_att,0,,,,,
player,201812300tam,atl,JoneJu02,pass_yds,0,,,,,
player,201812300tam,atl,JoneJu02,pass_td,0,,,,,
player,201812300tam,atl,JoneJu02,pass_int,0,,,,,
player,201812300tam,atl,JoneJu02,pass_sacked,0,,,,,
player,201812300tam,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201812300tam,atl,JoneJu02,pass_long,0,,,,,
player,201812300tam,atl,JoneJu02,pass_rating,,,,,,
player,201812300tam,atl,JoneJu02,rush_att,0,,,,,
player,201812300tam,atl,JoneJu02,rush_yds,0,,,,,
player,201812300tam,atl,JoneJu02,rush_td,0,,,,,
player,201812300tam,atl,JoneJu02,rush_long,0,,,,,
player,201812300tam,atl,JoneJu02,targets,13,,,,,
player,201812300tam,atl,JoneJu02,rec,9,,,,,
player,201812300tam,atl,JoneJu02,rec_yds,138,,,,,
player,201812300tam,atl,JoneJu02,rec_td,1,,,,,
player,201812300tam,atl,JoneJu02,rec_long,37,,,,,
player,201812300tam,atl,JoneJu02,fumbles,0,,,,,
player,201812300tam,atl,JoneJu02,fumbles_lost,0,,,,,
player,201812300tam,atl,HoopAu00,pass_cmp,0,,,,,
player,201812300tam,atl,HoopAu00,pass_att,0,,,,,
player,201812300tam,atl,HoopAu00,pass_yds,0,,,,,
player,201812300tam,atl,HoopAu00,pass_td,0,,,,,
player,201812300tam,atl,HoopAu00,pass_int,0,,,,,
player,201812300tam,atl,HoopAu00,pass_sacked,0,,,,,
player,201812300tam,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201812300tam,atl,HoopAu00,pass_long,0,,,,,
player,201812300tam,atl,HoopAu00,pass_rating,,,,,,
player,201812300tam,atl,HoopAu00,rush_att,0,,,,,
player,201812300tam,atl,HoopAu00,rush_yds,0,,,,,
player,201812300tam,atl,HoopAu00,rush_td,0,,,,,
player,201812300tam,atl,HoopAu00,rush_long,0,,,,,
player,201812300tam,atl,HoopAu00,targets,6,,,,,
player,201812300tam,atl,HoopAu00,rec,5,,,,,
