game,2018,3,20180924,201809240tam,pit,"Pittsburgh Steelers",30,tam,"Tampa Bay Buccaneers",27
player,201809240tam,pit,RoetBe00,rec_long,0,,,,,
player,201809240tam,pit,RoetBe00,fumbles,1,,,,,
player,201809240tam,pit,RoetBe00,fumbles_lost,0,,,,,
player,201809240tam,pit,ConnJa00,pass_cmp,0,,,,,
player,201809240tam,pit,ConnJa00,pass_att,0,,,,,
player,201809240tam,pit,ConnJa00,pass_yds,0,,,,,
player,201809240tam,pit,ConnJa00,pass_td,0,,,,,
player,201809240tam,pit,ConnJa00,pass_int,0,,,,,
player,201809240tam,pit,ConnJa00,pass_sacked,0,,,,,
player,201809240tam,pit,ConnJa00,pass_sacked_yds,0,,,,,
player,201809240tam,pit,ConnJa00,pass_long,0,,,,,
player,201809240tam,pit,ConnJa00,pass_rating,,,,,,
player,201809240tam,pit,ConnJa00,rush_att,15,,,,,
player,201809240tam,pit,ConnJa00,rush_yds,61,,,,,
player,201809240tam,pit,ConnJa00,rush_td,0,,,,,
player,201809240tam,pit,ConnJa00,rush_long,27,,,,,
player,201809240tam,pit,ConnJa00,targets,6,,,,,
player,201809240tam,pit,ConnJa00,rec,5,,,,,
player,201809240tam,pit,ConnJa00,rec_yds,34,,,,,
player,201809240tam,pit,ConnJa00,rec_td,0,,,,,
player,201809240tam,pit,ConnJa00,rec_long,18,,,,,
player,201809240tam,pit,ConnJa00,fumbles,0,,,,,
player,201809240tam,pit,ConnJa00,fumbles_lost,0,,,,,
player,201809240tam,pit,RidlSt00,pass_cmp,0,,,,,
player,201809240tam,pit,RidlSt00,pass_att,0,,,,,
player,201809240tam,pit,RidlSt00,pass_yds,0,,,,,
player,201809240tam,pit,RidlSt00,pass_td,0,,,,,
player,201809240tam,pit,RidlSt00,pass_int,0,,,,,
player,201809240tam,pit,RidlSt00,pass_sacked,0,,,,,
player,201809240tam,pit,RidlSt00,pass_sacked_yds,0,,,,,
player,201809240tam,pit,RidlSt00,pass_long,0,,,,,
player,201809240tam,pit,RidlSt00,pass_rating,,,,,,
player,201809240tam,pit,RidlSt00,rush_att,3,,,,,
player,201809240tam,pit,RidlSt00,rush_yds,18,,,,,
player,201809240tam,pit,RidlSt00,rush_td,0,,,,,
player,201809240tam,pit,RidlSt00,rush_long,9,,,,,
player,201809240tam,pit,RidlSt00,targets,0,,,,,
player,201809240tam,pit,RidlSt00,rec,0,,,,,
player,201809240tam,pit,RidlSt00,rec_yds,0,,,,,
player,201809240tam,pit,RidlSt00,rec_td,0,,,,,
player,201809240tam,pit,RidlSt00,rec_long,0,,,,,
player,201809240tam,pit,RidlSt00,fumbles,0,,,,,
player,201809240tam,pit,RidlSt00,fumbles_lost,0,,,,,
player,201809240tam,pit,SmitJu00,pass_cmp,0,,,,,
player,201809240tam,pit,SmitJu00,pass_att,0,,,,,
player,201809240tam,pit,SmitJu00,pass_yds,0,,,,,
player,201809240tam,pit,SmitJu00,pass_td,0,,,,,
player,201809240tam,pit,SmitJu00,pass_int,0,,,,,
player,201809240tam,pit,SmitJu00,pass_sacked,0,,,,,
player,201809240tam,pit,SmitJu00,pass_sacked_yds,0,,,,,
player,201809240tam,pit,SmitJu00,pass_long,0,,,,,
player,201809240tam,pit,SmitJu00,pass_rating,,,,,,
player,201809240tam,pit,SmitJu00,rush_att,0,,,,,
player,201809240tam,pit,SmitJu00,rush_yds,0,,,,,
player,201809240tam,pit,SmitJu00,rush_td,0,,,,,
player,201809240tam,pit,SmitJu00,rush_long,0,,,,,
player,201809240tam,pit,SmitJu00,targets,11,,,,,
player,201809240tam,pit,SmitJu00,rec,9,,,,,
player,201809240tam,pit,SmitJu00,rec_yds,116,,,,,
player,201809240tam,pit,SmitJu00,rec_td,0,,,,,
player,201809240tam,pit,SmitJu00,rec_long,43,,,,,
player,201809240tam,pit,SmitJu00,fumbles,0,,,,,
player,201809240tam,pit,SmitJu00,fumbles_lost,0,,,,,
player,201809240tam,pit,McDoVa00,pass_cmp,0,,,,,
player,201809240tam,pit,McDoVa00,pass_att,0,,,,,
player,201809240tam,pit,McDoVa00,pass_yds,0,,,,,
player,201809240tam,pit,McDoVa00,pass_td,0,,,,,
player,201809240tam,pit,McDoVa00,pass_int,0,,,,,
player,201809240tam,pit,McDoVa00,pass_sacked,0,,,,,
player,201809240tam,pit,McDoVa00,pass_sacked_yds,0,,,,,
player,201809240tam,pit,McDoVa00,pass_long,0,,,,,
player,201809240tam,pit,McDoVa00,pass_rating,,,,,,
player,201809240tam,pit,McDoVa00,rush_att,0,,,,,
player,201809240tam,pit,McDoVa00,rush_yds,0,,,,,
player,201809240tam,pit,McDoVa00,rush_td,0,,,,,
player,201809240tam,pit,McDoVa00,rush_long,0,,,,,
player,201809240tam,pit,McDoVa00,targets,4,,,,,
player,201809240tam,pit,McDoVa00,rec,4,,,,,
player,201809240tam,pit,McDoVa00,rec_yds,112,,,,,
player,201809240tam,pit,McDoVa00,rec_td,1,,,,,
player,201809240tam,pit,McDoVa00,rec_long,75,,,,,
player,201809240tam,pit,McDoVa00,fumbles,0,,,,,
player,201809240tam,pit,McDoVa00,fumbles_lost,0,,,,,
player,201809240tam,pit,BrowAn04,pass_cmp,0,,,,,
player,201809240tam,pit,BrowAn04,pass_att,0,,,,,
player,201809240tam,pit,BrowAn04,pass_yds,0,,,,,
player,201809240tam,pit,BrowAn04,pass_td,0,,,,,
player,201809240tam,pit,BrowAn04,pass_int,0,,,,,
player,201809240tam,pit,BrowAn04,pass_sacked,0,,,,,
player,201809240tam,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201809240tam,pit,BrowAn04,pass_long,0,,,,,
player,201809240tam,pit,BrowAn04,pass_rating,,,,,,
player,201809240tam,pit,BrowAn04,rush_att,0,,,,,
player,201809240tam,pit,BrowAn04,rush_yds,0,,,,,
player,201809240tam,pit,BrowAn04,rush_td,0,,,,,
player,201809240tam,pit,BrowAn04,rush_long,0,,,,,
player,201809240tam,pit,BrowAn04,targets,9,,,,,
player,201809240tam,pit,BrowAn04,rec,6,,,,,
player,201809240tam,pit,BrowAn04,rec_yds,50,,,,,
player,201809240tam,pit,BrowAn04,rec_td,1,,,,,
player,201809240tam,pit,BrowAn04,rec_long,27,,,,,
player,201809240tam,pit,BrowAn04,fumbles,0,,,,,
player,201809240tam,pit,BrowAn04,fumbles_lost,0,,,,,
player,201809240tam,pit,WashJa00,pass_cmp,0,,,,,
player,201809240tam,pit,WashJa00,pass_att,0,,,,,
player,201809240tam,pit,WashJa00,pass_yds,0,,,,,
player,201809240tam,pit,WashJa00,pass_td,0,,,,,
player,201809240tam,pit,WashJa00,pass_int,0,,,,,
player,201809240tam,pit,WashJa00,pass_sacked,0,,,,,
player,201809240tam,pit,WashJa00,pass_sacked_yds,0,,,,,
player,201809240tam,pit,WashJa00,pass_long,0,,,,,
player,201809240tam,pit,WashJa00,pass_rating,,,,,,
player,201809240tam,pit,WashJa00,rush_att,0,,,,,
player,201809240tam,pit,WashJa00,rush_yds,0,,,,,
player,201809240tam,pit,WashJa00,rush_td,0,,,,,
player,201809240tam,pit,WashJa00,rush_long,0,,,,,
player,201809240tam,pit,WashJa00,targets,2,,,,,
player,201809240tam,pit,WashJa00,rec,2,,,,,
player,201809240tam,pit,WashJa00,rec_yds,25,,,,,
player,201809240tam,pit,WashJa00,rec_td,0,,,,,
player,201809240tam,pit,WashJa00,rec_long,13,,,,,
player,201809240tam,pit,WashJa00,fumbles,0,,,,,
player,201809240tam,pit,WashJa00,fumbles_lost,0,,,,,
player,201809240tam,pit,SwitRy00,pass_cmp,0,,,,,
player,201809240tam,pit,SwitRy00,pass_att,0,,,,,
player,201809240tam,pit,SwitRy00,pass_yds,0,,,,,
player,201809240tam,pit,SwitRy00,pass_td,0,,,,,
player,201809240tam,pit,SwitRy00,pass_int,0,,,,,
player,201809240tam,pit,SwitRy00,pass_sacked,0,,,,,
player,201809240tam,pit,SwitRy00,pass_sacked_yds,0,,,,,
player,201809240tam,pit,SwitRy00,pass_long,0,,,,,
player,201809240tam,pit,SwitRy00,pass_rating,,,,,,
player,201809240tam,pit,SwitRy00,rush_att,0,,,,,
player,201809240tam,pit,SwitRy00,rush_yds,0,,,,,
player,201809240tam,pit,SwitRy00,rush_td,0,,,,,
player,201809240tam,pit,SwitRy00,rush_long,0,,,,,
player,201809240tam,pit,SwitRy00,targets,3,,,,,
player,201809240tam,pit,SwitRy00,rec,3,,,,,
player,201809240tam,pit,SwitRy00,rec_yds,9,,,,,
player,201809240tam,pit,SwitRy00,rec_td,1,,,,,
player,201809240tam,pit,SwitRy00,rec_long,5,,,,,
player,201809240tam,pit,SwitRy00,fumbles,0,,,,,
player,201809240tam,pit,SwitRy00,fumbles_lost,0,,,,,
player,201809240tam,pit,JameJe00,pass_cmp,0,,,,,
player,201809240tam,pit,JameJe00,pass_att,0,,,,,
player,201809240tam,pit,JameJe00,pass_yds,0,,,,,
player,201809240tam,pit,JameJe00,pass_td,0,,,,,
player,201809240tam,pit,JameJe00,pass_int,0,,,,,
player,201809240tam,pit,JameJe00,pass_sacked,0,,,,,
player,201809240tam,pit,JameJe00,pass_sacked_yds,0,,,,,
player,201809240tam,pit,JameJe00,pass_long,0,,,,,
player,201809240tam,pit,JameJe00,pass_rating,,,,,,
player,201809240tam,pit,JameJe00,rush_att,0,,,,,
player,201809240tam,pit,JameJe00,rush_yds,0,,,,,
player,201809240tam,pit,JameJe00,rush_td,0,,,,,
player,201809240tam,pit,JameJe00,rush_long,0,,,,,
player,201809240tam,pit,JameJe00,targets,1,,,,,
player,201809240tam,pit,JameJe00,rec,1,,,,,
player,201809240tam,pit,JameJe00,rec_yds,7,,,,,
player,201809240tam,pit,JameJe00,rec_td,0,,,,,
player,201809240tam,pit,JameJe00,rec_long,7,,,,,
player,201809240tam,pit,JameJe00,fumbles,0,,,,,
player,201809240tam,pit,JameJe00,fumbles_lost,0,,,,,
player,201809240tam,pit,GrimXa00,pass_cmp,0,,,,,
player,201809240tam,pit,GrimXa00,pass_att,0,,,,,
player,201809240tam,pit,GrimXa00,pass_yds,0,,,,,
player,201809240tam,pit,GrimXa00,pass_td,0,,,,,
player,201809240tam,pit,GrimXa00,pass_int,0,,,,,
player,201809240tam,pit,GrimXa00,pass_sacked,0,,,,,
player,201809240tam,pit,GrimXa00,pass_sacked_yds,0,,,,,
player,201809240tam,pit,GrimXa00,pass_long,0,,,,,
player,201809240tam,pit,GrimXa00,pass_rating,,,,,,
player,201809240tam,pit,GrimXa00,rush_att,0,,,,,
player,201809240tam,pit,GrimXa00,rush_yds,0,,,,,
player,201809240tam,pit,GrimXa00,rush_td,0,,,,,
player,201809240tam,pit,GrimXa00,rush_long,0,,,,,
player,201809240tam,pit,GrimXa00,targets,1,,,,,
player,201809240tam,pit,GrimXa00,rec,0,,,,,
player,201809240tam,pit,GrimXa00,rec_yds,0,,,,,
player,201809240tam,pit,GrimXa00,rec_td,0,,,,,
player,201809240tam,pit,GrimXa00,rec_long,0,,,,,
player,201809240tam,pit,GrimXa00,fumbles,0,,,,,
player,201809240tam,pit,GrimXa00,fumbles_lost,0,,,,,
player,201809240tam,tam,FitzRy00,pass_cmp,30,,,,,
player,201809240tam,tam,FitzRy00,pass_att,50,,,,,
player,201809240tam,tam,FitzRy00,pass_yds,411,,,,,
player,201809240tam,tam,FitzRy00,pass_td,3,,,,,
player,201809240tam,tam,FitzRy00,pass_int,3,,,,,
player,201809240tam,tam,FitzRy00,pass_sacked,3,,,,,
player,201809240tam,tam,FitzRy00,pass_sacked_yds,19,,,,,
player,201809240tam,tam,FitzRy00,pass_long,51,,,,,
player,201809240tam,tam,FitzRy00,pass_rating,81.3,,,,,
player,201809240tam,tam,FitzRy00,rush_att,5,,,,,
player,201809240tam,tam,FitzRy00,rush_yds,27,,,,,
player,201809240tam,tam,FitzRy00,rush_td,0,,,,,
player,201809240tam,tam,FitzRy00,rush_long,17,,,,,
player,201809240tam,tam,FitzRy00,targets,0,,,,,
player,201809240tam,tam,FitzRy00,rec,0,,,,,
player,201809240tam,tam,FitzRy00,rec_yds,0,,,,,
player,201809240tam,tam,FitzRy00,rec_td,0,,,,,
player,201809240tam,tam,FitzRy00,rec_long,0,,,,,
player,201809240tam,tam,FitzRy00,fumbles,0,,,,,
player,201809240tam,tam,FitzRy00,fumbles_lost,0,,,,,
player,201809240tam,tam,BarbPe01,pass_cmp,0,,,,,
player,201809240tam,tam,BarbPe01,pass_att,0,,,,,
player,201809240tam,tam,BarbPe01,pass_yds,0,,,,,
player,201809240tam,tam,BarbPe01,pass_td,0,,,,,
player,201809240tam,tam,BarbPe01,pass_int,0,,,,,
player,201809240tam,tam,BarbPe01,pass_sacked,0,,,,,
player,201809240tam,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201809240tam,tam,BarbPe01,pass_long,0,,,,,
player,201809240tam,tam,BarbPe01,pass_rating,,,,,,
player,201809240tam,tam,BarbPe01,rush_att,8,,,,,
player,201809240tam,tam,BarbPe01,rush_yds,33,,,,,
player,201809240tam,tam,BarbPe01,rush_td,0,,,,,
player,201809240tam,tam,BarbPe01,rush_long,18,,,,,
player,201809240tam,tam,BarbPe01,targets,2,,,,,
player,201809240tam,tam,BarbPe01,rec,0,,,,,
player,201809240tam,tam,BarbPe01,rec_yds,0,,,,,
player,201809240tam,tam,BarbPe01,rec_td,0,,,,,
player,201809240tam,tam,BarbPe01,rec_long,0,,,,,
player,201809240tam,tam,BarbPe01,fumbles,0,,,,,
player,201809240tam,tam,BarbPe01,fumbles_lost,0,,,,,
player,201809240tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201809240tam,tam,HumpAd00,pass_att,0,,,,,
player,201809240tam,tam,HumpAd00,pass_yds,0,,,,,
player,201809240tam,tam,HumpAd00,pass_td,0,,,,,
player,201809240tam,tam,HumpAd00,pass_int,0,,,,,
player,201809240tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201809240tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201809240tam,tam,HumpAd00,pass_long,0,,,,,
player,201809240tam,tam,HumpAd00,pass_rating,,,,,,
player,201809240tam,tam,HumpAd00,rush_att,1,,,,,
player,201809240tam,tam,HumpAd00,rush_yds,4,,,,,
player,201809240tam,tam,HumpAd00,rush_td,0,,,,,
player,201809240tam,tam,HumpAd00,rush_long,4,,,,,
player,201809240tam,tam,HumpAd00,targets,5,,,,,
player,201809240tam,tam,HumpAd00,rec,3,,,,,
player,201809240tam,tam,HumpAd00,rec_yds,30,,,,,
player,201809240tam,tam,HumpAd00,rec_td,0,,,,,
player,201809240tam,tam,HumpAd00,rec_long,16,,,,,
player,201809240tam,tam,HumpAd00,fumbles,0,,,,,
player,201809240tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201809240tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201809240tam,tam,EvanMi00,pass_att,0,,,,,
player,201809240tam,tam,EvanMi00,pass_yds,0,,,,,
player,201809240tam,tam,EvanMi00,pass_td,0,,,,,
player,201809240tam,tam,EvanMi00,pass_int,0,,,,,
player,201809240tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201809240tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201809240tam,tam,EvanMi00,pass_long,0,,,,,
player,201809240tam,tam,EvanMi00,pass_rating,,,,,,
player,201809240tam,tam,EvanMi00,rush_att,0,,,,,
player,201809240tam,tam,EvanMi00,rush_yds,0,,,,,
player,201809240tam,tam,EvanMi00,rush_td,0,,,,,
player,201809240tam,tam,EvanMi00,rush_long,0,,,,,
player,201809240tam,tam,EvanMi00,targets,11,,,,,
player,201809240tam,tam,EvanMi00,rec,6,,,,,
player,201809240tam,tam,EvanMi00,rec_yds,137,,,,,
player,201809240tam,tam,EvanMi00,rec_td,1,,,,,
player,201809240tam,tam,EvanMi00,rec_long,51,,,,,
player,201809240tam,tam,EvanMi00,fumbles,0,,,,,
player,201809240tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201809240tam,tam,GodwCh00,pass_cmp,0,,,,,
player,201809240tam,tam,GodwCh00,pass_att,0,,,,,
player,201809240tam,tam,GodwCh00,pass_yds,0,,,,,
player,201809240tam,tam,GodwCh00,pass_td,0,,,,,
player,201809240tam,tam,GodwCh00,pass_int,0,,,,,
player,201809240tam,tam,GodwCh00,pass_sacked,0,,,,,
player,201809240tam,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201809240tam,tam,GodwCh00,pass_long,0,,,,,
player,201809240tam,tam,GodwCh00,pass_rating,,,,,,
player,201809240tam,tam,GodwCh00,rush_att,0,,,,,
player,201809240tam,tam,GodwCh00,rush_yds,0,,,,,
player,201809240tam,tam,GodwCh00,rush_td,0,,,,,
player,201809240tam,tam,GodwCh00,rush_long,0,,,,,
player,201809240tam,tam,GodwCh00,targets,10,,,,,
player,201809240tam,tam,GodwCh00,rec,5,,,,,
player,201809240tam,tam,GodwCh00,rec_yds,74,,,,,
player,201809240tam,tam,GodwCh00,rec_td,1,,,,,
player,201809240tam,tam,GodwCh00,rec_long,20,,,,,
player,201809240tam,tam,GodwCh00,fumbles,1,,,,,
player,201809240tam,tam,GodwCh00,fumbles_lost,1,,,,,
player,201809240tam,tam,HowaO.00,pass_cmp,0,,,,,
player,201809240tam,tam,HowaO.00,pass_att,0,,,,,
player,201809240tam,tam,HowaO.00,pass_yds,0,,,,,
player,201809240tam,tam,HowaO.00,pass_td,0,,,,,
player,201809240tam,tam,HowaO.00,pass_int,0,,,,,
player,201809240tam,tam,HowaO.00,pass_sacked,0,,,,,
player,201809240tam,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201809240tam,tam,HowaO.00,pass_long,0,,,,,
player,201809240tam,tam,HowaO.00,pass_rating,,,,,,
player,201809240tam,tam,HowaO.00,rush_att,0,,,,,
player,201809240tam,tam,HowaO.00,rush_yds,0,,,,,
player,201809240tam,tam,HowaO.00,rush_td,0,,,,,
player,201809240tam,tam,HowaO.00,rush_long,0,,,,,
player,201809240tam,tam,HowaO.00,targets,8,,,,,
player,201809240tam,tam,HowaO.00,rec,6,,,,,
player,201809240tam,tam,HowaO.00,rec_yds,72,,,,,
player,201809240tam,tam,HowaO.00,rec_td,0,,,,,
player,201809240tam,tam,HowaO.00,rec_long,21,,,,,
player,201809240tam,tam,HowaO.00,fumbles,0,,,,,
player,201809240tam,tam,HowaO.00,fumbles_lost,0,,,,,
player,201809240tam,tam,JackDe00,pass_cmp,0,,,,,
player,201809240tam,tam,JackDe00,pass_att,0,,,,,
player,201809240tam,tam,JackDe00,pass_yds,0,,,,,
player,201809240tam,tam,JackDe00,pass_td,0,,,,,
player,201809240tam,tam,JackDe00,pass_int,0,,,,,
player,201809240tam,tam,JackDe00,pass_sacked,0,,,,,
player,201809240tam,tam,JackDe00,pass_sacked_yds,0,,,,,
player,201809240tam,tam,JackDe00,pass_long,0,,,,,
player,201809240tam,tam,JackDe00,pass_rating,,,,,,
player,201809240tam,tam,JackDe00,rush_att,0,,,,,
player,201809240tam,tam,JackDe00,rush_yds,0,,,,,
player,201809240tam,tam,JackDe00,rush_td,0,,,,,
player,201809240tam,tam,JackDe00,rush_long,0,,,,,
player,201809240tam,tam,JackDe00,targets,5,,,,,
player,201809240tam,tam,JackDe00,rec,3,,,,,
player,201809240tam,tam,JackDe00,rec_yds,37,,,,,
player,201809240tam,tam,JackDe00,rec_td,0,,,,,
player,201809240tam,tam,JackDe00,rec_long,17,,,,,
player,201809240tam,tam,JackDe00,fumbles,0,,,,,
player,201809240tam,tam,JackDe00,fumbles_lost,0,,,,,
player,201809240tam,tam,BratCa00,pass_cmp,0,,,,,
player,201809240tam,tam,BratCa00,pass_att,0,,,,,
player,201809240tam,tam,BratCa00,pass_yds,0,,,,,
player,201809240tam,tam,BratCa00,pass_td,0,,,,,
player,201809240tam,tam,BratCa00,pass_int,0,,,,,
player,201809240tam,tam,BratCa00,pass_sacked,0,,,,,
player,201809240tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201809240tam,tam,BratCa00,pass_long,0,,,,,
player,201809240tam,tam,BratCa00,pass_rating,,,,,,
player,201809240tam,tam,BratCa00,rush_att,0,,,,,
player,201809240tam,tam,BratCa00,rush_yds,0,,,,,
player,201809240tam,tam,BratCa00,rush_td,0,,,,,
player,201809240tam,tam,BratCa00,rush_long,0,,,,,
player,201809240tam,tam,BratCa00,targets,4,,,,,
player,201809240tam,tam,BratCa00,rec,3,,,,,
player,201809240tam,tam,BratCa00,rec_yds,34,,,,,
player,201809240tam,tam,BratCa00,rec_td,1,,,,,
player,201809240tam,tam,BratCa00,rec_long,21,,,,,
player,201809240tam,tam,BratCa00,fumbles,0,,,,,
player,201809240tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201809240tam,tam,WilsSh01,pass_cmp,0,,,,,
player,201809240tam,tam,WilsSh01,pass_att,0,,,,,
player,201809240tam,tam,WilsSh01,pass_yds,0,,,,,
player,201809240tam,tam,WilsSh01,pass_td,0,,,,,
player,201809240tam,tam,WilsSh01,pass_int,0,,,,,
player,201809240tam,tam,WilsSh01,pass_sacked,0,,,,,
player,201809240tam,tam,WilsSh01,pass_sacked_yds,0,,,,,
player,201809240tam,tam,WilsSh01,pass_long,0,,,,,
player,201809240tam,tam,WilsSh01,pass_rating,,,,,,
player,201809240tam,tam,WilsSh01,rush_att,0,,,,,
player,201809240tam,tam,WilsSh01,rush_yds,0,,,,,
player,201809240tam,tam,WilsSh01,rush_td,0,,,,,
player,201809240tam,tam,WilsSh01,rush_long,0,,,,,
player,201809240tam,tam,WilsSh01,targets,2,,,,,
player,201809240tam,tam,WilsSh01,rec,2,,,,,
player,201809240tam,tam,WilsSh01,rec_yds,9,,,,,
player,201809240tam,tam,WilsSh01,rec_td,0,,,,,
player,201809240tam,tam,WilsSh01,rec_long,5,,,,,
player,201809240tam,tam,WilsSh01,fumbles,0,,,,,
player,201809240tam,tam,WilsSh01,fumbles_lost,0,,,,,
player,201809240tam,tam,RodgJa00,pass_cmp,0,,,,,
player,201809240tam,tam,RodgJa00,pass_att,0,,,,,
player,201809240tam,tam,RodgJa00,pass_yds,0,,,,,
player,201809240tam,tam,RodgJa00,pass_td,0,,,,,
player,201809240tam,tam,RodgJa00,pass_int,0,,,,,
player,201809240tam,tam,RodgJa00,pass_sacked,0,,,,,
player,201809240tam,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201809240tam,tam,RodgJa00,pass_long,0,,,,,
player,201809240tam,tam,RodgJa00,pass_rating,,,,,,
player,201809240tam,tam,RodgJa00,rush_att,2,,,,,
player,201809240tam,tam,RodgJa00,rush_yds,-1,,,,,
player,201809240tam,tam,RodgJa00,rush_td,0,,,,,
player,201809240tam,tam,RodgJa00,rush_long,0,,,,,
player,201809240tam,tam,RodgJa00,targets,3,,,,,
player,201809240tam,tam,RodgJa00,rec,2,,,,,
player,201809240tam,tam,RodgJa00,rec_yds,18,,,,,
player,201809240tam,tam,RodgJa00,rec_td,0,,,,,
player,201809240tam,tam,RodgJa00,rec_long,11,,,,,
player,201809240tam,tam,RodgJa00,fumbles,0,,,,,
player,201809240tam,tam,RodgJa00,fumbles_lost,0,,,,,
player,201809240tam,pit,DuprAl00,def_int,1,,,,,
player,201809240tam,pit,DuprAl00,def_int_yds,10,,,,,
player,201809240tam,pit,DuprAl00,def_int_td,1,,,,,
player,201809240tam,pit,DuprAl00,def_int_long,10,,,,,
player,201809240tam,pit,DuprAl00,pass_defended,1,,,,,
player,201809240tam,pit,DuprAl00,sacks,1.0,,,,,
player,201809240tam,pit,DuprAl00,tackles_combined,3,,,,,
player,201809240tam,pit,DuprAl00,tackles_solo,2,,,,,
player,201809240tam,pit,DuprAl00,tackles_assists,1,,,,,
player,201809240tam,pit,DuprAl00,tackles_loss,1,,,,,
player,201809240tam,pit,DuprAl00,qb_hits,3,,,,,
player,201809240tam,pit,DuprAl00,fumbles_rec,0,,,,,
player,201809240tam,pit,DuprAl00,fumbles_rec_yds,0,,,,,
player,201809240tam,pit,DuprAl00,fumbles_rec_td,0,,,,,
player,201809240tam,pit,DuprAl00,fumbles_forced,0,,,,,
player,201809240tam,pit,HiltMi01,def_int,1,,,,,
player,201809240tam,pit,HiltMi01,def_int_yds,0,,,,,
player,201809240tam,pit,HiltMi01,def_int_td,0,,,,,
player,201809240tam,pit,HiltMi01,def_int_long,0,,,,,
player,201809240tam,pit,HiltMi01,pass_defended,1,,,,,
player,201809240tam,pit,HiltMi01,sacks,0.0,,,,,
player,201809240tam,pit,HiltMi01,tackles_combined,5,,,,,
player,201809240tam,pit,HiltMi01,tackles_solo,4,,,,,
player,201809240tam,pit,HiltMi01,tackles_assists,1,,,,,
player,201809240tam,pit,HiltMi01,tackles_loss,0,,,,,
player,201809240tam,pit,HiltMi01,qb_hits,0,,,,,
player,201809240tam,pit,HiltMi01,fumbles_rec,1,,,,,
player,201809240tam,pit,HiltMi01,fumbles_rec_yds,2,,,,,
player,201809240tam,pit,HiltMi01,fumbles_rec_td,0,,,,,
player,201809240tam,pit,HiltMi01,fumbles_forced,0,,,,,
player,201809240tam,pit,EdmuTe00,def_int,1,,,,,
