game,2018,10,20181111,201811110tam,was,"Washington Redskins",16,tam,"Tampa Bay Buccaneers",3
player,201811110tam,tam,PierJa99,fumbles_rec_td,0,,,,,
player,201811110tam,tam,PierJa99,fumbles_forced,0,,,,,
player,201811110tam,tam,SpenNo00,def_int,0,,,,,
player,201811110tam,tam,SpenNo00,def_int_yds,0,,,,,
player,201811110tam,tam,SpenNo00,def_int_td,0,,,,,
player,201811110tam,tam,SpenNo00,def_int_long,0,,,,,
player,201811110tam,tam,SpenNo00,pass_defended,0,,,,,
player,201811110tam,tam,SpenNo00,sacks,0.0,,,,,
player,201811110tam,tam,SpenNo00,tackles_combined,1,,,,,
player,201811110tam,tam,SpenNo00,tackles_solo,1,,,,,
player,201811110tam,tam,SpenNo00,tackles_assists,0,,,,,
player,201811110tam,tam,SpenNo00,tackles_loss,0,,,,,
player,201811110tam,tam,SpenNo00,qb_hits,0,,,,,
player,201811110tam,tam,SpenNo00,fumbles_rec,0,,,,,
player,201811110tam,tam,SpenNo00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,SpenNo00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,SpenNo00,fumbles_forced,0,,,,,
player,201811110tam,tam,FitzRy00,def_int,0,,,,,
player,201811110tam,tam,FitzRy00,def_int_yds,0,,,,,
player,201811110tam,tam,FitzRy00,def_int_td,0,,,,,
player,201811110tam,tam,FitzRy00,def_int_long,0,,,,,
player,201811110tam,tam,FitzRy00,pass_defended,0,,,,,
player,201811110tam,tam,FitzRy00,sacks,0.0,,,,,
player,201811110tam,tam,FitzRy00,tackles_combined,0,,,,,
player,201811110tam,tam,FitzRy00,tackles_solo,0,,,,,
player,201811110tam,tam,FitzRy00,tackles_assists,0,,,,,
player,201811110tam,tam,FitzRy00,tackles_loss,,,,,,
player,201811110tam,tam,FitzRy00,qb_hits,,,,,,
player,201811110tam,tam,FitzRy00,fumbles_rec,1,,,,,
player,201811110tam,tam,FitzRy00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,FitzRy00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,FitzRy00,fumbles_forced,0,,,,,
player,201811110tam,was,JohnDa09,kick_ret,1,,,,,
player,201811110tam,was,JohnDa09,kick_ret_yds,19,,,,,
player,201811110tam,was,JohnDa09,kick_ret_yds_per_ret,19.0,,,,,
player,201811110tam,was,JohnDa09,kick_ret_td,0,,,,,
player,201811110tam,was,JohnDa09,kick_ret_long,19,,,,,
player,201811110tam,was,JohnDa09,punt_ret,0,,,,,
player,201811110tam,was,JohnDa09,punt_ret_yds,0,,,,,
player,201811110tam,was,JohnDa09,punt_ret_yds_per_ret,,,,,,
player,201811110tam,was,JohnDa09,punt_ret_td,0,,,,,
player,201811110tam,was,JohnDa09,punt_ret_long,0,,,,,
player,201811110tam,tam,HumpAd00,kick_ret,0,,,,,
player,201811110tam,tam,HumpAd00,kick_ret_yds,0,,,,,
player,201811110tam,tam,HumpAd00,kick_ret_yds_per_ret,,,,,,
player,201811110tam,tam,HumpAd00,kick_ret_td,0,,,,,
player,201811110tam,tam,HumpAd00,kick_ret_long,0,,,,,
player,201811110tam,tam,HumpAd00,punt_ret,1,,,,,
player,201811110tam,tam,HumpAd00,punt_ret_yds,8,,,,,
player,201811110tam,tam,HumpAd00,punt_ret_yds_per_ret,8.0,,,,,
player,201811110tam,tam,HumpAd00,punt_ret_td,0,,,,,
player,201811110tam,tam,HumpAd00,punt_ret_long,8,,,,,
player,201811110tam,was,HopkDu00,xpm,1,,,,,
player,201811110tam,was,HopkDu00,xpa,1,,,,,
player,201811110tam,was,HopkDu00,fgm,3,,,,,
player,201811110tam,was,HopkDu00,fga,3,,,,,
player,201811110tam,was,HopkDu00,punt,0,,,,,
player,201811110tam,was,HopkDu00,punt_yds,0,,,,,
player,201811110tam,was,HopkDu00,punt_yds_per_punt,,,,,,
player,201811110tam,was,HopkDu00,punt_long,0,,,,,
player,201811110tam,was,WayxTr00,xpm,,,,,,
player,201811110tam,was,WayxTr00,xpa,,,,,,
player,201811110tam,was,WayxTr00,fgm,,,,,,
player,201811110tam,was,WayxTr00,fga,,,,,,
player,201811110tam,was,WayxTr00,punt,5,,,,,
player,201811110tam,was,WayxTr00,punt_yds,247,,,,,
player,201811110tam,was,WayxTr00,punt_yds_per_punt,49.4,,,,,
player,201811110tam,was,WayxTr00,punt_long,58,,,,,
player,201811110tam,tam,AngeBr00,xpm,,,,,,
player,201811110tam,tam,AngeBr00,xpa,,,,,,
player,201811110tam,tam,AngeBr00,fgm,,,,,,
player,201811110tam,tam,AngeBr00,fga,,,,,,
player,201811110tam,tam,AngeBr00,punt,1,,,,,
player,201811110tam,tam,AngeBr00,punt_yds,44,,,,,
player,201811110tam,tam,AngeBr00,punt_yds_per_punt,44.0,,,,,
player,201811110tam,tam,AngeBr00,punt_long,44,,,,,
player,201811110tam,tam,CataCh00,xpm,,,,,,
player,201811110tam,tam,CataCh00,xpa,,,,,,
player,201811110tam,tam,CataCh00,fgm,1,,,,,
player,201811110tam,tam,CataCh00,fga,3,,,,,
player,201811110tam,tam,CataCh00,punt,0,,,,,
player,201811110tam,tam,CataCh00,punt_yds,0,,,,,
player,201811110tam,tam,CataCh00,punt_yds_per_punt,,,,,,
player,201811110tam,tam,CataCh00,punt_long,0,,,,,
player,201811110tam,was,SmitAl03,pass_cmp,19,,,,,
player,201811110tam,was,SmitAl03,pass_att,27,,,,,
player,201811110tam,was,SmitAl03,pass_yds,178,,,,,
player,201811110tam,was,SmitAl03,pass_first_down,7,,,,,
player,201811110tam,was,SmitAl03,pass_air_yds,124,,,,,
player,201811110tam,was,SmitAl03,pass_air_yds_per_cmp,6.5,,,,,
player,201811110tam,was,SmitAl03,pass_air_yds_per_att,4.6,,,,,
player,201811110tam,was,SmitAl03,pass_tgt_yds_per_att,8.4,,,,,
player,201811110tam,was,SmitAl03,pass_yac,54,,,,,
player,201811110tam,was,SmitAl03,pass_yac_per_cmp,2.8,,,,,
player,201811110tam,was,SmitAl03,pass_drops,3,,,,,
player,201811110tam,was,SmitAl03,pass_drop_pct,11.1,,,,,
player,201811110tam,was,SmitAl03,pass_poor_throws,3,,,,,
player,201811110tam,was,SmitAl03,pass_poor_throw_pct,11.1,,,,,
player,201811110tam,was,SmitAl03,pass_blitzed,6,,,,,
player,201811110tam,was,SmitAl03,pass_hurried,0,,,,,
player,201811110tam,was,SmitAl03,pass_hits,2,,,,,
player,201811110tam,was,SmitAl03,rush_scrambles,1,,,,,
player,201811110tam,was,SmitAl03,rush_scrambles_yds_per_att,9.0,,,,,
player,201811110tam,tam,FitzRy00,pass_cmp,29,,,,,
player,201811110tam,tam,FitzRy00,pass_att,41,,,,,
player,201811110tam,tam,FitzRy00,pass_yds,406,,,,,
player,201811110tam,tam,FitzRy00,pass_first_down,22,,,,,
player,201811110tam,tam,FitzRy00,pass_air_yds,238,,,,,
player,201811110tam,tam,FitzRy00,pass_air_yds_per_cmp,8.2,,,,,
player,201811110tam,tam,FitzRy00,pass_air_yds_per_att,5.8,,,,,
player,201811110tam,tam,FitzRy00,pass_tgt_yds_per_att,10.5,,,,,
player,201811110tam,tam,FitzRy00,pass_yac,168,,,,,
player,201811110tam,tam,FitzRy00,pass_yac_per_cmp,5.8,,,,,
player,201811110tam,tam,FitzRy00,pass_drops,3,,,,,
player,201811110tam,tam,FitzRy00,pass_drop_pct,7.3,,,,,
player,201811110tam,tam,FitzRy00,pass_poor_throws,3,,,,,
player,201811110tam,tam,FitzRy00,pass_poor_throw_pct,7.3,,,,,
player,201811110tam,tam,FitzRy00,pass_blitzed,6,,,,,
player,201811110tam,tam,FitzRy00,pass_hurried,1,,,,,
player,201811110tam,tam,FitzRy00,pass_hits,2,,,,,
player,201811110tam,tam,FitzRy00,rush_scrambles,5,,,,,
player,201811110tam,tam,FitzRy00,rush_scrambles_yds_per_att,5.0,,,,,
player,201811110tam,was,PeteAd01,rush_att,19,,,,,
player,201811110tam,was,PeteAd01,rush_yds,68,,,,,
player,201811110tam,was,PeteAd01,rush_first_down,4,,,,,
player,201811110tam,was,PeteAd01,rush_yds_before_contact,46,,,,,
player,201811110tam,was,PeteAd01,rush_yds_bc_per_rush,2.4,,,,,
player,201811110tam,was,PeteAd01,rush_yac,22,,,,,
player,201811110tam,was,PeteAd01,rush_yac_per_rush,1.2,,,,,
player,201811110tam,was,PeteAd01,rush_broken_tackles,2,,,,,
player,201811110tam,was,PeteAd01,rush_broken_tackles_per_rush,9.5,,,,,
player,201811110tam,was,BibbKa00,rush_att,3,,,,,
player,201811110tam,was,BibbKa00,rush_yds,28,,,,,
player,201811110tam,was,BibbKa00,rush_first_down,2,,,,,
player,201811110tam,was,BibbKa00,rush_yds_before_contact,28,,,,,
player,201811110tam,was,BibbKa00,rush_yds_bc_per_rush,9.3,,,,,
player,201811110tam,was,BibbKa00,rush_yac,0,,,,,
player,201811110tam,was,BibbKa00,rush_yac_per_rush,0.0,,,,,
player,201811110tam,was,BibbKa00,rush_broken_tackles,0,,,,,
player,201811110tam,was,BibbKa00,rush_broken_tackles_per_rush,,,,,,
player,201811110tam,was,SmitAl03,rush_att,2,,,,,
player,201811110tam,was,SmitAl03,rush_yds,16,,,,,
player,201811110tam,was,SmitAl03,rush_first_down,0,,,,,
player,201811110tam,was,SmitAl03,rush_yds_before_contact,16,,,,,
player,201811110tam,was,SmitAl03,rush_yds_bc_per_rush,8.0,,,,,
player,201811110tam,was,SmitAl03,rush_yac,0,,,,,
player,201811110tam,was,SmitAl03,rush_yac_per_rush,0.0,,,,,
player,201811110tam,was,SmitAl03,rush_broken_tackles,0,,,,,
player,201811110tam,was,SmitAl03,rush_broken_tackles_per_rush,,,,,,
player,201811110tam,was,HarrMa05,rush_att,1,,,,,
player,201811110tam,was,HarrMa05,rush_yds,4,,,,,
player,201811110tam,was,HarrMa05,rush_first_down,0,,,,,
player,201811110tam,was,HarrMa05,rush_yds_before_contact,4,,,,,
player,201811110tam,was,HarrMa05,rush_yds_bc_per_rush,4.0,,,,,
player,201811110tam,was,HarrMa05,rush_yac,0,,,,,
player,201811110tam,was,HarrMa05,rush_yac_per_rush,0.0,,,,,
player,201811110tam,was,HarrMa05,rush_broken_tackles,0,,,,,
player,201811110tam,was,HarrMa05,rush_broken_tackles_per_rush,,,,,,
player,201811110tam,tam,BarbPe01,rush_att,13,,,,,
player,201811110tam,tam,BarbPe01,rush_yds,61,,,,,
player,201811110tam,tam,BarbPe01,rush_first_down,4,,,,,
player,201811110tam,tam,BarbPe01,rush_yds_before_contact,32,,,,,
player,201811110tam,tam,BarbPe01,rush_yds_bc_per_rush,2.5,,,,,
player,201811110tam,tam,BarbPe01,rush_yac,29,,,,,
player,201811110tam,tam,BarbPe01,rush_yac_per_rush,2.2,,,,,
player,201811110tam,tam,BarbPe01,rush_broken_tackles,4,,,,,
player,201811110tam,tam,BarbPe01,rush_broken_tackles_per_rush,3.3,,,,,
player,201811110tam,tam,FitzRy00,rush_att,8,,,,,
player,201811110tam,tam,FitzRy00,rush_yds,35,,,,,
player,201811110tam,tam,FitzRy00,rush_first_down,2,,,,,
player,201811110tam,tam,FitzRy00,rush_yds_before_contact,34,,,,,
player,201811110tam,tam,FitzRy00,rush_yds_bc_per_rush,4.3,,,,,
player,201811110tam,tam,FitzRy00,rush_yac,1,,,,,
player,201811110tam,tam,FitzRy00,rush_yac_per_rush,0.1,,,,,
player,201811110tam,tam,FitzRy00,rush_broken_tackles,0,,,,,
player,201811110tam,tam,FitzRy00,rush_broken_tackles_per_rush,,,,,,
player,201811110tam,tam,WilsSh01,rush_att,2,,,,,
player,201811110tam,tam,WilsSh01,rush_yds,7,,,,,
player,201811110tam,tam,WilsSh01,rush_first_down,,,,,,
player,201811110tam,tam,WilsSh01,rush_yds_before_contact,7,,,,,
player,201811110tam,tam,WilsSh01,rush_yds_bc_per_rush,3.5,,,,,
player,201811110tam,tam,WilsSh01,rush_yac,0,,,,,
player,201811110tam,tam,WilsSh01,rush_yac_per_rush,0.0,,,,,
player,201811110tam,tam,WilsSh01,rush_broken_tackles,0,,,,,
player,201811110tam,tam,WilsSh01,rush_broken_tackles_per_rush,,,,,,
player,201811110tam,tam,RodgJa00,rush_att,1,,,,,
player,201811110tam,tam,RodgJa00,rush_yds,0,,,,,
player,201811110tam,tam,RodgJa00,rush_first_down,0,,,,,
player,201811110tam,tam,RodgJa00,rush_yds_before_contact,0,,,,,
player,201811110tam,tam,RodgJa00,rush_yds_bc_per_rush,0.0,,,,,
player,201811110tam,tam,RodgJa00,rush_yac,0,,,,,
player,201811110tam,tam,RodgJa00,rush_yac_per_rush,0.0,,,,,
player,201811110tam,tam,RodgJa00,rush_broken_tackles,0,,,,,
player,201811110tam,tam,RodgJa00,rush_broken_tackles_per_rush,,,,,,
player,201811110tam,was,HarrMa05,targets,5,,,,,
player,201811110tam,was,HarrMa05,rec,5,,,,,
player,201811110tam,was,HarrMa05,rec_yds,52,,,,,
player,201811110tam,was,HarrMa05,rec_first_down,1,,,,,
player,201811110tam,was,HarrMa05,rec_air_yds,41,,,,,
player,201811110tam,was,HarrMa05,rec_air_yds_per_rec,8.2,,,,,
player,201811110tam,was,HarrMa05,rec_yac,11,,,,,
player,201811110tam,was,HarrMa05,rec_yac_per_rec,2.2,,,,,
player,201811110tam,was,HarrMa05,rec_broken_tackles,0,,,,,
player,201811110tam,was,HarrMa05,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,was,HarrMa05,rec_drops,0,,,,,
player,201811110tam,was,HarrMa05,rec_drop_pct,0.0,,,,,
player,201811110tam,was,ReedJo02,targets,6,,,,,
player,201811110tam,was,ReedJo02,rec,4,,,,,
player,201811110tam,was,ReedJo02,rec_yds,51,,,,,
player,201811110tam,was,ReedJo02,rec_first_down,2,,,,,
player,201811110tam,was,ReedJo02,rec_air_yds,31,,,,,
player,201811110tam,was,ReedJo02,rec_air_yds_per_rec,7.8,,,,,
player,201811110tam,was,ReedJo02,rec_yac,20,,,,,
player,201811110tam,was,ReedJo02,rec_yac_per_rec,5.0,,,,,
player,201811110tam,was,ReedJo02,rec_broken_tackles,0,,,,,
player,201811110tam,was,ReedJo02,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,was,ReedJo02,rec_drops,1,,,,,
player,201811110tam,was,ReedJo02,rec_drop_pct,16.7,,,,,
player,201811110tam,was,DoctJo00,targets,4,,,,,
player,201811110tam,was,DoctJo00,rec,4,,,,,
player,201811110tam,was,DoctJo00,rec_yds,46,,,,,
player,201811110tam,was,DoctJo00,rec_first_down,3,,,,,
player,201811110tam,was,DoctJo00,rec_air_yds,38,,,,,
player,201811110tam,was,DoctJo00,rec_air_yds_per_rec,9.5,,,,,
player,201811110tam,was,DoctJo00,rec_yac,8,,,,,
player,201811110tam,was,DoctJo00,rec_yac_per_rec,2.0,,,,,
player,201811110tam,was,DoctJo00,rec_broken_tackles,0,,,,,
player,201811110tam,was,DoctJo00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,was,DoctJo00,rec_drops,0,,,,,
player,201811110tam,was,DoctJo00,rec_drop_pct,0.0,,,,,
player,201811110tam,was,FloyMi00,targets,3,,,,,
player,201811110tam,was,FloyMi00,rec,2,,,,,
player,201811110tam,was,FloyMi00,rec_yds,15,,,,,
player,201811110tam,was,FloyMi00,rec_first_down,1,,,,,
player,201811110tam,was,FloyMi00,rec_air_yds,13,,,,,
player,201811110tam,was,FloyMi00,rec_air_yds_per_rec,6.5,,,,,
player,201811110tam,was,FloyMi00,rec_yac,2,,,,,
player,201811110tam,was,FloyMi00,rec_yac_per_rec,1.0,,,,,
player,201811110tam,was,FloyMi00,rec_broken_tackles,1,,,,,
player,201811110tam,was,FloyMi00,rec_broken_tackles_per_rec,2.0,,,,,
player,201811110tam,was,FloyMi00,rec_drops,1,,,,,
player,201811110tam,was,FloyMi00,rec_drop_pct,33.3,,,,,
player,201811110tam,was,BibbKa00,targets,4,,,,,
player,201811110tam,was,BibbKa00,rec,2,,,,,
player,201811110tam,was,BibbKa00,rec_yds,13,,,,,
player,201811110tam,was,BibbKa00,rec_first_down,0,,,,,
player,201811110tam,was,BibbKa00,rec_air_yds,3,,,,,
player,201811110tam,was,BibbKa00,rec_air_yds_per_rec,1.5,,,,,
player,201811110tam,was,BibbKa00,rec_yac,10,,,,,
player,201811110tam,was,BibbKa00,rec_yac_per_rec,5.0,,,,,
player,201811110tam,was,BibbKa00,rec_broken_tackles,0,,,,,
player,201811110tam,was,BibbKa00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,was,BibbKa00,rec_drops,1,,,,,
player,201811110tam,was,BibbKa00,rec_drop_pct,25.0,,,,,
player,201811110tam,was,PeteAd01,targets,2,,,,,
player,201811110tam,was,PeteAd01,rec,2,,,,,
player,201811110tam,was,PeteAd01,rec_yds,1,,,,,
player,201811110tam,was,PeteAd01,rec_first_down,0,,,,,
player,201811110tam,was,PeteAd01,rec_air_yds,-2,,,,,
player,201811110tam,was,PeteAd01,rec_air_yds_per_rec,-1.0,,,,,
player,201811110tam,was,PeteAd01,rec_yac,3,,,,,
player,201811110tam,was,PeteAd01,rec_yac_per_rec,1.5,,,,,
player,201811110tam,was,PeteAd01,rec_broken_tackles,0,,,,,
player,201811110tam,was,PeteAd01,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,was,PeteAd01,rec_drops,0,,,,,
player,201811110tam,was,PeteAd01,rec_drop_pct,0.0,,,,,
player,201811110tam,was,DaviVe00,targets,1,,,,,
player,201811110tam,was,DaviVe00,rec,0,,,,,
player,201811110tam,was,DaviVe00,rec_yds,0,,,,,
player,201811110tam,was,DaviVe00,rec_first_down,,,,,,
player,201811110tam,was,DaviVe00,rec_air_yds,0,,,,,
player,201811110tam,was,DaviVe00,rec_air_yds_per_rec,,,,,,
player,201811110tam,was,DaviVe00,rec_yac,0,,,,,
player,201811110tam,was,DaviVe00,rec_yac_per_rec,,,,,,
player,201811110tam,was,DaviVe00,rec_broken_tackles,0,,,,,
player,201811110tam,was,DaviVe00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,was,DaviVe00,rec_drops,0,,,,,
player,201811110tam,was,DaviVe00,rec_drop_pct,0.0,,,,,
player,201811110tam,was,SpriJe00,targets,1,,,,,
player,201811110tam,was,SpriJe00,rec,0,,,,,
player,201811110tam,was,SpriJe00,rec_yds,0,,,,,
player,201811110tam,was,SpriJe00,rec_first_down,,,,,,
player,201811110tam,was,SpriJe00,rec_air_yds,0,,,,,
player,201811110tam,was,SpriJe00,rec_air_yds_per_rec,,,,,,
player,201811110tam,was,SpriJe00,rec_yac,0,,,,,
player,201811110tam,was,SpriJe00,rec_yac_per_rec,,,,,,
player,201811110tam,was,SpriJe00,rec_broken_tackles,0,,,,,
player,201811110tam,was,SpriJe00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,was,SpriJe00,rec_drops,0,,,,,
player,201811110tam,was,SpriJe00,rec_drop_pct,0.0,,,,,
player,201811110tam,tam,RodgJa00,targets,8,,,,,
player,201811110tam,tam,RodgJa00,rec,8,,,,,
player,201811110tam,tam,RodgJa00,rec_yds,102,,,,,
player,201811110tam,tam,RodgJa00,rec_first_down,5,,,,,
player,201811110tam,tam,RodgJa00,rec_air_yds,21,,,,,
player,201811110tam,tam,RodgJa00,rec_air_yds_per_rec,2.6,,,,,
player,201811110tam,tam,RodgJa00,rec_yac,81,,,,,
player,201811110tam,tam,RodgJa00,rec_yac_per_rec,10.1,,,,,
player,201811110tam,tam,RodgJa00,rec_broken_tackles,0,,,,,
player,201811110tam,tam,RodgJa00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,tam,RodgJa00,rec_drops,0,,,,,
player,201811110tam,tam,RodgJa00,rec_drop_pct,0.0,,,,,
player,201811110tam,tam,GodwCh00,targets,7,,,,,
player,201811110tam,tam,GodwCh00,rec,7,,,,,
player,201811110tam,tam,GodwCh00,rec_yds,103,,,,,
player,201811110tam,tam,GodwCh00,rec_first_down,7,,,,,
player,201811110tam,tam,GodwCh00,rec_air_yds,73,,,,,
player,201811110tam,tam,GodwCh00,rec_air_yds_per_rec,10.4,,,,,
player,201811110tam,tam,GodwCh00,rec_yac,30,,,,,
player,201811110tam,tam,GodwCh00,rec_yac_per_rec,4.3,,,,,
player,201811110tam,tam,GodwCh00,rec_broken_tackles,0,,,,,
player,201811110tam,tam,GodwCh00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,tam,GodwCh00,rec_drops,0,,,,,
player,201811110tam,tam,GodwCh00,rec_drop_pct,0.0,,,,,
player,201811110tam,tam,JackDe00,targets,8,,,,,
player,201811110tam,tam,JackDe00,rec,5,,,,,
player,201811110tam,tam,JackDe00,rec_yds,67,,,,,
player,201811110tam,tam,JackDe00,rec_first_down,3,,,,,
player,201811110tam,tam,JackDe00,rec_air_yds,41,,,,,
player,201811110tam,tam,JackDe00,rec_air_yds_per_rec,8.2,,,,,
player,201811110tam,tam,JackDe00,rec_yac,26,,,,,
player,201811110tam,tam,JackDe00,rec_yac_per_rec,5.2,,,,,
player,201811110tam,tam,JackDe00,rec_broken_tackles,1,,,,,
player,201811110tam,tam,JackDe00,rec_broken_tackles_per_rec,5.0,,,,,
player,201811110tam,tam,JackDe00,rec_drops,1,,,,,
player,201811110tam,tam,JackDe00,rec_drop_pct,12.5,,,,,
player,201811110tam,tam,EvanMi00,targets,6,,,,,
player,201811110tam,tam,EvanMi00,rec,3,,,,,
player,201811110tam,tam,EvanMi00,rec_yds,51,,,,,
player,201811110tam,tam,EvanMi00,rec_first_down,3,,,,,
player,201811110tam,tam,EvanMi00,rec_air_yds,52,,,,,
player,201811110tam,tam,EvanMi00,rec_air_yds_per_rec,17.3,,,,,
player,201811110tam,tam,EvanMi00,rec_yac,-1,,,,,
player,201811110tam,tam,EvanMi00,rec_yac_per_rec,-0.3,,,,,
player,201811110tam,tam,EvanMi00,rec_broken_tackles,0,,,,,
player,201811110tam,tam,EvanMi00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,tam,EvanMi00,rec_drops,1,,,,,
player,201811110tam,tam,EvanMi00,rec_drop_pct,16.7,,,,,
player,201811110tam,tam,HumpAd00,targets,3,,,,,
player,201811110tam,tam,HumpAd00,rec,2,,,,,
player,201811110tam,tam,HumpAd00,rec_yds,53,,,,,
player,201811110tam,tam,HumpAd00,rec_first_down,2,,,,,
player,201811110tam,tam,HumpAd00,rec_air_yds,29,,,,,
player,201811110tam,tam,HumpAd00,rec_air_yds_per_rec,14.5,,,,,
player,201811110tam,tam,HumpAd00,rec_yac,24,,,,,
player,201811110tam,tam,HumpAd00,rec_yac_per_rec,12.0,,,,,
player,201811110tam,tam,HumpAd00,rec_broken_tackles,0,,,,,
player,201811110tam,tam,HumpAd00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,tam,HumpAd00,rec_drops,0,,,,,
player,201811110tam,tam,HumpAd00,rec_drop_pct,0.0,,,,,
player,201811110tam,tam,HowaO.00,targets,2,,,,,
player,201811110tam,tam,HowaO.00,rec,1,,,,,
player,201811110tam,tam,HowaO.00,rec_yds,15,,,,,
player,201811110tam,tam,HowaO.00,rec_first_down,1,,,,,
player,201811110tam,tam,HowaO.00,rec_air_yds,13,,,,,
player,201811110tam,tam,HowaO.00,rec_air_yds_per_rec,13.0,,,,,
player,201811110tam,tam,HowaO.00,rec_yac,2,,,,,
player,201811110tam,tam,HowaO.00,rec_yac_per_rec,2.0,,,,,
player,201811110tam,tam,HowaO.00,rec_broken_tackles,0,,,,,
player,201811110tam,tam,HowaO.00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,tam,HowaO.00,rec_drops,0,,,,,
player,201811110tam,tam,HowaO.00,rec_drop_pct,0.0,,,,,
player,201811110tam,tam,BarbPe01,targets,1,,,,,
player,201811110tam,tam,BarbPe01,rec,1,,,,,
player,201811110tam,tam,BarbPe01,rec_yds,5,,,,,
player,201811110tam,tam,BarbPe01,rec_first_down,0,,,,,
player,201811110tam,tam,BarbPe01,rec_air_yds,0,,,,,
player,201811110tam,tam,BarbPe01,rec_air_yds_per_rec,0.0,,,,,
player,201811110tam,tam,BarbPe01,rec_yac,5,,,,,
player,201811110tam,tam,BarbPe01,rec_yac_per_rec,5.0,,,,,
player,201811110tam,tam,BarbPe01,rec_broken_tackles,0,,,,,
player,201811110tam,tam,BarbPe01,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,tam,BarbPe01,rec_drops,0,,,,,
player,201811110tam,tam,BarbPe01,rec_drop_pct,0.0,,,,,
player,201811110tam,tam,BratCa00,targets,3,,,,,
player,201811110tam,tam,BratCa00,rec,1,,,,,
player,201811110tam,tam,BratCa00,rec_yds,14,,,,,
player,201811110tam,tam,BratCa00,rec_first_down,1,,,,,
player,201811110tam,tam,BratCa00,rec_air_yds,14,,,,,
player,201811110tam,tam,BratCa00,rec_air_yds_per_rec,14.0,,,,,
player,201811110tam,tam,BratCa00,rec_yac,0,,,,,
player,201811110tam,tam,BratCa00,rec_yac_per_rec,0.0,,,,,
player,201811110tam,tam,BratCa00,rec_broken_tackles,0,,,,,
player,201811110tam,tam,BratCa00,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,tam,BratCa00,rec_drops,1,,,,,
player,201811110tam,tam,BratCa00,rec_drop_pct,33.3,,,,,
player,201811110tam,tam,WilsSh01,targets,3,,,,,
player,201811110tam,tam,WilsSh01,rec,1,,,,,
player,201811110tam,tam,WilsSh01,rec_yds,-4,,,,,
player,201811110tam,tam,WilsSh01,rec_first_down,,,,,,
player,201811110tam,tam,WilsSh01,rec_air_yds,-5,,,,,
player,201811110tam,tam,WilsSh01,rec_air_yds_per_rec,-5.0,,,,,
player,201811110tam,tam,WilsSh01,rec_yac,1,,,,,
player,201811110tam,tam,WilsSh01,rec_yac_per_rec,1.0,,,,,
player,201811110tam,tam,WilsSh01,rec_broken_tackles,0,,,,,
player,201811110tam,tam,WilsSh01,rec_broken_tackles_per_rec,,,,,,
player,201811110tam,tam,WilsSh01,rec_drops,0,,,,,
player,201811110tam,tam,WilsSh01,rec_drop_pct,0.0,,,,,
player,201811110tam,tam,BeneCa00,pos,T,,,,,
player,201811110tam,tam,BeneCa00,offense,69,,,,,
player,201811110tam,tam,BeneCa00,off_pct,100%,,,,,
player,201811110tam,tam,BeneCa00,defense,0,,,,,
player,201811110tam,tam,BeneCa00,def_pct,0%,,,,,
player,201811110tam,tam,BeneCa00,special_teams,3,,,,,
player,201811110tam,tam,BeneCa00,st_pct,15%,,,,,
player,201811110tam,tam,DotsDe00,pos,T,,,,,
player,201811110tam,tam,DotsDe00,offense,69,,,,,
player,201811110tam,tam,DotsDe00,off_pct,100%,,,,,
player,201811110tam,tam,DotsDe00,defense,0,,,,,
player,201811110tam,tam,DotsDe00,def_pct,0%,,,,,
player,201811110tam,tam,DotsDe00,special_teams,3,,,,,
player,201811110tam,tam,DotsDe00,st_pct,15%,,,,,
player,201811110tam,tam,MarpAl00,pos,C,,,,,
player,201811110tam,tam,MarpAl00,offense,69,,,,,
player,201811110tam,tam,MarpAl00,off_pct,100%,,,,,
player,201811110tam,tam,MarpAl00,defense,0,,,,,
player,201811110tam,tam,MarpAl00,def_pct,0%,,,,,
player,201811110tam,tam,MarpAl00,special_teams,3,,,,,
player,201811110tam,tam,MarpAl00,st_pct,15%,,,,,
player,201811110tam,tam,SmitDo02,pos,T,,,,,
player,201811110tam,tam,SmitDo02,offense,69,,,,,
player,201811110tam,tam,SmitDo02,off_pct,100%,,,,,
player,201811110tam,tam,SmitDo02,defense,0,,,,,
player,201811110tam,tam,SmitDo02,def_pct,0%,,,,,
player,201811110tam,tam,SmitDo02,special_teams,3,,,,,
player,201811110tam,tam,SmitDo02,st_pct,15%,,,,,
