game,2018,10,20181111,201811110tam,was,"Washington Redskins",16,tam,"Tampa Bay Buccaneers",3
player,201811110tam,was,IoanMa01,sacks,1.0,,,,,
player,201811110tam,was,IoanMa01,tackles_combined,2,,,,,
player,201811110tam,was,IoanMa01,tackles_solo,1,,,,,
player,201811110tam,was,IoanMa01,tackles_assists,1,,,,,
player,201811110tam,was,IoanMa01,tackles_loss,1,,,,,
player,201811110tam,was,IoanMa01,qb_hits,2,,,,,
player,201811110tam,was,IoanMa01,fumbles_rec,0,,,,,
player,201811110tam,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201811110tam,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201811110tam,was,IoanMa01,fumbles_forced,0,,,,,
player,201811110tam,was,FostMa00,def_int,0,,,,,
player,201811110tam,was,FostMa00,def_int_yds,0,,,,,
player,201811110tam,was,FostMa00,def_int_td,0,,,,,
player,201811110tam,was,FostMa00,def_int_long,0,,,,,
player,201811110tam,was,FostMa00,pass_defended,0,,,,,
player,201811110tam,was,FostMa00,sacks,0.0,,,,,
player,201811110tam,was,FostMa00,tackles_combined,10,,,,,
player,201811110tam,was,FostMa00,tackles_solo,8,,,,,
player,201811110tam,was,FostMa00,tackles_assists,2,,,,,
player,201811110tam,was,FostMa00,tackles_loss,0,,,,,
player,201811110tam,was,FostMa00,qb_hits,0,,,,,
player,201811110tam,was,FostMa00,fumbles_rec,0,,,,,
player,201811110tam,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201811110tam,was,FostMa00,fumbles_rec_td,0,,,,,
player,201811110tam,was,FostMa00,fumbles_forced,0,,,,,
player,201811110tam,was,BrowZa00,def_int,0,,,,,
player,201811110tam,was,BrowZa00,def_int_yds,0,,,,,
player,201811110tam,was,BrowZa00,def_int_td,0,,,,,
player,201811110tam,was,BrowZa00,def_int_long,0,,,,,
player,201811110tam,was,BrowZa00,pass_defended,0,,,,,
player,201811110tam,was,BrowZa00,sacks,0.0,,,,,
player,201811110tam,was,BrowZa00,tackles_combined,9,,,,,
player,201811110tam,was,BrowZa00,tackles_solo,7,,,,,
player,201811110tam,was,BrowZa00,tackles_assists,2,,,,,
player,201811110tam,was,BrowZa00,tackles_loss,2,,,,,
player,201811110tam,was,BrowZa00,qb_hits,0,,,,,
player,201811110tam,was,BrowZa00,fumbles_rec,0,,,,,
player,201811110tam,was,BrowZa00,fumbles_rec_yds,0,,,,,
player,201811110tam,was,BrowZa00,fumbles_rec_td,0,,,,,
player,201811110tam,was,BrowZa00,fumbles_forced,1,,,,,
player,201811110tam,was,ClinHa00,def_int,0,,,,,
player,201811110tam,was,ClinHa00,def_int_yds,0,,,,,
player,201811110tam,was,ClinHa00,def_int_td,0,,,,,
player,201811110tam,was,ClinHa00,def_int_long,0,,,,,
player,201811110tam,was,ClinHa00,pass_defended,1,,,,,
player,201811110tam,was,ClinHa00,sacks,0.0,,,,,
player,201811110tam,was,ClinHa00,tackles_combined,8,,,,,
player,201811110tam,was,ClinHa00,tackles_solo,8,,,,,
player,201811110tam,was,ClinHa00,tackles_assists,0,,,,,
player,201811110tam,was,ClinHa00,tackles_loss,0,,,,,
player,201811110tam,was,ClinHa00,qb_hits,0,,,,,
player,201811110tam,was,ClinHa00,fumbles_rec,1,,,,,
player,201811110tam,was,ClinHa00,fumbles_rec_yds,0,,,,,
player,201811110tam,was,ClinHa00,fumbles_rec_td,0,,,,,
player,201811110tam,was,ClinHa00,fumbles_forced,0,,,,,
player,201811110tam,was,MoreFa00,def_int,0,,,,,
player,201811110tam,was,MoreFa00,def_int_yds,0,,,,,
player,201811110tam,was,MoreFa00,def_int_td,0,,,,,
player,201811110tam,was,MoreFa00,def_int_long,0,,,,,
player,201811110tam,was,MoreFa00,pass_defended,0,,,,,
player,201811110tam,was,MoreFa00,sacks,0.0,,,,,
player,201811110tam,was,MoreFa00,tackles_combined,6,,,,,
player,201811110tam,was,MoreFa00,tackles_solo,6,,,,,
player,201811110tam,was,MoreFa00,tackles_assists,0,,,,,
player,201811110tam,was,MoreFa00,tackles_loss,0,,,,,
player,201811110tam,was,MoreFa00,qb_hits,0,,,,,
player,201811110tam,was,MoreFa00,fumbles_rec,0,,,,,
player,201811110tam,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201811110tam,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201811110tam,was,MoreFa00,fumbles_forced,0,,,,,
player,201811110tam,was,JohnDa09,def_int,0,,,,,
player,201811110tam,was,JohnDa09,def_int_yds,0,,,,,
player,201811110tam,was,JohnDa09,def_int_td,0,,,,,
player,201811110tam,was,JohnDa09,def_int_long,0,,,,,
player,201811110tam,was,JohnDa09,pass_defended,1,,,,,
player,201811110tam,was,JohnDa09,sacks,0.0,,,,,
player,201811110tam,was,JohnDa09,tackles_combined,4,,,,,
player,201811110tam,was,JohnDa09,tackles_solo,4,,,,,
player,201811110tam,was,JohnDa09,tackles_assists,0,,,,,
player,201811110tam,was,JohnDa09,tackles_loss,0,,,,,
player,201811110tam,was,JohnDa09,qb_hits,0,,,,,
player,201811110tam,was,JohnDa09,fumbles_rec,0,,,,,
player,201811110tam,was,JohnDa09,fumbles_rec_yds,0,,,,,
player,201811110tam,was,JohnDa09,fumbles_rec_td,0,,,,,
player,201811110tam,was,JohnDa09,fumbles_forced,0,,,,,
player,201811110tam,was,AlleJo01,def_int,0,,,,,
player,201811110tam,was,AlleJo01,def_int_yds,0,,,,,
player,201811110tam,was,AlleJo01,def_int_td,0,,,,,
player,201811110tam,was,AlleJo01,def_int_long,0,,,,,
player,201811110tam,was,AlleJo01,pass_defended,0,,,,,
player,201811110tam,was,AlleJo01,sacks,0.0,,,,,
player,201811110tam,was,AlleJo01,tackles_combined,3,,,,,
player,201811110tam,was,AlleJo01,tackles_solo,3,,,,,
player,201811110tam,was,AlleJo01,tackles_assists,0,,,,,
player,201811110tam,was,AlleJo01,tackles_loss,0,,,,,
player,201811110tam,was,AlleJo01,qb_hits,2,,,,,
player,201811110tam,was,AlleJo01,fumbles_rec,0,,,,,
player,201811110tam,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201811110tam,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201811110tam,was,AlleJo01,fumbles_forced,0,,,,,
player,201811110tam,was,SweaDJ00,def_int,0,,,,,
player,201811110tam,was,SweaDJ00,def_int_yds,0,,,,,
player,201811110tam,was,SweaDJ00,def_int_td,0,,,,,
player,201811110tam,was,SweaDJ00,def_int_long,0,,,,,
player,201811110tam,was,SweaDJ00,pass_defended,2,,,,,
player,201811110tam,was,SweaDJ00,sacks,0.0,,,,,
player,201811110tam,was,SweaDJ00,tackles_combined,3,,,,,
player,201811110tam,was,SweaDJ00,tackles_solo,1,,,,,
player,201811110tam,was,SweaDJ00,tackles_assists,2,,,,,
player,201811110tam,was,SweaDJ00,tackles_loss,0,,,,,
player,201811110tam,was,SweaDJ00,qb_hits,0,,,,,
player,201811110tam,was,SweaDJ00,fumbles_rec,0,,,,,
player,201811110tam,was,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201811110tam,was,SweaDJ00,fumbles_rec_td,0,,,,,
player,201811110tam,was,SweaDJ00,fumbles_forced,0,,,,,
player,201811110tam,was,KerrRy00,def_int,0,,,,,
player,201811110tam,was,KerrRy00,def_int_yds,0,,,,,
player,201811110tam,was,KerrRy00,def_int_td,0,,,,,
player,201811110tam,was,KerrRy00,def_int_long,0,,,,,
player,201811110tam,was,KerrRy00,pass_defended,0,,,,,
player,201811110tam,was,KerrRy00,sacks,0.0,,,,,
player,201811110tam,was,KerrRy00,tackles_combined,2,,,,,
player,201811110tam,was,KerrRy00,tackles_solo,1,,,,,
player,201811110tam,was,KerrRy00,tackles_assists,1,,,,,
player,201811110tam,was,KerrRy00,tackles_loss,0,,,,,
player,201811110tam,was,KerrRy00,qb_hits,0,,,,,
player,201811110tam,was,KerrRy00,fumbles_rec,1,,,,,
player,201811110tam,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201811110tam,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201811110tam,was,KerrRy00,fumbles_forced,1,,,,,
player,201811110tam,was,AndeRy00,def_int,0,,,,,
player,201811110tam,was,AndeRy00,def_int_yds,0,,,,,
player,201811110tam,was,AndeRy00,def_int_td,0,,,,,
player,201811110tam,was,AndeRy00,def_int_long,0,,,,,
player,201811110tam,was,AndeRy00,pass_defended,0,,,,,
player,201811110tam,was,AndeRy00,sacks,0.0,,,,,
player,201811110tam,was,AndeRy00,tackles_combined,1,,,,,
player,201811110tam,was,AndeRy00,tackles_solo,1,,,,,
player,201811110tam,was,AndeRy00,tackles_assists,0,,,,,
player,201811110tam,was,AndeRy00,tackles_loss,0,,,,,
player,201811110tam,was,AndeRy00,qb_hits,0,,,,,
player,201811110tam,was,AndeRy00,fumbles_rec,0,,,,,
player,201811110tam,was,AndeRy00,fumbles_rec_yds,0,,,,,
player,201811110tam,was,AndeRy00,fumbles_rec_td,0,,,,,
player,201811110tam,was,AndeRy00,fumbles_forced,0,,,,,
player,201811110tam,was,EverDe01,def_int,0,,,,,
player,201811110tam,was,EverDe01,def_int_yds,0,,,,,
player,201811110tam,was,EverDe01,def_int_td,0,,,,,
player,201811110tam,was,EverDe01,def_int_long,0,,,,,
player,201811110tam,was,EverDe01,pass_defended,0,,,,,
player,201811110tam,was,EverDe01,sacks,0.0,,,,,
player,201811110tam,was,EverDe01,tackles_combined,1,,,,,
player,201811110tam,was,EverDe01,tackles_solo,1,,,,,
player,201811110tam,was,EverDe01,tackles_assists,0,,,,,
player,201811110tam,was,EverDe01,tackles_loss,0,,,,,
player,201811110tam,was,EverDe01,qb_hits,0,,,,,
player,201811110tam,was,EverDe01,fumbles_rec,0,,,,,
player,201811110tam,was,EverDe01,fumbles_rec_yds,0,,,,,
player,201811110tam,was,EverDe01,fumbles_rec_td,0,,,,,
player,201811110tam,was,EverDe01,fumbles_forced,0,,,,,
player,201811110tam,was,HarvJo01,def_int,0,,,,,
player,201811110tam,was,HarvJo01,def_int_yds,0,,,,,
player,201811110tam,was,HarvJo01,def_int_td,0,,,,,
player,201811110tam,was,HarvJo01,def_int_long,0,,,,,
player,201811110tam,was,HarvJo01,pass_defended,0,,,,,
player,201811110tam,was,HarvJo01,sacks,0.0,,,,,
player,201811110tam,was,HarvJo01,tackles_combined,1,,,,,
player,201811110tam,was,HarvJo01,tackles_solo,1,,,,,
player,201811110tam,was,HarvJo01,tackles_assists,0,,,,,
player,201811110tam,was,HarvJo01,tackles_loss,0,,,,,
player,201811110tam,was,HarvJo01,qb_hits,0,,,,,
player,201811110tam,was,HarvJo01,fumbles_rec,0,,,,,
player,201811110tam,was,HarvJo01,fumbles_rec_yds,0,,,,,
player,201811110tam,was,HarvJo01,fumbles_rec_td,0,,,,,
player,201811110tam,was,HarvJo01,fumbles_forced,0,,,,,
player,201811110tam,was,McGeSt01,def_int,0,,,,,
player,201811110tam,was,McGeSt01,def_int_yds,0,,,,,
player,201811110tam,was,McGeSt01,def_int_td,0,,,,,
player,201811110tam,was,McGeSt01,def_int_long,0,,,,,
player,201811110tam,was,McGeSt01,pass_defended,0,,,,,
player,201811110tam,was,McGeSt01,sacks,0.0,,,,,
player,201811110tam,was,McGeSt01,tackles_combined,1,,,,,
player,201811110tam,was,McGeSt01,tackles_solo,1,,,,,
player,201811110tam,was,McGeSt01,tackles_assists,0,,,,,
player,201811110tam,was,McGeSt01,tackles_loss,0,,,,,
player,201811110tam,was,McGeSt01,qb_hits,0,,,,,
player,201811110tam,was,McGeSt01,fumbles_rec,0,,,,,
player,201811110tam,was,McGeSt01,fumbles_rec_yds,0,,,,,
player,201811110tam,was,McGeSt01,fumbles_rec_td,0,,,,,
player,201811110tam,was,McGeSt01,fumbles_forced,0,,,,,
player,201811110tam,was,McKiCa01,def_int,0,,,,,
player,201811110tam,was,McKiCa01,def_int_yds,0,,,,,
player,201811110tam,was,McKiCa01,def_int_td,0,,,,,
player,201811110tam,was,McKiCa01,def_int_long,0,,,,,
player,201811110tam,was,McKiCa01,pass_defended,0,,,,,
player,201811110tam,was,McKiCa01,sacks,0.0,,,,,
player,201811110tam,was,McKiCa01,tackles_combined,1,,,,,
player,201811110tam,was,McKiCa01,tackles_solo,1,,,,,
player,201811110tam,was,McKiCa01,tackles_assists,0,,,,,
player,201811110tam,was,McKiCa01,tackles_loss,1,,,,,
player,201811110tam,was,McKiCa01,qb_hits,0,,,,,
player,201811110tam,was,McKiCa01,fumbles_rec,0,,,,,
player,201811110tam,was,McKiCa01,fumbles_rec_yds,0,,,,,
player,201811110tam,was,McKiCa01,fumbles_rec_td,0,,,,,
player,201811110tam,was,McKiCa01,fumbles_forced,0,,,,,
player,201811110tam,was,PaynDa00,def_int,0,,,,,
player,201811110tam,was,PaynDa00,def_int_yds,0,,,,,
player,201811110tam,was,PaynDa00,def_int_td,0,,,,,
player,201811110tam,was,PaynDa00,def_int_long,0,,,,,
player,201811110tam,was,PaynDa00,pass_defended,0,,,,,
player,201811110tam,was,PaynDa00,sacks,0.0,,,,,
player,201811110tam,was,PaynDa00,tackles_combined,1,,,,,
player,201811110tam,was,PaynDa00,tackles_solo,0,,,,,
player,201811110tam,was,PaynDa00,tackles_assists,1,,,,,
player,201811110tam,was,PaynDa00,tackles_loss,0,,,,,
player,201811110tam,was,PaynDa00,qb_hits,1,,,,,
player,201811110tam,was,PaynDa00,fumbles_rec,0,,,,,
player,201811110tam,was,PaynDa00,fumbles_rec_yds,0,,,,,
player,201811110tam,was,PaynDa00,fumbles_rec_td,0,,,,,
player,201811110tam,was,PaynDa00,fumbles_forced,0,,,,,
player,201811110tam,tam,McCoGe99,def_int,0,,,,,
player,201811110tam,tam,McCoGe99,def_int_yds,0,,,,,
player,201811110tam,tam,McCoGe99,def_int_td,0,,,,,
player,201811110tam,tam,McCoGe99,def_int_long,0,,,,,
player,201811110tam,tam,McCoGe99,pass_defended,0,,,,,
player,201811110tam,tam,McCoGe99,sacks,1.0,,,,,
player,201811110tam,tam,McCoGe99,tackles_combined,1,,,,,
player,201811110tam,tam,McCoGe99,tackles_solo,1,,,,,
player,201811110tam,tam,McCoGe99,tackles_assists,0,,,,,
player,201811110tam,tam,McCoGe99,tackles_loss,0,,,,,
player,201811110tam,tam,McCoGe99,qb_hits,3,,,,,
player,201811110tam,tam,McCoGe99,fumbles_rec,0,,,,,
player,201811110tam,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201811110tam,tam,McCoGe99,fumbles_forced,0,,,,,
player,201811110tam,tam,NassCa00,def_int,0,,,,,
player,201811110tam,tam,NassCa00,def_int_yds,0,,,,,
player,201811110tam,tam,NassCa00,def_int_td,0,,,,,
player,201811110tam,tam,NassCa00,def_int_long,0,,,,,
player,201811110tam,tam,NassCa00,pass_defended,0,,,,,
player,201811110tam,tam,NassCa00,sacks,1.0,,,,,
player,201811110tam,tam,NassCa00,tackles_combined,1,,,,,
player,201811110tam,tam,NassCa00,tackles_solo,1,,,,,
player,201811110tam,tam,NassCa00,tackles_assists,0,,,,,
player,201811110tam,tam,NassCa00,tackles_loss,1,,,,,
player,201811110tam,tam,NassCa00,qb_hits,2,,,,,
player,201811110tam,tam,NassCa00,fumbles_rec,0,,,,,
player,201811110tam,tam,NassCa00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,NassCa00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,NassCa00,fumbles_forced,0,,,,,
player,201811110tam,tam,VeaxVi00,def_int,0,,,,,
player,201811110tam,tam,VeaxVi00,def_int_yds,0,,,,,
player,201811110tam,tam,VeaxVi00,def_int_td,0,,,,,
player,201811110tam,tam,VeaxVi00,def_int_long,0,,,,,
player,201811110tam,tam,VeaxVi00,pass_defended,0,,,,,
player,201811110tam,tam,VeaxVi00,sacks,1.0,,,,,
player,201811110tam,tam,VeaxVi00,tackles_combined,1,,,,,
player,201811110tam,tam,VeaxVi00,tackles_solo,1,,,,,
player,201811110tam,tam,VeaxVi00,tackles_assists,0,,,,,
player,201811110tam,tam,VeaxVi00,tackles_loss,0,,,,,
player,201811110tam,tam,VeaxVi00,qb_hits,1,,,,,
player,201811110tam,tam,VeaxVi00,fumbles_rec,0,,,,,
player,201811110tam,tam,VeaxVi00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,VeaxVi00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,VeaxVi00,fumbles_forced,0,,,,,
player,201811110tam,tam,EvanJu00,def_int,0,,,,,
player,201811110tam,tam,EvanJu00,def_int_yds,0,,,,,
player,201811110tam,tam,EvanJu00,def_int_td,0,,,,,
player,201811110tam,tam,EvanJu00,def_int_long,0,,,,,
player,201811110tam,tam,EvanJu00,pass_defended,0,,,,,
player,201811110tam,tam,EvanJu00,sacks,0.0,,,,,
player,201811110tam,tam,EvanJu00,tackles_combined,9,,,,,
player,201811110tam,tam,EvanJu00,tackles_solo,4,,,,,
player,201811110tam,tam,EvanJu00,tackles_assists,5,,,,,
player,201811110tam,tam,EvanJu00,tackles_loss,0,,,,,
player,201811110tam,tam,EvanJu00,qb_hits,0,,,,,
player,201811110tam,tam,EvanJu00,fumbles_rec,0,,,,,
player,201811110tam,tam,EvanJu00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,EvanJu00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,EvanJu00,fumbles_forced,0,,,,,
player,201811110tam,tam,DaviLa00,def_int,0,,,,,
player,201811110tam,tam,DaviLa00,def_int_yds,0,,,,,
player,201811110tam,tam,DaviLa00,def_int_td,0,,,,,
player,201811110tam,tam,DaviLa00,def_int_long,0,,,,,
player,201811110tam,tam,DaviLa00,pass_defended,0,,,,,
player,201811110tam,tam,DaviLa00,sacks,0.0,,,,,
player,201811110tam,tam,DaviLa00,tackles_combined,7,,,,,
player,201811110tam,tam,DaviLa00,tackles_solo,7,,,,,
player,201811110tam,tam,DaviLa00,tackles_assists,0,,,,,
player,201811110tam,tam,DaviLa00,tackles_loss,0,,,,,
player,201811110tam,tam,DaviLa00,qb_hits,0,,,,,
player,201811110tam,tam,DaviLa00,fumbles_rec,0,,,,,
player,201811110tam,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,DaviLa00,fumbles_forced,0,,,,,
player,201811110tam,tam,AdamAn00,def_int,0,,,,,
player,201811110tam,tam,AdamAn00,def_int_yds,0,,,,,
player,201811110tam,tam,AdamAn00,def_int_td,0,,,,,
player,201811110tam,tam,AdamAn00,def_int_long,0,,,,,
player,201811110tam,tam,AdamAn00,pass_defended,1,,,,,
player,201811110tam,tam,AdamAn00,sacks,0.0,,,,,
player,201811110tam,tam,AdamAn00,tackles_combined,5,,,,,
player,201811110tam,tam,AdamAn00,tackles_solo,5,,,,,
player,201811110tam,tam,AdamAn00,tackles_assists,0,,,,,
player,201811110tam,tam,AdamAn00,tackles_loss,0,,,,,
player,201811110tam,tam,AdamAn00,qb_hits,0,,,,,
player,201811110tam,tam,AdamAn00,fumbles_rec,0,,,,,
player,201811110tam,tam,AdamAn00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,AdamAn00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,AdamAn00,fumbles_forced,0,,,,,
player,201811110tam,tam,DaviCa02,def_int,0,,,,,
player,201811110tam,tam,DaviCa02,def_int_yds,0,,,,,
player,201811110tam,tam,DaviCa02,def_int_td,0,,,,,
player,201811110tam,tam,DaviCa02,def_int_long,0,,,,,
player,201811110tam,tam,DaviCa02,pass_defended,0,,,,,
player,201811110tam,tam,DaviCa02,sacks,0.0,,,,,
player,201811110tam,tam,DaviCa02,tackles_combined,5,,,,,
player,201811110tam,tam,DaviCa02,tackles_solo,3,,,,,
player,201811110tam,tam,DaviCa02,tackles_assists,2,,,,,
player,201811110tam,tam,DaviCa02,tackles_loss,1,,,,,
player,201811110tam,tam,DaviCa02,qb_hits,0,,,,,
player,201811110tam,tam,DaviCa02,fumbles_rec,0,,,,,
player,201811110tam,tam,DaviCa02,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,DaviCa02,fumbles_rec_td,0,,,,,
player,201811110tam,tam,DaviCa02,fumbles_forced,0,,,,,
player,201811110tam,tam,JohnIs00,def_int,0,,,,,
player,201811110tam,tam,JohnIs00,def_int_yds,0,,,,,
player,201811110tam,tam,JohnIs00,def_int_td,0,,,,,
player,201811110tam,tam,JohnIs00,def_int_long,0,,,,,
player,201811110tam,tam,JohnIs00,pass_defended,0,,,,,
player,201811110tam,tam,JohnIs00,sacks,0.0,,,,,
player,201811110tam,tam,JohnIs00,tackles_combined,4,,,,,
player,201811110tam,tam,JohnIs00,tackles_solo,4,,,,,
player,201811110tam,tam,JohnIs00,tackles_assists,0,,,,,
player,201811110tam,tam,JohnIs00,tackles_loss,0,,,,,
player,201811110tam,tam,JohnIs00,qb_hits,0,,,,,
player,201811110tam,tam,JohnIs00,fumbles_rec,0,,,,,
player,201811110tam,tam,JohnIs00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,JohnIs00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,JohnIs00,fumbles_forced,0,,,,,
player,201811110tam,tam,GlanAd00,def_int,0,,,,,
player,201811110tam,tam,GlanAd00,def_int_yds,0,,,,,
player,201811110tam,tam,GlanAd00,def_int_td,0,,,,,
player,201811110tam,tam,GlanAd00,def_int_long,0,,,,,
player,201811110tam,tam,GlanAd00,pass_defended,0,,,,,
player,201811110tam,tam,GlanAd00,sacks,0.0,,,,,
player,201811110tam,tam,GlanAd00,tackles_combined,4,,,,,
player,201811110tam,tam,GlanAd00,tackles_solo,3,,,,,
player,201811110tam,tam,GlanAd00,tackles_assists,1,,,,,
player,201811110tam,tam,GlanAd00,tackles_loss,2,,,,,
player,201811110tam,tam,GlanAd00,qb_hits,0,,,,,
player,201811110tam,tam,GlanAd00,fumbles_rec,0,,,,,
player,201811110tam,tam,GlanAd00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,GlanAd00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,GlanAd00,fumbles_forced,0,,,,,
player,201811110tam,tam,WhitJo03,def_int,0,,,,,
player,201811110tam,tam,WhitJo03,def_int_yds,0,,,,,
player,201811110tam,tam,WhitJo03,def_int_td,0,,,,,
player,201811110tam,tam,WhitJo03,def_int_long,0,,,,,
player,201811110tam,tam,WhitJo03,pass_defended,0,,,,,
player,201811110tam,tam,WhitJo03,sacks,0.0,,,,,
player,201811110tam,tam,WhitJo03,tackles_combined,4,,,,,
player,201811110tam,tam,WhitJo03,tackles_solo,3,,,,,
player,201811110tam,tam,WhitJo03,tackles_assists,1,,,,,
player,201811110tam,tam,WhitJo03,tackles_loss,0,,,,,
player,201811110tam,tam,WhitJo03,qb_hits,0,,,,,
player,201811110tam,tam,WhitJo03,fumbles_rec,0,,,,,
player,201811110tam,tam,WhitJo03,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,WhitJo03,fumbles_rec_td,0,,,,,
player,201811110tam,tam,WhitJo03,fumbles_forced,0,,,,,
player,201811110tam,tam,AlleBe00,def_int,0,,,,,
player,201811110tam,tam,AlleBe00,def_int_yds,0,,,,,
player,201811110tam,tam,AlleBe00,def_int_td,0,,,,,
player,201811110tam,tam,AlleBe00,def_int_long,0,,,,,
player,201811110tam,tam,AlleBe00,pass_defended,0,,,,,
player,201811110tam,tam,AlleBe00,sacks,0.0,,,,,
player,201811110tam,tam,AlleBe00,tackles_combined,3,,,,,
player,201811110tam,tam,AlleBe00,tackles_solo,3,,,,,
player,201811110tam,tam,AlleBe00,tackles_assists,0,,,,,
player,201811110tam,tam,AlleBe00,tackles_loss,1,,,,,
player,201811110tam,tam,AlleBe00,qb_hits,0,,,,,
player,201811110tam,tam,AlleBe00,fumbles_rec,0,,,,,
player,201811110tam,tam,AlleBe00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,AlleBe00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,AlleBe00,fumbles_forced,0,,,,,
player,201811110tam,tam,GrimBr20,def_int,0,,,,,
player,201811110tam,tam,GrimBr20,def_int_yds,0,,,,,
player,201811110tam,tam,GrimBr20,def_int_td,0,,,,,
player,201811110tam,tam,GrimBr20,def_int_long,0,,,,,
player,201811110tam,tam,GrimBr20,pass_defended,0,,,,,
player,201811110tam,tam,GrimBr20,sacks,0.0,,,,,
player,201811110tam,tam,GrimBr20,tackles_combined,3,,,,,
player,201811110tam,tam,GrimBr20,tackles_solo,3,,,,,
player,201811110tam,tam,GrimBr20,tackles_assists,0,,,,,
player,201811110tam,tam,GrimBr20,tackles_loss,0,,,,,
player,201811110tam,tam,GrimBr20,qb_hits,0,,,,,
player,201811110tam,tam,GrimBr20,fumbles_rec,0,,,,,
player,201811110tam,tam,GrimBr20,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,GrimBr20,fumbles_rec_td,0,,,,,
player,201811110tam,tam,GrimBr20,fumbles_forced,0,,,,,
player,201811110tam,tam,ElliJa01,def_int,0,,,,,
player,201811110tam,tam,ElliJa01,def_int_yds,0,,,,,
player,201811110tam,tam,ElliJa01,def_int_td,0,,,,,
player,201811110tam,tam,ElliJa01,def_int_long,0,,,,,
player,201811110tam,tam,ElliJa01,pass_defended,0,,,,,
player,201811110tam,tam,ElliJa01,sacks,0.0,,,,,
player,201811110tam,tam,ElliJa01,tackles_combined,2,,,,,
player,201811110tam,tam,ElliJa01,tackles_solo,2,,,,,
player,201811110tam,tam,ElliJa01,tackles_assists,0,,,,,
player,201811110tam,tam,ElliJa01,tackles_loss,1,,,,,
player,201811110tam,tam,ElliJa01,qb_hits,0,,,,,
player,201811110tam,tam,ElliJa01,fumbles_rec,0,,,,,
player,201811110tam,tam,ElliJa01,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,ElliJa01,fumbles_rec_td,0,,,,,
player,201811110tam,tam,ElliJa01,fumbles_forced,0,,,,,
player,201811110tam,tam,GholWi00,def_int,0,,,,,
player,201811110tam,tam,GholWi00,def_int_yds,0,,,,,
player,201811110tam,tam,GholWi00,def_int_td,0,,,,,
player,201811110tam,tam,GholWi00,def_int_long,0,,,,,
player,201811110tam,tam,GholWi00,pass_defended,0,,,,,
player,201811110tam,tam,GholWi00,sacks,0.0,,,,,
player,201811110tam,tam,GholWi00,tackles_combined,2,,,,,
player,201811110tam,tam,GholWi00,tackles_solo,1,,,,,
player,201811110tam,tam,GholWi00,tackles_assists,1,,,,,
player,201811110tam,tam,GholWi00,tackles_loss,0,,,,,
player,201811110tam,tam,GholWi00,qb_hits,0,,,,,
player,201811110tam,tam,GholWi00,fumbles_rec,0,,,,,
player,201811110tam,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201811110tam,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201811110tam,tam,GholWi00,fumbles_forced,0,,,,,
player,201811110tam,tam,PierJa99,def_int,0,,,,,
player,201811110tam,tam,PierJa99,def_int_yds,0,,,,,
player,201811110tam,tam,PierJa99,def_int_td,0,,,,,
player,201811110tam,tam,PierJa99,def_int_long,0,,,,,
player,201811110tam,tam,PierJa99,pass_defended,0,,,,,
player,201811110tam,tam,PierJa99,sacks,0.0,,,,,
player,201811110tam,tam,PierJa99,tackles_combined,1,,,,,
player,201811110tam,tam,PierJa99,tackles_solo,0,,,,,
player,201811110tam,tam,PierJa99,tackles_assists,1,,,,,
player,201811110tam,tam,PierJa99,tackles_loss,0,,,,,
player,201811110tam,tam,PierJa99,qb_hits,0,,,,,
player,201811110tam,tam,PierJa99,fumbles_rec,0,,,,,
player,201811110tam,tam,PierJa99,fumbles_rec_yds,0,,,,,
