game,2018,3,20180923,201809230sea,dal,"Dallas Cowboys",13,sea,"Seattle Seahawks",24
player,201809230sea,dal,PresDa01,rec_yds,0,,,,,
player,201809230sea,dal,PresDa01,rec_td,0,,,,,
player,201809230sea,dal,PresDa01,rec_long,0,,,,,
player,201809230sea,dal,PresDa01,fumbles,0,,,,,
player,201809230sea,dal,PresDa01,fumbles_lost,0,,,,,
player,201809230sea,dal,ElliEz00,pass_cmp,0,,,,,
player,201809230sea,dal,ElliEz00,pass_att,0,,,,,
player,201809230sea,dal,ElliEz00,pass_yds,0,,,,,
player,201809230sea,dal,ElliEz00,pass_td,0,,,,,
player,201809230sea,dal,ElliEz00,pass_int,0,,,,,
player,201809230sea,dal,ElliEz00,pass_sacked,0,,,,,
player,201809230sea,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201809230sea,dal,ElliEz00,pass_long,0,,,,,
player,201809230sea,dal,ElliEz00,pass_rating,,,,,,
player,201809230sea,dal,ElliEz00,rush_att,16,,,,,
player,201809230sea,dal,ElliEz00,rush_yds,127,,,,,
player,201809230sea,dal,ElliEz00,rush_td,0,,,,,
player,201809230sea,dal,ElliEz00,rush_long,26,,,,,
player,201809230sea,dal,ElliEz00,targets,8,,,,,
player,201809230sea,dal,ElliEz00,rec,3,,,,,
player,201809230sea,dal,ElliEz00,rec_yds,11,,,,,
player,201809230sea,dal,ElliEz00,rec_td,0,,,,,
player,201809230sea,dal,ElliEz00,rec_long,8,,,,,
player,201809230sea,dal,ElliEz00,fumbles,1,,,,,
player,201809230sea,dal,ElliEz00,fumbles_lost,1,,,,,
player,201809230sea,dal,AustTa00,pass_cmp,0,,,,,
player,201809230sea,dal,AustTa00,pass_att,0,,,,,
player,201809230sea,dal,AustTa00,pass_yds,0,,,,,
player,201809230sea,dal,AustTa00,pass_td,0,,,,,
player,201809230sea,dal,AustTa00,pass_int,0,,,,,
player,201809230sea,dal,AustTa00,pass_sacked,0,,,,,
player,201809230sea,dal,AustTa00,pass_sacked_yds,0,,,,,
player,201809230sea,dal,AustTa00,pass_long,0,,,,,
player,201809230sea,dal,AustTa00,pass_rating,,,,,,
player,201809230sea,dal,AustTa00,rush_att,1,,,,,
player,201809230sea,dal,AustTa00,rush_yds,18,,,,,
player,201809230sea,dal,AustTa00,rush_td,0,,,,,
player,201809230sea,dal,AustTa00,rush_long,18,,,,,
player,201809230sea,dal,AustTa00,targets,3,,,,,
player,201809230sea,dal,AustTa00,rec,3,,,,,
player,201809230sea,dal,AustTa00,rec_yds,2,,,,,
player,201809230sea,dal,AustTa00,rec_td,1,,,,,
player,201809230sea,dal,AustTa00,rec_long,3,,,,,
player,201809230sea,dal,AustTa00,fumbles,0,,,,,
player,201809230sea,dal,AustTa00,fumbles_lost,0,,,,,
player,201809230sea,dal,SwaiGe00,pass_cmp,0,,,,,
player,201809230sea,dal,SwaiGe00,pass_att,0,,,,,
player,201809230sea,dal,SwaiGe00,pass_yds,0,,,,,
player,201809230sea,dal,SwaiGe00,pass_td,0,,,,,
player,201809230sea,dal,SwaiGe00,pass_int,0,,,,,
player,201809230sea,dal,SwaiGe00,pass_sacked,0,,,,,
player,201809230sea,dal,SwaiGe00,pass_sacked_yds,0,,,,,
player,201809230sea,dal,SwaiGe00,pass_long,0,,,,,
player,201809230sea,dal,SwaiGe00,pass_rating,,,,,,
player,201809230sea,dal,SwaiGe00,rush_att,0,,,,,
player,201809230sea,dal,SwaiGe00,rush_yds,0,,,,,
player,201809230sea,dal,SwaiGe00,rush_td,0,,,,,
player,201809230sea,dal,SwaiGe00,rush_long,0,,,,,
player,201809230sea,dal,SwaiGe00,targets,7,,,,,
player,201809230sea,dal,SwaiGe00,rec,5,,,,,
player,201809230sea,dal,SwaiGe00,rec_yds,47,,,,,
player,201809230sea,dal,SwaiGe00,rec_td,0,,,,,
player,201809230sea,dal,SwaiGe00,rec_long,20,,,,,
player,201809230sea,dal,SwaiGe00,fumbles,0,,,,,
player,201809230sea,dal,SwaiGe00,fumbles_lost,0,,,,,
player,201809230sea,dal,BeasCo00,pass_cmp,0,,,,,
player,201809230sea,dal,BeasCo00,pass_att,0,,,,,
player,201809230sea,dal,BeasCo00,pass_yds,0,,,,,
player,201809230sea,dal,BeasCo00,pass_td,0,,,,,
player,201809230sea,dal,BeasCo00,pass_int,0,,,,,
player,201809230sea,dal,BeasCo00,pass_sacked,0,,,,,
player,201809230sea,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201809230sea,dal,BeasCo00,pass_long,0,,,,,
player,201809230sea,dal,BeasCo00,pass_rating,,,,,,
player,201809230sea,dal,BeasCo00,rush_att,0,,,,,
player,201809230sea,dal,BeasCo00,rush_yds,0,,,,,
player,201809230sea,dal,BeasCo00,rush_td,0,,,,,
player,201809230sea,dal,BeasCo00,rush_long,0,,,,,
player,201809230sea,dal,BeasCo00,targets,5,,,,,
player,201809230sea,dal,BeasCo00,rec,3,,,,,
player,201809230sea,dal,BeasCo00,rec_yds,46,,,,,
player,201809230sea,dal,BeasCo00,rec_td,0,,,,,
player,201809230sea,dal,BeasCo00,rec_long,18,,,,,
player,201809230sea,dal,BeasCo00,fumbles,0,,,,,
player,201809230sea,dal,BeasCo00,fumbles_lost,0,,,,,
player,201809230sea,dal,ThomDe04,pass_cmp,0,,,,,
player,201809230sea,dal,ThomDe04,pass_att,0,,,,,
player,201809230sea,dal,ThomDe04,pass_yds,0,,,,,
player,201809230sea,dal,ThomDe04,pass_td,0,,,,,
player,201809230sea,dal,ThomDe04,pass_int,0,,,,,
player,201809230sea,dal,ThomDe04,pass_sacked,0,,,,,
player,201809230sea,dal,ThomDe04,pass_sacked_yds,0,,,,,
player,201809230sea,dal,ThomDe04,pass_long,0,,,,,
player,201809230sea,dal,ThomDe04,pass_rating,,,,,,
player,201809230sea,dal,ThomDe04,rush_att,0,,,,,
player,201809230sea,dal,ThomDe04,rush_yds,0,,,,,
player,201809230sea,dal,ThomDe04,rush_td,0,,,,,
player,201809230sea,dal,ThomDe04,rush_long,0,,,,,
player,201809230sea,dal,ThomDe04,targets,2,,,,,
player,201809230sea,dal,ThomDe04,rec,2,,,,,
player,201809230sea,dal,ThomDe04,rec_yds,23,,,,,
player,201809230sea,dal,ThomDe04,rec_td,0,,,,,
player,201809230sea,dal,ThomDe04,rec_long,13,,,,,
player,201809230sea,dal,ThomDe04,fumbles,0,,,,,
player,201809230sea,dal,ThomDe04,fumbles_lost,0,,,,,
player,201809230sea,dal,HurnAl01,pass_cmp,0,,,,,
player,201809230sea,dal,HurnAl01,pass_att,0,,,,,
player,201809230sea,dal,HurnAl01,pass_yds,0,,,,,
player,201809230sea,dal,HurnAl01,pass_td,0,,,,,
player,201809230sea,dal,HurnAl01,pass_int,0,,,,,
player,201809230sea,dal,HurnAl01,pass_sacked,0,,,,,
player,201809230sea,dal,HurnAl01,pass_sacked_yds,0,,,,,
player,201809230sea,dal,HurnAl01,pass_long,0,,,,,
player,201809230sea,dal,HurnAl01,pass_rating,,,,,,
player,201809230sea,dal,HurnAl01,rush_att,0,,,,,
player,201809230sea,dal,HurnAl01,rush_yds,0,,,,,
player,201809230sea,dal,HurnAl01,rush_td,0,,,,,
player,201809230sea,dal,HurnAl01,rush_long,0,,,,,
player,201809230sea,dal,HurnAl01,targets,4,,,,,
player,201809230sea,dal,HurnAl01,rec,2,,,,,
player,201809230sea,dal,HurnAl01,rec_yds,22,,,,,
player,201809230sea,dal,HurnAl01,rec_td,0,,,,,
player,201809230sea,dal,HurnAl01,rec_long,12,,,,,
player,201809230sea,dal,HurnAl01,fumbles,0,,,,,
player,201809230sea,dal,HurnAl01,fumbles_lost,0,,,,,
player,201809230sea,dal,GallMi00,pass_cmp,0,,,,,
player,201809230sea,dal,GallMi00,pass_att,0,,,,,
player,201809230sea,dal,GallMi00,pass_yds,0,,,,,
player,201809230sea,dal,GallMi00,pass_td,0,,,,,
player,201809230sea,dal,GallMi00,pass_int,0,,,,,
player,201809230sea,dal,GallMi00,pass_sacked,0,,,,,
player,201809230sea,dal,GallMi00,pass_sacked_yds,0,,,,,
player,201809230sea,dal,GallMi00,pass_long,0,,,,,
player,201809230sea,dal,GallMi00,pass_rating,,,,,,
player,201809230sea,dal,GallMi00,rush_att,0,,,,,
player,201809230sea,dal,GallMi00,rush_yds,0,,,,,
player,201809230sea,dal,GallMi00,rush_td,0,,,,,
player,201809230sea,dal,GallMi00,rush_long,0,,,,,
player,201809230sea,dal,GallMi00,targets,4,,,,,
player,201809230sea,dal,GallMi00,rec,1,,,,,
player,201809230sea,dal,GallMi00,rec_yds,17,,,,,
player,201809230sea,dal,GallMi00,rec_td,0,,,,,
player,201809230sea,dal,GallMi00,rec_long,17,,,,,
player,201809230sea,dal,GallMi00,fumbles,0,,,,,
player,201809230sea,dal,GallMi00,fumbles_lost,0,,,,,
player,201809230sea,dal,JarwBl00,pass_cmp,0,,,,,
player,201809230sea,dal,JarwBl00,pass_att,0,,,,,
player,201809230sea,dal,JarwBl00,pass_yds,0,,,,,
player,201809230sea,dal,JarwBl00,pass_td,0,,,,,
player,201809230sea,dal,JarwBl00,pass_int,0,,,,,
player,201809230sea,dal,JarwBl00,pass_sacked,0,,,,,
player,201809230sea,dal,JarwBl00,pass_sacked_yds,0,,,,,
player,201809230sea,dal,JarwBl00,pass_long,0,,,,,
player,201809230sea,dal,JarwBl00,pass_rating,,,,,,
player,201809230sea,dal,JarwBl00,rush_att,0,,,,,
player,201809230sea,dal,JarwBl00,rush_yds,0,,,,,
player,201809230sea,dal,JarwBl00,rush_td,0,,,,,
player,201809230sea,dal,JarwBl00,rush_long,0,,,,,
player,201809230sea,dal,JarwBl00,targets,1,,,,,
player,201809230sea,dal,JarwBl00,rec,0,,,,,
player,201809230sea,dal,JarwBl00,rec_yds,0,,,,,
player,201809230sea,dal,JarwBl00,rec_td,0,,,,,
player,201809230sea,dal,JarwBl00,rec_long,0,,,,,
player,201809230sea,dal,JarwBl00,fumbles,0,,,,,
player,201809230sea,dal,JarwBl00,fumbles_lost,0,,,,,
player,201809230sea,sea,WilsRu00,pass_cmp,16,,,,,
player,201809230sea,sea,WilsRu00,pass_att,26,,,,,
player,201809230sea,sea,WilsRu00,pass_yds,192,,,,,
player,201809230sea,sea,WilsRu00,pass_td,2,,,,,
player,201809230sea,sea,WilsRu00,pass_int,0,,,,,
player,201809230sea,sea,WilsRu00,pass_sacked,2,,,,,
player,201809230sea,sea,WilsRu00,pass_sacked_yds,10,,,,,
player,201809230sea,sea,WilsRu00,pass_long,52,,,,,
player,201809230sea,sea,WilsRu00,pass_rating,109.8,,,,,
player,201809230sea,sea,WilsRu00,rush_att,2,,,,,
player,201809230sea,sea,WilsRu00,rush_yds,-1,,,,,
player,201809230sea,sea,WilsRu00,rush_td,0,,,,,
player,201809230sea,sea,WilsRu00,rush_long,0,,,,,
player,201809230sea,sea,WilsRu00,targets,0,,,,,
player,201809230sea,sea,WilsRu00,rec,0,,,,,
player,201809230sea,sea,WilsRu00,rec_yds,0,,,,,
player,201809230sea,sea,WilsRu00,rec_td,0,,,,,
player,201809230sea,sea,WilsRu00,rec_long,0,,,,,
player,201809230sea,sea,WilsRu00,fumbles,1,,,,,
player,201809230sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201809230sea,sea,CarsCh00,pass_cmp,0,,,,,
player,201809230sea,sea,CarsCh00,pass_att,0,,,,,
player,201809230sea,sea,CarsCh00,pass_yds,0,,,,,
player,201809230sea,sea,CarsCh00,pass_td,0,,,,,
player,201809230sea,sea,CarsCh00,pass_int,0,,,,,
player,201809230sea,sea,CarsCh00,pass_sacked,0,,,,,
player,201809230sea,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201809230sea,sea,CarsCh00,pass_long,0,,,,,
player,201809230sea,sea,CarsCh00,pass_rating,,,,,,
player,201809230sea,sea,CarsCh00,rush_att,32,,,,,
player,201809230sea,sea,CarsCh00,rush_yds,102,,,,,
player,201809230sea,sea,CarsCh00,rush_td,1,,,,,
player,201809230sea,sea,CarsCh00,rush_long,13,,,,,
player,201809230sea,sea,CarsCh00,targets,2,,,,,
player,201809230sea,sea,CarsCh00,rec,2,,,,,
player,201809230sea,sea,CarsCh00,rec_yds,22,,,,,
player,201809230sea,sea,CarsCh00,rec_td,0,,,,,
player,201809230sea,sea,CarsCh00,rec_long,19,,,,,
player,201809230sea,sea,CarsCh00,fumbles,0,,,,,
player,201809230sea,sea,CarsCh00,fumbles_lost,0,,,,,
player,201809230sea,sea,LockTy00,pass_cmp,0,,,,,
player,201809230sea,sea,LockTy00,pass_att,0,,,,,
player,201809230sea,sea,LockTy00,pass_yds,0,,,,,
player,201809230sea,sea,LockTy00,pass_td,0,,,,,
player,201809230sea,sea,LockTy00,pass_int,0,,,,,
player,201809230sea,sea,LockTy00,pass_sacked,0,,,,,
player,201809230sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201809230sea,sea,LockTy00,pass_long,0,,,,,
player,201809230sea,sea,LockTy00,pass_rating,,,,,,
player,201809230sea,sea,LockTy00,rush_att,1,,,,,
player,201809230sea,sea,LockTy00,rush_yds,5,,,,,
player,201809230sea,sea,LockTy00,rush_td,0,,,,,
player,201809230sea,sea,LockTy00,rush_long,5,,,,,
player,201809230sea,sea,LockTy00,targets,6,,,,,
player,201809230sea,sea,LockTy00,rec,4,,,,,
player,201809230sea,sea,LockTy00,rec_yds,77,,,,,
player,201809230sea,sea,LockTy00,rec_td,1,,,,,
player,201809230sea,sea,LockTy00,rec_long,52,,,,,
player,201809230sea,sea,LockTy00,fumbles,0,,,,,
player,201809230sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201809230sea,sea,PennRa00,pass_cmp,0,,,,,
player,201809230sea,sea,PennRa00,pass_att,0,,,,,
player,201809230sea,sea,PennRa00,pass_yds,0,,,,,
player,201809230sea,sea,PennRa00,pass_td,0,,,,,
player,201809230sea,sea,PennRa00,pass_int,0,,,,,
player,201809230sea,sea,PennRa00,pass_sacked,0,,,,,
player,201809230sea,sea,PennRa00,pass_sacked_yds,0,,,,,
player,201809230sea,sea,PennRa00,pass_long,0,,,,,
player,201809230sea,sea,PennRa00,pass_rating,,,,,,
player,201809230sea,sea,PennRa00,rush_att,3,,,,,
player,201809230sea,sea,PennRa00,rush_yds,5,,,,,
player,201809230sea,sea,PennRa00,rush_td,0,,,,,
player,201809230sea,sea,PennRa00,rush_long,5,,,,,
player,201809230sea,sea,PennRa00,targets,0,,,,,
player,201809230sea,sea,PennRa00,rec,0,,,,,
player,201809230sea,sea,PennRa00,rec_yds,0,,,,,
player,201809230sea,sea,PennRa00,rec_td,0,,,,,
player,201809230sea,sea,PennRa00,rec_long,0,,,,,
player,201809230sea,sea,PennRa00,fumbles,0,,,,,
player,201809230sea,sea,PennRa00,fumbles_lost,0,,,,,
player,201809230sea,sea,MaddTr01,pass_cmp,0,,,,,
player,201809230sea,sea,MaddTr01,pass_att,0,,,,,
player,201809230sea,sea,MaddTr01,pass_yds,0,,,,,
player,201809230sea,sea,MaddTr01,pass_td,0,,,,,
player,201809230sea,sea,MaddTr01,pass_int,0,,,,,
player,201809230sea,sea,MaddTr01,pass_sacked,0,,,,,
player,201809230sea,sea,MaddTr01,pass_sacked_yds,0,,,,,
player,201809230sea,sea,MaddTr01,pass_long,0,,,,,
player,201809230sea,sea,MaddTr01,pass_rating,,,,,,
player,201809230sea,sea,MaddTr01,rush_att,1,,,,,
player,201809230sea,sea,MaddTr01,rush_yds,2,,,,,
player,201809230sea,sea,MaddTr01,rush_td,0,,,,,
player,201809230sea,sea,MaddTr01,rush_long,2,,,,,
player,201809230sea,sea,MaddTr01,targets,0,,,,,
player,201809230sea,sea,MaddTr01,rec,0,,,,,
player,201809230sea,sea,MaddTr01,rec_yds,0,,,,,
player,201809230sea,sea,MaddTr01,rec_td,0,,,,,
player,201809230sea,sea,MaddTr01,rec_long,0,,,,,
player,201809230sea,sea,MaddTr01,fumbles,0,,,,,
player,201809230sea,sea,MaddTr01,fumbles_lost,0,,,,,
player,201809230sea,sea,MarsBr00,pass_cmp,0,,,,,
player,201809230sea,sea,MarsBr00,pass_att,0,,,,,
player,201809230sea,sea,MarsBr00,pass_yds,0,,,,,
player,201809230sea,sea,MarsBr00,pass_td,0,,,,,
player,201809230sea,sea,MarsBr00,pass_int,0,,,,,
player,201809230sea,sea,MarsBr00,pass_sacked,0,,,,,
player,201809230sea,sea,MarsBr00,pass_sacked_yds,0,,,,,
player,201809230sea,sea,MarsBr00,pass_long,0,,,,,
player,201809230sea,sea,MarsBr00,pass_rating,,,,,,
player,201809230sea,sea,MarsBr00,rush_att,0,,,,,
player,201809230sea,sea,MarsBr00,rush_yds,0,,,,,
player,201809230sea,sea,MarsBr00,rush_td,0,,,,,
player,201809230sea,sea,MarsBr00,rush_long,0,,,,,
player,201809230sea,sea,MarsBr00,targets,6,,,,,
player,201809230sea,sea,MarsBr00,rec,2,,,,,
player,201809230sea,sea,MarsBr00,rec_yds,30,,,,,
player,201809230sea,sea,MarsBr00,rec_td,0,,,,,
player,201809230sea,sea,MarsBr00,rec_long,27,,,,,
player,201809230sea,sea,MarsBr00,fumbles,0,,,,,
player,201809230sea,sea,MarsBr00,fumbles_lost,0,,,,,
player,201809230sea,sea,VannNi00,pass_cmp,0,,,,,
player,201809230sea,sea,VannNi00,pass_att,0,,,,,
player,201809230sea,sea,VannNi00,pass_yds,0,,,,,
player,201809230sea,sea,VannNi00,pass_td,0,,,,,
player,201809230sea,sea,VannNi00,pass_int,0,,,,,
player,201809230sea,sea,VannNi00,pass_sacked,0,,,,,
player,201809230sea,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201809230sea,sea,VannNi00,pass_long,0,,,,,
player,201809230sea,sea,VannNi00,pass_rating,,,,,,
player,201809230sea,sea,VannNi00,rush_att,0,,,,,
player,201809230sea,sea,VannNi00,rush_yds,0,,,,,
player,201809230sea,sea,VannNi00,rush_td,0,,,,,
player,201809230sea,sea,VannNi00,rush_long,0,,,,,
player,201809230sea,sea,VannNi00,targets,5,,,,,
player,201809230sea,sea,VannNi00,rec,4,,,,,
player,201809230sea,sea,VannNi00,rec_yds,27,,,,,
player,201809230sea,sea,VannNi00,rec_td,0,,,,,
player,201809230sea,sea,VannNi00,rec_long,12,,,,,
player,201809230sea,sea,VannNi00,fumbles,0,,,,,
player,201809230sea,sea,VannNi00,fumbles_lost,0,,,,,
player,201809230sea,sea,BrowJa03,pass_cmp,0,,,,,
player,201809230sea,sea,BrowJa03,pass_att,0,,,,,
player,201809230sea,sea,BrowJa03,pass_yds,0,,,,,
player,201809230sea,sea,BrowJa03,pass_td,0,,,,,
player,201809230sea,sea,BrowJa03,pass_int,0,,,,,
player,201809230sea,sea,BrowJa03,pass_sacked,0,,,,,
player,201809230sea,sea,BrowJa03,pass_sacked_yds,0,,,,,
player,201809230sea,sea,BrowJa03,pass_long,0,,,,,
player,201809230sea,sea,BrowJa03,pass_rating,,,,,,
player,201809230sea,sea,BrowJa03,rush_att,0,,,,,
player,201809230sea,sea,BrowJa03,rush_yds,0,,,,,
player,201809230sea,sea,BrowJa03,rush_td,0,,,,,
player,201809230sea,sea,BrowJa03,rush_long,0,,,,,
player,201809230sea,sea,BrowJa03,targets,2,,,,,
player,201809230sea,sea,BrowJa03,rec,2,,,,,
player,201809230sea,sea,BrowJa03,rec_yds,25,,,,,
player,201809230sea,sea,BrowJa03,rec_td,1,,,,,
player,201809230sea,sea,BrowJa03,rec_long,16,,,,,
player,201809230sea,sea,BrowJa03,fumbles,0,,,,,
player,201809230sea,sea,BrowJa03,fumbles_lost,0,,,,,
player,201809230sea,sea,DaviMi01,pass_cmp,0,,,,,
player,201809230sea,sea,DaviMi01,pass_att,0,,,,,
player,201809230sea,sea,DaviMi01,pass_yds,0,,,,,
player,201809230sea,sea,DaviMi01,pass_td,0,,,,,
player,201809230sea,sea,DaviMi01,pass_int,0,,,,,
player,201809230sea,sea,DaviMi01,pass_sacked,0,,,,,
player,201809230sea,sea,DaviMi01,pass_sacked_yds,0,,,,,
player,201809230sea,sea,DaviMi01,pass_long,0,,,,,
player,201809230sea,sea,DaviMi01,pass_rating,,,,,,
player,201809230sea,sea,DaviMi01,rush_att,0,,,,,
player,201809230sea,sea,DaviMi01,rush_yds,0,,,,,
player,201809230sea,sea,DaviMi01,rush_td,0,,,,,
player,201809230sea,sea,DaviMi01,rush_long,0,,,,,
player,201809230sea,sea,DaviMi01,targets,1,,,,,
player,201809230sea,sea,DaviMi01,rec,1,,,,,
player,201809230sea,sea,DaviMi01,rec_yds,7,,,,,
player,201809230sea,sea,DaviMi01,rec_td,0,,,,,
player,201809230sea,sea,DaviMi01,rec_long,7,,,,,
player,201809230sea,sea,DaviMi01,fumbles,0,,,,,
player,201809230sea,sea,DaviMi01,fumbles_lost,0,,,,,
player,201809230sea,sea,DissWi00,pass_cmp,0,,,,,
player,201809230sea,sea,DissWi00,pass_att,0,,,,,
player,201809230sea,sea,DissWi00,pass_yds,0,,,,,
player,201809230sea,sea,DissWi00,pass_td,0,,,,,
player,201809230sea,sea,DissWi00,pass_int,0,,,,,
player,201809230sea,sea,DissWi00,pass_sacked,0,,,,,
player,201809230sea,sea,DissWi00,pass_sacked_yds,0,,,,,
player,201809230sea,sea,DissWi00,pass_long,0,,,,,
player,201809230sea,sea,DissWi00,pass_rating,,,,,,
player,201809230sea,sea,DissWi00,rush_att,0,,,,,
player,201809230sea,sea,DissWi00,rush_yds,0,,,,,
player,201809230sea,sea,DissWi00,rush_td,0,,,,,
player,201809230sea,sea,DissWi00,rush_long,0,,,,,
player,201809230sea,sea,DissWi00,targets,3,,,,,
player,201809230sea,sea,DissWi00,rec,1,,,,,
player,201809230sea,sea,DissWi00,rec_yds,4,,,,,
player,201809230sea,sea,DissWi00,rec_td,0,,,,,
player,201809230sea,sea,DissWi00,rec_long,4,,,,,
player,201809230sea,sea,DissWi00,fumbles,0,,,,,
player,201809230sea,sea,DissWi00,fumbles_lost,0,,,,,
player,201809230sea,dal,SmitJa05,def_int,0,,,,,
player,201809230sea,dal,SmitJa05,def_int_yds,0,,,,,
player,201809230sea,dal,SmitJa05,def_int_td,0,,,,,
player,201809230sea,dal,SmitJa05,def_int_long,0,,,,,
player,201809230sea,dal,SmitJa05,pass_defended,0,,,,,
player,201809230sea,dal,SmitJa05,sacks,1.0,,,,,
player,201809230sea,dal,SmitJa05,tackles_combined,8,,,,,
player,201809230sea,dal,SmitJa05,tackles_solo,4,,,,,
player,201809230sea,dal,SmitJa05,tackles_assists,4,,,,,
player,201809230sea,dal,SmitJa05,tackles_loss,0,,,,,
player,201809230sea,dal,SmitJa05,qb_hits,2,,,,,
player,201809230sea,dal,SmitJa05,fumbles_rec,0,,,,,
player,201809230sea,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201809230sea,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201809230sea,dal,SmitJa05,fumbles_forced,0,,,,,
player,201809230sea,dal,LeexSe99,def_int,0,,,,,
player,201809230sea,dal,LeexSe99,def_int_yds,0,,,,,
player,201809230sea,dal,LeexSe99,def_int_td,0,,,,,
player,201809230sea,dal,LeexSe99,def_int_long,0,,,,,
player,201809230sea,dal,LeexSe99,pass_defended,0,,,,,
player,201809230sea,dal,LeexSe99,sacks,0.5,,,,,
player,201809230sea,dal,LeexSe99,tackles_combined,11,,,,,
player,201809230sea,dal,LeexSe99,tackles_solo,5,,,,,
player,201809230sea,dal,LeexSe99,tackles_assists,6,,,,,
player,201809230sea,dal,LeexSe99,tackles_loss,1,,,,,
player,201809230sea,dal,LeexSe99,qb_hits,1,,,,,
player,201809230sea,dal,LeexSe99,fumbles_rec,0,,,,,
player,201809230sea,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201809230sea,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201809230sea,dal,LeexSe99,fumbles_forced,0,,,,,
player,201809230sea,dal,LawrDe00,def_int,0,,,,,
player,201809230sea,dal,LawrDe00,def_int_yds,0,,,,,
player,201809230sea,dal,LawrDe00,def_int_td,0,,,,,
player,201809230sea,dal,LawrDe00,def_int_long,0,,,,,
player,201809230sea,dal,LawrDe00,pass_defended,0,,,,,
player,201809230sea,dal,LawrDe00,sacks,0.5,,,,,
player,201809230sea,dal,LawrDe00,tackles_combined,4,,,,,
player,201809230sea,dal,LawrDe00,tackles_solo,2,,,,,
player,201809230sea,dal,LawrDe00,tackles_assists,2,,,,,
player,201809230sea,dal,LawrDe00,tackles_loss,0,,,,,
player,201809230sea,dal,LawrDe00,qb_hits,3,,,,,
player,201809230sea,dal,LawrDe00,fumbles_rec,0,,,,,
player,201809230sea,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201809230sea,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201809230sea,dal,LawrDe00,fumbles_forced,0,,,,,
player,201809230sea,dal,VandLe00,def_int,0,,,,,
player,201809230sea,dal,VandLe00,def_int_yds,0,,,,,
player,201809230sea,dal,VandLe00,def_int_td,0,,,,,
player,201809230sea,dal,VandLe00,def_int_long,0,,,,,
player,201809230sea,dal,VandLe00,pass_defended,0,,,,,
player,201809230sea,dal,VandLe00,sacks,0.0,,,,,
player,201809230sea,dal,VandLe00,tackles_combined,10,,,,,
