game,2018,14,20181209,201812090rai,pit,"Pittsburgh Steelers",21,rai,"Oakland Raiders",24
player,201812090rai,pit,SmitJu00,pass_td,0,,,,,
player,201812090rai,pit,SmitJu00,pass_int,0,,,,,
player,201812090rai,pit,SmitJu00,pass_sacked,0,,,,,
player,201812090rai,pit,SmitJu00,pass_sacked_yds,0,,,,,
player,201812090rai,pit,SmitJu00,pass_long,0,,,,,
player,201812090rai,pit,SmitJu00,pass_rating,,,,,,
player,201812090rai,pit,SmitJu00,rush_att,0,,,,,
player,201812090rai,pit,SmitJu00,rush_yds,0,,,,,
player,201812090rai,pit,SmitJu00,rush_td,0,,,,,
player,201812090rai,pit,SmitJu00,rush_long,0,,,,,
player,201812090rai,pit,SmitJu00,targets,12,,,,,
player,201812090rai,pit,SmitJu00,rec,8,,,,,
player,201812090rai,pit,SmitJu00,rec_yds,130,,,,,
player,201812090rai,pit,SmitJu00,rec_td,2,,,,,
player,201812090rai,pit,SmitJu00,rec_long,43,,,,,
player,201812090rai,pit,SmitJu00,fumbles,0,,,,,
player,201812090rai,pit,SmitJu00,fumbles_lost,0,,,,,
player,201812090rai,pit,McDoVa00,pass_cmp,0,,,,,
player,201812090rai,pit,McDoVa00,pass_att,0,,,,,
player,201812090rai,pit,McDoVa00,pass_yds,0,,,,,
player,201812090rai,pit,McDoVa00,pass_td,0,,,,,
player,201812090rai,pit,McDoVa00,pass_int,0,,,,,
player,201812090rai,pit,McDoVa00,pass_sacked,0,,,,,
player,201812090rai,pit,McDoVa00,pass_sacked_yds,0,,,,,
player,201812090rai,pit,McDoVa00,pass_long,0,,,,,
player,201812090rai,pit,McDoVa00,pass_rating,,,,,,
player,201812090rai,pit,McDoVa00,rush_att,0,,,,,
player,201812090rai,pit,McDoVa00,rush_yds,0,,,,,
player,201812090rai,pit,McDoVa00,rush_td,0,,,,,
player,201812090rai,pit,McDoVa00,rush_long,0,,,,,
player,201812090rai,pit,McDoVa00,targets,4,,,,,
player,201812090rai,pit,McDoVa00,rec,4,,,,,
player,201812090rai,pit,McDoVa00,rec_yds,37,,,,,
player,201812090rai,pit,McDoVa00,rec_td,0,,,,,
player,201812090rai,pit,McDoVa00,rec_long,19,,,,,
player,201812090rai,pit,McDoVa00,fumbles,0,,,,,
player,201812090rai,pit,McDoVa00,fumbles_lost,0,,,,,
player,201812090rai,pit,BrowAn04,pass_cmp,0,,,,,
player,201812090rai,pit,BrowAn04,pass_att,0,,,,,
player,201812090rai,pit,BrowAn04,pass_yds,0,,,,,
player,201812090rai,pit,BrowAn04,pass_td,0,,,,,
player,201812090rai,pit,BrowAn04,pass_int,0,,,,,
player,201812090rai,pit,BrowAn04,pass_sacked,0,,,,,
player,201812090rai,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201812090rai,pit,BrowAn04,pass_long,0,,,,,
player,201812090rai,pit,BrowAn04,pass_rating,,,,,,
player,201812090rai,pit,BrowAn04,rush_att,0,,,,,
player,201812090rai,pit,BrowAn04,rush_yds,0,,,,,
player,201812090rai,pit,BrowAn04,rush_td,0,,,,,
player,201812090rai,pit,BrowAn04,rush_long,0,,,,,
player,201812090rai,pit,BrowAn04,targets,7,,,,,
player,201812090rai,pit,BrowAn04,rec,5,,,,,
player,201812090rai,pit,BrowAn04,rec_yds,35,,,,,
player,201812090rai,pit,BrowAn04,rec_td,0,,,,,
player,201812090rai,pit,BrowAn04,rec_long,13,,,,,
player,201812090rai,pit,BrowAn04,fumbles,0,,,,,
player,201812090rai,pit,BrowAn04,fumbles_lost,0,,,,,
player,201812090rai,pit,JameJe00,pass_cmp,0,,,,,
player,201812090rai,pit,JameJe00,pass_att,0,,,,,
player,201812090rai,pit,JameJe00,pass_yds,0,,,,,
player,201812090rai,pit,JameJe00,pass_td,0,,,,,
player,201812090rai,pit,JameJe00,pass_int,0,,,,,
player,201812090rai,pit,JameJe00,pass_sacked,0,,,,,
player,201812090rai,pit,JameJe00,pass_sacked_yds,0,,,,,
player,201812090rai,pit,JameJe00,pass_long,0,,,,,
player,201812090rai,pit,JameJe00,pass_rating,,,,,,
player,201812090rai,pit,JameJe00,rush_att,0,,,,,
player,201812090rai,pit,JameJe00,rush_yds,0,,,,,
player,201812090rai,pit,JameJe00,rush_td,0,,,,,
player,201812090rai,pit,JameJe00,rush_long,0,,,,,
player,201812090rai,pit,JameJe00,targets,2,,,,,
player,201812090rai,pit,JameJe00,rec,2,,,,,
player,201812090rai,pit,JameJe00,rec_yds,28,,,,,
player,201812090rai,pit,JameJe00,rec_td,0,,,,,
player,201812090rai,pit,JameJe00,rec_long,22,,,,,
player,201812090rai,pit,JameJe00,fumbles,0,,,,,
player,201812090rai,pit,JameJe00,fumbles_lost,0,,,,,
player,201812090rai,pit,WashJa00,pass_cmp,0,,,,,
player,201812090rai,pit,WashJa00,pass_att,0,,,,,
player,201812090rai,pit,WashJa00,pass_yds,0,,,,,
player,201812090rai,pit,WashJa00,pass_td,0,,,,,
player,201812090rai,pit,WashJa00,pass_int,0,,,,,
player,201812090rai,pit,WashJa00,pass_sacked,0,,,,,
player,201812090rai,pit,WashJa00,pass_sacked_yds,0,,,,,
player,201812090rai,pit,WashJa00,pass_long,0,,,,,
player,201812090rai,pit,WashJa00,pass_rating,,,,,,
player,201812090rai,pit,WashJa00,rush_att,0,,,,,
player,201812090rai,pit,WashJa00,rush_yds,0,,,,,
player,201812090rai,pit,WashJa00,rush_td,0,,,,,
player,201812090rai,pit,WashJa00,rush_long,0,,,,,
player,201812090rai,pit,WashJa00,targets,4,,,,,
player,201812090rai,pit,WashJa00,rec,2,,,,,
player,201812090rai,pit,WashJa00,rec_yds,11,,,,,
player,201812090rai,pit,WashJa00,rec_td,0,,,,,
player,201812090rai,pit,WashJa00,rec_long,6,,,,,
player,201812090rai,pit,WashJa00,fumbles,0,,,,,
player,201812090rai,pit,WashJa00,fumbles_lost,0,,,,,
player,201812090rai,pit,SwitRy00,pass_cmp,0,,,,,
player,201812090rai,pit,SwitRy00,pass_att,0,,,,,
player,201812090rai,pit,SwitRy00,pass_yds,0,,,,,
player,201812090rai,pit,SwitRy00,pass_td,0,,,,,
player,201812090rai,pit,SwitRy00,pass_int,0,,,,,
player,201812090rai,pit,SwitRy00,pass_sacked,0,,,,,
player,201812090rai,pit,SwitRy00,pass_sacked_yds,0,,,,,
player,201812090rai,pit,SwitRy00,pass_long,0,,,,,
player,201812090rai,pit,SwitRy00,pass_rating,,,,,,
player,201812090rai,pit,SwitRy00,rush_att,0,,,,,
player,201812090rai,pit,SwitRy00,rush_yds,0,,,,,
player,201812090rai,pit,SwitRy00,rush_td,0,,,,,
player,201812090rai,pit,SwitRy00,rush_long,0,,,,,
player,201812090rai,pit,SwitRy00,targets,1,,,,,
player,201812090rai,pit,SwitRy00,rec,1,,,,,
player,201812090rai,pit,SwitRy00,rec_yds,1,,,,,
player,201812090rai,pit,SwitRy00,rec_td,0,,,,,
player,201812090rai,pit,SwitRy00,rec_long,1,,,,,
player,201812090rai,pit,SwitRy00,fumbles,0,,,,,
player,201812090rai,pit,SwitRy00,fumbles_lost,0,,,,,
player,201812090rai,pit,HeywDa00,pass_cmp,0,,,,,
player,201812090rai,pit,HeywDa00,pass_att,0,,,,,
player,201812090rai,pit,HeywDa00,pass_yds,0,,,,,
player,201812090rai,pit,HeywDa00,pass_td,0,,,,,
player,201812090rai,pit,HeywDa00,pass_int,0,,,,,
player,201812090rai,pit,HeywDa00,pass_sacked,0,,,,,
player,201812090rai,pit,HeywDa00,pass_sacked_yds,0,,,,,
player,201812090rai,pit,HeywDa00,pass_long,0,,,,,
player,201812090rai,pit,HeywDa00,pass_rating,,,,,,
player,201812090rai,pit,HeywDa00,rush_att,1,,,,,
player,201812090rai,pit,HeywDa00,rush_yds,-7,,,,,
player,201812090rai,pit,HeywDa00,rush_td,0,,,,,
player,201812090rai,pit,HeywDa00,rush_long,-7,,,,,
player,201812090rai,pit,HeywDa00,targets,0,,,,,
player,201812090rai,pit,HeywDa00,rec,0,,,,,
player,201812090rai,pit,HeywDa00,rec_yds,0,,,,,
player,201812090rai,pit,HeywDa00,rec_td,0,,,,,
player,201812090rai,pit,HeywDa00,rec_long,0,,,,,
player,201812090rai,pit,HeywDa00,fumbles,0,,,,,
player,201812090rai,pit,HeywDa00,fumbles_lost,0,,,,,
player,201812090rai,rai,CarrDe02,pass_cmp,25,,,,,
player,201812090rai,rai,CarrDe02,pass_att,34,,,,,
player,201812090rai,rai,CarrDe02,pass_yds,322,,,,,
player,201812090rai,rai,CarrDe02,pass_td,2,,,,,
player,201812090rai,rai,CarrDe02,pass_int,0,,,,,
player,201812090rai,rai,CarrDe02,pass_sacked,4,,,,,
player,201812090rai,rai,CarrDe02,pass_sacked_yds,23,,,,,
player,201812090rai,rai,CarrDe02,pass_long,39,,,,,
player,201812090rai,rai,CarrDe02,pass_rating,122.4,,,,,
player,201812090rai,rai,CarrDe02,rush_att,1,,,,,
player,201812090rai,rai,CarrDe02,rush_yds,-1,,,,,
player,201812090rai,rai,CarrDe02,rush_td,0,,,,,
player,201812090rai,rai,CarrDe02,rush_long,-1,,,,,
player,201812090rai,rai,CarrDe02,targets,0,,,,,
player,201812090rai,rai,CarrDe02,rec,0,,,,,
player,201812090rai,rai,CarrDe02,rec_yds,0,,,,,
player,201812090rai,rai,CarrDe02,rec_td,0,,,,,
player,201812090rai,rai,CarrDe02,rec_long,0,,,,,
player,201812090rai,rai,CarrDe02,fumbles,1,,,,,
player,201812090rai,rai,CarrDe02,fumbles_lost,1,,,,,
player,201812090rai,rai,MartDo00,pass_cmp,0,,,,,
player,201812090rai,rai,MartDo00,pass_att,0,,,,,
player,201812090rai,rai,MartDo00,pass_yds,0,,,,,
player,201812090rai,rai,MartDo00,pass_td,0,,,,,
player,201812090rai,rai,MartDo00,pass_int,0,,,,,
player,201812090rai,rai,MartDo00,pass_sacked,0,,,,,
player,201812090rai,rai,MartDo00,pass_sacked_yds,0,,,,,
player,201812090rai,rai,MartDo00,pass_long,0,,,,,
player,201812090rai,rai,MartDo00,pass_rating,,,,,,
player,201812090rai,rai,MartDo00,rush_att,16,,,,,
player,201812090rai,rai,MartDo00,rush_yds,32,,,,,
player,201812090rai,rai,MartDo00,rush_td,1,,,,,
player,201812090rai,rai,MartDo00,rush_long,9,,,,,
player,201812090rai,rai,MartDo00,targets,0,,,,,
player,201812090rai,rai,MartDo00,rec,0,,,,,
player,201812090rai,rai,MartDo00,rec_yds,0,,,,,
player,201812090rai,rai,MartDo00,rec_td,0,,,,,
player,201812090rai,rai,MartDo00,rec_long,0,,,,,
player,201812090rai,rai,MartDo00,fumbles,0,,,,,
player,201812090rai,rai,MartDo00,fumbles_lost,0,,,,,
player,201812090rai,rai,RichJa01,pass_cmp,0,,,,,
player,201812090rai,rai,RichJa01,pass_att,0,,,,,
player,201812090rai,rai,RichJa01,pass_yds,0,,,,,
player,201812090rai,rai,RichJa01,pass_td,0,,,,,
player,201812090rai,rai,RichJa01,pass_int,0,,,,,
player,201812090rai,rai,RichJa01,pass_sacked,0,,,,,
player,201812090rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201812090rai,rai,RichJa01,pass_long,0,,,,,
player,201812090rai,rai,RichJa01,pass_rating,,,,,,
player,201812090rai,rai,RichJa01,rush_att,8,,,,,
player,201812090rai,rai,RichJa01,rush_yds,24,,,,,
player,201812090rai,rai,RichJa01,rush_td,0,,,,,
player,201812090rai,rai,RichJa01,rush_long,8,,,,,
player,201812090rai,rai,RichJa01,targets,1,,,,,
player,201812090rai,rai,RichJa01,rec,1,,,,,
player,201812090rai,rai,RichJa01,rec_yds,5,,,,,
player,201812090rai,rai,RichJa01,rec_td,0,,,,,
player,201812090rai,rai,RichJa01,rec_long,5,,,,,
player,201812090rai,rai,RichJa01,fumbles,0,,,,,
player,201812090rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201812090rai,rai,CookJa02,pass_cmp,0,,,,,
player,201812090rai,rai,CookJa02,pass_att,0,,,,,
player,201812090rai,rai,CookJa02,pass_yds,0,,,,,
player,201812090rai,rai,CookJa02,pass_td,0,,,,,
player,201812090rai,rai,CookJa02,pass_int,0,,,,,
player,201812090rai,rai,CookJa02,pass_sacked,0,,,,,
player,201812090rai,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201812090rai,rai,CookJa02,pass_long,0,,,,,
player,201812090rai,rai,CookJa02,pass_rating,,,,,,
player,201812090rai,rai,CookJa02,rush_att,0,,,,,
player,201812090rai,rai,CookJa02,rush_yds,0,,,,,
player,201812090rai,rai,CookJa02,rush_td,0,,,,,
player,201812090rai,rai,CookJa02,rush_long,0,,,,,
player,201812090rai,rai,CookJa02,targets,10,,,,,
player,201812090rai,rai,CookJa02,rec,7,,,,,
player,201812090rai,rai,CookJa02,rec_yds,116,,,,,
player,201812090rai,rai,CookJa02,rec_td,0,,,,,
player,201812090rai,rai,CookJa02,rec_long,30,,,,,
player,201812090rai,rai,CookJa02,fumbles,0,,,,,
player,201812090rai,rai,CookJa02,fumbles_lost,0,,,,,
player,201812090rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201812090rai,rai,RobeSe00,pass_att,0,,,,,
player,201812090rai,rai,RobeSe00,pass_yds,0,,,,,
player,201812090rai,rai,RobeSe00,pass_td,0,,,,,
player,201812090rai,rai,RobeSe00,pass_int,0,,,,,
player,201812090rai,rai,RobeSe00,pass_sacked,0,,,,,
player,201812090rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201812090rai,rai,RobeSe00,pass_long,0,,,,,
player,201812090rai,rai,RobeSe00,pass_rating,,,,,,
player,201812090rai,rai,RobeSe00,rush_att,0,,,,,
player,201812090rai,rai,RobeSe00,rush_yds,0,,,,,
player,201812090rai,rai,RobeSe00,rush_td,0,,,,,
player,201812090rai,rai,RobeSe00,rush_long,0,,,,,
player,201812090rai,rai,RobeSe00,targets,7,,,,,
player,201812090rai,rai,RobeSe00,rec,5,,,,,
player,201812090rai,rai,RobeSe00,rec_yds,76,,,,,
player,201812090rai,rai,RobeSe00,rec_td,0,,,,,
player,201812090rai,rai,RobeSe00,rec_long,39,,,,,
player,201812090rai,rai,RobeSe00,fumbles,0,,,,,
player,201812090rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201812090rai,rai,NelsJo00,pass_cmp,0,,,,,
player,201812090rai,rai,NelsJo00,pass_att,0,,,,,
player,201812090rai,rai,NelsJo00,pass_yds,0,,,,,
player,201812090rai,rai,NelsJo00,pass_td,0,,,,,
player,201812090rai,rai,NelsJo00,pass_int,0,,,,,
player,201812090rai,rai,NelsJo00,pass_sacked,0,,,,,
player,201812090rai,rai,NelsJo00,pass_sacked_yds,0,,,,,
player,201812090rai,rai,NelsJo00,pass_long,0,,,,,
player,201812090rai,rai,NelsJo00,pass_rating,,,,,,
player,201812090rai,rai,NelsJo00,rush_att,0,,,,,
player,201812090rai,rai,NelsJo00,rush_yds,0,,,,,
player,201812090rai,rai,NelsJo00,rush_td,0,,,,,
player,201812090rai,rai,NelsJo00,rush_long,0,,,,,
player,201812090rai,rai,NelsJo00,targets,7,,,,,
player,201812090rai,rai,NelsJo00,rec,6,,,,,
player,201812090rai,rai,NelsJo00,rec_yds,48,,,,,
player,201812090rai,rai,NelsJo00,rec_td,0,,,,,
player,201812090rai,rai,NelsJo00,rec_long,13,,,,,
player,201812090rai,rai,NelsJo00,fumbles,0,,,,,
player,201812090rai,rai,NelsJo00,fumbles_lost,0,,,,,
player,201812090rai,rai,AtemMa00,pass_cmp,0,,,,,
player,201812090rai,rai,AtemMa00,pass_att,0,,,,,
player,201812090rai,rai,AtemMa00,pass_yds,0,,,,,
player,201812090rai,rai,AtemMa00,pass_td,0,,,,,
player,201812090rai,rai,AtemMa00,pass_int,0,,,,,
player,201812090rai,rai,AtemMa00,pass_sacked,0,,,,,
player,201812090rai,rai,AtemMa00,pass_sacked_yds,0,,,,,
player,201812090rai,rai,AtemMa00,pass_long,0,,,,,
player,201812090rai,rai,AtemMa00,pass_rating,,,,,,
player,201812090rai,rai,AtemMa00,rush_att,0,,,,,
player,201812090rai,rai,AtemMa00,rush_yds,0,,,,,
player,201812090rai,rai,AtemMa00,rush_td,0,,,,,
player,201812090rai,rai,AtemMa00,rush_long,0,,,,,
player,201812090rai,rai,AtemMa00,targets,4,,,,,
player,201812090rai,rai,AtemMa00,rec,3,,,,,
player,201812090rai,rai,AtemMa00,rec_yds,45,,,,,
player,201812090rai,rai,AtemMa00,rec_td,0,,,,,
player,201812090rai,rai,AtemMa00,rec_long,28,,,,,
player,201812090rai,rai,AtemMa00,fumbles,0,,,,,
player,201812090rai,rai,AtemMa00,fumbles_lost,0,,,,,
player,201812090rai,rai,CarrDe00,pass_cmp,0,,,,,
player,201812090rai,rai,CarrDe00,pass_att,0,,,,,
player,201812090rai,rai,CarrDe00,pass_yds,0,,,,,
player,201812090rai,rai,CarrDe00,pass_td,0,,,,,
player,201812090rai,rai,CarrDe00,pass_int,0,,,,,
player,201812090rai,rai,CarrDe00,pass_sacked,0,,,,,
player,201812090rai,rai,CarrDe00,pass_sacked_yds,0,,,,,
player,201812090rai,rai,CarrDe00,pass_long,0,,,,,
player,201812090rai,rai,CarrDe00,pass_rating,,,,,,
player,201812090rai,rai,CarrDe00,rush_att,0,,,,,
player,201812090rai,rai,CarrDe00,rush_yds,0,,,,,
player,201812090rai,rai,CarrDe00,rush_td,0,,,,,
player,201812090rai,rai,CarrDe00,rush_long,0,,,,,
player,201812090rai,rai,CarrDe00,targets,2,,,,,
player,201812090rai,rai,CarrDe00,rec,2,,,,,
player,201812090rai,rai,CarrDe00,rec_yds,29,,,,,
player,201812090rai,rai,CarrDe00,rec_td,1,,,,,
player,201812090rai,rai,CarrDe00,rec_long,23,,,,,
player,201812090rai,rai,CarrDe00,fumbles,0,,,,,
player,201812090rai,rai,CarrDe00,fumbles_lost,0,,,,,
player,201812090rai,rai,SmitLe00,pass_cmp,0,,,,,
player,201812090rai,rai,SmitLe00,pass_att,0,,,,,
player,201812090rai,rai,SmitLe00,pass_yds,0,,,,,
player,201812090rai,rai,SmitLe00,pass_td,0,,,,,
player,201812090rai,rai,SmitLe00,pass_int,0,,,,,
player,201812090rai,rai,SmitLe00,pass_sacked,0,,,,,
player,201812090rai,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201812090rai,rai,SmitLe00,pass_long,0,,,,,
player,201812090rai,rai,SmitLe00,pass_rating,,,,,,
player,201812090rai,rai,SmitLe00,rush_att,0,,,,,
player,201812090rai,rai,SmitLe00,rush_yds,0,,,,,
player,201812090rai,rai,SmitLe00,rush_td,0,,,,,
player,201812090rai,rai,SmitLe00,rush_long,0,,,,,
player,201812090rai,rai,SmitLe00,targets,1,,,,,
player,201812090rai,rai,SmitLe00,rec,1,,,,,
player,201812090rai,rai,SmitLe00,rec_yds,3,,,,,
player,201812090rai,rai,SmitLe00,rec_td,1,,,,,
player,201812090rai,rai,SmitLe00,rec_long,3,,,,,
player,201812090rai,rai,SmitLe00,fumbles,0,,,,,
player,201812090rai,rai,SmitLe00,fumbles_lost,0,,,,,
player,201812090rai,pit,HiltMi01,def_int,0,,,,,
player,201812090rai,pit,HiltMi01,def_int_yds,0,,,,,
player,201812090rai,pit,HiltMi01,def_int_td,0,,,,,
player,201812090rai,pit,HiltMi01,def_int_long,0,,,,,
player,201812090rai,pit,HiltMi01,pass_defended,0,,,,,
player,201812090rai,pit,HiltMi01,sacks,1.0,,,,,
player,201812090rai,pit,HiltMi01,tackles_combined,8,,,,,
player,201812090rai,pit,HiltMi01,tackles_solo,6,,,,,
player,201812090rai,pit,HiltMi01,tackles_assists,2,,,,,
player,201812090rai,pit,HiltMi01,tackles_loss,2,,,,,
player,201812090rai,pit,HiltMi01,qb_hits,2,,,,,
player,201812090rai,pit,HiltMi01,fumbles_rec,1,,,,,
player,201812090rai,pit,HiltMi01,fumbles_rec_yds,0,,,,,
player,201812090rai,pit,HiltMi01,fumbles_rec_td,0,,,,,
player,201812090rai,pit,HiltMi01,fumbles_forced,0,,,,,
player,201812090rai,pit,DuprAl00,def_int,0,,,,,
player,201812090rai,pit,DuprAl00,def_int_yds,0,,,,,
player,201812090rai,pit,DuprAl00,def_int_td,0,,,,,
player,201812090rai,pit,DuprAl00,def_int_long,0,,,,,
player,201812090rai,pit,DuprAl00,pass_defended,0,,,,,
player,201812090rai,pit,DuprAl00,sacks,1.0,,,,,
player,201812090rai,pit,DuprAl00,tackles_combined,4,,,,,
player,201812090rai,pit,DuprAl00,tackles_solo,2,,,,,
player,201812090rai,pit,DuprAl00,tackles_assists,2,,,,,
player,201812090rai,pit,DuprAl00,tackles_loss,1,,,,,
player,201812090rai,pit,DuprAl00,qb_hits,1,,,,,
player,201812090rai,pit,DuprAl00,fumbles_rec,0,,,,,
player,201812090rai,pit,DuprAl00,fumbles_rec_yds,0,,,,,
player,201812090rai,pit,DuprAl00,fumbles_rec_td,0,,,,,
player,201812090rai,pit,DuprAl00,fumbles_forced,0,,,,,
player,201812090rai,pit,TuitSt00,def_int,0,,,,,
player,201812090rai,pit,TuitSt00,def_int_yds,0,,,,,
