game,2018,4,20180930,201809300dal,det,"Detroit Lions",24,dal,"Dallas Cowboys",26
player,201809300dal,det,BlouLe00,pass_sacked_yds,0,,,,,
player,201809300dal,det,BlouLe00,pass_long,0,,,,,
player,201809300dal,det,BlouLe00,pass_rating,,,,,,
player,201809300dal,det,BlouLe00,rush_att,7,,,,,
player,201809300dal,det,BlouLe00,rush_yds,12,,,,,
player,201809300dal,det,BlouLe00,rush_td,0,,,,,
player,201809300dal,det,BlouLe00,rush_long,7,,,,,
player,201809300dal,det,BlouLe00,targets,0,,,,,
player,201809300dal,det,BlouLe00,rec,0,,,,,
player,201809300dal,det,BlouLe00,rec_yds,0,,,,,
player,201809300dal,det,BlouLe00,rec_td,0,,,,,
player,201809300dal,det,BlouLe00,rec_long,0,,,,,
player,201809300dal,det,BlouLe00,fumbles,0,,,,,
player,201809300dal,det,BlouLe00,fumbles_lost,0,,,,,
player,201809300dal,det,RiddTh00,pass_cmp,0,,,,,
player,201809300dal,det,RiddTh00,pass_att,0,,,,,
player,201809300dal,det,RiddTh00,pass_yds,0,,,,,
player,201809300dal,det,RiddTh00,pass_td,0,,,,,
player,201809300dal,det,RiddTh00,pass_int,0,,,,,
player,201809300dal,det,RiddTh00,pass_sacked,0,,,,,
player,201809300dal,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201809300dal,det,RiddTh00,pass_long,0,,,,,
player,201809300dal,det,RiddTh00,pass_rating,,,,,,
player,201809300dal,det,RiddTh00,rush_att,1,,,,,
player,201809300dal,det,RiddTh00,rush_yds,7,,,,,
player,201809300dal,det,RiddTh00,rush_td,0,,,,,
player,201809300dal,det,RiddTh00,rush_long,7,,,,,
player,201809300dal,det,RiddTh00,targets,5,,,,,
player,201809300dal,det,RiddTh00,rec,4,,,,,
player,201809300dal,det,RiddTh00,rec_yds,20,,,,,
player,201809300dal,det,RiddTh00,rec_td,0,,,,,
player,201809300dal,det,RiddTh00,rec_long,11,,,,,
player,201809300dal,det,RiddTh00,fumbles,0,,,,,
player,201809300dal,det,RiddTh00,fumbles_lost,0,,,,,
player,201809300dal,det,TateGo00,pass_cmp,0,,,,,
player,201809300dal,det,TateGo00,pass_att,0,,,,,
player,201809300dal,det,TateGo00,pass_yds,0,,,,,
player,201809300dal,det,TateGo00,pass_td,0,,,,,
player,201809300dal,det,TateGo00,pass_int,0,,,,,
player,201809300dal,det,TateGo00,pass_sacked,0,,,,,
player,201809300dal,det,TateGo00,pass_sacked_yds,0,,,,,
player,201809300dal,det,TateGo00,pass_long,0,,,,,
player,201809300dal,det,TateGo00,pass_rating,,,,,,
player,201809300dal,det,TateGo00,rush_att,0,,,,,
player,201809300dal,det,TateGo00,rush_yds,0,,,,,
player,201809300dal,det,TateGo00,rush_td,0,,,,,
player,201809300dal,det,TateGo00,rush_long,0,,,,,
player,201809300dal,det,TateGo00,targets,8,,,,,
player,201809300dal,det,TateGo00,rec,8,,,,,
player,201809300dal,det,TateGo00,rec_yds,132,,,,,
player,201809300dal,det,TateGo00,rec_td,2,,,,,
player,201809300dal,det,TateGo00,rec_long,45,,,,,
player,201809300dal,det,TateGo00,fumbles,0,,,,,
player,201809300dal,det,TateGo00,fumbles_lost,0,,,,,
player,201809300dal,det,GollKe00,pass_cmp,0,,,,,
player,201809300dal,det,GollKe00,pass_att,0,,,,,
player,201809300dal,det,GollKe00,pass_yds,0,,,,,
player,201809300dal,det,GollKe00,pass_td,0,,,,,
player,201809300dal,det,GollKe00,pass_int,0,,,,,
player,201809300dal,det,GollKe00,pass_sacked,0,,,,,
player,201809300dal,det,GollKe00,pass_sacked_yds,0,,,,,
player,201809300dal,det,GollKe00,pass_long,0,,,,,
player,201809300dal,det,GollKe00,pass_rating,,,,,,
player,201809300dal,det,GollKe00,rush_att,0,,,,,
player,201809300dal,det,GollKe00,rush_yds,0,,,,,
player,201809300dal,det,GollKe00,rush_td,0,,,,,
player,201809300dal,det,GollKe00,rush_long,0,,,,,
player,201809300dal,det,GollKe00,targets,4,,,,,
player,201809300dal,det,GollKe00,rec,4,,,,,
player,201809300dal,det,GollKe00,rec_yds,74,,,,,
player,201809300dal,det,GollKe00,rec_td,0,,,,,
player,201809300dal,det,GollKe00,rec_long,22,,,,,
player,201809300dal,det,GollKe00,fumbles,0,,,,,
player,201809300dal,det,GollKe00,fumbles_lost,0,,,,,
player,201809300dal,det,JoneMa02,pass_cmp,0,,,,,
player,201809300dal,det,JoneMa02,pass_att,0,,,,,
player,201809300dal,det,JoneMa02,pass_yds,0,,,,,
player,201809300dal,det,JoneMa02,pass_td,0,,,,,
player,201809300dal,det,JoneMa02,pass_int,0,,,,,
player,201809300dal,det,JoneMa02,pass_sacked,0,,,,,
player,201809300dal,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201809300dal,det,JoneMa02,pass_long,0,,,,,
player,201809300dal,det,JoneMa02,pass_rating,,,,,,
player,201809300dal,det,JoneMa02,rush_att,0,,,,,
player,201809300dal,det,JoneMa02,rush_yds,0,,,,,
player,201809300dal,det,JoneMa02,rush_td,0,,,,,
player,201809300dal,det,JoneMa02,rush_long,0,,,,,
player,201809300dal,det,JoneMa02,targets,6,,,,,
player,201809300dal,det,JoneMa02,rec,3,,,,,
player,201809300dal,det,JoneMa02,rec_yds,56,,,,,
player,201809300dal,det,JoneMa02,rec_td,0,,,,,
player,201809300dal,det,JoneMa02,rec_long,34,,,,,
player,201809300dal,det,JoneMa02,fumbles,0,,,,,
player,201809300dal,det,JoneMa02,fumbles_lost,0,,,,,
player,201809300dal,det,ToilLe00,pass_cmp,0,,,,,
player,201809300dal,det,ToilLe00,pass_att,0,,,,,
player,201809300dal,det,ToilLe00,pass_yds,0,,,,,
player,201809300dal,det,ToilLe00,pass_td,0,,,,,
player,201809300dal,det,ToilLe00,pass_int,0,,,,,
player,201809300dal,det,ToilLe00,pass_sacked,0,,,,,
player,201809300dal,det,ToilLe00,pass_sacked_yds,0,,,,,
player,201809300dal,det,ToilLe00,pass_long,0,,,,,
player,201809300dal,det,ToilLe00,pass_rating,,,,,,
player,201809300dal,det,ToilLe00,rush_att,0,,,,,
player,201809300dal,det,ToilLe00,rush_yds,0,,,,,
player,201809300dal,det,ToilLe00,rush_td,0,,,,,
player,201809300dal,det,ToilLe00,rush_long,0,,,,,
player,201809300dal,det,ToilLe00,targets,2,,,,,
player,201809300dal,det,ToilLe00,rec,2,,,,,
player,201809300dal,det,ToilLe00,rec_yds,12,,,,,
player,201809300dal,det,ToilLe00,rec_td,0,,,,,
player,201809300dal,det,ToilLe00,rec_long,8,,,,,
player,201809300dal,det,ToilLe00,fumbles,0,,,,,
player,201809300dal,det,ToilLe00,fumbles_lost,0,,,,,
player,201809300dal,det,WillLu00,pass_cmp,0,,,,,
player,201809300dal,det,WillLu00,pass_att,0,,,,,
player,201809300dal,det,WillLu00,pass_yds,0,,,,,
player,201809300dal,det,WillLu00,pass_td,0,,,,,
player,201809300dal,det,WillLu00,pass_int,0,,,,,
player,201809300dal,det,WillLu00,pass_sacked,0,,,,,
player,201809300dal,det,WillLu00,pass_sacked_yds,0,,,,,
player,201809300dal,det,WillLu00,pass_long,0,,,,,
player,201809300dal,det,WillLu00,pass_rating,,,,,,
player,201809300dal,det,WillLu00,rush_att,0,,,,,
player,201809300dal,det,WillLu00,rush_yds,0,,,,,
player,201809300dal,det,WillLu00,rush_td,0,,,,,
player,201809300dal,det,WillLu00,rush_long,0,,,,,
player,201809300dal,det,WillLu00,targets,2,,,,,
player,201809300dal,det,WillLu00,rec,1,,,,,
player,201809300dal,det,WillLu00,rec_yds,6,,,,,
player,201809300dal,det,WillLu00,rec_td,0,,,,,
player,201809300dal,det,WillLu00,rec_long,6,,,,,
player,201809300dal,det,WillLu00,fumbles,0,,,,,
player,201809300dal,det,WillLu00,fumbles_lost,0,,,,,
player,201809300dal,det,VallHa00,pass_cmp,0,,,,,
player,201809300dal,det,VallHa00,pass_att,0,,,,,
player,201809300dal,det,VallHa00,pass_yds,0,,,,,
player,201809300dal,det,VallHa00,pass_td,0,,,,,
player,201809300dal,det,VallHa00,pass_int,0,,,,,
player,201809300dal,det,VallHa00,pass_sacked,0,,,,,
player,201809300dal,det,VallHa00,pass_sacked_yds,0,,,,,
player,201809300dal,det,VallHa00,pass_long,0,,,,,
player,201809300dal,det,VallHa00,pass_rating,,,,,,
player,201809300dal,det,VallHa00,rush_att,0,,,,,
player,201809300dal,det,VallHa00,rush_yds,0,,,,,
player,201809300dal,det,VallHa00,rush_td,0,,,,,
player,201809300dal,det,VallHa00,rush_long,0,,,,,
player,201809300dal,det,VallHa00,targets,1,,,,,
player,201809300dal,det,VallHa00,rec,1,,,,,
player,201809300dal,det,VallHa00,rec_yds,6,,,,,
player,201809300dal,det,VallHa00,rec_td,0,,,,,
player,201809300dal,det,VallHa00,rec_long,6,,,,,
player,201809300dal,det,VallHa00,fumbles,0,,,,,
player,201809300dal,det,VallHa00,fumbles_lost,0,,,,,
player,201809300dal,dal,PresDa01,pass_cmp,17,,,,,
player,201809300dal,dal,PresDa01,pass_att,27,,,,,
player,201809300dal,dal,PresDa01,pass_yds,255,,,,,
player,201809300dal,dal,PresDa01,pass_td,2,,,,,
player,201809300dal,dal,PresDa01,pass_int,0,,,,,
player,201809300dal,dal,PresDa01,pass_sacked,3,,,,,
player,201809300dal,dal,PresDa01,pass_sacked_yds,24,,,,,
player,201809300dal,dal,PresDa01,pass_long,38,,,,,
player,201809300dal,dal,PresDa01,pass_rating,118.6,,,,,
player,201809300dal,dal,PresDa01,rush_att,3,,,,,
player,201809300dal,dal,PresDa01,rush_yds,2,,,,,
player,201809300dal,dal,PresDa01,rush_td,0,,,,,
player,201809300dal,dal,PresDa01,rush_long,2,,,,,
player,201809300dal,dal,PresDa01,targets,0,,,,,
player,201809300dal,dal,PresDa01,rec,0,,,,,
player,201809300dal,dal,PresDa01,rec_yds,0,,,,,
player,201809300dal,dal,PresDa01,rec_td,0,,,,,
player,201809300dal,dal,PresDa01,rec_long,0,,,,,
player,201809300dal,dal,PresDa01,fumbles,1,,,,,
player,201809300dal,dal,PresDa01,fumbles_lost,0,,,,,
player,201809300dal,dal,ElliEz00,pass_cmp,0,,,,,
player,201809300dal,dal,ElliEz00,pass_att,0,,,,,
player,201809300dal,dal,ElliEz00,pass_yds,0,,,,,
player,201809300dal,dal,ElliEz00,pass_td,0,,,,,
player,201809300dal,dal,ElliEz00,pass_int,0,,,,,
player,201809300dal,dal,ElliEz00,pass_sacked,0,,,,,
player,201809300dal,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201809300dal,dal,ElliEz00,pass_long,0,,,,,
player,201809300dal,dal,ElliEz00,pass_rating,,,,,,
player,201809300dal,dal,ElliEz00,rush_att,25,,,,,
player,201809300dal,dal,ElliEz00,rush_yds,152,,,,,
player,201809300dal,dal,ElliEz00,rush_td,0,,,,,
player,201809300dal,dal,ElliEz00,rush_long,41,,,,,
player,201809300dal,dal,ElliEz00,targets,4,,,,,
player,201809300dal,dal,ElliEz00,rec,4,,,,,
player,201809300dal,dal,ElliEz00,rec_yds,88,,,,,
player,201809300dal,dal,ElliEz00,rec_td,1,,,,,
player,201809300dal,dal,ElliEz00,rec_long,38,,,,,
player,201809300dal,dal,ElliEz00,fumbles,1,,,,,
player,201809300dal,dal,ElliEz00,fumbles_lost,0,,,,,
player,201809300dal,dal,SmitRo06,pass_cmp,0,,,,,
player,201809300dal,dal,SmitRo06,pass_att,0,,,,,
player,201809300dal,dal,SmitRo06,pass_yds,0,,,,,
player,201809300dal,dal,SmitRo06,pass_td,0,,,,,
player,201809300dal,dal,SmitRo06,pass_int,0,,,,,
player,201809300dal,dal,SmitRo06,pass_sacked,0,,,,,
player,201809300dal,dal,SmitRo06,pass_sacked_yds,0,,,,,
player,201809300dal,dal,SmitRo06,pass_long,0,,,,,
player,201809300dal,dal,SmitRo06,pass_rating,,,,,,
player,201809300dal,dal,SmitRo06,rush_att,6,,,,,
player,201809300dal,dal,SmitRo06,rush_yds,22,,,,,
player,201809300dal,dal,SmitRo06,rush_td,0,,,,,
player,201809300dal,dal,SmitRo06,rush_long,9,,,,,
player,201809300dal,dal,SmitRo06,targets,1,,,,,
player,201809300dal,dal,SmitRo06,rec,1,,,,,
player,201809300dal,dal,SmitRo06,rec_yds,0,,,,,
player,201809300dal,dal,SmitRo06,rec_td,0,,,,,
player,201809300dal,dal,SmitRo06,rec_long,0,,,,,
player,201809300dal,dal,SmitRo06,fumbles,0,,,,,
player,201809300dal,dal,SmitRo06,fumbles_lost,0,,,,,
player,201809300dal,dal,AustTa00,pass_cmp,0,,,,,
player,201809300dal,dal,AustTa00,pass_att,0,,,,,
player,201809300dal,dal,AustTa00,pass_yds,0,,,,,
player,201809300dal,dal,AustTa00,pass_td,0,,,,,
player,201809300dal,dal,AustTa00,pass_int,0,,,,,
player,201809300dal,dal,AustTa00,pass_sacked,0,,,,,
player,201809300dal,dal,AustTa00,pass_sacked_yds,0,,,,,
player,201809300dal,dal,AustTa00,pass_long,0,,,,,
player,201809300dal,dal,AustTa00,pass_rating,,,,,,
player,201809300dal,dal,AustTa00,rush_att,1,,,,,
player,201809300dal,dal,AustTa00,rush_yds,7,,,,,
player,201809300dal,dal,AustTa00,rush_td,0,,,,,
player,201809300dal,dal,AustTa00,rush_long,7,,,,,
player,201809300dal,dal,AustTa00,targets,1,,,,,
player,201809300dal,dal,AustTa00,rec,0,,,,,
player,201809300dal,dal,AustTa00,rec_yds,0,,,,,
player,201809300dal,dal,AustTa00,rec_td,0,,,,,
player,201809300dal,dal,AustTa00,rec_long,0,,,,,
player,201809300dal,dal,AustTa00,fumbles,0,,,,,
player,201809300dal,dal,AustTa00,fumbles_lost,0,,,,,
player,201809300dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201809300dal,dal,BeasCo00,pass_att,0,,,,,
player,201809300dal,dal,BeasCo00,pass_yds,0,,,,,
player,201809300dal,dal,BeasCo00,pass_td,0,,,,,
player,201809300dal,dal,BeasCo00,pass_int,0,,,,,
player,201809300dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201809300dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201809300dal,dal,BeasCo00,pass_long,0,,,,,
player,201809300dal,dal,BeasCo00,pass_rating,,,,,,
player,201809300dal,dal,BeasCo00,rush_att,0,,,,,
player,201809300dal,dal,BeasCo00,rush_yds,0,,,,,
player,201809300dal,dal,BeasCo00,rush_td,0,,,,,
player,201809300dal,dal,BeasCo00,rush_long,0,,,,,
player,201809300dal,dal,BeasCo00,targets,5,,,,,
player,201809300dal,dal,BeasCo00,rec,4,,,,,
player,201809300dal,dal,BeasCo00,rec_yds,53,,,,,
player,201809300dal,dal,BeasCo00,rec_td,0,,,,,
player,201809300dal,dal,BeasCo00,rec_long,19,,,,,
player,201809300dal,dal,BeasCo00,fumbles,0,,,,,
player,201809300dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201809300dal,dal,GallMi00,pass_cmp,0,,,,,
player,201809300dal,dal,GallMi00,pass_att,0,,,,,
player,201809300dal,dal,GallMi00,pass_yds,0,,,,,
player,201809300dal,dal,GallMi00,pass_td,0,,,,,
player,201809300dal,dal,GallMi00,pass_int,0,,,,,
player,201809300dal,dal,GallMi00,pass_sacked,0,,,,,
player,201809300dal,dal,GallMi00,pass_sacked_yds,0,,,,,
player,201809300dal,dal,GallMi00,pass_long,0,,,,,
player,201809300dal,dal,GallMi00,pass_rating,,,,,,
player,201809300dal,dal,GallMi00,rush_att,0,,,,,
player,201809300dal,dal,GallMi00,rush_yds,0,,,,,
player,201809300dal,dal,GallMi00,rush_td,0,,,,,
player,201809300dal,dal,GallMi00,rush_long,0,,,,,
player,201809300dal,dal,GallMi00,targets,5,,,,,
player,201809300dal,dal,GallMi00,rec,2,,,,,
player,201809300dal,dal,GallMi00,rec_yds,45,,,,,
player,201809300dal,dal,GallMi00,rec_td,0,,,,,
player,201809300dal,dal,GallMi00,rec_long,37,,,,,
player,201809300dal,dal,GallMi00,fumbles,0,,,,,
player,201809300dal,dal,GallMi00,fumbles_lost,0,,,,,
player,201809300dal,dal,SwaiGe00,pass_cmp,0,,,,,
player,201809300dal,dal,SwaiGe00,pass_att,0,,,,,
player,201809300dal,dal,SwaiGe00,pass_yds,0,,,,,
player,201809300dal,dal,SwaiGe00,pass_td,0,,,,,
player,201809300dal,dal,SwaiGe00,pass_int,0,,,,,
player,201809300dal,dal,SwaiGe00,pass_sacked,0,,,,,
player,201809300dal,dal,SwaiGe00,pass_sacked_yds,0,,,,,
player,201809300dal,dal,SwaiGe00,pass_long,0,,,,,
player,201809300dal,dal,SwaiGe00,pass_rating,,,,,,
player,201809300dal,dal,SwaiGe00,rush_att,0,,,,,
player,201809300dal,dal,SwaiGe00,rush_yds,0,,,,,
player,201809300dal,dal,SwaiGe00,rush_td,0,,,,,
player,201809300dal,dal,SwaiGe00,rush_long,0,,,,,
player,201809300dal,dal,SwaiGe00,targets,5,,,,,
player,201809300dal,dal,SwaiGe00,rec,3,,,,,
player,201809300dal,dal,SwaiGe00,rec_yds,39,,,,,
player,201809300dal,dal,SwaiGe00,rec_td,1,,,,,
player,201809300dal,dal,SwaiGe00,rec_long,31,,,,,
player,201809300dal,dal,SwaiGe00,fumbles,0,,,,,
player,201809300dal,dal,SwaiGe00,fumbles_lost,0,,,,,
player,201809300dal,dal,HurnAl01,pass_cmp,0,,,,,
player,201809300dal,dal,HurnAl01,pass_att,0,,,,,
player,201809300dal,dal,HurnAl01,pass_yds,0,,,,,
player,201809300dal,dal,HurnAl01,pass_td,0,,,,,
player,201809300dal,dal,HurnAl01,pass_int,0,,,,,
player,201809300dal,dal,HurnAl01,pass_sacked,0,,,,,
player,201809300dal,dal,HurnAl01,pass_sacked_yds,0,,,,,
player,201809300dal,dal,HurnAl01,pass_long,0,,,,,
player,201809300dal,dal,HurnAl01,pass_rating,,,,,,
player,201809300dal,dal,HurnAl01,rush_att,0,,,,,
player,201809300dal,dal,HurnAl01,rush_yds,0,,,,,
player,201809300dal,dal,HurnAl01,rush_td,0,,,,,
player,201809300dal,dal,HurnAl01,rush_long,0,,,,,
player,201809300dal,dal,HurnAl01,targets,5,,,,,
player,201809300dal,dal,HurnAl01,rec,3,,,,,
player,201809300dal,dal,HurnAl01,rec_yds,30,,,,,
player,201809300dal,dal,HurnAl01,rec_td,0,,,,,
player,201809300dal,dal,HurnAl01,rec_long,12,,,,,
player,201809300dal,dal,HurnAl01,fumbles,0,,,,,
player,201809300dal,dal,HurnAl01,fumbles_lost,0,,,,,
player,201809300dal,dal,GathRi00,pass_cmp,0,,,,,
player,201809300dal,dal,GathRi00,pass_att,0,,,,,
player,201809300dal,dal,GathRi00,pass_yds,0,,,,,
player,201809300dal,dal,GathRi00,pass_td,0,,,,,
player,201809300dal,dal,GathRi00,pass_int,0,,,,,
player,201809300dal,dal,GathRi00,pass_sacked,0,,,,,
player,201809300dal,dal,GathRi00,pass_sacked_yds,0,,,,,
player,201809300dal,dal,GathRi00,pass_long,0,,,,,
player,201809300dal,dal,GathRi00,pass_rating,,,,,,
player,201809300dal,dal,GathRi00,rush_att,0,,,,,
player,201809300dal,dal,GathRi00,rush_yds,0,,,,,
player,201809300dal,dal,GathRi00,rush_td,0,,,,,
player,201809300dal,dal,GathRi00,rush_long,0,,,,,
player,201809300dal,dal,GathRi00,targets,1,,,,,
player,201809300dal,dal,GathRi00,rec,0,,,,,
player,201809300dal,dal,GathRi00,rec_yds,0,,,,,
player,201809300dal,dal,GathRi00,rec_td,0,,,,,
player,201809300dal,dal,GathRi00,rec_long,0,,,,,
player,201809300dal,dal,GathRi00,fumbles,0,,,,,
player,201809300dal,dal,GathRi00,fumbles_lost,0,,,,,
player,201809300dal,det,KennDe00,def_int,0,,,,,
player,201809300dal,det,KennDe00,def_int_yds,0,,,,,
player,201809300dal,det,KennDe00,def_int_td,0,,,,,
player,201809300dal,det,KennDe00,def_int_long,0,,,,,
player,201809300dal,det,KennDe00,pass_defended,0,,,,,
player,201809300dal,det,KennDe00,sacks,1.0,,,,,
player,201809300dal,det,KennDe00,tackles_combined,5,,,,,
player,201809300dal,det,KennDe00,tackles_solo,2,,,,,
player,201809300dal,det,KennDe00,tackles_assists,3,,,,,
player,201809300dal,det,KennDe00,tackles_loss,2,,,,,
player,201809300dal,det,KennDe00,qb_hits,2,,,,,
player,201809300dal,det,KennDe00,fumbles_rec,0,,,,,
player,201809300dal,det,KennDe00,fumbles_rec_yds,0,,,,,
player,201809300dal,det,KennDe00,fumbles_rec_td,0,,,,,
player,201809300dal,det,KennDe00,fumbles_forced,0,,,,,
player,201809300dal,det,HandDa00,def_int,0,,,,,
player,201809300dal,det,HandDa00,def_int_yds,0,,,,,
player,201809300dal,det,HandDa00,def_int_td,0,,,,,
player,201809300dal,det,HandDa00,def_int_long,0,,,,,
player,201809300dal,det,HandDa00,pass_defended,0,,,,,
player,201809300dal,det,HandDa00,sacks,1.0,,,,,
player,201809300dal,det,HandDa00,tackles_combined,3,,,,,
player,201809300dal,det,HandDa00,tackles_solo,3,,,,,
player,201809300dal,det,HandDa00,tackles_assists,0,,,,,
player,201809300dal,det,HandDa00,tackles_loss,2,,,,,
player,201809300dal,det,HandDa00,qb_hits,0,,,,,
player,201809300dal,det,HandDa00,fumbles_rec,0,,,,,
player,201809300dal,det,HandDa00,fumbles_rec_yds,0,,,,,
player,201809300dal,det,HandDa00,fumbles_rec_td,0,,,,,
player,201809300dal,det,HandDa00,fumbles_forced,1,,,,,
player,201809300dal,det,OkwaRo01,def_int,0,,,,,
player,201809300dal,det,OkwaRo01,def_int_yds,0,,,,,
player,201809300dal,det,OkwaRo01,def_int_td,0,,,,,
player,201809300dal,det,OkwaRo01,def_int_long,0,,,,,
player,201809300dal,det,OkwaRo01,pass_defended,0,,,,,
player,201809300dal,det,OkwaRo01,sacks,1.0,,,,,
player,201809300dal,det,OkwaRo01,tackles_combined,2,,,,,
player,201809300dal,det,OkwaRo01,tackles_solo,1,,,,,
player,201809300dal,det,OkwaRo01,tackles_assists,1,,,,,
player,201809300dal,det,OkwaRo01,tackles_loss,0,,,,,
player,201809300dal,det,OkwaRo01,qb_hits,1,,,,,
player,201809300dal,det,OkwaRo01,fumbles_rec,0,,,,,
player,201809300dal,det,OkwaRo01,fumbles_rec_yds,0,,,,,
