game,2018,2,20180916,201809160gnb,min,"Minnesota Vikings",29,gnb,"Green Bay Packers",29
team,201809160gnb,min,First Downs,24,,,,,,
team,201809160gnb,gnb,First Downs,24,,,,,,
team,201809160gnb,min,Rush-Yds-TDs,18-68-0,,,,,,
team,201809160gnb,gnb,Rush-Yds-TDs,24-98-0,,,,,,
team,201809160gnb,min,Cmp-Att-Yd-TD-INT,35-48-425-4-1,,,,,,
team,201809160gnb,gnb,Cmp-Att-Yd-TD-INT,30-42-281-1-0,,,,,,
team,201809160gnb,min,Sacked-Yards,2-13,,,,,,
team,201809160gnb,gnb,Sacked-Yards,4-28,,,,,,
team,201809160gnb,min,Net Pass Yards,412,,,,,,
team,201809160gnb,gnb,Net Pass Yards,253,,,,,,
team,201809160gnb,min,Total Yards,480,,,,,,
team,201809160gnb,gnb,Total Yards,351,,,,,,
team,201809160gnb,min,Fumbles-Lost,0-0,,,,,,
team,201809160gnb,gnb,Fumbles-Lost,2-0,,,,,,
team,201809160gnb,min,Turnovers,1,,,,,,
team,201809160gnb,gnb,Turnovers,0,,,,,,
team,201809160gnb,min,Penalties-Yards,8-70,,,,,,
team,201809160gnb,gnb,Penalties-Yards,7-54,,,,,,
team,201809160gnb,min,Third Down Conv.,7-14,,,,,,
team,201809160gnb,gnb,Third Down Conv.,4-13,,,,,,
team,201809160gnb,min,Fourth Down Conv.,0-0,,,,,,
team,201809160gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201809160gnb,min,Time of Possession,31:52,,,,,,
team,201809160gnb,gnb,Time of Possession,38:08,,,,,,
player,201809160gnb,min,CousKi00,pass_cmp,35,,,,,
player,201809160gnb,min,CousKi00,pass_att,48,,,,,
player,201809160gnb,min,CousKi00,pass_yds,425,,,,,
player,201809160gnb,min,CousKi00,pass_td,4,,,,,
player,201809160gnb,min,CousKi00,pass_int,1,,,,,
player,201809160gnb,min,CousKi00,pass_sacked,2,,,,,
player,201809160gnb,min,CousKi00,pass_sacked_yds,13,,,,,
player,201809160gnb,min,CousKi00,pass_long,75,,,,,
player,201809160gnb,min,CousKi00,pass_rating,118.8,,,,,
player,201809160gnb,min,CousKi00,rush_att,2,,,,,
player,201809160gnb,min,CousKi00,rush_yds,5,,,,,
player,201809160gnb,min,CousKi00,rush_td,0,,,,,
player,201809160gnb,min,CousKi00,rush_long,4,,,,,
player,201809160gnb,min,CousKi00,targets,0,,,,,
player,201809160gnb,min,CousKi00,rec,0,,,,,
