game,2018,1,20180909,201809090sdg,kan,"Kansas City Chiefs",38,sdg,"Los Angeles Chargers",28
team,201809090sdg,kan,First Downs,19,,,,,,
team,201809090sdg,sdg,First Downs,33,,,,,,
team,201809090sdg,kan,Rush-Yds-TDs,27-106-0,,,,,,
team,201809090sdg,sdg,Rush-Yds-TDs,22-123-0,,,,,,
team,201809090sdg,kan,Cmp-Att-Yd-TD-INT,15-27-256-4-0,,,,,,
team,201809090sdg,sdg,Cmp-Att-Yd-TD-INT,34-51-424-3-1,,,,,,
team,201809090sdg,kan,Sacked-Yards,1-0,,,,,,
team,201809090sdg,sdg,Sacked-Yards,1-6,,,,,,
team,201809090sdg,kan,Net Pass Yards,256,,,,,,
team,201809090sdg,sdg,Net Pass Yards,418,,,,,,
team,201809090sdg,kan,Total Yards,362,,,,,,
team,201809090sdg,sdg,Total Yards,541,,,,,,
team,201809090sdg,kan,Fumbles-Lost,0-0,,,,,,
team,201809090sdg,sdg,Fumbles-Lost,2-1,,,,,,
team,201809090sdg,kan,Turnovers,0,,,,,,
team,201809090sdg,sdg,Turnovers,2,,,,,,
team,201809090sdg,kan,Penalties-Yards,6-50,,,,,,
team,201809090sdg,sdg,Penalties-Yards,7-45,,,,,,
team,201809090sdg,kan,Third Down Conv.,4-10,,,,,,
team,201809090sdg,sdg,Third Down Conv.,3-11,,,,,,
team,201809090sdg,kan,Fourth Down Conv.,0-0,,,,,,
team,201809090sdg,sdg,Fourth Down Conv.,1-1,,,,,,
team,201809090sdg,kan,Time of Possession,25:34,,,,,,
team,201809090sdg,sdg,Time of Possession,34:26,,,,,,
player,201809090sdg,kan,MahoPa00,pass_cmp,15,,,,,
player,201809090sdg,kan,MahoPa00,pass_att,27,,,,,
player,201809090sdg,kan,MahoPa00,pass_yds,256,,,,,
player,201809090sdg,kan,MahoPa00,pass_td,4,,,,,
player,201809090sdg,kan,MahoPa00,pass_int,0,,,,,
player,201809090sdg,kan,MahoPa00,pass_sacked,1,,,,,
player,201809090sdg,kan,MahoPa00,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,MahoPa00,pass_long,58,,,,,
player,201809090sdg,kan,MahoPa00,pass_rating,127.5,,,,,
player,201809090sdg,kan,MahoPa00,rush_att,5,,,,,
player,201809090sdg,kan,MahoPa00,rush_yds,21,,,,,
player,201809090sdg,kan,MahoPa00,rush_td,0,,,,,
player,201809090sdg,kan,MahoPa00,rush_long,8,,,,,
player,201809090sdg,kan,MahoPa00,targets,0,,,,,
player,201809090sdg,kan,MahoPa00,rec,0,,,,,
player,201809090sdg,kan,MahoPa00,rec_yds,0,,,,,
player,201809090sdg,kan,MahoPa00,rec_td,0,,,,,
player,201809090sdg,kan,MahoPa00,rec_long,0,,,,,
player,201809090sdg,kan,MahoPa00,fumbles,0,,,,,
player,201809090sdg,kan,MahoPa00,fumbles_lost,0,,,,,
player,201809090sdg,kan,HuntKa00,pass_cmp,0,,,,,
player,201809090sdg,kan,HuntKa00,pass_att,0,,,,,
player,201809090sdg,kan,HuntKa00,pass_yds,0,,,,,
player,201809090sdg,kan,HuntKa00,pass_td,0,,,,,
player,201809090sdg,kan,HuntKa00,pass_int,0,,,,,
player,201809090sdg,kan,HuntKa00,pass_sacked,0,,,,,
player,201809090sdg,kan,HuntKa00,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,HuntKa00,pass_long,0,,,,,
player,201809090sdg,kan,HuntKa00,pass_rating,,,,,,
player,201809090sdg,kan,HuntKa00,rush_att,16,,,,,
player,201809090sdg,kan,HuntKa00,rush_yds,49,,,,,
player,201809090sdg,kan,HuntKa00,rush_td,0,,,,,
player,201809090sdg,kan,HuntKa00,rush_long,13,,,,,
player,201809090sdg,kan,HuntKa00,targets,1,,,,,
player,201809090sdg,kan,HuntKa00,rec,0,,,,,
player,201809090sdg,kan,HuntKa00,rec_yds,0,,,,,
player,201809090sdg,kan,HuntKa00,rec_td,0,,,,,
player,201809090sdg,kan,HuntKa00,rec_long,0,,,,,
player,201809090sdg,kan,HuntKa00,fumbles,0,,,,,
player,201809090sdg,kan,HuntKa00,fumbles_lost,0,,,,,
player,201809090sdg,kan,WareSp00,pass_cmp,0,,,,,
player,201809090sdg,kan,WareSp00,pass_att,0,,,,,
player,201809090sdg,kan,WareSp00,pass_yds,0,,,,,
player,201809090sdg,kan,WareSp00,pass_td,0,,,,,
player,201809090sdg,kan,WareSp00,pass_int,0,,,,,
player,201809090sdg,kan,WareSp00,pass_sacked,0,,,,,
player,201809090sdg,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,WareSp00,pass_long,0,,,,,
player,201809090sdg,kan,WareSp00,pass_rating,,,,,,
player,201809090sdg,kan,WareSp00,rush_att,3,,,,,
player,201809090sdg,kan,WareSp00,rush_yds,32,,,,,
player,201809090sdg,kan,WareSp00,rush_td,0,,,,,
player,201809090sdg,kan,WareSp00,rush_long,27,,,,,
player,201809090sdg,kan,WareSp00,targets,1,,,,,
player,201809090sdg,kan,WareSp00,rec,1,,,,,
player,201809090sdg,kan,WareSp00,rec_yds,8,,,,,
player,201809090sdg,kan,WareSp00,rec_td,0,,,,,
player,201809090sdg,kan,WareSp00,rec_long,8,,,,,
player,201809090sdg,kan,WareSp00,fumbles,0,,,,,
player,201809090sdg,kan,WareSp00,fumbles_lost,0,,,,,
player,201809090sdg,kan,HillTy00,pass_cmp,0,,,,,
player,201809090sdg,kan,HillTy00,pass_att,0,,,,,
player,201809090sdg,kan,HillTy00,pass_yds,0,,,,,
player,201809090sdg,kan,HillTy00,pass_td,0,,,,,
player,201809090sdg,kan,HillTy00,pass_int,0,,,,,
player,201809090sdg,kan,HillTy00,pass_sacked,0,,,,,
player,201809090sdg,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,HillTy00,pass_long,0,,,,,
player,201809090sdg,kan,HillTy00,pass_rating,,,,,,
player,201809090sdg,kan,HillTy00,rush_att,2,,,,,
player,201809090sdg,kan,HillTy00,rush_yds,4,,,,,
player,201809090sdg,kan,HillTy00,rush_td,0,,,,,
player,201809090sdg,kan,HillTy00,rush_long,7,,,,,
player,201809090sdg,kan,HillTy00,targets,8,,,,,
player,201809090sdg,kan,HillTy00,rec,7,,,,,
player,201809090sdg,kan,HillTy00,rec_yds,169,,,,,
player,201809090sdg,kan,HillTy00,rec_td,2,,,,,
player,201809090sdg,kan,HillTy00,rec_long,58,,,,,
player,201809090sdg,kan,HillTy00,fumbles,0,,,,,
player,201809090sdg,kan,HillTy00,fumbles_lost,0,,,,,
player,201809090sdg,kan,SherAn00,pass_cmp,0,,,,,
player,201809090sdg,kan,SherAn00,pass_att,0,,,,,
player,201809090sdg,kan,SherAn00,pass_yds,0,,,,,
player,201809090sdg,kan,SherAn00,pass_td,0,,,,,
player,201809090sdg,kan,SherAn00,pass_int,0,,,,,
player,201809090sdg,kan,SherAn00,pass_sacked,0,,,,,
player,201809090sdg,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,SherAn00,pass_long,0,,,,,
player,201809090sdg,kan,SherAn00,pass_rating,,,,,,
player,201809090sdg,kan,SherAn00,rush_att,0,,,,,
player,201809090sdg,kan,SherAn00,rush_yds,0,,,,,
player,201809090sdg,kan,SherAn00,rush_td,0,,,,,
player,201809090sdg,kan,SherAn00,rush_long,0,,,,,
player,201809090sdg,kan,SherAn00,targets,1,,,,,
player,201809090sdg,kan,SherAn00,rec,1,,,,,
player,201809090sdg,kan,SherAn00,rec_yds,36,,,,,
player,201809090sdg,kan,SherAn00,rec_td,1,,,,,
player,201809090sdg,kan,SherAn00,rec_long,36,,,,,
player,201809090sdg,kan,SherAn00,fumbles,0,,,,,
player,201809090sdg,kan,SherAn00,fumbles_lost,0,,,,,
player,201809090sdg,kan,WatkSa00,pass_cmp,0,,,,,
player,201809090sdg,kan,WatkSa00,pass_att,0,,,,,
player,201809090sdg,kan,WatkSa00,pass_yds,0,,,,,
player,201809090sdg,kan,WatkSa00,pass_td,0,,,,,
player,201809090sdg,kan,WatkSa00,pass_int,0,,,,,
player,201809090sdg,kan,WatkSa00,pass_sacked,0,,,,,
player,201809090sdg,kan,WatkSa00,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,WatkSa00,pass_long,0,,,,,
player,201809090sdg,kan,WatkSa00,pass_rating,,,,,,
player,201809090sdg,kan,WatkSa00,rush_att,0,,,,,
player,201809090sdg,kan,WatkSa00,rush_yds,0,,,,,
player,201809090sdg,kan,WatkSa00,rush_td,0,,,,,
player,201809090sdg,kan,WatkSa00,rush_long,0,,,,,
player,201809090sdg,kan,WatkSa00,targets,5,,,,,
player,201809090sdg,kan,WatkSa00,rec,3,,,,,
player,201809090sdg,kan,WatkSa00,rec_yds,21,,,,,
player,201809090sdg,kan,WatkSa00,rec_td,0,,,,,
player,201809090sdg,kan,WatkSa00,rec_long,16,,,,,
player,201809090sdg,kan,WatkSa00,fumbles,0,,,,,
player,201809090sdg,kan,WatkSa00,fumbles_lost,0,,,,,
player,201809090sdg,kan,ConlCh00,pass_cmp,0,,,,,
player,201809090sdg,kan,ConlCh00,pass_att,0,,,,,
player,201809090sdg,kan,ConlCh00,pass_yds,0,,,,,
player,201809090sdg,kan,ConlCh00,pass_td,0,,,,,
player,201809090sdg,kan,ConlCh00,pass_int,0,,,,,
player,201809090sdg,kan,ConlCh00,pass_sacked,0,,,,,
player,201809090sdg,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,ConlCh00,pass_long,0,,,,,
player,201809090sdg,kan,ConlCh00,pass_rating,,,,,,
player,201809090sdg,kan,ConlCh00,rush_att,0,,,,,
player,201809090sdg,kan,ConlCh00,rush_yds,0,,,,,
player,201809090sdg,kan,ConlCh00,rush_td,0,,,,,
player,201809090sdg,kan,ConlCh00,rush_long,0,,,,,
player,201809090sdg,kan,ConlCh00,targets,1,,,,,
player,201809090sdg,kan,ConlCh00,rec,1,,,,,
player,201809090sdg,kan,ConlCh00,rec_yds,15,,,,,
player,201809090sdg,kan,ConlCh00,rec_td,0,,,,,
player,201809090sdg,kan,ConlCh00,rec_long,15,,,,,
player,201809090sdg,kan,ConlCh00,fumbles,0,,,,,
player,201809090sdg,kan,ConlCh00,fumbles_lost,0,,,,,
player,201809090sdg,kan,KelcTr00,pass_cmp,0,,,,,
player,201809090sdg,kan,KelcTr00,pass_att,0,,,,,
player,201809090sdg,kan,KelcTr00,pass_yds,0,,,,,
player,201809090sdg,kan,KelcTr00,pass_td,0,,,,,
player,201809090sdg,kan,KelcTr00,pass_int,0,,,,,
player,201809090sdg,kan,KelcTr00,pass_sacked,0,,,,,
player,201809090sdg,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,KelcTr00,pass_long,0,,,,,
player,201809090sdg,kan,KelcTr00,pass_rating,,,,,,
player,201809090sdg,kan,KelcTr00,rush_att,0,,,,,
player,201809090sdg,kan,KelcTr00,rush_yds,0,,,,,
player,201809090sdg,kan,KelcTr00,rush_td,0,,,,,
player,201809090sdg,kan,KelcTr00,rush_long,0,,,,,
player,201809090sdg,kan,KelcTr00,targets,6,,,,,
player,201809090sdg,kan,KelcTr00,rec,1,,,,,
player,201809090sdg,kan,KelcTr00,rec_yds,6,,,,,
player,201809090sdg,kan,KelcTr00,rec_td,0,,,,,
player,201809090sdg,kan,KelcTr00,rec_long,6,,,,,
player,201809090sdg,kan,KelcTr00,fumbles,0,,,,,
player,201809090sdg,kan,KelcTr00,fumbles_lost,0,,,,,
player,201809090sdg,kan,ThomDe05,pass_cmp,0,,,,,
player,201809090sdg,kan,ThomDe05,pass_att,0,,,,,
player,201809090sdg,kan,ThomDe05,pass_yds,0,,,,,
player,201809090sdg,kan,ThomDe05,pass_td,0,,,,,
player,201809090sdg,kan,ThomDe05,pass_int,0,,,,,
player,201809090sdg,kan,ThomDe05,pass_sacked,0,,,,,
player,201809090sdg,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,ThomDe05,pass_long,0,,,,,
player,201809090sdg,kan,ThomDe05,pass_rating,,,,,,
player,201809090sdg,kan,ThomDe05,rush_att,0,,,,,
player,201809090sdg,kan,ThomDe05,rush_yds,0,,,,,
player,201809090sdg,kan,ThomDe05,rush_td,0,,,,,
player,201809090sdg,kan,ThomDe05,rush_long,0,,,,,
player,201809090sdg,kan,ThomDe05,targets,2,,,,,
player,201809090sdg,kan,ThomDe05,rec,1,,,,,
player,201809090sdg,kan,ThomDe05,rec_yds,1,,,,,
player,201809090sdg,kan,ThomDe05,rec_td,1,,,,,
player,201809090sdg,kan,ThomDe05,rec_long,1,,,,,
player,201809090sdg,kan,ThomDe05,fumbles,0,,,,,
player,201809090sdg,kan,ThomDe05,fumbles_lost,0,,,,,
player,201809090sdg,kan,WillDa05,pass_cmp,0,,,,,
player,201809090sdg,kan,WillDa05,pass_att,0,,,,,
player,201809090sdg,kan,WillDa05,pass_yds,0,,,,,
player,201809090sdg,kan,WillDa05,pass_td,0,,,,,
player,201809090sdg,kan,WillDa05,pass_int,0,,,,,
player,201809090sdg,kan,WillDa05,pass_sacked,0,,,,,
player,201809090sdg,kan,WillDa05,pass_sacked_yds,0,,,,,
player,201809090sdg,kan,WillDa05,pass_long,0,,,,,
player,201809090sdg,kan,WillDa05,pass_rating,,,,,,
player,201809090sdg,kan,WillDa05,rush_att,1,,,,,
player,201809090sdg,kan,WillDa05,rush_yds,0,,,,,
player,201809090sdg,kan,WillDa05,rush_td,0,,,,,
player,201809090sdg,kan,WillDa05,rush_long,0,,,,,
player,201809090sdg,kan,WillDa05,targets,0,,,,,
player,201809090sdg,kan,WillDa05,rec,0,,,,,
player,201809090sdg,kan,WillDa05,rec_yds,0,,,,,
player,201809090sdg,kan,WillDa05,rec_td,0,,,,,
player,201809090sdg,kan,WillDa05,rec_long,0,,,,,
player,201809090sdg,kan,WillDa05,fumbles,0,,,,,
player,201809090sdg,kan,WillDa05,fumbles_lost,0,,,,,
player,201809090sdg,sdg,RivePh00,pass_cmp,34,,,,,
player,201809090sdg,sdg,RivePh00,pass_att,51,,,,,
player,201809090sdg,sdg,RivePh00,pass_yds,424,,,,,
player,201809090sdg,sdg,RivePh00,pass_td,3,,,,,
player,201809090sdg,sdg,RivePh00,pass_int,1,,,,,
player,201809090sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201809090sdg,sdg,RivePh00,pass_sacked_yds,6,,,,,
player,201809090sdg,sdg,RivePh00,pass_long,30,,,,,
player,201809090sdg,sdg,RivePh00,pass_rating,103.7,,,,,
player,201809090sdg,sdg,RivePh00,rush_att,0,,,,,
player,201809090sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201809090sdg,sdg,RivePh00,rush_td,0,,,,,
player,201809090sdg,sdg,RivePh00,rush_long,0,,,,,
player,201809090sdg,sdg,RivePh00,targets,0,,,,,
