game,2018,15,20181216,201812160min,mia,"Miami Dolphins",17,min,"Minnesota Vikings",41
player,201812160min,mia,BoldBr00,pass_rating,,,,,,
player,201812160min,mia,BoldBr00,rush_att,1,,,,,
player,201812160min,mia,BoldBr00,rush_yds,12,,,,,
player,201812160min,mia,BoldBr00,rush_td,0,,,,,
player,201812160min,mia,BoldBr00,rush_long,12,,,,,
player,201812160min,mia,BoldBr00,targets,0,,,,,
player,201812160min,mia,BoldBr00,rec,0,,,,,
player,201812160min,mia,BoldBr00,rec_yds,0,,,,,
player,201812160min,mia,BoldBr00,rec_td,0,,,,,
player,201812160min,mia,BoldBr00,rec_long,0,,,,,
player,201812160min,mia,BoldBr00,fumbles,0,,,,,
player,201812160min,mia,BoldBr00,fumbles_lost,0,,,,,
player,201812160min,mia,DrakKe00,pass_cmp,0,,,,,
player,201812160min,mia,DrakKe00,pass_att,0,,,,,
player,201812160min,mia,DrakKe00,pass_yds,0,,,,,
player,201812160min,mia,DrakKe00,pass_td,0,,,,,
player,201812160min,mia,DrakKe00,pass_int,0,,,,,
player,201812160min,mia,DrakKe00,pass_sacked,0,,,,,
player,201812160min,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201812160min,mia,DrakKe00,pass_long,0,,,,,
player,201812160min,mia,DrakKe00,pass_rating,,,,,,
player,201812160min,mia,DrakKe00,rush_att,1,,,,,
player,201812160min,mia,DrakKe00,rush_yds,6,,,,,
player,201812160min,mia,DrakKe00,rush_td,0,,,,,
player,201812160min,mia,DrakKe00,rush_long,6,,,,,
player,201812160min,mia,DrakKe00,targets,3,,,,,
player,201812160min,mia,DrakKe00,rec,3,,,,,
player,201812160min,mia,DrakKe00,rec_yds,28,,,,,
player,201812160min,mia,DrakKe00,rec_td,0,,,,,
player,201812160min,mia,DrakKe00,rec_long,13,,,,,
player,201812160min,mia,DrakKe00,fumbles,0,,,,,
player,201812160min,mia,DrakKe00,fumbles_lost,0,,,,,
player,201812160min,mia,AmenDa00,pass_cmp,0,,,,,
player,201812160min,mia,AmenDa00,pass_att,0,,,,,
player,201812160min,mia,AmenDa00,pass_yds,0,,,,,
player,201812160min,mia,AmenDa00,pass_td,0,,,,,
player,201812160min,mia,AmenDa00,pass_int,0,,,,,
player,201812160min,mia,AmenDa00,pass_sacked,0,,,,,
player,201812160min,mia,AmenDa00,pass_sacked_yds,0,,,,,
player,201812160min,mia,AmenDa00,pass_long,0,,,,,
player,201812160min,mia,AmenDa00,pass_rating,,,,,,
player,201812160min,mia,AmenDa00,rush_att,0,,,,,
player,201812160min,mia,AmenDa00,rush_yds,0,,,,,
player,201812160min,mia,AmenDa00,rush_td,0,,,,,
player,201812160min,mia,AmenDa00,rush_long,0,,,,,
player,201812160min,mia,AmenDa00,targets,8,,,,,
player,201812160min,mia,AmenDa00,rec,3,,,,,
player,201812160min,mia,AmenDa00,rec_yds,30,,,,,
player,201812160min,mia,AmenDa00,rec_td,0,,,,,
player,201812160min,mia,AmenDa00,rec_long,18,,,,,
player,201812160min,mia,AmenDa00,fumbles,1,,,,,
player,201812160min,mia,AmenDa00,fumbles_lost,0,,,,,
player,201812160min,mia,GesiMi00,pass_cmp,0,,,,,
player,201812160min,mia,GesiMi00,pass_att,0,,,,,
player,201812160min,mia,GesiMi00,pass_yds,0,,,,,
player,201812160min,mia,GesiMi00,pass_td,0,,,,,
player,201812160min,mia,GesiMi00,pass_int,0,,,,,
player,201812160min,mia,GesiMi00,pass_sacked,0,,,,,
player,201812160min,mia,GesiMi00,pass_sacked_yds,0,,,,,
player,201812160min,mia,GesiMi00,pass_long,0,,,,,
player,201812160min,mia,GesiMi00,pass_rating,,,,,,
player,201812160min,mia,GesiMi00,rush_att,0,,,,,
player,201812160min,mia,GesiMi00,rush_yds,0,,,,,
player,201812160min,mia,GesiMi00,rush_td,0,,,,,
player,201812160min,mia,GesiMi00,rush_long,0,,,,,
player,201812160min,mia,GesiMi00,targets,3,,,,,
player,201812160min,mia,GesiMi00,rec,2,,,,,
player,201812160min,mia,GesiMi00,rec_yds,23,,,,,
player,201812160min,mia,GesiMi00,rec_td,0,,,,,
player,201812160min,mia,GesiMi00,rec_long,14,,,,,
player,201812160min,mia,GesiMi00,fumbles,0,,,,,
player,201812160min,mia,GesiMi00,fumbles_lost,0,,,,,
player,201812160min,mia,StilKe00,pass_cmp,0,,,,,
player,201812160min,mia,StilKe00,pass_att,0,,,,,
player,201812160min,mia,StilKe00,pass_yds,0,,,,,
player,201812160min,mia,StilKe00,pass_td,0,,,,,
player,201812160min,mia,StilKe00,pass_int,0,,,,,
player,201812160min,mia,StilKe00,pass_sacked,0,,,,,
player,201812160min,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201812160min,mia,StilKe00,pass_long,0,,,,,
player,201812160min,mia,StilKe00,pass_rating,,,,,,
player,201812160min,mia,StilKe00,rush_att,0,,,,,
player,201812160min,mia,StilKe00,rush_yds,0,,,,,
player,201812160min,mia,StilKe00,rush_td,0,,,,,
player,201812160min,mia,StilKe00,rush_long,0,,,,,
player,201812160min,mia,StilKe00,targets,3,,,,,
player,201812160min,mia,StilKe00,rec,1,,,,,
player,201812160min,mia,StilKe00,rec_yds,17,,,,,
player,201812160min,mia,StilKe00,rec_td,0,,,,,
player,201812160min,mia,StilKe00,rec_long,17,,,,,
player,201812160min,mia,StilKe00,fumbles,0,,,,,
player,201812160min,mia,StilKe00,fumbles_lost,0,,,,,
player,201812160min,mia,ButlBr00,pass_cmp,0,,,,,
player,201812160min,mia,ButlBr00,pass_att,0,,,,,
player,201812160min,mia,ButlBr00,pass_yds,0,,,,,
player,201812160min,mia,ButlBr00,pass_td,0,,,,,
player,201812160min,mia,ButlBr00,pass_int,0,,,,,
player,201812160min,mia,ButlBr00,pass_sacked,0,,,,,
player,201812160min,mia,ButlBr00,pass_sacked_yds,0,,,,,
player,201812160min,mia,ButlBr00,pass_long,0,,,,,
player,201812160min,mia,ButlBr00,pass_rating,,,,,,
player,201812160min,mia,ButlBr00,rush_att,0,,,,,
player,201812160min,mia,ButlBr00,rush_yds,0,,,,,
player,201812160min,mia,ButlBr00,rush_td,0,,,,,
player,201812160min,mia,ButlBr00,rush_long,0,,,,,
player,201812160min,mia,ButlBr00,targets,3,,,,,
player,201812160min,mia,ButlBr00,rec,1,,,,,
player,201812160min,mia,ButlBr00,rec_yds,12,,,,,
player,201812160min,mia,ButlBr00,rec_td,0,,,,,
player,201812160min,mia,ButlBr00,rec_long,12,,,,,
player,201812160min,mia,ButlBr00,fumbles,0,,,,,
player,201812160min,mia,ButlBr00,fumbles_lost,0,,,,,
player,201812160min,mia,ParkDe01,pass_cmp,0,,,,,
player,201812160min,mia,ParkDe01,pass_att,0,,,,,
player,201812160min,mia,ParkDe01,pass_yds,0,,,,,
player,201812160min,mia,ParkDe01,pass_td,0,,,,,
player,201812160min,mia,ParkDe01,pass_int,0,,,,,
player,201812160min,mia,ParkDe01,pass_sacked,0,,,,,
player,201812160min,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201812160min,mia,ParkDe01,pass_long,0,,,,,
player,201812160min,mia,ParkDe01,pass_rating,,,,,,
player,201812160min,mia,ParkDe01,rush_att,0,,,,,
player,201812160min,mia,ParkDe01,rush_yds,0,,,,,
player,201812160min,mia,ParkDe01,rush_td,0,,,,,
player,201812160min,mia,ParkDe01,rush_long,0,,,,,
player,201812160min,mia,ParkDe01,targets,1,,,,,
player,201812160min,mia,ParkDe01,rec,0,,,,,
player,201812160min,mia,ParkDe01,rec_yds,0,,,,,
player,201812160min,mia,ParkDe01,rec_td,0,,,,,
player,201812160min,mia,ParkDe01,rec_long,0,,,,,
player,201812160min,mia,ParkDe01,fumbles,0,,,,,
player,201812160min,mia,ParkDe01,fumbles_lost,0,,,,,
player,201812160min,mia,OLeaNi00,pass_cmp,0,,,,,
player,201812160min,mia,OLeaNi00,pass_att,0,,,,,
player,201812160min,mia,OLeaNi00,pass_yds,0,,,,,
player,201812160min,mia,OLeaNi00,pass_td,0,,,,,
player,201812160min,mia,OLeaNi00,pass_int,0,,,,,
player,201812160min,mia,OLeaNi00,pass_sacked,0,,,,,
player,201812160min,mia,OLeaNi00,pass_sacked_yds,0,,,,,
player,201812160min,mia,OLeaNi00,pass_long,0,,,,,
player,201812160min,mia,OLeaNi00,pass_rating,,,,,,
player,201812160min,mia,OLeaNi00,rush_att,0,,,,,
player,201812160min,mia,OLeaNi00,rush_yds,0,,,,,
player,201812160min,mia,OLeaNi00,rush_td,0,,,,,
player,201812160min,mia,OLeaNi00,rush_long,0,,,,,
player,201812160min,mia,OLeaNi00,targets,1,,,,,
player,201812160min,mia,OLeaNi00,rec,0,,,,,
player,201812160min,mia,OLeaNi00,rec_yds,0,,,,,
player,201812160min,mia,OLeaNi00,rec_td,0,,,,,
player,201812160min,mia,OLeaNi00,rec_long,0,,,,,
player,201812160min,mia,OLeaNi00,fumbles,0,,,,,
player,201812160min,mia,OLeaNi00,fumbles_lost,0,,,,,
player,201812160min,min,CousKi00,pass_cmp,14,,,,,
player,201812160min,min,CousKi00,pass_att,21,,,,,
player,201812160min,min,CousKi00,pass_yds,215,,,,,
player,201812160min,min,CousKi00,pass_td,2,,,,,
player,201812160min,min,CousKi00,pass_int,1,,,,,
player,201812160min,min,CousKi00,pass_sacked,2,,,,,
player,201812160min,min,CousKi00,pass_sacked_yds,17,,,,,
player,201812160min,min,CousKi00,pass_long,40,,,,,
player,201812160min,min,CousKi00,pass_rating,112.2,,,,,
player,201812160min,min,CousKi00,rush_att,5,,,,,
player,201812160min,min,CousKi00,rush_yds,7,,,,,
player,201812160min,min,CousKi00,rush_td,0,,,,,
player,201812160min,min,CousKi00,rush_long,3,,,,,
player,201812160min,min,CousKi00,targets,0,,,,,
player,201812160min,min,CousKi00,rec,0,,,,,
player,201812160min,min,CousKi00,rec_yds,0,,,,,
player,201812160min,min,CousKi00,rec_td,0,,,,,
player,201812160min,min,CousKi00,rec_long,0,,,,,
player,201812160min,min,CousKi00,fumbles,0,,,,,
player,201812160min,min,CousKi00,fumbles_lost,0,,,,,
player,201812160min,min,CookDa01,pass_cmp,0,,,,,
player,201812160min,min,CookDa01,pass_att,0,,,,,
player,201812160min,min,CookDa01,pass_yds,0,,,,,
player,201812160min,min,CookDa01,pass_td,0,,,,,
player,201812160min,min,CookDa01,pass_int,0,,,,,
player,201812160min,min,CookDa01,pass_sacked,0,,,,,
player,201812160min,min,CookDa01,pass_sacked_yds,0,,,,,
player,201812160min,min,CookDa01,pass_long,0,,,,,
player,201812160min,min,CookDa01,pass_rating,,,,,,
player,201812160min,min,CookDa01,rush_att,19,,,,,
player,201812160min,min,CookDa01,rush_yds,136,,,,,
player,201812160min,min,CookDa01,rush_td,2,,,,,
player,201812160min,min,CookDa01,rush_long,26,,,,,
player,201812160min,min,CookDa01,targets,2,,,,,
player,201812160min,min,CookDa01,rec,1,,,,,
player,201812160min,min,CookDa01,rec_yds,27,,,,,
player,201812160min,min,CookDa01,rec_td,0,,,,,
player,201812160min,min,CookDa01,rec_long,27,,,,,
player,201812160min,min,CookDa01,fumbles,0,,,,,
player,201812160min,min,CookDa01,fumbles_lost,0,,,,,
player,201812160min,min,MurrLa00,pass_cmp,0,,,,,
player,201812160min,min,MurrLa00,pass_att,0,,,,,
player,201812160min,min,MurrLa00,pass_yds,0,,,,,
player,201812160min,min,MurrLa00,pass_td,0,,,,,
player,201812160min,min,MurrLa00,pass_int,0,,,,,
player,201812160min,min,MurrLa00,pass_sacked,0,,,,,
player,201812160min,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201812160min,min,MurrLa00,pass_long,0,,,,,
player,201812160min,min,MurrLa00,pass_rating,,,,,,
player,201812160min,min,MurrLa00,rush_att,15,,,,,
player,201812160min,min,MurrLa00,rush_yds,68,,,,,
player,201812160min,min,MurrLa00,rush_td,1,,,,,
player,201812160min,min,MurrLa00,rush_long,18,,,,,
player,201812160min,min,MurrLa00,targets,0,,,,,
player,201812160min,min,MurrLa00,rec,0,,,,,
player,201812160min,min,MurrLa00,rec_yds,0,,,,,
player,201812160min,min,MurrLa00,rec_td,0,,,,,
player,201812160min,min,MurrLa00,rec_long,0,,,,,
player,201812160min,min,MurrLa00,fumbles,0,,,,,
player,201812160min,min,MurrLa00,fumbles_lost,0,,,,,
player,201812160min,min,DiggSt00,pass_cmp,0,,,,,
player,201812160min,min,DiggSt00,pass_att,0,,,,,
player,201812160min,min,DiggSt00,pass_yds,0,,,,,
player,201812160min,min,DiggSt00,pass_td,0,,,,,
player,201812160min,min,DiggSt00,pass_int,0,,,,,
player,201812160min,min,DiggSt00,pass_sacked,0,,,,,
player,201812160min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201812160min,min,DiggSt00,pass_long,0,,,,,
player,201812160min,min,DiggSt00,pass_rating,,,,,,
player,201812160min,min,DiggSt00,rush_att,1,,,,,
player,201812160min,min,DiggSt00,rush_yds,9,,,,,
player,201812160min,min,DiggSt00,rush_td,0,,,,,
player,201812160min,min,DiggSt00,rush_long,9,,,,,
player,201812160min,min,DiggSt00,targets,7,,,,,
player,201812160min,min,DiggSt00,rec,4,,,,,
player,201812160min,min,DiggSt00,rec_yds,49,,,,,
player,201812160min,min,DiggSt00,rec_td,1,,,,,
player,201812160min,min,DiggSt00,rec_long,17,,,,,
player,201812160min,min,DiggSt00,fumbles,0,,,,,
player,201812160min,min,DiggSt00,fumbles_lost,0,,,,,
player,201812160min,min,ConkTy00,pass_cmp,0,,,,,
player,201812160min,min,ConkTy00,pass_att,0,,,,,
player,201812160min,min,ConkTy00,pass_yds,0,,,,,
player,201812160min,min,ConkTy00,pass_td,0,,,,,
player,201812160min,min,ConkTy00,pass_int,0,,,,,
player,201812160min,min,ConkTy00,pass_sacked,0,,,,,
player,201812160min,min,ConkTy00,pass_sacked_yds,0,,,,,
player,201812160min,min,ConkTy00,pass_long,0,,,,,
player,201812160min,min,ConkTy00,pass_rating,,,,,,
player,201812160min,min,ConkTy00,rush_att,0,,,,,
player,201812160min,min,ConkTy00,rush_yds,0,,,,,
player,201812160min,min,ConkTy00,rush_td,0,,,,,
player,201812160min,min,ConkTy00,rush_long,0,,,,,
player,201812160min,min,ConkTy00,targets,3,,,,,
player,201812160min,min,ConkTy00,rec,2,,,,,
player,201812160min,min,ConkTy00,rec_yds,53,,,,,
player,201812160min,min,ConkTy00,rec_td,0,,,,,
player,201812160min,min,ConkTy00,rec_long,33,,,,,
player,201812160min,min,ConkTy00,fumbles,0,,,,,
player,201812160min,min,ConkTy00,fumbles_lost,0,,,,,
player,201812160min,min,RobiAl00,pass_cmp,0,,,,,
player,201812160min,min,RobiAl00,pass_att,0,,,,,
player,201812160min,min,RobiAl00,pass_yds,0,,,,,
player,201812160min,min,RobiAl00,pass_td,0,,,,,
player,201812160min,min,RobiAl00,pass_int,0,,,,,
player,201812160min,min,RobiAl00,pass_sacked,0,,,,,
player,201812160min,min,RobiAl00,pass_sacked_yds,0,,,,,
player,201812160min,min,RobiAl00,pass_long,0,,,,,
player,201812160min,min,RobiAl00,pass_rating,,,,,,
player,201812160min,min,RobiAl00,rush_att,0,,,,,
player,201812160min,min,RobiAl00,rush_yds,0,,,,,
player,201812160min,min,RobiAl00,rush_td,0,,,,,
player,201812160min,min,RobiAl00,rush_long,0,,,,,
player,201812160min,min,RobiAl00,targets,2,,,,,
player,201812160min,min,RobiAl00,rec,2,,,,,
player,201812160min,min,RobiAl00,rec_yds,44,,,,,
player,201812160min,min,RobiAl00,rec_td,1,,,,,
player,201812160min,min,RobiAl00,rec_long,40,,,,,
player,201812160min,min,RobiAl00,fumbles,0,,,,,
player,201812160min,min,RobiAl00,fumbles_lost,0,,,,,
player,201812160min,min,RudoKy00,pass_cmp,0,,,,,
player,201812160min,min,RudoKy00,pass_att,0,,,,,
player,201812160min,min,RudoKy00,pass_yds,0,,,,,
player,201812160min,min,RudoKy00,pass_td,0,,,,,
player,201812160min,min,RudoKy00,pass_int,0,,,,,
player,201812160min,min,RudoKy00,pass_sacked,0,,,,,
player,201812160min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201812160min,min,RudoKy00,pass_long,0,,,,,
player,201812160min,min,RudoKy00,pass_rating,,,,,,
player,201812160min,min,RudoKy00,rush_att,0,,,,,
player,201812160min,min,RudoKy00,rush_yds,0,,,,,
player,201812160min,min,RudoKy00,rush_td,0,,,,,
player,201812160min,min,RudoKy00,rush_long,0,,,,,
player,201812160min,min,RudoKy00,targets,3,,,,,
player,201812160min,min,RudoKy00,rec,3,,,,,
player,201812160min,min,RudoKy00,rec_yds,23,,,,,
player,201812160min,min,RudoKy00,rec_td,0,,,,,
player,201812160min,min,RudoKy00,rec_long,12,,,,,
player,201812160min,min,RudoKy00,fumbles,0,,,,,
player,201812160min,min,RudoKy00,fumbles_lost,0,,,,,
player,201812160min,min,ThieAd00,pass_cmp,0,,,,,
player,201812160min,min,ThieAd00,pass_att,0,,,,,
player,201812160min,min,ThieAd00,pass_yds,0,,,,,
player,201812160min,min,ThieAd00,pass_td,0,,,,,
player,201812160min,min,ThieAd00,pass_int,0,,,,,
player,201812160min,min,ThieAd00,pass_sacked,0,,,,,
player,201812160min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201812160min,min,ThieAd00,pass_long,0,,,,,
player,201812160min,min,ThieAd00,pass_rating,,,,,,
player,201812160min,min,ThieAd00,rush_att,0,,,,,
player,201812160min,min,ThieAd00,rush_yds,0,,,,,
player,201812160min,min,ThieAd00,rush_td,0,,,,,
player,201812160min,min,ThieAd00,rush_long,0,,,,,
player,201812160min,min,ThieAd00,targets,2,,,,,
player,201812160min,min,ThieAd00,rec,2,,,,,
player,201812160min,min,ThieAd00,rec_yds,19,,,,,
player,201812160min,min,ThieAd00,rec_td,0,,,,,
player,201812160min,min,ThieAd00,rec_long,14,,,,,
player,201812160min,min,ThieAd00,fumbles,0,,,,,
player,201812160min,min,ThieAd00,fumbles_lost,0,,,,,
player,201812160min,min,TreaLa00,pass_cmp,0,,,,,
player,201812160min,min,TreaLa00,pass_att,0,,,,,
player,201812160min,min,TreaLa00,pass_yds,0,,,,,
player,201812160min,min,TreaLa00,pass_td,0,,,,,
player,201812160min,min,TreaLa00,pass_int,0,,,,,
player,201812160min,min,TreaLa00,pass_sacked,0,,,,,
player,201812160min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201812160min,min,TreaLa00,pass_long,0,,,,,
player,201812160min,min,TreaLa00,pass_rating,,,,,,
player,201812160min,min,TreaLa00,rush_att,0,,,,,
player,201812160min,min,TreaLa00,rush_yds,0,,,,,
player,201812160min,min,TreaLa00,rush_td,0,,,,,
player,201812160min,min,TreaLa00,rush_long,0,,,,,
player,201812160min,min,TreaLa00,targets,1,,,,,
player,201812160min,min,TreaLa00,rec,0,,,,,
player,201812160min,min,TreaLa00,rec_yds,0,,,,,
player,201812160min,min,TreaLa00,rec_td,0,,,,,
player,201812160min,min,TreaLa00,rec_long,0,,,,,
player,201812160min,min,TreaLa00,fumbles,0,,,,,
player,201812160min,min,TreaLa00,fumbles_lost,0,,,,,
player,201812160min,mia,FitzMi00,def_int,1,,,,,
player,201812160min,mia,FitzMi00,def_int_yds,50,,,,,
player,201812160min,mia,FitzMi00,def_int_td,1,,,,,
player,201812160min,mia,FitzMi00,def_int_long,50,,,,,
player,201812160min,mia,FitzMi00,pass_defended,2,,,,,
player,201812160min,mia,FitzMi00,sacks,0.0,,,,,
player,201812160min,mia,FitzMi00,tackles_combined,6,,,,,
player,201812160min,mia,FitzMi00,tackles_solo,6,,,,,
player,201812160min,mia,FitzMi00,tackles_assists,0,,,,,
player,201812160min,mia,FitzMi00,tackles_loss,0,,,,,
player,201812160min,mia,FitzMi00,qb_hits,0,,,,,
player,201812160min,mia,FitzMi00,fumbles_rec,0,,,,,
player,201812160min,mia,FitzMi00,fumbles_rec_yds,0,,,,,
player,201812160min,mia,FitzMi00,fumbles_rec_td,0,,,,,
player,201812160min,mia,FitzMi00,fumbles_forced,0,,,,,
player,201812160min,mia,GodcDa00,def_int,0,,,,,
player,201812160min,mia,GodcDa00,def_int_yds,0,,,,,
player,201812160min,mia,GodcDa00,def_int_td,0,,,,,
player,201812160min,mia,GodcDa00,def_int_long,0,,,,,
player,201812160min,mia,GodcDa00,pass_defended,0,,,,,
player,201812160min,mia,GodcDa00,sacks,1.0,,,,,
player,201812160min,mia,GodcDa00,tackles_combined,2,,,,,
player,201812160min,mia,GodcDa00,tackles_solo,1,,,,,
player,201812160min,mia,GodcDa00,tackles_assists,1,,,,,
player,201812160min,mia,GodcDa00,tackles_loss,1,,,,,
player,201812160min,mia,GodcDa00,qb_hits,1,,,,,
player,201812160min,mia,GodcDa00,fumbles_rec,0,,,,,
player,201812160min,mia,GodcDa00,fumbles_rec_yds,0,,,,,
player,201812160min,mia,GodcDa00,fumbles_rec_td,0,,,,,
player,201812160min,mia,GodcDa00,fumbles_forced,0,,,,,
player,201812160min,mia,QuinRo00,def_int,0,,,,,
player,201812160min,mia,QuinRo00,def_int_yds,0,,,,,
player,201812160min,mia,QuinRo00,def_int_td,0,,,,,
player,201812160min,mia,QuinRo00,def_int_long,0,,,,,
player,201812160min,mia,QuinRo00,pass_defended,0,,,,,
player,201812160min,mia,QuinRo00,sacks,1.0,,,,,
player,201812160min,mia,QuinRo00,tackles_combined,2,,,,,
player,201812160min,mia,QuinRo00,tackles_solo,2,,,,,
player,201812160min,mia,QuinRo00,tackles_assists,0,,,,,
player,201812160min,mia,QuinRo00,tackles_loss,1,,,,,
player,201812160min,mia,QuinRo00,qb_hits,1,,,,,
player,201812160min,mia,QuinRo00,fumbles_rec,0,,,,,
player,201812160min,mia,QuinRo00,fumbles_rec_yds,0,,,,,
player,201812160min,mia,QuinRo00,fumbles_rec_td,0,,,,,
player,201812160min,mia,QuinRo00,fumbles_forced,0,,,,,
player,201812160min,mia,BakeJe00,def_int,0,,,,,
player,201812160min,mia,BakeJe00,def_int_yds,0,,,,,
player,201812160min,mia,BakeJe00,def_int_td,0,,,,,
player,201812160min,mia,BakeJe00,def_int_long,0,,,,,
player,201812160min,mia,BakeJe00,pass_defended,0,,,,,
player,201812160min,mia,BakeJe00,sacks,0.0,,,,,
player,201812160min,mia,BakeJe00,tackles_combined,6,,,,,
player,201812160min,mia,BakeJe00,tackles_solo,4,,,,,
