game,2018,12,20181122,201811220nor,atl,"Atlanta Falcons",17,nor,"New Orleans Saints",31
player,201811220nor,atl,ColeTe01,pass_sacked,0,,,,,
player,201811220nor,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201811220nor,atl,ColeTe01,pass_long,0,,,,,
player,201811220nor,atl,ColeTe01,pass_rating,,,,,,
player,201811220nor,atl,ColeTe01,rush_att,8,,,,,
player,201811220nor,atl,ColeTe01,rush_yds,6,,,,,
player,201811220nor,atl,ColeTe01,rush_td,0,,,,,
player,201811220nor,atl,ColeTe01,rush_long,4,,,,,
player,201811220nor,atl,ColeTe01,targets,4,,,,,
player,201811220nor,atl,ColeTe01,rec,3,,,,,
player,201811220nor,atl,ColeTe01,rec_yds,17,,,,,
player,201811220nor,atl,ColeTe01,rec_td,1,,,,,
player,201811220nor,atl,ColeTe01,rec_long,12,,,,,
player,201811220nor,atl,ColeTe01,fumbles,0,,,,,
player,201811220nor,atl,ColeTe01,fumbles_lost,0,,,,,
player,201811220nor,atl,SanuMo00,pass_cmp,0,,,,,
player,201811220nor,atl,SanuMo00,pass_att,0,,,,,
player,201811220nor,atl,SanuMo00,pass_yds,0,,,,,
player,201811220nor,atl,SanuMo00,pass_td,0,,,,,
player,201811220nor,atl,SanuMo00,pass_int,0,,,,,
player,201811220nor,atl,SanuMo00,pass_sacked,0,,,,,
player,201811220nor,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201811220nor,atl,SanuMo00,pass_long,0,,,,,
player,201811220nor,atl,SanuMo00,pass_rating,,,,,,
player,201811220nor,atl,SanuMo00,rush_att,1,,,,,
player,201811220nor,atl,SanuMo00,rush_yds,3,,,,,
player,201811220nor,atl,SanuMo00,rush_td,0,,,,,
player,201811220nor,atl,SanuMo00,rush_long,3,,,,,
player,201811220nor,atl,SanuMo00,targets,4,,,,,
player,201811220nor,atl,SanuMo00,rec,4,,,,,
player,201811220nor,atl,SanuMo00,rec_yds,74,,,,,
player,201811220nor,atl,SanuMo00,rec_td,0,,,,,
player,201811220nor,atl,SanuMo00,rec_long,37,,,,,
player,201811220nor,atl,SanuMo00,fumbles,0,,,,,
player,201811220nor,atl,SanuMo00,fumbles_lost,0,,,,,
player,201811220nor,atl,JoneJu02,pass_cmp,0,,,,,
player,201811220nor,atl,JoneJu02,pass_att,0,,,,,
player,201811220nor,atl,JoneJu02,pass_yds,0,,,,,
player,201811220nor,atl,JoneJu02,pass_td,0,,,,,
player,201811220nor,atl,JoneJu02,pass_int,0,,,,,
player,201811220nor,atl,JoneJu02,pass_sacked,0,,,,,
player,201811220nor,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201811220nor,atl,JoneJu02,pass_long,0,,,,,
player,201811220nor,atl,JoneJu02,pass_rating,,,,,,
player,201811220nor,atl,JoneJu02,rush_att,1,,,,,
player,201811220nor,atl,JoneJu02,rush_yds,1,,,,,
player,201811220nor,atl,JoneJu02,rush_td,0,,,,,
player,201811220nor,atl,JoneJu02,rush_long,1,,,,,
player,201811220nor,atl,JoneJu02,targets,14,,,,,
player,201811220nor,atl,JoneJu02,rec,11,,,,,
player,201811220nor,atl,JoneJu02,rec_yds,147,,,,,
player,201811220nor,atl,JoneJu02,rec_td,0,,,,,
player,201811220nor,atl,JoneJu02,rec_long,21,,,,,
player,201811220nor,atl,JoneJu02,fumbles,1,,,,,
player,201811220nor,atl,JoneJu02,fumbles_lost,1,,,,,
player,201811220nor,atl,RidlCa00,pass_cmp,0,,,,,
player,201811220nor,atl,RidlCa00,pass_att,0,,,,,
player,201811220nor,atl,RidlCa00,pass_yds,0,,,,,
player,201811220nor,atl,RidlCa00,pass_td,0,,,,,
player,201811220nor,atl,RidlCa00,pass_int,0,,,,,
player,201811220nor,atl,RidlCa00,pass_sacked,0,,,,,
player,201811220nor,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201811220nor,atl,RidlCa00,pass_long,0,,,,,
player,201811220nor,atl,RidlCa00,pass_rating,,,,,,
player,201811220nor,atl,RidlCa00,rush_att,0,,,,,
player,201811220nor,atl,RidlCa00,rush_yds,0,,,,,
player,201811220nor,atl,RidlCa00,rush_td,0,,,,,
player,201811220nor,atl,RidlCa00,rush_long,0,,,,,
player,201811220nor,atl,RidlCa00,targets,13,,,,,
player,201811220nor,atl,RidlCa00,rec,8,,,,,
player,201811220nor,atl,RidlCa00,rec_yds,93,,,,,
player,201811220nor,atl,RidlCa00,rec_td,1,,,,,
player,201811220nor,atl,RidlCa00,rec_long,50,,,,,
player,201811220nor,atl,RidlCa00,fumbles,1,,,,,
player,201811220nor,atl,RidlCa00,fumbles_lost,1,,,,,
player,201811220nor,atl,HoopAu00,pass_cmp,0,,,,,
player,201811220nor,atl,HoopAu00,pass_att,0,,,,,
player,201811220nor,atl,HoopAu00,pass_yds,0,,,,,
player,201811220nor,atl,HoopAu00,pass_td,0,,,,,
player,201811220nor,atl,HoopAu00,pass_int,0,,,,,
player,201811220nor,atl,HoopAu00,pass_sacked,0,,,,,
player,201811220nor,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201811220nor,atl,HoopAu00,pass_long,0,,,,,
player,201811220nor,atl,HoopAu00,pass_rating,,,,,,
player,201811220nor,atl,HoopAu00,rush_att,0,,,,,
player,201811220nor,atl,HoopAu00,rush_yds,0,,,,,
player,201811220nor,atl,HoopAu00,rush_td,0,,,,,
player,201811220nor,atl,HoopAu00,rush_long,0,,,,,
player,201811220nor,atl,HoopAu00,targets,5,,,,,
player,201811220nor,atl,HoopAu00,rec,5,,,,,
player,201811220nor,atl,HoopAu00,rec_yds,31,,,,,
player,201811220nor,atl,HoopAu00,rec_td,0,,,,,
player,201811220nor,atl,HoopAu00,rec_long,12,,,,,
player,201811220nor,atl,HoopAu00,fumbles,0,,,,,
player,201811220nor,atl,HoopAu00,fumbles_lost,0,,,,,
player,201811220nor,atl,SmitIt00,pass_cmp,0,,,,,
player,201811220nor,atl,SmitIt00,pass_att,0,,,,,
player,201811220nor,atl,SmitIt00,pass_yds,0,,,,,
player,201811220nor,atl,SmitIt00,pass_td,0,,,,,
player,201811220nor,atl,SmitIt00,pass_int,0,,,,,
player,201811220nor,atl,SmitIt00,pass_sacked,0,,,,,
player,201811220nor,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201811220nor,atl,SmitIt00,pass_long,0,,,,,
player,201811220nor,atl,SmitIt00,pass_rating,,,,,,
player,201811220nor,atl,SmitIt00,rush_att,4,,,,,
player,201811220nor,atl,SmitIt00,rush_yds,0,,,,,
player,201811220nor,atl,SmitIt00,rush_td,0,,,,,
player,201811220nor,atl,SmitIt00,rush_long,3,,,,,
player,201811220nor,atl,SmitIt00,targets,2,,,,,
player,201811220nor,atl,SmitIt00,rec,2,,,,,
player,201811220nor,atl,SmitIt00,rec_yds,7,,,,,
player,201811220nor,atl,SmitIt00,rec_td,0,,,,,
player,201811220nor,atl,SmitIt00,rec_long,4,,,,,
player,201811220nor,atl,SmitIt00,fumbles,0,,,,,
player,201811220nor,atl,SmitIt00,fumbles_lost,0,,,,,
player,201811220nor,atl,HardJu00,pass_cmp,0,,,,,
player,201811220nor,atl,HardJu00,pass_att,0,,,,,
player,201811220nor,atl,HardJu00,pass_yds,0,,,,,
player,201811220nor,atl,HardJu00,pass_td,0,,,,,
player,201811220nor,atl,HardJu00,pass_int,0,,,,,
player,201811220nor,atl,HardJu00,pass_sacked,0,,,,,
player,201811220nor,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201811220nor,atl,HardJu00,pass_long,0,,,,,
player,201811220nor,atl,HardJu00,pass_rating,,,,,,
player,201811220nor,atl,HardJu00,rush_att,0,,,,,
player,201811220nor,atl,HardJu00,rush_yds,0,,,,,
player,201811220nor,atl,HardJu00,rush_td,0,,,,,
player,201811220nor,atl,HardJu00,rush_long,0,,,,,
player,201811220nor,atl,HardJu00,targets,2,,,,,
player,201811220nor,atl,HardJu00,rec,1,,,,,
player,201811220nor,atl,HardJu00,rec_yds,6,,,,,
player,201811220nor,atl,HardJu00,rec_td,0,,,,,
player,201811220nor,atl,HardJu00,rec_long,6,,,,,
player,201811220nor,atl,HardJu00,fumbles,0,,,,,
player,201811220nor,atl,HardJu00,fumbles_lost,0,,,,,
player,201811220nor,atl,PaulLo00,pass_cmp,0,,,,,
player,201811220nor,atl,PaulLo00,pass_att,0,,,,,
player,201811220nor,atl,PaulLo00,pass_yds,0,,,,,
player,201811220nor,atl,PaulLo00,pass_td,0,,,,,
player,201811220nor,atl,PaulLo00,pass_int,0,,,,,
player,201811220nor,atl,PaulLo00,pass_sacked,0,,,,,
player,201811220nor,atl,PaulLo00,pass_sacked_yds,0,,,,,
player,201811220nor,atl,PaulLo00,pass_long,0,,,,,
player,201811220nor,atl,PaulLo00,pass_rating,,,,,,
player,201811220nor,atl,PaulLo00,rush_att,0,,,,,
player,201811220nor,atl,PaulLo00,rush_yds,0,,,,,
player,201811220nor,atl,PaulLo00,rush_td,0,,,,,
player,201811220nor,atl,PaulLo00,rush_long,0,,,,,
player,201811220nor,atl,PaulLo00,targets,1,,,,,
player,201811220nor,atl,PaulLo00,rec,1,,,,,
player,201811220nor,atl,PaulLo00,rec_yds,2,,,,,
player,201811220nor,atl,PaulLo00,rec_td,0,,,,,
player,201811220nor,atl,PaulLo00,rec_long,2,,,,,
player,201811220nor,atl,PaulLo00,fumbles,0,,,,,
player,201811220nor,atl,PaulLo00,fumbles_lost,0,,,,,
player,201811220nor,atl,HallMa02,pass_cmp,0,,,,,
player,201811220nor,atl,HallMa02,pass_att,0,,,,,
player,201811220nor,atl,HallMa02,pass_yds,0,,,,,
player,201811220nor,atl,HallMa02,pass_td,0,,,,,
player,201811220nor,atl,HallMa02,pass_int,0,,,,,
player,201811220nor,atl,HallMa02,pass_sacked,0,,,,,
player,201811220nor,atl,HallMa02,pass_sacked_yds,0,,,,,
player,201811220nor,atl,HallMa02,pass_long,0,,,,,
player,201811220nor,atl,HallMa02,pass_rating,,,,,,
player,201811220nor,atl,HallMa02,rush_att,0,,,,,
player,201811220nor,atl,HallMa02,rush_yds,0,,,,,
player,201811220nor,atl,HallMa02,rush_td,0,,,,,
player,201811220nor,atl,HallMa02,rush_long,0,,,,,
player,201811220nor,atl,HallMa02,targets,2,,,,,
player,201811220nor,atl,HallMa02,rec,0,,,,,
player,201811220nor,atl,HallMa02,rec_yds,0,,,,,
player,201811220nor,atl,HallMa02,rec_td,0,,,,,
player,201811220nor,atl,HallMa02,rec_long,0,,,,,
player,201811220nor,atl,HallMa02,fumbles,0,,,,,
player,201811220nor,atl,HallMa02,fumbles_lost,0,,,,,
player,201811220nor,nor,BreeDr00,pass_cmp,15,,,,,
player,201811220nor,nor,BreeDr00,pass_att,22,,,,,
player,201811220nor,nor,BreeDr00,pass_yds,171,,,,,
player,201811220nor,nor,BreeDr00,pass_td,4,,,,,
player,201811220nor,nor,BreeDr00,pass_int,1,,,,,
player,201811220nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201811220nor,nor,BreeDr00,pass_sacked_yds,6,,,,,
player,201811220nor,nor,BreeDr00,pass_long,28,,,,,
player,201811220nor,nor,BreeDr00,pass_rating,111.9,,,,,
player,201811220nor,nor,BreeDr00,rush_att,4,,,,,
player,201811220nor,nor,BreeDr00,rush_yds,-4,,,,,
player,201811220nor,nor,BreeDr00,rush_td,0,,,,,
player,201811220nor,nor,BreeDr00,rush_long,-1,,,,,
player,201811220nor,nor,BreeDr00,targets,0,,,,,
player,201811220nor,nor,BreeDr00,rec,0,,,,,
player,201811220nor,nor,BreeDr00,rec_yds,0,,,,,
player,201811220nor,nor,BreeDr00,rec_td,0,,,,,
player,201811220nor,nor,BreeDr00,rec_long,0,,,,,
player,201811220nor,nor,BreeDr00,fumbles,1,,,,,
player,201811220nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201811220nor,nor,KamaAl00,pass_cmp,0,,,,,
player,201811220nor,nor,KamaAl00,pass_att,0,,,,,
player,201811220nor,nor,KamaAl00,pass_yds,0,,,,,
player,201811220nor,nor,KamaAl00,pass_td,0,,,,,
player,201811220nor,nor,KamaAl00,pass_int,0,,,,,
player,201811220nor,nor,KamaAl00,pass_sacked,0,,,,,
player,201811220nor,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201811220nor,nor,KamaAl00,pass_long,0,,,,,
player,201811220nor,nor,KamaAl00,pass_rating,,,,,,
player,201811220nor,nor,KamaAl00,rush_att,14,,,,,
player,201811220nor,nor,KamaAl00,rush_yds,89,,,,,
player,201811220nor,nor,KamaAl00,rush_td,0,,,,,
player,201811220nor,nor,KamaAl00,rush_long,18,,,,,
player,201811220nor,nor,KamaAl00,targets,1,,,,,
player,201811220nor,nor,KamaAl00,rec,1,,,,,
player,201811220nor,nor,KamaAl00,rec_yds,9,,,,,
player,201811220nor,nor,KamaAl00,rec_td,0,,,,,
player,201811220nor,nor,KamaAl00,rec_long,9,,,,,
player,201811220nor,nor,KamaAl00,fumbles,0,,,,,
player,201811220nor,nor,KamaAl00,fumbles_lost,0,,,,,
player,201811220nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201811220nor,nor,IngrMa01,pass_att,0,,,,,
player,201811220nor,nor,IngrMa01,pass_yds,0,,,,,
player,201811220nor,nor,IngrMa01,pass_td,0,,,,,
player,201811220nor,nor,IngrMa01,pass_int,0,,,,,
player,201811220nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201811220nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201811220nor,nor,IngrMa01,pass_long,0,,,,,
player,201811220nor,nor,IngrMa01,pass_rating,,,,,,
player,201811220nor,nor,IngrMa01,rush_att,11,,,,,
player,201811220nor,nor,IngrMa01,rush_yds,52,,,,,
player,201811220nor,nor,IngrMa01,rush_td,0,,,,,
player,201811220nor,nor,IngrMa01,rush_long,12,,,,,
player,201811220nor,nor,IngrMa01,targets,2,,,,,
player,201811220nor,nor,IngrMa01,rec,2,,,,,
player,201811220nor,nor,IngrMa01,rec_yds,14,,,,,
player,201811220nor,nor,IngrMa01,rec_td,0,,,,,
player,201811220nor,nor,IngrMa01,rec_long,8,,,,,
player,201811220nor,nor,IngrMa01,fumbles,0,,,,,
player,201811220nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201811220nor,nor,HillTa00,pass_cmp,0,,,,,
player,201811220nor,nor,HillTa00,pass_att,0,,,,,
player,201811220nor,nor,HillTa00,pass_yds,0,,,,,
player,201811220nor,nor,HillTa00,pass_td,0,,,,,
player,201811220nor,nor,HillTa00,pass_int,0,,,,,
player,201811220nor,nor,HillTa00,pass_sacked,1,,,,,
player,201811220nor,nor,HillTa00,pass_sacked_yds,3,,,,,
player,201811220nor,nor,HillTa00,pass_long,0,,,,,
player,201811220nor,nor,HillTa00,pass_rating,,,,,,
player,201811220nor,nor,HillTa00,rush_att,2,,,,,
player,201811220nor,nor,HillTa00,rush_yds,13,,,,,
player,201811220nor,nor,HillTa00,rush_td,0,,,,,
player,201811220nor,nor,HillTa00,rush_long,8,,,,,
player,201811220nor,nor,HillTa00,targets,0,,,,,
player,201811220nor,nor,HillTa00,rec,0,,,,,
player,201811220nor,nor,HillTa00,rec_yds,0,,,,,
player,201811220nor,nor,HillTa00,rec_td,0,,,,,
player,201811220nor,nor,HillTa00,rec_long,0,,,,,
player,201811220nor,nor,HillTa00,fumbles,0,,,,,
player,201811220nor,nor,HillTa00,fumbles_lost,0,,,,,
player,201811220nor,nor,ArnoDa00,pass_cmp,0,,,,,
player,201811220nor,nor,ArnoDa00,pass_att,0,,,,,
player,201811220nor,nor,ArnoDa00,pass_yds,0,,,,,
player,201811220nor,nor,ArnoDa00,pass_td,0,,,,,
player,201811220nor,nor,ArnoDa00,pass_int,0,,,,,
player,201811220nor,nor,ArnoDa00,pass_sacked,0,,,,,
player,201811220nor,nor,ArnoDa00,pass_sacked_yds,0,,,,,
player,201811220nor,nor,ArnoDa00,pass_long,0,,,,,
player,201811220nor,nor,ArnoDa00,pass_rating,,,,,,
player,201811220nor,nor,ArnoDa00,rush_att,0,,,,,
player,201811220nor,nor,ArnoDa00,rush_yds,0,,,,,
player,201811220nor,nor,ArnoDa00,rush_td,0,,,,,
player,201811220nor,nor,ArnoDa00,rush_long,0,,,,,
player,201811220nor,nor,ArnoDa00,targets,6,,,,,
player,201811220nor,nor,ArnoDa00,rec,4,,,,,
player,201811220nor,nor,ArnoDa00,rec_yds,45,,,,,
player,201811220nor,nor,ArnoDa00,rec_td,1,,,,,
player,201811220nor,nor,ArnoDa00,rec_long,25,,,,,
player,201811220nor,nor,ArnoDa00,fumbles,0,,,,,
player,201811220nor,nor,ArnoDa00,fumbles_lost,0,,,,,
player,201811220nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201811220nor,nor,ThomMi05,pass_att,0,,,,,
player,201811220nor,nor,ThomMi05,pass_yds,0,,,,,
player,201811220nor,nor,ThomMi05,pass_td,0,,,,,
player,201811220nor,nor,ThomMi05,pass_int,0,,,,,
player,201811220nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201811220nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201811220nor,nor,ThomMi05,pass_long,0,,,,,
player,201811220nor,nor,ThomMi05,pass_rating,,,,,,
player,201811220nor,nor,ThomMi05,rush_att,0,,,,,
player,201811220nor,nor,ThomMi05,rush_yds,0,,,,,
player,201811220nor,nor,ThomMi05,rush_td,0,,,,,
player,201811220nor,nor,ThomMi05,rush_long,0,,,,,
player,201811220nor,nor,ThomMi05,targets,6,,,,,
player,201811220nor,nor,ThomMi05,rec,4,,,,,
player,201811220nor,nor,ThomMi05,rec_yds,38,,,,,
player,201811220nor,nor,ThomMi05,rec_td,0,,,,,
player,201811220nor,nor,ThomMi05,rec_long,13,,,,,
player,201811220nor,nor,ThomMi05,fumbles,0,,,,,
player,201811220nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201811220nor,nor,LewiTo00,pass_cmp,0,,,,,
player,201811220nor,nor,LewiTo00,pass_att,0,,,,,
player,201811220nor,nor,LewiTo00,pass_yds,0,,,,,
player,201811220nor,nor,LewiTo00,pass_td,0,,,,,
player,201811220nor,nor,LewiTo00,pass_int,0,,,,,
player,201811220nor,nor,LewiTo00,pass_sacked,0,,,,,
player,201811220nor,nor,LewiTo00,pass_sacked_yds,0,,,,,
player,201811220nor,nor,LewiTo00,pass_long,0,,,,,
player,201811220nor,nor,LewiTo00,pass_rating,,,,,,
player,201811220nor,nor,LewiTo00,rush_att,0,,,,,
player,201811220nor,nor,LewiTo00,rush_yds,0,,,,,
player,201811220nor,nor,LewiTo00,rush_td,0,,,,,
player,201811220nor,nor,LewiTo00,rush_long,0,,,,,
player,201811220nor,nor,LewiTo00,targets,1,,,,,
player,201811220nor,nor,LewiTo00,rec,1,,,,,
player,201811220nor,nor,LewiTo00,rec_yds,28,,,,,
player,201811220nor,nor,LewiTo00,rec_td,1,,,,,
player,201811220nor,nor,LewiTo00,rec_long,28,,,,,
player,201811220nor,nor,LewiTo00,fumbles,0,,,,,
player,201811220nor,nor,LewiTo00,fumbles_lost,0,,,,,
player,201811220nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201811220nor,nor,WatsBe00,pass_att,0,,,,,
player,201811220nor,nor,WatsBe00,pass_yds,0,,,,,
player,201811220nor,nor,WatsBe00,pass_td,0,,,,,
player,201811220nor,nor,WatsBe00,pass_int,0,,,,,
player,201811220nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201811220nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201811220nor,nor,WatsBe00,pass_long,0,,,,,
player,201811220nor,nor,WatsBe00,pass_rating,,,,,,
player,201811220nor,nor,WatsBe00,rush_att,0,,,,,
player,201811220nor,nor,WatsBe00,rush_yds,0,,,,,
player,201811220nor,nor,WatsBe00,rush_td,0,,,,,
player,201811220nor,nor,WatsBe00,rush_long,0,,,,,
player,201811220nor,nor,WatsBe00,targets,2,,,,,
player,201811220nor,nor,WatsBe00,rec,1,,,,,
player,201811220nor,nor,WatsBe00,rec_yds,20,,,,,
player,201811220nor,nor,WatsBe00,rec_td,0,,,,,
player,201811220nor,nor,WatsBe00,rec_long,20,,,,,
player,201811220nor,nor,WatsBe00,fumbles,0,,,,,
player,201811220nor,nor,WatsBe00,fumbles_lost,0,,,,,
player,201811220nor,nor,CarrAu00,pass_cmp,0,,,,,
player,201811220nor,nor,CarrAu00,pass_att,0,,,,,
player,201811220nor,nor,CarrAu00,pass_yds,0,,,,,
player,201811220nor,nor,CarrAu00,pass_td,0,,,,,
player,201811220nor,nor,CarrAu00,pass_int,0,,,,,
player,201811220nor,nor,CarrAu00,pass_sacked,0,,,,,
player,201811220nor,nor,CarrAu00,pass_sacked_yds,0,,,,,
player,201811220nor,nor,CarrAu00,pass_long,0,,,,,
player,201811220nor,nor,CarrAu00,pass_rating,,,,,,
player,201811220nor,nor,CarrAu00,rush_att,0,,,,,
player,201811220nor,nor,CarrAu00,rush_yds,0,,,,,
player,201811220nor,nor,CarrAu00,rush_td,0,,,,,
player,201811220nor,nor,CarrAu00,rush_long,0,,,,,
player,201811220nor,nor,CarrAu00,targets,1,,,,,
player,201811220nor,nor,CarrAu00,rec,1,,,,,
player,201811220nor,nor,CarrAu00,rec_yds,12,,,,,
player,201811220nor,nor,CarrAu00,rec_td,1,,,,,
player,201811220nor,nor,CarrAu00,rec_long,12,,,,,
player,201811220nor,nor,CarrAu00,fumbles,0,,,,,
player,201811220nor,nor,CarrAu00,fumbles_lost,0,,,,,
player,201811220nor,nor,KirkKe00,pass_cmp,0,,,,,
player,201811220nor,nor,KirkKe00,pass_att,0,,,,,
player,201811220nor,nor,KirkKe00,pass_yds,0,,,,,
player,201811220nor,nor,KirkKe00,pass_td,0,,,,,
player,201811220nor,nor,KirkKe00,pass_int,0,,,,,
player,201811220nor,nor,KirkKe00,pass_sacked,0,,,,,
player,201811220nor,nor,KirkKe00,pass_sacked_yds,0,,,,,
player,201811220nor,nor,KirkKe00,pass_long,0,,,,,
player,201811220nor,nor,KirkKe00,pass_rating,,,,,,
player,201811220nor,nor,KirkKe00,rush_att,0,,,,,
player,201811220nor,nor,KirkKe00,rush_yds,0,,,,,
player,201811220nor,nor,KirkKe00,rush_td,0,,,,,
player,201811220nor,nor,KirkKe00,rush_long,0,,,,,
player,201811220nor,nor,KirkKe00,targets,3,,,,,
player,201811220nor,nor,KirkKe00,rec,1,,,,,
player,201811220nor,nor,KirkKe00,rec_yds,5,,,,,
player,201811220nor,nor,KirkKe00,rec_td,1,,,,,
player,201811220nor,nor,KirkKe00,rec_long,5,,,,,
player,201811220nor,nor,KirkKe00,fumbles,0,,,,,
player,201811220nor,nor,KirkKe00,fumbles_lost,0,,,,,
player,201811220nor,atl,KazeDa00,def_int,1,,,,,
player,201811220nor,atl,KazeDa00,def_int_yds,0,,,,,
player,201811220nor,atl,KazeDa00,def_int_td,0,,,,,
player,201811220nor,atl,KazeDa00,def_int_long,0,,,,,
player,201811220nor,atl,KazeDa00,pass_defended,1,,,,,
player,201811220nor,atl,KazeDa00,sacks,0.0,,,,,
player,201811220nor,atl,KazeDa00,tackles_combined,5,,,,,
player,201811220nor,atl,KazeDa00,tackles_solo,4,,,,,
player,201811220nor,atl,KazeDa00,tackles_assists,1,,,,,
player,201811220nor,atl,KazeDa00,tackles_loss,0,,,,,
player,201811220nor,atl,KazeDa00,qb_hits,0,,,,,
player,201811220nor,atl,KazeDa00,fumbles_rec,0,,,,,
player,201811220nor,atl,KazeDa00,fumbles_rec_yds,0,,,,,
player,201811220nor,atl,KazeDa00,fumbles_rec_td,0,,,,,
player,201811220nor,atl,KazeDa00,fumbles_forced,0,,,,,
player,201811220nor,atl,CrawJa00,def_int,0,,,,,
player,201811220nor,atl,CrawJa00,def_int_yds,0,,,,,
player,201811220nor,atl,CrawJa00,def_int_td,0,,,,,
player,201811220nor,atl,CrawJa00,def_int_long,0,,,,,
player,201811220nor,atl,CrawJa00,pass_defended,0,,,,,
player,201811220nor,atl,CrawJa00,sacks,1.0,,,,,
player,201811220nor,atl,CrawJa00,tackles_combined,3,,,,,
player,201811220nor,atl,CrawJa00,tackles_solo,1,,,,,
player,201811220nor,atl,CrawJa00,tackles_assists,2,,,,,
player,201811220nor,atl,CrawJa00,tackles_loss,1,,,,,
player,201811220nor,atl,CrawJa00,qb_hits,1,,,,,
player,201811220nor,atl,CrawJa00,fumbles_rec,0,,,,,
player,201811220nor,atl,CrawJa00,fumbles_rec_yds,0,,,,,
player,201811220nor,atl,CrawJa00,fumbles_rec_td,0,,,,,
player,201811220nor,atl,CrawJa00,fumbles_forced,0,,,,,
player,201811220nor,atl,McClTe00,def_int,0,,,,,
