game,2018,13,20181202,201812020nwe,min,"Minnesota Vikings",10,nwe,"New England Patriots",24
player,201812020nwe,min,MurrLa00,rush_td,0,,,,,
player,201812020nwe,min,MurrLa00,rush_long,5,,,,,
player,201812020nwe,min,MurrLa00,targets,2,,,,,
player,201812020nwe,min,MurrLa00,rec,2,,,,,
player,201812020nwe,min,MurrLa00,rec_yds,3,,,,,
player,201812020nwe,min,MurrLa00,rec_td,0,,,,,
player,201812020nwe,min,MurrLa00,rec_long,2,,,,,
player,201812020nwe,min,MurrLa00,fumbles,0,,,,,
player,201812020nwe,min,MurrLa00,fumbles_lost,0,,,,,
player,201812020nwe,min,DiggSt00,pass_cmp,0,,,,,
player,201812020nwe,min,DiggSt00,pass_att,0,,,,,
player,201812020nwe,min,DiggSt00,pass_yds,0,,,,,
player,201812020nwe,min,DiggSt00,pass_td,0,,,,,
player,201812020nwe,min,DiggSt00,pass_int,0,,,,,
player,201812020nwe,min,DiggSt00,pass_sacked,0,,,,,
player,201812020nwe,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201812020nwe,min,DiggSt00,pass_long,0,,,,,
player,201812020nwe,min,DiggSt00,pass_rating,,,,,,
player,201812020nwe,min,DiggSt00,rush_att,0,,,,,
player,201812020nwe,min,DiggSt00,rush_yds,0,,,,,
player,201812020nwe,min,DiggSt00,rush_td,0,,,,,
player,201812020nwe,min,DiggSt00,rush_long,0,,,,,
player,201812020nwe,min,DiggSt00,targets,6,,,,,
player,201812020nwe,min,DiggSt00,rec,5,,,,,
player,201812020nwe,min,DiggSt00,rec_yds,49,,,,,
player,201812020nwe,min,DiggSt00,rec_td,0,,,,,
player,201812020nwe,min,DiggSt00,rec_long,24,,,,,
player,201812020nwe,min,DiggSt00,fumbles,0,,,,,
player,201812020nwe,min,DiggSt00,fumbles_lost,0,,,,,
player,201812020nwe,min,RudoKy00,pass_cmp,0,,,,,
player,201812020nwe,min,RudoKy00,pass_att,0,,,,,
player,201812020nwe,min,RudoKy00,pass_yds,0,,,,,
player,201812020nwe,min,RudoKy00,pass_td,0,,,,,
player,201812020nwe,min,RudoKy00,pass_int,0,,,,,
player,201812020nwe,min,RudoKy00,pass_sacked,0,,,,,
player,201812020nwe,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201812020nwe,min,RudoKy00,pass_long,0,,,,,
player,201812020nwe,min,RudoKy00,pass_rating,,,,,,
player,201812020nwe,min,RudoKy00,rush_att,0,,,,,
player,201812020nwe,min,RudoKy00,rush_yds,0,,,,,
player,201812020nwe,min,RudoKy00,rush_td,0,,,,,
player,201812020nwe,min,RudoKy00,rush_long,0,,,,,
player,201812020nwe,min,RudoKy00,targets,3,,,,,
player,201812020nwe,min,RudoKy00,rec,3,,,,,
player,201812020nwe,min,RudoKy00,rec_yds,38,,,,,
player,201812020nwe,min,RudoKy00,rec_td,0,,,,,
player,201812020nwe,min,RudoKy00,rec_long,23,,,,,
player,201812020nwe,min,RudoKy00,fumbles,0,,,,,
player,201812020nwe,min,RudoKy00,fumbles_lost,0,,,,,
player,201812020nwe,min,RobiAl00,pass_cmp,0,,,,,
player,201812020nwe,min,RobiAl00,pass_att,0,,,,,
player,201812020nwe,min,RobiAl00,pass_yds,0,,,,,
player,201812020nwe,min,RobiAl00,pass_td,0,,,,,
player,201812020nwe,min,RobiAl00,pass_int,0,,,,,
player,201812020nwe,min,RobiAl00,pass_sacked,0,,,,,
player,201812020nwe,min,RobiAl00,pass_sacked_yds,0,,,,,
player,201812020nwe,min,RobiAl00,pass_long,0,,,,,
player,201812020nwe,min,RobiAl00,pass_rating,,,,,,
player,201812020nwe,min,RobiAl00,rush_att,0,,,,,
player,201812020nwe,min,RobiAl00,rush_yds,0,,,,,
player,201812020nwe,min,RobiAl00,rush_td,0,,,,,
player,201812020nwe,min,RobiAl00,rush_long,0,,,,,
player,201812020nwe,min,RobiAl00,targets,9,,,,,
player,201812020nwe,min,RobiAl00,rec,5,,,,,
player,201812020nwe,min,RobiAl00,rec_yds,37,,,,,
player,201812020nwe,min,RobiAl00,rec_td,0,,,,,
player,201812020nwe,min,RobiAl00,rec_long,10,,,,,
player,201812020nwe,min,RobiAl00,fumbles,0,,,,,
player,201812020nwe,min,RobiAl00,fumbles_lost,0,,,,,
player,201812020nwe,min,ThieAd00,pass_cmp,0,,,,,
player,201812020nwe,min,ThieAd00,pass_att,0,,,,,
player,201812020nwe,min,ThieAd00,pass_yds,0,,,,,
player,201812020nwe,min,ThieAd00,pass_td,0,,,,,
player,201812020nwe,min,ThieAd00,pass_int,0,,,,,
player,201812020nwe,min,ThieAd00,pass_sacked,0,,,,,
player,201812020nwe,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201812020nwe,min,ThieAd00,pass_long,0,,,,,
player,201812020nwe,min,ThieAd00,pass_rating,,,,,,
player,201812020nwe,min,ThieAd00,rush_att,0,,,,,
player,201812020nwe,min,ThieAd00,rush_yds,0,,,,,
player,201812020nwe,min,ThieAd00,rush_td,0,,,,,
player,201812020nwe,min,ThieAd00,rush_long,0,,,,,
player,201812020nwe,min,ThieAd00,targets,10,,,,,
player,201812020nwe,min,ThieAd00,rec,5,,,,,
player,201812020nwe,min,ThieAd00,rec_yds,28,,,,,
player,201812020nwe,min,ThieAd00,rec_td,1,,,,,
player,201812020nwe,min,ThieAd00,rec_long,9,,,,,
player,201812020nwe,min,ThieAd00,fumbles,0,,,,,
player,201812020nwe,min,ThieAd00,fumbles_lost,0,,,,,
player,201812020nwe,min,TreaLa00,pass_cmp,0,,,,,
player,201812020nwe,min,TreaLa00,pass_att,0,,,,,
player,201812020nwe,min,TreaLa00,pass_yds,0,,,,,
player,201812020nwe,min,TreaLa00,pass_td,0,,,,,
player,201812020nwe,min,TreaLa00,pass_int,0,,,,,
player,201812020nwe,min,TreaLa00,pass_sacked,0,,,,,
player,201812020nwe,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201812020nwe,min,TreaLa00,pass_long,0,,,,,
player,201812020nwe,min,TreaLa00,pass_rating,,,,,,
player,201812020nwe,min,TreaLa00,rush_att,0,,,,,
player,201812020nwe,min,TreaLa00,rush_yds,0,,,,,
player,201812020nwe,min,TreaLa00,rush_td,0,,,,,
player,201812020nwe,min,TreaLa00,rush_long,0,,,,,
player,201812020nwe,min,TreaLa00,targets,2,,,,,
player,201812020nwe,min,TreaLa00,rec,2,,,,,
player,201812020nwe,min,TreaLa00,rec_yds,13,,,,,
player,201812020nwe,min,TreaLa00,rec_td,0,,,,,
player,201812020nwe,min,TreaLa00,rec_long,9,,,,,
player,201812020nwe,min,TreaLa00,fumbles,0,,,,,
player,201812020nwe,min,TreaLa00,fumbles_lost,0,,,,,
player,201812020nwe,min,HamxC.00,pass_cmp,0,,,,,
player,201812020nwe,min,HamxC.00,pass_att,0,,,,,
player,201812020nwe,min,HamxC.00,pass_yds,0,,,,,
player,201812020nwe,min,HamxC.00,pass_td,0,,,,,
player,201812020nwe,min,HamxC.00,pass_int,0,,,,,
player,201812020nwe,min,HamxC.00,pass_sacked,0,,,,,
player,201812020nwe,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201812020nwe,min,HamxC.00,pass_long,0,,,,,
player,201812020nwe,min,HamxC.00,pass_rating,,,,,,
player,201812020nwe,min,HamxC.00,rush_att,0,,,,,
player,201812020nwe,min,HamxC.00,rush_yds,0,,,,,
player,201812020nwe,min,HamxC.00,rush_td,0,,,,,
player,201812020nwe,min,HamxC.00,rush_long,0,,,,,
player,201812020nwe,min,HamxC.00,targets,2,,,,,
player,201812020nwe,min,HamxC.00,rec,2,,,,,
player,201812020nwe,min,HamxC.00,rec_yds,11,,,,,
player,201812020nwe,min,HamxC.00,rec_td,0,,,,,
player,201812020nwe,min,HamxC.00,rec_long,6,,,,,
player,201812020nwe,min,HamxC.00,fumbles,0,,,,,
player,201812020nwe,min,HamxC.00,fumbles_lost,0,,,,,
player,201812020nwe,nwe,BradTo00,pass_cmp,24,,,,,
player,201812020nwe,nwe,BradTo00,pass_att,32,,,,,
player,201812020nwe,nwe,BradTo00,pass_yds,311,,,,,
player,201812020nwe,nwe,BradTo00,pass_td,1,,,,,
player,201812020nwe,nwe,BradTo00,pass_int,1,,,,,
player,201812020nwe,nwe,BradTo00,pass_sacked,0,,,,,
player,201812020nwe,nwe,BradTo00,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,BradTo00,pass_long,42,,,,,
player,201812020nwe,nwe,BradTo00,pass_rating,102.5,,,,,
player,201812020nwe,nwe,BradTo00,rush_att,2,,,,,
player,201812020nwe,nwe,BradTo00,rush_yds,5,,,,,
player,201812020nwe,nwe,BradTo00,rush_td,0,,,,,
player,201812020nwe,nwe,BradTo00,rush_long,5,,,,,
player,201812020nwe,nwe,BradTo00,targets,0,,,,,
player,201812020nwe,nwe,BradTo00,rec,0,,,,,
player,201812020nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201812020nwe,nwe,BradTo00,rec_td,0,,,,,
player,201812020nwe,nwe,BradTo00,rec_long,0,,,,,
player,201812020nwe,nwe,BradTo00,fumbles,0,,,,,
player,201812020nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201812020nwe,nwe,MichSo00,pass_cmp,0,,,,,
player,201812020nwe,nwe,MichSo00,pass_att,0,,,,,
player,201812020nwe,nwe,MichSo00,pass_yds,0,,,,,
player,201812020nwe,nwe,MichSo00,pass_td,0,,,,,
player,201812020nwe,nwe,MichSo00,pass_int,0,,,,,
player,201812020nwe,nwe,MichSo00,pass_sacked,0,,,,,
player,201812020nwe,nwe,MichSo00,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,MichSo00,pass_long,0,,,,,
player,201812020nwe,nwe,MichSo00,pass_rating,,,,,,
player,201812020nwe,nwe,MichSo00,rush_att,17,,,,,
player,201812020nwe,nwe,MichSo00,rush_yds,63,,,,,
player,201812020nwe,nwe,MichSo00,rush_td,0,,,,,
player,201812020nwe,nwe,MichSo00,rush_long,8,,,,,
player,201812020nwe,nwe,MichSo00,targets,1,,,,,
player,201812020nwe,nwe,MichSo00,rec,1,,,,,
player,201812020nwe,nwe,MichSo00,rec_yds,7,,,,,
player,201812020nwe,nwe,MichSo00,rec_td,0,,,,,
player,201812020nwe,nwe,MichSo00,rec_long,7,,,,,
player,201812020nwe,nwe,MichSo00,fumbles,0,,,,,
player,201812020nwe,nwe,MichSo00,fumbles_lost,0,,,,,
player,201812020nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201812020nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201812020nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201812020nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201812020nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201812020nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201812020nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201812020nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201812020nwe,nwe,EdelJu00,rush_att,2,,,,,
player,201812020nwe,nwe,EdelJu00,rush_yds,35,,,,,
player,201812020nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201812020nwe,nwe,EdelJu00,rush_long,20,,,,,
player,201812020nwe,nwe,EdelJu00,targets,8,,,,,
player,201812020nwe,nwe,EdelJu00,rec,3,,,,,
player,201812020nwe,nwe,EdelJu00,rec_yds,25,,,,,
player,201812020nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201812020nwe,nwe,EdelJu00,rec_long,13,,,,,
player,201812020nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201812020nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201812020nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201812020nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201812020nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201812020nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201812020nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201812020nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201812020nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201812020nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201812020nwe,nwe,WhitJa02,rush_att,6,,,,,
player,201812020nwe,nwe,WhitJa02,rush_yds,26,,,,,
player,201812020nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201812020nwe,nwe,WhitJa02,rush_long,12,,,,,
player,201812020nwe,nwe,WhitJa02,targets,9,,,,,
player,201812020nwe,nwe,WhitJa02,rec,7,,,,,
player,201812020nwe,nwe,WhitJa02,rec_yds,92,,,,,
player,201812020nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201812020nwe,nwe,WhitJa02,rec_long,42,,,,,
player,201812020nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201812020nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201812020nwe,nwe,BurkRe00,pass_cmp,0,,,,,
player,201812020nwe,nwe,BurkRe00,pass_att,0,,,,,
player,201812020nwe,nwe,BurkRe00,pass_yds,0,,,,,
player,201812020nwe,nwe,BurkRe00,pass_td,0,,,,,
player,201812020nwe,nwe,BurkRe00,pass_int,0,,,,,
player,201812020nwe,nwe,BurkRe00,pass_sacked,0,,,,,
player,201812020nwe,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,BurkRe00,pass_long,0,,,,,
player,201812020nwe,nwe,BurkRe00,pass_rating,,,,,,
player,201812020nwe,nwe,BurkRe00,rush_att,7,,,,,
player,201812020nwe,nwe,BurkRe00,rush_yds,20,,,,,
player,201812020nwe,nwe,BurkRe00,rush_td,0,,,,,
player,201812020nwe,nwe,BurkRe00,rush_long,10,,,,,
player,201812020nwe,nwe,BurkRe00,targets,2,,,,,
player,201812020nwe,nwe,BurkRe00,rec,2,,,,,
player,201812020nwe,nwe,BurkRe00,rec_yds,21,,,,,
player,201812020nwe,nwe,BurkRe00,rec_td,0,,,,,
player,201812020nwe,nwe,BurkRe00,rec_long,15,,,,,
player,201812020nwe,nwe,BurkRe00,fumbles,0,,,,,
player,201812020nwe,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201812020nwe,nwe,PattCo00,pass_cmp,0,,,,,
player,201812020nwe,nwe,PattCo00,pass_att,0,,,,,
player,201812020nwe,nwe,PattCo00,pass_yds,0,,,,,
player,201812020nwe,nwe,PattCo00,pass_td,0,,,,,
player,201812020nwe,nwe,PattCo00,pass_int,0,,,,,
player,201812020nwe,nwe,PattCo00,pass_sacked,0,,,,,
player,201812020nwe,nwe,PattCo00,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,PattCo00,pass_long,0,,,,,
player,201812020nwe,nwe,PattCo00,pass_rating,,,,,,
player,201812020nwe,nwe,PattCo00,rush_att,1,,,,,
player,201812020nwe,nwe,PattCo00,rush_yds,6,,,,,
player,201812020nwe,nwe,PattCo00,rush_td,0,,,,,
player,201812020nwe,nwe,PattCo00,rush_long,6,,,,,
player,201812020nwe,nwe,PattCo00,targets,2,,,,,
player,201812020nwe,nwe,PattCo00,rec,2,,,,,
player,201812020nwe,nwe,PattCo00,rec_yds,53,,,,,
player,201812020nwe,nwe,PattCo00,rec_td,0,,,,,
player,201812020nwe,nwe,PattCo00,rec_long,29,,,,,
player,201812020nwe,nwe,PattCo00,fumbles,0,,,,,
player,201812020nwe,nwe,PattCo00,fumbles_lost,0,,,,,
player,201812020nwe,nwe,DeveJa00,pass_cmp,0,,,,,
player,201812020nwe,nwe,DeveJa00,pass_att,0,,,,,
player,201812020nwe,nwe,DeveJa00,pass_yds,0,,,,,
player,201812020nwe,nwe,DeveJa00,pass_td,0,,,,,
player,201812020nwe,nwe,DeveJa00,pass_int,0,,,,,
player,201812020nwe,nwe,DeveJa00,pass_sacked,0,,,,,
player,201812020nwe,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,DeveJa00,pass_long,0,,,,,
player,201812020nwe,nwe,DeveJa00,pass_rating,,,,,,
player,201812020nwe,nwe,DeveJa00,rush_att,4,,,,,
player,201812020nwe,nwe,DeveJa00,rush_yds,5,,,,,
player,201812020nwe,nwe,DeveJa00,rush_td,2,,,,,
player,201812020nwe,nwe,DeveJa00,rush_long,2,,,,,
player,201812020nwe,nwe,DeveJa00,targets,1,,,,,
player,201812020nwe,nwe,DeveJa00,rec,1,,,,,
player,201812020nwe,nwe,DeveJa00,rec_yds,9,,,,,
player,201812020nwe,nwe,DeveJa00,rec_td,0,,,,,
player,201812020nwe,nwe,DeveJa00,rec_long,9,,,,,
player,201812020nwe,nwe,DeveJa00,fumbles,0,,,,,
player,201812020nwe,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201812020nwe,nwe,GordJo02,pass_cmp,0,,,,,
player,201812020nwe,nwe,GordJo02,pass_att,0,,,,,
player,201812020nwe,nwe,GordJo02,pass_yds,0,,,,,
player,201812020nwe,nwe,GordJo02,pass_td,0,,,,,
player,201812020nwe,nwe,GordJo02,pass_int,0,,,,,
player,201812020nwe,nwe,GordJo02,pass_sacked,0,,,,,
player,201812020nwe,nwe,GordJo02,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,GordJo02,pass_long,0,,,,,
player,201812020nwe,nwe,GordJo02,pass_rating,,,,,,
player,201812020nwe,nwe,GordJo02,rush_att,0,,,,,
player,201812020nwe,nwe,GordJo02,rush_yds,0,,,,,
player,201812020nwe,nwe,GordJo02,rush_td,0,,,,,
player,201812020nwe,nwe,GordJo02,rush_long,0,,,,,
player,201812020nwe,nwe,GordJo02,targets,3,,,,,
player,201812020nwe,nwe,GordJo02,rec,3,,,,,
player,201812020nwe,nwe,GordJo02,rec_yds,58,,,,,
player,201812020nwe,nwe,GordJo02,rec_td,1,,,,,
player,201812020nwe,nwe,GordJo02,rec_long,24,,,,,
player,201812020nwe,nwe,GordJo02,fumbles,0,,,,,
player,201812020nwe,nwe,GordJo02,fumbles_lost,0,,,,,
player,201812020nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201812020nwe,nwe,GronRo00,pass_att,0,,,,,
player,201812020nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201812020nwe,nwe,GronRo00,pass_td,0,,,,,
player,201812020nwe,nwe,GronRo00,pass_int,0,,,,,
player,201812020nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201812020nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,GronRo00,pass_long,0,,,,,
player,201812020nwe,nwe,GronRo00,pass_rating,,,,,,
player,201812020nwe,nwe,GronRo00,rush_att,0,,,,,
player,201812020nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201812020nwe,nwe,GronRo00,rush_td,0,,,,,
player,201812020nwe,nwe,GronRo00,rush_long,0,,,,,
player,201812020nwe,nwe,GronRo00,targets,4,,,,,
player,201812020nwe,nwe,GronRo00,rec,3,,,,,
player,201812020nwe,nwe,GronRo00,rec_yds,26,,,,,
player,201812020nwe,nwe,GronRo00,rec_td,0,,,,,
player,201812020nwe,nwe,GronRo00,rec_long,15,,,,,
player,201812020nwe,nwe,GronRo00,fumbles,0,,,,,
player,201812020nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201812020nwe,nwe,HogaCh00,pass_cmp,0,,,,,
player,201812020nwe,nwe,HogaCh00,pass_att,0,,,,,
player,201812020nwe,nwe,HogaCh00,pass_yds,0,,,,,
player,201812020nwe,nwe,HogaCh00,pass_td,0,,,,,
player,201812020nwe,nwe,HogaCh00,pass_int,0,,,,,
player,201812020nwe,nwe,HogaCh00,pass_sacked,0,,,,,
player,201812020nwe,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201812020nwe,nwe,HogaCh00,pass_long,0,,,,,
player,201812020nwe,nwe,HogaCh00,pass_rating,,,,,,
player,201812020nwe,nwe,HogaCh00,rush_att,0,,,,,
player,201812020nwe,nwe,HogaCh00,rush_yds,0,,,,,
player,201812020nwe,nwe,HogaCh00,rush_td,0,,,,,
player,201812020nwe,nwe,HogaCh00,rush_long,0,,,,,
player,201812020nwe,nwe,HogaCh00,targets,2,,,,,
player,201812020nwe,nwe,HogaCh00,rec,2,,,,,
player,201812020nwe,nwe,HogaCh00,rec_yds,20,,,,,
player,201812020nwe,nwe,HogaCh00,rec_td,0,,,,,
player,201812020nwe,nwe,HogaCh00,rec_long,18,,,,,
player,201812020nwe,nwe,HogaCh00,fumbles,0,,,,,
player,201812020nwe,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201812020nwe,min,KendEr00,def_int,1,,,,,
player,201812020nwe,min,KendEr00,def_int_yds,0,,,,,
player,201812020nwe,min,KendEr00,def_int_td,0,,,,,
player,201812020nwe,min,KendEr00,def_int_long,0,,,,,
player,201812020nwe,min,KendEr00,pass_defended,1,,,,,
player,201812020nwe,min,KendEr00,sacks,0.0,,,,,
player,201812020nwe,min,KendEr00,tackles_combined,16,,,,,
player,201812020nwe,min,KendEr00,tackles_solo,8,,,,,
player,201812020nwe,min,KendEr00,tackles_assists,8,,,,,
player,201812020nwe,min,KendEr00,tackles_loss,0,,,,,
player,201812020nwe,min,KendEr00,qb_hits,0,,,,,
player,201812020nwe,min,KendEr00,fumbles_rec,0,,,,,
player,201812020nwe,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201812020nwe,min,KendEr00,fumbles_rec_td,0,,,,,
player,201812020nwe,min,KendEr00,fumbles_forced,0,,,,,
player,201812020nwe,min,HarrAn01,def_int,0,,,,,
player,201812020nwe,min,HarrAn01,def_int_yds,0,,,,,
player,201812020nwe,min,HarrAn01,def_int_td,0,,,,,
player,201812020nwe,min,HarrAn01,def_int_long,0,,,,,
player,201812020nwe,min,HarrAn01,pass_defended,1,,,,,
player,201812020nwe,min,HarrAn01,sacks,0.0,,,,,
player,201812020nwe,min,HarrAn01,tackles_combined,7,,,,,
player,201812020nwe,min,HarrAn01,tackles_solo,5,,,,,
player,201812020nwe,min,HarrAn01,tackles_assists,2,,,,,
player,201812020nwe,min,HarrAn01,tackles_loss,0,,,,,
player,201812020nwe,min,HarrAn01,qb_hits,0,,,,,
player,201812020nwe,min,HarrAn01,fumbles_rec,0,,,,,
player,201812020nwe,min,HarrAn01,fumbles_rec_yds,0,,,,,
player,201812020nwe,min,HarrAn01,fumbles_rec_td,0,,,,,
player,201812020nwe,min,HarrAn01,fumbles_forced,0,,,,,
player,201812020nwe,min,JoseLi99,def_int,0,,,,,
player,201812020nwe,min,JoseLi99,def_int_yds,0,,,,,
player,201812020nwe,min,JoseLi99,def_int_td,0,,,,,
player,201812020nwe,min,JoseLi99,def_int_long,0,,,,,
player,201812020nwe,min,JoseLi99,pass_defended,0,,,,,
player,201812020nwe,min,JoseLi99,sacks,0.0,,,,,
player,201812020nwe,min,JoseLi99,tackles_combined,7,,,,,
player,201812020nwe,min,JoseLi99,tackles_solo,5,,,,,
player,201812020nwe,min,JoseLi99,tackles_assists,2,,,,,
player,201812020nwe,min,JoseLi99,tackles_loss,0,,,,,
