game,2018,17,20181230,201812300nor,car,"Carolina Panthers",33,nor,"New Orleans Saints",14
team,201812300nor,car,First Downs,25,,,,,,
team,201812300nor,nor,First Downs,17,,,,,,
team,201812300nor,car,Rush-Yds-TDs,37-111-2,,,,,,
team,201812300nor,nor,Rush-Yds-TDs,27-184-1,,,,,,
team,201812300nor,car,Cmp-Att-Yd-TD-INT,18-30-268-2-0,,,,,,
team,201812300nor,nor,Cmp-Att-Yd-TD-INT,14-22-118-1-1,,,,,,
team,201812300nor,car,Sacked-Yards,1-5,,,,,,
team,201812300nor,nor,Sacked-Yards,2-8,,,,,,
team,201812300nor,car,Net Pass Yards,263,,,,,,
team,201812300nor,nor,Net Pass Yards,110,,,,,,
team,201812300nor,car,Total Yards,374,,,,,,
team,201812300nor,nor,Total Yards,294,,,,,,
team,201812300nor,car,Fumbles-Lost,0-0,,,,,,
team,201812300nor,nor,Fumbles-Lost,0-0,,,,,,
team,201812300nor,car,Turnovers,0,,,,,,
team,201812300nor,nor,Turnovers,1,,,,,,
team,201812300nor,car,Penalties-Yards,2-10,,,,,,
team,201812300nor,nor,Penalties-Yards,6-94,,,,,,
team,201812300nor,car,Third Down Conv.,6-13,,,,,,
team,201812300nor,nor,Third Down Conv.,4-10,,,,,,
team,201812300nor,car,Fourth Down Conv.,1-2,,,,,,
team,201812300nor,nor,Fourth Down Conv.,0-1,,,,,,
team,201812300nor,car,Time of Possession,33:26,,,,,,
team,201812300nor,nor,Time of Possession,26:34,,,,,,
player,201812300nor,car,AlleKy00,pass_cmp,16,,,,,
player,201812300nor,car,AlleKy00,pass_att,27,,,,,
player,201812300nor,car,AlleKy00,pass_yds,228,,,,,
player,201812300nor,car,AlleKy00,pass_td,2,,,,,
player,201812300nor,car,AlleKy00,pass_int,0,,,,,
player,201812300nor,car,AlleKy00,pass_sacked,0,,,,,
player,201812300nor,car,AlleKy00,pass_sacked_yds,0,,,,,
player,201812300nor,car,AlleKy00,pass_long,53,,,,,
player,201812300nor,car,AlleKy00,pass_rating,111.3,,,,,
player,201812300nor,car,AlleKy00,rush_att,5,,,,,
player,201812300nor,car,AlleKy00,rush_yds,19,,,,,
player,201812300nor,car,AlleKy00,rush_td,1,,,,,
player,201812300nor,car,AlleKy00,rush_long,10,,,,,
player,201812300nor,car,AlleKy00,targets,0,,,,,
player,201812300nor,car,AlleKy00,rec,0,,,,,
player,201812300nor,car,AlleKy00,rec_yds,0,,,,,
player,201812300nor,car,AlleKy00,rec_td,0,,,,,
player,201812300nor,car,AlleKy00,rec_long,0,,,,,
player,201812300nor,car,AlleKy00,fumbles,0,,,,,
player,201812300nor,car,AlleKy00,fumbles_lost,0,,,,,
player,201812300nor,car,GilbGa01,pass_cmp,2,,,,,
player,201812300nor,car,GilbGa01,pass_att,3,,,,,
player,201812300nor,car,GilbGa01,pass_yds,40,,,,,
player,201812300nor,car,GilbGa01,pass_td,0,,,,,
player,201812300nor,car,GilbGa01,pass_int,0,,,,,
player,201812300nor,car,GilbGa01,pass_sacked,1,,,,,
player,201812300nor,car,GilbGa01,pass_sacked_yds,5,,,,,
