game,2018,7,20181021,201810210rav,nor,"New Orleans Saints",24,rav,"Baltimore Ravens",23
player,201810210rav,rav,UrbaBr00,def_int,0,,,,,
player,201810210rav,rav,UrbaBr00,def_int_yds,0,,,,,
player,201810210rav,rav,UrbaBr00,def_int_td,0,,,,,
player,201810210rav,rav,UrbaBr00,def_int_long,0,,,,,
player,201810210rav,rav,UrbaBr00,pass_defended,0,,,,,
player,201810210rav,rav,UrbaBr00,sacks,0.0,,,,,
player,201810210rav,rav,UrbaBr00,tackles_combined,2,,,,,
player,201810210rav,rav,UrbaBr00,tackles_solo,2,,,,,
player,201810210rav,rav,UrbaBr00,tackles_assists,0,,,,,
player,201810210rav,rav,UrbaBr00,tackles_loss,0,,,,,
player,201810210rav,rav,UrbaBr00,qb_hits,0,,,,,
player,201810210rav,rav,UrbaBr00,fumbles_rec,0,,,,,
player,201810210rav,rav,UrbaBr00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,UrbaBr00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,UrbaBr00,fumbles_forced,0,,,,,
player,201810210rav,rav,WillTi00,def_int,0,,,,,
player,201810210rav,rav,WillTi00,def_int_yds,0,,,,,
player,201810210rav,rav,WillTi00,def_int_td,0,,,,,
player,201810210rav,rav,WillTi00,def_int_long,0,,,,,
player,201810210rav,rav,WillTi00,pass_defended,0,,,,,
player,201810210rav,rav,WillTi00,sacks,0.0,,,,,
player,201810210rav,rav,WillTi00,tackles_combined,2,,,,,
player,201810210rav,rav,WillTi00,tackles_solo,1,,,,,
player,201810210rav,rav,WillTi00,tackles_assists,1,,,,,
player,201810210rav,rav,WillTi00,tackles_loss,1,,,,,
player,201810210rav,rav,WillTi00,qb_hits,0,,,,,
player,201810210rav,rav,WillTi00,fumbles_rec,0,,,,,
player,201810210rav,rav,WillTi00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,WillTi00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,WillTi00,fumbles_forced,0,,,,,
player,201810210rav,rav,HenrWi00,def_int,0,,,,,
player,201810210rav,rav,HenrWi00,def_int_yds,0,,,,,
player,201810210rav,rav,HenrWi00,def_int_td,0,,,,,
player,201810210rav,rav,HenrWi00,def_int_long,0,,,,,
player,201810210rav,rav,HenrWi00,pass_defended,0,,,,,
player,201810210rav,rav,HenrWi00,sacks,0.0,,,,,
player,201810210rav,rav,HenrWi00,tackles_combined,1,,,,,
player,201810210rav,rav,HenrWi00,tackles_solo,1,,,,,
player,201810210rav,rav,HenrWi00,tackles_assists,0,,,,,
player,201810210rav,rav,HenrWi00,tackles_loss,0,,,,,
player,201810210rav,rav,HenrWi00,qb_hits,0,,,,,
player,201810210rav,rav,HenrWi00,fumbles_rec,0,,,,,
player,201810210rav,rav,HenrWi00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,HenrWi00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,HenrWi00,fumbles_forced,0,,,,,
player,201810210rav,rav,JudoMa00,def_int,0,,,,,
player,201810210rav,rav,JudoMa00,def_int_yds,0,,,,,
player,201810210rav,rav,JudoMa00,def_int_td,0,,,,,
player,201810210rav,rav,JudoMa00,def_int_long,0,,,,,
player,201810210rav,rav,JudoMa00,pass_defended,0,,,,,
player,201810210rav,rav,JudoMa00,sacks,0.0,,,,,
player,201810210rav,rav,JudoMa00,tackles_combined,1,,,,,
player,201810210rav,rav,JudoMa00,tackles_solo,0,,,,,
player,201810210rav,rav,JudoMa00,tackles_assists,1,,,,,
player,201810210rav,rav,JudoMa00,tackles_loss,0,,,,,
player,201810210rav,rav,JudoMa00,qb_hits,0,,,,,
player,201810210rav,rav,JudoMa00,fumbles_rec,0,,,,,
player,201810210rav,rav,JudoMa00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,JudoMa00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,JudoMa00,fumbles_forced,0,,,,,
player,201810210rav,rav,LeviAn00,def_int,0,,,,,
player,201810210rav,rav,LeviAn00,def_int_yds,0,,,,,
player,201810210rav,rav,LeviAn00,def_int_td,0,,,,,
player,201810210rav,rav,LeviAn00,def_int_long,0,,,,,
player,201810210rav,rav,LeviAn00,pass_defended,0,,,,,
player,201810210rav,rav,LeviAn00,sacks,0.0,,,,,
player,201810210rav,rav,LeviAn00,tackles_combined,1,,,,,
player,201810210rav,rav,LeviAn00,tackles_solo,1,,,,,
player,201810210rav,rav,LeviAn00,tackles_assists,0,,,,,
player,201810210rav,rav,LeviAn00,tackles_loss,0,,,,,
player,201810210rav,rav,LeviAn00,qb_hits,0,,,,,
player,201810210rav,rav,LeviAn00,fumbles_rec,0,,,,,
player,201810210rav,rav,LeviAn00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,LeviAn00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,LeviAn00,fumbles_forced,0,,,,,
player,201810210rav,rav,OnwuPa00,def_int,0,,,,,
player,201810210rav,rav,OnwuPa00,def_int_yds,0,,,,,
player,201810210rav,rav,OnwuPa00,def_int_td,0,,,,,
player,201810210rav,rav,OnwuPa00,def_int_long,0,,,,,
player,201810210rav,rav,OnwuPa00,pass_defended,0,,,,,
player,201810210rav,rav,OnwuPa00,sacks,0.0,,,,,
player,201810210rav,rav,OnwuPa00,tackles_combined,1,,,,,
player,201810210rav,rav,OnwuPa00,tackles_solo,1,,,,,
player,201810210rav,rav,OnwuPa00,tackles_assists,0,,,,,
player,201810210rav,rav,OnwuPa00,tackles_loss,0,,,,,
player,201810210rav,rav,OnwuPa00,qb_hits,0,,,,,
player,201810210rav,rav,OnwuPa00,fumbles_rec,0,,,,,
player,201810210rav,rav,OnwuPa00,fumbles_rec_yds,0,,,,,
player,201810210rav,rav,OnwuPa00,fumbles_rec_td,0,,,,,
player,201810210rav,rav,OnwuPa00,fumbles_forced,0,,,,,
player,201810210rav,nor,KamaAl00,kick_ret,0,,,,,
player,201810210rav,nor,KamaAl00,kick_ret_yds,0,,,,,
player,201810210rav,nor,KamaAl00,kick_ret_yds_per_ret,,,,,,
player,201810210rav,nor,KamaAl00,kick_ret_td,0,,,,,
player,201810210rav,nor,KamaAl00,kick_ret_long,0,,,,,
player,201810210rav,nor,KamaAl00,punt_ret,1,,,,,
player,201810210rav,nor,KamaAl00,punt_ret_yds,12,,,,,
player,201810210rav,nor,KamaAl00,punt_ret_yds_per_ret,12.0,,,,,
player,201810210rav,nor,KamaAl00,punt_ret_td,0,,,,,
player,201810210rav,nor,KamaAl00,punt_ret_long,12,,,,,
player,201810210rav,nor,LineZa01,kick_ret,1,,,,,
player,201810210rav,nor,LineZa01,kick_ret_yds,16,,,,,
player,201810210rav,nor,LineZa01,kick_ret_yds_per_ret,16.0,,,,,
player,201810210rav,nor,LineZa01,kick_ret_td,0,,,,,
player,201810210rav,nor,LineZa01,kick_ret_long,16,,,,,
player,201810210rav,nor,LineZa01,punt_ret,0,,,,,
player,201810210rav,nor,LineZa01,punt_ret_yds,0,,,,,
player,201810210rav,nor,LineZa01,punt_ret_yds_per_ret,,,,,,
player,201810210rav,nor,LineZa01,punt_ret_td,0,,,,,
player,201810210rav,nor,LineZa01,punt_ret_long,0,,,,,
player,201810210rav,rav,JoneCy00,kick_ret,0,,,,,
player,201810210rav,rav,JoneCy00,kick_ret_yds,0,,,,,
player,201810210rav,rav,JoneCy00,kick_ret_yds_per_ret,,,,,,
player,201810210rav,rav,JoneCy00,kick_ret_td,0,,,,,
player,201810210rav,rav,JoneCy00,kick_ret_long,0,,,,,
player,201810210rav,rav,JoneCy00,punt_ret,1,,,,,
player,201810210rav,rav,JoneCy00,punt_ret_yds,8,,,,,
player,201810210rav,rav,JoneCy00,punt_ret_yds_per_ret,8.0,,,,,
player,201810210rav,rav,JoneCy00,punt_ret_td,0,,,,,
player,201810210rav,rav,JoneCy00,punt_ret_long,8,,,,,
player,201810210rav,rav,MoorCh00,kick_ret,3,,,,,
player,201810210rav,rav,MoorCh00,kick_ret_yds,50,,,,,
player,201810210rav,rav,MoorCh00,kick_ret_yds_per_ret,16.7,,,,,
player,201810210rav,rav,MoorCh00,kick_ret_td,0,,,,,
player,201810210rav,rav,MoorCh00,kick_ret_long,21,,,,,
player,201810210rav,rav,MoorCh00,punt_ret,0,,,,,
player,201810210rav,rav,MoorCh00,punt_ret_yds,0,,,,,
player,201810210rav,rav,MoorCh00,punt_ret_yds_per_ret,,,,,,
player,201810210rav,rav,MoorCh00,punt_ret_td,0,,,,,
player,201810210rav,rav,MoorCh00,punt_ret_long,0,,,,,
player,201810210rav,nor,LutzWi00,xpm,3,,,,,
player,201810210rav,nor,LutzWi00,xpa,3,,,,,
player,201810210rav,nor,LutzWi00,fgm,1,,,,,
player,201810210rav,nor,LutzWi00,fga,1,,,,,
player,201810210rav,nor,LutzWi00,punt,0,,,,,
player,201810210rav,nor,LutzWi00,punt_yds,0,,,,,
player,201810210rav,nor,LutzWi00,punt_yds_per_punt,,,,,,
player,201810210rav,nor,LutzWi00,punt_long,0,,,,,
player,201810210rav,nor,MorsTh00,xpm,,,,,,
player,201810210rav,nor,MorsTh00,xpa,,,,,,
player,201810210rav,nor,MorsTh00,fgm,,,,,,
player,201810210rav,nor,MorsTh00,fga,,,,,,
player,201810210rav,nor,MorsTh00,punt,2,,,,,
player,201810210rav,nor,MorsTh00,punt_yds,88,,,,,
player,201810210rav,nor,MorsTh00,punt_yds_per_punt,44.0,,,,,
player,201810210rav,nor,MorsTh00,punt_long,52,,,,,
player,201810210rav,rav,TuckJu00,xpm,2,,,,,
player,201810210rav,rav,TuckJu00,xpa,3,,,,,
player,201810210rav,rav,TuckJu00,fgm,1,,,,,
player,201810210rav,rav,TuckJu00,fga,1,,,,,
player,201810210rav,rav,TuckJu00,punt,0,,,,,
player,201810210rav,rav,TuckJu00,punt_yds,0,,,,,
player,201810210rav,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201810210rav,rav,TuckJu00,punt_long,0,,,,,
player,201810210rav,rav,KochSa20,xpm,,,,,,
player,201810210rav,rav,KochSa20,xpa,,,,,,
player,201810210rav,rav,KochSa20,fgm,,,,,,
player,201810210rav,rav,KochSa20,fga,,,,,,
player,201810210rav,rav,KochSa20,punt,3,,,,,
player,201810210rav,rav,KochSa20,punt_yds,137,,,,,
player,201810210rav,rav,KochSa20,punt_yds_per_punt,45.7,,,,,
player,201810210rav,rav,KochSa20,punt_long,53,,,,,
player,201810210rav,nor,BreeDr00,pass_cmp,22,,,,,
player,201810210rav,nor,BreeDr00,pass_att,30,,,,,
player,201810210rav,nor,BreeDr00,pass_yds,212,,,,,
player,201810210rav,nor,BreeDr00,pass_first_down,12,,,,,
player,201810210rav,nor,BreeDr00,pass_air_yds,146,,,,,
player,201810210rav,nor,BreeDr00,pass_air_yds_per_cmp,6.6,,,,,
player,201810210rav,nor,BreeDr00,pass_air_yds_per_att,4.9,,,,,
player,201810210rav,nor,BreeDr00,pass_tgt_yds_per_att,6.7,,,,,
player,201810210rav,nor,BreeDr00,pass_yac,66,,,,,
player,201810210rav,nor,BreeDr00,pass_yac_per_cmp,3.0,,,,,
player,201810210rav,nor,BreeDr00,pass_drops,2,,,,,
player,201810210rav,nor,BreeDr00,pass_drop_pct,6.7,,,,,
player,201810210rav,nor,BreeDr00,pass_poor_throws,3,,,,,
player,201810210rav,nor,BreeDr00,pass_poor_throw_pct,10.0,,,,,
player,201810210rav,nor,BreeDr00,pass_blitzed,15,,,,,
player,201810210rav,nor,BreeDr00,pass_hurried,2,,,,,
player,201810210rav,nor,BreeDr00,pass_hits,2,,,,,
player,201810210rav,nor,BreeDr00,rush_scrambles,0,,,,,
player,201810210rav,nor,BreeDr00,rush_scrambles_yds_per_att,,,,,,
player,201810210rav,rav,FlacJo00,pass_cmp,23,,,,,
player,201810210rav,rav,FlacJo00,pass_att,39,,,,,
player,201810210rav,rav,FlacJo00,pass_yds,279,,,,,
player,201810210rav,rav,FlacJo00,pass_first_down,14,,,,,
player,201810210rav,rav,FlacJo00,pass_air_yds,169,,,,,
player,201810210rav,rav,FlacJo00,pass_air_yds_per_cmp,7.3,,,,,
player,201810210rav,rav,FlacJo00,pass_air_yds_per_att,4.3,,,,,
player,201810210rav,rav,FlacJo00,pass_tgt_yds_per_att,8.5,,,,,
player,201810210rav,rav,FlacJo00,pass_yac,110,,,,,
player,201810210rav,rav,FlacJo00,pass_yac_per_cmp,4.8,,,,,
player,201810210rav,rav,FlacJo00,pass_drops,2,,,,,
player,201810210rav,rav,FlacJo00,pass_drop_pct,5.1,,,,,
player,201810210rav,rav,FlacJo00,pass_poor_throws,5,,,,,
player,201810210rav,rav,FlacJo00,pass_poor_throw_pct,12.8,,,,,
player,201810210rav,rav,FlacJo00,pass_blitzed,8,,,,,
player,201810210rav,rav,FlacJo00,pass_hurried,6,,,,,
player,201810210rav,rav,FlacJo00,pass_hits,1,,,,,
player,201810210rav,rav,FlacJo00,rush_scrambles,0,,,,,
player,201810210rav,rav,FlacJo00,rush_scrambles_yds_per_att,,,,,,
player,201810210rav,rav,JackLa00,pass_cmp,1,,,,,
player,201810210rav,rav,JackLa00,pass_att,1,,,,,
player,201810210rav,rav,JackLa00,pass_yds,5,,,,,
player,201810210rav,rav,JackLa00,pass_first_down,0,,,,,
player,201810210rav,rav,JackLa00,pass_air_yds,4,,,,,
player,201810210rav,rav,JackLa00,pass_air_yds_per_cmp,4.0,,,,,
player,201810210rav,rav,JackLa00,pass_air_yds_per_att,4.0,,,,,
player,201810210rav,rav,JackLa00,pass_tgt_yds_per_att,4.0,,,,,
player,201810210rav,rav,JackLa00,pass_yac,1,,,,,
player,201810210rav,rav,JackLa00,pass_yac_per_cmp,1.0,,,,,
player,201810210rav,rav,JackLa00,pass_drops,0,,,,,
player,201810210rav,rav,JackLa00,pass_drop_pct,0.0,,,,,
player,201810210rav,rav,JackLa00,pass_poor_throws,0,,,,,
player,201810210rav,rav,JackLa00,pass_poor_throw_pct,0.0,,,,,
player,201810210rav,rav,JackLa00,pass_blitzed,0,,,,,
player,201810210rav,rav,JackLa00,pass_hurried,0,,,,,
player,201810210rav,rav,JackLa00,pass_hits,0,,,,,
player,201810210rav,rav,JackLa00,rush_scrambles,0,,,,,
player,201810210rav,rav,JackLa00,rush_scrambles_yds_per_att,,,,,,
player,201810210rav,nor,KamaAl00,rush_att,17,,,,,
player,201810210rav,nor,KamaAl00,rush_yds,64,,,,,
player,201810210rav,nor,KamaAl00,rush_first_down,4,,,,,
player,201810210rav,nor,KamaAl00,rush_yds_before_contact,30,,,,,
player,201810210rav,nor,KamaAl00,rush_yds_bc_per_rush,1.8,,,,,
player,201810210rav,nor,KamaAl00,rush_yac,34,,,,,
player,201810210rav,nor,KamaAl00,rush_yac_per_rush,2.0,,,,,
player,201810210rav,nor,KamaAl00,rush_broken_tackles,1,,,,,
player,201810210rav,nor,KamaAl00,rush_broken_tackles_per_rush,17.0,,,,,
player,201810210rav,nor,IngrMa01,rush_att,12,,,,,
player,201810210rav,nor,IngrMa01,rush_yds,32,,,,,
player,201810210rav,nor,IngrMa01,rush_first_down,2,,,,,
player,201810210rav,nor,IngrMa01,rush_yds_before_contact,12,,,,,
player,201810210rav,nor,IngrMa01,rush_yds_bc_per_rush,1.0,,,,,
player,201810210rav,nor,IngrMa01,rush_yac,20,,,,,
player,201810210rav,nor,IngrMa01,rush_yac_per_rush,1.7,,,,,
player,201810210rav,nor,IngrMa01,rush_broken_tackles,1,,,,,
player,201810210rav,nor,IngrMa01,rush_broken_tackles_per_rush,12.0,,,,,
player,201810210rav,nor,HillTa00,rush_att,6,,,,,
player,201810210rav,nor,HillTa00,rush_yds,35,,,,,
player,201810210rav,nor,HillTa00,rush_first_down,3,,,,,
player,201810210rav,nor,HillTa00,rush_yds_before_contact,25,,,,,
player,201810210rav,nor,HillTa00,rush_yds_bc_per_rush,4.2,,,,,
player,201810210rav,nor,HillTa00,rush_yac,10,,,,,
player,201810210rav,nor,HillTa00,rush_yac_per_rush,1.7,,,,,
player,201810210rav,nor,HillTa00,rush_broken_tackles,0,,,,,
player,201810210rav,nor,HillTa00,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,nor,BreeDr00,rush_att,4,,,,,
player,201810210rav,nor,BreeDr00,rush_yds,3,,,,,
player,201810210rav,nor,BreeDr00,rush_first_down,3,,,,,
player,201810210rav,nor,BreeDr00,rush_yds_before_contact,3,,,,,
player,201810210rav,nor,BreeDr00,rush_yds_bc_per_rush,0.8,,,,,
player,201810210rav,nor,BreeDr00,rush_yac,0,,,,,
player,201810210rav,nor,BreeDr00,rush_yac_per_rush,0.0,,,,,
player,201810210rav,nor,BreeDr00,rush_broken_tackles,0,,,,,
player,201810210rav,nor,BreeDr00,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,rav,CollAl00,rush_att,11,,,,,
player,201810210rav,rav,CollAl00,rush_yds,38,,,,,
player,201810210rav,rav,CollAl00,rush_first_down,1,,,,,
player,201810210rav,rav,CollAl00,rush_yds_before_contact,17,,,,,
player,201810210rav,rav,CollAl00,rush_yds_bc_per_rush,1.5,,,,,
player,201810210rav,rav,CollAl00,rush_yac,21,,,,,
player,201810210rav,rav,CollAl00,rush_yac_per_rush,1.9,,,,,
player,201810210rav,rav,CollAl00,rush_broken_tackles,0,,,,,
player,201810210rav,rav,CollAl00,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,rav,JackLa00,rush_att,3,,,,,
player,201810210rav,rav,JackLa00,rush_yds,9,,,,,
player,201810210rav,rav,JackLa00,rush_first_down,2,,,,,
player,201810210rav,rav,JackLa00,rush_yds_before_contact,2,,,,,
player,201810210rav,rav,JackLa00,rush_yds_bc_per_rush,0.7,,,,,
player,201810210rav,rav,JackLa00,rush_yac,7,,,,,
player,201810210rav,rav,JackLa00,rush_yac_per_rush,2.3,,,,,
player,201810210rav,rav,JackLa00,rush_broken_tackles,0,,,,,
player,201810210rav,rav,JackLa00,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,rav,AlleJa01,rush_att,3,,,,,
player,201810210rav,rav,AlleJa01,rush_yds,3,,,,,
player,201810210rav,rav,AlleJa01,rush_first_down,0,,,,,
player,201810210rav,rav,AlleJa01,rush_yds_before_contact,0,,,,,
player,201810210rav,rav,AlleJa01,rush_yds_bc_per_rush,0.0,,,,,
player,201810210rav,rav,AlleJa01,rush_yac,3,,,,,
player,201810210rav,rav,AlleJa01,rush_yac_per_rush,1.0,,,,,
player,201810210rav,rav,AlleJa01,rush_broken_tackles,0,,,,,
player,201810210rav,rav,AlleJa01,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,rav,EdwaGu00,rush_att,2,,,,,
player,201810210rav,rav,EdwaGu00,rush_yds,0,,,,,
player,201810210rav,rav,EdwaGu00,rush_first_down,,,,,,
player,201810210rav,rav,EdwaGu00,rush_yds_before_contact,0,,,,,
player,201810210rav,rav,EdwaGu00,rush_yds_bc_per_rush,0.0,,,,,
player,201810210rav,rav,EdwaGu00,rush_yac,0,,,,,
player,201810210rav,rav,EdwaGu00,rush_yac_per_rush,0.0,,,,,
player,201810210rav,rav,EdwaGu00,rush_broken_tackles,0,,,,,
player,201810210rav,rav,EdwaGu00,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,rav,FlacJo00,rush_att,1,,,,,
player,201810210rav,rav,FlacJo00,rush_yds,4,,,,,
player,201810210rav,rav,FlacJo00,rush_first_down,1,,,,,
player,201810210rav,rav,FlacJo00,rush_yds_before_contact,4,,,,,
player,201810210rav,rav,FlacJo00,rush_yds_bc_per_rush,4.0,,,,,
player,201810210rav,rav,FlacJo00,rush_yac,0,,,,,
player,201810210rav,rav,FlacJo00,rush_yac_per_rush,0.0,,,,,
player,201810210rav,rav,FlacJo00,rush_broken_tackles,0,,,,,
player,201810210rav,rav,FlacJo00,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,rav,MoorCh00,rush_att,1,,,,,
player,201810210rav,rav,MoorCh00,rush_yds,9,,,,,
player,201810210rav,rav,MoorCh00,rush_first_down,0,,,,,
player,201810210rav,rav,MoorCh00,rush_yds_before_contact,7,,,,,
player,201810210rav,rav,MoorCh00,rush_yds_bc_per_rush,7.0,,,,,
player,201810210rav,rav,MoorCh00,rush_yac,2,,,,,
player,201810210rav,rav,MoorCh00,rush_yac_per_rush,2.0,,,,,
player,201810210rav,rav,MoorCh00,rush_broken_tackles,0,,,,,
player,201810210rav,rav,MoorCh00,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,rav,SneaWi00,rush_att,1,,,,,
player,201810210rav,rav,SneaWi00,rush_yds,13,,,,,
player,201810210rav,rav,SneaWi00,rush_first_down,1,,,,,
player,201810210rav,rav,SneaWi00,rush_yds_before_contact,13,,,,,
player,201810210rav,rav,SneaWi00,rush_yds_bc_per_rush,13.0,,,,,
player,201810210rav,rav,SneaWi00,rush_yac,0,,,,,
player,201810210rav,rav,SneaWi00,rush_yac_per_rush,0.0,,,,,
player,201810210rav,rav,SneaWi00,rush_broken_tackles,0,,,,,
player,201810210rav,rav,SneaWi00,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,rav,WillMa04,rush_att,1,,,,,
player,201810210rav,rav,WillMa04,rush_yds,1,,,,,
player,201810210rav,rav,WillMa04,rush_first_down,1,,,,,
player,201810210rav,rav,WillMa04,rush_yds_before_contact,1,,,,,
player,201810210rav,rav,WillMa04,rush_yds_bc_per_rush,1.0,,,,,
player,201810210rav,rav,WillMa04,rush_yac,0,,,,,
player,201810210rav,rav,WillMa04,rush_yac_per_rush,0.0,,,,,
player,201810210rav,rav,WillMa04,rush_broken_tackles,0,,,,,
player,201810210rav,rav,WillMa04,rush_broken_tackles_per_rush,,,,,,
player,201810210rav,nor,ThomMi05,targets,9,,,,,
player,201810210rav,nor,ThomMi05,rec,7,,,,,
player,201810210rav,nor,ThomMi05,rec_yds,69,,,,,
player,201810210rav,nor,ThomMi05,rec_first_down,5,,,,,
player,201810210rav,nor,ThomMi05,rec_air_yds,43,,,,,
player,201810210rav,nor,ThomMi05,rec_air_yds_per_rec,6.1,,,,,
player,201810210rav,nor,ThomMi05,rec_yac,26,,,,,
player,201810210rav,nor,ThomMi05,rec_yac_per_rec,3.7,,,,,
player,201810210rav,nor,ThomMi05,rec_broken_tackles,0,,,,,
player,201810210rav,nor,ThomMi05,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,nor,ThomMi05,rec_drops,2,,,,,
player,201810210rav,nor,ThomMi05,rec_drop_pct,22.2,,,,,
player,201810210rav,nor,WatsBe00,targets,6,,,,,
player,201810210rav,nor,WatsBe00,rec,6,,,,,
player,201810210rav,nor,WatsBe00,rec_yds,43,,,,,
player,201810210rav,nor,WatsBe00,rec_first_down,3,,,,,
player,201810210rav,nor,WatsBe00,rec_air_yds,36,,,,,
player,201810210rav,nor,WatsBe00,rec_air_yds_per_rec,6.0,,,,,
player,201810210rav,nor,WatsBe00,rec_yac,7,,,,,
player,201810210rav,nor,WatsBe00,rec_yac_per_rec,1.2,,,,,
player,201810210rav,nor,WatsBe00,rec_broken_tackles,0,,,,,
player,201810210rav,nor,WatsBe00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,nor,WatsBe00,rec_drops,0,,,,,
player,201810210rav,nor,WatsBe00,rec_drop_pct,0.0,,,,,
player,201810210rav,nor,SmitTr03,targets,6,,,,,
player,201810210rav,nor,SmitTr03,rec,3,,,,,
player,201810210rav,nor,SmitTr03,rec_yds,44,,,,,
player,201810210rav,nor,SmitTr03,rec_first_down,2,,,,,
player,201810210rav,nor,SmitTr03,rec_air_yds,39,,,,,
player,201810210rav,nor,SmitTr03,rec_air_yds_per_rec,13.0,,,,,
player,201810210rav,nor,SmitTr03,rec_yac,5,,,,,
player,201810210rav,nor,SmitTr03,rec_yac_per_rec,1.7,,,,,
player,201810210rav,nor,SmitTr03,rec_broken_tackles,0,,,,,
player,201810210rav,nor,SmitTr03,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,nor,SmitTr03,rec_drops,0,,,,,
player,201810210rav,nor,SmitTr03,rec_drop_pct,0.0,,,,,
player,201810210rav,nor,ArnoDa00,targets,3,,,,,
player,201810210rav,nor,ArnoDa00,rec,2,,,,,
player,201810210rav,nor,ArnoDa00,rec_yds,35,,,,,
player,201810210rav,nor,ArnoDa00,rec_first_down,2,,,,,
player,201810210rav,nor,ArnoDa00,rec_air_yds,24,,,,,
player,201810210rav,nor,ArnoDa00,rec_air_yds_per_rec,12.0,,,,,
player,201810210rav,nor,ArnoDa00,rec_yac,11,,,,,
player,201810210rav,nor,ArnoDa00,rec_yac_per_rec,5.5,,,,,
player,201810210rav,nor,ArnoDa00,rec_broken_tackles,0,,,,,
player,201810210rav,nor,ArnoDa00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,nor,ArnoDa00,rec_drops,0,,,,,
player,201810210rav,nor,ArnoDa00,rec_drop_pct,0.0,,,,,
player,201810210rav,nor,KamaAl00,targets,2,,,,,
player,201810210rav,nor,KamaAl00,rec,2,,,,,
player,201810210rav,nor,KamaAl00,rec_yds,11,,,,,
player,201810210rav,nor,KamaAl00,rec_first_down,0,,,,,
player,201810210rav,nor,KamaAl00,rec_air_yds,-5,,,,,
player,201810210rav,nor,KamaAl00,rec_air_yds_per_rec,-2.5,,,,,
player,201810210rav,nor,KamaAl00,rec_yac,16,,,,,
player,201810210rav,nor,KamaAl00,rec_yac_per_rec,8.0,,,,,
player,201810210rav,nor,KamaAl00,rec_broken_tackles,0,,,,,
player,201810210rav,nor,KamaAl00,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,nor,KamaAl00,rec_drops,0,,,,,
player,201810210rav,nor,KamaAl00,rec_drop_pct,0.0,,,,,
player,201810210rav,nor,IngrMa01,targets,2,,,,,
player,201810210rav,nor,IngrMa01,rec,2,,,,,
player,201810210rav,nor,IngrMa01,rec_yds,10,,,,,
player,201810210rav,nor,IngrMa01,rec_first_down,0,,,,,
player,201810210rav,nor,IngrMa01,rec_air_yds,9,,,,,
player,201810210rav,nor,IngrMa01,rec_air_yds_per_rec,4.5,,,,,
player,201810210rav,nor,IngrMa01,rec_yac,1,,,,,
player,201810210rav,nor,IngrMa01,rec_yac_per_rec,0.5,,,,,
player,201810210rav,nor,IngrMa01,rec_broken_tackles,0,,,,,
player,201810210rav,nor,IngrMa01,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,nor,IngrMa01,rec_drops,0,,,,,
player,201810210rav,nor,IngrMa01,rec_drop_pct,0.0,,,,,
player,201810210rav,rav,BrowJo02,targets,7,,,,,
player,201810210rav,rav,BrowJo02,rec,7,,,,,
player,201810210rav,rav,BrowJo02,rec_yds,134,,,,,
player,201810210rav,rav,BrowJo02,rec_first_down,6,,,,,
player,201810210rav,rav,BrowJo02,rec_air_yds,90,,,,,
player,201810210rav,rav,BrowJo02,rec_air_yds_per_rec,12.9,,,,,
player,201810210rav,rav,BrowJo02,rec_yac,44,,,,,
player,201810210rav,rav,BrowJo02,rec_yac_per_rec,6.3,,,,,
player,201810210rav,rav,BrowJo02,rec_broken_tackles,0,,,,,
player,201810210rav,rav,BrowJo02,rec_broken_tackles_per_rec,,,,,,
player,201810210rav,rav,BrowJo02,rec_drops,0,,,,,
player,201810210rav,rav,BrowJo02,rec_drop_pct,0.0,,,,,
player,201810210rav,rav,CrabMi00,targets,9,,,,,
player,201810210rav,rav,CrabMi00,rec,5,,,,,
player,201810210rav,rav,CrabMi00,rec_yds,66,,,,,
player,201810210rav,rav,CrabMi00,rec_first_down,4,,,,,
player,201810210rav,rav,CrabMi00,rec_air_yds,51,,,,,
player,201810210rav,rav,CrabMi00,rec_air_yds_per_rec,10.2,,,,,
player,201810210rav,rav,CrabMi00,rec_yac,15,,,,,
