game,2018,6,20181011,201810110nyg,phi,"Philadelphia Eagles",34,nyg,"New York Giants",13
player,201810110nyg,phi,SmalWe00,rush_yds,51,,,,,
player,201810110nyg,phi,SmalWe00,rush_td,0,,,,,
player,201810110nyg,phi,SmalWe00,rush_long,8,,,,,
player,201810110nyg,phi,SmalWe00,targets,2,,,,,
player,201810110nyg,phi,SmalWe00,rec,1,,,,,
player,201810110nyg,phi,SmalWe00,rec_yds,0,,,,,
player,201810110nyg,phi,SmalWe00,rec_td,0,,,,,
player,201810110nyg,phi,SmalWe00,rec_long,0,,,,,
player,201810110nyg,phi,SmalWe00,fumbles,1,,,,,
player,201810110nyg,phi,SmalWe00,fumbles_lost,0,,,,,
player,201810110nyg,phi,ClemCo00,pass_cmp,0,,,,,
player,201810110nyg,phi,ClemCo00,pass_att,0,,,,,
player,201810110nyg,phi,ClemCo00,pass_yds,0,,,,,
player,201810110nyg,phi,ClemCo00,pass_td,0,,,,,
player,201810110nyg,phi,ClemCo00,pass_int,0,,,,,
player,201810110nyg,phi,ClemCo00,pass_sacked,0,,,,,
player,201810110nyg,phi,ClemCo00,pass_sacked_yds,0,,,,,
player,201810110nyg,phi,ClemCo00,pass_long,0,,,,,
player,201810110nyg,phi,ClemCo00,pass_rating,,,,,,
player,201810110nyg,phi,ClemCo00,rush_att,11,,,,,
player,201810110nyg,phi,ClemCo00,rush_yds,43,,,,,
player,201810110nyg,phi,ClemCo00,rush_td,1,,,,,
player,201810110nyg,phi,ClemCo00,rush_long,14,,,,,
player,201810110nyg,phi,ClemCo00,targets,3,,,,,
player,201810110nyg,phi,ClemCo00,rec,3,,,,,
player,201810110nyg,phi,ClemCo00,rec_yds,26,,,,,
player,201810110nyg,phi,ClemCo00,rec_td,0,,,,,
player,201810110nyg,phi,ClemCo00,rec_long,20,,,,,
player,201810110nyg,phi,ClemCo00,fumbles,0,,,,,
player,201810110nyg,phi,ClemCo00,fumbles_lost,0,,,,,
player,201810110nyg,phi,AghoNe00,pass_cmp,0,,,,,
player,201810110nyg,phi,AghoNe00,pass_att,0,,,,,
player,201810110nyg,phi,AghoNe00,pass_yds,0,,,,,
player,201810110nyg,phi,AghoNe00,pass_td,0,,,,,
player,201810110nyg,phi,AghoNe00,pass_int,0,,,,,
player,201810110nyg,phi,AghoNe00,pass_sacked,0,,,,,
player,201810110nyg,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201810110nyg,phi,AghoNe00,pass_long,0,,,,,
player,201810110nyg,phi,AghoNe00,pass_rating,,,,,,
player,201810110nyg,phi,AghoNe00,rush_att,0,,,,,
player,201810110nyg,phi,AghoNe00,rush_yds,0,,,,,
player,201810110nyg,phi,AghoNe00,rush_td,0,,,,,
player,201810110nyg,phi,AghoNe00,rush_long,0,,,,,
player,201810110nyg,phi,AghoNe00,targets,5,,,,,
player,201810110nyg,phi,AghoNe00,rec,3,,,,,
player,201810110nyg,phi,AghoNe00,rec_yds,91,,,,,
player,201810110nyg,phi,AghoNe00,rec_td,0,,,,,
player,201810110nyg,phi,AghoNe00,rec_long,58,,,,,
player,201810110nyg,phi,AghoNe00,fumbles,0,,,,,
player,201810110nyg,phi,AghoNe00,fumbles_lost,0,,,,,
player,201810110nyg,phi,JeffAl00,pass_cmp,0,,,,,
player,201810110nyg,phi,JeffAl00,pass_att,0,,,,,
player,201810110nyg,phi,JeffAl00,pass_yds,0,,,,,
player,201810110nyg,phi,JeffAl00,pass_td,0,,,,,
player,201810110nyg,phi,JeffAl00,pass_int,0,,,,,
player,201810110nyg,phi,JeffAl00,pass_sacked,0,,,,,
player,201810110nyg,phi,JeffAl00,pass_sacked_yds,0,,,,,
player,201810110nyg,phi,JeffAl00,pass_long,0,,,,,
player,201810110nyg,phi,JeffAl00,pass_rating,,,,,,
player,201810110nyg,phi,JeffAl00,rush_att,0,,,,,
player,201810110nyg,phi,JeffAl00,rush_yds,0,,,,,
player,201810110nyg,phi,JeffAl00,rush_td,0,,,,,
player,201810110nyg,phi,JeffAl00,rush_long,0,,,,,
player,201810110nyg,phi,JeffAl00,targets,12,,,,,
player,201810110nyg,phi,JeffAl00,rec,8,,,,,
player,201810110nyg,phi,JeffAl00,rec_yds,74,,,,,
player,201810110nyg,phi,JeffAl00,rec_td,2,,,,,
player,201810110nyg,phi,JeffAl00,rec_long,17,,,,,
player,201810110nyg,phi,JeffAl00,fumbles,0,,,,,
player,201810110nyg,phi,JeffAl00,fumbles_lost,0,,,,,
player,201810110nyg,phi,ErtzZa00,pass_cmp,0,,,,,
player,201810110nyg,phi,ErtzZa00,pass_att,0,,,,,
player,201810110nyg,phi,ErtzZa00,pass_yds,0,,,,,
player,201810110nyg,phi,ErtzZa00,pass_td,0,,,,,
player,201810110nyg,phi,ErtzZa00,pass_int,0,,,,,
player,201810110nyg,phi,ErtzZa00,pass_sacked,0,,,,,
player,201810110nyg,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201810110nyg,phi,ErtzZa00,pass_long,0,,,,,
player,201810110nyg,phi,ErtzZa00,pass_rating,,,,,,
player,201810110nyg,phi,ErtzZa00,rush_att,0,,,,,
player,201810110nyg,phi,ErtzZa00,rush_yds,0,,,,,
player,201810110nyg,phi,ErtzZa00,rush_td,0,,,,,
player,201810110nyg,phi,ErtzZa00,rush_long,0,,,,,
player,201810110nyg,phi,ErtzZa00,targets,9,,,,,
player,201810110nyg,phi,ErtzZa00,rec,7,,,,,
player,201810110nyg,phi,ErtzZa00,rec_yds,43,,,,,
player,201810110nyg,phi,ErtzZa00,rec_td,1,,,,,
player,201810110nyg,phi,ErtzZa00,rec_long,15,,,,,
player,201810110nyg,phi,ErtzZa00,fumbles,0,,,,,
player,201810110nyg,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201810110nyg,phi,MattJo00,pass_cmp,0,,,,,
player,201810110nyg,phi,MattJo00,pass_att,0,,,,,
player,201810110nyg,phi,MattJo00,pass_yds,0,,,,,
player,201810110nyg,phi,MattJo00,pass_td,0,,,,,
player,201810110nyg,phi,MattJo00,pass_int,0,,,,,
player,201810110nyg,phi,MattJo00,pass_sacked,0,,,,,
player,201810110nyg,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201810110nyg,phi,MattJo00,pass_long,0,,,,,
player,201810110nyg,phi,MattJo00,pass_rating,,,,,,
player,201810110nyg,phi,MattJo00,rush_att,0,,,,,
player,201810110nyg,phi,MattJo00,rush_yds,0,,,,,
player,201810110nyg,phi,MattJo00,rush_td,0,,,,,
player,201810110nyg,phi,MattJo00,rush_long,0,,,,,
player,201810110nyg,phi,MattJo00,targets,3,,,,,
player,201810110nyg,phi,MattJo00,rec,2,,,,,
player,201810110nyg,phi,MattJo00,rec_yds,26,,,,,
player,201810110nyg,phi,MattJo00,rec_td,0,,,,,
player,201810110nyg,phi,MattJo00,rec_long,16,,,,,
player,201810110nyg,phi,MattJo00,fumbles,0,,,,,
player,201810110nyg,phi,MattJo00,fumbles_lost,0,,,,,
player,201810110nyg,phi,CartDe02,pass_cmp,0,,,,,
player,201810110nyg,phi,CartDe02,pass_att,0,,,,,
player,201810110nyg,phi,CartDe02,pass_yds,0,,,,,
player,201810110nyg,phi,CartDe02,pass_td,0,,,,,
player,201810110nyg,phi,CartDe02,pass_int,0,,,,,
player,201810110nyg,phi,CartDe02,pass_sacked,0,,,,,
player,201810110nyg,phi,CartDe02,pass_sacked_yds,0,,,,,
player,201810110nyg,phi,CartDe02,pass_long,0,,,,,
player,201810110nyg,phi,CartDe02,pass_rating,,,,,,
player,201810110nyg,phi,CartDe02,rush_att,0,,,,,
player,201810110nyg,phi,CartDe02,rush_yds,0,,,,,
player,201810110nyg,phi,CartDe02,rush_td,0,,,,,
player,201810110nyg,phi,CartDe02,rush_long,0,,,,,
player,201810110nyg,phi,CartDe02,targets,1,,,,,
player,201810110nyg,phi,CartDe02,rec,1,,,,,
player,201810110nyg,phi,CartDe02,rec_yds,11,,,,,
player,201810110nyg,phi,CartDe02,rec_td,0,,,,,
player,201810110nyg,phi,CartDe02,rec_long,11,,,,,
player,201810110nyg,phi,CartDe02,fumbles,1,,,,,
player,201810110nyg,phi,CartDe02,fumbles_lost,0,,,,,
player,201810110nyg,phi,GoedDa00,pass_cmp,0,,,,,
player,201810110nyg,phi,GoedDa00,pass_att,0,,,,,
player,201810110nyg,phi,GoedDa00,pass_yds,0,,,,,
player,201810110nyg,phi,GoedDa00,pass_td,0,,,,,
player,201810110nyg,phi,GoedDa00,pass_int,0,,,,,
player,201810110nyg,phi,GoedDa00,pass_sacked,0,,,,,
player,201810110nyg,phi,GoedDa00,pass_sacked_yds,0,,,,,
player,201810110nyg,phi,GoedDa00,pass_long,0,,,,,
player,201810110nyg,phi,GoedDa00,pass_rating,,,,,,
player,201810110nyg,phi,GoedDa00,rush_att,0,,,,,
player,201810110nyg,phi,GoedDa00,rush_yds,0,,,,,
player,201810110nyg,phi,GoedDa00,rush_td,0,,,,,
player,201810110nyg,phi,GoedDa00,rush_long,0,,,,,
player,201810110nyg,phi,GoedDa00,targets,1,,,,,
player,201810110nyg,phi,GoedDa00,rec,1,,,,,
player,201810110nyg,phi,GoedDa00,rec_yds,7,,,,,
player,201810110nyg,phi,GoedDa00,rec_td,0,,,,,
player,201810110nyg,phi,GoedDa00,rec_long,7,,,,,
player,201810110nyg,phi,GoedDa00,fumbles,0,,,,,
player,201810110nyg,phi,GoedDa00,fumbles_lost,0,,,,,
player,201810110nyg,nyg,MannEl00,pass_cmp,24,,,,,
player,201810110nyg,nyg,MannEl00,pass_att,43,,,,,
player,201810110nyg,nyg,MannEl00,pass_yds,281,,,,,
player,201810110nyg,nyg,MannEl00,pass_td,0,,,,,
player,201810110nyg,nyg,MannEl00,pass_int,1,,,,,
player,201810110nyg,nyg,MannEl00,pass_sacked,4,,,,,
player,201810110nyg,nyg,MannEl00,pass_sacked_yds,27,,,,,
player,201810110nyg,nyg,MannEl00,pass_long,55,,,,,
player,201810110nyg,nyg,MannEl00,pass_rating,66.1,,,,,
player,201810110nyg,nyg,MannEl00,rush_att,0,,,,,
player,201810110nyg,nyg,MannEl00,rush_yds,0,,,,,
player,201810110nyg,nyg,MannEl00,rush_td,0,,,,,
player,201810110nyg,nyg,MannEl00,rush_long,0,,,,,
player,201810110nyg,nyg,MannEl00,targets,0,,,,,
player,201810110nyg,nyg,MannEl00,rec,0,,,,,
player,201810110nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201810110nyg,nyg,MannEl00,rec_td,0,,,,,
player,201810110nyg,nyg,MannEl00,rec_long,0,,,,,
player,201810110nyg,nyg,MannEl00,fumbles,1,,,,,
player,201810110nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201810110nyg,nyg,BarkSa00,pass_cmp,0,,,,,
player,201810110nyg,nyg,BarkSa00,pass_att,0,,,,,
player,201810110nyg,nyg,BarkSa00,pass_yds,0,,,,,
player,201810110nyg,nyg,BarkSa00,pass_td,0,,,,,
player,201810110nyg,nyg,BarkSa00,pass_int,0,,,,,
player,201810110nyg,nyg,BarkSa00,pass_sacked,0,,,,,
player,201810110nyg,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201810110nyg,nyg,BarkSa00,pass_long,0,,,,,
player,201810110nyg,nyg,BarkSa00,pass_rating,,,,,,
player,201810110nyg,nyg,BarkSa00,rush_att,13,,,,,
player,201810110nyg,nyg,BarkSa00,rush_yds,130,,,,,
player,201810110nyg,nyg,BarkSa00,rush_td,1,,,,,
player,201810110nyg,nyg,BarkSa00,rush_long,50,,,,,
player,201810110nyg,nyg,BarkSa00,targets,12,,,,,
player,201810110nyg,nyg,BarkSa00,rec,9,,,,,
player,201810110nyg,nyg,BarkSa00,rec_yds,99,,,,,
player,201810110nyg,nyg,BarkSa00,rec_td,0,,,,,
player,201810110nyg,nyg,BarkSa00,rec_long,55,,,,,
player,201810110nyg,nyg,BarkSa00,fumbles,0,,,,,
player,201810110nyg,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201810110nyg,nyg,GallWa00,pass_cmp,0,,,,,
player,201810110nyg,nyg,GallWa00,pass_att,0,,,,,
player,201810110nyg,nyg,GallWa00,pass_yds,0,,,,,
player,201810110nyg,nyg,GallWa00,pass_td,0,,,,,
player,201810110nyg,nyg,GallWa00,pass_int,0,,,,,
player,201810110nyg,nyg,GallWa00,pass_sacked,0,,,,,
player,201810110nyg,nyg,GallWa00,pass_sacked_yds,0,,,,,
player,201810110nyg,nyg,GallWa00,pass_long,0,,,,,
player,201810110nyg,nyg,GallWa00,pass_rating,,,,,,
player,201810110nyg,nyg,GallWa00,rush_att,4,,,,,
player,201810110nyg,nyg,GallWa00,rush_yds,17,,,,,
player,201810110nyg,nyg,GallWa00,rush_td,0,,,,,
player,201810110nyg,nyg,GallWa00,rush_long,9,,,,,
player,201810110nyg,nyg,GallWa00,targets,5,,,,,
player,201810110nyg,nyg,GallWa00,rec,2,,,,,
player,201810110nyg,nyg,GallWa00,rec_yds,25,,,,,
player,201810110nyg,nyg,GallWa00,rec_td,0,,,,,
player,201810110nyg,nyg,GallWa00,rec_long,18,,,,,
player,201810110nyg,nyg,GallWa00,fumbles,0,,,,,
player,201810110nyg,nyg,GallWa00,fumbles_lost,0,,,,,
player,201810110nyg,nyg,LatiCo00,pass_cmp,0,,,,,
player,201810110nyg,nyg,LatiCo00,pass_att,0,,,,,
player,201810110nyg,nyg,LatiCo00,pass_yds,0,,,,,
player,201810110nyg,nyg,LatiCo00,pass_td,0,,,,,
player,201810110nyg,nyg,LatiCo00,pass_int,0,,,,,
player,201810110nyg,nyg,LatiCo00,pass_sacked,0,,,,,
player,201810110nyg,nyg,LatiCo00,pass_sacked_yds,0,,,,,
player,201810110nyg,nyg,LatiCo00,pass_long,0,,,,,
player,201810110nyg,nyg,LatiCo00,pass_rating,,,,,,
player,201810110nyg,nyg,LatiCo00,rush_att,0,,,,,
player,201810110nyg,nyg,LatiCo00,rush_yds,0,,,,,
player,201810110nyg,nyg,LatiCo00,rush_td,0,,,,,
player,201810110nyg,nyg,LatiCo00,rush_long,0,,,,,
player,201810110nyg,nyg,LatiCo00,targets,4,,,,,
player,201810110nyg,nyg,LatiCo00,rec,3,,,,,
player,201810110nyg,nyg,LatiCo00,rec_yds,52,,,,,
player,201810110nyg,nyg,LatiCo00,rec_td,0,,,,,
player,201810110nyg,nyg,LatiCo00,rec_long,39,,,,,
player,201810110nyg,nyg,LatiCo00,fumbles,0,,,,,
player,201810110nyg,nyg,LatiCo00,fumbles_lost,0,,,,,
player,201810110nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201810110nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201810110nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201810110nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201810110nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201810110nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201810110nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201810110nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201810110nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201810110nyg,nyg,BeckOd00,rush_att,0,,,,,
player,201810110nyg,nyg,BeckOd00,rush_yds,0,,,,,
player,201810110nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201810110nyg,nyg,BeckOd00,rush_long,0,,,,,
player,201810110nyg,nyg,BeckOd00,targets,10,,,,,
player,201810110nyg,nyg,BeckOd00,rec,6,,,,,
player,201810110nyg,nyg,BeckOd00,rec_yds,44,,,,,
player,201810110nyg,nyg,BeckOd00,rec_td,0,,,,,
player,201810110nyg,nyg,BeckOd00,rec_long,12,,,,,
player,201810110nyg,nyg,BeckOd00,fumbles,1,,,,,
player,201810110nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201810110nyg,nyg,ShepSt00,pass_cmp,0,,,,,
player,201810110nyg,nyg,ShepSt00,pass_att,0,,,,,
player,201810110nyg,nyg,ShepSt00,pass_yds,0,,,,,
player,201810110nyg,nyg,ShepSt00,pass_td,0,,,,,
player,201810110nyg,nyg,ShepSt00,pass_int,0,,,,,
player,201810110nyg,nyg,ShepSt00,pass_sacked,0,,,,,
player,201810110nyg,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201810110nyg,nyg,ShepSt00,pass_long,0,,,,,
player,201810110nyg,nyg,ShepSt00,pass_rating,,,,,,
player,201810110nyg,nyg,ShepSt00,rush_att,0,,,,,
player,201810110nyg,nyg,ShepSt00,rush_yds,0,,,,,
player,201810110nyg,nyg,ShepSt00,rush_td,0,,,,,
player,201810110nyg,nyg,ShepSt00,rush_long,0,,,,,
player,201810110nyg,nyg,ShepSt00,targets,7,,,,,
player,201810110nyg,nyg,ShepSt00,rec,3,,,,,
player,201810110nyg,nyg,ShepSt00,rec_yds,37,,,,,
player,201810110nyg,nyg,ShepSt00,rec_td,0,,,,,
player,201810110nyg,nyg,ShepSt00,rec_long,20,,,,,
player,201810110nyg,nyg,ShepSt00,fumbles,0,,,,,
player,201810110nyg,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201810110nyg,nyg,SimoSc00,pass_cmp,0,,,,,
player,201810110nyg,nyg,SimoSc00,pass_att,0,,,,,
player,201810110nyg,nyg,SimoSc00,pass_yds,0,,,,,
player,201810110nyg,nyg,SimoSc00,pass_td,0,,,,,
player,201810110nyg,nyg,SimoSc00,pass_int,0,,,,,
player,201810110nyg,nyg,SimoSc00,pass_sacked,0,,,,,
player,201810110nyg,nyg,SimoSc00,pass_sacked_yds,0,,,,,
player,201810110nyg,nyg,SimoSc00,pass_long,0,,,,,
player,201810110nyg,nyg,SimoSc00,pass_rating,,,,,,
player,201810110nyg,nyg,SimoSc00,rush_att,0,,,,,
player,201810110nyg,nyg,SimoSc00,rush_yds,0,,,,,
player,201810110nyg,nyg,SimoSc00,rush_td,0,,,,,
player,201810110nyg,nyg,SimoSc00,rush_long,0,,,,,
player,201810110nyg,nyg,SimoSc00,targets,3,,,,,
player,201810110nyg,nyg,SimoSc00,rec,1,,,,,
player,201810110nyg,nyg,SimoSc00,rec_yds,24,,,,,
player,201810110nyg,nyg,SimoSc00,rec_td,0,,,,,
player,201810110nyg,nyg,SimoSc00,rec_long,24,,,,,
player,201810110nyg,nyg,SimoSc00,fumbles,0,,,,,
player,201810110nyg,nyg,SimoSc00,fumbles_lost,0,,,,,
player,201810110nyg,nyg,DaviJa07,pass_cmp,0,,,,,
player,201810110nyg,nyg,DaviJa07,pass_att,0,,,,,
player,201810110nyg,nyg,DaviJa07,pass_yds,0,,,,,
player,201810110nyg,nyg,DaviJa07,pass_td,0,,,,,
player,201810110nyg,nyg,DaviJa07,pass_int,0,,,,,
player,201810110nyg,nyg,DaviJa07,pass_sacked,0,,,,,
player,201810110nyg,nyg,DaviJa07,pass_sacked_yds,0,,,,,
player,201810110nyg,nyg,DaviJa07,pass_long,0,,,,,
player,201810110nyg,nyg,DaviJa07,pass_rating,,,,,,
player,201810110nyg,nyg,DaviJa07,rush_att,0,,,,,
player,201810110nyg,nyg,DaviJa07,rush_yds,0,,,,,
player,201810110nyg,nyg,DaviJa07,rush_td,0,,,,,
player,201810110nyg,nyg,DaviJa07,rush_long,0,,,,,
player,201810110nyg,nyg,DaviJa07,targets,2,,,,,
player,201810110nyg,nyg,DaviJa07,rec,0,,,,,
player,201810110nyg,nyg,DaviJa07,rec_yds,0,,,,,
player,201810110nyg,nyg,DaviJa07,rec_td,0,,,,,
player,201810110nyg,nyg,DaviJa07,rec_long,0,,,,,
player,201810110nyg,nyg,DaviJa07,fumbles,0,,,,,
player,201810110nyg,nyg,DaviJa07,fumbles_lost,0,,,,,
player,201810110nyg,phi,GrugKa00,def_int,1,,,,,
player,201810110nyg,phi,GrugKa00,def_int_yds,24,,,,,
player,201810110nyg,phi,GrugKa00,def_int_td,0,,,,,
player,201810110nyg,phi,GrugKa00,def_int_long,24,,,,,
player,201810110nyg,phi,GrugKa00,pass_defended,1,,,,,
player,201810110nyg,phi,GrugKa00,sacks,0.0,,,,,
player,201810110nyg,phi,GrugKa00,tackles_combined,1,,,,,
player,201810110nyg,phi,GrugKa00,tackles_solo,1,,,,,
player,201810110nyg,phi,GrugKa00,tackles_assists,0,,,,,
player,201810110nyg,phi,GrugKa00,tackles_loss,0,,,,,
player,201810110nyg,phi,GrugKa00,qb_hits,0,,,,,
player,201810110nyg,phi,GrugKa00,fumbles_rec,0,,,,,
player,201810110nyg,phi,GrugKa00,fumbles_rec_yds,0,,,,,
player,201810110nyg,phi,GrugKa00,fumbles_rec_td,0,,,,,
player,201810110nyg,phi,GrugKa00,fumbles_forced,0,,,,,
player,201810110nyg,phi,BennMi99,def_int,0,,,,,
player,201810110nyg,phi,BennMi99,def_int_yds,0,,,,,
player,201810110nyg,phi,BennMi99,def_int_td,0,,,,,
player,201810110nyg,phi,BennMi99,def_int_long,0,,,,,
player,201810110nyg,phi,BennMi99,pass_defended,0,,,,,
player,201810110nyg,phi,BennMi99,sacks,1.0,,,,,
player,201810110nyg,phi,BennMi99,tackles_combined,6,,,,,
player,201810110nyg,phi,BennMi99,tackles_solo,4,,,,,
player,201810110nyg,phi,BennMi99,tackles_assists,2,,,,,
player,201810110nyg,phi,BennMi99,tackles_loss,1,,,,,
player,201810110nyg,phi,BennMi99,qb_hits,3,,,,,
player,201810110nyg,phi,BennMi99,fumbles_rec,0,,,,,
player,201810110nyg,phi,BennMi99,fumbles_rec_yds,0,,,,,
player,201810110nyg,phi,BennMi99,fumbles_rec_td,0,,,,,
player,201810110nyg,phi,BennMi99,fumbles_forced,1,,,,,
player,201810110nyg,phi,BradNi00,def_int,0,,,,,
player,201810110nyg,phi,BradNi00,def_int_yds,0,,,,,
player,201810110nyg,phi,BradNi00,def_int_td,0,,,,,
player,201810110nyg,phi,BradNi00,def_int_long,0,,,,,
player,201810110nyg,phi,BradNi00,pass_defended,1,,,,,
player,201810110nyg,phi,BradNi00,sacks,1.0,,,,,
player,201810110nyg,phi,BradNi00,tackles_combined,6,,,,,
player,201810110nyg,phi,BradNi00,tackles_solo,6,,,,,
player,201810110nyg,phi,BradNi00,tackles_assists,0,,,,,
player,201810110nyg,phi,BradNi00,tackles_loss,1,,,,,
player,201810110nyg,phi,BradNi00,qb_hits,1,,,,,
player,201810110nyg,phi,BradNi00,fumbles_rec,0,,,,,
player,201810110nyg,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201810110nyg,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201810110nyg,phi,BradNi00,fumbles_forced,0,,,,,
player,201810110nyg,phi,CoxxFl00,def_int,0,,,,,
player,201810110nyg,phi,CoxxFl00,def_int_yds,0,,,,,
player,201810110nyg,phi,CoxxFl00,def_int_td,0,,,,,
player,201810110nyg,phi,CoxxFl00,def_int_long,0,,,,,
player,201810110nyg,phi,CoxxFl00,pass_defended,0,,,,,
player,201810110nyg,phi,CoxxFl00,sacks,1.0,,,,,
player,201810110nyg,phi,CoxxFl00,tackles_combined,6,,,,,
player,201810110nyg,phi,CoxxFl00,tackles_solo,3,,,,,
player,201810110nyg,phi,CoxxFl00,tackles_assists,3,,,,,
player,201810110nyg,phi,CoxxFl00,tackles_loss,1,,,,,
player,201810110nyg,phi,CoxxFl00,qb_hits,3,,,,,
player,201810110nyg,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201810110nyg,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201810110nyg,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201810110nyg,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201810110nyg,phi,VaeaDe01,def_int,0,,,,,
player,201810110nyg,phi,VaeaDe01,def_int_yds,0,,,,,
player,201810110nyg,phi,VaeaDe01,def_int_td,0,,,,,
player,201810110nyg,phi,VaeaDe01,def_int_long,0,,,,,
player,201810110nyg,phi,VaeaDe01,pass_defended,0,,,,,
player,201810110nyg,phi,VaeaDe01,sacks,1.0,,,,,
player,201810110nyg,phi,VaeaDe01,tackles_combined,1,,,,,
player,201810110nyg,phi,VaeaDe01,tackles_solo,1,,,,,
player,201810110nyg,phi,VaeaDe01,tackles_assists,0,,,,,
player,201810110nyg,phi,VaeaDe01,tackles_loss,1,,,,,
