game,2018,15,20181216,201812160rav,tam,"Tampa Bay Buccaneers",12,rav,"Baltimore Ravens",20
player,201812160rav,tam,BondDe00,tackles_loss,0,,,,,
player,201812160rav,tam,BondDe00,qb_hits,0,,,,,
player,201812160rav,tam,BondDe00,fumbles_rec,0,,,,,
player,201812160rav,tam,BondDe00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,BondDe00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,BondDe00,fumbles_forced,0,,,,,
player,201812160rav,tam,GrimBr20,def_int,0,,,,,
player,201812160rav,tam,GrimBr20,def_int_yds,0,,,,,
player,201812160rav,tam,GrimBr20,def_int_td,0,,,,,
player,201812160rav,tam,GrimBr20,def_int_long,0,,,,,
player,201812160rav,tam,GrimBr20,pass_defended,0,,,,,
player,201812160rav,tam,GrimBr20,sacks,0.0,,,,,
player,201812160rav,tam,GrimBr20,tackles_combined,4,,,,,
player,201812160rav,tam,GrimBr20,tackles_solo,2,,,,,
player,201812160rav,tam,GrimBr20,tackles_assists,2,,,,,
player,201812160rav,tam,GrimBr20,tackles_loss,0,,,,,
player,201812160rav,tam,GrimBr20,qb_hits,0,,,,,
player,201812160rav,tam,GrimBr20,fumbles_rec,0,,,,,
player,201812160rav,tam,GrimBr20,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,GrimBr20,fumbles_rec_td,0,,,,,
player,201812160rav,tam,GrimBr20,fumbles_forced,0,,,,,
player,201812160rav,tam,JohnIs00,def_int,0,,,,,
player,201812160rav,tam,JohnIs00,def_int_yds,0,,,,,
player,201812160rav,tam,JohnIs00,def_int_td,0,,,,,
player,201812160rav,tam,JohnIs00,def_int_long,0,,,,,
player,201812160rav,tam,JohnIs00,pass_defended,0,,,,,
player,201812160rav,tam,JohnIs00,sacks,0.0,,,,,
player,201812160rav,tam,JohnIs00,tackles_combined,4,,,,,
player,201812160rav,tam,JohnIs00,tackles_solo,2,,,,,
player,201812160rav,tam,JohnIs00,tackles_assists,2,,,,,
player,201812160rav,tam,JohnIs00,tackles_loss,0,,,,,
player,201812160rav,tam,JohnIs00,qb_hits,0,,,,,
player,201812160rav,tam,JohnIs00,fumbles_rec,0,,,,,
player,201812160rav,tam,JohnIs00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,JohnIs00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,JohnIs00,fumbles_forced,0,,,,,
player,201812160rav,tam,ShawJo00,def_int,0,,,,,
player,201812160rav,tam,ShawJo00,def_int_yds,0,,,,,
player,201812160rav,tam,ShawJo00,def_int_td,0,,,,,
player,201812160rav,tam,ShawJo00,def_int_long,0,,,,,
player,201812160rav,tam,ShawJo00,pass_defended,0,,,,,
player,201812160rav,tam,ShawJo00,sacks,0.0,,,,,
player,201812160rav,tam,ShawJo00,tackles_combined,4,,,,,
player,201812160rav,tam,ShawJo00,tackles_solo,3,,,,,
player,201812160rav,tam,ShawJo00,tackles_assists,1,,,,,
player,201812160rav,tam,ShawJo00,tackles_loss,0,,,,,
player,201812160rav,tam,ShawJo00,qb_hits,0,,,,,
player,201812160rav,tam,ShawJo00,fumbles_rec,1,,,,,
player,201812160rav,tam,ShawJo00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,ShawJo00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,ShawJo00,fumbles_forced,0,,,,,
player,201812160rav,tam,SmitRy00,def_int,0,,,,,
player,201812160rav,tam,SmitRy00,def_int_yds,0,,,,,
player,201812160rav,tam,SmitRy00,def_int_td,0,,,,,
player,201812160rav,tam,SmitRy00,def_int_long,0,,,,,
player,201812160rav,tam,SmitRy00,pass_defended,0,,,,,
player,201812160rav,tam,SmitRy00,sacks,0.0,,,,,
player,201812160rav,tam,SmitRy00,tackles_combined,4,,,,,
player,201812160rav,tam,SmitRy00,tackles_solo,3,,,,,
player,201812160rav,tam,SmitRy00,tackles_assists,1,,,,,
player,201812160rav,tam,SmitRy00,tackles_loss,0,,,,,
player,201812160rav,tam,SmitRy00,qb_hits,0,,,,,
player,201812160rav,tam,SmitRy00,fumbles_rec,0,,,,,
player,201812160rav,tam,SmitRy00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,SmitRy00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,SmitRy00,fumbles_forced,0,,,,,
player,201812160rav,tam,McCoGe99,def_int,0,,,,,
player,201812160rav,tam,McCoGe99,def_int_yds,0,,,,,
player,201812160rav,tam,McCoGe99,def_int_td,0,,,,,
player,201812160rav,tam,McCoGe99,def_int_long,0,,,,,
player,201812160rav,tam,McCoGe99,pass_defended,1,,,,,
player,201812160rav,tam,McCoGe99,sacks,0.0,,,,,
player,201812160rav,tam,McCoGe99,tackles_combined,3,,,,,
player,201812160rav,tam,McCoGe99,tackles_solo,2,,,,,
player,201812160rav,tam,McCoGe99,tackles_assists,1,,,,,
player,201812160rav,tam,McCoGe99,tackles_loss,0,,,,,
player,201812160rav,tam,McCoGe99,qb_hits,0,,,,,
player,201812160rav,tam,McCoGe99,fumbles_rec,0,,,,,
player,201812160rav,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201812160rav,tam,McCoGe99,fumbles_forced,0,,,,,
player,201812160rav,tam,NassCa00,def_int,0,,,,,
player,201812160rav,tam,NassCa00,def_int_yds,0,,,,,
player,201812160rav,tam,NassCa00,def_int_td,0,,,,,
player,201812160rav,tam,NassCa00,def_int_long,0,,,,,
player,201812160rav,tam,NassCa00,pass_defended,0,,,,,
player,201812160rav,tam,NassCa00,sacks,0.0,,,,,
player,201812160rav,tam,NassCa00,tackles_combined,3,,,,,
player,201812160rav,tam,NassCa00,tackles_solo,2,,,,,
player,201812160rav,tam,NassCa00,tackles_assists,1,,,,,
player,201812160rav,tam,NassCa00,tackles_loss,1,,,,,
player,201812160rav,tam,NassCa00,qb_hits,1,,,,,
player,201812160rav,tam,NassCa00,fumbles_rec,0,,,,,
player,201812160rav,tam,NassCa00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,NassCa00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,NassCa00,fumbles_forced,0,,,,,
player,201812160rav,tam,WhitJo03,def_int,0,,,,,
player,201812160rav,tam,WhitJo03,def_int_yds,0,,,,,
player,201812160rav,tam,WhitJo03,def_int_td,0,,,,,
player,201812160rav,tam,WhitJo03,def_int_long,0,,,,,
player,201812160rav,tam,WhitJo03,pass_defended,0,,,,,
player,201812160rav,tam,WhitJo03,sacks,0.0,,,,,
player,201812160rav,tam,WhitJo03,tackles_combined,3,,,,,
player,201812160rav,tam,WhitJo03,tackles_solo,1,,,,,
player,201812160rav,tam,WhitJo03,tackles_assists,2,,,,,
player,201812160rav,tam,WhitJo03,tackles_loss,0,,,,,
player,201812160rav,tam,WhitJo03,qb_hits,0,,,,,
player,201812160rav,tam,WhitJo03,fumbles_rec,0,,,,,
player,201812160rav,tam,WhitJo03,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,WhitJo03,fumbles_rec_td,0,,,,,
player,201812160rav,tam,WhitJo03,fumbles_forced,0,,,,,
player,201812160rav,tam,DaviCa02,def_int,0,,,,,
player,201812160rav,tam,DaviCa02,def_int_yds,0,,,,,
player,201812160rav,tam,DaviCa02,def_int_td,0,,,,,
player,201812160rav,tam,DaviCa02,def_int_long,0,,,,,
player,201812160rav,tam,DaviCa02,pass_defended,0,,,,,
player,201812160rav,tam,DaviCa02,sacks,0.0,,,,,
player,201812160rav,tam,DaviCa02,tackles_combined,2,,,,,
player,201812160rav,tam,DaviCa02,tackles_solo,2,,,,,
player,201812160rav,tam,DaviCa02,tackles_assists,0,,,,,
player,201812160rav,tam,DaviCa02,tackles_loss,0,,,,,
player,201812160rav,tam,DaviCa02,qb_hits,0,,,,,
player,201812160rav,tam,DaviCa02,fumbles_rec,0,,,,,
player,201812160rav,tam,DaviCa02,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,DaviCa02,fumbles_rec_td,0,,,,,
player,201812160rav,tam,DaviCa02,fumbles_forced,0,,,,,
player,201812160rav,tam,ElliJa01,def_int,0,,,,,
player,201812160rav,tam,ElliJa01,def_int_yds,0,,,,,
player,201812160rav,tam,ElliJa01,def_int_td,0,,,,,
player,201812160rav,tam,ElliJa01,def_int_long,0,,,,,
player,201812160rav,tam,ElliJa01,pass_defended,0,,,,,
player,201812160rav,tam,ElliJa01,sacks,0.0,,,,,
player,201812160rav,tam,ElliJa01,tackles_combined,2,,,,,
player,201812160rav,tam,ElliJa01,tackles_solo,1,,,,,
player,201812160rav,tam,ElliJa01,tackles_assists,1,,,,,
player,201812160rav,tam,ElliJa01,tackles_loss,0,,,,,
player,201812160rav,tam,ElliJa01,qb_hits,0,,,,,
player,201812160rav,tam,ElliJa01,fumbles_rec,0,,,,,
player,201812160rav,tam,ElliJa01,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,ElliJa01,fumbles_rec_td,0,,,,,
player,201812160rav,tam,ElliJa01,fumbles_forced,0,,,,,
player,201812160rav,tam,PierJa99,def_int,0,,,,,
player,201812160rav,tam,PierJa99,def_int_yds,0,,,,,
player,201812160rav,tam,PierJa99,def_int_td,0,,,,,
player,201812160rav,tam,PierJa99,def_int_long,0,,,,,
player,201812160rav,tam,PierJa99,pass_defended,0,,,,,
player,201812160rav,tam,PierJa99,sacks,0.0,,,,,
player,201812160rav,tam,PierJa99,tackles_combined,2,,,,,
player,201812160rav,tam,PierJa99,tackles_solo,2,,,,,
player,201812160rav,tam,PierJa99,tackles_assists,0,,,,,
player,201812160rav,tam,PierJa99,tackles_loss,1,,,,,
player,201812160rav,tam,PierJa99,qb_hits,0,,,,,
player,201812160rav,tam,PierJa99,fumbles_rec,0,,,,,
player,201812160rav,tam,PierJa99,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,PierJa99,fumbles_rec_td,0,,,,,
player,201812160rav,tam,PierJa99,fumbles_forced,0,,,,,
player,201812160rav,tam,AlleBe00,def_int,0,,,,,
player,201812160rav,tam,AlleBe00,def_int_yds,0,,,,,
player,201812160rav,tam,AlleBe00,def_int_td,0,,,,,
player,201812160rav,tam,AlleBe00,def_int_long,0,,,,,
player,201812160rav,tam,AlleBe00,pass_defended,0,,,,,
player,201812160rav,tam,AlleBe00,sacks,0.0,,,,,
player,201812160rav,tam,AlleBe00,tackles_combined,1,,,,,
player,201812160rav,tam,AlleBe00,tackles_solo,0,,,,,
player,201812160rav,tam,AlleBe00,tackles_assists,1,,,,,
player,201812160rav,tam,AlleBe00,tackles_loss,0,,,,,
player,201812160rav,tam,AlleBe00,qb_hits,1,,,,,
player,201812160rav,tam,AlleBe00,fumbles_rec,0,,,,,
player,201812160rav,tam,AlleBe00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,AlleBe00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,AlleBe00,fumbles_forced,0,,,,,
player,201812160rav,tam,CurrVi00,def_int,0,,,,,
player,201812160rav,tam,CurrVi00,def_int_yds,0,,,,,
player,201812160rav,tam,CurrVi00,def_int_td,0,,,,,
player,201812160rav,tam,CurrVi00,def_int_long,0,,,,,
player,201812160rav,tam,CurrVi00,pass_defended,0,,,,,
player,201812160rav,tam,CurrVi00,sacks,0.0,,,,,
player,201812160rav,tam,CurrVi00,tackles_combined,1,,,,,
player,201812160rav,tam,CurrVi00,tackles_solo,0,,,,,
player,201812160rav,tam,CurrVi00,tackles_assists,1,,,,,
player,201812160rav,tam,CurrVi00,tackles_loss,0,,,,,
player,201812160rav,tam,CurrVi00,qb_hits,0,,,,,
player,201812160rav,tam,CurrVi00,fumbles_rec,0,,,,,
player,201812160rav,tam,CurrVi00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,CurrVi00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,CurrVi00,fumbles_forced,0,,,,,
player,201812160rav,tam,StewM.00,def_int,0,,,,,
player,201812160rav,tam,StewM.00,def_int_yds,0,,,,,
player,201812160rav,tam,StewM.00,def_int_td,0,,,,,
player,201812160rav,tam,StewM.00,def_int_long,0,,,,,
player,201812160rav,tam,StewM.00,pass_defended,0,,,,,
player,201812160rav,tam,StewM.00,sacks,0.0,,,,,
player,201812160rav,tam,StewM.00,tackles_combined,1,,,,,
player,201812160rav,tam,StewM.00,tackles_solo,1,,,,,
player,201812160rav,tam,StewM.00,tackles_assists,0,,,,,
player,201812160rav,tam,StewM.00,tackles_loss,0,,,,,
player,201812160rav,tam,StewM.00,qb_hits,0,,,,,
player,201812160rav,tam,StewM.00,fumbles_rec,0,,,,,
player,201812160rav,tam,StewM.00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,StewM.00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,StewM.00,fumbles_forced,0,,,,,
player,201812160rav,tam,WatsJu01,def_int,0,,,,,
player,201812160rav,tam,WatsJu01,def_int_yds,0,,,,,
player,201812160rav,tam,WatsJu01,def_int_td,0,,,,,
player,201812160rav,tam,WatsJu01,def_int_long,0,,,,,
player,201812160rav,tam,WatsJu01,pass_defended,0,,,,,
player,201812160rav,tam,WatsJu01,sacks,0.0,,,,,
player,201812160rav,tam,WatsJu01,tackles_combined,1,,,,,
player,201812160rav,tam,WatsJu01,tackles_solo,1,,,,,
player,201812160rav,tam,WatsJu01,tackles_assists,0,,,,,
player,201812160rav,tam,WatsJu01,tackles_loss,0,,,,,
player,201812160rav,tam,WatsJu01,qb_hits,0,,,,,
player,201812160rav,tam,WatsJu01,fumbles_rec,0,,,,,
player,201812160rav,tam,WatsJu01,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,WatsJu01,fumbles_rec_td,0,,,,,
player,201812160rav,tam,WatsJu01,fumbles_forced,0,,,,,
player,201812160rav,tam,WilsJe00,def_int,0,,,,,
player,201812160rav,tam,WilsJe00,def_int_yds,0,,,,,
player,201812160rav,tam,WilsJe00,def_int_td,0,,,,,
player,201812160rav,tam,WilsJe00,def_int_long,0,,,,,
player,201812160rav,tam,WilsJe00,pass_defended,0,,,,,
player,201812160rav,tam,WilsJe00,sacks,0.0,,,,,
player,201812160rav,tam,WilsJe00,tackles_combined,1,,,,,
player,201812160rav,tam,WilsJe00,tackles_solo,1,,,,,
player,201812160rav,tam,WilsJe00,tackles_assists,0,,,,,
player,201812160rav,tam,WilsJe00,tackles_loss,,,,,,
player,201812160rav,tam,WilsJe00,qb_hits,,,,,,
player,201812160rav,tam,WilsJe00,fumbles_rec,0,,,,,
player,201812160rav,tam,WilsJe00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,WilsJe00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,WilsJe00,fumbles_forced,0,,,,,
player,201812160rav,rav,HumpMa00,def_int,1,,,,,
player,201812160rav,rav,HumpMa00,def_int_yds,0,,,,,
player,201812160rav,rav,HumpMa00,def_int_td,0,,,,,
player,201812160rav,rav,HumpMa00,def_int_long,0,,,,,
player,201812160rav,rav,HumpMa00,pass_defended,4,,,,,
player,201812160rav,rav,HumpMa00,sacks,0.0,,,,,
player,201812160rav,rav,HumpMa00,tackles_combined,2,,,,,
player,201812160rav,rav,HumpMa00,tackles_solo,2,,,,,
player,201812160rav,rav,HumpMa00,tackles_assists,0,,,,,
player,201812160rav,rav,HumpMa00,tackles_loss,1,,,,,
player,201812160rav,rav,HumpMa00,qb_hits,0,,,,,
player,201812160rav,rav,HumpMa00,fumbles_rec,0,,,,,
player,201812160rav,rav,HumpMa00,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,HumpMa00,fumbles_rec_td,0,,,,,
player,201812160rav,rav,HumpMa00,fumbles_forced,0,,,,,
player,201812160rav,rav,MoslC.00,def_int,0,,,,,
player,201812160rav,rav,MoslC.00,def_int_yds,0,,,,,
player,201812160rav,rav,MoslC.00,def_int_td,0,,,,,
player,201812160rav,rav,MoslC.00,def_int_long,0,,,,,
player,201812160rav,rav,MoslC.00,pass_defended,0,,,,,
player,201812160rav,rav,MoslC.00,sacks,0.5,,,,,
player,201812160rav,rav,MoslC.00,tackles_combined,8,,,,,
player,201812160rav,rav,MoslC.00,tackles_solo,6,,,,,
player,201812160rav,rav,MoslC.00,tackles_assists,2,,,,,
player,201812160rav,rav,MoslC.00,tackles_loss,0,,,,,
player,201812160rav,rav,MoslC.00,qb_hits,1,,,,,
player,201812160rav,rav,MoslC.00,fumbles_rec,0,,,,,
player,201812160rav,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201812160rav,rav,MoslC.00,fumbles_forced,0,,,,,
player,201812160rav,rav,OnwuPa00,def_int,0,,,,,
player,201812160rav,rav,OnwuPa00,def_int_yds,0,,,,,
player,201812160rav,rav,OnwuPa00,def_int_td,0,,,,,
player,201812160rav,rav,OnwuPa00,def_int_long,0,,,,,
player,201812160rav,rav,OnwuPa00,pass_defended,1,,,,,
player,201812160rav,rav,OnwuPa00,sacks,0.5,,,,,
player,201812160rav,rav,OnwuPa00,tackles_combined,3,,,,,
player,201812160rav,rav,OnwuPa00,tackles_solo,2,,,,,
player,201812160rav,rav,OnwuPa00,tackles_assists,1,,,,,
player,201812160rav,rav,OnwuPa00,tackles_loss,0,,,,,
player,201812160rav,rav,OnwuPa00,qb_hits,1,,,,,
player,201812160rav,rav,OnwuPa00,fumbles_rec,0,,,,,
player,201812160rav,rav,OnwuPa00,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,OnwuPa00,fumbles_rec_td,0,,,,,
player,201812160rav,rav,OnwuPa00,fumbles_forced,0,,,,,
player,201812160rav,rav,WeddEr99,def_int,0,,,,,
player,201812160rav,rav,WeddEr99,def_int_yds,0,,,,,
player,201812160rav,rav,WeddEr99,def_int_td,0,,,,,
player,201812160rav,rav,WeddEr99,def_int_long,0,,,,,
player,201812160rav,rav,WeddEr99,pass_defended,0,,,,,
player,201812160rav,rav,WeddEr99,sacks,0.0,,,,,
player,201812160rav,rav,WeddEr99,tackles_combined,5,,,,,
player,201812160rav,rav,WeddEr99,tackles_solo,2,,,,,
player,201812160rav,rav,WeddEr99,tackles_assists,3,,,,,
player,201812160rav,rav,WeddEr99,tackles_loss,0,,,,,
player,201812160rav,rav,WeddEr99,qb_hits,0,,,,,
player,201812160rav,rav,WeddEr99,fumbles_rec,0,,,,,
player,201812160rav,rav,WeddEr99,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,WeddEr99,fumbles_rec_td,0,,,,,
player,201812160rav,rav,WeddEr99,fumbles_forced,0,,,,,
player,201812160rav,rav,SmitJi03,def_int,0,,,,,
player,201812160rav,rav,SmitJi03,def_int_yds,0,,,,,
player,201812160rav,rav,SmitJi03,def_int_td,0,,,,,
player,201812160rav,rav,SmitJi03,def_int_long,0,,,,,
player,201812160rav,rav,SmitJi03,pass_defended,0,,,,,
player,201812160rav,rav,SmitJi03,sacks,0.0,,,,,
player,201812160rav,rav,SmitJi03,tackles_combined,4,,,,,
player,201812160rav,rav,SmitJi03,tackles_solo,3,,,,,
player,201812160rav,rav,SmitJi03,tackles_assists,1,,,,,
player,201812160rav,rav,SmitJi03,tackles_loss,0,,,,,
player,201812160rav,rav,SmitJi03,qb_hits,0,,,,,
player,201812160rav,rav,SmitJi03,fumbles_rec,0,,,,,
player,201812160rav,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201812160rav,rav,SmitJi03,fumbles_forced,0,,,,,
player,201812160rav,rav,WillBr02,def_int,0,,,,,
player,201812160rav,rav,WillBr02,def_int_yds,0,,,,,
player,201812160rav,rav,WillBr02,def_int_td,0,,,,,
player,201812160rav,rav,WillBr02,def_int_long,0,,,,,
player,201812160rav,rav,WillBr02,pass_defended,0,,,,,
player,201812160rav,rav,WillBr02,sacks,0.0,,,,,
player,201812160rav,rav,WillBr02,tackles_combined,4,,,,,
player,201812160rav,rav,WillBr02,tackles_solo,3,,,,,
player,201812160rav,rav,WillBr02,tackles_assists,1,,,,,
player,201812160rav,rav,WillBr02,tackles_loss,1,,,,,
player,201812160rav,rav,WillBr02,qb_hits,0,,,,,
player,201812160rav,rav,WillBr02,fumbles_rec,0,,,,,
player,201812160rav,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201812160rav,rav,WillBr02,fumbles_forced,0,,,,,
player,201812160rav,rav,JudoMa00,def_int,0,,,,,
player,201812160rav,rav,JudoMa00,def_int_yds,0,,,,,
player,201812160rav,rav,JudoMa00,def_int_td,0,,,,,
player,201812160rav,rav,JudoMa00,def_int_long,0,,,,,
player,201812160rav,rav,JudoMa00,pass_defended,0,,,,,
player,201812160rav,rav,JudoMa00,sacks,0.0,,,,,
player,201812160rav,rav,JudoMa00,tackles_combined,3,,,,,
player,201812160rav,rav,JudoMa00,tackles_solo,2,,,,,
player,201812160rav,rav,JudoMa00,tackles_assists,1,,,,,
player,201812160rav,rav,JudoMa00,tackles_loss,0,,,,,
player,201812160rav,rav,JudoMa00,qb_hits,0,,,,,
player,201812160rav,rav,JudoMa00,fumbles_rec,0,,,,,
player,201812160rav,rav,JudoMa00,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,JudoMa00,fumbles_rec_td,0,,,,,
player,201812160rav,rav,JudoMa00,fumbles_forced,0,,,,,
player,201812160rav,rav,PierMi00,def_int,0,,,,,
player,201812160rav,rav,PierMi00,def_int_yds,0,,,,,
player,201812160rav,rav,PierMi00,def_int_td,0,,,,,
player,201812160rav,rav,PierMi00,def_int_long,0,,,,,
player,201812160rav,rav,PierMi00,pass_defended,0,,,,,
player,201812160rav,rav,PierMi00,sacks,0.0,,,,,
player,201812160rav,rav,PierMi00,tackles_combined,3,,,,,
player,201812160rav,rav,PierMi00,tackles_solo,3,,,,,
player,201812160rav,rav,PierMi00,tackles_assists,0,,,,,
player,201812160rav,rav,PierMi00,tackles_loss,0,,,,,
player,201812160rav,rav,PierMi00,qb_hits,1,,,,,
player,201812160rav,rav,PierMi00,fumbles_rec,0,,,,,
player,201812160rav,rav,PierMi00,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,PierMi00,fumbles_rec_td,0,,,,,
player,201812160rav,rav,PierMi00,fumbles_forced,0,,,,,
player,201812160rav,rav,BoarCh00,def_int,0,,,,,
player,201812160rav,rav,BoarCh00,def_int_yds,0,,,,,
player,201812160rav,rav,BoarCh00,def_int_td,0,,,,,
player,201812160rav,rav,BoarCh00,def_int_long,0,,,,,
player,201812160rav,rav,BoarCh00,pass_defended,0,,,,,
player,201812160rav,rav,BoarCh00,sacks,0.0,,,,,
player,201812160rav,rav,BoarCh00,tackles_combined,2,,,,,
player,201812160rav,rav,BoarCh00,tackles_solo,1,,,,,
player,201812160rav,rav,BoarCh00,tackles_assists,1,,,,,
player,201812160rav,rav,BoarCh00,tackles_loss,0,,,,,
player,201812160rav,rav,BoarCh00,qb_hits,0,,,,,
player,201812160rav,rav,BoarCh00,fumbles_rec,0,,,,,
player,201812160rav,rav,BoarCh00,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,BoarCh00,fumbles_rec_td,0,,,,,
player,201812160rav,rav,BoarCh00,fumbles_forced,0,,,,,
player,201812160rav,rav,JeffTo00,def_int,0,,,,,
player,201812160rav,rav,JeffTo00,def_int_yds,0,,,,,
player,201812160rav,rav,JeffTo00,def_int_td,0,,,,,
player,201812160rav,rav,JeffTo00,def_int_long,0,,,,,
player,201812160rav,rav,JeffTo00,pass_defended,0,,,,,
player,201812160rav,rav,JeffTo00,sacks,0.0,,,,,
player,201812160rav,rav,JeffTo00,tackles_combined,2,,,,,
player,201812160rav,rav,JeffTo00,tackles_solo,2,,,,,
player,201812160rav,rav,JeffTo00,tackles_assists,0,,,,,
player,201812160rav,rav,JeffTo00,tackles_loss,0,,,,,
player,201812160rav,rav,JeffTo00,qb_hits,0,,,,,
player,201812160rav,rav,JeffTo00,fumbles_rec,0,,,,,
player,201812160rav,rav,JeffTo00,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,JeffTo00,fumbles_rec_td,0,,,,,
player,201812160rav,rav,JeffTo00,fumbles_forced,0,,,,,
player,201812160rav,rav,JoneCy00,def_int,0,,,,,
player,201812160rav,rav,JoneCy00,def_int_yds,0,,,,,
player,201812160rav,rav,JoneCy00,def_int_td,0,,,,,
player,201812160rav,rav,JoneCy00,def_int_long,0,,,,,
player,201812160rav,rav,JoneCy00,pass_defended,0,,,,,
player,201812160rav,rav,JoneCy00,sacks,0.0,,,,,
player,201812160rav,rav,JoneCy00,tackles_combined,2,,,,,
player,201812160rav,rav,JoneCy00,tackles_solo,2,,,,,
player,201812160rav,rav,JoneCy00,tackles_assists,0,,,,,
player,201812160rav,rav,JoneCy00,tackles_loss,0,,,,,
player,201812160rav,rav,JoneCy00,qb_hits,0,,,,,
player,201812160rav,rav,JoneCy00,fumbles_rec,0,,,,,
player,201812160rav,rav,JoneCy00,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,JoneCy00,fumbles_rec_td,0,,,,,
player,201812160rav,rav,JoneCy00,fumbles_forced,0,,,,,
player,201812160rav,rav,WormCh00,def_int,0,,,,,
player,201812160rav,rav,WormCh00,def_int_yds,0,,,,,
player,201812160rav,rav,WormCh00,def_int_td,0,,,,,
player,201812160rav,rav,WormCh00,def_int_long,0,,,,,
player,201812160rav,rav,WormCh00,pass_defended,0,,,,,
player,201812160rav,rav,WormCh00,sacks,0.0,,,,,
player,201812160rav,rav,WormCh00,tackles_combined,2,,,,,
player,201812160rav,rav,WormCh00,tackles_solo,1,,,,,
player,201812160rav,rav,WormCh00,tackles_assists,1,,,,,
player,201812160rav,rav,WormCh00,tackles_loss,0,,,,,
player,201812160rav,rav,WormCh00,qb_hits,0,,,,,
player,201812160rav,rav,WormCh00,fumbles_rec,0,,,,,
player,201812160rav,rav,WormCh00,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,WormCh00,fumbles_rec_td,0,,,,,
player,201812160rav,rav,WormCh00,fumbles_forced,0,,,,,
player,201812160rav,rav,YounTa01,def_int,0,,,,,
player,201812160rav,rav,YounTa01,def_int_yds,0,,,,,
player,201812160rav,rav,YounTa01,def_int_td,0,,,,,
player,201812160rav,rav,YounTa01,def_int_long,0,,,,,
player,201812160rav,rav,YounTa01,pass_defended,0,,,,,
player,201812160rav,rav,YounTa01,sacks,0.0,,,,,
player,201812160rav,rav,YounTa01,tackles_combined,2,,,,,
player,201812160rav,rav,YounTa01,tackles_solo,2,,,,,
player,201812160rav,rav,YounTa01,tackles_assists,0,,,,,
player,201812160rav,rav,YounTa01,tackles_loss,0,,,,,
player,201812160rav,rav,YounTa01,qb_hits,0,,,,,
player,201812160rav,rav,YounTa01,fumbles_rec,0,,,,,
player,201812160rav,rav,YounTa01,fumbles_rec_yds,0,,,,,
player,201812160rav,rav,YounTa01,fumbles_rec_td,0,,,,,
player,201812160rav,rav,YounTa01,fumbles_forced,0,,,,,
player,201812160rav,rav,AlleJa01,def_int,0,,,,,
player,201812160rav,rav,AlleJa01,def_int_yds,0,,,,,
player,201812160rav,rav,AlleJa01,def_int_td,0,,,,,
player,201812160rav,rav,AlleJa01,def_int_long,0,,,,,
player,201812160rav,rav,AlleJa01,pass_defended,0,,,,,
player,201812160rav,rav,AlleJa01,sacks,0.0,,,,,
player,201812160rav,rav,AlleJa01,tackles_combined,1,,,,,
player,201812160rav,rav,AlleJa01,tackles_solo,1,,,,,
player,201812160rav,rav,AlleJa01,tackles_assists,0,,,,,
player,201812160rav,rav,AlleJa01,tackles_loss,0,,,,,
player,201812160rav,rav,AlleJa01,qb_hits,0,,,,,
player,201812160rav,rav,AlleJa01,fumbles_rec,0,,,,,
