game,2018,14,20181209,201812090dal,phi,"Philadelphia Eagles",23,dal,"Dallas Cowboys",29
player,201812090dal,phi,AghoNe00,fumbles_lost,0,,,,,
player,201812090dal,phi,GoedDa00,pass_cmp,0,,,,,
player,201812090dal,phi,GoedDa00,pass_att,0,,,,,
player,201812090dal,phi,GoedDa00,pass_yds,0,,,,,
player,201812090dal,phi,GoedDa00,pass_td,0,,,,,
player,201812090dal,phi,GoedDa00,pass_int,0,,,,,
player,201812090dal,phi,GoedDa00,pass_sacked,0,,,,,
player,201812090dal,phi,GoedDa00,pass_sacked_yds,0,,,,,
player,201812090dal,phi,GoedDa00,pass_long,0,,,,,
player,201812090dal,phi,GoedDa00,pass_rating,,,,,,
player,201812090dal,phi,GoedDa00,rush_att,0,,,,,
player,201812090dal,phi,GoedDa00,rush_yds,0,,,,,
player,201812090dal,phi,GoedDa00,rush_td,0,,,,,
player,201812090dal,phi,GoedDa00,rush_long,0,,,,,
player,201812090dal,phi,GoedDa00,targets,5,,,,,
player,201812090dal,phi,GoedDa00,rec,4,,,,,
player,201812090dal,phi,GoedDa00,rec_yds,44,,,,,
player,201812090dal,phi,GoedDa00,rec_td,1,,,,,
player,201812090dal,phi,GoedDa00,rec_long,26,,,,,
player,201812090dal,phi,GoedDa00,fumbles,0,,,,,
player,201812090dal,phi,GoedDa00,fumbles_lost,0,,,,,
player,201812090dal,phi,ErtzZa00,pass_cmp,0,,,,,
player,201812090dal,phi,ErtzZa00,pass_att,0,,,,,
player,201812090dal,phi,ErtzZa00,pass_yds,0,,,,,
player,201812090dal,phi,ErtzZa00,pass_td,0,,,,,
player,201812090dal,phi,ErtzZa00,pass_int,0,,,,,
player,201812090dal,phi,ErtzZa00,pass_sacked,0,,,,,
player,201812090dal,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201812090dal,phi,ErtzZa00,pass_long,0,,,,,
player,201812090dal,phi,ErtzZa00,pass_rating,,,,,,
player,201812090dal,phi,ErtzZa00,rush_att,0,,,,,
player,201812090dal,phi,ErtzZa00,rush_yds,0,,,,,
player,201812090dal,phi,ErtzZa00,rush_td,0,,,,,
player,201812090dal,phi,ErtzZa00,rush_long,0,,,,,
player,201812090dal,phi,ErtzZa00,targets,8,,,,,
player,201812090dal,phi,ErtzZa00,rec,5,,,,,
player,201812090dal,phi,ErtzZa00,rec_yds,38,,,,,
player,201812090dal,phi,ErtzZa00,rec_td,0,,,,,
player,201812090dal,phi,ErtzZa00,rec_long,12,,,,,
player,201812090dal,phi,ErtzZa00,fumbles,0,,,,,
player,201812090dal,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201812090dal,phi,TateGo00,pass_cmp,0,,,,,
player,201812090dal,phi,TateGo00,pass_att,0,,,,,
player,201812090dal,phi,TateGo00,pass_yds,0,,,,,
player,201812090dal,phi,TateGo00,pass_td,0,,,,,
player,201812090dal,phi,TateGo00,pass_int,0,,,,,
player,201812090dal,phi,TateGo00,pass_sacked,0,,,,,
player,201812090dal,phi,TateGo00,pass_sacked_yds,0,,,,,
player,201812090dal,phi,TateGo00,pass_long,0,,,,,
player,201812090dal,phi,TateGo00,pass_rating,,,,,,
player,201812090dal,phi,TateGo00,rush_att,0,,,,,
player,201812090dal,phi,TateGo00,rush_yds,0,,,,,
player,201812090dal,phi,TateGo00,rush_td,0,,,,,
player,201812090dal,phi,TateGo00,rush_long,0,,,,,
player,201812090dal,phi,TateGo00,targets,3,,,,,
player,201812090dal,phi,TateGo00,rec,1,,,,,
player,201812090dal,phi,TateGo00,rec_yds,7,,,,,
player,201812090dal,phi,TateGo00,rec_td,0,,,,,
player,201812090dal,phi,TateGo00,rec_long,7,,,,,
player,201812090dal,phi,TateGo00,fumbles,0,,,,,
player,201812090dal,phi,TateGo00,fumbles_lost,0,,,,,
player,201812090dal,phi,MattJo00,pass_cmp,0,,,,,
player,201812090dal,phi,MattJo00,pass_att,0,,,,,
player,201812090dal,phi,MattJo00,pass_yds,0,,,,,
player,201812090dal,phi,MattJo00,pass_td,0,,,,,
player,201812090dal,phi,MattJo00,pass_int,0,,,,,
player,201812090dal,phi,MattJo00,pass_sacked,0,,,,,
player,201812090dal,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201812090dal,phi,MattJo00,pass_long,0,,,,,
player,201812090dal,phi,MattJo00,pass_rating,,,,,,
player,201812090dal,phi,MattJo00,rush_att,0,,,,,
player,201812090dal,phi,MattJo00,rush_yds,0,,,,,
player,201812090dal,phi,MattJo00,rush_td,0,,,,,
player,201812090dal,phi,MattJo00,rush_long,0,,,,,
player,201812090dal,phi,MattJo00,targets,1,,,,,
player,201812090dal,phi,MattJo00,rec,1,,,,,
player,201812090dal,phi,MattJo00,rec_yds,6,,,,,
player,201812090dal,phi,MattJo00,rec_td,0,,,,,
player,201812090dal,phi,MattJo00,rec_long,6,,,,,
player,201812090dal,phi,MattJo00,fumbles,0,,,,,
player,201812090dal,phi,MattJo00,fumbles_lost,0,,,,,
player,201812090dal,phi,ClemCo00,pass_cmp,0,,,,,
player,201812090dal,phi,ClemCo00,pass_att,0,,,,,
player,201812090dal,phi,ClemCo00,pass_yds,0,,,,,
player,201812090dal,phi,ClemCo00,pass_td,0,,,,,
player,201812090dal,phi,ClemCo00,pass_int,0,,,,,
player,201812090dal,phi,ClemCo00,pass_sacked,0,,,,,
player,201812090dal,phi,ClemCo00,pass_sacked_yds,0,,,,,
player,201812090dal,phi,ClemCo00,pass_long,0,,,,,
player,201812090dal,phi,ClemCo00,pass_rating,,,,,,
player,201812090dal,phi,ClemCo00,rush_att,1,,,,,
player,201812090dal,phi,ClemCo00,rush_yds,-4,,,,,
player,201812090dal,phi,ClemCo00,rush_td,0,,,,,
player,201812090dal,phi,ClemCo00,rush_long,-4,,,,,
player,201812090dal,phi,ClemCo00,targets,0,,,,,
player,201812090dal,phi,ClemCo00,rec,0,,,,,
player,201812090dal,phi,ClemCo00,rec_yds,0,,,,,
player,201812090dal,phi,ClemCo00,rec_td,0,,,,,
player,201812090dal,phi,ClemCo00,rec_long,0,,,,,
player,201812090dal,phi,ClemCo00,fumbles,0,,,,,
player,201812090dal,phi,ClemCo00,fumbles_lost,0,,,,,
player,201812090dal,dal,PresDa01,pass_cmp,42,,,,,
player,201812090dal,dal,PresDa01,pass_att,54,,,,,
player,201812090dal,dal,PresDa01,pass_yds,455,,,,,
player,201812090dal,dal,PresDa01,pass_td,3,,,,,
player,201812090dal,dal,PresDa01,pass_int,2,,,,,
player,201812090dal,dal,PresDa01,pass_sacked,3,,,,,
player,201812090dal,dal,PresDa01,pass_sacked_yds,21,,,,,
player,201812090dal,dal,PresDa01,pass_long,75,,,,,
player,201812090dal,dal,PresDa01,pass_rating,104.9,,,,,
player,201812090dal,dal,PresDa01,rush_att,4,,,,,
player,201812090dal,dal,PresDa01,rush_yds,2,,,,,
player,201812090dal,dal,PresDa01,rush_td,0,,,,,
player,201812090dal,dal,PresDa01,rush_long,6,,,,,
player,201812090dal,dal,PresDa01,targets,0,,,,,
player,201812090dal,dal,PresDa01,rec,0,,,,,
player,201812090dal,dal,PresDa01,rec_yds,0,,,,,
player,201812090dal,dal,PresDa01,rec_td,0,,,,,
player,201812090dal,dal,PresDa01,rec_long,0,,,,,
player,201812090dal,dal,PresDa01,fumbles,1,,,,,
player,201812090dal,dal,PresDa01,fumbles_lost,1,,,,,
player,201812090dal,dal,ElliEz00,pass_cmp,0,,,,,
player,201812090dal,dal,ElliEz00,pass_att,0,,,,,
player,201812090dal,dal,ElliEz00,pass_yds,0,,,,,
player,201812090dal,dal,ElliEz00,pass_td,0,,,,,
player,201812090dal,dal,ElliEz00,pass_int,0,,,,,
player,201812090dal,dal,ElliEz00,pass_sacked,0,,,,,
player,201812090dal,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201812090dal,dal,ElliEz00,pass_long,0,,,,,
player,201812090dal,dal,ElliEz00,pass_rating,,,,,,
player,201812090dal,dal,ElliEz00,rush_att,28,,,,,
player,201812090dal,dal,ElliEz00,rush_yds,113,,,,,
player,201812090dal,dal,ElliEz00,rush_td,0,,,,,
player,201812090dal,dal,ElliEz00,rush_long,20,,,,,
player,201812090dal,dal,ElliEz00,targets,13,,,,,
player,201812090dal,dal,ElliEz00,rec,12,,,,,
player,201812090dal,dal,ElliEz00,rec_yds,79,,,,,
player,201812090dal,dal,ElliEz00,rec_td,0,,,,,
player,201812090dal,dal,ElliEz00,rec_long,16,,,,,
player,201812090dal,dal,ElliEz00,fumbles,0,,,,,
player,201812090dal,dal,ElliEz00,fumbles_lost,0,,,,,
player,201812090dal,dal,SmitRo06,pass_cmp,0,,,,,
player,201812090dal,dal,SmitRo06,pass_att,0,,,,,
player,201812090dal,dal,SmitRo06,pass_yds,0,,,,,
player,201812090dal,dal,SmitRo06,pass_td,0,,,,,
player,201812090dal,dal,SmitRo06,pass_int,0,,,,,
player,201812090dal,dal,SmitRo06,pass_sacked,0,,,,,
player,201812090dal,dal,SmitRo06,pass_sacked_yds,0,,,,,
player,201812090dal,dal,SmitRo06,pass_long,0,,,,,
player,201812090dal,dal,SmitRo06,pass_rating,,,,,,
player,201812090dal,dal,SmitRo06,rush_att,4,,,,,
player,201812090dal,dal,SmitRo06,rush_yds,27,,,,,
player,201812090dal,dal,SmitRo06,rush_td,0,,,,,
player,201812090dal,dal,SmitRo06,rush_long,14,,,,,
player,201812090dal,dal,SmitRo06,targets,2,,,,,
player,201812090dal,dal,SmitRo06,rec,2,,,,,
player,201812090dal,dal,SmitRo06,rec_yds,16,,,,,
player,201812090dal,dal,SmitRo06,rec_td,0,,,,,
player,201812090dal,dal,SmitRo06,rec_long,9,,,,,
player,201812090dal,dal,SmitRo06,fumbles,0,,,,,
player,201812090dal,dal,SmitRo06,fumbles_lost,0,,,,,
player,201812090dal,dal,CoopAm00,pass_cmp,0,,,,,
player,201812090dal,dal,CoopAm00,pass_att,0,,,,,
player,201812090dal,dal,CoopAm00,pass_yds,0,,,,,
player,201812090dal,dal,CoopAm00,pass_td,0,,,,,
player,201812090dal,dal,CoopAm00,pass_int,0,,,,,
player,201812090dal,dal,CoopAm00,pass_sacked,0,,,,,
player,201812090dal,dal,CoopAm00,pass_sacked_yds,0,,,,,
player,201812090dal,dal,CoopAm00,pass_long,0,,,,,
player,201812090dal,dal,CoopAm00,pass_rating,,,,,,
player,201812090dal,dal,CoopAm00,rush_att,0,,,,,
player,201812090dal,dal,CoopAm00,rush_yds,0,,,,,
player,201812090dal,dal,CoopAm00,rush_td,0,,,,,
player,201812090dal,dal,CoopAm00,rush_long,0,,,,,
player,201812090dal,dal,CoopAm00,targets,13,,,,,
player,201812090dal,dal,CoopAm00,rec,10,,,,,
player,201812090dal,dal,CoopAm00,rec_yds,217,,,,,
player,201812090dal,dal,CoopAm00,rec_td,3,,,,,
player,201812090dal,dal,CoopAm00,rec_long,75,,,,,
player,201812090dal,dal,CoopAm00,fumbles,0,,,,,
player,201812090dal,dal,CoopAm00,fumbles_lost,0,,,,,
player,201812090dal,dal,JarwBl00,pass_cmp,0,,,,,
player,201812090dal,dal,JarwBl00,pass_att,0,,,,,
player,201812090dal,dal,JarwBl00,pass_yds,0,,,,,
player,201812090dal,dal,JarwBl00,pass_td,0,,,,,
player,201812090dal,dal,JarwBl00,pass_int,0,,,,,
player,201812090dal,dal,JarwBl00,pass_sacked,0,,,,,
player,201812090dal,dal,JarwBl00,pass_sacked_yds,0,,,,,
player,201812090dal,dal,JarwBl00,pass_long,0,,,,,
player,201812090dal,dal,JarwBl00,pass_rating,,,,,,
player,201812090dal,dal,JarwBl00,rush_att,0,,,,,
player,201812090dal,dal,JarwBl00,rush_yds,0,,,,,
player,201812090dal,dal,JarwBl00,rush_td,0,,,,,
player,201812090dal,dal,JarwBl00,rush_long,0,,,,,
player,201812090dal,dal,JarwBl00,targets,7,,,,,
player,201812090dal,dal,JarwBl00,rec,7,,,,,
player,201812090dal,dal,JarwBl00,rec_yds,56,,,,,
player,201812090dal,dal,JarwBl00,rec_td,0,,,,,
player,201812090dal,dal,JarwBl00,rec_long,22,,,,,
player,201812090dal,dal,JarwBl00,fumbles,0,,,,,
player,201812090dal,dal,JarwBl00,fumbles_lost,0,,,,,
player,201812090dal,dal,SchuDa00,pass_cmp,0,,,,,
player,201812090dal,dal,SchuDa00,pass_att,0,,,,,
player,201812090dal,dal,SchuDa00,pass_yds,0,,,,,
player,201812090dal,dal,SchuDa00,pass_td,0,,,,,
player,201812090dal,dal,SchuDa00,pass_int,0,,,,,
player,201812090dal,dal,SchuDa00,pass_sacked,0,,,,,
player,201812090dal,dal,SchuDa00,pass_sacked_yds,0,,,,,
player,201812090dal,dal,SchuDa00,pass_long,0,,,,,
player,201812090dal,dal,SchuDa00,pass_rating,,,,,,
player,201812090dal,dal,SchuDa00,rush_att,0,,,,,
player,201812090dal,dal,SchuDa00,rush_yds,0,,,,,
player,201812090dal,dal,SchuDa00,rush_td,0,,,,,
player,201812090dal,dal,SchuDa00,rush_long,0,,,,,
player,201812090dal,dal,SchuDa00,targets,3,,,,,
player,201812090dal,dal,SchuDa00,rec,3,,,,,
player,201812090dal,dal,SchuDa00,rec_yds,37,,,,,
player,201812090dal,dal,SchuDa00,rec_td,0,,,,,
player,201812090dal,dal,SchuDa00,rec_long,16,,,,,
player,201812090dal,dal,SchuDa00,fumbles,0,,,,,
player,201812090dal,dal,SchuDa00,fumbles_lost,0,,,,,
player,201812090dal,dal,GallMi00,pass_cmp,0,,,,,
player,201812090dal,dal,GallMi00,pass_att,0,,,,,
player,201812090dal,dal,GallMi00,pass_yds,0,,,,,
player,201812090dal,dal,GallMi00,pass_td,0,,,,,
player,201812090dal,dal,GallMi00,pass_int,0,,,,,
player,201812090dal,dal,GallMi00,pass_sacked,0,,,,,
player,201812090dal,dal,GallMi00,pass_sacked_yds,0,,,,,
player,201812090dal,dal,GallMi00,pass_long,0,,,,,
player,201812090dal,dal,GallMi00,pass_rating,,,,,,
player,201812090dal,dal,GallMi00,rush_att,0,,,,,
player,201812090dal,dal,GallMi00,rush_yds,0,,,,,
player,201812090dal,dal,GallMi00,rush_td,0,,,,,
player,201812090dal,dal,GallMi00,rush_long,0,,,,,
player,201812090dal,dal,GallMi00,targets,9,,,,,
player,201812090dal,dal,GallMi00,rec,4,,,,,
player,201812090dal,dal,GallMi00,rec_yds,24,,,,,
player,201812090dal,dal,GallMi00,rec_td,0,,,,,
player,201812090dal,dal,GallMi00,rec_long,10,,,,,
player,201812090dal,dal,GallMi00,fumbles,0,,,,,
player,201812090dal,dal,GallMi00,fumbles_lost,0,,,,,
player,201812090dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201812090dal,dal,BeasCo00,pass_att,0,,,,,
player,201812090dal,dal,BeasCo00,pass_yds,0,,,,,
player,201812090dal,dal,BeasCo00,pass_td,0,,,,,
player,201812090dal,dal,BeasCo00,pass_int,0,,,,,
player,201812090dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201812090dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201812090dal,dal,BeasCo00,pass_long,0,,,,,
player,201812090dal,dal,BeasCo00,pass_rating,,,,,,
player,201812090dal,dal,BeasCo00,rush_att,0,,,,,
player,201812090dal,dal,BeasCo00,rush_yds,0,,,,,
player,201812090dal,dal,BeasCo00,rush_td,0,,,,,
player,201812090dal,dal,BeasCo00,rush_long,0,,,,,
player,201812090dal,dal,BeasCo00,targets,4,,,,,
player,201812090dal,dal,BeasCo00,rec,2,,,,,
player,201812090dal,dal,BeasCo00,rec_yds,18,,,,,
player,201812090dal,dal,BeasCo00,rec_td,0,,,,,
player,201812090dal,dal,BeasCo00,rec_long,15,,,,,
player,201812090dal,dal,BeasCo00,fumbles,0,,,,,
player,201812090dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201812090dal,dal,HurnAl01,pass_cmp,0,,,,,
player,201812090dal,dal,HurnAl01,pass_att,0,,,,,
player,201812090dal,dal,HurnAl01,pass_yds,0,,,,,
player,201812090dal,dal,HurnAl01,pass_td,0,,,,,
player,201812090dal,dal,HurnAl01,pass_int,0,,,,,
player,201812090dal,dal,HurnAl01,pass_sacked,0,,,,,
player,201812090dal,dal,HurnAl01,pass_sacked_yds,0,,,,,
player,201812090dal,dal,HurnAl01,pass_long,0,,,,,
player,201812090dal,dal,HurnAl01,pass_rating,,,,,,
player,201812090dal,dal,HurnAl01,rush_att,0,,,,,
player,201812090dal,dal,HurnAl01,rush_yds,0,,,,,
player,201812090dal,dal,HurnAl01,rush_td,0,,,,,
player,201812090dal,dal,HurnAl01,rush_long,0,,,,,
player,201812090dal,dal,HurnAl01,targets,1,,,,,
player,201812090dal,dal,HurnAl01,rec,1,,,,,
player,201812090dal,dal,HurnAl01,rec_yds,9,,,,,
player,201812090dal,dal,HurnAl01,rec_td,0,,,,,
player,201812090dal,dal,HurnAl01,rec_long,9,,,,,
player,201812090dal,dal,HurnAl01,fumbles,0,,,,,
player,201812090dal,dal,HurnAl01,fumbles_lost,0,,,,,
player,201812090dal,dal,GathRi00,pass_cmp,0,,,,,
player,201812090dal,dal,GathRi00,pass_att,0,,,,,
player,201812090dal,dal,GathRi00,pass_yds,0,,,,,
player,201812090dal,dal,GathRi00,pass_td,0,,,,,
player,201812090dal,dal,GathRi00,pass_int,0,,,,,
player,201812090dal,dal,GathRi00,pass_sacked,0,,,,,
player,201812090dal,dal,GathRi00,pass_sacked_yds,0,,,,,
player,201812090dal,dal,GathRi00,pass_long,0,,,,,
player,201812090dal,dal,GathRi00,pass_rating,,,,,,
player,201812090dal,dal,GathRi00,rush_att,0,,,,,
player,201812090dal,dal,GathRi00,rush_yds,0,,,,,
player,201812090dal,dal,GathRi00,rush_td,0,,,,,
player,201812090dal,dal,GathRi00,rush_long,0,,,,,
player,201812090dal,dal,GathRi00,targets,1,,,,,
player,201812090dal,dal,GathRi00,rec,1,,,,,
player,201812090dal,dal,GathRi00,rec_yds,-1,,,,,
player,201812090dal,dal,GathRi00,rec_td,0,,,,,
player,201812090dal,dal,GathRi00,rec_long,-1,,,,,
player,201812090dal,dal,GathRi00,fumbles,0,,,,,
player,201812090dal,dal,GathRi00,fumbles_lost,0,,,,,
player,201812090dal,phi,GrahCo99,def_int,1,,,,,
player,201812090dal,phi,GrahCo99,def_int_yds,29,,,,,
player,201812090dal,phi,GrahCo99,def_int_td,0,,,,,
player,201812090dal,phi,GrahCo99,def_int_long,29,,,,,
player,201812090dal,phi,GrahCo99,pass_defended,1,,,,,
player,201812090dal,phi,GrahCo99,sacks,0.0,,,,,
player,201812090dal,phi,GrahCo99,tackles_combined,11,,,,,
player,201812090dal,phi,GrahCo99,tackles_solo,7,,,,,
player,201812090dal,phi,GrahCo99,tackles_assists,4,,,,,
player,201812090dal,phi,GrahCo99,tackles_loss,0,,,,,
player,201812090dal,phi,GrahCo99,qb_hits,0,,,,,
player,201812090dal,phi,GrahCo99,fumbles_rec,0,,,,,
player,201812090dal,phi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201812090dal,phi,GrahCo99,fumbles_rec_td,0,,,,,
