game,2018,14,20181209,201812090was,nyg,"New York Giants",40,was,"Washington Redskins",16
team,201812090was,nyg,First Downs,19,,,,,,
team,201812090was,was,First Downs,12,,,,,,
team,201812090was,nyg,Rush-Yds-TDs,34-227-1,,,,,,
team,201812090was,was,Rush-Yds-TDs,22-84-1,,,,,,
team,201812090was,nyg,Cmp-Att-Yd-TD-INT,14-27-197-3-1,,,,,,
team,201812090was,was,Cmp-Att-Yd-TD-INT,17-30-233-1-3,,,,,,
team,201812090was,nyg,Sacked-Yards,2-22,,,,,,
team,201812090was,was,Sacked-Yards,5-29,,,,,,
team,201812090was,nyg,Net Pass Yards,175,,,,,,
team,201812090was,was,Net Pass Yards,204,,,,,,
team,201812090was,nyg,Total Yards,402,,,,,,
team,201812090was,was,Total Yards,288,,,,,,
team,201812090was,nyg,Fumbles-Lost,0-0,,,,,,
team,201812090was,was,Fumbles-Lost,1-0,,,,,,
team,201812090was,nyg,Turnovers,1,,,,,,
team,201812090was,was,Turnovers,3,,,,,,
team,201812090was,nyg,Penalties-Yards,2-18,,,,,,
team,201812090was,was,Penalties-Yards,15-135,,,,,,
team,201812090was,nyg,Third Down Conv.,4-13,,,,,,
team,201812090was,was,Third Down Conv.,2-11,,,,,,
team,201812090was,nyg,Fourth Down Conv.,0-0,,,,,,
team,201812090was,was,Fourth Down Conv.,0-1,,,,,,
team,201812090was,nyg,Time of Possession,30:09,,,,,,
team,201812090was,was,Time of Possession,29:51,,,,,,
player,201812090was,nyg,MannEl00,pass_cmp,14,,,,,
player,201812090was,nyg,MannEl00,pass_att,22,,,,,
player,201812090was,nyg,MannEl00,pass_yds,197,,,,,
player,201812090was,nyg,MannEl00,pass_td,3,,,,,
player,201812090was,nyg,MannEl00,pass_int,0,,,,,
player,201812090was,nyg,MannEl00,pass_sacked,2,,,,,
player,201812090was,nyg,MannEl00,pass_sacked_yds,22,,,,,
player,201812090was,nyg,MannEl00,pass_long,39,,,,,
player,201812090was,nyg,MannEl00,pass_rating,132.0,,,,,
player,201812090was,nyg,MannEl00,rush_att,0,,,,,
player,201812090was,nyg,MannEl00,rush_yds,0,,,,,
player,201812090was,nyg,MannEl00,rush_td,0,,,,,
player,201812090was,nyg,MannEl00,rush_long,0,,,,,
player,201812090was,nyg,MannEl00,targets,0,,,,,
player,201812090was,nyg,MannEl00,rec,0,,,,,
player,201812090was,nyg,MannEl00,rec_yds,0,,,,,
player,201812090was,nyg,MannEl00,rec_td,0,,,,,
player,201812090was,nyg,MannEl00,rec_long,0,,,,,
player,201812090was,nyg,MannEl00,fumbles,0,,,,,
player,201812090was,nyg,MannEl00,fumbles_lost,0,,,,,
player,201812090was,nyg,LaulKy00,pass_cmp,0,,,,,
player,201812090was,nyg,LaulKy00,pass_att,5,,,,,
player,201812090was,nyg,LaulKy00,pass_yds,0,,,,,
player,201812090was,nyg,LaulKy00,pass_td,0,,,,,
player,201812090was,nyg,LaulKy00,pass_int,1,,,,,
player,201812090was,nyg,LaulKy00,pass_sacked,0,,,,,
player,201812090was,nyg,LaulKy00,pass_sacked_yds,0,,,,,
player,201812090was,nyg,LaulKy00,pass_long,0,,,,,
player,201812090was,nyg,LaulKy00,pass_rating,0.0,,,,,
player,201812090was,nyg,LaulKy00,rush_att,1,,,,,
