game,2018,2,20180917,201809170chi,sea,"Seattle Seahawks",17,chi,"Chicago Bears",24
player,201809170chi,sea,DaviMi01,pass_rating,,,,,,
player,201809170chi,sea,DaviMi01,rush_att,3,,,,,
player,201809170chi,sea,DaviMi01,rush_yds,3,,,,,
player,201809170chi,sea,DaviMi01,rush_td,0,,,,,
player,201809170chi,sea,DaviMi01,rush_long,3,,,,,
player,201809170chi,sea,DaviMi01,targets,1,,,,,
player,201809170chi,sea,DaviMi01,rec,1,,,,,
player,201809170chi,sea,DaviMi01,rec_yds,-1,,,,,
player,201809170chi,sea,DaviMi01,rec_td,0,,,,,
player,201809170chi,sea,DaviMi01,rec_long,-1,,,,,
player,201809170chi,sea,DaviMi01,fumbles,0,,,,,
player,201809170chi,sea,DaviMi01,fumbles_lost,0,,,,,
player,201809170chi,sea,LockTy00,pass_cmp,0,,,,,
player,201809170chi,sea,LockTy00,pass_att,0,,,,,
player,201809170chi,sea,LockTy00,pass_yds,0,,,,,
player,201809170chi,sea,LockTy00,pass_td,0,,,,,
player,201809170chi,sea,LockTy00,pass_int,0,,,,,
player,201809170chi,sea,LockTy00,pass_sacked,0,,,,,
player,201809170chi,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201809170chi,sea,LockTy00,pass_long,0,,,,,
player,201809170chi,sea,LockTy00,pass_rating,,,,,,
player,201809170chi,sea,LockTy00,rush_att,0,,,,,
player,201809170chi,sea,LockTy00,rush_yds,0,,,,,
player,201809170chi,sea,LockTy00,rush_td,0,,,,,
player,201809170chi,sea,LockTy00,rush_long,0,,,,,
player,201809170chi,sea,LockTy00,targets,7,,,,,
player,201809170chi,sea,LockTy00,rec,5,,,,,
player,201809170chi,sea,LockTy00,rec_yds,60,,,,,
player,201809170chi,sea,LockTy00,rec_td,1,,,,,
player,201809170chi,sea,LockTy00,rec_long,20,,,,,
player,201809170chi,sea,LockTy00,fumbles,1,,,,,
player,201809170chi,sea,LockTy00,fumbles_lost,0,,,,,
player,201809170chi,sea,MarsBr00,pass_cmp,0,,,,,
player,201809170chi,sea,MarsBr00,pass_att,0,,,,,
player,201809170chi,sea,MarsBr00,pass_yds,0,,,,,
player,201809170chi,sea,MarsBr00,pass_td,0,,,,,
player,201809170chi,sea,MarsBr00,pass_int,0,,,,,
player,201809170chi,sea,MarsBr00,pass_sacked,0,,,,,
player,201809170chi,sea,MarsBr00,pass_sacked_yds,0,,,,,
player,201809170chi,sea,MarsBr00,pass_long,0,,,,,
player,201809170chi,sea,MarsBr00,pass_rating,,,,,,
player,201809170chi,sea,MarsBr00,rush_att,0,,,,,
player,201809170chi,sea,MarsBr00,rush_yds,0,,,,,
player,201809170chi,sea,MarsBr00,rush_td,0,,,,,
player,201809170chi,sea,MarsBr00,rush_long,0,,,,,
player,201809170chi,sea,MarsBr00,targets,6,,,,,
player,201809170chi,sea,MarsBr00,rec,4,,,,,
player,201809170chi,sea,MarsBr00,rec_yds,44,,,,,
player,201809170chi,sea,MarsBr00,rec_td,0,,,,,
player,201809170chi,sea,MarsBr00,rec_long,18,,,,,
player,201809170chi,sea,MarsBr00,fumbles,0,,,,,
player,201809170chi,sea,MarsBr00,fumbles_lost,0,,,,,
player,201809170chi,sea,DissWi00,pass_cmp,0,,,,,
player,201809170chi,sea,DissWi00,pass_att,0,,,,,
player,201809170chi,sea,DissWi00,pass_yds,0,,,,,
player,201809170chi,sea,DissWi00,pass_td,0,,,,,
player,201809170chi,sea,DissWi00,pass_int,0,,,,,
player,201809170chi,sea,DissWi00,pass_sacked,0,,,,,
player,201809170chi,sea,DissWi00,pass_sacked_yds,0,,,,,
player,201809170chi,sea,DissWi00,pass_long,0,,,,,
player,201809170chi,sea,DissWi00,pass_rating,,,,,,
player,201809170chi,sea,DissWi00,rush_att,0,,,,,
player,201809170chi,sea,DissWi00,rush_yds,0,,,,,
player,201809170chi,sea,DissWi00,rush_td,0,,,,,
player,201809170chi,sea,DissWi00,rush_long,0,,,,,
player,201809170chi,sea,DissWi00,targets,5,,,,,
player,201809170chi,sea,DissWi00,rec,3,,,,,
player,201809170chi,sea,DissWi00,rec_yds,42,,,,,
player,201809170chi,sea,DissWi00,rec_td,1,,,,,
player,201809170chi,sea,DissWi00,rec_long,34,,,,,
player,201809170chi,sea,DissWi00,fumbles,0,,,,,
player,201809170chi,sea,DissWi00,fumbles_lost,0,,,,,
player,201809170chi,sea,BrowJa03,pass_cmp,0,,,,,
player,201809170chi,sea,BrowJa03,pass_att,0,,,,,
player,201809170chi,sea,BrowJa03,pass_yds,0,,,,,
player,201809170chi,sea,BrowJa03,pass_td,0,,,,,
player,201809170chi,sea,BrowJa03,pass_int,0,,,,,
player,201809170chi,sea,BrowJa03,pass_sacked,0,,,,,
player,201809170chi,sea,BrowJa03,pass_sacked_yds,0,,,,,
player,201809170chi,sea,BrowJa03,pass_long,0,,,,,
player,201809170chi,sea,BrowJa03,pass_rating,,,,,,
player,201809170chi,sea,BrowJa03,rush_att,0,,,,,
player,201809170chi,sea,BrowJa03,rush_yds,0,,,,,
player,201809170chi,sea,BrowJa03,rush_td,0,,,,,
player,201809170chi,sea,BrowJa03,rush_long,0,,,,,
player,201809170chi,sea,BrowJa03,targets,3,,,,,
player,201809170chi,sea,BrowJa03,rec,3,,,,,
player,201809170chi,sea,BrowJa03,rec_yds,36,,,,,
player,201809170chi,sea,BrowJa03,rec_td,0,,,,,
player,201809170chi,sea,BrowJa03,rec_long,19,,,,,
player,201809170chi,sea,BrowJa03,fumbles,0,,,,,
player,201809170chi,sea,BrowJa03,fumbles_lost,0,,,,,
player,201809170chi,sea,VannNi00,pass_cmp,0,,,,,
player,201809170chi,sea,VannNi00,pass_att,0,,,,,
player,201809170chi,sea,VannNi00,pass_yds,0,,,,,
player,201809170chi,sea,VannNi00,pass_td,0,,,,,
player,201809170chi,sea,VannNi00,pass_int,0,,,,,
player,201809170chi,sea,VannNi00,pass_sacked,0,,,,,
player,201809170chi,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201809170chi,sea,VannNi00,pass_long,0,,,,,
player,201809170chi,sea,VannNi00,pass_rating,,,,,,
player,201809170chi,sea,VannNi00,rush_att,0,,,,,
player,201809170chi,sea,VannNi00,rush_yds,0,,,,,
player,201809170chi,sea,VannNi00,rush_td,0,,,,,
player,201809170chi,sea,VannNi00,rush_long,0,,,,,
player,201809170chi,sea,VannNi00,targets,5,,,,,
player,201809170chi,sea,VannNi00,rec,3,,,,,
player,201809170chi,sea,VannNi00,rec_yds,23,,,,,
player,201809170chi,sea,VannNi00,rec_td,0,,,,,
player,201809170chi,sea,VannNi00,rec_long,11,,,,,
player,201809170chi,sea,VannNi00,fumbles,0,,,,,
player,201809170chi,sea,VannNi00,fumbles_lost,0,,,,,
player,201809170chi,sea,ProsC.00,pass_cmp,0,,,,,
player,201809170chi,sea,ProsC.00,pass_att,0,,,,,
player,201809170chi,sea,ProsC.00,pass_yds,0,,,,,
player,201809170chi,sea,ProsC.00,pass_td,0,,,,,
player,201809170chi,sea,ProsC.00,pass_int,0,,,,,
player,201809170chi,sea,ProsC.00,pass_sacked,0,,,,,
player,201809170chi,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201809170chi,sea,ProsC.00,pass_long,0,,,,,
player,201809170chi,sea,ProsC.00,pass_rating,,,,,,
player,201809170chi,sea,ProsC.00,rush_att,0,,,,,
player,201809170chi,sea,ProsC.00,rush_yds,0,,,,,
player,201809170chi,sea,ProsC.00,rush_td,0,,,,,
player,201809170chi,sea,ProsC.00,rush_long,0,,,,,
player,201809170chi,sea,ProsC.00,targets,3,,,,,
player,201809170chi,sea,ProsC.00,rec,3,,,,,
player,201809170chi,sea,ProsC.00,rec_yds,22,,,,,
player,201809170chi,sea,ProsC.00,rec_td,0,,,,,
player,201809170chi,sea,ProsC.00,rec_long,8,,,,,
player,201809170chi,sea,ProsC.00,fumbles,0,,,,,
player,201809170chi,sea,ProsC.00,fumbles_lost,0,,,,,
player,201809170chi,chi,TrubMi00,pass_cmp,25,,,,,
player,201809170chi,chi,TrubMi00,pass_att,34,,,,,
player,201809170chi,chi,TrubMi00,pass_yds,200,,,,,
player,201809170chi,chi,TrubMi00,pass_td,2,,,,,
player,201809170chi,chi,TrubMi00,pass_int,2,,,,,
player,201809170chi,chi,TrubMi00,pass_sacked,2,,,,,
player,201809170chi,chi,TrubMi00,pass_sacked_yds,15,,,,,
player,201809170chi,chi,TrubMi00,pass_long,18,,,,,
player,201809170chi,chi,TrubMi00,pass_rating,83.0,,,,,
player,201809170chi,chi,TrubMi00,rush_att,5,,,,,
player,201809170chi,chi,TrubMi00,rush_yds,24,,,,,
player,201809170chi,chi,TrubMi00,rush_td,0,,,,,
player,201809170chi,chi,TrubMi00,rush_long,17,,,,,
player,201809170chi,chi,TrubMi00,targets,0,,,,,
player,201809170chi,chi,TrubMi00,rec,0,,,,,
player,201809170chi,chi,TrubMi00,rec_yds,0,,,,,
player,201809170chi,chi,TrubMi00,rec_td,0,,,,,
player,201809170chi,chi,TrubMi00,rec_long,0,,,,,
player,201809170chi,chi,TrubMi00,fumbles,0,,,,,
player,201809170chi,chi,TrubMi00,fumbles_lost,0,,,,,
player,201809170chi,chi,HowaJo00,pass_cmp,0,,,,,
player,201809170chi,chi,HowaJo00,pass_att,0,,,,,
player,201809170chi,chi,HowaJo00,pass_yds,0,,,,,
player,201809170chi,chi,HowaJo00,pass_td,0,,,,,
player,201809170chi,chi,HowaJo00,pass_int,0,,,,,
player,201809170chi,chi,HowaJo00,pass_sacked,0,,,,,
player,201809170chi,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201809170chi,chi,HowaJo00,pass_long,0,,,,,
player,201809170chi,chi,HowaJo00,pass_rating,,,,,,
player,201809170chi,chi,HowaJo00,rush_att,14,,,,,
player,201809170chi,chi,HowaJo00,rush_yds,35,,,,,
player,201809170chi,chi,HowaJo00,rush_td,0,,,,,
player,201809170chi,chi,HowaJo00,rush_long,7,,,,,
player,201809170chi,chi,HowaJo00,targets,4,,,,,
player,201809170chi,chi,HowaJo00,rec,3,,,,,
player,201809170chi,chi,HowaJo00,rec_yds,33,,,,,
player,201809170chi,chi,HowaJo00,rec_td,0,,,,,
player,201809170chi,chi,HowaJo00,rec_long,18,,,,,
player,201809170chi,chi,HowaJo00,fumbles,0,,,,,
player,201809170chi,chi,HowaJo00,fumbles_lost,0,,,,,
player,201809170chi,chi,GabrTa00,pass_cmp,0,,,,,
player,201809170chi,chi,GabrTa00,pass_att,0,,,,,
player,201809170chi,chi,GabrTa00,pass_yds,0,,,,,
player,201809170chi,chi,GabrTa00,pass_td,0,,,,,
player,201809170chi,chi,GabrTa00,pass_int,0,,,,,
player,201809170chi,chi,GabrTa00,pass_sacked,0,,,,,
player,201809170chi,chi,GabrTa00,pass_sacked_yds,0,,,,,
player,201809170chi,chi,GabrTa00,pass_long,0,,,,,
player,201809170chi,chi,GabrTa00,pass_rating,,,,,,
player,201809170chi,chi,GabrTa00,rush_att,3,,,,,
player,201809170chi,chi,GabrTa00,rush_yds,17,,,,,
player,201809170chi,chi,GabrTa00,rush_td,0,,,,,
player,201809170chi,chi,GabrTa00,rush_long,8,,,,,
player,201809170chi,chi,GabrTa00,targets,7,,,,,
player,201809170chi,chi,GabrTa00,rec,4,,,,,
player,201809170chi,chi,GabrTa00,rec_yds,30,,,,,
player,201809170chi,chi,GabrTa00,rec_td,0,,,,,
player,201809170chi,chi,GabrTa00,rec_long,9,,,,,
player,201809170chi,chi,GabrTa00,fumbles,0,,,,,
player,201809170chi,chi,GabrTa00,fumbles_lost,0,,,,,
player,201809170chi,chi,CoheTa00,pass_cmp,0,,,,,
player,201809170chi,chi,CoheTa00,pass_att,0,,,,,
player,201809170chi,chi,CoheTa00,pass_yds,0,,,,,
player,201809170chi,chi,CoheTa00,pass_td,0,,,,,
player,201809170chi,chi,CoheTa00,pass_int,0,,,,,
player,201809170chi,chi,CoheTa00,pass_sacked,0,,,,,
player,201809170chi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201809170chi,chi,CoheTa00,pass_long,0,,,,,
player,201809170chi,chi,CoheTa00,pass_rating,,,,,,
player,201809170chi,chi,CoheTa00,rush_att,4,,,,,
player,201809170chi,chi,CoheTa00,rush_yds,8,,,,,
player,201809170chi,chi,CoheTa00,rush_td,0,,,,,
player,201809170chi,chi,CoheTa00,rush_long,3,,,,,
player,201809170chi,chi,CoheTa00,targets,1,,,,,
player,201809170chi,chi,CoheTa00,rec,1,,,,,
player,201809170chi,chi,CoheTa00,rec_yds,17,,,,,
player,201809170chi,chi,CoheTa00,rec_td,0,,,,,
player,201809170chi,chi,CoheTa00,rec_long,17,,,,,
player,201809170chi,chi,CoheTa00,fumbles,0,,,,,
player,201809170chi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201809170chi,chi,BurtTr01,pass_cmp,0,,,,,
player,201809170chi,chi,BurtTr01,pass_att,0,,,,,
player,201809170chi,chi,BurtTr01,pass_yds,0,,,,,
player,201809170chi,chi,BurtTr01,pass_td,0,,,,,
player,201809170chi,chi,BurtTr01,pass_int,0,,,,,
player,201809170chi,chi,BurtTr01,pass_sacked,0,,,,,
player,201809170chi,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201809170chi,chi,BurtTr01,pass_long,0,,,,,
player,201809170chi,chi,BurtTr01,pass_rating,,,,,,
player,201809170chi,chi,BurtTr01,rush_att,1,,,,,
player,201809170chi,chi,BurtTr01,rush_yds,2,,,,,
player,201809170chi,chi,BurtTr01,rush_td,0,,,,,
player,201809170chi,chi,BurtTr01,rush_long,2,,,,,
player,201809170chi,chi,BurtTr01,targets,4,,,,,
player,201809170chi,chi,BurtTr01,rec,4,,,,,
player,201809170chi,chi,BurtTr01,rec_yds,20,,,,,
player,201809170chi,chi,BurtTr01,rec_td,1,,,,,
player,201809170chi,chi,BurtTr01,rec_long,9,,,,,
player,201809170chi,chi,BurtTr01,fumbles,0,,,,,
player,201809170chi,chi,BurtTr01,fumbles_lost,0,,,,,
player,201809170chi,chi,RobiAl02,pass_cmp,0,,,,,
player,201809170chi,chi,RobiAl02,pass_att,0,,,,,
player,201809170chi,chi,RobiAl02,pass_yds,0,,,,,
player,201809170chi,chi,RobiAl02,pass_td,0,,,,,
player,201809170chi,chi,RobiAl02,pass_int,0,,,,,
player,201809170chi,chi,RobiAl02,pass_sacked,0,,,,,
player,201809170chi,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201809170chi,chi,RobiAl02,pass_long,0,,,,,
player,201809170chi,chi,RobiAl02,pass_rating,,,,,,
player,201809170chi,chi,RobiAl02,rush_att,0,,,,,
player,201809170chi,chi,RobiAl02,rush_yds,0,,,,,
player,201809170chi,chi,RobiAl02,rush_td,0,,,,,
player,201809170chi,chi,RobiAl02,rush_long,0,,,,,
player,201809170chi,chi,RobiAl02,targets,14,,,,,
player,201809170chi,chi,RobiAl02,rec,10,,,,,
player,201809170chi,chi,RobiAl02,rec_yds,83,,,,,
player,201809170chi,chi,RobiAl02,rec_td,0,,,,,
player,201809170chi,chi,RobiAl02,rec_long,14,,,,,
player,201809170chi,chi,RobiAl02,fumbles,0,,,,,
player,201809170chi,chi,RobiAl02,fumbles_lost,0,,,,,
player,201809170chi,chi,MillAn02,pass_cmp,0,,,,,
player,201809170chi,chi,MillAn02,pass_att,0,,,,,
player,201809170chi,chi,MillAn02,pass_yds,0,,,,,
player,201809170chi,chi,MillAn02,pass_td,0,,,,,
player,201809170chi,chi,MillAn02,pass_int,0,,,,,
player,201809170chi,chi,MillAn02,pass_sacked,0,,,,,
player,201809170chi,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201809170chi,chi,MillAn02,pass_long,0,,,,,
player,201809170chi,chi,MillAn02,pass_rating,,,,,,
player,201809170chi,chi,MillAn02,rush_att,0,,,,,
player,201809170chi,chi,MillAn02,rush_yds,0,,,,,
player,201809170chi,chi,MillAn02,rush_td,0,,,,,
player,201809170chi,chi,MillAn02,rush_long,0,,,,,
player,201809170chi,chi,MillAn02,targets,3,,,,,
player,201809170chi,chi,MillAn02,rec,2,,,,,
player,201809170chi,chi,MillAn02,rec_yds,11,,,,,
player,201809170chi,chi,MillAn02,rec_td,1,,,,,
player,201809170chi,chi,MillAn02,rec_long,10,,,,,
player,201809170chi,chi,MillAn02,fumbles,0,,,,,
player,201809170chi,chi,MillAn02,fumbles_lost,0,,,,,
player,201809170chi,chi,BellJo02,pass_cmp,0,,,,,
player,201809170chi,chi,BellJo02,pass_att,0,,,,,
player,201809170chi,chi,BellJo02,pass_yds,0,,,,,
player,201809170chi,chi,BellJo02,pass_td,0,,,,,
player,201809170chi,chi,BellJo02,pass_int,0,,,,,
player,201809170chi,chi,BellJo02,pass_sacked,0,,,,,
player,201809170chi,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201809170chi,chi,BellJo02,pass_long,0,,,,,
player,201809170chi,chi,BellJo02,pass_rating,,,,,,
player,201809170chi,chi,BellJo02,rush_att,0,,,,,
player,201809170chi,chi,BellJo02,rush_yds,0,,,,,
player,201809170chi,chi,BellJo02,rush_td,0,,,,,
player,201809170chi,chi,BellJo02,rush_long,0,,,,,
player,201809170chi,chi,BellJo02,targets,1,,,,,
player,201809170chi,chi,BellJo02,rec,1,,,,,
player,201809170chi,chi,BellJo02,rec_yds,6,,,,,
player,201809170chi,chi,BellJo02,rec_td,0,,,,,
player,201809170chi,chi,BellJo02,rec_long,6,,,,,
player,201809170chi,chi,BellJo02,fumbles,0,,,,,
player,201809170chi,chi,BellJo02,fumbles_lost,0,,,,,
player,201809170chi,sea,GrifSh00,def_int,2,,,,,
player,201809170chi,sea,GrifSh00,def_int_yds,8,,,,,
player,201809170chi,sea,GrifSh00,def_int_td,0,,,,,
player,201809170chi,sea,GrifSh00,def_int_long,8,,,,,
player,201809170chi,sea,GrifSh00,pass_defended,3,,,,,
player,201809170chi,sea,GrifSh00,sacks,0.0,,,,,
player,201809170chi,sea,GrifSh00,tackles_combined,4,,,,,
player,201809170chi,sea,GrifSh00,tackles_solo,4,,,,,
player,201809170chi,sea,GrifSh00,tackles_assists,0,,,,,
player,201809170chi,sea,GrifSh00,tackles_loss,0,,,,,
player,201809170chi,sea,GrifSh00,qb_hits,0,,,,,
player,201809170chi,sea,GrifSh00,fumbles_rec,0,,,,,
player,201809170chi,sea,GrifSh00,fumbles_rec_yds,0,,,,,
player,201809170chi,sea,GrifSh00,fumbles_rec_td,0,,,,,
player,201809170chi,sea,GrifSh00,fumbles_forced,0,,,,,
player,201809170chi,sea,ClarFr01,def_int,0,,,,,
player,201809170chi,sea,ClarFr01,def_int_yds,0,,,,,
player,201809170chi,sea,ClarFr01,def_int_td,0,,,,,
player,201809170chi,sea,ClarFr01,def_int_long,0,,,,,
player,201809170chi,sea,ClarFr01,pass_defended,0,,,,,
player,201809170chi,sea,ClarFr01,sacks,1.0,,,,,
player,201809170chi,sea,ClarFr01,tackles_combined,3,,,,,
player,201809170chi,sea,ClarFr01,tackles_solo,3,,,,,
player,201809170chi,sea,ClarFr01,tackles_assists,0,,,,,
player,201809170chi,sea,ClarFr01,tackles_loss,2,,,,,
player,201809170chi,sea,ClarFr01,qb_hits,1,,,,,
player,201809170chi,sea,ClarFr01,fumbles_rec,0,,,,,
player,201809170chi,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201809170chi,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201809170chi,sea,ClarFr01,fumbles_forced,0,,,,,
player,201809170chi,sea,KendMy00,def_int,0,,,,,
player,201809170chi,sea,KendMy00,def_int_yds,0,,,,,
player,201809170chi,sea,KendMy00,def_int_td,0,,,,,
player,201809170chi,sea,KendMy00,def_int_long,0,,,,,
player,201809170chi,sea,KendMy00,pass_defended,1,,,,,
player,201809170chi,sea,KendMy00,sacks,1.0,,,,,
player,201809170chi,sea,KendMy00,tackles_combined,3,,,,,
player,201809170chi,sea,KendMy00,tackles_solo,3,,,,,
player,201809170chi,sea,KendMy00,tackles_assists,0,,,,,
player,201809170chi,sea,KendMy00,tackles_loss,1,,,,,
player,201809170chi,sea,KendMy00,qb_hits,1,,,,,
player,201809170chi,sea,KendMy00,fumbles_rec,0,,,,,
player,201809170chi,sea,KendMy00,fumbles_rec_yds,0,,,,,
player,201809170chi,sea,KendMy00,fumbles_rec_td,0,,,,,
player,201809170chi,sea,KendMy00,fumbles_forced,0,,,,,
player,201809170chi,sea,CaliAu00,def_int,0,,,,,
player,201809170chi,sea,CaliAu00,def_int_yds,0,,,,,
player,201809170chi,sea,CaliAu00,def_int_td,0,,,,,
player,201809170chi,sea,CaliAu00,def_int_long,0,,,,,
player,201809170chi,sea,CaliAu00,pass_defended,1,,,,,
player,201809170chi,sea,CaliAu00,sacks,0.0,,,,,
player,201809170chi,sea,CaliAu00,tackles_combined,9,,,,,
player,201809170chi,sea,CaliAu00,tackles_solo,6,,,,,
player,201809170chi,sea,CaliAu00,tackles_assists,3,,,,,
player,201809170chi,sea,CaliAu00,tackles_loss,1,,,,,
player,201809170chi,sea,CaliAu00,qb_hits,0,,,,,
player,201809170chi,sea,CaliAu00,fumbles_rec,0,,,,,
player,201809170chi,sea,CaliAu00,fumbles_rec_yds,0,,,,,
player,201809170chi,sea,CaliAu00,fumbles_rec_td,0,,,,,
player,201809170chi,sea,CaliAu00,fumbles_forced,0,,,,,
player,201809170chi,sea,McDoBr01,def_int,0,,,,,
player,201809170chi,sea,McDoBr01,def_int_yds,0,,,,,
player,201809170chi,sea,McDoBr01,def_int_td,0,,,,,
player,201809170chi,sea,McDoBr01,def_int_long,0,,,,,
player,201809170chi,sea,McDoBr01,pass_defended,1,,,,,
player,201809170chi,sea,McDoBr01,sacks,0.0,,,,,
player,201809170chi,sea,McDoBr01,tackles_combined,8,,,,,
player,201809170chi,sea,McDoBr01,tackles_solo,8,,,,,
player,201809170chi,sea,McDoBr01,tackles_assists,0,,,,,
player,201809170chi,sea,McDoBr01,tackles_loss,1,,,,,
player,201809170chi,sea,McDoBr01,qb_hits,0,,,,,
player,201809170chi,sea,McDoBr01,fumbles_rec,0,,,,,
