game,2018,17,20181230,201812300was,phi,"Philadelphia Eagles",24,was,"Washington Redskins",0
team,201812300was,phi,First Downs,25,,,,,,
team,201812300was,was,First Downs,8,,,,,,
team,201812300was,phi,Rush-Yds-TDs,34-129-0,,,,,,
team,201812300was,was,Rush-Yds-TDs,12-21-0,,,,,,
team,201812300was,phi,Cmp-Att-Yd-TD-INT,29-34-243-3-1,,,,,,
team,201812300was,was,Cmp-Att-Yd-TD-INT,13-28-98-0-1,,,,,,
team,201812300was,phi,Sacked-Yards,3-12,,,,,,
team,201812300was,was,Sacked-Yards,4-30,,,,,,
team,201812300was,phi,Net Pass Yards,231,,,,,,
team,201812300was,was,Net Pass Yards,68,,,,,,
team,201812300was,phi,Total Yards,360,,,,,,
team,201812300was,was,Total Yards,89,,,,,,
team,201812300was,phi,Fumbles-Lost,1-0,,,,,,
team,201812300was,was,Fumbles-Lost,1-0,,,,,,
team,201812300was,phi,Turnovers,1,,,,,,
team,201812300was,was,Turnovers,1,,,,,,
team,201812300was,phi,Penalties-Yards,5-25,,,,,,
team,201812300was,was,Penalties-Yards,2-15,,,,,,
team,201812300was,phi,Third Down Conv.,8-14,,,,,,
team,201812300was,was,Third Down Conv.,0-9,,,,,,
team,201812300was,phi,Fourth Down Conv.,1-1,,,,,,
team,201812300was,was,Fourth Down Conv.,2-4,,,,,,
team,201812300was,phi,Time of Possession,43:19,,,,,,
team,201812300was,was,Time of Possession,16:41,,,,,,
player,201812300was,phi,FoleNi00,pass_cmp,28,,,,,
player,201812300was,phi,FoleNi00,pass_att,33,,,,,
player,201812300was,phi,FoleNi00,pass_yds,221,,,,,
player,201812300was,phi,FoleNi00,pass_td,2,,,,,
player,201812300was,phi,FoleNi00,pass_int,1,,,,,
player,201812300was,phi,FoleNi00,pass_sacked,3,,,,,
player,201812300was,phi,FoleNi00,pass_sacked_yds,12,,,,,
player,201812300was,phi,FoleNi00,pass_long,25,,,,,
player,201812300was,phi,FoleNi00,pass_rating,102.1,,,,,
player,201812300was,phi,FoleNi00,rush_att,2,,,,,
player,201812300was,phi,FoleNi00,rush_yds,4,,,,,
player,201812300was,phi,FoleNi00,rush_td,0,,,,,
player,201812300was,phi,FoleNi00,rush_long,2,,,,,
player,201812300was,phi,FoleNi00,targets,0,,,,,
player,201812300was,phi,FoleNi00,rec,0,,,,,
player,201812300was,phi,FoleNi00,rec_yds,0,,,,,
player,201812300was,phi,FoleNi00,rec_td,0,,,,,
player,201812300was,phi,FoleNi00,rec_long,0,,,,,
player,201812300was,phi,FoleNi00,fumbles,1,,,,,
player,201812300was,phi,FoleNi00,fumbles_lost,0,,,,,
player,201812300was,phi,SudfNa00,pass_cmp,1,,,,,
player,201812300was,phi,SudfNa00,pass_att,1,,,,,
player,201812300was,phi,SudfNa00,pass_yds,22,,,,,
player,201812300was,phi,SudfNa00,pass_td,1,,,,,
player,201812300was,phi,SudfNa00,pass_int,0,,,,,
player,201812300was,phi,SudfNa00,pass_sacked,0,,,,,
player,201812300was,phi,SudfNa00,pass_sacked_yds,0,,,,,
player,201812300was,phi,SudfNa00,pass_long,22,,,,,
player,201812300was,phi,SudfNa00,pass_rating,158.3,,,,,
player,201812300was,phi,SudfNa00,rush_att,2,,,,,
player,201812300was,phi,SudfNa00,rush_yds,-2,,,,,
player,201812300was,phi,SudfNa00,rush_td,0,,,,,
player,201812300was,phi,SudfNa00,rush_long,-1,,,,,
player,201812300was,phi,SudfNa00,targets,0,,,,,
player,201812300was,phi,SudfNa00,rec,0,,,,,
player,201812300was,phi,SudfNa00,rec_yds,0,,,,,
player,201812300was,phi,SudfNa00,rec_td,0,,,,,
player,201812300was,phi,SudfNa00,rec_long,0,,,,,
player,201812300was,phi,SudfNa00,fumbles,0,,,,,
player,201812300was,phi,SudfNa00,fumbles_lost,0,,,,,
player,201812300was,phi,SmalWe00,pass_cmp,0,,,,,
