game,2018,14,20181209,201812090sfo,den,"Denver Broncos",14,sfo,"San Francisco 49ers",20
player,201812090sfo,den,FreeRo00,pass_sacked_yds,0,,,,,
player,201812090sfo,den,FreeRo00,pass_long,0,,,,,
player,201812090sfo,den,FreeRo00,pass_rating,,,,,,
player,201812090sfo,den,FreeRo00,rush_att,6,,,,,
player,201812090sfo,den,FreeRo00,rush_yds,36,,,,,
player,201812090sfo,den,FreeRo00,rush_td,0,,,,,
player,201812090sfo,den,FreeRo00,rush_long,23,,,,,
player,201812090sfo,den,FreeRo00,targets,1,,,,,
player,201812090sfo,den,FreeRo00,rec,0,,,,,
player,201812090sfo,den,FreeRo00,rec_yds,0,,,,,
player,201812090sfo,den,FreeRo00,rec_td,0,,,,,
player,201812090sfo,den,FreeRo00,rec_long,0,,,,,
player,201812090sfo,den,FreeRo00,fumbles,0,,,,,
player,201812090sfo,den,FreeRo00,fumbles_lost,0,,,,,
player,201812090sfo,den,LindPh00,pass_cmp,0,,,,,
player,201812090sfo,den,LindPh00,pass_att,0,,,,,
player,201812090sfo,den,LindPh00,pass_yds,0,,,,,
player,201812090sfo,den,LindPh00,pass_td,0,,,,,
player,201812090sfo,den,LindPh00,pass_int,0,,,,,
player,201812090sfo,den,LindPh00,pass_sacked,0,,,,,
player,201812090sfo,den,LindPh00,pass_sacked_yds,0,,,,,
player,201812090sfo,den,LindPh00,pass_long,0,,,,,
player,201812090sfo,den,LindPh00,pass_rating,,,,,,
player,201812090sfo,den,LindPh00,rush_att,14,,,,,
player,201812090sfo,den,LindPh00,rush_yds,30,,,,,
player,201812090sfo,den,LindPh00,rush_td,1,,,,,
player,201812090sfo,den,LindPh00,rush_long,5,,,,,
player,201812090sfo,den,LindPh00,targets,7,,,,,
player,201812090sfo,den,LindPh00,rec,4,,,,,
player,201812090sfo,den,LindPh00,rec_yds,21,,,,,
player,201812090sfo,den,LindPh00,rec_td,0,,,,,
player,201812090sfo,den,LindPh00,rec_long,9,,,,,
player,201812090sfo,den,LindPh00,fumbles,0,,,,,
player,201812090sfo,den,LindPh00,fumbles_lost,0,,,,,
player,201812090sfo,den,PatrTi00,pass_cmp,0,,,,,
player,201812090sfo,den,PatrTi00,pass_att,0,,,,,
player,201812090sfo,den,PatrTi00,pass_yds,0,,,,,
player,201812090sfo,den,PatrTi00,pass_td,0,,,,,
player,201812090sfo,den,PatrTi00,pass_int,0,,,,,
player,201812090sfo,den,PatrTi00,pass_sacked,0,,,,,
player,201812090sfo,den,PatrTi00,pass_sacked_yds,0,,,,,
player,201812090sfo,den,PatrTi00,pass_long,0,,,,,
player,201812090sfo,den,PatrTi00,pass_rating,,,,,,
player,201812090sfo,den,PatrTi00,rush_att,1,,,,,
player,201812090sfo,den,PatrTi00,rush_yds,11,,,,,
player,201812090sfo,den,PatrTi00,rush_td,0,,,,,
player,201812090sfo,den,PatrTi00,rush_long,11,,,,,
player,201812090sfo,den,PatrTi00,targets,10,,,,,
player,201812090sfo,den,PatrTi00,rec,7,,,,,
player,201812090sfo,den,PatrTi00,rec_yds,85,,,,,
player,201812090sfo,den,PatrTi00,rec_td,0,,,,,
player,201812090sfo,den,PatrTi00,rec_long,21,,,,,
player,201812090sfo,den,PatrTi00,fumbles,1,,,,,
player,201812090sfo,den,PatrTi00,fumbles_lost,0,,,,,
player,201812090sfo,den,JanoAn00,pass_cmp,0,,,,,
player,201812090sfo,den,JanoAn00,pass_att,0,,,,,
player,201812090sfo,den,JanoAn00,pass_yds,0,,,,,
player,201812090sfo,den,JanoAn00,pass_td,0,,,,,
player,201812090sfo,den,JanoAn00,pass_int,0,,,,,
player,201812090sfo,den,JanoAn00,pass_sacked,0,,,,,
player,201812090sfo,den,JanoAn00,pass_sacked_yds,0,,,,,
player,201812090sfo,den,JanoAn00,pass_long,0,,,,,
player,201812090sfo,den,JanoAn00,pass_rating,,,,,,
player,201812090sfo,den,JanoAn00,rush_att,1,,,,,
player,201812090sfo,den,JanoAn00,rush_yds,3,,,,,
player,201812090sfo,den,JanoAn00,rush_td,0,,,,,
player,201812090sfo,den,JanoAn00,rush_long,3,,,,,
player,201812090sfo,den,JanoAn00,targets,0,,,,,
player,201812090sfo,den,JanoAn00,rec,0,,,,,
player,201812090sfo,den,JanoAn00,rec_yds,0,,,,,
player,201812090sfo,den,JanoAn00,rec_td,0,,,,,
player,201812090sfo,den,JanoAn00,rec_long,0,,,,,
player,201812090sfo,den,JanoAn00,fumbles,0,,,,,
player,201812090sfo,den,JanoAn00,fumbles_lost,0,,,,,
player,201812090sfo,den,HamiDa01,pass_cmp,0,,,,,
player,201812090sfo,den,HamiDa01,pass_att,0,,,,,
player,201812090sfo,den,HamiDa01,pass_yds,0,,,,,
player,201812090sfo,den,HamiDa01,pass_td,0,,,,,
player,201812090sfo,den,HamiDa01,pass_int,0,,,,,
player,201812090sfo,den,HamiDa01,pass_sacked,0,,,,,
player,201812090sfo,den,HamiDa01,pass_sacked_yds,0,,,,,
player,201812090sfo,den,HamiDa01,pass_long,0,,,,,
player,201812090sfo,den,HamiDa01,pass_rating,,,,,,
player,201812090sfo,den,HamiDa01,rush_att,0,,,,,
player,201812090sfo,den,HamiDa01,rush_yds,0,,,,,
player,201812090sfo,den,HamiDa01,rush_td,0,,,,,
player,201812090sfo,den,HamiDa01,rush_long,0,,,,,
player,201812090sfo,den,HamiDa01,targets,9,,,,,
player,201812090sfo,den,HamiDa01,rec,7,,,,,
player,201812090sfo,den,HamiDa01,rec_yds,47,,,,,
player,201812090sfo,den,HamiDa01,rec_td,1,,,,,
player,201812090sfo,den,HamiDa01,rec_long,18,,,,,
player,201812090sfo,den,HamiDa01,fumbles,0,,,,,
player,201812090sfo,den,HamiDa01,fumbles_lost,0,,,,,
player,201812090sfo,den,BookDe00,pass_cmp,0,,,,,
player,201812090sfo,den,BookDe00,pass_att,0,,,,,
player,201812090sfo,den,BookDe00,pass_yds,0,,,,,
player,201812090sfo,den,BookDe00,pass_td,0,,,,,
player,201812090sfo,den,BookDe00,pass_int,0,,,,,
player,201812090sfo,den,BookDe00,pass_sacked,0,,,,,
player,201812090sfo,den,BookDe00,pass_sacked_yds,0,,,,,
player,201812090sfo,den,BookDe00,pass_long,0,,,,,
player,201812090sfo,den,BookDe00,pass_rating,,,,,,
player,201812090sfo,den,BookDe00,rush_att,0,,,,,
player,201812090sfo,den,BookDe00,rush_yds,0,,,,,
player,201812090sfo,den,BookDe00,rush_td,0,,,,,
player,201812090sfo,den,BookDe00,rush_long,0,,,,,
player,201812090sfo,den,BookDe00,targets,2,,,,,
player,201812090sfo,den,BookDe00,rec,2,,,,,
player,201812090sfo,den,BookDe00,rec_yds,11,,,,,
player,201812090sfo,den,BookDe00,rec_td,0,,,,,
player,201812090sfo,den,BookDe00,rec_long,7,,,,,
player,201812090sfo,den,BookDe00,fumbles,0,,,,,
player,201812090sfo,den,BookDe00,fumbles_lost,0,,,,,
player,201812090sfo,den,ParkBr00,pass_cmp,0,,,,,
player,201812090sfo,den,ParkBr00,pass_att,0,,,,,
player,201812090sfo,den,ParkBr00,pass_yds,0,,,,,
player,201812090sfo,den,ParkBr00,pass_td,0,,,,,
player,201812090sfo,den,ParkBr00,pass_int,0,,,,,
player,201812090sfo,den,ParkBr00,pass_sacked,0,,,,,
player,201812090sfo,den,ParkBr00,pass_sacked_yds,0,,,,,
player,201812090sfo,den,ParkBr00,pass_long,0,,,,,
player,201812090sfo,den,ParkBr00,pass_rating,,,,,,
player,201812090sfo,den,ParkBr00,rush_att,0,,,,,
player,201812090sfo,den,ParkBr00,rush_yds,0,,,,,
player,201812090sfo,den,ParkBr00,rush_td,0,,,,,
player,201812090sfo,den,ParkBr00,rush_long,0,,,,,
player,201812090sfo,den,ParkBr00,targets,2,,,,,
player,201812090sfo,den,ParkBr00,rec,1,,,,,
player,201812090sfo,den,ParkBr00,rec_yds,5,,,,,
player,201812090sfo,den,ParkBr00,rec_td,0,,,,,
player,201812090sfo,den,ParkBr00,rec_long,5,,,,,
player,201812090sfo,den,ParkBr00,fumbles,0,,,,,
player,201812090sfo,den,ParkBr00,fumbles_lost,0,,,,,
player,201812090sfo,den,LaCoMa00,pass_cmp,0,,,,,
player,201812090sfo,den,LaCoMa00,pass_att,0,,,,,
player,201812090sfo,den,LaCoMa00,pass_yds,0,,,,,
player,201812090sfo,den,LaCoMa00,pass_td,0,,,,,
player,201812090sfo,den,LaCoMa00,pass_int,0,,,,,
player,201812090sfo,den,LaCoMa00,pass_sacked,0,,,,,
player,201812090sfo,den,LaCoMa00,pass_sacked_yds,0,,,,,
player,201812090sfo,den,LaCoMa00,pass_long,0,,,,,
player,201812090sfo,den,LaCoMa00,pass_rating,,,,,,
player,201812090sfo,den,LaCoMa00,rush_att,0,,,,,
player,201812090sfo,den,LaCoMa00,rush_yds,0,,,,,
player,201812090sfo,den,LaCoMa00,rush_td,0,,,,,
player,201812090sfo,den,LaCoMa00,rush_long,0,,,,,
player,201812090sfo,den,LaCoMa00,targets,1,,,,,
player,201812090sfo,den,LaCoMa00,rec,1,,,,,
player,201812090sfo,den,LaCoMa00,rec_yds,3,,,,,
player,201812090sfo,den,LaCoMa00,rec_td,0,,,,,
player,201812090sfo,den,LaCoMa00,rec_long,3,,,,,
player,201812090sfo,den,LaCoMa00,fumbles,0,,,,,
player,201812090sfo,den,LaCoMa00,fumbles_lost,0,,,,,
player,201812090sfo,den,SuttCo00,pass_cmp,0,,,,,
player,201812090sfo,den,SuttCo00,pass_att,0,,,,,
player,201812090sfo,den,SuttCo00,pass_yds,0,,,,,
player,201812090sfo,den,SuttCo00,pass_td,0,,,,,
player,201812090sfo,den,SuttCo00,pass_int,0,,,,,
player,201812090sfo,den,SuttCo00,pass_sacked,0,,,,,
player,201812090sfo,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201812090sfo,den,SuttCo00,pass_long,0,,,,,
player,201812090sfo,den,SuttCo00,pass_rating,,,,,,
player,201812090sfo,den,SuttCo00,rush_att,1,,,,,
player,201812090sfo,den,SuttCo00,rush_yds,-1,,,,,
player,201812090sfo,den,SuttCo00,rush_td,0,,,,,
player,201812090sfo,den,SuttCo00,rush_long,-1,,,,,
player,201812090sfo,den,SuttCo00,targets,6,,,,,
player,201812090sfo,den,SuttCo00,rec,2,,,,,
player,201812090sfo,den,SuttCo00,rec_yds,14,,,,,
player,201812090sfo,den,SuttCo00,rec_td,0,,,,,
player,201812090sfo,den,SuttCo00,rec_long,10,,,,,
player,201812090sfo,den,SuttCo00,fumbles,0,,,,,
player,201812090sfo,den,SuttCo00,fumbles_lost,0,,,,,
player,201812090sfo,sfo,MullNi00,pass_cmp,20,,,,,
player,201812090sfo,sfo,MullNi00,pass_att,33,,,,,
player,201812090sfo,sfo,MullNi00,pass_yds,332,,,,,
player,201812090sfo,sfo,MullNi00,pass_td,2,,,,,
player,201812090sfo,sfo,MullNi00,pass_int,1,,,,,
player,201812090sfo,sfo,MullNi00,pass_sacked,3,,,,,
player,201812090sfo,sfo,MullNi00,pass_sacked_yds,27,,,,,
player,201812090sfo,sfo,MullNi00,pass_long,85,,,,,
player,201812090sfo,sfo,MullNi00,pass_rating,102.1,,,,,
player,201812090sfo,sfo,MullNi00,rush_att,5,,,,,
player,201812090sfo,sfo,MullNi00,rush_yds,-10,,,,,
player,201812090sfo,sfo,MullNi00,rush_td,0,,,,,
player,201812090sfo,sfo,MullNi00,rush_long,-1,,,,,
player,201812090sfo,sfo,MullNi00,targets,0,,,,,
player,201812090sfo,sfo,MullNi00,rec,0,,,,,
player,201812090sfo,sfo,MullNi00,rec_yds,0,,,,,
player,201812090sfo,sfo,MullNi00,rec_td,0,,,,,
player,201812090sfo,sfo,MullNi00,rec_long,0,,,,,
player,201812090sfo,sfo,MullNi00,fumbles,0,,,,,
player,201812090sfo,sfo,MullNi00,fumbles_lost,0,,,,,
player,201812090sfo,sfo,WilsJe01,pass_cmp,0,,,,,
player,201812090sfo,sfo,WilsJe01,pass_att,0,,,,,
player,201812090sfo,sfo,WilsJe01,pass_yds,0,,,,,
player,201812090sfo,sfo,WilsJe01,pass_td,0,,,,,
player,201812090sfo,sfo,WilsJe01,pass_int,0,,,,,
player,201812090sfo,sfo,WilsJe01,pass_sacked,0,,,,,
player,201812090sfo,sfo,WilsJe01,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,WilsJe01,pass_long,0,,,,,
player,201812090sfo,sfo,WilsJe01,pass_rating,,,,,,
player,201812090sfo,sfo,WilsJe01,rush_att,23,,,,,
player,201812090sfo,sfo,WilsJe01,rush_yds,90,,,,,
player,201812090sfo,sfo,WilsJe01,rush_td,0,,,,,
player,201812090sfo,sfo,WilsJe01,rush_long,11,,,,,
player,201812090sfo,sfo,WilsJe01,targets,2,,,,,
player,201812090sfo,sfo,WilsJe01,rec,1,,,,,
player,201812090sfo,sfo,WilsJe01,rec_yds,6,,,,,
player,201812090sfo,sfo,WilsJe01,rec_td,0,,,,,
player,201812090sfo,sfo,WilsJe01,rec_long,6,,,,,
player,201812090sfo,sfo,WilsJe01,fumbles,1,,,,,
player,201812090sfo,sfo,WilsJe01,fumbles_lost,0,,,,,
player,201812090sfo,sfo,MorrAl00,pass_cmp,0,,,,,
player,201812090sfo,sfo,MorrAl00,pass_att,0,,,,,
player,201812090sfo,sfo,MorrAl00,pass_yds,0,,,,,
player,201812090sfo,sfo,MorrAl00,pass_td,0,,,,,
player,201812090sfo,sfo,MorrAl00,pass_int,0,,,,,
player,201812090sfo,sfo,MorrAl00,pass_sacked,0,,,,,
player,201812090sfo,sfo,MorrAl00,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,MorrAl00,pass_long,0,,,,,
player,201812090sfo,sfo,MorrAl00,pass_rating,,,,,,
player,201812090sfo,sfo,MorrAl00,rush_att,2,,,,,
player,201812090sfo,sfo,MorrAl00,rush_yds,4,,,,,
player,201812090sfo,sfo,MorrAl00,rush_td,0,,,,,
player,201812090sfo,sfo,MorrAl00,rush_long,4,,,,,
player,201812090sfo,sfo,MorrAl00,targets,1,,,,,
player,201812090sfo,sfo,MorrAl00,rec,1,,,,,
player,201812090sfo,sfo,MorrAl00,rec_yds,3,,,,,
player,201812090sfo,sfo,MorrAl00,rec_td,0,,,,,
player,201812090sfo,sfo,MorrAl00,rec_long,3,,,,,
player,201812090sfo,sfo,MorrAl00,fumbles,0,,,,,
player,201812090sfo,sfo,MorrAl00,fumbles_lost,0,,,,,
player,201812090sfo,sfo,KittGe00,pass_cmp,0,,,,,
player,201812090sfo,sfo,KittGe00,pass_att,0,,,,,
player,201812090sfo,sfo,KittGe00,pass_yds,0,,,,,
player,201812090sfo,sfo,KittGe00,pass_td,0,,,,,
player,201812090sfo,sfo,KittGe00,pass_int,0,,,,,
player,201812090sfo,sfo,KittGe00,pass_sacked,0,,,,,
player,201812090sfo,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,KittGe00,pass_long,0,,,,,
player,201812090sfo,sfo,KittGe00,pass_rating,,,,,,
player,201812090sfo,sfo,KittGe00,rush_att,0,,,,,
player,201812090sfo,sfo,KittGe00,rush_yds,0,,,,,
player,201812090sfo,sfo,KittGe00,rush_td,0,,,,,
player,201812090sfo,sfo,KittGe00,rush_long,0,,,,,
player,201812090sfo,sfo,KittGe00,targets,9,,,,,
player,201812090sfo,sfo,KittGe00,rec,7,,,,,
player,201812090sfo,sfo,KittGe00,rec_yds,210,,,,,
player,201812090sfo,sfo,KittGe00,rec_td,1,,,,,
player,201812090sfo,sfo,KittGe00,rec_long,85,,,,,
player,201812090sfo,sfo,KittGe00,fumbles,0,,,,,
player,201812090sfo,sfo,KittGe00,fumbles_lost,0,,,,,
player,201812090sfo,sfo,PettDa00,pass_cmp,0,,,,,
player,201812090sfo,sfo,PettDa00,pass_att,0,,,,,
player,201812090sfo,sfo,PettDa00,pass_yds,0,,,,,
player,201812090sfo,sfo,PettDa00,pass_td,0,,,,,
player,201812090sfo,sfo,PettDa00,pass_int,0,,,,,
player,201812090sfo,sfo,PettDa00,pass_sacked,0,,,,,
player,201812090sfo,sfo,PettDa00,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,PettDa00,pass_long,0,,,,,
player,201812090sfo,sfo,PettDa00,pass_rating,,,,,,
player,201812090sfo,sfo,PettDa00,rush_att,0,,,,,
player,201812090sfo,sfo,PettDa00,rush_yds,0,,,,,
player,201812090sfo,sfo,PettDa00,rush_td,0,,,,,
player,201812090sfo,sfo,PettDa00,rush_long,0,,,,,
player,201812090sfo,sfo,PettDa00,targets,7,,,,,
player,201812090sfo,sfo,PettDa00,rec,3,,,,,
player,201812090sfo,sfo,PettDa00,rec_yds,49,,,,,
player,201812090sfo,sfo,PettDa00,rec_td,1,,,,,
player,201812090sfo,sfo,PettDa00,rec_long,31,,,,,
player,201812090sfo,sfo,PettDa00,fumbles,0,,,,,
player,201812090sfo,sfo,PettDa00,fumbles_lost,0,,,,,
player,201812090sfo,sfo,BourKe00,pass_cmp,0,,,,,
player,201812090sfo,sfo,BourKe00,pass_att,0,,,,,
player,201812090sfo,sfo,BourKe00,pass_yds,0,,,,,
player,201812090sfo,sfo,BourKe00,pass_td,0,,,,,
player,201812090sfo,sfo,BourKe00,pass_int,0,,,,,
player,201812090sfo,sfo,BourKe00,pass_sacked,0,,,,,
player,201812090sfo,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,BourKe00,pass_long,0,,,,,
player,201812090sfo,sfo,BourKe00,pass_rating,,,,,,
player,201812090sfo,sfo,BourKe00,rush_att,0,,,,,
player,201812090sfo,sfo,BourKe00,rush_yds,0,,,,,
player,201812090sfo,sfo,BourKe00,rush_td,0,,,,,
player,201812090sfo,sfo,BourKe00,rush_long,0,,,,,
player,201812090sfo,sfo,BourKe00,targets,4,,,,,
player,201812090sfo,sfo,BourKe00,rec,2,,,,,
player,201812090sfo,sfo,BourKe00,rec_yds,22,,,,,
player,201812090sfo,sfo,BourKe00,rec_td,0,,,,,
player,201812090sfo,sfo,BourKe00,rec_long,12,,,,,
player,201812090sfo,sfo,BourKe00,fumbles,0,,,,,
player,201812090sfo,sfo,BourKe00,fumbles_lost,0,,,,,
player,201812090sfo,sfo,JuszKy00,pass_cmp,0,,,,,
player,201812090sfo,sfo,JuszKy00,pass_att,0,,,,,
player,201812090sfo,sfo,JuszKy00,pass_yds,0,,,,,
player,201812090sfo,sfo,JuszKy00,pass_td,0,,,,,
player,201812090sfo,sfo,JuszKy00,pass_int,0,,,,,
player,201812090sfo,sfo,JuszKy00,pass_sacked,0,,,,,
player,201812090sfo,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,JuszKy00,pass_long,0,,,,,
player,201812090sfo,sfo,JuszKy00,pass_rating,,,,,,
player,201812090sfo,sfo,JuszKy00,rush_att,0,,,,,
player,201812090sfo,sfo,JuszKy00,rush_yds,0,,,,,
player,201812090sfo,sfo,JuszKy00,rush_td,0,,,,,
player,201812090sfo,sfo,JuszKy00,rush_long,0,,,,,
player,201812090sfo,sfo,JuszKy00,targets,3,,,,,
player,201812090sfo,sfo,JuszKy00,rec,2,,,,,
player,201812090sfo,sfo,JuszKy00,rec_yds,21,,,,,
player,201812090sfo,sfo,JuszKy00,rec_td,0,,,,,
player,201812090sfo,sfo,JuszKy00,rec_long,17,,,,,
player,201812090sfo,sfo,JuszKy00,fumbles,0,,,,,
player,201812090sfo,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201812090sfo,sfo,GoodMa00,pass_cmp,0,,,,,
player,201812090sfo,sfo,GoodMa00,pass_att,0,,,,,
player,201812090sfo,sfo,GoodMa00,pass_yds,0,,,,,
player,201812090sfo,sfo,GoodMa00,pass_td,0,,,,,
player,201812090sfo,sfo,GoodMa00,pass_int,0,,,,,
player,201812090sfo,sfo,GoodMa00,pass_sacked,0,,,,,
player,201812090sfo,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,GoodMa00,pass_long,0,,,,,
player,201812090sfo,sfo,GoodMa00,pass_rating,,,,,,
player,201812090sfo,sfo,GoodMa00,rush_att,0,,,,,
player,201812090sfo,sfo,GoodMa00,rush_yds,0,,,,,
player,201812090sfo,sfo,GoodMa00,rush_td,0,,,,,
player,201812090sfo,sfo,GoodMa00,rush_long,0,,,,,
player,201812090sfo,sfo,GoodMa00,targets,2,,,,,
player,201812090sfo,sfo,GoodMa00,rec,2,,,,,
player,201812090sfo,sfo,GoodMa00,rec_yds,20,,,,,
player,201812090sfo,sfo,GoodMa00,rec_td,0,,,,,
player,201812090sfo,sfo,GoodMa00,rec_long,13,,,,,
player,201812090sfo,sfo,GoodMa00,fumbles,1,,,,,
player,201812090sfo,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201812090sfo,sfo,TaylTr02,pass_cmp,0,,,,,
player,201812090sfo,sfo,TaylTr02,pass_att,0,,,,,
player,201812090sfo,sfo,TaylTr02,pass_yds,0,,,,,
player,201812090sfo,sfo,TaylTr02,pass_td,0,,,,,
player,201812090sfo,sfo,TaylTr02,pass_int,0,,,,,
player,201812090sfo,sfo,TaylTr02,pass_sacked,0,,,,,
player,201812090sfo,sfo,TaylTr02,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,TaylTr02,pass_long,0,,,,,
player,201812090sfo,sfo,TaylTr02,pass_rating,,,,,,
player,201812090sfo,sfo,TaylTr02,rush_att,0,,,,,
player,201812090sfo,sfo,TaylTr02,rush_yds,0,,,,,
player,201812090sfo,sfo,TaylTr02,rush_td,0,,,,,
player,201812090sfo,sfo,TaylTr02,rush_long,0,,,,,
player,201812090sfo,sfo,TaylTr02,targets,2,,,,,
player,201812090sfo,sfo,TaylTr02,rec,1,,,,,
player,201812090sfo,sfo,TaylTr02,rec_yds,6,,,,,
player,201812090sfo,sfo,TaylTr02,rec_td,0,,,,,
player,201812090sfo,sfo,TaylTr02,rec_long,6,,,,,
player,201812090sfo,sfo,TaylTr02,fumbles,0,,,,,
player,201812090sfo,sfo,TaylTr02,fumbles_lost,0,,,,,
player,201812090sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201812090sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201812090sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201812090sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201812090sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201812090sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201812090sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201812090sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201812090sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201812090sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201812090sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201812090sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201812090sfo,sfo,CeleGa00,targets,1,,,,,
player,201812090sfo,sfo,CeleGa00,rec,0,,,,,
player,201812090sfo,sfo,CeleGa00,rec_yds,0,,,,,
player,201812090sfo,sfo,CeleGa00,rec_td,0,,,,,
player,201812090sfo,sfo,CeleGa00,rec_long,0,,,,,
player,201812090sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201812090sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201812090sfo,sfo,StalJo20,pass_cmp,0,,,,,
player,201812090sfo,sfo,StalJo20,pass_att,0,,,,,
player,201812090sfo,sfo,StalJo20,pass_yds,0,,,,,
player,201812090sfo,sfo,StalJo20,pass_td,0,,,,,
player,201812090sfo,sfo,StalJo20,pass_int,0,,,,,
player,201812090sfo,sfo,StalJo20,pass_sacked,0,,,,,
player,201812090sfo,sfo,StalJo20,pass_sacked_yds,0,,,,,
player,201812090sfo,sfo,StalJo20,pass_long,0,,,,,
player,201812090sfo,sfo,StalJo20,pass_rating,,,,,,
player,201812090sfo,sfo,StalJo20,rush_att,0,,,,,
player,201812090sfo,sfo,StalJo20,rush_yds,0,,,,,
player,201812090sfo,sfo,StalJo20,rush_td,0,,,,,
player,201812090sfo,sfo,StalJo20,rush_long,0,,,,,
player,201812090sfo,sfo,StalJo20,targets,1,,,,,
player,201812090sfo,sfo,StalJo20,rec,1,,,,,
player,201812090sfo,sfo,StalJo20,rec_yds,-5,,,,,
player,201812090sfo,sfo,StalJo20,rec_td,0,,,,,
player,201812090sfo,sfo,StalJo20,rec_long,-5,,,,,
player,201812090sfo,sfo,StalJo20,fumbles,0,,,,,
