game,2018,6,20181014,201810140nwe,kan,"Kansas City Chiefs",40,nwe,"New England Patriots",43
player,201810140nwe,kan,MahoPa00,pass_rating,110.0,,,,,
player,201810140nwe,kan,MahoPa00,rush_att,2,,,,,
player,201810140nwe,kan,MahoPa00,rush_yds,9,,,,,
player,201810140nwe,kan,MahoPa00,rush_td,0,,,,,
player,201810140nwe,kan,MahoPa00,rush_long,6,,,,,
player,201810140nwe,kan,MahoPa00,targets,0,,,,,
player,201810140nwe,kan,MahoPa00,rec,0,,,,,
player,201810140nwe,kan,MahoPa00,rec_yds,0,,,,,
player,201810140nwe,kan,MahoPa00,rec_td,0,,,,,
player,201810140nwe,kan,MahoPa00,rec_long,0,,,,,
player,201810140nwe,kan,MahoPa00,fumbles,0,,,,,
player,201810140nwe,kan,MahoPa00,fumbles_lost,0,,,,,
player,201810140nwe,kan,HuntKa00,pass_cmp,0,,,,,
player,201810140nwe,kan,HuntKa00,pass_att,0,,,,,
player,201810140nwe,kan,HuntKa00,pass_yds,0,,,,,
player,201810140nwe,kan,HuntKa00,pass_td,0,,,,,
player,201810140nwe,kan,HuntKa00,pass_int,0,,,,,
player,201810140nwe,kan,HuntKa00,pass_sacked,0,,,,,
player,201810140nwe,kan,HuntKa00,pass_sacked_yds,0,,,,,
player,201810140nwe,kan,HuntKa00,pass_long,0,,,,,
player,201810140nwe,kan,HuntKa00,pass_rating,,,,,,
player,201810140nwe,kan,HuntKa00,rush_att,10,,,,,
player,201810140nwe,kan,HuntKa00,rush_yds,80,,,,,
player,201810140nwe,kan,HuntKa00,rush_td,0,,,,,
player,201810140nwe,kan,HuntKa00,rush_long,31,,,,,
player,201810140nwe,kan,HuntKa00,targets,6,,,,,
player,201810140nwe,kan,HuntKa00,rec,5,,,,,
player,201810140nwe,kan,HuntKa00,rec_yds,105,,,,,
player,201810140nwe,kan,HuntKa00,rec_td,1,,,,,
player,201810140nwe,kan,HuntKa00,rec_long,67,,,,,
player,201810140nwe,kan,HuntKa00,fumbles,0,,,,,
player,201810140nwe,kan,HuntKa00,fumbles_lost,0,,,,,
player,201810140nwe,kan,WareSp00,pass_cmp,0,,,,,
player,201810140nwe,kan,WareSp00,pass_att,0,,,,,
player,201810140nwe,kan,WareSp00,pass_yds,0,,,,,
player,201810140nwe,kan,WareSp00,pass_td,0,,,,,
player,201810140nwe,kan,WareSp00,pass_int,0,,,,,
player,201810140nwe,kan,WareSp00,pass_sacked,0,,,,,
player,201810140nwe,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201810140nwe,kan,WareSp00,pass_long,0,,,,,
player,201810140nwe,kan,WareSp00,pass_rating,,,,,,
player,201810140nwe,kan,WareSp00,rush_att,2,,,,,
player,201810140nwe,kan,WareSp00,rush_yds,5,,,,,
player,201810140nwe,kan,WareSp00,rush_td,0,,,,,
player,201810140nwe,kan,WareSp00,rush_long,4,,,,,
player,201810140nwe,kan,WareSp00,targets,3,,,,,
player,201810140nwe,kan,WareSp00,rec,2,,,,,
player,201810140nwe,kan,WareSp00,rec_yds,9,,,,,
player,201810140nwe,kan,WareSp00,rec_td,0,,,,,
player,201810140nwe,kan,WareSp00,rec_long,5,,,,,
player,201810140nwe,kan,WareSp00,fumbles,0,,,,,
player,201810140nwe,kan,WareSp00,fumbles_lost,0,,,,,
player,201810140nwe,kan,WillDa05,pass_cmp,0,,,,,
player,201810140nwe,kan,WillDa05,pass_att,0,,,,,
player,201810140nwe,kan,WillDa05,pass_yds,0,,,,,
player,201810140nwe,kan,WillDa05,pass_td,0,,,,,
player,201810140nwe,kan,WillDa05,pass_int,0,,,,,
player,201810140nwe,kan,WillDa05,pass_sacked,0,,,,,
player,201810140nwe,kan,WillDa05,pass_sacked_yds,0,,,,,
player,201810140nwe,kan,WillDa05,pass_long,0,,,,,
player,201810140nwe,kan,WillDa05,pass_rating,,,,,,
player,201810140nwe,kan,WillDa05,rush_att,1,,,,,
player,201810140nwe,kan,WillDa05,rush_yds,1,,,,,
player,201810140nwe,kan,WillDa05,rush_td,0,,,,,
player,201810140nwe,kan,WillDa05,rush_long,1,,,,,
player,201810140nwe,kan,WillDa05,targets,0,,,,,
player,201810140nwe,kan,WillDa05,rec,0,,,,,
player,201810140nwe,kan,WillDa05,rec_yds,0,,,,,
player,201810140nwe,kan,WillDa05,rec_td,0,,,,,
player,201810140nwe,kan,WillDa05,rec_long,0,,,,,
player,201810140nwe,kan,WillDa05,fumbles,0,,,,,
player,201810140nwe,kan,WillDa05,fumbles_lost,0,,,,,
player,201810140nwe,kan,HillTy00,pass_cmp,0,,,,,
player,201810140nwe,kan,HillTy00,pass_att,0,,,,,
player,201810140nwe,kan,HillTy00,pass_yds,0,,,,,
player,201810140nwe,kan,HillTy00,pass_td,0,,,,,
player,201810140nwe,kan,HillTy00,pass_int,0,,,,,
player,201810140nwe,kan,HillTy00,pass_sacked,0,,,,,
player,201810140nwe,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201810140nwe,kan,HillTy00,pass_long,0,,,,,
player,201810140nwe,kan,HillTy00,pass_rating,,,,,,
player,201810140nwe,kan,HillTy00,rush_att,1,,,,,
player,201810140nwe,kan,HillTy00,rush_yds,0,,,,,
player,201810140nwe,kan,HillTy00,rush_td,0,,,,,
player,201810140nwe,kan,HillTy00,rush_long,0,,,,,
player,201810140nwe,kan,HillTy00,targets,12,,,,,
player,201810140nwe,kan,HillTy00,rec,7,,,,,
player,201810140nwe,kan,HillTy00,rec_yds,142,,,,,
player,201810140nwe,kan,HillTy00,rec_td,3,,,,,
player,201810140nwe,kan,HillTy00,rec_long,75,,,,,
player,201810140nwe,kan,HillTy00,fumbles,0,,,,,
player,201810140nwe,kan,HillTy00,fumbles_lost,0,,,,,
player,201810140nwe,kan,KelcTr00,pass_cmp,0,,,,,
player,201810140nwe,kan,KelcTr00,pass_att,0,,,,,
player,201810140nwe,kan,KelcTr00,pass_yds,0,,,,,
player,201810140nwe,kan,KelcTr00,pass_td,0,,,,,
player,201810140nwe,kan,KelcTr00,pass_int,0,,,,,
player,201810140nwe,kan,KelcTr00,pass_sacked,0,,,,,
player,201810140nwe,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201810140nwe,kan,KelcTr00,pass_long,0,,,,,
player,201810140nwe,kan,KelcTr00,pass_rating,,,,,,
player,201810140nwe,kan,KelcTr00,rush_att,0,,,,,
player,201810140nwe,kan,KelcTr00,rush_yds,0,,,,,
player,201810140nwe,kan,KelcTr00,rush_td,0,,,,,
player,201810140nwe,kan,KelcTr00,rush_long,0,,,,,
player,201810140nwe,kan,KelcTr00,targets,9,,,,,
player,201810140nwe,kan,KelcTr00,rec,5,,,,,
player,201810140nwe,kan,KelcTr00,rec_yds,61,,,,,
player,201810140nwe,kan,KelcTr00,rec_td,0,,,,,
player,201810140nwe,kan,KelcTr00,rec_long,17,,,,,
player,201810140nwe,kan,KelcTr00,fumbles,0,,,,,
player,201810140nwe,kan,KelcTr00,fumbles_lost,0,,,,,
player,201810140nwe,kan,ConlCh00,pass_cmp,0,,,,,
player,201810140nwe,kan,ConlCh00,pass_att,0,,,,,
player,201810140nwe,kan,ConlCh00,pass_yds,0,,,,,
player,201810140nwe,kan,ConlCh00,pass_td,0,,,,,
player,201810140nwe,kan,ConlCh00,pass_int,0,,,,,
player,201810140nwe,kan,ConlCh00,pass_sacked,0,,,,,
player,201810140nwe,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201810140nwe,kan,ConlCh00,pass_long,0,,,,,
player,201810140nwe,kan,ConlCh00,pass_rating,,,,,,
player,201810140nwe,kan,ConlCh00,rush_att,0,,,,,
player,201810140nwe,kan,ConlCh00,rush_yds,0,,,,,
player,201810140nwe,kan,ConlCh00,rush_td,0,,,,,
player,201810140nwe,kan,ConlCh00,rush_long,0,,,,,
player,201810140nwe,kan,ConlCh00,targets,1,,,,,
player,201810140nwe,kan,ConlCh00,rec,1,,,,,
player,201810140nwe,kan,ConlCh00,rec_yds,19,,,,,
player,201810140nwe,kan,ConlCh00,rec_td,0,,,,,
player,201810140nwe,kan,ConlCh00,rec_long,19,,,,,
player,201810140nwe,kan,ConlCh00,fumbles,0,,,,,
player,201810140nwe,kan,ConlCh00,fumbles_lost,0,,,,,
player,201810140nwe,kan,SherAn00,pass_cmp,0,,,,,
player,201810140nwe,kan,SherAn00,pass_att,0,,,,,
player,201810140nwe,kan,SherAn00,pass_yds,0,,,,,
player,201810140nwe,kan,SherAn00,pass_td,0,,,,,
player,201810140nwe,kan,SherAn00,pass_int,0,,,,,
player,201810140nwe,kan,SherAn00,pass_sacked,0,,,,,
player,201810140nwe,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201810140nwe,kan,SherAn00,pass_long,0,,,,,
player,201810140nwe,kan,SherAn00,pass_rating,,,,,,
player,201810140nwe,kan,SherAn00,rush_att,0,,,,,
player,201810140nwe,kan,SherAn00,rush_yds,0,,,,,
player,201810140nwe,kan,SherAn00,rush_td,0,,,,,
player,201810140nwe,kan,SherAn00,rush_long,0,,,,,
player,201810140nwe,kan,SherAn00,targets,1,,,,,
player,201810140nwe,kan,SherAn00,rec,1,,,,,
player,201810140nwe,kan,SherAn00,rec_yds,-2,,,,,
player,201810140nwe,kan,SherAn00,rec_td,0,,,,,
player,201810140nwe,kan,SherAn00,rec_long,-2,,,,,
player,201810140nwe,kan,SherAn00,fumbles,0,,,,,
player,201810140nwe,kan,SherAn00,fumbles_lost,0,,,,,
player,201810140nwe,kan,WatkSa00,pass_cmp,0,,,,,
player,201810140nwe,kan,WatkSa00,pass_att,0,,,,,
player,201810140nwe,kan,WatkSa00,pass_yds,0,,,,,
player,201810140nwe,kan,WatkSa00,pass_td,0,,,,,
player,201810140nwe,kan,WatkSa00,pass_int,0,,,,,
player,201810140nwe,kan,WatkSa00,pass_sacked,0,,,,,
player,201810140nwe,kan,WatkSa00,pass_sacked_yds,0,,,,,
player,201810140nwe,kan,WatkSa00,pass_long,0,,,,,
player,201810140nwe,kan,WatkSa00,pass_rating,,,,,,
player,201810140nwe,kan,WatkSa00,rush_att,1,,,,,
player,201810140nwe,kan,WatkSa00,rush_yds,-1,,,,,
player,201810140nwe,kan,WatkSa00,rush_td,0,,,,,
player,201810140nwe,kan,WatkSa00,rush_long,-1,,,,,
player,201810140nwe,kan,WatkSa00,targets,4,,,,,
player,201810140nwe,kan,WatkSa00,rec,2,,,,,
player,201810140nwe,kan,WatkSa00,rec_yds,18,,,,,
player,201810140nwe,kan,WatkSa00,rec_td,0,,,,,
player,201810140nwe,kan,WatkSa00,rec_long,15,,,,,
player,201810140nwe,kan,WatkSa00,fumbles,0,,,,,
player,201810140nwe,kan,WatkSa00,fumbles_lost,0,,,,,
player,201810140nwe,nwe,BradTo00,pass_cmp,24,,,,,
player,201810140nwe,nwe,BradTo00,pass_att,35,,,,,
player,201810140nwe,nwe,BradTo00,pass_yds,340,,,,,
player,201810140nwe,nwe,BradTo00,pass_td,1,,,,,
player,201810140nwe,nwe,BradTo00,pass_int,0,,,,,
player,201810140nwe,nwe,BradTo00,pass_sacked,2,,,,,
player,201810140nwe,nwe,BradTo00,pass_sacked_yds,13,,,,,
player,201810140nwe,nwe,BradTo00,pass_long,42,,,,,
player,201810140nwe,nwe,BradTo00,pass_rating,109.2,,,,,
player,201810140nwe,nwe,BradTo00,rush_att,3,,,,,
player,201810140nwe,nwe,BradTo00,rush_yds,2,,,,,
player,201810140nwe,nwe,BradTo00,rush_td,1,,,,,
player,201810140nwe,nwe,BradTo00,rush_long,4,,,,,
player,201810140nwe,nwe,BradTo00,targets,0,,,,,
player,201810140nwe,nwe,BradTo00,rec,0,,,,,
player,201810140nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201810140nwe,nwe,BradTo00,rec_td,0,,,,,
player,201810140nwe,nwe,BradTo00,rec_long,0,,,,,
player,201810140nwe,nwe,BradTo00,fumbles,2,,,,,
player,201810140nwe,nwe,BradTo00,fumbles_lost,1,,,,,
player,201810140nwe,nwe,MichSo00,pass_cmp,0,,,,,
player,201810140nwe,nwe,MichSo00,pass_att,0,,,,,
player,201810140nwe,nwe,MichSo00,pass_yds,0,,,,,
player,201810140nwe,nwe,MichSo00,pass_td,0,,,,,
player,201810140nwe,nwe,MichSo00,pass_int,0,,,,,
player,201810140nwe,nwe,MichSo00,pass_sacked,0,,,,,
player,201810140nwe,nwe,MichSo00,pass_sacked_yds,0,,,,,
player,201810140nwe,nwe,MichSo00,pass_long,0,,,,,
player,201810140nwe,nwe,MichSo00,pass_rating,,,,,,
player,201810140nwe,nwe,MichSo00,rush_att,24,,,,,
player,201810140nwe,nwe,MichSo00,rush_yds,106,,,,,
player,201810140nwe,nwe,MichSo00,rush_td,2,,,,,
player,201810140nwe,nwe,MichSo00,rush_long,15,,,,,
player,201810140nwe,nwe,MichSo00,targets,1,,,,,
player,201810140nwe,nwe,MichSo00,rec,0,,,,,
player,201810140nwe,nwe,MichSo00,rec_yds,0,,,,,
player,201810140nwe,nwe,MichSo00,rec_td,0,,,,,
player,201810140nwe,nwe,MichSo00,rec_long,0,,,,,
player,201810140nwe,nwe,MichSo00,fumbles,0,,,,,
player,201810140nwe,nwe,MichSo00,fumbles_lost,0,,,,,
player,201810140nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201810140nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201810140nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201810140nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201810140nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201810140nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201810140nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201810140nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201810140nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201810140nwe,nwe,WhitJa02,rush_att,6,,,,,
player,201810140nwe,nwe,WhitJa02,rush_yds,39,,,,,
player,201810140nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201810140nwe,nwe,WhitJa02,rush_long,12,,,,,
player,201810140nwe,nwe,WhitJa02,targets,7,,,,,
player,201810140nwe,nwe,WhitJa02,rec,5,,,,,
player,201810140nwe,nwe,WhitJa02,rec_yds,53,,,,,
player,201810140nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201810140nwe,nwe,WhitJa02,rec_long,17,,,,,
player,201810140nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201810140nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201810140nwe,nwe,BarnKe00,pass_cmp,0,,,,,
player,201810140nwe,nwe,BarnKe00,pass_att,0,,,,,
player,201810140nwe,nwe,BarnKe00,pass_yds,0,,,,,
player,201810140nwe,nwe,BarnKe00,pass_td,0,,,,,
player,201810140nwe,nwe,BarnKe00,pass_int,0,,,,,
player,201810140nwe,nwe,BarnKe00,pass_sacked,0,,,,,
player,201810140nwe,nwe,BarnKe00,pass_sacked_yds,0,,,,,
player,201810140nwe,nwe,BarnKe00,pass_long,0,,,,,
player,201810140nwe,nwe,BarnKe00,pass_rating,,,,,,
player,201810140nwe,nwe,BarnKe00,rush_att,3,,,,,
player,201810140nwe,nwe,BarnKe00,rush_yds,16,,,,,
player,201810140nwe,nwe,BarnKe00,rush_td,0,,,,,
player,201810140nwe,nwe,BarnKe00,rush_long,10,,,,,
player,201810140nwe,nwe,BarnKe00,targets,0,,,,,
player,201810140nwe,nwe,BarnKe00,rec,0,,,,,
player,201810140nwe,nwe,BarnKe00,rec_yds,0,,,,,
player,201810140nwe,nwe,BarnKe00,rec_td,0,,,,,
player,201810140nwe,nwe,BarnKe00,rec_long,0,,,,,
player,201810140nwe,nwe,BarnKe00,fumbles,0,,,,,
player,201810140nwe,nwe,BarnKe00,fumbles_lost,0,,,,,
player,201810140nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201810140nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201810140nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201810140nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201810140nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201810140nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201810140nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201810140nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201810140nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201810140nwe,nwe,EdelJu00,rush_att,1,,,,,
player,201810140nwe,nwe,EdelJu00,rush_yds,7,,,,,
player,201810140nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201810140nwe,nwe,EdelJu00,rush_long,7,,,,,
player,201810140nwe,nwe,EdelJu00,targets,7,,,,,
player,201810140nwe,nwe,EdelJu00,rec,4,,,,,
player,201810140nwe,nwe,EdelJu00,rec_yds,54,,,,,
player,201810140nwe,nwe,EdelJu00,rec_td,1,,,,,
player,201810140nwe,nwe,EdelJu00,rec_long,21,,,,,
player,201810140nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201810140nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201810140nwe,nwe,PattCo00,pass_cmp,0,,,,,
player,201810140nwe,nwe,PattCo00,pass_att,0,,,,,
player,201810140nwe,nwe,PattCo00,pass_yds,0,,,,,
player,201810140nwe,nwe,PattCo00,pass_td,0,,,,,
player,201810140nwe,nwe,PattCo00,pass_int,0,,,,,
player,201810140nwe,nwe,PattCo00,pass_sacked,0,,,,,
player,201810140nwe,nwe,PattCo00,pass_sacked_yds,0,,,,,
player,201810140nwe,nwe,PattCo00,pass_long,0,,,,,
player,201810140nwe,nwe,PattCo00,pass_rating,,,,,,
player,201810140nwe,nwe,PattCo00,rush_att,1,,,,,
player,201810140nwe,nwe,PattCo00,rush_yds,3,,,,,
player,201810140nwe,nwe,PattCo00,rush_td,0,,,,,
player,201810140nwe,nwe,PattCo00,rush_long,3,,,,,
player,201810140nwe,nwe,PattCo00,targets,1,,,,,
player,201810140nwe,nwe,PattCo00,rec,1,,,,,
player,201810140nwe,nwe,PattCo00,rec_yds,13,,,,,
player,201810140nwe,nwe,PattCo00,rec_td,0,,,,,
player,201810140nwe,nwe,PattCo00,rec_long,13,,,,,
player,201810140nwe,nwe,PattCo00,fumbles,0,,,,,
player,201810140nwe,nwe,PattCo00,fumbles_lost,0,,,,,
player,201810140nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201810140nwe,nwe,GronRo00,pass_att,0,,,,,
player,201810140nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201810140nwe,nwe,GronRo00,pass_td,0,,,,,
player,201810140nwe,nwe,GronRo00,pass_int,0,,,,,
player,201810140nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201810140nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201810140nwe,nwe,GronRo00,pass_long,0,,,,,
player,201810140nwe,nwe,GronRo00,pass_rating,,,,,,
player,201810140nwe,nwe,GronRo00,rush_att,0,,,,,
player,201810140nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201810140nwe,nwe,GronRo00,rush_td,0,,,,,
player,201810140nwe,nwe,GronRo00,rush_long,0,,,,,
player,201810140nwe,nwe,GronRo00,targets,4,,,,,
player,201810140nwe,nwe,GronRo00,rec,3,,,,,
player,201810140nwe,nwe,GronRo00,rec_yds,97,,,,,
player,201810140nwe,nwe,GronRo00,rec_td,0,,,,,
player,201810140nwe,nwe,GronRo00,rec_long,42,,,,,
player,201810140nwe,nwe,GronRo00,fumbles,0,,,,,
player,201810140nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201810140nwe,nwe,HogaCh00,pass_cmp,0,,,,,
player,201810140nwe,nwe,HogaCh00,pass_att,0,,,,,
player,201810140nwe,nwe,HogaCh00,pass_yds,0,,,,,
player,201810140nwe,nwe,HogaCh00,pass_td,0,,,,,
player,201810140nwe,nwe,HogaCh00,pass_int,0,,,,,
player,201810140nwe,nwe,HogaCh00,pass_sacked,0,,,,,
player,201810140nwe,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201810140nwe,nwe,HogaCh00,pass_long,0,,,,,
player,201810140nwe,nwe,HogaCh00,pass_rating,,,,,,
player,201810140nwe,nwe,HogaCh00,rush_att,0,,,,,
player,201810140nwe,nwe,HogaCh00,rush_yds,0,,,,,
player,201810140nwe,nwe,HogaCh00,rush_td,0,,,,,
player,201810140nwe,nwe,HogaCh00,rush_long,0,,,,,
player,201810140nwe,nwe,HogaCh00,targets,4,,,,,
player,201810140nwe,nwe,HogaCh00,rec,4,,,,,
player,201810140nwe,nwe,HogaCh00,rec_yds,78,,,,,
player,201810140nwe,nwe,HogaCh00,rec_td,0,,,,,
player,201810140nwe,nwe,HogaCh00,rec_long,42,,,,,
player,201810140nwe,nwe,HogaCh00,fumbles,0,,,,,
player,201810140nwe,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201810140nwe,nwe,GordJo02,pass_cmp,0,,,,,
player,201810140nwe,nwe,GordJo02,pass_att,0,,,,,
player,201810140nwe,nwe,GordJo02,pass_yds,0,,,,,
player,201810140nwe,nwe,GordJo02,pass_td,0,,,,,
player,201810140nwe,nwe,GordJo02,pass_int,0,,,,,
player,201810140nwe,nwe,GordJo02,pass_sacked,0,,,,,
player,201810140nwe,nwe,GordJo02,pass_sacked_yds,0,,,,,
player,201810140nwe,nwe,GordJo02,pass_long,0,,,,,
player,201810140nwe,nwe,GordJo02,pass_rating,,,,,,
player,201810140nwe,nwe,GordJo02,rush_att,0,,,,,
player,201810140nwe,nwe,GordJo02,rush_yds,0,,,,,
player,201810140nwe,nwe,GordJo02,rush_td,0,,,,,
player,201810140nwe,nwe,GordJo02,rush_long,0,,,,,
player,201810140nwe,nwe,GordJo02,targets,9,,,,,
player,201810140nwe,nwe,GordJo02,rec,5,,,,,
player,201810140nwe,nwe,GordJo02,rec_yds,42,,,,,
player,201810140nwe,nwe,GordJo02,rec_td,0,,,,,
player,201810140nwe,nwe,GordJo02,rec_long,12,,,,,
player,201810140nwe,nwe,GordJo02,fumbles,0,,,,,
player,201810140nwe,nwe,GordJo02,fumbles_lost,0,,,,,
player,201810140nwe,nwe,DeveJa00,pass_cmp,0,,,,,
player,201810140nwe,nwe,DeveJa00,pass_att,0,,,,,
player,201810140nwe,nwe,DeveJa00,pass_yds,0,,,,,
player,201810140nwe,nwe,DeveJa00,pass_td,0,,,,,
player,201810140nwe,nwe,DeveJa00,pass_int,0,,,,,
player,201810140nwe,nwe,DeveJa00,pass_sacked,0,,,,,
player,201810140nwe,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201810140nwe,nwe,DeveJa00,pass_long,0,,,,,
player,201810140nwe,nwe,DeveJa00,pass_rating,,,,,,
player,201810140nwe,nwe,DeveJa00,rush_att,0,,,,,
player,201810140nwe,nwe,DeveJa00,rush_yds,0,,,,,
player,201810140nwe,nwe,DeveJa00,rush_td,0,,,,,
player,201810140nwe,nwe,DeveJa00,rush_long,0,,,,,
player,201810140nwe,nwe,DeveJa00,targets,2,,,,,
player,201810140nwe,nwe,DeveJa00,rec,2,,,,,
player,201810140nwe,nwe,DeveJa00,rec_yds,3,,,,,
player,201810140nwe,nwe,DeveJa00,rec_td,0,,,,,
player,201810140nwe,nwe,DeveJa00,rec_long,4,,,,,
player,201810140nwe,nwe,DeveJa00,fumbles,0,,,,,
player,201810140nwe,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201810140nwe,kan,JoneCh09,def_int,0,,,,,
player,201810140nwe,kan,JoneCh09,def_int_yds,0,,,,,
player,201810140nwe,kan,JoneCh09,def_int_td,0,,,,,
player,201810140nwe,kan,JoneCh09,def_int_long,0,,,,,
player,201810140nwe,kan,JoneCh09,pass_defended,0,,,,,
player,201810140nwe,kan,JoneCh09,sacks,1.0,,,,,
player,201810140nwe,kan,JoneCh09,tackles_combined,2,,,,,
player,201810140nwe,kan,JoneCh09,tackles_solo,1,,,,,
player,201810140nwe,kan,JoneCh09,tackles_assists,1,,,,,
player,201810140nwe,kan,JoneCh09,tackles_loss,0,,,,,
player,201810140nwe,kan,JoneCh09,qb_hits,0,,,,,
player,201810140nwe,kan,JoneCh09,fumbles_rec,0,,,,,
player,201810140nwe,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201810140nwe,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201810140nwe,kan,JoneCh09,fumbles_forced,1,,,,,
player,201810140nwe,kan,RaglRe00,def_int,0,,,,,
player,201810140nwe,kan,RaglRe00,def_int_yds,0,,,,,
player,201810140nwe,kan,RaglRe00,def_int_td,0,,,,,
player,201810140nwe,kan,RaglRe00,def_int_long,0,,,,,
player,201810140nwe,kan,RaglRe00,pass_defended,0,,,,,
player,201810140nwe,kan,RaglRe00,sacks,0.5,,,,,
player,201810140nwe,kan,RaglRe00,tackles_combined,7,,,,,
player,201810140nwe,kan,RaglRe00,tackles_solo,4,,,,,
player,201810140nwe,kan,RaglRe00,tackles_assists,3,,,,,
player,201810140nwe,kan,RaglRe00,tackles_loss,0,,,,,
player,201810140nwe,kan,RaglRe00,qb_hits,1,,,,,
player,201810140nwe,kan,RaglRe00,fumbles_rec,0,,,,,
player,201810140nwe,kan,RaglRe00,fumbles_rec_yds,0,,,,,
player,201810140nwe,kan,RaglRe00,fumbles_rec_td,0,,,,,
player,201810140nwe,kan,RaglRe00,fumbles_forced,0,,,,,
player,201810140nwe,kan,SpeaBr00,def_int,0,,,,,
player,201810140nwe,kan,SpeaBr00,def_int_yds,0,,,,,
player,201810140nwe,kan,SpeaBr00,def_int_td,0,,,,,
