game,2018,7,20181021,201810210was,dal,"Dallas Cowboys",17,was,"Washington Redskins",20
team,201810210was,dal,First Downs,17,,,,,,
team,201810210was,was,First Downs,15,,,,,,
team,201810210was,dal,Rush-Yds-TDs,22-73-1,,,,,,
team,201810210was,was,Rush-Yds-TDs,32-130-0,,,,,,
team,201810210was,dal,Cmp-Att-Yd-TD-INT,22-35-273-1-0,,,,,,
team,201810210was,was,Cmp-Att-Yd-TD-INT,14-25-178-1-0,,,,,,
team,201810210was,dal,Sacked-Yards,4-23,,,,,,
team,201810210was,was,Sacked-Yards,1-3,,,,,,
team,201810210was,dal,Net Pass Yards,250,,,,,,
team,201810210was,was,Net Pass Yards,175,,,,,,
team,201810210was,dal,Total Yards,323,,,,,,
team,201810210was,was,Total Yards,305,,,,,,
team,201810210was,dal,Fumbles-Lost,3-2,,,,,,
team,201810210was,was,Fumbles-Lost,1-0,,,,,,
team,201810210was,dal,Turnovers,2,,,,,,
team,201810210was,was,Turnovers,0,,,,,,
team,201810210was,dal,Penalties-Yards,8-65,,,,,,
team,201810210was,was,Penalties-Yards,5-35,,,,,,
team,201810210was,dal,Third Down Conv.,5-14,,,,,,
team,201810210was,was,Third Down Conv.,3-12,,,,,,
team,201810210was,dal,Fourth Down Conv.,1-2,,,,,,
team,201810210was,was,Fourth Down Conv.,0-1,,,,,,
team,201810210was,dal,Time of Possession,29:05,,,,,,
team,201810210was,was,Time of Possession,30:55,,,,,,
player,201810210was,dal,PresDa01,pass_cmp,22,,,,,
player,201810210was,dal,PresDa01,pass_att,35,,,,,
player,201810210was,dal,PresDa01,pass_yds,273,,,,,
player,201810210was,dal,PresDa01,pass_td,1,,,,,
player,201810210was,dal,PresDa01,pass_int,0,,,,,
player,201810210was,dal,PresDa01,pass_sacked,4,,,,,
player,201810210was,dal,PresDa01,pass_sacked_yds,23,,,,,
player,201810210was,dal,PresDa01,pass_long,49,,,,,
player,201810210was,dal,PresDa01,pass_rating,96.5,,,,,
player,201810210was,dal,PresDa01,rush_att,6,,,,,
player,201810210was,dal,PresDa01,rush_yds,33,,,,,
player,201810210was,dal,PresDa01,rush_td,1,,,,,
player,201810210was,dal,PresDa01,rush_long,14,,,,,
player,201810210was,dal,PresDa01,targets,0,,,,,
player,201810210was,dal,PresDa01,rec,0,,,,,
player,201810210was,dal,PresDa01,rec_yds,0,,,,,
player,201810210was,dal,PresDa01,rec_td,0,,,,,
player,201810210was,dal,PresDa01,rec_long,0,,,,,
player,201810210was,dal,PresDa01,fumbles,2,,,,,
player,201810210was,dal,PresDa01,fumbles_lost,2,,,,,
player,201810210was,dal,ElliEz00,pass_cmp,0,,,,,
player,201810210was,dal,ElliEz00,pass_att,0,,,,,
player,201810210was,dal,ElliEz00,pass_yds,0,,,,,
player,201810210was,dal,ElliEz00,pass_td,0,,,,,
player,201810210was,dal,ElliEz00,pass_int,0,,,,,
player,201810210was,dal,ElliEz00,pass_sacked,0,,,,,
player,201810210was,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201810210was,dal,ElliEz00,pass_long,0,,,,,
player,201810210was,dal,ElliEz00,pass_rating,,,,,,
player,201810210was,dal,ElliEz00,rush_att,15,,,,,
player,201810210was,dal,ElliEz00,rush_yds,33,,,,,
player,201810210was,dal,ElliEz00,rush_td,0,,,,,
player,201810210was,dal,ElliEz00,rush_long,6,,,,,
player,201810210was,dal,ElliEz00,targets,6,,,,,
player,201810210was,dal,ElliEz00,rec,2,,,,,
player,201810210was,dal,ElliEz00,rec_yds,9,,,,,
player,201810210was,dal,ElliEz00,rec_td,0,,,,,
