game,2018,16,20181223,201812230clt,nyg,"New York Giants",27,clt,"Indianapolis Colts",28
team,201812230clt,nyg,First Downs,22,,,,,,
team,201812230clt,clt,First Downs,27,,,,,,
team,201812230clt,nyg,Rush-Yds-TDs,29-83-2,,,,,,
team,201812230clt,clt,Rush-Yds-TDs,16-49-2,,,,,,
team,201812230clt,nyg,Cmp-Att-Yd-TD-INT,25-33-309-1-1,,,,,,
team,201812230clt,clt,Cmp-Att-Yd-TD-INT,31-47-357-2-1,,,,,,
team,201812230clt,nyg,Sacked-Yards,0-0,,,,,,
team,201812230clt,clt,Sacked-Yards,1-4,,,,,,
team,201812230clt,nyg,Net Pass Yards,309,,,,,,
team,201812230clt,clt,Net Pass Yards,353,,,,,,
team,201812230clt,nyg,Total Yards,392,,,,,,
team,201812230clt,clt,Total Yards,402,,,,,,
team,201812230clt,nyg,Fumbles-Lost,0-0,,,,,,
team,201812230clt,clt,Fumbles-Lost,0-0,,,,,,
team,201812230clt,nyg,Turnovers,1,,,,,,
team,201812230clt,clt,Turnovers,1,,,,,,
team,201812230clt,nyg,Penalties-Yards,6-24,,,,,,
team,201812230clt,clt,Penalties-Yards,6-29,,,,,,
team,201812230clt,nyg,Third Down Conv.,7-12,,,,,,
team,201812230clt,clt,Third Down Conv.,7-11,,,,,,
team,201812230clt,nyg,Fourth Down Conv.,0-0,,,,,,
team,201812230clt,clt,Fourth Down Conv.,0-0,,,,,,
team,201812230clt,nyg,Time of Possession,31:41,,,,,,
team,201812230clt,clt,Time of Possession,28:19,,,,,,
player,201812230clt,nyg,MannEl00,pass_cmp,25,,,,,
player,201812230clt,nyg,MannEl00,pass_att,33,,,,,
player,201812230clt,nyg,MannEl00,pass_yds,309,,,,,
player,201812230clt,nyg,MannEl00,pass_td,1,,,,,
player,201812230clt,nyg,MannEl00,pass_int,1,,,,,
player,201812230clt,nyg,MannEl00,pass_sacked,0,,,,,
player,201812230clt,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201812230clt,nyg,MannEl00,pass_long,55,,,,,
player,201812230clt,nyg,MannEl00,pass_rating,101.7,,,,,
player,201812230clt,nyg,MannEl00,rush_att,2,,,,,
player,201812230clt,nyg,MannEl00,rush_yds,0,,,,,
player,201812230clt,nyg,MannEl00,rush_td,1,,,,,
player,201812230clt,nyg,MannEl00,rush_long,1,,,,,
player,201812230clt,nyg,MannEl00,targets,0,,,,,
player,201812230clt,nyg,MannEl00,rec,0,,,,,
player,201812230clt,nyg,MannEl00,rec_yds,0,,,,,
player,201812230clt,nyg,MannEl00,rec_td,0,,,,,
player,201812230clt,nyg,MannEl00,rec_long,0,,,,,
player,201812230clt,nyg,MannEl00,fumbles,0,,,,,
player,201812230clt,nyg,MannEl00,fumbles_lost,0,,,,,
player,201812230clt,nyg,BarkSa00,pass_cmp,0,,,,,
player,201812230clt,nyg,BarkSa00,pass_att,0,,,,,
player,201812230clt,nyg,BarkSa00,pass_yds,0,,,,,
player,201812230clt,nyg,BarkSa00,pass_td,0,,,,,
player,201812230clt,nyg,BarkSa00,pass_int,0,,,,,
player,201812230clt,nyg,BarkSa00,pass_sacked,0,,,,,
player,201812230clt,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201812230clt,nyg,BarkSa00,pass_long,0,,,,,
player,201812230clt,nyg,BarkSa00,pass_rating,,,,,,
player,201812230clt,nyg,BarkSa00,rush_att,21,,,,,
player,201812230clt,nyg,BarkSa00,rush_yds,43,,,,,
player,201812230clt,nyg,BarkSa00,rush_td,1,,,,,
player,201812230clt,nyg,BarkSa00,rush_long,6,,,,,
player,201812230clt,nyg,BarkSa00,targets,7,,,,,
