game,2018,1,20180909,201809090nwe,htx,"Houston Texans",20,nwe,"New England Patriots",27
team,201809090nwe,htx,First Downs,21,,,,,,
team,201809090nwe,nwe,First Downs,23,,,,,,
team,201809090nwe,htx,Rush-Yds-TDs,34-167-1,,,,,,
team,201809090nwe,nwe,Rush-Yds-TDs,31-122-0,,,,,,
team,201809090nwe,htx,Cmp-Att-Yd-TD-INT,17-34-176-1-1,,,,,,
team,201809090nwe,nwe,Cmp-Att-Yd-TD-INT,26-39-277-3-1,,,,,,
team,201809090nwe,htx,Sacked-Yards,3-18,,,,,,
team,201809090nwe,nwe,Sacked-Yards,2-10,,,,,,
team,201809090nwe,htx,Net Pass Yards,158,,,,,,
team,201809090nwe,nwe,Net Pass Yards,267,,,,,,
team,201809090nwe,htx,Total Yards,325,,,,,,
team,201809090nwe,nwe,Total Yards,389,,,,,,
team,201809090nwe,htx,Fumbles-Lost,1-1,,,,,,
team,201809090nwe,nwe,Fumbles-Lost,3-2,,,,,,
team,201809090nwe,htx,Turnovers,2,,,,,,
team,201809090nwe,nwe,Turnovers,3,,,,,,
team,201809090nwe,htx,Penalties-Yards,6-44,,,,,,
team,201809090nwe,nwe,Penalties-Yards,6-36,,,,,,
team,201809090nwe,htx,Third Down Conv.,2-11,,,,,,
team,201809090nwe,nwe,Third Down Conv.,4-14,,,,,,
team,201809090nwe,htx,Fourth Down Conv.,0-1,,,,,,
team,201809090nwe,nwe,Fourth Down Conv.,1-1,,,,,,
team,201809090nwe,htx,Time of Possession,28:50,,,,,,
team,201809090nwe,nwe,Time of Possession,31:10,,,,,,
player,201809090nwe,htx,WatsDe00,pass_cmp,17,,,,,
player,201809090nwe,htx,WatsDe00,pass_att,34,,,,,
player,201809090nwe,htx,WatsDe00,pass_yds,176,,,,,
player,201809090nwe,htx,WatsDe00,pass_td,1,,,,,
player,201809090nwe,htx,WatsDe00,pass_int,1,,,,,
player,201809090nwe,htx,WatsDe00,pass_sacked,3,,,,,
player,201809090nwe,htx,WatsDe00,pass_sacked_yds,18,,,,,
player,201809090nwe,htx,WatsDe00,pass_long,27,,,,,
player,201809090nwe,htx,WatsDe00,pass_rating,62.9,,,,,
player,201809090nwe,htx,WatsDe00,rush_att,8,,,,,
player,201809090nwe,htx,WatsDe00,rush_yds,40,,,,,
player,201809090nwe,htx,WatsDe00,rush_td,0,,,,,
player,201809090nwe,htx,WatsDe00,rush_long,13,,,,,
player,201809090nwe,htx,WatsDe00,targets,0,,,,,
player,201809090nwe,htx,WatsDe00,rec,0,,,,,
player,201809090nwe,htx,WatsDe00,rec_yds,0,,,,,
player,201809090nwe,htx,WatsDe00,rec_td,0,,,,,
player,201809090nwe,htx,WatsDe00,rec_long,0,,,,,
player,201809090nwe,htx,WatsDe00,fumbles,1,,,,,
player,201809090nwe,htx,WatsDe00,fumbles_lost,1,,,,,
player,201809090nwe,htx,MillLa01,pass_cmp,0,,,,,
player,201809090nwe,htx,MillLa01,pass_att,0,,,,,
player,201809090nwe,htx,MillLa01,pass_yds,0,,,,,
player,201809090nwe,htx,MillLa01,pass_td,0,,,,,
player,201809090nwe,htx,MillLa01,pass_int,0,,,,,
player,201809090nwe,htx,MillLa01,pass_sacked,0,,,,,
player,201809090nwe,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201809090nwe,htx,MillLa01,pass_long,0,,,,,
player,201809090nwe,htx,MillLa01,pass_rating,,,,,,
player,201809090nwe,htx,MillLa01,rush_att,20,,,,,
player,201809090nwe,htx,MillLa01,rush_yds,98,,,,,
