game,2018,4,20180930,201809300nyg,nor,"New Orleans Saints",33,nyg,"New York Giants",18
team,201809300nyg,nor,First Downs,25,,,,,,
team,201809300nyg,nyg,First Downs,22,,,,,,
team,201809300nyg,nor,Rush-Yds-TDs,32-170-3,,,,,,
team,201809300nyg,nyg,Rush-Yds-TDs,15-65-1,,,,,,
team,201809300nyg,nor,Cmp-Att-Yd-TD-INT,19-34-227-0-0,,,,,,
team,201809300nyg,nyg,Cmp-Att-Yd-TD-INT,31-41-255-1-0,,,,,,
team,201809300nyg,nor,Sacked-Yards,1-8,,,,,,
team,201809300nyg,nyg,Sacked-Yards,3-21,,,,,,
team,201809300nyg,nor,Net Pass Yards,219,,,,,,
team,201809300nyg,nyg,Net Pass Yards,234,,,,,,
team,201809300nyg,nor,Total Yards,389,,,,,,
team,201809300nyg,nyg,Total Yards,299,,,,,,
team,201809300nyg,nor,Fumbles-Lost,1-0,,,,,,
team,201809300nyg,nyg,Fumbles-Lost,2-2,,,,,,
team,201809300nyg,nor,Turnovers,0,,,,,,
team,201809300nyg,nyg,Turnovers,2,,,,,,
team,201809300nyg,nor,Penalties-Yards,5-51,,,,,,
team,201809300nyg,nyg,Penalties-Yards,6-67,,,,,,
team,201809300nyg,nor,Third Down Conv.,5-13,,,,,,
team,201809300nyg,nyg,Third Down Conv.,5-10,,,,,,
team,201809300nyg,nor,Fourth Down Conv.,1-1,,,,,,
team,201809300nyg,nyg,Fourth Down Conv.,0-0,,,,,,
team,201809300nyg,nor,Time of Possession,31:00,,,,,,
team,201809300nyg,nyg,Time of Possession,29:00,,,,,,
player,201809300nyg,nor,BreeDr00,pass_cmp,18,,,,,
player,201809300nyg,nor,BreeDr00,pass_att,32,,,,,
player,201809300nyg,nor,BreeDr00,pass_yds,217,,,,,
player,201809300nyg,nor,BreeDr00,pass_td,0,,,,,
player,201809300nyg,nor,BreeDr00,pass_int,0,,,,,
player,201809300nyg,nor,BreeDr00,pass_sacked,1,,,,,
player,201809300nyg,nor,BreeDr00,pass_sacked_yds,8,,,,,
player,201809300nyg,nor,BreeDr00,pass_long,25,,,,,
player,201809300nyg,nor,BreeDr00,pass_rating,77.2,,,,,
player,201809300nyg,nor,BreeDr00,rush_att,4,,,,,
player,201809300nyg,nor,BreeDr00,rush_yds,-1,,,,,
player,201809300nyg,nor,BreeDr00,rush_td,0,,,,,
player,201809300nyg,nor,BreeDr00,rush_long,2,,,,,
player,201809300nyg,nor,BreeDr00,targets,0,,,,,
player,201809300nyg,nor,BreeDr00,rec,0,,,,,
player,201809300nyg,nor,BreeDr00,rec_yds,0,,,,,
player,201809300nyg,nor,BreeDr00,rec_td,0,,,,,
player,201809300nyg,nor,BreeDr00,rec_long,0,,,,,
player,201809300nyg,nor,BreeDr00,fumbles,0,,,,,
player,201809300nyg,nor,BreeDr00,fumbles_lost,0,,,,,
player,201809300nyg,nor,HillTa00,pass_cmp,1,,,,,
player,201809300nyg,nor,HillTa00,pass_att,2,,,,,
player,201809300nyg,nor,HillTa00,pass_yds,10,,,,,
player,201809300nyg,nor,HillTa00,pass_td,0,,,,,
player,201809300nyg,nor,HillTa00,pass_int,0,,,,,
player,201809300nyg,nor,HillTa00,pass_sacked,0,,,,,
player,201809300nyg,nor,HillTa00,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,HillTa00,pass_long,10,,,,,
player,201809300nyg,nor,HillTa00,pass_rating,64.6,,,,,
player,201809300nyg,nor,HillTa00,rush_att,4,,,,,
player,201809300nyg,nor,HillTa00,rush_yds,28,,,,,
player,201809300nyg,nor,HillTa00,rush_td,0,,,,,
player,201809300nyg,nor,HillTa00,rush_long,19,,,,,
player,201809300nyg,nor,HillTa00,targets,1,,,,,
player,201809300nyg,nor,HillTa00,rec,1,,,,,
player,201809300nyg,nor,HillTa00,rec_yds,-4,,,,,
player,201809300nyg,nor,HillTa00,rec_td,0,,,,,
player,201809300nyg,nor,HillTa00,rec_long,-4,,,,,
player,201809300nyg,nor,HillTa00,fumbles,0,,,,,
player,201809300nyg,nor,HillTa00,fumbles_lost,0,,,,,
player,201809300nyg,nor,KamaAl00,pass_cmp,0,,,,,
player,201809300nyg,nor,KamaAl00,pass_att,0,,,,,
player,201809300nyg,nor,KamaAl00,pass_yds,0,,,,,
player,201809300nyg,nor,KamaAl00,pass_td,0,,,,,
player,201809300nyg,nor,KamaAl00,pass_int,0,,,,,
player,201809300nyg,nor,KamaAl00,pass_sacked,0,,,,,
player,201809300nyg,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,KamaAl00,pass_long,0,,,,,
player,201809300nyg,nor,KamaAl00,pass_rating,,,,,,
player,201809300nyg,nor,KamaAl00,rush_att,19,,,,,
player,201809300nyg,nor,KamaAl00,rush_yds,134,,,,,
player,201809300nyg,nor,KamaAl00,rush_td,3,,,,,
player,201809300nyg,nor,KamaAl00,rush_long,49,,,,,
player,201809300nyg,nor,KamaAl00,targets,9,,,,,
player,201809300nyg,nor,KamaAl00,rec,5,,,,,
player,201809300nyg,nor,KamaAl00,rec_yds,47,,,,,
player,201809300nyg,nor,KamaAl00,rec_td,0,,,,,
player,201809300nyg,nor,KamaAl00,rec_long,25,,,,,
player,201809300nyg,nor,KamaAl00,fumbles,0,,,,,
player,201809300nyg,nor,KamaAl00,fumbles_lost,0,,,,,
player,201809300nyg,nor,GillMi00,pass_cmp,0,,,,,
player,201809300nyg,nor,GillMi00,pass_att,0,,,,,
player,201809300nyg,nor,GillMi00,pass_yds,0,,,,,
player,201809300nyg,nor,GillMi00,pass_td,0,,,,,
player,201809300nyg,nor,GillMi00,pass_int,0,,,,,
player,201809300nyg,nor,GillMi00,pass_sacked,0,,,,,
player,201809300nyg,nor,GillMi00,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,GillMi00,pass_long,0,,,,,
player,201809300nyg,nor,GillMi00,pass_rating,,,,,,
player,201809300nyg,nor,GillMi00,rush_att,2,,,,,
player,201809300nyg,nor,GillMi00,rush_yds,6,,,,,
player,201809300nyg,nor,GillMi00,rush_td,0,,,,,
player,201809300nyg,nor,GillMi00,rush_long,4,,,,,
player,201809300nyg,nor,GillMi00,targets,1,,,,,
player,201809300nyg,nor,GillMi00,rec,1,,,,,
player,201809300nyg,nor,GillMi00,rec_yds,9,,,,,
player,201809300nyg,nor,GillMi00,rec_td,0,,,,,
player,201809300nyg,nor,GillMi00,rec_long,9,,,,,
player,201809300nyg,nor,GillMi00,fumbles,0,,,,,
player,201809300nyg,nor,GillMi00,fumbles_lost,0,,,,,
player,201809300nyg,nor,WashDw00,pass_cmp,0,,,,,
player,201809300nyg,nor,WashDw00,pass_att,0,,,,,
player,201809300nyg,nor,WashDw00,pass_yds,0,,,,,
player,201809300nyg,nor,WashDw00,pass_td,0,,,,,
player,201809300nyg,nor,WashDw00,pass_int,0,,,,,
player,201809300nyg,nor,WashDw00,pass_sacked,0,,,,,
player,201809300nyg,nor,WashDw00,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,WashDw00,pass_long,0,,,,,
player,201809300nyg,nor,WashDw00,pass_rating,,,,,,
player,201809300nyg,nor,WashDw00,rush_att,2,,,,,
player,201809300nyg,nor,WashDw00,rush_yds,2,,,,,
player,201809300nyg,nor,WashDw00,rush_td,0,,,,,
player,201809300nyg,nor,WashDw00,rush_long,3,,,,,
player,201809300nyg,nor,WashDw00,targets,0,,,,,
player,201809300nyg,nor,WashDw00,rec,0,,,,,
player,201809300nyg,nor,WashDw00,rec_yds,0,,,,,
player,201809300nyg,nor,WashDw00,rec_td,0,,,,,
player,201809300nyg,nor,WashDw00,rec_long,0,,,,,
player,201809300nyg,nor,WashDw00,fumbles,0,,,,,
player,201809300nyg,nor,WashDw00,fumbles_lost,0,,,,,
player,201809300nyg,nor,GinnTe00,pass_cmp,0,,,,,
player,201809300nyg,nor,GinnTe00,pass_att,0,,,,,
player,201809300nyg,nor,GinnTe00,pass_yds,0,,,,,
player,201809300nyg,nor,GinnTe00,pass_td,0,,,,,
player,201809300nyg,nor,GinnTe00,pass_int,0,,,,,
player,201809300nyg,nor,GinnTe00,pass_sacked,0,,,,,
player,201809300nyg,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,GinnTe00,pass_long,0,,,,,
player,201809300nyg,nor,GinnTe00,pass_rating,,,,,,
player,201809300nyg,nor,GinnTe00,rush_att,1,,,,,
player,201809300nyg,nor,GinnTe00,rush_yds,1,,,,,
player,201809300nyg,nor,GinnTe00,rush_td,0,,,,,
player,201809300nyg,nor,GinnTe00,rush_long,1,,,,,
player,201809300nyg,nor,GinnTe00,targets,3,,,,,
player,201809300nyg,nor,GinnTe00,rec,0,,,,,
player,201809300nyg,nor,GinnTe00,rec_yds,0,,,,,
player,201809300nyg,nor,GinnTe00,rec_td,0,,,,,
player,201809300nyg,nor,GinnTe00,rec_long,0,,,,,
player,201809300nyg,nor,GinnTe00,fumbles,0,,,,,
player,201809300nyg,nor,GinnTe00,fumbles_lost,0,,,,,
player,201809300nyg,nor,HillJo02,pass_cmp,0,,,,,
player,201809300nyg,nor,HillJo02,pass_att,0,,,,,
player,201809300nyg,nor,HillJo02,pass_yds,0,,,,,
player,201809300nyg,nor,HillJo02,pass_td,0,,,,,
player,201809300nyg,nor,HillJo02,pass_int,0,,,,,
player,201809300nyg,nor,HillJo02,pass_sacked,0,,,,,
player,201809300nyg,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,HillJo02,pass_long,0,,,,,
player,201809300nyg,nor,HillJo02,pass_rating,,,,,,
player,201809300nyg,nor,HillJo02,rush_att,0,,,,,
player,201809300nyg,nor,HillJo02,rush_yds,0,,,,,
player,201809300nyg,nor,HillJo02,rush_td,0,,,,,
player,201809300nyg,nor,HillJo02,rush_long,0,,,,,
player,201809300nyg,nor,HillJo02,targets,3,,,,,
player,201809300nyg,nor,HillJo02,rec,3,,,,,
player,201809300nyg,nor,HillJo02,rec_yds,63,,,,,
player,201809300nyg,nor,HillJo02,rec_td,0,,,,,
player,201809300nyg,nor,HillJo02,rec_long,22,,,,,
player,201809300nyg,nor,HillJo02,fumbles,0,,,,,
player,201809300nyg,nor,HillJo02,fumbles_lost,0,,,,,
player,201809300nyg,nor,ThomMi05,pass_cmp,0,,,,,
player,201809300nyg,nor,ThomMi05,pass_att,0,,,,,
player,201809300nyg,nor,ThomMi05,pass_yds,0,,,,,
player,201809300nyg,nor,ThomMi05,pass_td,0,,,,,
player,201809300nyg,nor,ThomMi05,pass_int,0,,,,,
player,201809300nyg,nor,ThomMi05,pass_sacked,0,,,,,
player,201809300nyg,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,ThomMi05,pass_long,0,,,,,
player,201809300nyg,nor,ThomMi05,pass_rating,,,,,,
player,201809300nyg,nor,ThomMi05,rush_att,0,,,,,
player,201809300nyg,nor,ThomMi05,rush_yds,0,,,,,
player,201809300nyg,nor,ThomMi05,rush_td,0,,,,,
player,201809300nyg,nor,ThomMi05,rush_long,0,,,,,
player,201809300nyg,nor,ThomMi05,targets,4,,,,,
player,201809300nyg,nor,ThomMi05,rec,4,,,,,
player,201809300nyg,nor,ThomMi05,rec_yds,47,,,,,
player,201809300nyg,nor,ThomMi05,rec_td,0,,,,,
player,201809300nyg,nor,ThomMi05,rec_long,15,,,,,
player,201809300nyg,nor,ThomMi05,fumbles,0,,,,,
player,201809300nyg,nor,ThomMi05,fumbles_lost,0,,,,,
player,201809300nyg,nor,MereCa00,pass_cmp,0,,,,,
player,201809300nyg,nor,MereCa00,pass_att,0,,,,,
player,201809300nyg,nor,MereCa00,pass_yds,0,,,,,
player,201809300nyg,nor,MereCa00,pass_td,0,,,,,
player,201809300nyg,nor,MereCa00,pass_int,0,,,,,
player,201809300nyg,nor,MereCa00,pass_sacked,0,,,,,
player,201809300nyg,nor,MereCa00,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,MereCa00,pass_long,0,,,,,
player,201809300nyg,nor,MereCa00,pass_rating,,,,,,
player,201809300nyg,nor,MereCa00,rush_att,0,,,,,
player,201809300nyg,nor,MereCa00,rush_yds,0,,,,,
player,201809300nyg,nor,MereCa00,rush_td,0,,,,,
player,201809300nyg,nor,MereCa00,rush_long,0,,,,,
player,201809300nyg,nor,MereCa00,targets,4,,,,,
player,201809300nyg,nor,MereCa00,rec,3,,,,,
player,201809300nyg,nor,MereCa00,rec_yds,32,,,,,
player,201809300nyg,nor,MereCa00,rec_td,0,,,,,
player,201809300nyg,nor,MereCa00,rec_long,20,,,,,
player,201809300nyg,nor,MereCa00,fumbles,0,,,,,
player,201809300nyg,nor,MereCa00,fumbles_lost,0,,,,,
player,201809300nyg,nor,WatsBe00,pass_cmp,0,,,,,
player,201809300nyg,nor,WatsBe00,pass_att,0,,,,,
player,201809300nyg,nor,WatsBe00,pass_yds,0,,,,,
player,201809300nyg,nor,WatsBe00,pass_td,0,,,,,
player,201809300nyg,nor,WatsBe00,pass_int,0,,,,,
player,201809300nyg,nor,WatsBe00,pass_sacked,0,,,,,
player,201809300nyg,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,WatsBe00,pass_long,0,,,,,
player,201809300nyg,nor,WatsBe00,pass_rating,,,,,,
player,201809300nyg,nor,WatsBe00,rush_att,0,,,,,
player,201809300nyg,nor,WatsBe00,rush_yds,0,,,,,
player,201809300nyg,nor,WatsBe00,rush_td,0,,,,,
player,201809300nyg,nor,WatsBe00,rush_long,0,,,,,
player,201809300nyg,nor,WatsBe00,targets,3,,,,,
player,201809300nyg,nor,WatsBe00,rec,1,,,,,
player,201809300nyg,nor,WatsBe00,rec_yds,23,,,,,
player,201809300nyg,nor,WatsBe00,rec_td,0,,,,,
player,201809300nyg,nor,WatsBe00,rec_long,23,,,,,
player,201809300nyg,nor,WatsBe00,fumbles,0,,,,,
player,201809300nyg,nor,WatsBe00,fumbles_lost,0,,,,,
player,201809300nyg,nor,HardJu01,pass_cmp,0,,,,,
player,201809300nyg,nor,HardJu01,pass_att,0,,,,,
player,201809300nyg,nor,HardJu01,pass_yds,0,,,,,
player,201809300nyg,nor,HardJu01,pass_td,0,,,,,
player,201809300nyg,nor,HardJu01,pass_int,0,,,,,
player,201809300nyg,nor,HardJu01,pass_sacked,0,,,,,
player,201809300nyg,nor,HardJu01,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,HardJu01,pass_long,0,,,,,
player,201809300nyg,nor,HardJu01,pass_rating,,,,,,
player,201809300nyg,nor,HardJu01,rush_att,0,,,,,
player,201809300nyg,nor,HardJu01,rush_yds,0,,,,,
player,201809300nyg,nor,HardJu01,rush_td,0,,,,,
player,201809300nyg,nor,HardJu01,rush_long,0,,,,,
player,201809300nyg,nor,HardJu01,targets,1,,,,,
player,201809300nyg,nor,HardJu01,rec,1,,,,,
player,201809300nyg,nor,HardJu01,rec_yds,10,,,,,
player,201809300nyg,nor,HardJu01,rec_td,0,,,,,
player,201809300nyg,nor,HardJu01,rec_long,10,,,,,
player,201809300nyg,nor,HardJu01,fumbles,0,,,,,
player,201809300nyg,nor,HardJu01,fumbles_lost,0,,,,,
player,201809300nyg,nor,LineZa01,pass_cmp,0,,,,,
player,201809300nyg,nor,LineZa01,pass_att,0,,,,,
player,201809300nyg,nor,LineZa01,pass_yds,0,,,,,
player,201809300nyg,nor,LineZa01,pass_td,0,,,,,
player,201809300nyg,nor,LineZa01,pass_int,0,,,,,
player,201809300nyg,nor,LineZa01,pass_sacked,0,,,,,
player,201809300nyg,nor,LineZa01,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,LineZa01,pass_long,0,,,,,
player,201809300nyg,nor,LineZa01,pass_rating,,,,,,
player,201809300nyg,nor,LineZa01,rush_att,0,,,,,
player,201809300nyg,nor,LineZa01,rush_yds,0,,,,,
player,201809300nyg,nor,LineZa01,rush_td,0,,,,,
player,201809300nyg,nor,LineZa01,rush_long,0,,,,,
player,201809300nyg,nor,LineZa01,targets,2,,,,,
player,201809300nyg,nor,LineZa01,rec,0,,,,,
player,201809300nyg,nor,LineZa01,rec_yds,0,,,,,
player,201809300nyg,nor,LineZa01,rec_td,0,,,,,
player,201809300nyg,nor,LineZa01,rec_long,0,,,,,
player,201809300nyg,nor,LineZa01,fumbles,0,,,,,
player,201809300nyg,nor,LineZa01,fumbles_lost,0,,,,,
player,201809300nyg,nor,SmitTr03,pass_cmp,0,,,,,
player,201809300nyg,nor,SmitTr03,pass_att,0,,,,,
player,201809300nyg,nor,SmitTr03,pass_yds,0,,,,,
player,201809300nyg,nor,SmitTr03,pass_td,0,,,,,
player,201809300nyg,nor,SmitTr03,pass_int,0,,,,,
player,201809300nyg,nor,SmitTr03,pass_sacked,0,,,,,
player,201809300nyg,nor,SmitTr03,pass_sacked_yds,0,,,,,
player,201809300nyg,nor,SmitTr03,pass_long,0,,,,,
player,201809300nyg,nor,SmitTr03,pass_rating,,,,,,
player,201809300nyg,nor,SmitTr03,rush_att,0,,,,,
player,201809300nyg,nor,SmitTr03,rush_yds,0,,,,,
player,201809300nyg,nor,SmitTr03,rush_td,0,,,,,
player,201809300nyg,nor,SmitTr03,rush_long,0,,,,,
player,201809300nyg,nor,SmitTr03,targets,2,,,,,
player,201809300nyg,nor,SmitTr03,rec,0,,,,,
player,201809300nyg,nor,SmitTr03,rec_yds,0,,,,,
player,201809300nyg,nor,SmitTr03,rec_td,0,,,,,
player,201809300nyg,nor,SmitTr03,rec_long,0,,,,,
player,201809300nyg,nor,SmitTr03,fumbles,0,,,,,
player,201809300nyg,nor,SmitTr03,fumbles_lost,0,,,,,
player,201809300nyg,nyg,MannEl00,pass_cmp,31,,,,,
player,201809300nyg,nyg,MannEl00,pass_att,41,,,,,
player,201809300nyg,nyg,MannEl00,pass_yds,255,,,,,
player,201809300nyg,nyg,MannEl00,pass_td,1,,,,,
player,201809300nyg,nyg,MannEl00,pass_int,0,,,,,
player,201809300nyg,nyg,MannEl00,pass_sacked,3,,,,,
player,201809300nyg,nyg,MannEl00,pass_sacked_yds,21,,,,,
player,201809300nyg,nyg,MannEl00,pass_long,27,,,,,
player,201809300nyg,nyg,MannEl00,pass_rating,99.1,,,,,
player,201809300nyg,nyg,MannEl00,rush_att,2,,,,,
player,201809300nyg,nyg,MannEl00,rush_yds,5,,,,,
player,201809300nyg,nyg,MannEl00,rush_td,0,,,,,
player,201809300nyg,nyg,MannEl00,rush_long,6,,,,,
player,201809300nyg,nyg,MannEl00,targets,0,,,,,
player,201809300nyg,nyg,MannEl00,rec,0,,,,,
player,201809300nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201809300nyg,nyg,MannEl00,rec_td,0,,,,,
player,201809300nyg,nyg,MannEl00,rec_long,0,,,,,
player,201809300nyg,nyg,MannEl00,fumbles,1,,,,,
player,201809300nyg,nyg,MannEl00,fumbles_lost,1,,,,,
player,201809300nyg,nyg,BarkSa00,pass_cmp,0,,,,,
player,201809300nyg,nyg,BarkSa00,pass_att,0,,,,,
player,201809300nyg,nyg,BarkSa00,pass_yds,0,,,,,
player,201809300nyg,nyg,BarkSa00,pass_td,0,,,,,
player,201809300nyg,nyg,BarkSa00,pass_int,0,,,,,
player,201809300nyg,nyg,BarkSa00,pass_sacked,0,,,,,
player,201809300nyg,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201809300nyg,nyg,BarkSa00,pass_long,0,,,,,
player,201809300nyg,nyg,BarkSa00,pass_rating,,,,,,
player,201809300nyg,nyg,BarkSa00,rush_att,10,,,,,
player,201809300nyg,nyg,BarkSa00,rush_yds,44,,,,,
player,201809300nyg,nyg,BarkSa00,rush_td,1,,,,,
player,201809300nyg,nyg,BarkSa00,rush_long,28,,,,,
player,201809300nyg,nyg,BarkSa00,targets,8,,,,,
player,201809300nyg,nyg,BarkSa00,rec,6,,,,,
player,201809300nyg,nyg,BarkSa00,rec_yds,56,,,,,
player,201809300nyg,nyg,BarkSa00,rec_td,0,,,,,
player,201809300nyg,nyg,BarkSa00,rec_long,13,,,,,
player,201809300nyg,nyg,BarkSa00,fumbles,0,,,,,
player,201809300nyg,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201809300nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201809300nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201809300nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201809300nyg,nyg,BeckOd00,pass_td,0,,,,,
