game,2018,4,20180930,201809300nyg,nor,"New Orleans Saints",33,nyg,"New York Giants",18
player,201809300nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201809300nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201809300nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201809300nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201809300nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201809300nyg,nyg,BeckOd00,rush_att,1,,,,,
player,201809300nyg,nyg,BeckOd00,rush_yds,10,,,,,
player,201809300nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201809300nyg,nyg,BeckOd00,rush_long,10,,,,,
player,201809300nyg,nyg,BeckOd00,targets,11,,,,,
player,201809300nyg,nyg,BeckOd00,rec,7,,,,,
player,201809300nyg,nyg,BeckOd00,rec_yds,60,,,,,
player,201809300nyg,nyg,BeckOd00,rec_td,0,,,,,
player,201809300nyg,nyg,BeckOd00,rec_long,27,,,,,
player,201809300nyg,nyg,BeckOd00,fumbles,0,,,,,
player,201809300nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201809300nyg,nyg,GallWa00,pass_cmp,0,,,,,
player,201809300nyg,nyg,GallWa00,pass_att,0,,,,,
player,201809300nyg,nyg,GallWa00,pass_yds,0,,,,,
player,201809300nyg,nyg,GallWa00,pass_td,0,,,,,
player,201809300nyg,nyg,GallWa00,pass_int,0,,,,,
player,201809300nyg,nyg,GallWa00,pass_sacked,0,,,,,
player,201809300nyg,nyg,GallWa00,pass_sacked_yds,0,,,,,
player,201809300nyg,nyg,GallWa00,pass_long,0,,,,,
player,201809300nyg,nyg,GallWa00,pass_rating,,,,,,
player,201809300nyg,nyg,GallWa00,rush_att,2,,,,,
player,201809300nyg,nyg,GallWa00,rush_yds,6,,,,,
player,201809300nyg,nyg,GallWa00,rush_td,0,,,,,
player,201809300nyg,nyg,GallWa00,rush_long,4,,,,,
player,201809300nyg,nyg,GallWa00,targets,3,,,,,
player,201809300nyg,nyg,GallWa00,rec,3,,,,,
player,201809300nyg,nyg,GallWa00,rec_yds,17,,,,,
player,201809300nyg,nyg,GallWa00,rec_td,0,,,,,
player,201809300nyg,nyg,GallWa00,rec_long,11,,,,,
player,201809300nyg,nyg,GallWa00,fumbles,1,,,,,
player,201809300nyg,nyg,GallWa00,fumbles_lost,1,,,,,
player,201809300nyg,nyg,ShepSt00,pass_cmp,0,,,,,
player,201809300nyg,nyg,ShepSt00,pass_att,0,,,,,
player,201809300nyg,nyg,ShepSt00,pass_yds,0,,,,,
player,201809300nyg,nyg,ShepSt00,pass_td,0,,,,,
player,201809300nyg,nyg,ShepSt00,pass_int,0,,,,,
player,201809300nyg,nyg,ShepSt00,pass_sacked,0,,,,,
player,201809300nyg,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201809300nyg,nyg,ShepSt00,pass_long,0,,,,,
player,201809300nyg,nyg,ShepSt00,pass_rating,,,,,,
player,201809300nyg,nyg,ShepSt00,rush_att,0,,,,,
player,201809300nyg,nyg,ShepSt00,rush_yds,0,,,,,
player,201809300nyg,nyg,ShepSt00,rush_td,0,,,,,
player,201809300nyg,nyg,ShepSt00,rush_long,0,,,,,
player,201809300nyg,nyg,ShepSt00,targets,10,,,,,
player,201809300nyg,nyg,ShepSt00,rec,10,,,,,
player,201809300nyg,nyg,ShepSt00,rec_yds,77,,,,,
player,201809300nyg,nyg,ShepSt00,rec_td,1,,,,,
player,201809300nyg,nyg,ShepSt00,rec_long,23,,,,,
player,201809300nyg,nyg,ShepSt00,fumbles,0,,,,,
player,201809300nyg,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201809300nyg,nyg,ElliRh00,pass_cmp,0,,,,,
player,201809300nyg,nyg,ElliRh00,pass_att,0,,,,,
player,201809300nyg,nyg,ElliRh00,pass_yds,0,,,,,
player,201809300nyg,nyg,ElliRh00,pass_td,0,,,,,
player,201809300nyg,nyg,ElliRh00,pass_int,0,,,,,
player,201809300nyg,nyg,ElliRh00,pass_sacked,0,,,,,
player,201809300nyg,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201809300nyg,nyg,ElliRh00,pass_long,0,,,,,
player,201809300nyg,nyg,ElliRh00,pass_rating,,,,,,
player,201809300nyg,nyg,ElliRh00,rush_att,0,,,,,
player,201809300nyg,nyg,ElliRh00,rush_yds,0,,,,,
player,201809300nyg,nyg,ElliRh00,rush_td,0,,,,,
player,201809300nyg,nyg,ElliRh00,rush_long,0,,,,,
player,201809300nyg,nyg,ElliRh00,targets,5,,,,,
player,201809300nyg,nyg,ElliRh00,rec,3,,,,,
player,201809300nyg,nyg,ElliRh00,rec_yds,29,,,,,
player,201809300nyg,nyg,ElliRh00,rec_td,0,,,,,
player,201809300nyg,nyg,ElliRh00,rec_long,11,,,,,
player,201809300nyg,nyg,ElliRh00,fumbles,0,,,,,
player,201809300nyg,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201809300nyg,nyg,ShepRu00,pass_cmp,0,,,,,
player,201809300nyg,nyg,ShepRu00,pass_att,0,,,,,
player,201809300nyg,nyg,ShepRu00,pass_yds,0,,,,,
player,201809300nyg,nyg,ShepRu00,pass_td,0,,,,,
player,201809300nyg,nyg,ShepRu00,pass_int,0,,,,,
player,201809300nyg,nyg,ShepRu00,pass_sacked,0,,,,,
player,201809300nyg,nyg,ShepRu00,pass_sacked_yds,0,,,,,
player,201809300nyg,nyg,ShepRu00,pass_long,0,,,,,
player,201809300nyg,nyg,ShepRu00,pass_rating,,,,,,
player,201809300nyg,nyg,ShepRu00,rush_att,0,,,,,
player,201809300nyg,nyg,ShepRu00,rush_yds,0,,,,,
player,201809300nyg,nyg,ShepRu00,rush_td,0,,,,,
player,201809300nyg,nyg,ShepRu00,rush_long,0,,,,,
player,201809300nyg,nyg,ShepRu00,targets,3,,,,,
player,201809300nyg,nyg,ShepRu00,rec,1,,,,,
player,201809300nyg,nyg,ShepRu00,rec_yds,9,,,,,
player,201809300nyg,nyg,ShepRu00,rec_td,0,,,,,
player,201809300nyg,nyg,ShepRu00,rec_long,9,,,,,
player,201809300nyg,nyg,ShepRu00,fumbles,0,,,,,
player,201809300nyg,nyg,ShepRu00,fumbles_lost,0,,,,,
player,201809300nyg,nyg,SimoSc00,pass_cmp,0,,,,,
player,201809300nyg,nyg,SimoSc00,pass_att,0,,,,,
player,201809300nyg,nyg,SimoSc00,pass_yds,0,,,,,
player,201809300nyg,nyg,SimoSc00,pass_td,0,,,,,
player,201809300nyg,nyg,SimoSc00,pass_int,0,,,,,
player,201809300nyg,nyg,SimoSc00,pass_sacked,0,,,,,
player,201809300nyg,nyg,SimoSc00,pass_sacked_yds,0,,,,,
player,201809300nyg,nyg,SimoSc00,pass_long,0,,,,,
player,201809300nyg,nyg,SimoSc00,pass_rating,,,,,,
player,201809300nyg,nyg,SimoSc00,rush_att,0,,,,,
player,201809300nyg,nyg,SimoSc00,rush_yds,0,,,,,
player,201809300nyg,nyg,SimoSc00,rush_td,0,,,,,
player,201809300nyg,nyg,SimoSc00,rush_long,0,,,,,
player,201809300nyg,nyg,SimoSc00,targets,1,,,,,
player,201809300nyg,nyg,SimoSc00,rec,1,,,,,
player,201809300nyg,nyg,SimoSc00,rec_yds,7,,,,,
player,201809300nyg,nyg,SimoSc00,rec_td,0,,,,,
