game,2018,13,20181202,201812020gnb,crd,"Arizona Cardinals",20,gnb,"Green Bay Packers",17
player,201812020gnb,gnb,BakhDa00,def_pct,0%,,,,,
player,201812020gnb,gnb,BakhDa00,special_teams,4,,,,,
player,201812020gnb,gnb,BakhDa00,st_pct,13%,,,,,
player,201812020gnb,gnb,LinsCo00,pos,C,,,,,
player,201812020gnb,gnb,LinsCo00,offense,76,,,,,
player,201812020gnb,gnb,LinsCo00,off_pct,100%,,,,,
player,201812020gnb,gnb,LinsCo00,defense,0,,,,,
player,201812020gnb,gnb,LinsCo00,def_pct,0%,,,,,
player,201812020gnb,gnb,LinsCo00,special_teams,0,,,,,
player,201812020gnb,gnb,LinsCo00,st_pct,0%,,,,,
player,201812020gnb,gnb,RodgAa00,pos,QB,,,,,
player,201812020gnb,gnb,RodgAa00,offense,76,,,,,
player,201812020gnb,gnb,RodgAa00,off_pct,100%,,,,,
player,201812020gnb,gnb,RodgAa00,defense,0,,,,,
player,201812020gnb,gnb,RodgAa00,def_pct,0%,,,,,
player,201812020gnb,gnb,RodgAa00,special_teams,0,,,,,
player,201812020gnb,gnb,RodgAa00,st_pct,0%,,,,,
player,201812020gnb,gnb,AdamDa01,pos,WR,,,,,
player,201812020gnb,gnb,AdamDa01,offense,72,,,,,
player,201812020gnb,gnb,AdamDa01,off_pct,95%,,,,,
player,201812020gnb,gnb,AdamDa01,defense,0,,,,,
player,201812020gnb,gnb,AdamDa01,def_pct,0%,,,,,
player,201812020gnb,gnb,AdamDa01,special_teams,0,,,,,
player,201812020gnb,gnb,AdamDa01,st_pct,0%,,,,,
player,201812020gnb,gnb,ValdMa00,pos,WR,,,,,
player,201812020gnb,gnb,ValdMa00,offense,64,,,,,
player,201812020gnb,gnb,ValdMa00,off_pct,84%,,,,,
player,201812020gnb,gnb,ValdMa00,defense,0,,,,,
player,201812020gnb,gnb,ValdMa00,def_pct,0%,,,,,
player,201812020gnb,gnb,ValdMa00,special_teams,0,,,,,
player,201812020gnb,gnb,ValdMa00,st_pct,0%,,,,,
player,201812020gnb,gnb,McCrJu00,pos,G,,,,,
player,201812020gnb,gnb,McCrJu00,offense,63,,,,,
player,201812020gnb,gnb,McCrJu00,off_pct,83%,,,,,
player,201812020gnb,gnb,McCrJu00,defense,0,,,,,
player,201812020gnb,gnb,McCrJu00,def_pct,0%,,,,,
player,201812020gnb,gnb,McCrJu00,special_teams,4,,,,,
player,201812020gnb,gnb,McCrJu00,st_pct,13%,,,,,
player,201812020gnb,gnb,CobbRa00,pos,WR,,,,,
player,201812020gnb,gnb,CobbRa00,offense,61,,,,,
player,201812020gnb,gnb,CobbRa00,off_pct,80%,,,,,
player,201812020gnb,gnb,CobbRa00,defense,0,,,,,
player,201812020gnb,gnb,CobbRa00,def_pct,0%,,,,,
player,201812020gnb,gnb,CobbRa00,special_teams,0,,,,,
player,201812020gnb,gnb,CobbRa00,st_pct,0%,,,,,
player,201812020gnb,gnb,SpriJa00,pos,T,,,,,
player,201812020gnb,gnb,SpriJa00,offense,55,,,,,
player,201812020gnb,gnb,SpriJa00,off_pct,72%,,,,,
player,201812020gnb,gnb,SpriJa00,defense,0,,,,,
player,201812020gnb,gnb,SpriJa00,def_pct,0%,,,,,
player,201812020gnb,gnb,SpriJa00,special_teams,4,,,,,
player,201812020gnb,gnb,SpriJa00,st_pct,13%,,,,,
player,201812020gnb,gnb,GrahJi00,pos,TE,,,,,
player,201812020gnb,gnb,GrahJi00,offense,54,,,,,
player,201812020gnb,gnb,GrahJi00,off_pct,71%,,,,,
player,201812020gnb,gnb,GrahJi00,defense,0,,,,,
player,201812020gnb,gnb,GrahJi00,def_pct,0%,,,,,
player,201812020gnb,gnb,GrahJi00,special_teams,0,,,,,
player,201812020gnb,gnb,GrahJi00,st_pct,0%,,,,,
player,201812020gnb,gnb,JoneAa00,pos,RB,,,,,
player,201812020gnb,gnb,JoneAa00,offense,39,,,,,
player,201812020gnb,gnb,JoneAa00,off_pct,51%,,,,,
player,201812020gnb,gnb,JoneAa00,defense,0,,,,,
player,201812020gnb,gnb,JoneAa00,def_pct,0%,,,,,
player,201812020gnb,gnb,JoneAa00,special_teams,0,,,,,
player,201812020gnb,gnb,JoneAa00,st_pct,0%,,,,,
player,201812020gnb,gnb,WillJa06,pos,RB,,,,,
player,201812020gnb,gnb,WillJa06,offense,38,,,,,
player,201812020gnb,gnb,WillJa06,off_pct,50%,,,,,
player,201812020gnb,gnb,WillJa06,defense,0,,,,,
player,201812020gnb,gnb,WillJa06,def_pct,0%,,,,,
player,201812020gnb,gnb,WillJa06,special_teams,6,,,,,
player,201812020gnb,gnb,WillJa06,st_pct,19%,,,,,
player,201812020gnb,gnb,BulaBr20,pos,T,,,,,
player,201812020gnb,gnb,BulaBr20,offense,21,,,,,
player,201812020gnb,gnb,BulaBr20,off_pct,28%,,,,,
player,201812020gnb,gnb,BulaBr20,defense,0,,,,,
player,201812020gnb,gnb,BulaBr20,def_pct,0%,,,,,
player,201812020gnb,gnb,BulaBr20,special_teams,1,,,,,
player,201812020gnb,gnb,BulaBr20,st_pct,3%,,,,,
player,201812020gnb,gnb,St.BEq00,pos,WR,,,,,
player,201812020gnb,gnb,St.BEq00,offense,15,,,,,
player,201812020gnb,gnb,St.BEq00,off_pct,20%,,,,,
player,201812020gnb,gnb,St.BEq00,defense,0,,,,,
player,201812020gnb,gnb,St.BEq00,def_pct,0%,,,,,
player,201812020gnb,gnb,St.BEq00,special_teams,0,,,,,
player,201812020gnb,gnb,St.BEq00,st_pct,0%,,,,,
player,201812020gnb,gnb,BellBy00,pos,G,,,,,
player,201812020gnb,gnb,BellBy00,offense,13,,,,,
player,201812020gnb,gnb,BellBy00,off_pct,17%,,,,,
player,201812020gnb,gnb,BellBy00,defense,0,,,,,
player,201812020gnb,gnb,BellBy00,def_pct,0%,,,,,
player,201812020gnb,gnb,BellBy00,special_teams,0,,,,,
player,201812020gnb,gnb,BellBy00,st_pct,0%,,,,,
player,201812020gnb,gnb,KendLa00,pos,TE,,,,,
player,201812020gnb,gnb,KendLa00,offense,12,,,,,
player,201812020gnb,gnb,KendLa00,off_pct,16%,,,,,
player,201812020gnb,gnb,KendLa00,defense,0,,,,,
player,201812020gnb,gnb,KendLa00,def_pct,0%,,,,,
player,201812020gnb,gnb,KendLa00,special_teams,8,,,,,
player,201812020gnb,gnb,KendLa00,st_pct,26%,,,,,
player,201812020gnb,gnb,TonyRo00,pos,TE,,,,,
player,201812020gnb,gnb,TonyRo00,offense,9,,,,,
player,201812020gnb,gnb,TonyRo00,off_pct,12%,,,,,
player,201812020gnb,gnb,TonyRo00,defense,0,,,,,
player,201812020gnb,gnb,TonyRo00,def_pct,0%,,,,,
player,201812020gnb,gnb,TonyRo00,special_teams,14,,,,,
player,201812020gnb,gnb,TonyRo00,st_pct,45%,,,,,
player,201812020gnb,gnb,LewiMa00,pos,TE,,,,,
player,201812020gnb,gnb,LewiMa00,offense,8,,,,,
player,201812020gnb,gnb,LewiMa00,off_pct,11%,,,,,
player,201812020gnb,gnb,LewiMa00,defense,0,,,,,
player,201812020gnb,gnb,LewiMa00,def_pct,0%,,,,,
player,201812020gnb,gnb,LewiMa00,special_teams,4,,,,,
player,201812020gnb,gnb,LewiMa00,st_pct,13%,,,,,
player,201812020gnb,gnb,KumeJa00,pos,WR,,,,,
player,201812020gnb,gnb,KumeJa00,offense,5,,,,,
player,201812020gnb,gnb,KumeJa00,off_pct,7%,,,,,
player,201812020gnb,gnb,KumeJa00,defense,0,,,,,
player,201812020gnb,gnb,KumeJa00,def_pct,0%,,,,,
player,201812020gnb,gnb,KumeJa00,special_teams,14,,,,,
player,201812020gnb,gnb,KumeJa00,st_pct,45%,,,,,
player,201812020gnb,gnb,VitaDa00,pos,FB,,,,,
player,201812020gnb,gnb,VitaDa00,offense,3,,,,,
player,201812020gnb,gnb,VitaDa00,off_pct,4%,,,,,
player,201812020gnb,gnb,VitaDa00,defense,0,,,,,
player,201812020gnb,gnb,VitaDa00,def_pct,0%,,,,,
player,201812020gnb,gnb,VitaDa00,special_teams,8,,,,,
player,201812020gnb,gnb,VitaDa00,st_pct,26%,,,,,
player,201812020gnb,gnb,AlexJa00,pos,CB,,,,,
player,201812020gnb,gnb,AlexJa00,offense,0,,,,,
player,201812020gnb,gnb,AlexJa00,off_pct,0%,,,,,
player,201812020gnb,gnb,AlexJa00,defense,62,,,,,
player,201812020gnb,gnb,AlexJa00,def_pct,100%,,,,,
player,201812020gnb,gnb,AlexJa00,special_teams,6,,,,,
player,201812020gnb,gnb,AlexJa00,st_pct,19%,,,,,
player,201812020gnb,gnb,MartBl01,pos,LB,,,,,
player,201812020gnb,gnb,MartBl01,offense,0,,,,,
player,201812020gnb,gnb,MartBl01,off_pct,0%,,,,,
player,201812020gnb,gnb,MartBl01,defense,62,,,,,
player,201812020gnb,gnb,MartBl01,def_pct,100%,,,,,
player,201812020gnb,gnb,MartBl01,special_teams,5,,,,,
player,201812020gnb,gnb,MartBl01,st_pct,16%,,,,,
player,201812020gnb,gnb,WillTr99,pos,CB,,,,,
player,201812020gnb,gnb,WillTr99,offense,0,,,,,
player,201812020gnb,gnb,WillTr99,off_pct,0%,,,,,
player,201812020gnb,gnb,WillTr99,defense,62,,,,,
player,201812020gnb,gnb,WillTr99,def_pct,100%,,,,,
player,201812020gnb,gnb,WillTr99,special_teams,1,,,,,
player,201812020gnb,gnb,WillTr99,st_pct,3%,,,,,
player,201812020gnb,gnb,JackJo01,pos,CB,,,,,
player,201812020gnb,gnb,JackJo01,offense,0,,,,,
player,201812020gnb,gnb,JackJo01,off_pct,0%,,,,,
player,201812020gnb,gnb,JackJo01,defense,61,,,,,
player,201812020gnb,gnb,JackJo01,def_pct,98%,,,,,
player,201812020gnb,gnb,JackJo01,special_teams,9,,,,,
player,201812020gnb,gnb,JackJo01,st_pct,29%,,,,,
player,201812020gnb,gnb,LowrDe00,pos,DE,,,,,
player,201812020gnb,gnb,LowrDe00,offense,0,,,,,
player,201812020gnb,gnb,LowrDe00,off_pct,0%,,,,,
player,201812020gnb,gnb,LowrDe00,defense,59,,,,,
player,201812020gnb,gnb,LowrDe00,def_pct,95%,,,,,
player,201812020gnb,gnb,LowrDe00,special_teams,9,,,,,
player,201812020gnb,gnb,LowrDe00,st_pct,29%,,,,,
player,201812020gnb,gnb,ClarKe01,pos,NT,,,,,
player,201812020gnb,gnb,ClarKe01,offense,0,,,,,
player,201812020gnb,gnb,ClarKe01,off_pct,0%,,,,,
player,201812020gnb,gnb,ClarKe01,defense,58,,,,,
player,201812020gnb,gnb,ClarKe01,def_pct,94%,,,,,
player,201812020gnb,gnb,ClarKe01,special_teams,8,,,,,
player,201812020gnb,gnb,ClarKe01,st_pct,26%,,,,,
player,201812020gnb,gnb,FackKy00,pos,LB,,,,,
player,201812020gnb,gnb,FackKy00,offense,0,,,,,
player,201812020gnb,gnb,FackKy00,off_pct,0%,,,,,
player,201812020gnb,gnb,FackKy00,defense,57,,,,,
player,201812020gnb,gnb,FackKy00,def_pct,92%,,,,,
player,201812020gnb,gnb,FackKy00,special_teams,14,,,,,
player,201812020gnb,gnb,FackKy00,st_pct,45%,,,,,
player,201812020gnb,gnb,JoneJo06,pos,SS,,,,,
player,201812020gnb,gnb,JoneJo06,offense,0,,,,,
player,201812020gnb,gnb,JoneJo06,off_pct,0%,,,,,
player,201812020gnb,gnb,JoneJo06,defense,48,,,,,
player,201812020gnb,gnb,JoneJo06,def_pct,77%,,,,,
player,201812020gnb,gnb,JoneJo06,special_teams,16,,,,,
player,201812020gnb,gnb,JoneJo06,st_pct,52%,,,,,
player,201812020gnb,gnb,CampIb00,pos,FS,,,,,
player,201812020gnb,gnb,CampIb00,offense,0,,,,,
player,201812020gnb,gnb,CampIb00,off_pct,0%,,,,,
player,201812020gnb,gnb,CampIb00,defense,46,,,,,
player,201812020gnb,gnb,CampIb00,def_pct,74%,,,,,
player,201812020gnb,gnb,CampIb00,special_teams,20,,,,,
player,201812020gnb,gnb,CampIb00,st_pct,65%,,,,,
player,201812020gnb,gnb,MattCl99,pos,LB,,,,,
player,201812020gnb,gnb,MattCl99,offense,0,,,,,
player,201812020gnb,gnb,MattCl99,off_pct,0%,,,,,
player,201812020gnb,gnb,MattCl99,defense,43,,,,,
player,201812020gnb,gnb,MattCl99,def_pct,69%,,,,,
player,201812020gnb,gnb,MattCl99,special_teams,0,,,,,
player,201812020gnb,gnb,MattCl99,st_pct,0%,,,,,
player,201812020gnb,gnb,LancTy00,pos,DT,,,,,
player,201812020gnb,gnb,LancTy00,offense,0,,,,,
player,201812020gnb,gnb,LancTy00,off_pct,0%,,,,,
player,201812020gnb,gnb,LancTy00,defense,35,,,,,
player,201812020gnb,gnb,LancTy00,def_pct,56%,,,,,
player,201812020gnb,gnb,LancTy00,special_teams,4,,,,,
player,201812020gnb,gnb,LancTy00,st_pct,13%,,,,,
player,201812020gnb,gnb,GilbRe01,pos,LB,,,,,
player,201812020gnb,gnb,GilbRe01,offense,0,,,,,
player,201812020gnb,gnb,GilbRe01,off_pct,0%,,,,,
player,201812020gnb,gnb,GilbRe01,defense,25,,,,,
player,201812020gnb,gnb,GilbRe01,def_pct,40%,,,,,
player,201812020gnb,gnb,GilbRe01,special_teams,18,,,,,
player,201812020gnb,gnb,GilbRe01,st_pct,58%,,,,,
player,201812020gnb,gnb,MorrAn01,pos,LB,,,,,
player,201812020gnb,gnb,MorrAn01,offense,0,,,,,
player,201812020gnb,gnb,MorrAn01,off_pct,0%,,,,,
player,201812020gnb,gnb,MorrAn01,defense,25,,,,,
player,201812020gnb,gnb,MorrAn01,def_pct,40%,,,,,
player,201812020gnb,gnb,MorrAn01,special_teams,15,,,,,
player,201812020gnb,gnb,MorrAn01,st_pct,48%,,,,,
player,201812020gnb,gnb,AdamMo00,pos,NT,,,,,
player,201812020gnb,gnb,AdamMo00,offense,0,,,,,
player,201812020gnb,gnb,AdamMo00,off_pct,0%,,,,,
player,201812020gnb,gnb,AdamMo00,defense,15,,,,,
player,201812020gnb,gnb,AdamMo00,def_pct,24%,,,,,
player,201812020gnb,gnb,AdamMo00,special_teams,4,,,,,
player,201812020gnb,gnb,AdamMo00,st_pct,13%,,,,,
player,201812020gnb,gnb,PleaEd00,pos,SS,,,,,
player,201812020gnb,gnb,PleaEd00,offense,0,,,,,
player,201812020gnb,gnb,PleaEd00,off_pct,0%,,,,,
player,201812020gnb,gnb,PleaEd00,defense,11,,,,,
player,201812020gnb,gnb,PleaEd00,def_pct,18%,,,,,
player,201812020gnb,gnb,PleaEd00,special_teams,6,,,,,
player,201812020gnb,gnb,PleaEd00,st_pct,19%,,,,,
player,201812020gnb,gnb,BrowTo01,pos,CB,,,,,
player,201812020gnb,gnb,BrowTo01,offense,0,,,,,
player,201812020gnb,gnb,BrowTo01,off_pct,0%,,,,,
player,201812020gnb,gnb,BrowTo01,defense,9,,,,,
player,201812020gnb,gnb,BrowTo01,def_pct,15%,,,,,
player,201812020gnb,gnb,BrowTo01,special_teams,21,,,,,
player,201812020gnb,gnb,BrowTo01,st_pct,68%,,,,,
player,201812020gnb,gnb,BurkOr00,pos,LB,,,,,
player,201812020gnb,gnb,BurkOr00,offense,0,,,,,
player,201812020gnb,gnb,BurkOr00,off_pct,0%,,,,,
player,201812020gnb,gnb,BurkOr00,defense,3,,,,,
player,201812020gnb,gnb,BurkOr00,def_pct,5%,,,,,
player,201812020gnb,gnb,BurkOr00,special_teams,22,,,,,
player,201812020gnb,gnb,BurkOr00,st_pct,71%,,,,,
player,201812020gnb,gnb,CrawJa01,pos,LB,,,,,
player,201812020gnb,gnb,CrawJa01,offense,0,,,,,
player,201812020gnb,gnb,CrawJa01,off_pct,0%,,,,,
player,201812020gnb,gnb,CrawJa01,defense,0,,,,,
player,201812020gnb,gnb,CrawJa01,def_pct,0%,,,,,
player,201812020gnb,gnb,CrawJa01,special_teams,26,,,,,
player,201812020gnb,gnb,CrawJa01,st_pct,84%,,,,,
player,201812020gnb,gnb,MoorJM00,pos,WR,,,,,
player,201812020gnb,gnb,MoorJM00,offense,0,,,,,
player,201812020gnb,gnb,MoorJM00,off_pct,0%,,,,,
player,201812020gnb,gnb,MoorJM00,defense,0,,,,,
player,201812020gnb,gnb,MoorJM00,def_pct,0%,,,,,
player,201812020gnb,gnb,MoorJM00,special_teams,14,,,,,
player,201812020gnb,gnb,MoorJM00,st_pct,45%,,,,,
player,201812020gnb,gnb,ScotJK00,pos,P,,,,,
player,201812020gnb,gnb,ScotJK00,offense,0,,,,,
player,201812020gnb,gnb,ScotJK00,off_pct,0%,,,,,
player,201812020gnb,gnb,ScotJK00,defense,0,,,,,
player,201812020gnb,gnb,ScotJK00,def_pct,0%,,,,,
player,201812020gnb,gnb,ScotJK00,special_teams,12,,,,,
player,201812020gnb,gnb,ScotJK00,st_pct,39%,,,,,
player,201812020gnb,gnb,BradHu00,pos,LS,,,,,
player,201812020gnb,gnb,BradHu00,offense,0,,,,,
player,201812020gnb,gnb,BradHu00,off_pct,0%,,,,,
player,201812020gnb,gnb,BradHu00,defense,0,,,,,
player,201812020gnb,gnb,BradHu00,def_pct,0%,,,,,
player,201812020gnb,gnb,BradHu00,special_teams,12,,,,,
player,201812020gnb,gnb,BradHu00,st_pct,39%,,,,,
player,201812020gnb,gnb,RedmWi00,pos,CB,,,,,
player,201812020gnb,gnb,RedmWi00,offense,0,,,,,
player,201812020gnb,gnb,RedmWi00,off_pct,0%,,,,,
player,201812020gnb,gnb,RedmWi00,defense,0,,,,,
player,201812020gnb,gnb,RedmWi00,def_pct,0%,,,,,
player,201812020gnb,gnb,RedmWi00,special_teams,10,,,,,
player,201812020gnb,gnb,RedmWi00,st_pct,32%,,,,,
player,201812020gnb,gnb,PatrLu00,pos,G,,,,,
player,201812020gnb,gnb,PatrLu00,offense,0,,,,,
player,201812020gnb,gnb,PatrLu00,off_pct,0%,,,,,
player,201812020gnb,gnb,PatrLu00,defense,0,,,,,
player,201812020gnb,gnb,PatrLu00,def_pct,0%,,,,,
player,201812020gnb,gnb,PatrLu00,special_teams,9,,,,,
player,201812020gnb,gnb,PatrLu00,st_pct,29%,,,,,
player,201812020gnb,gnb,CrosMa20,pos,K,,,,,
player,201812020gnb,gnb,CrosMa20,offense,0,,,,,
player,201812020gnb,gnb,CrosMa20,off_pct,0%,,,,,
player,201812020gnb,gnb,CrosMa20,defense,0,,,,,
player,201812020gnb,gnb,CrosMa20,def_pct,0%,,,,,
player,201812020gnb,gnb,CrosMa20,special_teams,8,,,,,
player,201812020gnb,gnb,CrosMa20,st_pct,26%,,,,,
player,201812020gnb,crd,AbouOd00,pos,G,,,,,
player,201812020gnb,crd,AbouOd00,offense,62,,,,,
player,201812020gnb,crd,AbouOd00,off_pct,100%,,,,,
player,201812020gnb,crd,AbouOd00,defense,0,,,,,
player,201812020gnb,crd,AbouOd00,def_pct,0%,,,,,
player,201812020gnb,crd,AbouOd00,special_teams,4,,,,,
player,201812020gnb,crd,AbouOd00,st_pct,13%,,,,,
player,201812020gnb,crd,CunnKo00,pos,T,,,,,
player,201812020gnb,crd,CunnKo00,offense,62,,,,,
player,201812020gnb,crd,CunnKo00,off_pct,100%,,,,,
player,201812020gnb,crd,CunnKo00,defense,0,,,,,
player,201812020gnb,crd,CunnKo00,def_pct,0%,,,,,
player,201812020gnb,crd,CunnKo00,special_teams,4,,,,,
player,201812020gnb,crd,CunnKo00,st_pct,13%,,,,,
player,201812020gnb,crd,ColeMa02,pos,C,,,,,
player,201812020gnb,crd,ColeMa02,offense,62,,,,,
player,201812020gnb,crd,ColeMa02,off_pct,100%,,,,,
player,201812020gnb,crd,ColeMa02,defense,0,,,,,
player,201812020gnb,crd,ColeMa02,def_pct,0%,,,,,
player,201812020gnb,crd,ColeMa02,special_teams,3,,,,,
player,201812020gnb,crd,ColeMa02,st_pct,10%,,,,,
player,201812020gnb,crd,RoseJo01,pos,QB,,,,,
player,201812020gnb,crd,RoseJo01,offense,62,,,,,
player,201812020gnb,crd,RoseJo01,off_pct,100%,,,,,
player,201812020gnb,crd,RoseJo01,defense,0,,,,,
player,201812020gnb,crd,RoseJo01,def_pct,0%,,,,,
player,201812020gnb,crd,RoseJo01,special_teams,0,,,,,
player,201812020gnb,crd,RoseJo01,st_pct,0%,,,,,
player,201812020gnb,crd,HoldWi00,pos,G,,,,,
player,201812020gnb,crd,HoldWi00,offense,62,,,,,
player,201812020gnb,crd,HoldWi00,off_pct,100%,,,,,
player,201812020gnb,crd,HoldWi00,defense,0,,,,,
player,201812020gnb,crd,HoldWi00,def_pct,0%,,,,,
player,201812020gnb,crd,HoldWi00,special_teams,0,,,,,
player,201812020gnb,crd,HoldWi00,st_pct,0%,,,,,
player,201812020gnb,crd,FitzLa00,pos,WR,,,,,
player,201812020gnb,crd,FitzLa00,offense,60,,,,,
player,201812020gnb,crd,FitzLa00,off_pct,97%,,,,,
player,201812020gnb,crd,FitzLa00,defense,0,,,,,
player,201812020gnb,crd,FitzLa00,def_pct,0%,,,,,
player,201812020gnb,crd,FitzLa00,special_teams,0,,,,,
player,201812020gnb,crd,FitzLa00,st_pct,0%,,,,,
player,201812020gnb,crd,KirkCh01,pos,WR,,,,,
player,201812020gnb,crd,KirkCh01,offense,53,,,,,
player,201812020gnb,crd,KirkCh01,off_pct,85%,,,,,
player,201812020gnb,crd,KirkCh01,defense,0,,,,,
player,201812020gnb,crd,KirkCh01,def_pct,0%,,,,,
player,201812020gnb,crd,KirkCh01,special_teams,8,,,,,
player,201812020gnb,crd,KirkCh01,st_pct,26%,,,,,
player,201812020gnb,crd,JohnDa08,pos,RB,,,,,
player,201812020gnb,crd,JohnDa08,offense,52,,,,,
player,201812020gnb,crd,JohnDa08,off_pct,84%,,,,,
player,201812020gnb,crd,JohnDa08,defense,0,,,,,
player,201812020gnb,crd,JohnDa08,def_pct,0%,,,,,
player,201812020gnb,crd,JohnDa08,special_teams,0,,,,,
player,201812020gnb,crd,JohnDa08,st_pct,0%,,,,,
player,201812020gnb,crd,GresJe00,pos,TE,,,,,
player,201812020gnb,crd,GresJe00,offense,44,,,,,
player,201812020gnb,crd,GresJe00,off_pct,71%,,,,,
player,201812020gnb,crd,GresJe00,defense,0,,,,,
player,201812020gnb,crd,GresJe00,def_pct,0%,,,,,
player,201812020gnb,crd,GresJe00,special_teams,4,,,,,
player,201812020gnb,crd,GresJe00,st_pct,13%,,,,,
player,201812020gnb,crd,IupaMi20,pos,G,,,,,
player,201812020gnb,crd,IupaMi20,offense,37,,,,,
player,201812020gnb,crd,IupaMi20,off_pct,60%,,,,,
player,201812020gnb,crd,IupaMi20,defense,0,,,,,
player,201812020gnb,crd,IupaMi20,def_pct,0%,,,,,
player,201812020gnb,crd,IupaMi20,special_teams,1,,,,,
player,201812020gnb,crd,IupaMi20,st_pct,3%,,,,,
player,201812020gnb,crd,SherTr00,pos,WR,,,,,
player,201812020gnb,crd,SherTr00,offense,31,,,,,
player,201812020gnb,crd,SherTr00,off_pct,50%,,,,,
player,201812020gnb,crd,SherTr00,defense,0,,,,,
player,201812020gnb,crd,SherTr00,def_pct,0%,,,,,
player,201812020gnb,crd,SherTr00,special_teams,4,,,,,
player,201812020gnb,crd,SherTr00,st_pct,13%,,,,,
player,201812020gnb,crd,GossCo00,pos,G,,,,,
player,201812020gnb,crd,GossCo00,offense,25,,,,,
player,201812020gnb,crd,GossCo00,off_pct,40%,,,,,
player,201812020gnb,crd,GossCo00,defense,0,,,,,
player,201812020gnb,crd,GossCo00,def_pct,0%,,,,,
player,201812020gnb,crd,GossCo00,special_teams,0,,,,,
player,201812020gnb,crd,GossCo00,st_pct,0%,,,,,
player,201812020gnb,crd,SealRi00,pos,TE,,,,,
player,201812020gnb,crd,SealRi00,offense,22,,,,,
player,201812020gnb,crd,SealRi00,off_pct,35%,,,,,
player,201812020gnb,crd,SealRi00,defense,0,,,,,
player,201812020gnb,crd,SealRi00,def_pct,0%,,,,,
player,201812020gnb,crd,SealRi00,special_teams,0,,,,,
player,201812020gnb,crd,SealRi00,st_pct,0%,,,,,
player,201812020gnb,crd,EdmoCh00,pos,RB,,,,,
player,201812020gnb,crd,EdmoCh00,offense,13,,,,,
player,201812020gnb,crd,EdmoCh00,off_pct,21%,,,,,
player,201812020gnb,crd,EdmoCh00,defense,0,,,,,
player,201812020gnb,crd,EdmoCh00,def_pct,0%,,,,,
player,201812020gnb,crd,EdmoCh00,special_teams,15,,,,,
player,201812020gnb,crd,EdmoCh00,st_pct,48%,,,,,
player,201812020gnb,crd,PhilJo00,pos,TE,,,,,
player,201812020gnb,crd,PhilJo00,offense,12,,,,,
player,201812020gnb,crd,PhilJo00,off_pct,19%,,,,,
player,201812020gnb,crd,PhilJo00,defense,0,,,,,
player,201812020gnb,crd,PhilJo00,def_pct,0%,,,,,
player,201812020gnb,crd,PhilJo00,special_teams,8,,,,,
player,201812020gnb,crd,PhilJo00,st_pct,26%,,,,,
player,201812020gnb,crd,NelsJJ00,pos,WR,,,,,
player,201812020gnb,crd,NelsJJ00,offense,12,,,,,
player,201812020gnb,crd,NelsJJ00,off_pct,19%,,,,,
player,201812020gnb,crd,NelsJJ00,defense,0,,,,,
player,201812020gnb,crd,NelsJJ00,def_pct,0%,,,,,
player,201812020gnb,crd,NelsJJ00,special_teams,0,,,,,
player,201812020gnb,crd,NelsJJ00,st_pct,0%,,,,,
player,201812020gnb,crd,ColeDe00,pos,FB,,,,,
player,201812020gnb,crd,ColeDe00,offense,8,,,,,
player,201812020gnb,crd,ColeDe00,off_pct,13%,,,,,
player,201812020gnb,crd,ColeDe00,defense,0,,,,,
player,201812020gnb,crd,ColeDe00,def_pct,0%,,,,,
player,201812020gnb,crd,ColeDe00,special_teams,23,,,,,
player,201812020gnb,crd,ColeDe00,st_pct,74%,,,,,
player,201812020gnb,crd,LogaT.00,pos,RB,,,,,
player,201812020gnb,crd,LogaT.00,offense,3,,,,,
player,201812020gnb,crd,LogaT.00,off_pct,5%,,,,,
player,201812020gnb,crd,LogaT.00,defense,0,,,,,
player,201812020gnb,crd,LogaT.00,def_pct,0%,,,,,
player,201812020gnb,crd,LogaT.00,special_teams,4,,,,,
player,201812020gnb,crd,LogaT.00,st_pct,13%,,,,,
player,201812020gnb,crd,HodgGe00,pos,LB,,,,,
player,201812020gnb,crd,HodgGe00,offense,0,,,,,
player,201812020gnb,crd,HodgGe00,off_pct,0%,,,,,
player,201812020gnb,crd,HodgGe00,defense,76,,,,,
player,201812020gnb,crd,HodgGe00,def_pct,100%,,,,,
player,201812020gnb,crd,HodgGe00,special_teams,10,,,,,
player,201812020gnb,crd,HodgGe00,st_pct,32%,,,,,
player,201812020gnb,crd,AmerDa00,pos,CB,,,,,
player,201812020gnb,crd,AmerDa00,offense,0,,,,,
player,201812020gnb,crd,AmerDa00,off_pct,0%,,,,,
player,201812020gnb,crd,AmerDa00,defense,76,,,,,
player,201812020gnb,crd,AmerDa00,def_pct,100%,,,,,
player,201812020gnb,crd,AmerDa00,special_teams,6,,,,,
player,201812020gnb,crd,AmerDa00,st_pct,19%,,,,,
player,201812020gnb,crd,PetePa00,pos,CB,,,,,
player,201812020gnb,crd,PetePa00,offense,0,,,,,
player,201812020gnb,crd,PetePa00,off_pct,0%,,,,,
player,201812020gnb,crd,PetePa00,defense,76,,,,,
player,201812020gnb,crd,PetePa00,def_pct,100%,,,,,
player,201812020gnb,crd,PetePa00,special_teams,6,,,,,
player,201812020gnb,crd,PetePa00,st_pct,19%,,,,,
player,201812020gnb,crd,BostTr00,pos,FS,,,,,
player,201812020gnb,crd,BostTr00,offense,0,,,,,
player,201812020gnb,crd,BostTr00,off_pct,0%,,,,,
player,201812020gnb,crd,BostTr00,defense,76,,,,,
