game,2018,13,20181202,201812020det,ram,"Los Angeles Rams",30,det,"Detroit Lions",16
player,201812020det,det,PratMa20,xpa,1,,,,,
player,201812020det,det,PratMa20,fgm,3,,,,,
player,201812020det,det,PratMa20,fga,3,,,,,
player,201812020det,det,PratMa20,punt,0,,,,,
player,201812020det,det,PratMa20,punt_yds,0,,,,,
player,201812020det,det,PratMa20,punt_yds_per_punt,,,,,,
player,201812020det,det,PratMa20,punt_long,0,,,,,
player,201812020det,det,MartSa01,xpm,,,,,,
player,201812020det,det,MartSa01,xpa,,,,,,
player,201812020det,det,MartSa01,fgm,,,,,,
player,201812020det,det,MartSa01,fga,,,,,,
player,201812020det,det,MartSa01,punt,6,,,,,
player,201812020det,det,MartSa01,punt_yds,286,,,,,
player,201812020det,det,MartSa01,punt_yds_per_punt,47.7,,,,,
player,201812020det,det,MartSa01,punt_long,58,,,,,
player,201812020det,ram,GoffJa00,pass_cmp,17,,,,,
player,201812020det,ram,GoffJa00,pass_att,33,,,,,
player,201812020det,ram,GoffJa00,pass_yds,207,,,,,
player,201812020det,ram,GoffJa00,pass_first_down,12,,,,,
player,201812020det,ram,GoffJa00,pass_air_yds,149,,,,,
player,201812020det,ram,GoffJa00,pass_air_yds_per_cmp,8.8,,,,,
player,201812020det,ram,GoffJa00,pass_air_yds_per_att,4.5,,,,,
player,201812020det,ram,GoffJa00,pass_tgt_yds_per_att,10.5,,,,,
player,201812020det,ram,GoffJa00,pass_yac,58,,,,,
player,201812020det,ram,GoffJa00,pass_yac_per_cmp,3.4,,,,,
player,201812020det,ram,GoffJa00,pass_drops,0,,,,,
player,201812020det,ram,GoffJa00,pass_drop_pct,0.0,,,,,
player,201812020det,ram,GoffJa00,pass_poor_throws,11,,,,,
player,201812020det,ram,GoffJa00,pass_poor_throw_pct,33.3,,,,,
player,201812020det,ram,GoffJa00,pass_blitzed,4,,,,,
player,201812020det,ram,GoffJa00,pass_hurried,3,,,,,
player,201812020det,ram,GoffJa00,pass_hits,2,,,,,
player,201812020det,ram,GoffJa00,rush_scrambles,0,,,,,
player,201812020det,ram,GoffJa00,rush_scrambles_yds_per_att,,,,,,
player,201812020det,det,StafMa00,pass_cmp,20,,,,,
player,201812020det,det,StafMa00,pass_att,33,,,,,
player,201812020det,det,StafMa00,pass_yds,245,,,,,
player,201812020det,det,StafMa00,pass_first_down,13,,,,,
player,201812020det,det,StafMa00,pass_air_yds,137,,,,,
player,201812020det,det,StafMa00,pass_air_yds_per_cmp,6.9,,,,,
player,201812020det,det,StafMa00,pass_air_yds_per_att,4.2,,,,,
player,201812020det,det,StafMa00,pass_tgt_yds_per_att,8.2,,,,,
player,201812020det,det,StafMa00,pass_yac,108,,,,,
player,201812020det,det,StafMa00,pass_yac_per_cmp,5.4,,,,,
player,201812020det,det,StafMa00,pass_drops,2,,,,,
player,201812020det,det,StafMa00,pass_drop_pct,6.1,,,,,
player,201812020det,det,StafMa00,pass_poor_throws,9,,,,,
player,201812020det,det,StafMa00,pass_poor_throw_pct,27.3,,,,,
player,201812020det,det,StafMa00,pass_blitzed,8,,,,,
player,201812020det,det,StafMa00,pass_hurried,2,,,,,
player,201812020det,det,StafMa00,pass_hits,6,,,,,
player,201812020det,det,StafMa00,rush_scrambles,0,,,,,
player,201812020det,det,StafMa00,rush_scrambles_yds_per_att,,,,,,
player,201812020det,det,ElliBr00,pass_cmp,0,,,,,
player,201812020det,det,ElliBr00,pass_att,1,,,,,
player,201812020det,det,ElliBr00,pass_yds,0,,,,,
player,201812020det,det,ElliBr00,pass_first_down,0,,,,,
player,201812020det,det,ElliBr00,pass_air_yds,0,,,,,
player,201812020det,det,ElliBr00,pass_air_yds_per_cmp,,,,,,
player,201812020det,det,ElliBr00,pass_air_yds_per_att,0.0,,,,,
player,201812020det,det,ElliBr00,pass_tgt_yds_per_att,10.0,,,,,
player,201812020det,det,ElliBr00,pass_yac,0,,,,,
player,201812020det,det,ElliBr00,pass_yac_per_cmp,,,,,,
player,201812020det,det,ElliBr00,pass_drops,0,,,,,
player,201812020det,det,ElliBr00,pass_drop_pct,0.0,,,,,
player,201812020det,det,ElliBr00,pass_poor_throws,0,,,,,
player,201812020det,det,ElliBr00,pass_poor_throw_pct,0.0,,,,,
player,201812020det,det,ElliBr00,pass_blitzed,0,,,,,
player,201812020det,det,ElliBr00,pass_hurried,0,,,,,
player,201812020det,det,ElliBr00,pass_hits,0,,,,,
player,201812020det,det,ElliBr00,rush_scrambles,0,,,,,
player,201812020det,det,ElliBr00,rush_scrambles_yds_per_att,,,,,,
player,201812020det,ram,GurlTo01,rush_att,23,,,,,
player,201812020det,ram,GurlTo01,rush_yds,132,,,,,
player,201812020det,ram,GurlTo01,rush_first_down,8,,,,,
player,201812020det,ram,GurlTo01,rush_yds_before_contact,65,,,,,
player,201812020det,ram,GurlTo01,rush_yds_bc_per_rush,2.8,,,,,
player,201812020det,ram,GurlTo01,rush_yac,67,,,,,
player,201812020det,ram,GurlTo01,rush_yac_per_rush,2.9,,,,,
player,201812020det,ram,GurlTo01,rush_broken_tackles,2,,,,,
player,201812020det,ram,GurlTo01,rush_broken_tackles_per_rush,11.5,,,,,
player,201812020det,ram,BrowMa03,rush_att,2,,,,,
player,201812020det,ram,BrowMa03,rush_yds,8,,,,,
player,201812020det,ram,BrowMa03,rush_first_down,,,,,,
player,201812020det,ram,BrowMa03,rush_yds_before_contact,2,,,,,
player,201812020det,ram,BrowMa03,rush_yds_bc_per_rush,1.0,,,,,
player,201812020det,ram,BrowMa03,rush_yac,6,,,,,
player,201812020det,ram,BrowMa03,rush_yac_per_rush,3.0,,,,,
player,201812020det,ram,BrowMa03,rush_broken_tackles,1,,,,,
player,201812020det,ram,BrowMa03,rush_broken_tackles_per_rush,2.0,,,,,
player,201812020det,ram,GoffJa00,rush_att,2,,,,,
player,201812020det,ram,GoffJa00,rush_yds,-2,,,,,
player,201812020det,ram,GoffJa00,rush_first_down,0,,,,,
player,201812020det,ram,GoffJa00,rush_yds_before_contact,-2,,,,,
player,201812020det,ram,GoffJa00,rush_yds_bc_per_rush,-1.0,,,,,
player,201812020det,ram,GoffJa00,rush_yac,0,,,,,
player,201812020det,ram,GoffJa00,rush_yac_per_rush,0.0,,,,,
player,201812020det,ram,GoffJa00,rush_broken_tackles,0,,,,,
player,201812020det,ram,GoffJa00,rush_broken_tackles_per_rush,,,,,,
player,201812020det,ram,WoodRo02,rush_att,2,,,,,
player,201812020det,ram,WoodRo02,rush_yds,11,,,,,
player,201812020det,ram,WoodRo02,rush_first_down,1,,,,,
player,201812020det,ram,WoodRo02,rush_yds_before_contact,11,,,,,
player,201812020det,ram,WoodRo02,rush_yds_bc_per_rush,5.5,,,,,
player,201812020det,ram,WoodRo02,rush_yac,0,,,,,
player,201812020det,ram,WoodRo02,rush_yac_per_rush,0.0,,,,,
player,201812020det,ram,WoodRo02,rush_broken_tackles,0,,,,,
player,201812020det,ram,WoodRo02,rush_broken_tackles_per_rush,,,,,,
player,201812020det,det,BlouLe00,rush_att,16,,,,,
player,201812020det,det,BlouLe00,rush_yds,61,,,,,
player,201812020det,det,BlouLe00,rush_first_down,4,,,,,
player,201812020det,det,BlouLe00,rush_yds_before_contact,30,,,,,
player,201812020det,det,BlouLe00,rush_yds_bc_per_rush,1.9,,,,,
player,201812020det,det,BlouLe00,rush_yac,31,,,,,
player,201812020det,det,BlouLe00,rush_yac_per_rush,1.9,,,,,
player,201812020det,det,BlouLe00,rush_broken_tackles,1,,,,,
player,201812020det,det,BlouLe00,rush_broken_tackles_per_rush,16.0,,,,,
player,201812020det,det,RiddTh00,rush_att,8,,,,,
player,201812020det,det,RiddTh00,rush_yds,32,,,,,
player,201812020det,det,RiddTh00,rush_first_down,1,,,,,
player,201812020det,det,RiddTh00,rush_yds_before_contact,15,,,,,
player,201812020det,det,RiddTh00,rush_yds_bc_per_rush,1.9,,,,,
player,201812020det,det,RiddTh00,rush_yac,17,,,,,
player,201812020det,det,RiddTh00,rush_yac_per_rush,2.1,,,,,
player,201812020det,det,RiddTh00,rush_broken_tackles,2,,,,,
player,201812020det,det,RiddTh00,rush_broken_tackles_per_rush,4.0,,,,,
player,201812020det,det,StafMa00,rush_att,1,,,,,
player,201812020det,det,StafMa00,rush_yds,2,,,,,
player,201812020det,det,StafMa00,rush_first_down,0,,,,,
player,201812020det,det,StafMa00,rush_yds_before_contact,2,,,,,
player,201812020det,det,StafMa00,rush_yds_bc_per_rush,2.0,,,,,
player,201812020det,det,StafMa00,rush_yac,0,,,,,
player,201812020det,det,StafMa00,rush_yac_per_rush,0.0,,,,,
player,201812020det,det,StafMa00,rush_broken_tackles,0,,,,,
player,201812020det,det,StafMa00,rush_broken_tackles_per_rush,,,,,,
player,201812020det,det,ZennZa00,rush_att,1,,,,,
player,201812020det,det,ZennZa00,rush_yds,7,,,,,
player,201812020det,det,ZennZa00,rush_first_down,,,,,,
player,201812020det,det,ZennZa00,rush_yds_before_contact,7,,,,,
player,201812020det,det,ZennZa00,rush_yds_bc_per_rush,7.0,,,,,
player,201812020det,det,ZennZa00,rush_yac,0,,,,,
player,201812020det,det,ZennZa00,rush_yac_per_rush,0.0,,,,,
player,201812020det,det,ZennZa00,rush_broken_tackles,0,,,,,
player,201812020det,det,ZennZa00,rush_broken_tackles_per_rush,,,,,,
player,201812020det,ram,WoodRo02,targets,8,,,,,
player,201812020det,ram,WoodRo02,rec,5,,,,,
player,201812020det,ram,WoodRo02,rec_yds,67,,,,,
player,201812020det,ram,WoodRo02,rec_first_down,4,,,,,
player,201812020det,ram,WoodRo02,rec_air_yds,54,,,,,
player,201812020det,ram,WoodRo02,rec_air_yds_per_rec,10.8,,,,,
player,201812020det,ram,WoodRo02,rec_yac,13,,,,,
player,201812020det,ram,WoodRo02,rec_yac_per_rec,2.6,,,,,
player,201812020det,ram,WoodRo02,rec_broken_tackles,0,,,,,
player,201812020det,ram,WoodRo02,rec_broken_tackles_per_rec,,,,,,
player,201812020det,ram,WoodRo02,rec_drops,0,,,,,
player,201812020det,ram,WoodRo02,rec_drop_pct,0.0,,,,,
player,201812020det,ram,CookBr00,targets,6,,,,,
player,201812020det,ram,CookBr00,rec,4,,,,,
player,201812020det,ram,CookBr00,rec_yds,62,,,,,
player,201812020det,ram,CookBr00,rec_first_down,3,,,,,
player,201812020det,ram,CookBr00,rec_air_yds,55,,,,,
player,201812020det,ram,CookBr00,rec_air_yds_per_rec,13.8,,,,,
player,201812020det,ram,CookBr00,rec_yac,7,,,,,
player,201812020det,ram,CookBr00,rec_yac_per_rec,1.8,,,,,
player,201812020det,ram,CookBr00,rec_broken_tackles,0,,,,,
player,201812020det,ram,CookBr00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,ram,CookBr00,rec_drops,0,,,,,
player,201812020det,ram,CookBr00,rec_drop_pct,0.0,,,,,
player,201812020det,ram,GurlTo01,targets,5,,,,,
player,201812020det,ram,GurlTo01,rec,3,,,,,
player,201812020det,ram,GurlTo01,rec_yds,33,,,,,
player,201812020det,ram,GurlTo01,rec_first_down,2,,,,,
player,201812020det,ram,GurlTo01,rec_air_yds,6,,,,,
player,201812020det,ram,GurlTo01,rec_air_yds_per_rec,2.0,,,,,
player,201812020det,ram,GurlTo01,rec_yac,27,,,,,
player,201812020det,ram,GurlTo01,rec_yac_per_rec,9.0,,,,,
player,201812020det,ram,GurlTo01,rec_broken_tackles,0,,,,,
player,201812020det,ram,GurlTo01,rec_broken_tackles_per_rec,,,,,,
player,201812020det,ram,GurlTo01,rec_drops,0,,,,,
player,201812020det,ram,GurlTo01,rec_drop_pct,0.0,,,,,
player,201812020det,ram,HigbTy00,targets,4,,,,,
player,201812020det,ram,HigbTy00,rec,2,,,,,
player,201812020det,ram,HigbTy00,rec_yds,19,,,,,
player,201812020det,ram,HigbTy00,rec_first_down,1,,,,,
player,201812020det,ram,HigbTy00,rec_air_yds,15,,,,,
player,201812020det,ram,HigbTy00,rec_air_yds_per_rec,7.5,,,,,
player,201812020det,ram,HigbTy00,rec_yac,4,,,,,
player,201812020det,ram,HigbTy00,rec_yac_per_rec,2.0,,,,,
player,201812020det,ram,HigbTy00,rec_broken_tackles,0,,,,,
player,201812020det,ram,HigbTy00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,ram,HigbTy00,rec_drops,0,,,,,
player,201812020det,ram,HigbTy00,rec_drop_pct,0.0,,,,,
player,201812020det,ram,ReynJo00,targets,5,,,,,
player,201812020det,ram,ReynJo00,rec,2,,,,,
player,201812020det,ram,ReynJo00,rec_yds,19,,,,,
player,201812020det,ram,ReynJo00,rec_first_down,1,,,,,
player,201812020det,ram,ReynJo00,rec_air_yds,15,,,,,
player,201812020det,ram,ReynJo00,rec_air_yds_per_rec,7.5,,,,,
player,201812020det,ram,ReynJo00,rec_yac,4,,,,,
player,201812020det,ram,ReynJo00,rec_yac_per_rec,2.0,,,,,
player,201812020det,ram,ReynJo00,rec_broken_tackles,0,,,,,
player,201812020det,ram,ReynJo00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,ram,ReynJo00,rec_drops,0,,,,,
player,201812020det,ram,ReynJo00,rec_drop_pct,0.0,,,,,
player,201812020det,ram,EverGe00,targets,3,,,,,
player,201812020det,ram,EverGe00,rec,1,,,,,
player,201812020det,ram,EverGe00,rec_yds,7,,,,,
player,201812020det,ram,EverGe00,rec_first_down,1,,,,,
player,201812020det,ram,EverGe00,rec_air_yds,4,,,,,
player,201812020det,ram,EverGe00,rec_air_yds_per_rec,4.0,,,,,
player,201812020det,ram,EverGe00,rec_yac,3,,,,,
player,201812020det,ram,EverGe00,rec_yac_per_rec,3.0,,,,,
player,201812020det,ram,EverGe00,rec_broken_tackles,0,,,,,
player,201812020det,ram,EverGe00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,ram,EverGe00,rec_drops,0,,,,,
player,201812020det,ram,EverGe00,rec_drop_pct,0.0,,,,,
player,201812020det,ram,CoopPh00,targets,1,,,,,
player,201812020det,ram,CoopPh00,rec,0,,,,,
player,201812020det,ram,CoopPh00,rec_yds,0,,,,,
player,201812020det,ram,CoopPh00,rec_first_down,,,,,,
player,201812020det,ram,CoopPh00,rec_air_yds,0,,,,,
player,201812020det,ram,CoopPh00,rec_air_yds_per_rec,,,,,,
player,201812020det,ram,CoopPh00,rec_yac,0,,,,,
player,201812020det,ram,CoopPh00,rec_yac_per_rec,,,,,,
player,201812020det,ram,CoopPh00,rec_broken_tackles,0,,,,,
player,201812020det,ram,CoopPh00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,ram,CoopPh00,rec_drops,0,,,,,
player,201812020det,ram,CoopPh00,rec_drop_pct,0.0,,,,,
player,201812020det,det,ElliBr00,targets,10,,,,,
player,201812020det,det,ElliBr00,rec,7,,,,,
player,201812020det,det,ElliBr00,rec_yds,35,,,,,
player,201812020det,det,ElliBr00,rec_first_down,3,,,,,
player,201812020det,det,ElliBr00,rec_air_yds,-3,,,,,
player,201812020det,det,ElliBr00,rec_air_yds_per_rec,-0.4,,,,,
player,201812020det,det,ElliBr00,rec_yac,38,,,,,
player,201812020det,det,ElliBr00,rec_yac_per_rec,5.4,,,,,
player,201812020det,det,ElliBr00,rec_broken_tackles,0,,,,,
player,201812020det,det,ElliBr00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,det,ElliBr00,rec_drops,1,,,,,
player,201812020det,det,ElliBr00,rec_drop_pct,10.0,,,,,
player,201812020det,det,ToilLe00,targets,6,,,,,
player,201812020det,det,ToilLe00,rec,4,,,,,
player,201812020det,det,ToilLe00,rec_yds,90,,,,,
player,201812020det,det,ToilLe00,rec_first_down,3,,,,,
player,201812020det,det,ToilLe00,rec_air_yds,63,,,,,
player,201812020det,det,ToilLe00,rec_air_yds_per_rec,15.8,,,,,
player,201812020det,det,ToilLe00,rec_yac,27,,,,,
player,201812020det,det,ToilLe00,rec_yac_per_rec,6.8,,,,,
player,201812020det,det,ToilLe00,rec_broken_tackles,1,,,,,
player,201812020det,det,ToilLe00,rec_broken_tackles_per_rec,4.0,,,,,
player,201812020det,det,ToilLe00,rec_drops,0,,,,,
player,201812020det,det,ToilLe00,rec_drop_pct,0.0,,,,,
player,201812020det,det,GollKe00,targets,8,,,,,
player,201812020det,det,GollKe00,rec,3,,,,,
player,201812020det,det,GollKe00,rec_yds,50,,,,,
player,201812020det,det,GollKe00,rec_first_down,3,,,,,
player,201812020det,det,GollKe00,rec_air_yds,39,,,,,
player,201812020det,det,GollKe00,rec_air_yds_per_rec,13.0,,,,,
player,201812020det,det,GollKe00,rec_yac,11,,,,,
player,201812020det,det,GollKe00,rec_yac_per_rec,3.7,,,,,
player,201812020det,det,GollKe00,rec_broken_tackles,0,,,,,
player,201812020det,det,GollKe00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,det,GollKe00,rec_drops,0,,,,,
player,201812020det,det,GollKe00,rec_drop_pct,0.0,,,,,
player,201812020det,det,RiddTh00,targets,4,,,,,
player,201812020det,det,RiddTh00,rec,3,,,,,
player,201812020det,det,RiddTh00,rec_yds,26,,,,,
player,201812020det,det,RiddTh00,rec_first_down,2,,,,,
player,201812020det,det,RiddTh00,rec_air_yds,14,,,,,
player,201812020det,det,RiddTh00,rec_air_yds_per_rec,4.7,,,,,
player,201812020det,det,RiddTh00,rec_yac,12,,,,,
player,201812020det,det,RiddTh00,rec_yac_per_rec,4.0,,,,,
player,201812020det,det,RiddTh00,rec_broken_tackles,0,,,,,
player,201812020det,det,RiddTh00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,det,RiddTh00,rec_drops,1,,,,,
player,201812020det,det,RiddTh00,rec_drop_pct,25.0,,,,,
player,201812020det,det,WillLu00,targets,2,,,,,
player,201812020det,det,WillLu00,rec,1,,,,,
player,201812020det,det,WillLu00,rec_yds,8,,,,,
player,201812020det,det,WillLu00,rec_first_down,,,,,,
player,201812020det,det,WillLu00,rec_air_yds,6,,,,,
player,201812020det,det,WillLu00,rec_air_yds_per_rec,6.0,,,,,
player,201812020det,det,WillLu00,rec_yac,2,,,,,
player,201812020det,det,WillLu00,rec_yac_per_rec,2.0,,,,,
player,201812020det,det,WillLu00,rec_broken_tackles,0,,,,,
player,201812020det,det,WillLu00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,det,WillLu00,rec_drops,0,,,,,
player,201812020det,det,WillLu00,rec_drop_pct,0.0,,,,,
player,201812020det,det,DeckTa00,targets,1,,,,,
player,201812020det,det,DeckTa00,rec,1,,,,,
player,201812020det,det,DeckTa00,rec_yds,11,,,,,
player,201812020det,det,DeckTa00,rec_first_down,1,,,,,
player,201812020det,det,DeckTa00,rec_air_yds,1,,,,,
player,201812020det,det,DeckTa00,rec_air_yds_per_rec,1.0,,,,,
player,201812020det,det,DeckTa00,rec_yac,10,,,,,
player,201812020det,det,DeckTa00,rec_yac_per_rec,10.0,,,,,
player,201812020det,det,DeckTa00,rec_broken_tackles,0,,,,,
player,201812020det,det,DeckTa00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,det,DeckTa00,rec_drops,0,,,,,
player,201812020det,det,DeckTa00,rec_drop_pct,0.0,,,,,
player,201812020det,det,JoneT.00,targets,1,,,,,
player,201812020det,det,JoneT.00,rec,1,,,,,
player,201812020det,det,JoneT.00,rec_yds,25,,,,,
player,201812020det,det,JoneT.00,rec_first_down,1,,,,,
player,201812020det,det,JoneT.00,rec_air_yds,17,,,,,
player,201812020det,det,JoneT.00,rec_air_yds_per_rec,17.0,,,,,
player,201812020det,det,JoneT.00,rec_yac,8,,,,,
player,201812020det,det,JoneT.00,rec_yac_per_rec,8.0,,,,,
player,201812020det,det,JoneT.00,rec_broken_tackles,0,,,,,
player,201812020det,det,JoneT.00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,det,JoneT.00,rec_drops,0,,,,,
player,201812020det,det,JoneT.00,rec_drop_pct,0.0,,,,,
player,201812020det,det,BlouLe00,targets,1,,,,,
player,201812020det,det,BlouLe00,rec,0,,,,,
player,201812020det,det,BlouLe00,rec_yds,0,,,,,
player,201812020det,det,BlouLe00,rec_first_down,0,,,,,
player,201812020det,det,BlouLe00,rec_air_yds,0,,,,,
player,201812020det,det,BlouLe00,rec_air_yds_per_rec,,,,,,
player,201812020det,det,BlouLe00,rec_yac,0,,,,,
player,201812020det,det,BlouLe00,rec_yac_per_rec,,,,,,
player,201812020det,det,BlouLe00,rec_broken_tackles,0,,,,,
player,201812020det,det,BlouLe00,rec_broken_tackles_per_rec,,,,,,
player,201812020det,det,BlouLe00,rec_drops,0,,,,,
player,201812020det,det,BlouLe00,rec_drop_pct,0.0,,,,,
player,201812020det,det,GlasGr00,pos,C,,,,,
player,201812020det,det,GlasGr00,offense,72,,,,,
player,201812020det,det,GlasGr00,off_pct,100%,,,,,
player,201812020det,det,GlasGr00,defense,0,,,,,
player,201812020det,det,GlasGr00,def_pct,0%,,,,,
player,201812020det,det,GlasGr00,special_teams,4,,,,,
player,201812020det,det,GlasGr00,st_pct,13%,,,,,
player,201812020det,det,RagnFr00,pos,G,,,,,
player,201812020det,det,RagnFr00,offense,72,,,,,
player,201812020det,det,RagnFr00,off_pct,100%,,,,,
player,201812020det,det,RagnFr00,defense,0,,,,,
player,201812020det,det,RagnFr00,def_pct,0%,,,,,
player,201812020det,det,RagnFr00,special_teams,4,,,,,
player,201812020det,det,RagnFr00,st_pct,13%,,,,,
player,201812020det,det,WiggKe00,pos,G,,,,,
player,201812020det,det,WiggKe00,offense,72,,,,,
player,201812020det,det,WiggKe00,off_pct,100%,,,,,
player,201812020det,det,WiggKe00,defense,0,,,,,
player,201812020det,det,WiggKe00,def_pct,0%,,,,,
player,201812020det,det,WiggKe00,special_teams,4,,,,,
player,201812020det,det,WiggKe00,st_pct,13%,,,,,
player,201812020det,det,StafMa00,pos,QB,,,,,
player,201812020det,det,StafMa00,offense,72,,,,,
player,201812020det,det,StafMa00,off_pct,100%,,,,,
player,201812020det,det,StafMa00,defense,0,,,,,
player,201812020det,det,StafMa00,def_pct,0%,,,,,
player,201812020det,det,StafMa00,special_teams,0,,,,,
player,201812020det,det,StafMa00,st_pct,0%,,,,,
player,201812020det,det,DeckTa00,pos,T,,,,,
player,201812020det,det,DeckTa00,offense,72,,,,,
player,201812020det,det,DeckTa00,off_pct,100%,,,,,
player,201812020det,det,DeckTa00,defense,0,,,,,
player,201812020det,det,DeckTa00,def_pct,0%,,,,,
player,201812020det,det,DeckTa00,special_teams,0,,,,,
player,201812020det,det,DeckTa00,st_pct,0%,,,,,
player,201812020det,det,WagnRi00,pos,T,,,,,
player,201812020det,det,WagnRi00,offense,70,,,,,
player,201812020det,det,WagnRi00,off_pct,97%,,,,,
player,201812020det,det,WagnRi00,defense,0,,,,,
player,201812020det,det,WagnRi00,def_pct,0%,,,,,
player,201812020det,det,WagnRi00,special_teams,4,,,,,
player,201812020det,det,WagnRi00,st_pct,13%,,,,,
player,201812020det,det,GollKe00,pos,WR,,,,,
player,201812020det,det,GollKe00,offense,70,,,,,
player,201812020det,det,GollKe00,off_pct,97%,,,,,
player,201812020det,det,GollKe00,defense,0,,,,,
player,201812020det,det,GollKe00,def_pct,0%,,,,,
player,201812020det,det,GollKe00,special_teams,0,,,,,
player,201812020det,det,GollKe00,st_pct,0%,,,,,
player,201812020det,det,ToilLe00,pos,TE,,,,,
player,201812020det,det,ToilLe00,offense,54,,,,,
player,201812020det,det,ToilLe00,off_pct,75%,,,,,
player,201812020det,det,ToilLe00,defense,0,,,,,
player,201812020det,det,ToilLe00,def_pct,0%,,,,,
player,201812020det,det,ToilLe00,special_teams,4,,,,,
player,201812020det,det,ToilLe00,st_pct,13%,,,,,
player,201812020det,det,WillLu00,pos,TE,,,,,
player,201812020det,det,WillLu00,offense,50,,,,,
player,201812020det,det,WillLu00,off_pct,69%,,,,,
player,201812020det,det,WillLu00,defense,0,,,,,
player,201812020det,det,WillLu00,def_pct,0%,,,,,
player,201812020det,det,WillLu00,special_teams,11,,,,,
player,201812020det,det,WillLu00,st_pct,35%,,,,,
player,201812020det,det,JoneT.00,pos,WR,,,,,
player,201812020det,det,JoneT.00,offense,50,,,,,
player,201812020det,det,JoneT.00,off_pct,69%,,,,,
player,201812020det,det,JoneT.00,defense,0,,,,,
player,201812020det,det,JoneT.00,def_pct,0%,,,,,
player,201812020det,det,JoneT.00,special_teams,7,,,,,
player,201812020det,det,JoneT.00,st_pct,23%,,,,,
player,201812020det,det,ElliBr00,pos,WR,,,,,
player,201812020det,det,ElliBr00,offense,38,,,,,
player,201812020det,det,ElliBr00,off_pct,53%,,,,,
player,201812020det,det,ElliBr00,defense,0,,,,,
player,201812020det,det,ElliBr00,def_pct,0%,,,,,
player,201812020det,det,ElliBr00,special_teams,4,,,,,
player,201812020det,det,ElliBr00,st_pct,13%,,,,,
player,201812020det,det,RiddTh00,pos,RB,,,,,
player,201812020det,det,RiddTh00,offense,38,,,,,
player,201812020det,det,RiddTh00,off_pct,53%,,,,,
player,201812020det,det,RiddTh00,defense,0,,,,,
player,201812020det,det,RiddTh00,def_pct,0%,,,,,
player,201812020det,det,RiddTh00,special_teams,0,,,,,
player,201812020det,det,RiddTh00,st_pct,0%,,,,,
player,201812020det,det,BlouLe00,pos,RB,,,,,
player,201812020det,det,BlouLe00,offense,30,,,,,
player,201812020det,det,BlouLe00,off_pct,42%,,,,,
player,201812020det,det,BlouLe00,defense,0,,,,,
player,201812020det,det,BlouLe00,def_pct,0%,,,,,
player,201812020det,det,BlouLe00,special_teams,0,,,,,
player,201812020det,det,BlouLe00,st_pct,0%,,,,,
player,201812020det,det,JoneAn01,pos,WR,,,,,
player,201812020det,det,JoneAn01,offense,17,,,,,
player,201812020det,det,JoneAn01,off_pct,24%,,,,,
player,201812020det,det,JoneAn01,defense,0,,,,,
player,201812020det,det,JoneAn01,def_pct,0%,,,,,
player,201812020det,det,JoneAn01,special_teams,12,,,,,
player,201812020det,det,JoneAn01,st_pct,39%,,,,,
player,201812020det,det,DahlJo00,pos,G,,,,,
player,201812020det,det,DahlJo00,offense,7,,,,,
player,201812020det,det,DahlJo00,off_pct,10%,,,,,
player,201812020det,det,DahlJo00,defense,0,,,,,
player,201812020det,det,DahlJo00,def_pct,0%,,,,,
player,201812020det,det,DahlJo00,special_teams,4,,,,,
player,201812020det,det,DahlJo00,st_pct,13%,,,,,
player,201812020det,det,CrosTy00,pos,T,,,,,
player,201812020det,det,CrosTy00,offense,5,,,,,
player,201812020det,det,CrosTy00,off_pct,7%,,,,,
player,201812020det,det,CrosTy00,defense,0,,,,,
player,201812020det,det,CrosTy00,def_pct,0%,,,,,
player,201812020det,det,CrosTy00,special_teams,4,,,,,
player,201812020det,det,CrosTy00,st_pct,13%,,,,,
player,201812020det,det,ZennZa00,pos,RB,,,,,
player,201812020det,det,ZennZa00,offense,3,,,,,
player,201812020det,det,ZennZa00,off_pct,4%,,,,,
player,201812020det,det,ZennZa00,defense,0,,,,,
player,201812020det,det,ZennZa00,def_pct,0%,,,,,
player,201812020det,det,ZennZa00,special_teams,20,,,,,
player,201812020det,det,ZennZa00,st_pct,65%,,,,,
player,201812020det,det,DaviJa01,pos,LB,,,,,
player,201812020det,det,DaviJa01,offense,0,,,,,
player,201812020det,det,DaviJa01,off_pct,0%,,,,,
player,201812020det,det,DaviJa01,defense,69,,,,,
player,201812020det,det,DaviJa01,def_pct,100%,,,,,
player,201812020det,det,DaviJa01,special_teams,7,,,,,
player,201812020det,det,DaviJa01,st_pct,23%,,,,,
player,201812020det,det,LawsNe00,pos,CB,,,,,
player,201812020det,det,LawsNe00,offense,0,,,,,
player,201812020det,det,LawsNe00,off_pct,0%,,,,,
player,201812020det,det,LawsNe00,defense,69,,,,,
player,201812020det,det,LawsNe00,def_pct,100%,,,,,
