game,2018,9,20181104,201811040nwe,gnb,"Green Bay Packers",17,nwe,"New England Patriots",31
player,201811040nwe,gnb,WillJa06,rec_td,0,,,,,
player,201811040nwe,gnb,WillJa06,rec_long,16,,,,,
player,201811040nwe,gnb,WillJa06,fumbles,0,,,,,
player,201811040nwe,gnb,WillJa06,fumbles_lost,0,,,,,
player,201811040nwe,gnb,ValdMa00,pass_cmp,0,,,,,
player,201811040nwe,gnb,ValdMa00,pass_att,0,,,,,
player,201811040nwe,gnb,ValdMa00,pass_yds,0,,,,,
player,201811040nwe,gnb,ValdMa00,pass_td,0,,,,,
player,201811040nwe,gnb,ValdMa00,pass_int,0,,,,,
player,201811040nwe,gnb,ValdMa00,pass_sacked,0,,,,,
player,201811040nwe,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201811040nwe,gnb,ValdMa00,pass_long,0,,,,,
player,201811040nwe,gnb,ValdMa00,pass_rating,,,,,,
player,201811040nwe,gnb,ValdMa00,rush_att,0,,,,,
player,201811040nwe,gnb,ValdMa00,rush_yds,0,,,,,
player,201811040nwe,gnb,ValdMa00,rush_td,0,,,,,
player,201811040nwe,gnb,ValdMa00,rush_long,0,,,,,
player,201811040nwe,gnb,ValdMa00,targets,6,,,,,
player,201811040nwe,gnb,ValdMa00,rec,3,,,,,
player,201811040nwe,gnb,ValdMa00,rec_yds,101,,,,,
player,201811040nwe,gnb,ValdMa00,rec_td,0,,,,,
player,201811040nwe,gnb,ValdMa00,rec_long,51,,,,,
player,201811040nwe,gnb,ValdMa00,fumbles,0,,,,,
player,201811040nwe,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201811040nwe,gnb,GrahJi00,pass_cmp,0,,,,,
player,201811040nwe,gnb,GrahJi00,pass_att,0,,,,,
player,201811040nwe,gnb,GrahJi00,pass_yds,0,,,,,
player,201811040nwe,gnb,GrahJi00,pass_td,0,,,,,
player,201811040nwe,gnb,GrahJi00,pass_int,0,,,,,
player,201811040nwe,gnb,GrahJi00,pass_sacked,0,,,,,
player,201811040nwe,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201811040nwe,gnb,GrahJi00,pass_long,0,,,,,
player,201811040nwe,gnb,GrahJi00,pass_rating,,,,,,
player,201811040nwe,gnb,GrahJi00,rush_att,0,,,,,
player,201811040nwe,gnb,GrahJi00,rush_yds,0,,,,,
player,201811040nwe,gnb,GrahJi00,rush_td,0,,,,,
player,201811040nwe,gnb,GrahJi00,rush_long,0,,,,,
player,201811040nwe,gnb,GrahJi00,targets,6,,,,,
player,201811040nwe,gnb,GrahJi00,rec,4,,,,,
player,201811040nwe,gnb,GrahJi00,rec_yds,55,,,,,
player,201811040nwe,gnb,GrahJi00,rec_td,1,,,,,
player,201811040nwe,gnb,GrahJi00,rec_long,19,,,,,
player,201811040nwe,gnb,GrahJi00,fumbles,0,,,,,
player,201811040nwe,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201811040nwe,gnb,AdamDa01,pass_cmp,0,,,,,
player,201811040nwe,gnb,AdamDa01,pass_att,0,,,,,
player,201811040nwe,gnb,AdamDa01,pass_yds,0,,,,,
player,201811040nwe,gnb,AdamDa01,pass_td,0,,,,,
player,201811040nwe,gnb,AdamDa01,pass_int,0,,,,,
player,201811040nwe,gnb,AdamDa01,pass_sacked,0,,,,,
player,201811040nwe,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201811040nwe,gnb,AdamDa01,pass_long,0,,,,,
player,201811040nwe,gnb,AdamDa01,pass_rating,,,,,,
player,201811040nwe,gnb,AdamDa01,rush_att,0,,,,,
player,201811040nwe,gnb,AdamDa01,rush_yds,0,,,,,
player,201811040nwe,gnb,AdamDa01,rush_td,0,,,,,
player,201811040nwe,gnb,AdamDa01,rush_long,0,,,,,
player,201811040nwe,gnb,AdamDa01,targets,9,,,,,
player,201811040nwe,gnb,AdamDa01,rec,6,,,,,
player,201811040nwe,gnb,AdamDa01,rec_yds,40,,,,,
player,201811040nwe,gnb,AdamDa01,rec_td,1,,,,,
player,201811040nwe,gnb,AdamDa01,rec_long,10,,,,,
player,201811040nwe,gnb,AdamDa01,fumbles,0,,,,,
player,201811040nwe,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201811040nwe,gnb,CobbRa00,pass_cmp,0,,,,,
player,201811040nwe,gnb,CobbRa00,pass_att,0,,,,,
player,201811040nwe,gnb,CobbRa00,pass_yds,0,,,,,
player,201811040nwe,gnb,CobbRa00,pass_td,0,,,,,
player,201811040nwe,gnb,CobbRa00,pass_int,0,,,,,
player,201811040nwe,gnb,CobbRa00,pass_sacked,0,,,,,
player,201811040nwe,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201811040nwe,gnb,CobbRa00,pass_long,0,,,,,
player,201811040nwe,gnb,CobbRa00,pass_rating,,,,,,
player,201811040nwe,gnb,CobbRa00,rush_att,0,,,,,
player,201811040nwe,gnb,CobbRa00,rush_yds,0,,,,,
player,201811040nwe,gnb,CobbRa00,rush_td,0,,,,,
player,201811040nwe,gnb,CobbRa00,rush_long,0,,,,,
player,201811040nwe,gnb,CobbRa00,targets,6,,,,,
player,201811040nwe,gnb,CobbRa00,rec,5,,,,,
player,201811040nwe,gnb,CobbRa00,rec_yds,24,,,,,
player,201811040nwe,gnb,CobbRa00,rec_td,0,,,,,
player,201811040nwe,gnb,CobbRa00,rec_long,9,,,,,
player,201811040nwe,gnb,CobbRa00,fumbles,0,,,,,
player,201811040nwe,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201811040nwe,gnb,LewiMa00,pass_cmp,0,,,,,
player,201811040nwe,gnb,LewiMa00,pass_att,0,,,,,
player,201811040nwe,gnb,LewiMa00,pass_yds,0,,,,,
player,201811040nwe,gnb,LewiMa00,pass_td,0,,,,,
player,201811040nwe,gnb,LewiMa00,pass_int,0,,,,,
player,201811040nwe,gnb,LewiMa00,pass_sacked,0,,,,,
player,201811040nwe,gnb,LewiMa00,pass_sacked_yds,0,,,,,
player,201811040nwe,gnb,LewiMa00,pass_long,0,,,,,
player,201811040nwe,gnb,LewiMa00,pass_rating,,,,,,
player,201811040nwe,gnb,LewiMa00,rush_att,0,,,,,
player,201811040nwe,gnb,LewiMa00,rush_yds,0,,,,,
player,201811040nwe,gnb,LewiMa00,rush_td,0,,,,,
player,201811040nwe,gnb,LewiMa00,rush_long,0,,,,,
player,201811040nwe,gnb,LewiMa00,targets,1,,,,,
player,201811040nwe,gnb,LewiMa00,rec,1,,,,,
player,201811040nwe,gnb,LewiMa00,rec_yds,5,,,,,
player,201811040nwe,gnb,LewiMa00,rec_td,0,,,,,
player,201811040nwe,gnb,LewiMa00,rec_long,5,,,,,
player,201811040nwe,gnb,LewiMa00,fumbles,0,,,,,
player,201811040nwe,gnb,LewiMa00,fumbles_lost,0,,,,,
player,201811040nwe,gnb,St.BEq00,pass_cmp,0,,,,,
player,201811040nwe,gnb,St.BEq00,pass_att,0,,,,,
player,201811040nwe,gnb,St.BEq00,pass_yds,0,,,,,
player,201811040nwe,gnb,St.BEq00,pass_td,0,,,,,
player,201811040nwe,gnb,St.BEq00,pass_int,0,,,,,
player,201811040nwe,gnb,St.BEq00,pass_sacked,0,,,,,
player,201811040nwe,gnb,St.BEq00,pass_sacked_yds,0,,,,,
player,201811040nwe,gnb,St.BEq00,pass_long,0,,,,,
player,201811040nwe,gnb,St.BEq00,pass_rating,,,,,,
player,201811040nwe,gnb,St.BEq00,rush_att,0,,,,,
player,201811040nwe,gnb,St.BEq00,rush_yds,0,,,,,
player,201811040nwe,gnb,St.BEq00,rush_td,0,,,,,
player,201811040nwe,gnb,St.BEq00,rush_long,0,,,,,
player,201811040nwe,gnb,St.BEq00,targets,4,,,,,
player,201811040nwe,gnb,St.BEq00,rec,1,,,,,
player,201811040nwe,gnb,St.BEq00,rec_yds,4,,,,,
player,201811040nwe,gnb,St.BEq00,rec_td,0,,,,,
player,201811040nwe,gnb,St.BEq00,rec_long,4,,,,,
player,201811040nwe,gnb,St.BEq00,fumbles,0,,,,,
player,201811040nwe,gnb,St.BEq00,fumbles_lost,0,,,,,
player,201811040nwe,gnb,KendLa00,pass_cmp,0,,,,,
player,201811040nwe,gnb,KendLa00,pass_att,0,,,,,
player,201811040nwe,gnb,KendLa00,pass_yds,0,,,,,
player,201811040nwe,gnb,KendLa00,pass_td,0,,,,,
player,201811040nwe,gnb,KendLa00,pass_int,0,,,,,
player,201811040nwe,gnb,KendLa00,pass_sacked,0,,,,,
player,201811040nwe,gnb,KendLa00,pass_sacked_yds,0,,,,,
player,201811040nwe,gnb,KendLa00,pass_long,0,,,,,
player,201811040nwe,gnb,KendLa00,pass_rating,,,,,,
player,201811040nwe,gnb,KendLa00,rush_att,0,,,,,
player,201811040nwe,gnb,KendLa00,rush_yds,0,,,,,
player,201811040nwe,gnb,KendLa00,rush_td,0,,,,,
player,201811040nwe,gnb,KendLa00,rush_long,0,,,,,
player,201811040nwe,gnb,KendLa00,targets,1,,,,,
player,201811040nwe,gnb,KendLa00,rec,0,,,,,
player,201811040nwe,gnb,KendLa00,rec_yds,0,,,,,
player,201811040nwe,gnb,KendLa00,rec_td,0,,,,,
player,201811040nwe,gnb,KendLa00,rec_long,0,,,,,
player,201811040nwe,gnb,KendLa00,fumbles,0,,,,,
player,201811040nwe,gnb,KendLa00,fumbles_lost,0,,,,,
player,201811040nwe,nwe,BradTo00,pass_cmp,22,,,,,
player,201811040nwe,nwe,BradTo00,pass_att,35,,,,,
player,201811040nwe,nwe,BradTo00,pass_yds,294,,,,,
player,201811040nwe,nwe,BradTo00,pass_td,1,,,,,
player,201811040nwe,nwe,BradTo00,pass_int,0,,,,,
player,201811040nwe,nwe,BradTo00,pass_sacked,2,,,,,
player,201811040nwe,nwe,BradTo00,pass_sacked_yds,21,,,,,
player,201811040nwe,nwe,BradTo00,pass_long,55,,,,,
player,201811040nwe,nwe,BradTo00,pass_rating,99.0,,,,,
player,201811040nwe,nwe,BradTo00,rush_att,5,,,,,
player,201811040nwe,nwe,BradTo00,rush_yds,-1,,,,,
player,201811040nwe,nwe,BradTo00,rush_td,0,,,,,
player,201811040nwe,nwe,BradTo00,rush_long,2,,,,,
player,201811040nwe,nwe,BradTo00,targets,0,,,,,
player,201811040nwe,nwe,BradTo00,rec,0,,,,,
player,201811040nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201811040nwe,nwe,BradTo00,rec_td,0,,,,,
player,201811040nwe,nwe,BradTo00,rec_long,0,,,,,
player,201811040nwe,nwe,BradTo00,fumbles,0,,,,,
player,201811040nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201811040nwe,nwe,EdelJu00,pass_cmp,1,,,,,
player,201811040nwe,nwe,EdelJu00,pass_att,1,,,,,
player,201811040nwe,nwe,EdelJu00,pass_yds,37,,,,,
player,201811040nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201811040nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201811040nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201811040nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201811040nwe,nwe,EdelJu00,pass_long,37,,,,,
player,201811040nwe,nwe,EdelJu00,pass_rating,118.7,,,,,
player,201811040nwe,nwe,EdelJu00,rush_att,2,,,,,
player,201811040nwe,nwe,EdelJu00,rush_yds,28,,,,,
player,201811040nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201811040nwe,nwe,EdelJu00,rush_long,17,,,,,
player,201811040nwe,nwe,EdelJu00,targets,10,,,,,
player,201811040nwe,nwe,EdelJu00,rec,6,,,,,
player,201811040nwe,nwe,EdelJu00,rec_yds,71,,,,,
player,201811040nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201811040nwe,nwe,EdelJu00,rec_long,33,,,,,
player,201811040nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201811040nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201811040nwe,nwe,PattCo00,pass_cmp,0,,,,,
player,201811040nwe,nwe,PattCo00,pass_att,0,,,,,
player,201811040nwe,nwe,PattCo00,pass_yds,0,,,,,
player,201811040nwe,nwe,PattCo00,pass_td,0,,,,,
player,201811040nwe,nwe,PattCo00,pass_int,0,,,,,
player,201811040nwe,nwe,PattCo00,pass_sacked,0,,,,,
player,201811040nwe,nwe,PattCo00,pass_sacked_yds,0,,,,,
player,201811040nwe,nwe,PattCo00,pass_long,0,,,,,
player,201811040nwe,nwe,PattCo00,pass_rating,,,,,,
player,201811040nwe,nwe,PattCo00,rush_att,11,,,,,
player,201811040nwe,nwe,PattCo00,rush_yds,61,,,,,
player,201811040nwe,nwe,PattCo00,rush_td,1,,,,,
player,201811040nwe,nwe,PattCo00,rush_long,17,,,,,
player,201811040nwe,nwe,PattCo00,targets,1,,,,,
player,201811040nwe,nwe,PattCo00,rec,1,,,,,
player,201811040nwe,nwe,PattCo00,rec_yds,7,,,,,
player,201811040nwe,nwe,PattCo00,rec_td,0,,,,,
player,201811040nwe,nwe,PattCo00,rec_long,7,,,,,
player,201811040nwe,nwe,PattCo00,fumbles,0,,,,,
player,201811040nwe,nwe,PattCo00,fumbles_lost,0,,,,,
player,201811040nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201811040nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201811040nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201811040nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201811040nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201811040nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201811040nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201811040nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201811040nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201811040nwe,nwe,WhitJa02,rush_att,12,,,,,
player,201811040nwe,nwe,WhitJa02,rush_yds,31,,,,,
player,201811040nwe,nwe,WhitJa02,rush_td,2,,,,,
player,201811040nwe,nwe,WhitJa02,rush_long,8,,,,,
player,201811040nwe,nwe,WhitJa02,targets,7,,,,,
player,201811040nwe,nwe,WhitJa02,rec,6,,,,,
player,201811040nwe,nwe,WhitJa02,rec_yds,72,,,,,
player,201811040nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201811040nwe,nwe,WhitJa02,rec_long,37,,,,,
player,201811040nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201811040nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201811040nwe,nwe,BarnKe00,pass_cmp,0,,,,,
player,201811040nwe,nwe,BarnKe00,pass_att,0,,,,,
player,201811040nwe,nwe,BarnKe00,pass_yds,0,,,,,
player,201811040nwe,nwe,BarnKe00,pass_td,0,,,,,
player,201811040nwe,nwe,BarnKe00,pass_int,0,,,,,
player,201811040nwe,nwe,BarnKe00,pass_sacked,0,,,,,
player,201811040nwe,nwe,BarnKe00,pass_sacked_yds,0,,,,,
player,201811040nwe,nwe,BarnKe00,pass_long,0,,,,,
player,201811040nwe,nwe,BarnKe00,pass_rating,,,,,,
player,201811040nwe,nwe,BarnKe00,rush_att,1,,,,,
player,201811040nwe,nwe,BarnKe00,rush_yds,4,,,,,
player,201811040nwe,nwe,BarnKe00,rush_td,0,,,,,
player,201811040nwe,nwe,BarnKe00,rush_long,4,,,,,
player,201811040nwe,nwe,BarnKe00,targets,0,,,,,
player,201811040nwe,nwe,BarnKe00,rec,0,,,,,
player,201811040nwe,nwe,BarnKe00,rec_yds,0,,,,,
player,201811040nwe,nwe,BarnKe00,rec_td,0,,,,,
player,201811040nwe,nwe,BarnKe00,rec_long,0,,,,,
player,201811040nwe,nwe,BarnKe00,fumbles,0,,,,,
player,201811040nwe,nwe,BarnKe00,fumbles_lost,0,,,,,
player,201811040nwe,nwe,GordJo02,pass_cmp,0,,,,,
player,201811040nwe,nwe,GordJo02,pass_att,0,,,,,
player,201811040nwe,nwe,GordJo02,pass_yds,0,,,,,
player,201811040nwe,nwe,GordJo02,pass_td,0,,,,,
player,201811040nwe,nwe,GordJo02,pass_int,0,,,,,
player,201811040nwe,nwe,GordJo02,pass_sacked,0,,,,,
player,201811040nwe,nwe,GordJo02,pass_sacked_yds,0,,,,,
player,201811040nwe,nwe,GordJo02,pass_long,0,,,,,
player,201811040nwe,nwe,GordJo02,pass_rating,,,,,,
player,201811040nwe,nwe,GordJo02,rush_att,0,,,,,
player,201811040nwe,nwe,GordJo02,rush_yds,0,,,,,
player,201811040nwe,nwe,GordJo02,rush_td,0,,,,,
player,201811040nwe,nwe,GordJo02,rush_long,0,,,,,
player,201811040nwe,nwe,GordJo02,targets,9,,,,,
player,201811040nwe,nwe,GordJo02,rec,5,,,,,
player,201811040nwe,nwe,GordJo02,rec_yds,130,,,,,
player,201811040nwe,nwe,GordJo02,rec_td,1,,,,,
player,201811040nwe,nwe,GordJo02,rec_long,55,,,,,
player,201811040nwe,nwe,GordJo02,fumbles,0,,,,,
player,201811040nwe,nwe,GordJo02,fumbles_lost,0,,,,,
player,201811040nwe,nwe,DorsPh00,pass_cmp,0,,,,,
player,201811040nwe,nwe,DorsPh00,pass_att,0,,,,,
player,201811040nwe,nwe,DorsPh00,pass_yds,0,,,,,
player,201811040nwe,nwe,DorsPh00,pass_td,0,,,,,
player,201811040nwe,nwe,DorsPh00,pass_int,0,,,,,
player,201811040nwe,nwe,DorsPh00,pass_sacked,0,,,,,
player,201811040nwe,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201811040nwe,nwe,DorsPh00,pass_long,0,,,,,
player,201811040nwe,nwe,DorsPh00,pass_rating,,,,,,
player,201811040nwe,nwe,DorsPh00,rush_att,0,,,,,
player,201811040nwe,nwe,DorsPh00,rush_yds,0,,,,,
player,201811040nwe,nwe,DorsPh00,rush_td,0,,,,,
player,201811040nwe,nwe,DorsPh00,rush_long,0,,,,,
player,201811040nwe,nwe,DorsPh00,targets,3,,,,,
player,201811040nwe,nwe,DorsPh00,rec,3,,,,,
player,201811040nwe,nwe,DorsPh00,rec_yds,30,,,,,
player,201811040nwe,nwe,DorsPh00,rec_td,0,,,,,
player,201811040nwe,nwe,DorsPh00,rec_long,17,,,,,
player,201811040nwe,nwe,DorsPh00,fumbles,0,,,,,
player,201811040nwe,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201811040nwe,nwe,AlleDw00,pass_cmp,0,,,,,
player,201811040nwe,nwe,AlleDw00,pass_att,0,,,,,
player,201811040nwe,nwe,AlleDw00,pass_yds,0,,,,,
player,201811040nwe,nwe,AlleDw00,pass_td,0,,,,,
player,201811040nwe,nwe,AlleDw00,pass_int,0,,,,,
player,201811040nwe,nwe,AlleDw00,pass_sacked,0,,,,,
player,201811040nwe,nwe,AlleDw00,pass_sacked_yds,0,,,,,
player,201811040nwe,nwe,AlleDw00,pass_long,0,,,,,
player,201811040nwe,nwe,AlleDw00,pass_rating,,,,,,
player,201811040nwe,nwe,AlleDw00,rush_att,0,,,,,
player,201811040nwe,nwe,AlleDw00,rush_yds,0,,,,,
player,201811040nwe,nwe,AlleDw00,rush_td,0,,,,,
player,201811040nwe,nwe,AlleDw00,rush_long,0,,,,,
player,201811040nwe,nwe,AlleDw00,targets,1,,,,,
player,201811040nwe,nwe,AlleDw00,rec,1,,,,,
player,201811040nwe,nwe,AlleDw00,rec_yds,21,,,,,
player,201811040nwe,nwe,AlleDw00,rec_td,0,,,,,
player,201811040nwe,nwe,AlleDw00,rec_long,21,,,,,
player,201811040nwe,nwe,AlleDw00,fumbles,0,,,,,
player,201811040nwe,nwe,AlleDw00,fumbles_lost,0,,,,,
player,201811040nwe,nwe,DeveJa00,pass_cmp,0,,,,,
player,201811040nwe,nwe,DeveJa00,pass_att,0,,,,,
player,201811040nwe,nwe,DeveJa00,pass_yds,0,,,,,
player,201811040nwe,nwe,DeveJa00,pass_td,0,,,,,
player,201811040nwe,nwe,DeveJa00,pass_int,0,,,,,
player,201811040nwe,nwe,DeveJa00,pass_sacked,0,,,,,
player,201811040nwe,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201811040nwe,nwe,DeveJa00,pass_long,0,,,,,
player,201811040nwe,nwe,DeveJa00,pass_rating,,,,,,
player,201811040nwe,nwe,DeveJa00,rush_att,0,,,,,
player,201811040nwe,nwe,DeveJa00,rush_yds,0,,,,,
player,201811040nwe,nwe,DeveJa00,rush_td,0,,,,,
player,201811040nwe,nwe,DeveJa00,rush_long,0,,,,,
player,201811040nwe,nwe,DeveJa00,targets,2,,,,,
player,201811040nwe,nwe,DeveJa00,rec,1,,,,,
player,201811040nwe,nwe,DeveJa00,rec_yds,0,,,,,
player,201811040nwe,nwe,DeveJa00,rec_td,0,,,,,
player,201811040nwe,nwe,DeveJa00,rec_long,0,,,,,
player,201811040nwe,nwe,DeveJa00,fumbles,0,,,,,
player,201811040nwe,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201811040nwe,nwe,HogaCh00,pass_cmp,0,,,,,
player,201811040nwe,nwe,HogaCh00,pass_att,0,,,,,
player,201811040nwe,nwe,HogaCh00,pass_yds,0,,,,,
player,201811040nwe,nwe,HogaCh00,pass_td,0,,,,,
player,201811040nwe,nwe,HogaCh00,pass_int,0,,,,,
player,201811040nwe,nwe,HogaCh00,pass_sacked,0,,,,,
player,201811040nwe,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201811040nwe,nwe,HogaCh00,pass_long,0,,,,,
player,201811040nwe,nwe,HogaCh00,pass_rating,,,,,,
player,201811040nwe,nwe,HogaCh00,rush_att,0,,,,,
player,201811040nwe,nwe,HogaCh00,rush_yds,0,,,,,
player,201811040nwe,nwe,HogaCh00,rush_td,0,,,,,
player,201811040nwe,nwe,HogaCh00,rush_long,0,,,,,
player,201811040nwe,nwe,HogaCh00,targets,2,,,,,
player,201811040nwe,nwe,HogaCh00,rec,0,,,,,
player,201811040nwe,nwe,HogaCh00,rec_yds,0,,,,,
player,201811040nwe,nwe,HogaCh00,rec_td,0,,,,,
player,201811040nwe,nwe,HogaCh00,rec_long,0,,,,,
player,201811040nwe,nwe,HogaCh00,fumbles,0,,,,,
player,201811040nwe,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201811040nwe,gnb,MorrAn01,def_int,0,,,,,
player,201811040nwe,gnb,MorrAn01,def_int_yds,0,,,,,
player,201811040nwe,gnb,MorrAn01,def_int_td,0,,,,,
player,201811040nwe,gnb,MorrAn01,def_int_long,0,,,,,
player,201811040nwe,gnb,MorrAn01,pass_defended,0,,,,,
player,201811040nwe,gnb,MorrAn01,sacks,1.0,,,,,
