game,2018,9,20181104,201811040min,det,"Detroit Lions",9,min,"Minnesota Vikings",24
team,201811040min,det,First Downs,18,,,,,,
team,201811040min,min,First Downs,17,,,,,,
team,201811040min,det,Rush-Yds-TDs,24-66-0,,,,,,
team,201811040min,min,Rush-Yds-TDs,23-128-1,,,,,,
team,201811040min,det,Cmp-Att-Yd-TD-INT,25-36-199-0-0,,,,,,
team,201811040min,min,Cmp-Att-Yd-TD-INT,18-22-164-1-1,,,,,,
team,201811040min,det,Sacked-Yards,10-56,,,,,,
team,201811040min,min,Sacked-Yards,1-9,,,,,,
team,201811040min,det,Net Pass Yards,143,,,,,,
team,201811040min,min,Net Pass Yards,155,,,,,,
team,201811040min,det,Total Yards,209,,,,,,
team,201811040min,min,Total Yards,283,,,,,,
team,201811040min,det,Fumbles-Lost,1-1,,,,,,
team,201811040min,min,Fumbles-Lost,1-1,,,,,,
team,201811040min,det,Turnovers,1,,,,,,
team,201811040min,min,Turnovers,2,,,,,,
team,201811040min,det,Penalties-Yards,8-66,,,,,,
team,201811040min,min,Penalties-Yards,3-15,,,,,,
team,201811040min,det,Third Down Conv.,4-15,,,,,,
team,201811040min,min,Third Down Conv.,3-8,,,,,,
team,201811040min,det,Fourth Down Conv.,3-3,,,,,,
team,201811040min,min,Fourth Down Conv.,1-1,,,,,,
team,201811040min,det,Time of Possession,36:45,,,,,,
team,201811040min,min,Time of Possession,23:15,,,,,,
player,201811040min,det,StafMa00,pass_cmp,25,,,,,
player,201811040min,det,StafMa00,pass_att,36,,,,,
player,201811040min,det,StafMa00,pass_yds,199,,,,,
player,201811040min,det,StafMa00,pass_td,0,,,,,
player,201811040min,det,StafMa00,pass_int,0,,,,,
player,201811040min,det,StafMa00,pass_sacked,10,,,,,
player,201811040min,det,StafMa00,pass_sacked_yds,56,,,,,
player,201811040min,det,StafMa00,pass_long,18,,,,,
player,201811040min,det,StafMa00,pass_rating,83.0,,,,,
player,201811040min,det,StafMa00,rush_att,5,,,,,
player,201811040min,det,StafMa00,rush_yds,6,,,,,
player,201811040min,det,StafMa00,rush_td,0,,,,,
player,201811040min,det,StafMa00,rush_long,8,,,,,
player,201811040min,det,StafMa00,targets,0,,,,,
player,201811040min,det,StafMa00,rec,0,,,,,
player,201811040min,det,StafMa00,rec_yds,0,,,,,
player,201811040min,det,StafMa00,rec_td,0,,,,,
player,201811040min,det,StafMa00,rec_long,0,,,,,
player,201811040min,det,StafMa00,fumbles,1,,,,,
player,201811040min,det,StafMa00,fumbles_lost,1,,,,,
player,201811040min,det,JohnKe06,pass_cmp,0,,,,,
player,201811040min,det,JohnKe06,pass_att,0,,,,,
player,201811040min,det,JohnKe06,pass_yds,0,,,,,
player,201811040min,det,JohnKe06,pass_td,0,,,,,
player,201811040min,det,JohnKe06,pass_int,0,,,,,
player,201811040min,det,JohnKe06,pass_sacked,0,,,,,
player,201811040min,det,JohnKe06,pass_sacked_yds,0,,,,,
