game,2018,12,20181125,201811250min,gnb,"Green Bay Packers",17,min,"Minnesota Vikings",24
team,201811250min,gnb,First Downs,14,,,,,,
team,201811250min,min,First Downs,22,,,,,,
team,201811250min,gnb,Rush-Yds-TDs,19-82-1,,,,,,
team,201811250min,min,Rush-Yds-TDs,29-91-0,,,,,,
team,201811250min,gnb,Cmp-Att-Yd-TD-INT,17-28-198-1-0,,,,,,
team,201811250min,min,Cmp-Att-Yd-TD-INT,29-38-342-3-0,,,,,,
team,201811250min,gnb,Sacked-Yards,4-26,,,,,,
team,201811250min,min,Sacked-Yards,2-17,,,,,,
team,201811250min,gnb,Net Pass Yards,172,,,,,,
team,201811250min,min,Net Pass Yards,325,,,,,,
team,201811250min,gnb,Total Yards,254,,,,,,
team,201811250min,min,Total Yards,416,,,,,,
team,201811250min,gnb,Fumbles-Lost,1-1,,,,,,
team,201811250min,min,Fumbles-Lost,0-0,,,,,,
team,201811250min,gnb,Turnovers,1,,,,,,
team,201811250min,min,Turnovers,0,,,,,,
team,201811250min,gnb,Penalties-Yards,4-20,,,,,,
team,201811250min,min,Penalties-Yards,6-55,,,,,,
team,201811250min,gnb,Third Down Conv.,2-10,,,,,,
team,201811250min,min,Third Down Conv.,7-14,,,,,,
team,201811250min,gnb,Fourth Down Conv.,0-1,,,,,,
team,201811250min,min,Fourth Down Conv.,0-1,,,,,,
team,201811250min,gnb,Time of Possession,25:23,,,,,,
team,201811250min,min,Time of Possession,34:37,,,,,,
player,201811250min,gnb,RodgAa00,pass_cmp,17,,,,,
player,201811250min,gnb,RodgAa00,pass_att,28,,,,,
player,201811250min,gnb,RodgAa00,pass_yds,198,,,,,
player,201811250min,gnb,RodgAa00,pass_td,1,,,,,
player,201811250min,gnb,RodgAa00,pass_int,0,,,,,
player,201811250min,gnb,RodgAa00,pass_sacked,4,,,,,
player,201811250min,gnb,RodgAa00,pass_sacked_yds,26,,,,,
player,201811250min,gnb,RodgAa00,pass_long,36,,,,,
player,201811250min,gnb,RodgAa00,pass_rating,94.0,,,,,
player,201811250min,gnb,RodgAa00,rush_att,0,,,,,
player,201811250min,gnb,RodgAa00,rush_yds,0,,,,,
player,201811250min,gnb,RodgAa00,rush_td,0,,,,,
player,201811250min,gnb,RodgAa00,rush_long,0,,,,,
player,201811250min,gnb,RodgAa00,targets,0,,,,,
player,201811250min,gnb,RodgAa00,rec,0,,,,,
player,201811250min,gnb,RodgAa00,rec_yds,0,,,,,
player,201811250min,gnb,RodgAa00,rec_td,0,,,,,
player,201811250min,gnb,RodgAa00,rec_long,0,,,,,
player,201811250min,gnb,RodgAa00,fumbles,0,,,,,
player,201811250min,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201811250min,gnb,JoneAa00,pass_cmp,0,,,,,
player,201811250min,gnb,JoneAa00,pass_att,0,,,,,
player,201811250min,gnb,JoneAa00,pass_yds,0,,,,,
player,201811250min,gnb,JoneAa00,pass_td,0,,,,,
player,201811250min,gnb,JoneAa00,pass_int,0,,,,,
player,201811250min,gnb,JoneAa00,pass_sacked,0,,,,,
player,201811250min,gnb,JoneAa00,pass_sacked_yds,0,,,,,
player,201811250min,gnb,JoneAa00,pass_long,0,,,,,
player,201811250min,gnb,JoneAa00,pass_rating,,,,,,
player,201811250min,gnb,JoneAa00,rush_att,17,,,,,
player,201811250min,gnb,JoneAa00,rush_yds,72,,,,,
player,201811250min,gnb,JoneAa00,rush_td,1,,,,,
player,201811250min,gnb,JoneAa00,rush_long,11,,,,,
player,201811250min,gnb,JoneAa00,targets,5,,,,,
player,201811250min,gnb,JoneAa00,rec,3,,,,,
player,201811250min,gnb,JoneAa00,rec_yds,21,,,,,
player,201811250min,gnb,JoneAa00,rec_td,0,,,,,
player,201811250min,gnb,JoneAa00,rec_long,10,,,,,
player,201811250min,gnb,JoneAa00,fumbles,0,,,,,
