game,2018,14,20181209,201812090gnb,atl,"Atlanta Falcons",20,gnb,"Green Bay Packers",34
team,201812090gnb,atl,First Downs,22,,,,,,
team,201812090gnb,gnb,First Downs,23,,,,,,
team,201812090gnb,atl,Rush-Yds-TDs,24-107-0,,,,,,
team,201812090gnb,gnb,Rush-Yds-TDs,25-138-1,,,,,,
team,201812090gnb,atl,Cmp-Att-Yd-TD-INT,28-42-262-3-1,,,,,,
team,201812090gnb,gnb,Cmp-Att-Yd-TD-INT,21-32-196-2-0,,,,,,
team,201812090gnb,atl,Sacked-Yards,2-25,,,,,,
team,201812090gnb,gnb,Sacked-Yards,4-34,,,,,,
team,201812090gnb,atl,Net Pass Yards,237,,,,,,
team,201812090gnb,gnb,Net Pass Yards,162,,,,,,
team,201812090gnb,atl,Total Yards,344,,,,,,
team,201812090gnb,gnb,Total Yards,300,,,,,,
team,201812090gnb,atl,Fumbles-Lost,3-1,,,,,,
team,201812090gnb,gnb,Fumbles-Lost,2-0,,,,,,
team,201812090gnb,atl,Turnovers,2,,,,,,
team,201812090gnb,gnb,Turnovers,0,,,,,,
team,201812090gnb,atl,Penalties-Yards,13-101,,,,,,
team,201812090gnb,gnb,Penalties-Yards,6-37,,,,,,
team,201812090gnb,atl,Third Down Conv.,3-12,,,,,,
team,201812090gnb,gnb,Third Down Conv.,7-13,,,,,,
team,201812090gnb,atl,Fourth Down Conv.,3-3,,,,,,
team,201812090gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201812090gnb,atl,Time of Possession,30:49,,,,,,
team,201812090gnb,gnb,Time of Possession,29:11,,,,,,
player,201812090gnb,atl,RyanMa00,pass_cmp,28,,,,,
player,201812090gnb,atl,RyanMa00,pass_att,42,,,,,
player,201812090gnb,atl,RyanMa00,pass_yds,262,,,,,
player,201812090gnb,atl,RyanMa00,pass_td,3,,,,,
player,201812090gnb,atl,RyanMa00,pass_int,1,,,,,
player,201812090gnb,atl,RyanMa00,pass_sacked,2,,,,,
player,201812090gnb,atl,RyanMa00,pass_sacked_yds,25,,,,,
player,201812090gnb,atl,RyanMa00,pass_long,28,,,,,
player,201812090gnb,atl,RyanMa00,pass_rating,97.5,,,,,
player,201812090gnb,atl,RyanMa00,rush_att,1,,,,,
player,201812090gnb,atl,RyanMa00,rush_yds,0,,,,,
player,201812090gnb,atl,RyanMa00,rush_td,0,,,,,
player,201812090gnb,atl,RyanMa00,rush_long,0,,,,,
player,201812090gnb,atl,RyanMa00,targets,0,,,,,
player,201812090gnb,atl,RyanMa00,rec,0,,,,,
player,201812090gnb,atl,RyanMa00,rec_yds,0,,,,,
player,201812090gnb,atl,RyanMa00,rec_td,0,,,,,
player,201812090gnb,atl,RyanMa00,rec_long,0,,,,,
player,201812090gnb,atl,RyanMa00,fumbles,1,,,,,
player,201812090gnb,atl,RyanMa00,fumbles_lost,0,,,,,
player,201812090gnb,atl,SmitIt00,pass_cmp,0,,,,,
player,201812090gnb,atl,SmitIt00,pass_att,0,,,,,
player,201812090gnb,atl,SmitIt00,pass_yds,0,,,,,
player,201812090gnb,atl,SmitIt00,pass_td,0,,,,,
player,201812090gnb,atl,SmitIt00,pass_int,0,,,,,
player,201812090gnb,atl,SmitIt00,pass_sacked,0,,,,,
player,201812090gnb,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201812090gnb,atl,SmitIt00,pass_long,0,,,,,
player,201812090gnb,atl,SmitIt00,pass_rating,,,,,,
player,201812090gnb,atl,SmitIt00,rush_att,11,,,,,
player,201812090gnb,atl,SmitIt00,rush_yds,60,,,,,
player,201812090gnb,atl,SmitIt00,rush_td,0,,,,,
player,201812090gnb,atl,SmitIt00,rush_long,17,,,,,
player,201812090gnb,atl,SmitIt00,targets,4,,,,,
player,201812090gnb,atl,SmitIt00,rec,3,,,,,
player,201812090gnb,atl,SmitIt00,rec_yds,14,,,,,
player,201812090gnb,atl,SmitIt00,rec_td,0,,,,,
player,201812090gnb,atl,SmitIt00,rec_long,11,,,,,
player,201812090gnb,atl,SmitIt00,fumbles,0,,,,,
player,201812090gnb,atl,SmitIt00,fumbles_lost,0,,,,,
player,201812090gnb,atl,ColeTe01,pass_cmp,0,,,,,
player,201812090gnb,atl,ColeTe01,pass_att,0,,,,,
player,201812090gnb,atl,ColeTe01,pass_yds,0,,,,,
player,201812090gnb,atl,ColeTe01,pass_td,0,,,,,
player,201812090gnb,atl,ColeTe01,pass_int,0,,,,,
player,201812090gnb,atl,ColeTe01,pass_sacked,0,,,,,
player,201812090gnb,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201812090gnb,atl,ColeTe01,pass_long,0,,,,,
player,201812090gnb,atl,ColeTe01,pass_rating,,,,,,
player,201812090gnb,atl,ColeTe01,rush_att,10,,,,,
player,201812090gnb,atl,ColeTe01,rush_yds,45,,,,,
player,201812090gnb,atl,ColeTe01,rush_td,0,,,,,
player,201812090gnb,atl,ColeTe01,rush_long,13,,,,,
player,201812090gnb,atl,ColeTe01,targets,1,,,,,
player,201812090gnb,atl,ColeTe01,rec,1,,,,,
player,201812090gnb,atl,ColeTe01,rec_yds,-4,,,,,
player,201812090gnb,atl,ColeTe01,rec_td,0,,,,,
player,201812090gnb,atl,ColeTe01,rec_long,-4,,,,,
player,201812090gnb,atl,ColeTe01,fumbles,0,,,,,
player,201812090gnb,atl,ColeTe01,fumbles_lost,0,,,,,
player,201812090gnb,atl,HillBr02,pass_cmp,0,,,,,
player,201812090gnb,atl,HillBr02,pass_att,0,,,,,
player,201812090gnb,atl,HillBr02,pass_yds,0,,,,,
player,201812090gnb,atl,HillBr02,pass_td,0,,,,,
player,201812090gnb,atl,HillBr02,pass_int,0,,,,,
player,201812090gnb,atl,HillBr02,pass_sacked,0,,,,,
player,201812090gnb,atl,HillBr02,pass_sacked_yds,0,,,,,
player,201812090gnb,atl,HillBr02,pass_long,0,,,,,
player,201812090gnb,atl,HillBr02,pass_rating,,,,,,
player,201812090gnb,atl,HillBr02,rush_att,1,,,,,
player,201812090gnb,atl,HillBr02,rush_yds,5,,,,,
player,201812090gnb,atl,HillBr02,rush_td,0,,,,,
player,201812090gnb,atl,HillBr02,rush_long,5,,,,,
player,201812090gnb,atl,HillBr02,targets,0,,,,,
player,201812090gnb,atl,HillBr02,rec,0,,,,,
player,201812090gnb,atl,HillBr02,rec_yds,0,,,,,
player,201812090gnb,atl,HillBr02,rec_td,0,,,,,
player,201812090gnb,atl,HillBr02,rec_long,0,,,,,
player,201812090gnb,atl,HillBr02,fumbles,0,,,,,
player,201812090gnb,atl,HillBr02,fumbles_lost,0,,,,,
player,201812090gnb,atl,JoneJu02,pass_cmp,0,,,,,
player,201812090gnb,atl,JoneJu02,pass_att,0,,,,,
player,201812090gnb,atl,JoneJu02,pass_yds,0,,,,,
player,201812090gnb,atl,JoneJu02,pass_td,0,,,,,
player,201812090gnb,atl,JoneJu02,pass_int,0,,,,,
player,201812090gnb,atl,JoneJu02,pass_sacked,0,,,,,
player,201812090gnb,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201812090gnb,atl,JoneJu02,pass_long,0,,,,,
player,201812090gnb,atl,JoneJu02,pass_rating,,,,,,
player,201812090gnb,atl,JoneJu02,rush_att,0,,,,,
player,201812090gnb,atl,JoneJu02,rush_yds,0,,,,,
player,201812090gnb,atl,JoneJu02,rush_td,0,,,,,
player,201812090gnb,atl,JoneJu02,rush_long,0,,,,,
player,201812090gnb,atl,JoneJu02,targets,11,,,,,
player,201812090gnb,atl,JoneJu02,rec,8,,,,,
player,201812090gnb,atl,JoneJu02,rec_yds,106,,,,,
player,201812090gnb,atl,JoneJu02,rec_td,2,,,,,
player,201812090gnb,atl,JoneJu02,rec_long,28,,,,,
player,201812090gnb,atl,JoneJu02,fumbles,0,,,,,
player,201812090gnb,atl,JoneJu02,fumbles_lost,0,,,,,
player,201812090gnb,atl,SanuMo00,pass_cmp,0,,,,,
player,201812090gnb,atl,SanuMo00,pass_att,0,,,,,
player,201812090gnb,atl,SanuMo00,pass_yds,0,,,,,
player,201812090gnb,atl,SanuMo00,pass_td,0,,,,,
player,201812090gnb,atl,SanuMo00,pass_int,0,,,,,
player,201812090gnb,atl,SanuMo00,pass_sacked,0,,,,,
player,201812090gnb,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201812090gnb,atl,SanuMo00,pass_long,0,,,,,
player,201812090gnb,atl,SanuMo00,pass_rating,,,,,,
