game,2018,7,20181021,201810210tam,cle,"Cleveland Browns",23,tam,"Tampa Bay Buccaneers",26
player,201810210tam,cle,NjokDa00,rush_att,0,,,,,
player,201810210tam,cle,NjokDa00,rush_yds,0,,,,,
player,201810210tam,cle,NjokDa00,rush_td,0,,,,,
player,201810210tam,cle,NjokDa00,rush_long,0,,,,,
player,201810210tam,cle,NjokDa00,targets,6,,,,,
player,201810210tam,cle,NjokDa00,rec,4,,,,,
player,201810210tam,cle,NjokDa00,rec_yds,52,,,,,
player,201810210tam,cle,NjokDa00,rec_td,1,,,,,
player,201810210tam,cle,NjokDa00,rec_long,23,,,,,
player,201810210tam,cle,NjokDa00,fumbles,0,,,,,
player,201810210tam,cle,NjokDa00,fumbles_lost,0,,,,,
player,201810210tam,cle,RatlDa00,pass_cmp,0,,,,,
player,201810210tam,cle,RatlDa00,pass_att,0,,,,,
player,201810210tam,cle,RatlDa00,pass_yds,0,,,,,
player,201810210tam,cle,RatlDa00,pass_td,0,,,,,
player,201810210tam,cle,RatlDa00,pass_int,0,,,,,
player,201810210tam,cle,RatlDa00,pass_sacked,0,,,,,
player,201810210tam,cle,RatlDa00,pass_sacked_yds,0,,,,,
player,201810210tam,cle,RatlDa00,pass_long,0,,,,,
player,201810210tam,cle,RatlDa00,pass_rating,,,,,,
player,201810210tam,cle,RatlDa00,rush_att,0,,,,,
player,201810210tam,cle,RatlDa00,rush_yds,0,,,,,
player,201810210tam,cle,RatlDa00,rush_td,0,,,,,
player,201810210tam,cle,RatlDa00,rush_long,0,,,,,
player,201810210tam,cle,RatlDa00,targets,3,,,,,
player,201810210tam,cle,RatlDa00,rec,3,,,,,
player,201810210tam,cle,RatlDa00,rec_yds,23,,,,,
player,201810210tam,cle,RatlDa00,rec_td,0,,,,,
player,201810210tam,cle,RatlDa00,rec_long,9,,,,,
player,201810210tam,cle,RatlDa00,fumbles,0,,,,,
player,201810210tam,cle,RatlDa00,fumbles_lost,0,,,,,
player,201810210tam,cle,CallAn00,pass_cmp,0,,,,,
player,201810210tam,cle,CallAn00,pass_att,0,,,,,
player,201810210tam,cle,CallAn00,pass_yds,0,,,,,
player,201810210tam,cle,CallAn00,pass_td,0,,,,,
player,201810210tam,cle,CallAn00,pass_int,0,,,,,
player,201810210tam,cle,CallAn00,pass_sacked,0,,,,,
player,201810210tam,cle,CallAn00,pass_sacked_yds,0,,,,,
player,201810210tam,cle,CallAn00,pass_long,0,,,,,
player,201810210tam,cle,CallAn00,pass_rating,,,,,,
player,201810210tam,cle,CallAn00,rush_att,0,,,,,
player,201810210tam,cle,CallAn00,rush_yds,0,,,,,
player,201810210tam,cle,CallAn00,rush_td,0,,,,,
player,201810210tam,cle,CallAn00,rush_long,0,,,,,
player,201810210tam,cle,CallAn00,targets,2,,,,,
player,201810210tam,cle,CallAn00,rec,1,,,,,
player,201810210tam,cle,CallAn00,rec_yds,14,,,,,
player,201810210tam,cle,CallAn00,rec_td,0,,,,,
player,201810210tam,cle,CallAn00,rec_long,14,,,,,
player,201810210tam,cle,CallAn00,fumbles,0,,,,,
player,201810210tam,cle,CallAn00,fumbles_lost,0,,,,,
player,201810210tam,cle,PerrBr02,pass_cmp,0,,,,,
player,201810210tam,cle,PerrBr02,pass_att,0,,,,,
player,201810210tam,cle,PerrBr02,pass_yds,0,,,,,
player,201810210tam,cle,PerrBr02,pass_td,0,,,,,
player,201810210tam,cle,PerrBr02,pass_int,0,,,,,
player,201810210tam,cle,PerrBr02,pass_sacked,0,,,,,
player,201810210tam,cle,PerrBr02,pass_sacked_yds,0,,,,,
player,201810210tam,cle,PerrBr02,pass_long,0,,,,,
player,201810210tam,cle,PerrBr02,pass_rating,,,,,,
player,201810210tam,cle,PerrBr02,rush_att,0,,,,,
player,201810210tam,cle,PerrBr02,rush_yds,0,,,,,
player,201810210tam,cle,PerrBr02,rush_td,0,,,,,
player,201810210tam,cle,PerrBr02,rush_long,0,,,,,
player,201810210tam,cle,PerrBr02,targets,1,,,,,
player,201810210tam,cle,PerrBr02,rec,1,,,,,
player,201810210tam,cle,PerrBr02,rec_yds,6,,,,,
player,201810210tam,cle,PerrBr02,rec_td,0,,,,,
player,201810210tam,cle,PerrBr02,rec_long,6,,,,,
player,201810210tam,cle,PerrBr02,fumbles,0,,,,,
player,201810210tam,cle,PerrBr02,fumbles_lost,0,,,,,
player,201810210tam,cle,JohnDu00,pass_cmp,0,,,,,
player,201810210tam,cle,JohnDu00,pass_att,0,,,,,
player,201810210tam,cle,JohnDu00,pass_yds,0,,,,,
player,201810210tam,cle,JohnDu00,pass_td,0,,,,,
player,201810210tam,cle,JohnDu00,pass_int,0,,,,,
player,201810210tam,cle,JohnDu00,pass_sacked,0,,,,,
player,201810210tam,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201810210tam,cle,JohnDu00,pass_long,0,,,,,
player,201810210tam,cle,JohnDu00,pass_rating,,,,,,
player,201810210tam,cle,JohnDu00,rush_att,1,,,,,
player,201810210tam,cle,JohnDu00,rush_yds,-4,,,,,
player,201810210tam,cle,JohnDu00,rush_td,0,,,,,
player,201810210tam,cle,JohnDu00,rush_long,-4,,,,,
player,201810210tam,cle,JohnDu00,targets,4,,,,,
player,201810210tam,cle,JohnDu00,rec,4,,,,,
player,201810210tam,cle,JohnDu00,rec_yds,23,,,,,
player,201810210tam,cle,JohnDu00,rec_td,0,,,,,
player,201810210tam,cle,JohnDu00,rec_long,7,,,,,
player,201810210tam,cle,JohnDu00,fumbles,0,,,,,
player,201810210tam,cle,JohnDu00,fumbles_lost,0,,,,,
player,201810210tam,tam,WinsJa00,pass_cmp,32,,,,,
player,201810210tam,tam,WinsJa00,pass_att,52,,,,,
player,201810210tam,tam,WinsJa00,pass_yds,365,,,,,
player,201810210tam,tam,WinsJa00,pass_td,0,,,,,
player,201810210tam,tam,WinsJa00,pass_int,2,,,,,
player,201810210tam,tam,WinsJa00,pass_sacked,4,,,,,
player,201810210tam,tam,WinsJa00,pass_sacked_yds,23,,,,,
player,201810210tam,tam,WinsJa00,pass_long,29,,,,,
player,201810210tam,tam,WinsJa00,pass_rating,66.6,,,,,
player,201810210tam,tam,WinsJa00,rush_att,10,,,,,
player,201810210tam,tam,WinsJa00,rush_yds,55,,,,,
player,201810210tam,tam,WinsJa00,rush_td,1,,,,,
player,201810210tam,tam,WinsJa00,rush_long,14,,,,,
player,201810210tam,tam,WinsJa00,targets,0,,,,,
player,201810210tam,tam,WinsJa00,rec,0,,,,,
player,201810210tam,tam,WinsJa00,rec_yds,0,,,,,
player,201810210tam,tam,WinsJa00,rec_td,0,,,,,
player,201810210tam,tam,WinsJa00,rec_long,0,,,,,
player,201810210tam,tam,WinsJa00,fumbles,2,,,,,
player,201810210tam,tam,WinsJa00,fumbles_lost,1,,,,,
player,201810210tam,tam,BarbPe01,pass_cmp,0,,,,,
player,201810210tam,tam,BarbPe01,pass_att,0,,,,,
player,201810210tam,tam,BarbPe01,pass_yds,0,,,,,
player,201810210tam,tam,BarbPe01,pass_td,0,,,,,
player,201810210tam,tam,BarbPe01,pass_int,0,,,,,
player,201810210tam,tam,BarbPe01,pass_sacked,0,,,,,
player,201810210tam,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201810210tam,tam,BarbPe01,pass_long,0,,,,,
player,201810210tam,tam,BarbPe01,pass_rating,,,,,,
player,201810210tam,tam,BarbPe01,rush_att,11,,,,,
player,201810210tam,tam,BarbPe01,rush_yds,30,,,,,
player,201810210tam,tam,BarbPe01,rush_td,0,,,,,
player,201810210tam,tam,BarbPe01,rush_long,12,,,,,
player,201810210tam,tam,BarbPe01,targets,2,,,,,
player,201810210tam,tam,BarbPe01,rec,0,,,,,
player,201810210tam,tam,BarbPe01,rec_yds,0,,,,,
player,201810210tam,tam,BarbPe01,rec_td,0,,,,,
player,201810210tam,tam,BarbPe01,rec_long,0,,,,,
player,201810210tam,tam,BarbPe01,fumbles,0,,,,,
player,201810210tam,tam,BarbPe01,fumbles_lost,0,,,,,
player,201810210tam,tam,JoneRo01,pass_cmp,0,,,,,
player,201810210tam,tam,JoneRo01,pass_att,0,,,,,
player,201810210tam,tam,JoneRo01,pass_yds,0,,,,,
player,201810210tam,tam,JoneRo01,pass_td,0,,,,,
player,201810210tam,tam,JoneRo01,pass_int,0,,,,,
player,201810210tam,tam,JoneRo01,pass_sacked,0,,,,,
player,201810210tam,tam,JoneRo01,pass_sacked_yds,0,,,,,
player,201810210tam,tam,JoneRo01,pass_long,0,,,,,
player,201810210tam,tam,JoneRo01,pass_rating,,,,,,
player,201810210tam,tam,JoneRo01,rush_att,6,,,,,
player,201810210tam,tam,JoneRo01,rush_yds,13,,,,,
player,201810210tam,tam,JoneRo01,rush_td,1,,,,,
player,201810210tam,tam,JoneRo01,rush_long,9,,,,,
player,201810210tam,tam,JoneRo01,targets,1,,,,,
player,201810210tam,tam,JoneRo01,rec,1,,,,,
player,201810210tam,tam,JoneRo01,rec_yds,15,,,,,
player,201810210tam,tam,JoneRo01,rec_td,0,,,,,
player,201810210tam,tam,JoneRo01,rec_long,15,,,,,
player,201810210tam,tam,JoneRo01,fumbles,0,,,,,
player,201810210tam,tam,JoneRo01,fumbles_lost,0,,,,,
player,201810210tam,tam,JackDe00,pass_cmp,0,,,,,
player,201810210tam,tam,JackDe00,pass_att,0,,,,,
player,201810210tam,tam,JackDe00,pass_yds,0,,,,,
player,201810210tam,tam,JackDe00,pass_td,0,,,,,
player,201810210tam,tam,JackDe00,pass_int,0,,,,,
player,201810210tam,tam,JackDe00,pass_sacked,0,,,,,
player,201810210tam,tam,JackDe00,pass_sacked_yds,0,,,,,
player,201810210tam,tam,JackDe00,pass_long,0,,,,,
player,201810210tam,tam,JackDe00,pass_rating,,,,,,
player,201810210tam,tam,JackDe00,rush_att,2,,,,,
player,201810210tam,tam,JackDe00,rush_yds,8,,,,,
player,201810210tam,tam,JackDe00,rush_td,1,,,,,
player,201810210tam,tam,JackDe00,rush_long,14,,,,,
player,201810210tam,tam,JackDe00,targets,4,,,,,
player,201810210tam,tam,JackDe00,rec,2,,,,,
player,201810210tam,tam,JackDe00,rec_yds,25,,,,,
player,201810210tam,tam,JackDe00,rec_td,0,,,,,
player,201810210tam,tam,JackDe00,rec_long,14,,,,,
player,201810210tam,tam,JackDe00,fumbles,0,,,,,
player,201810210tam,tam,JackDe00,fumbles_lost,0,,,,,
player,201810210tam,tam,RodgJa00,pass_cmp,0,,,,,
player,201810210tam,tam,RodgJa00,pass_att,0,,,,,
player,201810210tam,tam,RodgJa00,pass_yds,0,,,,,
player,201810210tam,tam,RodgJa00,pass_td,0,,,,,
player,201810210tam,tam,RodgJa00,pass_int,0,,,,,
player,201810210tam,tam,RodgJa00,pass_sacked,0,,,,,
player,201810210tam,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201810210tam,tam,RodgJa00,pass_long,0,,,,,
player,201810210tam,tam,RodgJa00,pass_rating,,,,,,
player,201810210tam,tam,RodgJa00,rush_att,3,,,,,
player,201810210tam,tam,RodgJa00,rush_yds,8,,,,,
player,201810210tam,tam,RodgJa00,rush_td,0,,,,,
player,201810210tam,tam,RodgJa00,rush_long,3,,,,,
player,201810210tam,tam,RodgJa00,targets,1,,,,,
player,201810210tam,tam,RodgJa00,rec,1,,,,,
player,201810210tam,tam,RodgJa00,rec_yds,11,,,,,
player,201810210tam,tam,RodgJa00,rec_td,0,,,,,
player,201810210tam,tam,RodgJa00,rec_long,11,,,,,
player,201810210tam,tam,RodgJa00,fumbles,0,,,,,
player,201810210tam,tam,RodgJa00,fumbles_lost,0,,,,,
player,201810210tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201810210tam,tam,EvanMi00,pass_att,0,,,,,
player,201810210tam,tam,EvanMi00,pass_yds,0,,,,,
player,201810210tam,tam,EvanMi00,pass_td,0,,,,,
player,201810210tam,tam,EvanMi00,pass_int,0,,,,,
player,201810210tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201810210tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201810210tam,tam,EvanMi00,pass_long,0,,,,,
player,201810210tam,tam,EvanMi00,pass_rating,,,,,,
player,201810210tam,tam,EvanMi00,rush_att,0,,,,,
player,201810210tam,tam,EvanMi00,rush_yds,0,,,,,
player,201810210tam,tam,EvanMi00,rush_td,0,,,,,
player,201810210tam,tam,EvanMi00,rush_long,0,,,,,
player,201810210tam,tam,EvanMi00,targets,11,,,,,
player,201810210tam,tam,EvanMi00,rec,7,,,,,
player,201810210tam,tam,EvanMi00,rec_yds,107,,,,,
player,201810210tam,tam,EvanMi00,rec_td,0,,,,,
player,201810210tam,tam,EvanMi00,rec_long,29,,,,,
player,201810210tam,tam,EvanMi00,fumbles,0,,,,,
player,201810210tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201810210tam,tam,HowaO.00,pass_cmp,0,,,,,
player,201810210tam,tam,HowaO.00,pass_att,0,,,,,
player,201810210tam,tam,HowaO.00,pass_yds,0,,,,,
player,201810210tam,tam,HowaO.00,pass_td,0,,,,,
player,201810210tam,tam,HowaO.00,pass_int,0,,,,,
player,201810210tam,tam,HowaO.00,pass_sacked,0,,,,,
player,201810210tam,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201810210tam,tam,HowaO.00,pass_long,0,,,,,
player,201810210tam,tam,HowaO.00,pass_rating,,,,,,
player,201810210tam,tam,HowaO.00,rush_att,0,,,,,
player,201810210tam,tam,HowaO.00,rush_yds,0,,,,,
player,201810210tam,tam,HowaO.00,rush_td,0,,,,,
player,201810210tam,tam,HowaO.00,rush_long,0,,,,,
player,201810210tam,tam,HowaO.00,targets,9,,,,,
player,201810210tam,tam,HowaO.00,rec,5,,,,,
player,201810210tam,tam,HowaO.00,rec_yds,67,,,,,
player,201810210tam,tam,HowaO.00,rec_td,0,,,,,
player,201810210tam,tam,HowaO.00,rec_long,24,,,,,
player,201810210tam,tam,HowaO.00,fumbles,0,,,,,
player,201810210tam,tam,HowaO.00,fumbles_lost,0,,,,,
player,201810210tam,tam,GodwCh00,pass_cmp,0,,,,,
player,201810210tam,tam,GodwCh00,pass_att,0,,,,,
player,201810210tam,tam,GodwCh00,pass_yds,0,,,,,
player,201810210tam,tam,GodwCh00,pass_td,0,,,,,
player,201810210tam,tam,GodwCh00,pass_int,0,,,,,
player,201810210tam,tam,GodwCh00,pass_sacked,0,,,,,
player,201810210tam,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201810210tam,tam,GodwCh00,pass_long,0,,,,,
player,201810210tam,tam,GodwCh00,pass_rating,,,,,,
player,201810210tam,tam,GodwCh00,rush_att,0,,,,,
player,201810210tam,tam,GodwCh00,rush_yds,0,,,,,
player,201810210tam,tam,GodwCh00,rush_td,0,,,,,
player,201810210tam,tam,GodwCh00,rush_long,0,,,,,
player,201810210tam,tam,GodwCh00,targets,6,,,,,
player,201810210tam,tam,GodwCh00,rec,5,,,,,
player,201810210tam,tam,GodwCh00,rec_yds,59,,,,,
player,201810210tam,tam,GodwCh00,rec_td,0,,,,,
player,201810210tam,tam,GodwCh00,rec_long,23,,,,,
player,201810210tam,tam,GodwCh00,fumbles,0,,,,,
player,201810210tam,tam,GodwCh00,fumbles_lost,0,,,,,
player,201810210tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201810210tam,tam,HumpAd00,pass_att,0,,,,,
player,201810210tam,tam,HumpAd00,pass_yds,0,,,,,
player,201810210tam,tam,HumpAd00,pass_td,0,,,,,
player,201810210tam,tam,HumpAd00,pass_int,0,,,,,
player,201810210tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201810210tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201810210tam,tam,HumpAd00,pass_long,0,,,,,
player,201810210tam,tam,HumpAd00,pass_rating,,,,,,
player,201810210tam,tam,HumpAd00,rush_att,0,,,,,
player,201810210tam,tam,HumpAd00,rush_yds,0,,,,,
player,201810210tam,tam,HumpAd00,rush_td,0,,,,,
player,201810210tam,tam,HumpAd00,rush_long,0,,,,,
player,201810210tam,tam,HumpAd00,targets,9,,,,,
player,201810210tam,tam,HumpAd00,rec,4,,,,,
player,201810210tam,tam,HumpAd00,rec_yds,37,,,,,
player,201810210tam,tam,HumpAd00,rec_td,0,,,,,
player,201810210tam,tam,HumpAd00,rec_long,12,,,,,
player,201810210tam,tam,HumpAd00,fumbles,0,,,,,
player,201810210tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201810210tam,tam,BratCa00,pass_cmp,0,,,,,
player,201810210tam,tam,BratCa00,pass_att,0,,,,,
player,201810210tam,tam,BratCa00,pass_yds,0,,,,,
player,201810210tam,tam,BratCa00,pass_td,0,,,,,
player,201810210tam,tam,BratCa00,pass_int,0,,,,,
player,201810210tam,tam,BratCa00,pass_sacked,0,,,,,
player,201810210tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201810210tam,tam,BratCa00,pass_long,0,,,,,
player,201810210tam,tam,BratCa00,pass_rating,,,,,,
player,201810210tam,tam,BratCa00,rush_att,0,,,,,
player,201810210tam,tam,BratCa00,rush_yds,0,,,,,
player,201810210tam,tam,BratCa00,rush_td,0,,,,,
player,201810210tam,tam,BratCa00,rush_long,0,,,,,
player,201810210tam,tam,BratCa00,targets,4,,,,,
player,201810210tam,tam,BratCa00,rec,3,,,,,
player,201810210tam,tam,BratCa00,rec_yds,23,,,,,
player,201810210tam,tam,BratCa00,rec_td,0,,,,,
player,201810210tam,tam,BratCa00,rec_long,11,,,,,
player,201810210tam,tam,BratCa00,fumbles,1,,,,,
player,201810210tam,tam,BratCa00,fumbles_lost,1,,,,,
player,201810210tam,tam,AuclAn00,pass_cmp,0,,,,,
player,201810210tam,tam,AuclAn00,pass_att,0,,,,,
player,201810210tam,tam,AuclAn00,pass_yds,0,,,,,
player,201810210tam,tam,AuclAn00,pass_td,0,,,,,
player,201810210tam,tam,AuclAn00,pass_int,0,,,,,
player,201810210tam,tam,AuclAn00,pass_sacked,0,,,,,
player,201810210tam,tam,AuclAn00,pass_sacked_yds,0,,,,,
player,201810210tam,tam,AuclAn00,pass_long,0,,,,,
player,201810210tam,tam,AuclAn00,pass_rating,,,,,,
player,201810210tam,tam,AuclAn00,rush_att,0,,,,,
player,201810210tam,tam,AuclAn00,rush_yds,0,,,,,
player,201810210tam,tam,AuclAn00,rush_td,0,,,,,
player,201810210tam,tam,AuclAn00,rush_long,0,,,,,
player,201810210tam,tam,AuclAn00,targets,3,,,,,
player,201810210tam,tam,AuclAn00,rec,3,,,,,
player,201810210tam,tam,AuclAn00,rec_yds,15,,,,,
player,201810210tam,tam,AuclAn00,rec_td,0,,,,,
player,201810210tam,tam,AuclAn00,rec_long,6,,,,,
player,201810210tam,tam,AuclAn00,fumbles,0,,,,,
player,201810210tam,tam,AuclAn00,fumbles_lost,0,,,,,
player,201810210tam,tam,CrosAl00,pass_cmp,0,,,,,
player,201810210tam,tam,CrosAl00,pass_att,0,,,,,
player,201810210tam,tam,CrosAl00,pass_yds,0,,,,,
player,201810210tam,tam,CrosAl00,pass_td,0,,,,,
player,201810210tam,tam,CrosAl00,pass_int,0,,,,,
player,201810210tam,tam,CrosAl00,pass_sacked,0,,,,,
player,201810210tam,tam,CrosAl00,pass_sacked_yds,0,,,,,
player,201810210tam,tam,CrosAl00,pass_long,0,,,,,
player,201810210tam,tam,CrosAl00,pass_rating,,,,,,
player,201810210tam,tam,CrosAl00,rush_att,0,,,,,
player,201810210tam,tam,CrosAl00,rush_yds,0,,,,,
player,201810210tam,tam,CrosAl00,rush_td,0,,,,,
player,201810210tam,tam,CrosAl00,rush_long,0,,,,,
player,201810210tam,tam,CrosAl00,targets,2,,,,,
player,201810210tam,tam,CrosAl00,rec,1,,,,,
player,201810210tam,tam,CrosAl00,rec_yds,6,,,,,
player,201810210tam,tam,CrosAl00,rec_td,0,,,,,
player,201810210tam,tam,CrosAl00,rec_long,6,,,,,
player,201810210tam,tam,CrosAl00,fumbles,0,,,,,
player,201810210tam,tam,CrosAl00,fumbles_lost,0,,,,,
player,201810210tam,cle,KirkCh00,def_int,1,,,,,
player,201810210tam,cle,KirkCh00,def_int_yds,13,,,,,
player,201810210tam,cle,KirkCh00,def_int_td,0,,,,,
player,201810210tam,cle,KirkCh00,def_int_long,13,,,,,
player,201810210tam,cle,KirkCh00,pass_defended,1,,,,,
player,201810210tam,cle,KirkCh00,sacks,0.0,,,,,
player,201810210tam,cle,KirkCh00,tackles_combined,10,,,,,
player,201810210tam,cle,KirkCh00,tackles_solo,7,,,,,
player,201810210tam,cle,KirkCh00,tackles_assists,3,,,,,
player,201810210tam,cle,KirkCh00,tackles_loss,0,,,,,
player,201810210tam,cle,KirkCh00,qb_hits,0,,,,,
player,201810210tam,cle,KirkCh00,fumbles_rec,1,,,,,
player,201810210tam,cle,KirkCh00,fumbles_rec_yds,8,,,,,
player,201810210tam,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201810210tam,cle,KirkCh00,fumbles_forced,0,,,,,
player,201810210tam,cle,CollJa00,def_int,1,,,,,
player,201810210tam,cle,CollJa00,def_int_yds,0,,,,,
player,201810210tam,cle,CollJa00,def_int_td,0,,,,,
player,201810210tam,cle,CollJa00,def_int_long,0,,,,,
player,201810210tam,cle,CollJa00,pass_defended,1,,,,,
player,201810210tam,cle,CollJa00,sacks,0.0,,,,,
player,201810210tam,cle,CollJa00,tackles_combined,6,,,,,
player,201810210tam,cle,CollJa00,tackles_solo,5,,,,,
player,201810210tam,cle,CollJa00,tackles_assists,1,,,,,
player,201810210tam,cle,CollJa00,tackles_loss,1,,,,,
player,201810210tam,cle,CollJa00,qb_hits,1,,,,,
player,201810210tam,cle,CollJa00,fumbles_rec,0,,,,,
player,201810210tam,cle,CollJa00,fumbles_rec_yds,0,,,,,
player,201810210tam,cle,CollJa00,fumbles_rec_td,0,,,,,
player,201810210tam,cle,CollJa00,fumbles_forced,0,,,,,
player,201810210tam,cle,GarrMy00,def_int,0,,,,,
player,201810210tam,cle,GarrMy00,def_int_yds,0,,,,,
