game,2018,11,20181118,201811180was,htx,"Houston Texans",23,was,"Washington Redskins",21
player,201811180was,htx,MathTy00,tackles_combined,9,,,,,
player,201811180was,htx,MathTy00,tackles_solo,8,,,,,
player,201811180was,htx,MathTy00,tackles_assists,1,,,,,
player,201811180was,htx,MathTy00,tackles_loss,1,,,,,
player,201811180was,htx,MathTy00,qb_hits,1,,,,,
player,201811180was,htx,MathTy00,fumbles_rec,0,,,,,
player,201811180was,htx,MathTy00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,MathTy00,fumbles_rec_td,0,,,,,
player,201811180was,htx,MathTy00,fumbles_forced,0,,,,,
player,201811180was,htx,ClowJa00,def_int,0,,,,,
player,201811180was,htx,ClowJa00,def_int_yds,0,,,,,
player,201811180was,htx,ClowJa00,def_int_td,0,,,,,
player,201811180was,htx,ClowJa00,def_int_long,0,,,,,
player,201811180was,htx,ClowJa00,pass_defended,0,,,,,
player,201811180was,htx,ClowJa00,sacks,1.0,,,,,
player,201811180was,htx,ClowJa00,tackles_combined,4,,,,,
player,201811180was,htx,ClowJa00,tackles_solo,4,,,,,
player,201811180was,htx,ClowJa00,tackles_assists,0,,,,,
player,201811180was,htx,ClowJa00,tackles_loss,2,,,,,
player,201811180was,htx,ClowJa00,qb_hits,1,,,,,
player,201811180was,htx,ClowJa00,fumbles_rec,0,,,,,
player,201811180was,htx,ClowJa00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,ClowJa00,fumbles_rec_td,0,,,,,
player,201811180was,htx,ClowJa00,fumbles_forced,0,,,,,
player,201811180was,htx,WattJ.00,def_int,0,,,,,
player,201811180was,htx,WattJ.00,def_int_yds,0,,,,,
player,201811180was,htx,WattJ.00,def_int_td,0,,,,,
player,201811180was,htx,WattJ.00,def_int_long,0,,,,,
player,201811180was,htx,WattJ.00,pass_defended,0,,,,,
player,201811180was,htx,WattJ.00,sacks,1.0,,,,,
player,201811180was,htx,WattJ.00,tackles_combined,4,,,,,
player,201811180was,htx,WattJ.00,tackles_solo,3,,,,,
player,201811180was,htx,WattJ.00,tackles_assists,1,,,,,
player,201811180was,htx,WattJ.00,tackles_loss,1,,,,,
player,201811180was,htx,WattJ.00,qb_hits,1,,,,,
player,201811180was,htx,WattJ.00,fumbles_rec,0,,,,,
player,201811180was,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201811180was,htx,WattJ.00,fumbles_forced,0,,,,,
player,201811180was,htx,MercWh00,def_int,0,,,,,
player,201811180was,htx,MercWh00,def_int_yds,0,,,,,
player,201811180was,htx,MercWh00,def_int_td,0,,,,,
player,201811180was,htx,MercWh00,def_int_long,0,,,,,
player,201811180was,htx,MercWh00,pass_defended,0,,,,,
player,201811180was,htx,MercWh00,sacks,1.0,,,,,
player,201811180was,htx,MercWh00,tackles_combined,3,,,,,
player,201811180was,htx,MercWh00,tackles_solo,2,,,,,
player,201811180was,htx,MercWh00,tackles_assists,1,,,,,
player,201811180was,htx,MercWh00,tackles_loss,1,,,,,
player,201811180was,htx,MercWh00,qb_hits,1,,,,,
player,201811180was,htx,MercWh00,fumbles_rec,0,,,,,
player,201811180was,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201811180was,htx,MercWh00,fumbles_forced,0,,,,,
player,201811180was,htx,JoseJo20,def_int,0,,,,,
player,201811180was,htx,JoseJo20,def_int_yds,0,,,,,
player,201811180was,htx,JoseJo20,def_int_td,0,,,,,
player,201811180was,htx,JoseJo20,def_int_long,0,,,,,
player,201811180was,htx,JoseJo20,pass_defended,1,,,,,
player,201811180was,htx,JoseJo20,sacks,0.0,,,,,
player,201811180was,htx,JoseJo20,tackles_combined,5,,,,,
player,201811180was,htx,JoseJo20,tackles_solo,5,,,,,
player,201811180was,htx,JoseJo20,tackles_assists,0,,,,,
player,201811180was,htx,JoseJo20,tackles_loss,0,,,,,
player,201811180was,htx,JoseJo20,qb_hits,0,,,,,
player,201811180was,htx,JoseJo20,fumbles_rec,0,,,,,
player,201811180was,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201811180was,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201811180was,htx,JoseJo20,fumbles_forced,0,,,,,
player,201811180was,htx,McKiBe00,def_int,0,,,,,
player,201811180was,htx,McKiBe00,def_int_yds,0,,,,,
player,201811180was,htx,McKiBe00,def_int_td,0,,,,,
player,201811180was,htx,McKiBe00,def_int_long,0,,,,,
player,201811180was,htx,McKiBe00,pass_defended,0,,,,,
player,201811180was,htx,McKiBe00,sacks,0.0,,,,,
player,201811180was,htx,McKiBe00,tackles_combined,5,,,,,
player,201811180was,htx,McKiBe00,tackles_solo,2,,,,,
player,201811180was,htx,McKiBe00,tackles_assists,3,,,,,
player,201811180was,htx,McKiBe00,tackles_loss,0,,,,,
player,201811180was,htx,McKiBe00,qb_hits,0,,,,,
player,201811180was,htx,McKiBe00,fumbles_rec,0,,,,,
player,201811180was,htx,McKiBe00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,McKiBe00,fumbles_rec_td,0,,,,,
player,201811180was,htx,McKiBe00,fumbles_forced,1,,,,,
player,201811180was,htx,WrigSh00,def_int,0,,,,,
player,201811180was,htx,WrigSh00,def_int_yds,0,,,,,
player,201811180was,htx,WrigSh00,def_int_td,0,,,,,
player,201811180was,htx,WrigSh00,def_int_long,0,,,,,
player,201811180was,htx,WrigSh00,pass_defended,1,,,,,
player,201811180was,htx,WrigSh00,sacks,0.0,,,,,
player,201811180was,htx,WrigSh00,tackles_combined,4,,,,,
player,201811180was,htx,WrigSh00,tackles_solo,3,,,,,
player,201811180was,htx,WrigSh00,tackles_assists,1,,,,,
player,201811180was,htx,WrigSh00,tackles_loss,0,,,,,
player,201811180was,htx,WrigSh00,qb_hits,0,,,,,
player,201811180was,htx,WrigSh00,fumbles_rec,0,,,,,
player,201811180was,htx,WrigSh00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,WrigSh00,fumbles_rec_td,0,,,,,
player,201811180was,htx,WrigSh00,fumbles_forced,0,,,,,
player,201811180was,htx,PeteBr00,def_int,0,,,,,
player,201811180was,htx,PeteBr00,def_int_yds,0,,,,,
player,201811180was,htx,PeteBr00,def_int_td,0,,,,,
player,201811180was,htx,PeteBr00,def_int_long,0,,,,,
player,201811180was,htx,PeteBr00,pass_defended,0,,,,,
player,201811180was,htx,PeteBr00,sacks,0.0,,,,,
player,201811180was,htx,PeteBr00,tackles_combined,3,,,,,
player,201811180was,htx,PeteBr00,tackles_solo,1,,,,,
player,201811180was,htx,PeteBr00,tackles_assists,2,,,,,
player,201811180was,htx,PeteBr00,tackles_loss,0,,,,,
player,201811180was,htx,PeteBr00,qb_hits,0,,,,,
player,201811180was,htx,PeteBr00,fumbles_rec,0,,,,,
player,201811180was,htx,PeteBr00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,PeteBr00,fumbles_rec_td,0,,,,,
player,201811180was,htx,PeteBr00,fumbles_forced,0,,,,,
player,201811180was,htx,DunnBr00,def_int,0,,,,,
player,201811180was,htx,DunnBr00,def_int_yds,0,,,,,
player,201811180was,htx,DunnBr00,def_int_td,0,,,,,
player,201811180was,htx,DunnBr00,def_int_long,0,,,,,
player,201811180was,htx,DunnBr00,pass_defended,0,,,,,
player,201811180was,htx,DunnBr00,sacks,0.0,,,,,
player,201811180was,htx,DunnBr00,tackles_combined,2,,,,,
player,201811180was,htx,DunnBr00,tackles_solo,0,,,,,
player,201811180was,htx,DunnBr00,tackles_assists,2,,,,,
player,201811180was,htx,DunnBr00,tackles_loss,0,,,,,
player,201811180was,htx,DunnBr00,qb_hits,0,,,,,
player,201811180was,htx,DunnBr00,fumbles_rec,0,,,,,
player,201811180was,htx,DunnBr00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,DunnBr00,fumbles_rec_td,0,,,,,
player,201811180was,htx,DunnBr00,fumbles_forced,0,,,,,
player,201811180was,htx,ReadD.00,def_int,0,,,,,
player,201811180was,htx,ReadD.00,def_int_yds,0,,,,,
player,201811180was,htx,ReadD.00,def_int_td,0,,,,,
player,201811180was,htx,ReadD.00,def_int_long,0,,,,,
player,201811180was,htx,ReadD.00,pass_defended,0,,,,,
player,201811180was,htx,ReadD.00,sacks,0.0,,,,,
player,201811180was,htx,ReadD.00,tackles_combined,2,,,,,
player,201811180was,htx,ReadD.00,tackles_solo,2,,,,,
player,201811180was,htx,ReadD.00,tackles_assists,0,,,,,
player,201811180was,htx,ReadD.00,tackles_loss,0,,,,,
player,201811180was,htx,ReadD.00,qb_hits,0,,,,,
player,201811180was,htx,ReadD.00,fumbles_rec,0,,,,,
player,201811180was,htx,ReadD.00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,ReadD.00,fumbles_rec_td,0,,,,,
player,201811180was,htx,ReadD.00,fumbles_forced,0,,,,,
player,201811180was,htx,BadeJo00,def_int,0,,,,,
player,201811180was,htx,BadeJo00,def_int_yds,0,,,,,
player,201811180was,htx,BadeJo00,def_int_td,0,,,,,
player,201811180was,htx,BadeJo00,def_int_long,0,,,,,
player,201811180was,htx,BadeJo00,pass_defended,0,,,,,
player,201811180was,htx,BadeJo00,sacks,0.0,,,,,
player,201811180was,htx,BadeJo00,tackles_combined,1,,,,,
player,201811180was,htx,BadeJo00,tackles_solo,1,,,,,
player,201811180was,htx,BadeJo00,tackles_assists,0,,,,,
player,201811180was,htx,BadeJo00,tackles_loss,0,,,,,
player,201811180was,htx,BadeJo00,qb_hits,0,,,,,
player,201811180was,htx,BadeJo00,fumbles_rec,0,,,,,
player,201811180was,htx,BadeJo00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,BadeJo00,fumbles_rec_td,0,,,,,
player,201811180was,htx,BadeJo00,fumbles_forced,0,,,,,
player,201811180was,htx,BlacAn00,def_int,0,,,,,
player,201811180was,htx,BlacAn00,def_int_yds,0,,,,,
player,201811180was,htx,BlacAn00,def_int_td,0,,,,,
player,201811180was,htx,BlacAn00,def_int_long,0,,,,,
player,201811180was,htx,BlacAn00,pass_defended,0,,,,,
player,201811180was,htx,BlacAn00,sacks,0.0,,,,,
player,201811180was,htx,BlacAn00,tackles_combined,1,,,,,
player,201811180was,htx,BlacAn00,tackles_solo,0,,,,,
player,201811180was,htx,BlacAn00,tackles_assists,1,,,,,
player,201811180was,htx,BlacAn00,tackles_loss,0,,,,,
player,201811180was,htx,BlacAn00,qb_hits,0,,,,,
player,201811180was,htx,BlacAn00,fumbles_rec,0,,,,,
player,201811180was,htx,BlacAn00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,BlacAn00,fumbles_rec_td,0,,,,,
player,201811180was,htx,BlacAn00,fumbles_forced,0,,,,,
player,201811180was,htx,HoweGr00,def_int,0,,,,,
player,201811180was,htx,HoweGr00,def_int_yds,0,,,,,
player,201811180was,htx,HoweGr00,def_int_td,0,,,,,
player,201811180was,htx,HoweGr00,def_int_long,0,,,,,
player,201811180was,htx,HoweGr00,pass_defended,0,,,,,
player,201811180was,htx,HoweGr00,sacks,0.0,,,,,
player,201811180was,htx,HoweGr00,tackles_combined,1,,,,,
player,201811180was,htx,HoweGr00,tackles_solo,1,,,,,
player,201811180was,htx,HoweGr00,tackles_assists,0,,,,,
player,201811180was,htx,HoweGr00,tackles_loss,0,,,,,
player,201811180was,htx,HoweGr00,qb_hits,0,,,,,
player,201811180was,htx,HoweGr00,fumbles_rec,0,,,,,
player,201811180was,htx,HoweGr00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,HoweGr00,fumbles_rec_td,0,,,,,
player,201811180was,htx,HoweGr00,fumbles_forced,0,,,,,
player,201811180was,htx,JameNa00,def_int,0,,,,,
player,201811180was,htx,JameNa00,def_int_yds,0,,,,,
player,201811180was,htx,JameNa00,def_int_td,0,,,,,
player,201811180was,htx,JameNa00,def_int_long,0,,,,,
player,201811180was,htx,JameNa00,pass_defended,0,,,,,
player,201811180was,htx,JameNa00,sacks,0.0,,,,,
player,201811180was,htx,JameNa00,tackles_combined,1,,,,,
player,201811180was,htx,JameNa00,tackles_solo,1,,,,,
player,201811180was,htx,JameNa00,tackles_assists,0,,,,,
player,201811180was,htx,JameNa00,tackles_loss,0,,,,,
player,201811180was,htx,JameNa00,qb_hits,0,,,,,
player,201811180was,htx,JameNa00,fumbles_rec,0,,,,,
player,201811180was,htx,JameNa00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,JameNa00,fumbles_rec_td,0,,,,,
player,201811180was,htx,JameNa00,fumbles_forced,0,,,,,
player,201811180was,htx,MoorA.00,def_int,0,,,,,
player,201811180was,htx,MoorA.00,def_int_yds,0,,,,,
player,201811180was,htx,MoorA.00,def_int_td,0,,,,,
player,201811180was,htx,MoorA.00,def_int_long,0,,,,,
player,201811180was,htx,MoorA.00,pass_defended,0,,,,,
player,201811180was,htx,MoorA.00,sacks,0.0,,,,,
player,201811180was,htx,MoorA.00,tackles_combined,1,,,,,
player,201811180was,htx,MoorA.00,tackles_solo,1,,,,,
player,201811180was,htx,MoorA.00,tackles_assists,0,,,,,
player,201811180was,htx,MoorA.00,tackles_loss,0,,,,,
player,201811180was,htx,MoorA.00,qb_hits,0,,,,,
player,201811180was,htx,MoorA.00,fumbles_rec,0,,,,,
player,201811180was,htx,MoorA.00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,MoorA.00,fumbles_rec_td,0,,,,,
player,201811180was,htx,MoorA.00,fumbles_forced,0,,,,,
player,201811180was,htx,CoviCh00,def_int,0,,,,,
player,201811180was,htx,CoviCh00,def_int_yds,0,,,,,
player,201811180was,htx,CoviCh00,def_int_td,0,,,,,
player,201811180was,htx,CoviCh00,def_int_long,0,,,,,
player,201811180was,htx,CoviCh00,pass_defended,0,,,,,
player,201811180was,htx,CoviCh00,sacks,0.0,,,,,
player,201811180was,htx,CoviCh00,tackles_combined,0,,,,,
player,201811180was,htx,CoviCh00,tackles_solo,0,,,,,
player,201811180was,htx,CoviCh00,tackles_assists,0,,,,,
player,201811180was,htx,CoviCh00,tackles_loss,0,,,,,
player,201811180was,htx,CoviCh00,qb_hits,1,,,,,
player,201811180was,htx,CoviCh00,fumbles_rec,0,,,,,
player,201811180was,htx,CoviCh00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,CoviCh00,fumbles_rec_td,0,,,,,
player,201811180was,htx,CoviCh00,fumbles_forced,0,,,,,
player,201811180was,htx,DaveJu00,def_int,0,,,,,
player,201811180was,htx,DaveJu00,def_int_yds,0,,,,,
player,201811180was,htx,DaveJu00,def_int_td,0,,,,,
player,201811180was,htx,DaveJu00,def_int_long,0,,,,,
player,201811180was,htx,DaveJu00,pass_defended,0,,,,,
player,201811180was,htx,DaveJu00,sacks,0.0,,,,,
player,201811180was,htx,DaveJu00,tackles_combined,0,,,,,
player,201811180was,htx,DaveJu00,tackles_solo,0,,,,,
player,201811180was,htx,DaveJu00,tackles_assists,0,,,,,
player,201811180was,htx,DaveJu00,tackles_loss,,,,,,
player,201811180was,htx,DaveJu00,qb_hits,,,,,,
player,201811180was,htx,DaveJu00,fumbles_rec,1,,,,,
player,201811180was,htx,DaveJu00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,DaveJu00,fumbles_rec_td,0,,,,,
player,201811180was,htx,DaveJu00,fumbles_forced,0,,,,,
player,201811180was,htx,HalxAn00,def_int,0,,,,,
player,201811180was,htx,HalxAn00,def_int_yds,0,,,,,
player,201811180was,htx,HalxAn00,def_int_td,0,,,,,
player,201811180was,htx,HalxAn00,def_int_long,0,,,,,
player,201811180was,htx,HalxAn00,pass_defended,1,,,,,
player,201811180was,htx,HalxAn00,sacks,0.0,,,,,
player,201811180was,htx,HalxAn00,tackles_combined,0,,,,,
player,201811180was,htx,HalxAn00,tackles_solo,0,,,,,
player,201811180was,htx,HalxAn00,tackles_assists,0,,,,,
player,201811180was,htx,HalxAn00,tackles_loss,0,,,,,
player,201811180was,htx,HalxAn00,qb_hits,0,,,,,
player,201811180was,htx,HalxAn00,fumbles_rec,0,,,,,
player,201811180was,htx,HalxAn00,fumbles_rec_yds,0,,,,,
player,201811180was,htx,HalxAn00,fumbles_rec_td,0,,,,,
player,201811180was,htx,HalxAn00,fumbles_forced,0,,,,,
player,201811180was,was,SmitPr00,def_int,1,,,,,
player,201811180was,was,SmitPr00,def_int_yds,3,,,,,
player,201811180was,was,SmitPr00,def_int_td,0,,,,,
player,201811180was,was,SmitPr00,def_int_long,3,,,,,
player,201811180was,was,SmitPr00,pass_defended,1,,,,,
player,201811180was,was,SmitPr00,sacks,1.0,,,,,
player,201811180was,was,SmitPr00,tackles_combined,4,,,,,
player,201811180was,was,SmitPr00,tackles_solo,2,,,,,
player,201811180was,was,SmitPr00,tackles_assists,2,,,,,
player,201811180was,was,SmitPr00,tackles_loss,1,,,,,
player,201811180was,was,SmitPr00,qb_hits,2,,,,,
player,201811180was,was,SmitPr00,fumbles_rec,0,,,,,
player,201811180was,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201811180was,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201811180was,was,SmitPr00,fumbles_forced,0,,,,,
player,201811180was,was,FostMa00,def_int,1,,,,,
player,201811180was,was,FostMa00,def_int_yds,4,,,,,
player,201811180was,was,FostMa00,def_int_td,0,,,,,
player,201811180was,was,FostMa00,def_int_long,4,,,,,
player,201811180was,was,FostMa00,pass_defended,1,,,,,
player,201811180was,was,FostMa00,sacks,0.0,,,,,
player,201811180was,was,FostMa00,tackles_combined,10,,,,,
player,201811180was,was,FostMa00,tackles_solo,9,,,,,
player,201811180was,was,FostMa00,tackles_assists,1,,,,,
player,201811180was,was,FostMa00,tackles_loss,0,,,,,
player,201811180was,was,FostMa00,qb_hits,0,,,,,
player,201811180was,was,FostMa00,fumbles_rec,1,,,,,
player,201811180was,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201811180was,was,FostMa00,fumbles_rec_td,0,,,,,
player,201811180was,was,FostMa00,fumbles_forced,0,,,,,
player,201811180was,was,KerrRy00,def_int,0,,,,,
player,201811180was,was,KerrRy00,def_int_yds,0,,,,,
player,201811180was,was,KerrRy00,def_int_td,0,,,,,
player,201811180was,was,KerrRy00,def_int_long,0,,,,,
player,201811180was,was,KerrRy00,pass_defended,0,,,,,
player,201811180was,was,KerrRy00,sacks,2.0,,,,,
player,201811180was,was,KerrRy00,tackles_combined,3,,,,,
player,201811180was,was,KerrRy00,tackles_solo,2,,,,,
player,201811180was,was,KerrRy00,tackles_assists,1,,,,,
player,201811180was,was,KerrRy00,tackles_loss,1,,,,,
player,201811180was,was,KerrRy00,qb_hits,2,,,,,
player,201811180was,was,KerrRy00,fumbles_rec,0,,,,,
player,201811180was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201811180was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201811180was,was,KerrRy00,fumbles_forced,0,,,,,
player,201811180was,was,ClinHa00,def_int,0,,,,,
player,201811180was,was,ClinHa00,def_int_yds,0,,,,,
player,201811180was,was,ClinHa00,def_int_td,0,,,,,
player,201811180was,was,ClinHa00,def_int_long,0,,,,,
player,201811180was,was,ClinHa00,pass_defended,0,,,,,
player,201811180was,was,ClinHa00,sacks,0.0,,,,,
player,201811180was,was,ClinHa00,tackles_combined,13,,,,,
player,201811180was,was,ClinHa00,tackles_solo,11,,,,,
player,201811180was,was,ClinHa00,tackles_assists,2,,,,,
player,201811180was,was,ClinHa00,tackles_loss,0,,,,,
player,201811180was,was,ClinHa00,qb_hits,0,,,,,
player,201811180was,was,ClinHa00,fumbles_rec,0,,,,,
player,201811180was,was,ClinHa00,fumbles_rec_yds,0,,,,,
player,201811180was,was,ClinHa00,fumbles_rec_td,0,,,,,
player,201811180was,was,ClinHa00,fumbles_forced,1,,,,,
player,201811180was,was,PaynDa00,def_int,0,,,,,
player,201811180was,was,PaynDa00,def_int_yds,0,,,,,
player,201811180was,was,PaynDa00,def_int_td,0,,,,,
player,201811180was,was,PaynDa00,def_int_long,0,,,,,
player,201811180was,was,PaynDa00,pass_defended,0,,,,,
player,201811180was,was,PaynDa00,sacks,0.0,,,,,
player,201811180was,was,PaynDa00,tackles_combined,8,,,,,
player,201811180was,was,PaynDa00,tackles_solo,3,,,,,
player,201811180was,was,PaynDa00,tackles_assists,5,,,,,
player,201811180was,was,PaynDa00,tackles_loss,0,,,,,
player,201811180was,was,PaynDa00,qb_hits,0,,,,,
player,201811180was,was,PaynDa00,fumbles_rec,0,,,,,
player,201811180was,was,PaynDa00,fumbles_rec_yds,0,,,,,
player,201811180was,was,PaynDa00,fumbles_rec_td,0,,,,,
player,201811180was,was,PaynDa00,fumbles_forced,0,,,,,
player,201811180was,was,BrowZa00,def_int,0,,,,,
player,201811180was,was,BrowZa00,def_int_yds,0,,,,,
player,201811180was,was,BrowZa00,def_int_td,0,,,,,
player,201811180was,was,BrowZa00,def_int_long,0,,,,,
player,201811180was,was,BrowZa00,pass_defended,0,,,,,
player,201811180was,was,BrowZa00,sacks,0.0,,,,,
player,201811180was,was,BrowZa00,tackles_combined,6,,,,,
player,201811180was,was,BrowZa00,tackles_solo,3,,,,,
player,201811180was,was,BrowZa00,tackles_assists,3,,,,,
player,201811180was,was,BrowZa00,tackles_loss,0,,,,,
player,201811180was,was,BrowZa00,qb_hits,0,,,,,
player,201811180was,was,BrowZa00,fumbles_rec,0,,,,,
player,201811180was,was,BrowZa00,fumbles_rec_yds,0,,,,,
player,201811180was,was,BrowZa00,fumbles_rec_td,0,,,,,
player,201811180was,was,BrowZa00,fumbles_forced,0,,,,,
player,201811180was,was,AlleJo01,def_int,0,,,,,
player,201811180was,was,AlleJo01,def_int_yds,0,,,,,
player,201811180was,was,AlleJo01,def_int_td,0,,,,,
player,201811180was,was,AlleJo01,def_int_long,0,,,,,
player,201811180was,was,AlleJo01,pass_defended,0,,,,,
player,201811180was,was,AlleJo01,sacks,0.0,,,,,
player,201811180was,was,AlleJo01,tackles_combined,4,,,,,
player,201811180was,was,AlleJo01,tackles_solo,3,,,,,
player,201811180was,was,AlleJo01,tackles_assists,1,,,,,
player,201811180was,was,AlleJo01,tackles_loss,1,,,,,
player,201811180was,was,AlleJo01,qb_hits,0,,,,,
player,201811180was,was,AlleJo01,fumbles_rec,0,,,,,
player,201811180was,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201811180was,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201811180was,was,AlleJo01,fumbles_forced,0,,,,,
player,201811180was,was,AndeRy00,def_int,0,,,,,
player,201811180was,was,AndeRy00,def_int_yds,0,,,,,
player,201811180was,was,AndeRy00,def_int_td,0,,,,,
player,201811180was,was,AndeRy00,def_int_long,0,,,,,
player,201811180was,was,AndeRy00,pass_defended,0,,,,,
player,201811180was,was,AndeRy00,sacks,0.0,,,,,
player,201811180was,was,AndeRy00,tackles_combined,4,,,,,
player,201811180was,was,AndeRy00,tackles_solo,0,,,,,
player,201811180was,was,AndeRy00,tackles_assists,4,,,,,
player,201811180was,was,AndeRy00,tackles_loss,0,,,,,
player,201811180was,was,AndeRy00,qb_hits,0,,,,,
player,201811180was,was,AndeRy00,fumbles_rec,0,,,,,
player,201811180was,was,AndeRy00,fumbles_rec_yds,0,,,,,
player,201811180was,was,AndeRy00,fumbles_rec_td,0,,,,,
player,201811180was,was,AndeRy00,fumbles_forced,0,,,,,
player,201811180was,was,IoanMa01,def_int,0,,,,,
player,201811180was,was,IoanMa01,def_int_yds,0,,,,,
player,201811180was,was,IoanMa01,def_int_td,0,,,,,
player,201811180was,was,IoanMa01,def_int_long,0,,,,,
player,201811180was,was,IoanMa01,pass_defended,0,,,,,
player,201811180was,was,IoanMa01,sacks,0.0,,,,,
player,201811180was,was,IoanMa01,tackles_combined,3,,,,,
player,201811180was,was,IoanMa01,tackles_solo,2,,,,,
player,201811180was,was,IoanMa01,tackles_assists,1,,,,,
player,201811180was,was,IoanMa01,tackles_loss,0,,,,,
player,201811180was,was,IoanMa01,qb_hits,0,,,,,
player,201811180was,was,IoanMa01,fumbles_rec,0,,,,,
player,201811180was,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201811180was,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201811180was,was,IoanMa01,fumbles_forced,0,,,,,
player,201811180was,was,StroGr00,def_int,0,,,,,
player,201811180was,was,StroGr00,def_int_yds,0,,,,,
player,201811180was,was,StroGr00,def_int_td,0,,,,,
player,201811180was,was,StroGr00,def_int_long,0,,,,,
player,201811180was,was,StroGr00,pass_defended,0,,,,,
player,201811180was,was,StroGr00,sacks,0.0,,,,,
player,201811180was,was,StroGr00,tackles_combined,3,,,,,
player,201811180was,was,StroGr00,tackles_solo,0,,,,,
player,201811180was,was,StroGr00,tackles_assists,3,,,,,
player,201811180was,was,StroGr00,tackles_loss,0,,,,,
player,201811180was,was,StroGr00,qb_hits,0,,,,,
player,201811180was,was,StroGr00,fumbles_rec,0,,,,,
player,201811180was,was,StroGr00,fumbles_rec_yds,0,,,,,
player,201811180was,was,StroGr00,fumbles_rec_td,0,,,,,
player,201811180was,was,StroGr00,fumbles_forced,0,,,,,
player,201811180was,was,MoreFa00,def_int,0,,,,,
player,201811180was,was,MoreFa00,def_int_yds,0,,,,,
player,201811180was,was,MoreFa00,def_int_td,0,,,,,
player,201811180was,was,MoreFa00,def_int_long,0,,,,,
player,201811180was,was,MoreFa00,pass_defended,0,,,,,
player,201811180was,was,MoreFa00,sacks,0.0,,,,,
player,201811180was,was,MoreFa00,tackles_combined,2,,,,,
player,201811180was,was,MoreFa00,tackles_solo,1,,,,,
player,201811180was,was,MoreFa00,tackles_assists,1,,,,,
player,201811180was,was,MoreFa00,tackles_loss,0,,,,,
player,201811180was,was,MoreFa00,qb_hits,0,,,,,
player,201811180was,was,MoreFa00,fumbles_rec,0,,,,,
player,201811180was,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201811180was,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201811180was,was,MoreFa00,fumbles_forced,0,,,,,
player,201811180was,was,NormJo01,def_int,0,,,,,
player,201811180was,was,NormJo01,def_int_yds,0,,,,,
player,201811180was,was,NormJo01,def_int_td,0,,,,,
player,201811180was,was,NormJo01,def_int_long,0,,,,,
player,201811180was,was,NormJo01,pass_defended,0,,,,,
player,201811180was,was,NormJo01,sacks,0.0,,,,,
player,201811180was,was,NormJo01,tackles_combined,2,,,,,
player,201811180was,was,NormJo01,tackles_solo,0,,,,,
player,201811180was,was,NormJo01,tackles_assists,2,,,,,
player,201811180was,was,NormJo01,tackles_loss,0,,,,,
player,201811180was,was,NormJo01,qb_hits,0,,,,,
player,201811180was,was,NormJo01,fumbles_rec,0,,,,,
player,201811180was,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201811180was,was,NormJo01,fumbles_rec_td,0,,,,,
player,201811180was,was,NormJo01,fumbles_forced,0,,,,,
player,201811180was,was,SweaDJ00,def_int,0,,,,,
player,201811180was,was,SweaDJ00,def_int_yds,0,,,,,
player,201811180was,was,SweaDJ00,def_int_td,0,,,,,
player,201811180was,was,SweaDJ00,def_int_long,0,,,,,
player,201811180was,was,SweaDJ00,pass_defended,0,,,,,
player,201811180was,was,SweaDJ00,sacks,0.0,,,,,
player,201811180was,was,SweaDJ00,tackles_combined,2,,,,,
player,201811180was,was,SweaDJ00,tackles_solo,2,,,,,
player,201811180was,was,SweaDJ00,tackles_assists,0,,,,,
player,201811180was,was,SweaDJ00,tackles_loss,0,,,,,
player,201811180was,was,SweaDJ00,qb_hits,0,,,,,
player,201811180was,was,SweaDJ00,fumbles_rec,0,,,,,
player,201811180was,was,SweaDJ00,fumbles_rec_yds,0,,,,,
