game,2018,14,20181209,201812090chi,ram,"Los Angeles Rams",6,chi,"Chicago Bears",15
player,201812090chi,chi,GabrTa00,offense,57,,,,,
player,201812090chi,chi,GabrTa00,off_pct,80%,,,,,
player,201812090chi,chi,GabrTa00,defense,0,,,,,
player,201812090chi,chi,GabrTa00,def_pct,0%,,,,,
player,201812090chi,chi,GabrTa00,special_teams,0,,,,,
player,201812090chi,chi,GabrTa00,st_pct,0%,,,,,
player,201812090chi,chi,HowaJo00,pos,RB,,,,,
player,201812090chi,chi,HowaJo00,offense,39,,,,,
player,201812090chi,chi,HowaJo00,off_pct,55%,,,,,
player,201812090chi,chi,HowaJo00,defense,0,,,,,
player,201812090chi,chi,HowaJo00,def_pct,0%,,,,,
player,201812090chi,chi,HowaJo00,special_teams,0,,,,,
player,201812090chi,chi,HowaJo00,st_pct,0%,,,,,
player,201812090chi,chi,MillAn02,pos,WR,,,,,
player,201812090chi,chi,MillAn02,offense,37,,,,,
player,201812090chi,chi,MillAn02,off_pct,52%,,,,,
player,201812090chi,chi,MillAn02,defense,0,,,,,
player,201812090chi,chi,MillAn02,def_pct,0%,,,,,
player,201812090chi,chi,MillAn02,special_teams,3,,,,,
player,201812090chi,chi,MillAn02,st_pct,12%,,,,,
player,201812090chi,chi,CoheTa00,pos,RB,,,,,
player,201812090chi,chi,CoheTa00,offense,30,,,,,
player,201812090chi,chi,CoheTa00,off_pct,42%,,,,,
player,201812090chi,chi,CoheTa00,defense,0,,,,,
player,201812090chi,chi,CoheTa00,def_pct,0%,,,,,
player,201812090chi,chi,CoheTa00,special_teams,5,,,,,
player,201812090chi,chi,CoheTa00,st_pct,21%,,,,,
player,201812090chi,chi,ShahAd00,pos,TE,,,,,
player,201812090chi,chi,ShahAd00,offense,22,,,,,
player,201812090chi,chi,ShahAd00,off_pct,31%,,,,,
player,201812090chi,chi,ShahAd00,defense,0,,,,,
player,201812090chi,chi,ShahAd00,def_pct,0%,,,,,
player,201812090chi,chi,ShahAd00,special_teams,0,,,,,
player,201812090chi,chi,ShahAd00,st_pct,0%,,,,,
player,201812090chi,chi,BellJo02,pos,WR,,,,,
player,201812090chi,chi,BellJo02,offense,19,,,,,
player,201812090chi,chi,BellJo02,off_pct,27%,,,,,
player,201812090chi,chi,BellJo02,defense,0,,,,,
player,201812090chi,chi,BellJo02,def_pct,0%,,,,,
player,201812090chi,chi,BellJo02,special_teams,14,,,,,
player,201812090chi,chi,BellJo02,st_pct,58%,,,,,
player,201812090chi,chi,BurtMi00,pos,FB,,,,,
player,201812090chi,chi,BurtMi00,offense,10,,,,,
player,201812090chi,chi,BurtMi00,off_pct,14%,,,,,
player,201812090chi,chi,BurtMi00,defense,0,,,,,
player,201812090chi,chi,BurtMi00,def_pct,0%,,,,,
player,201812090chi,chi,BurtMi00,special_teams,8,,,,,
player,201812090chi,chi,BurtMi00,st_pct,33%,,,,,
player,201812090chi,chi,MizzTa00,pos,RB,,,,,
player,201812090chi,chi,MizzTa00,offense,6,,,,,
player,201812090chi,chi,MizzTa00,off_pct,8%,,,,,
player,201812090chi,chi,MizzTa00,defense,0,,,,,
player,201812090chi,chi,MizzTa00,def_pct,0%,,,,,
player,201812090chi,chi,MizzTa00,special_teams,4,,,,,
player,201812090chi,chi,MizzTa00,st_pct,17%,,,,,
player,201812090chi,chi,BrauBe00,pos,TE,,,,,
player,201812090chi,chi,BrauBe00,offense,5,,,,,
player,201812090chi,chi,BrauBe00,off_pct,7%,,,,,
player,201812090chi,chi,BrauBe00,defense,0,,,,,
player,201812090chi,chi,BrauBe00,def_pct,0%,,,,,
player,201812090chi,chi,BrauBe00,special_teams,14,,,,,
player,201812090chi,chi,BrauBe00,st_pct,58%,,,,,
player,201812090chi,chi,BrowDa04,pos,TE,,,,,
player,201812090chi,chi,BrowDa04,offense,3,,,,,
player,201812090chi,chi,BrowDa04,off_pct,4%,,,,,
player,201812090chi,chi,BrowDa04,defense,0,,,,,
player,201812090chi,chi,BrowDa04,def_pct,0%,,,,,
player,201812090chi,chi,BrowDa04,special_teams,14,,,,,
player,201812090chi,chi,BrowDa04,st_pct,58%,,,,,
player,201812090chi,chi,SoweBr00,pos,T,,,,,
player,201812090chi,chi,SoweBr00,offense,3,,,,,
player,201812090chi,chi,SoweBr00,off_pct,4%,,,,,
player,201812090chi,chi,SoweBr00,defense,0,,,,,
player,201812090chi,chi,SoweBr00,def_pct,0%,,,,,
player,201812090chi,chi,SoweBr00,special_teams,4,,,,,
player,201812090chi,chi,SoweBr00,st_pct,17%,,,,,
player,201812090chi,chi,CunnBe01,pos,RB,,,,,
player,201812090chi,chi,CunnBe01,offense,2,,,,,
player,201812090chi,chi,CunnBe01,off_pct,3%,,,,,
player,201812090chi,chi,CunnBe01,defense,0,,,,,
player,201812090chi,chi,CunnBe01,def_pct,0%,,,,,
player,201812090chi,chi,CunnBe01,special_teams,14,,,,,
player,201812090chi,chi,CunnBe01,st_pct,58%,,,,,
player,201812090chi,chi,HickAk00,pos,DT,,,,,
player,201812090chi,chi,HickAk00,offense,1,,,,,
player,201812090chi,chi,HickAk00,off_pct,1%,,,,,
player,201812090chi,chi,HickAk00,defense,49,,,,,
player,201812090chi,chi,HickAk00,def_pct,78%,,,,,
player,201812090chi,chi,HickAk00,special_teams,0,,,,,
player,201812090chi,chi,HickAk00,st_pct,0%,,,,,
player,201812090chi,chi,RobeRo00,pos,DE,,,,,
player,201812090chi,chi,RobeRo00,offense,1,,,,,
player,201812090chi,chi,RobeRo00,off_pct,1%,,,,,
player,201812090chi,chi,RobeRo00,defense,30,,,,,
player,201812090chi,chi,RobeRo00,def_pct,48%,,,,,
player,201812090chi,chi,RobeRo00,special_teams,10,,,,,
player,201812090chi,chi,RobeRo00,st_pct,42%,,,,,
player,201812090chi,chi,NichBi00,pos,DT,,,,,
player,201812090chi,chi,NichBi00,offense,1,,,,,
player,201812090chi,chi,NichBi00,off_pct,1%,,,,,
player,201812090chi,chi,NichBi00,defense,18,,,,,
player,201812090chi,chi,NichBi00,def_pct,29%,,,,,
player,201812090chi,chi,NichBi00,special_teams,3,,,,,
player,201812090chi,chi,NichBi00,st_pct,12%,,,,,
player,201812090chi,chi,BullJo00,pos,DE,,,,,
player,201812090chi,chi,BullJo00,offense,1,,,,,
player,201812090chi,chi,BullJo00,off_pct,1%,,,,,
player,201812090chi,chi,BullJo00,defense,13,,,,,
player,201812090chi,chi,BullJo00,def_pct,21%,,,,,
player,201812090chi,chi,BullJo00,special_teams,6,,,,,
player,201812090chi,chi,BullJo00,st_pct,25%,,,,,
player,201812090chi,chi,AmosAd00,pos,FS,,,,,
player,201812090chi,chi,AmosAd00,offense,0,,,,,
player,201812090chi,chi,AmosAd00,off_pct,0%,,,,,
player,201812090chi,chi,AmosAd00,defense,63,,,,,
player,201812090chi,chi,AmosAd00,def_pct,100%,,,,,
player,201812090chi,chi,AmosAd00,special_teams,6,,,,,
player,201812090chi,chi,AmosAd00,st_pct,25%,,,,,
player,201812090chi,chi,JackEd01,pos,FS,,,,,
player,201812090chi,chi,JackEd01,offense,0,,,,,
player,201812090chi,chi,JackEd01,off_pct,0%,,,,,
player,201812090chi,chi,JackEd01,defense,63,,,,,
player,201812090chi,chi,JackEd01,def_pct,100%,,,,,
player,201812090chi,chi,JackEd01,special_teams,0,,,,,
player,201812090chi,chi,JackEd01,st_pct,0%,,,,,
player,201812090chi,chi,AmukPr00,pos,CB,,,,,
player,201812090chi,chi,AmukPr00,offense,0,,,,,
player,201812090chi,chi,AmukPr00,off_pct,0%,,,,,
player,201812090chi,chi,AmukPr00,defense,62,,,,,
player,201812090chi,chi,AmukPr00,def_pct,98%,,,,,
player,201812090chi,chi,AmukPr00,special_teams,1,,,,,
player,201812090chi,chi,AmukPr00,st_pct,4%,,,,,
player,201812090chi,chi,FullKy00,pos,CB,,,,,
player,201812090chi,chi,FullKy00,offense,0,,,,,
player,201812090chi,chi,FullKy00,off_pct,0%,,,,,
player,201812090chi,chi,FullKy00,defense,61,,,,,
player,201812090chi,chi,FullKy00,def_pct,97%,,,,,
player,201812090chi,chi,FullKy00,special_teams,5,,,,,
player,201812090chi,chi,FullKy00,st_pct,21%,,,,,
player,201812090chi,chi,TrevDa00,pos,LB,,,,,
player,201812090chi,chi,TrevDa00,offense,0,,,,,
player,201812090chi,chi,TrevDa00,off_pct,0%,,,,,
player,201812090chi,chi,TrevDa00,defense,60,,,,,
player,201812090chi,chi,TrevDa00,def_pct,95%,,,,,
player,201812090chi,chi,TrevDa00,special_teams,6,,,,,
player,201812090chi,chi,TrevDa00,st_pct,25%,,,,,
player,201812090chi,chi,SmitRo07,pos,LB,,,,,
player,201812090chi,chi,SmitRo07,offense,0,,,,,
player,201812090chi,chi,SmitRo07,off_pct,0%,,,,,
player,201812090chi,chi,SmitRo07,defense,59,,,,,
player,201812090chi,chi,SmitRo07,def_pct,94%,,,,,
player,201812090chi,chi,SmitRo07,special_teams,3,,,,,
player,201812090chi,chi,SmitRo07,st_pct,12%,,,,,
player,201812090chi,chi,MackKh00,pos,LB,,,,,
player,201812090chi,chi,MackKh00,offense,0,,,,,
player,201812090chi,chi,MackKh00,off_pct,0%,,,,,
player,201812090chi,chi,MackKh00,defense,54,,,,,
player,201812090chi,chi,MackKh00,def_pct,86%,,,,,
player,201812090chi,chi,MackKh00,special_teams,0,,,,,
player,201812090chi,chi,MackKh00,st_pct,0%,,,,,
player,201812090chi,chi,FloyLe00,pos,LB,,,,,
player,201812090chi,chi,FloyLe00,offense,0,,,,,
player,201812090chi,chi,FloyLe00,off_pct,0%,,,,,
player,201812090chi,chi,FloyLe00,defense,51,,,,,
player,201812090chi,chi,FloyLe00,def_pct,81%,,,,,
player,201812090chi,chi,FloyLe00,special_teams,2,,,,,
player,201812090chi,chi,FloyLe00,st_pct,8%,,,,,
player,201812090chi,chi,GoldEd00,pos,NT,,,,,
player,201812090chi,chi,GoldEd00,offense,0,,,,,
player,201812090chi,chi,GoldEd00,off_pct,0%,,,,,
player,201812090chi,chi,GoldEd00,defense,36,,,,,
player,201812090chi,chi,GoldEd00,def_pct,57%,,,,,
player,201812090chi,chi,GoldEd00,special_teams,3,,,,,
player,201812090chi,chi,GoldEd00,st_pct,12%,,,,,
player,201812090chi,chi,McMaSh99,pos,CB,,,,,
player,201812090chi,chi,McMaSh99,offense,0,,,,,
player,201812090chi,chi,McMaSh99,off_pct,0%,,,,,
player,201812090chi,chi,McMaSh99,defense,35,,,,,
player,201812090chi,chi,McMaSh99,def_pct,56%,,,,,
player,201812090chi,chi,McMaSh99,special_teams,14,,,,,
player,201812090chi,chi,McMaSh99,st_pct,58%,,,,,
player,201812090chi,chi,LyncAa00,pos,LB,,,,,
player,201812090chi,chi,LyncAa00,offense,0,,,,,
player,201812090chi,chi,LyncAa00,off_pct,0%,,,,,
player,201812090chi,chi,LyncAa00,defense,21,,,,,
player,201812090chi,chi,LyncAa00,def_pct,33%,,,,,
player,201812090chi,chi,LyncAa00,special_teams,3,,,,,
player,201812090chi,chi,LyncAa00,st_pct,12%,,,,,
player,201812090chi,chi,CallBr00,pos,CB,,,,,
player,201812090chi,chi,CallBr00,offense,0,,,,,
player,201812090chi,chi,CallBr00,off_pct,0%,,,,,
player,201812090chi,chi,CallBr00,defense,13,,,,,
player,201812090chi,chi,CallBr00,def_pct,21%,,,,,
player,201812090chi,chi,CallBr00,special_teams,1,,,,,
player,201812090chi,chi,CallBr00,st_pct,4%,,,,,
player,201812090chi,chi,ToliKe00,pos,CB,,,,,
player,201812090chi,chi,ToliKe00,offense,0,,,,,
player,201812090chi,chi,ToliKe00,off_pct,0%,,,,,
player,201812090chi,chi,ToliKe00,defense,3,,,,,
player,201812090chi,chi,ToliKe00,def_pct,5%,,,,,
player,201812090chi,chi,ToliKe00,special_teams,6,,,,,
player,201812090chi,chi,ToliKe00,st_pct,25%,,,,,
player,201812090chi,chi,HousDe00,pos,FS,,,,,
player,201812090chi,chi,HousDe00,offense,0,,,,,
player,201812090chi,chi,HousDe00,off_pct,0%,,,,,
player,201812090chi,chi,HousDe00,defense,2,,,,,
player,201812090chi,chi,HousDe00,def_pct,3%,,,,,
player,201812090chi,chi,HousDe00,special_teams,17,,,,,
player,201812090chi,chi,HousDe00,st_pct,71%,,,,,
player,201812090chi,chi,IyieJo00,pos,LB,,,,,
player,201812090chi,chi,IyieJo00,offense,0,,,,,
player,201812090chi,chi,IyieJo00,off_pct,0%,,,,,
player,201812090chi,chi,IyieJo00,defense,0,,,,,
player,201812090chi,chi,IyieJo00,def_pct,0%,,,,,
player,201812090chi,chi,IyieJo00,special_teams,17,,,,,
player,201812090chi,chi,IyieJo00,st_pct,71%,,,,,
player,201812090chi,chi,KwiaNi00,pos,LB,,,,,
player,201812090chi,chi,KwiaNi00,offense,0,,,,,
player,201812090chi,chi,KwiaNi00,off_pct,0%,,,,,
player,201812090chi,chi,KwiaNi00,defense,0,,,,,
player,201812090chi,chi,KwiaNi00,def_pct,0%,,,,,
player,201812090chi,chi,KwiaNi00,special_teams,15,,,,,
player,201812090chi,chi,KwiaNi00,st_pct,62%,,,,,
player,201812090chi,chi,IrviIs00,pos,LB,,,,,
player,201812090chi,chi,IrviIs00,offense,0,,,,,
player,201812090chi,chi,IrviIs00,off_pct,0%,,,,,
player,201812090chi,chi,IrviIs00,defense,0,,,,,
player,201812090chi,chi,IrviIs00,def_pct,0%,,,,,
player,201812090chi,chi,IrviIs00,special_teams,15,,,,,
player,201812090chi,chi,IrviIs00,st_pct,62%,,,,,
player,201812090chi,chi,ScalPa00,pos,LS,,,,,
player,201812090chi,chi,ScalPa00,offense,0,,,,,
player,201812090chi,chi,ScalPa00,off_pct,0%,,,,,
player,201812090chi,chi,ScalPa00,defense,0,,,,,
player,201812090chi,chi,ScalPa00,def_pct,0%,,,,,
player,201812090chi,chi,ScalPa00,special_teams,9,,,,,
player,201812090chi,chi,ScalPa00,st_pct,38%,,,,,
player,201812090chi,chi,ODonPa00,pos,P,,,,,
player,201812090chi,chi,ODonPa00,offense,0,,,,,
player,201812090chi,chi,ODonPa00,off_pct,0%,,,,,
player,201812090chi,chi,ODonPa00,defense,0,,,,,
player,201812090chi,chi,ODonPa00,def_pct,0%,,,,,
player,201812090chi,chi,ODonPa00,special_teams,9,,,,,
player,201812090chi,chi,ODonPa00,st_pct,38%,,,,,
player,201812090chi,chi,ParkCo03,pos,K,,,,,
player,201812090chi,chi,ParkCo03,offense,0,,,,,
player,201812090chi,chi,ParkCo03,off_pct,0%,,,,,
player,201812090chi,chi,ParkCo03,defense,0,,,,,
player,201812090chi,chi,ParkCo03,def_pct,0%,,,,,
player,201812090chi,chi,ParkCo03,special_teams,8,,,,,
player,201812090chi,chi,ParkCo03,st_pct,33%,,,,,
player,201812090chi,chi,KushEr00,pos,G,,,,,
player,201812090chi,chi,KushEr00,offense,0,,,,,
player,201812090chi,chi,KushEr00,off_pct,0%,,,,,
player,201812090chi,chi,KushEr00,defense,0,,,,,
player,201812090chi,chi,KushEr00,def_pct,0%,,,,,
player,201812090chi,chi,KushEr00,special_teams,4,,,,,
player,201812090chi,chi,KushEr00,st_pct,17%,,,,,
player,201812090chi,ram,BlytAu00,pos,G,,,,,
player,201812090chi,ram,BlytAu00,offense,63,,,,,
player,201812090chi,ram,BlytAu00,off_pct,100%,,,,,
player,201812090chi,ram,BlytAu00,defense,0,,,,,
player,201812090chi,ram,BlytAu00,def_pct,0%,,,,,
player,201812090chi,ram,BlytAu00,special_teams,3,,,,,
player,201812090chi,ram,BlytAu00,st_pct,12%,,,,,
player,201812090chi,ram,WhitAn20,pos,T,,,,,
player,201812090chi,ram,WhitAn20,offense,63,,,,,
player,201812090chi,ram,WhitAn20,off_pct,100%,,,,,
player,201812090chi,ram,WhitAn20,defense,0,,,,,
player,201812090chi,ram,WhitAn20,def_pct,0%,,,,,
player,201812090chi,ram,WhitAn20,special_teams,3,,,,,
player,201812090chi,ram,WhitAn20,st_pct,12%,,,,,
player,201812090chi,ram,HaveRo00,pos,T,,,,,
player,201812090chi,ram,HaveRo00,offense,63,,,,,
player,201812090chi,ram,HaveRo00,off_pct,100%,,,,,
player,201812090chi,ram,HaveRo00,defense,0,,,,,
player,201812090chi,ram,HaveRo00,def_pct,0%,,,,,
player,201812090chi,ram,HaveRo00,special_teams,3,,,,,
player,201812090chi,ram,HaveRo00,st_pct,12%,,,,,
player,201812090chi,ram,ReynJo00,pos,WR,,,,,
player,201812090chi,ram,ReynJo00,offense,63,,,,,
player,201812090chi,ram,ReynJo00,off_pct,100%,,,,,
player,201812090chi,ram,ReynJo00,defense,0,,,,,
player,201812090chi,ram,ReynJo00,def_pct,0%,,,,,
player,201812090chi,ram,ReynJo00,special_teams,0,,,,,
player,201812090chi,ram,ReynJo00,st_pct,0%,,,,,
player,201812090chi,ram,WoodRo02,pos,WR,,,,,
player,201812090chi,ram,WoodRo02,offense,63,,,,,
player,201812090chi,ram,WoodRo02,off_pct,100%,,,,,
player,201812090chi,ram,WoodRo02,defense,0,,,,,
player,201812090chi,ram,WoodRo02,def_pct,0%,,,,,
player,201812090chi,ram,WoodRo02,special_teams,0,,,,,
player,201812090chi,ram,WoodRo02,st_pct,0%,,,,,
player,201812090chi,ram,GoffJa00,pos,QB,,,,,
player,201812090chi,ram,GoffJa00,offense,63,,,,,
player,201812090chi,ram,GoffJa00,off_pct,100%,,,,,
player,201812090chi,ram,GoffJa00,defense,0,,,,,
player,201812090chi,ram,GoffJa00,def_pct,0%,,,,,
player,201812090chi,ram,GoffJa00,special_teams,0,,,,,
player,201812090chi,ram,GoffJa00,st_pct,0%,,,,,
player,201812090chi,ram,CookBr00,pos,WR,,,,,
player,201812090chi,ram,CookBr00,offense,62,,,,,
player,201812090chi,ram,CookBr00,off_pct,98%,,,,,
player,201812090chi,ram,CookBr00,defense,0,,,,,
player,201812090chi,ram,CookBr00,def_pct,0%,,,,,
player,201812090chi,ram,CookBr00,special_teams,0,,,,,
player,201812090chi,ram,CookBr00,st_pct,0%,,,,,
player,201812090chi,ram,GurlTo01,pos,RB,,,,,
player,201812090chi,ram,GurlTo01,offense,62,,,,,
player,201812090chi,ram,GurlTo01,off_pct,98%,,,,,
player,201812090chi,ram,GurlTo01,defense,0,,,,,
player,201812090chi,ram,GurlTo01,def_pct,0%,,,,,
player,201812090chi,ram,GurlTo01,special_teams,0,,,,,
player,201812090chi,ram,GurlTo01,st_pct,0%,,,,,
player,201812090chi,ram,SullJo24,pos,C,,,,,
player,201812090chi,ram,SullJo24,offense,60,,,,,
player,201812090chi,ram,SullJo24,off_pct,95%,,,,,
player,201812090chi,ram,SullJo24,defense,0,,,,,
player,201812090chi,ram,SullJo24,def_pct,0%,,,,,
player,201812090chi,ram,SullJo24,special_teams,0,,,,,
player,201812090chi,ram,SullJo24,st_pct,0%,,,,,
player,201812090chi,ram,SaffRo20,pos,G,,,,,
player,201812090chi,ram,SaffRo20,offense,58,,,,,
player,201812090chi,ram,SaffRo20,off_pct,92%,,,,,
player,201812090chi,ram,SaffRo20,defense,0,,,,,
player,201812090chi,ram,SaffRo20,def_pct,0%,,,,,
player,201812090chi,ram,SaffRo20,special_teams,3,,,,,
player,201812090chi,ram,SaffRo20,st_pct,12%,,,,,
player,201812090chi,ram,EverGe00,pos,TE,,,,,
player,201812090chi,ram,EverGe00,offense,36,,,,,
player,201812090chi,ram,EverGe00,off_pct,57%,,,,,
player,201812090chi,ram,EverGe00,defense,0,,,,,
player,201812090chi,ram,EverGe00,def_pct,0%,,,,,
player,201812090chi,ram,EverGe00,special_teams,1,,,,,
player,201812090chi,ram,EverGe00,st_pct,4%,,,,,
player,201812090chi,ram,HigbTy00,pos,TE,,,,,
player,201812090chi,ram,HigbTy00,offense,27,,,,,
player,201812090chi,ram,HigbTy00,off_pct,43%,,,,,
player,201812090chi,ram,HigbTy00,defense,0,,,,,
player,201812090chi,ram,HigbTy00,def_pct,0%,,,,,
player,201812090chi,ram,HigbTy00,special_teams,3,,,,,
player,201812090chi,ram,HigbTy00,st_pct,12%,,,,,
player,201812090chi,ram,NoteJo00,pos,T,,,,,
player,201812090chi,ram,NoteJo00,offense,5,,,,,
player,201812090chi,ram,NoteJo00,off_pct,8%,,,,,
player,201812090chi,ram,NoteJo00,defense,0,,,,,
player,201812090chi,ram,NoteJo00,def_pct,0%,,,,,
player,201812090chi,ram,NoteJo00,special_teams,3,,,,,
player,201812090chi,ram,NoteJo00,st_pct,12%,,,,,
player,201812090chi,ram,AlleBr02,pos,C,,,,,
player,201812090chi,ram,AlleBr02,offense,3,,,,,
player,201812090chi,ram,AlleBr02,off_pct,5%,,,,,
player,201812090chi,ram,AlleBr02,defense,0,,,,,
player,201812090chi,ram,AlleBr02,def_pct,0%,,,,,
player,201812090chi,ram,AlleBr02,special_teams,3,,,,,
player,201812090chi,ram,AlleBr02,st_pct,12%,,,,,
player,201812090chi,ram,HodgKh00,pos,WR,,,,,
player,201812090chi,ram,HodgKh00,offense,1,,,,,
player,201812090chi,ram,HodgKh00,off_pct,2%,,,,,
player,201812090chi,ram,HodgKh00,defense,0,,,,,
player,201812090chi,ram,HodgKh00,def_pct,0%,,,,,
player,201812090chi,ram,HodgKh00,special_teams,11,,,,,
player,201812090chi,ram,HodgKh00,st_pct,46%,,,,,
player,201812090chi,ram,DaviJu00,pos,RB,,,,,
player,201812090chi,ram,DaviJu00,offense,1,,,,,
player,201812090chi,ram,DaviJu00,off_pct,2%,,,,,
player,201812090chi,ram,DaviJu00,defense,0,,,,,
player,201812090chi,ram,DaviJu00,def_pct,0%,,,,,
player,201812090chi,ram,DaviJu00,special_teams,8,,,,,
player,201812090chi,ram,DaviJu00,st_pct,33%,,,,,
player,201812090chi,ram,LittCo01,pos,LB,,,,,
player,201812090chi,ram,LittCo01,offense,0,,,,,
player,201812090chi,ram,LittCo01,off_pct,0%,,,,,
player,201812090chi,ram,LittCo01,defense,71,,,,,
player,201812090chi,ram,LittCo01,def_pct,100%,,,,,
player,201812090chi,ram,LittCo01,special_teams,10,,,,,
player,201812090chi,ram,LittCo01,st_pct,42%,,,,,
player,201812090chi,ram,JohnJo10,pos,SS,,,,,
player,201812090chi,ram,JohnJo10,offense,0,,,,,
player,201812090chi,ram,JohnJo10,off_pct,0%,,,,,
player,201812090chi,ram,JohnJo10,defense,70,,,,,
player,201812090chi,ram,JohnJo10,def_pct,99%,,,,,
player,201812090chi,ram,JohnJo10,special_teams,0,,,,,
player,201812090chi,ram,JohnJo10,st_pct,0%,,,,,
player,201812090chi,ram,FowlDa00,pos,DE,,,,,
player,201812090chi,ram,FowlDa00,offense,0,,,,,
player,201812090chi,ram,FowlDa00,off_pct,0%,,,,,
player,201812090chi,ram,FowlDa00,defense,69,,,,,
player,201812090chi,ram,FowlDa00,def_pct,97%,,,,,
player,201812090chi,ram,FowlDa00,special_teams,6,,,,,
player,201812090chi,ram,FowlDa00,st_pct,25%,,,,,
player,201812090chi,ram,TaliAq99,pos,CB,,,,,
player,201812090chi,ram,TaliAq99,offense,0,,,,,
player,201812090chi,ram,TaliAq99,off_pct,0%,,,,,
player,201812090chi,ram,TaliAq99,defense,69,,,,,
player,201812090chi,ram,TaliAq99,def_pct,97%,,,,,
player,201812090chi,ram,TaliAq99,special_teams,0,,,,,
player,201812090chi,ram,TaliAq99,st_pct,0%,,,,,
player,201812090chi,ram,PeteMa00,pos,CB,,,,,
player,201812090chi,ram,PeteMa00,offense,0,,,,,
player,201812090chi,ram,PeteMa00,off_pct,0%,,,,,
player,201812090chi,ram,PeteMa00,defense,69,,,,,
player,201812090chi,ram,PeteMa00,def_pct,97%,,,,,
player,201812090chi,ram,PeteMa00,special_teams,0,,,,,
player,201812090chi,ram,PeteMa00,st_pct,0%,,,,,
player,201812090chi,ram,JoynLa00,pos,FS,,,,,
player,201812090chi,ram,JoynLa00,offense,0,,,,,
player,201812090chi,ram,JoynLa00,off_pct,0%,,,,,
player,201812090chi,ram,JoynLa00,defense,69,,,,,
player,201812090chi,ram,JoynLa00,def_pct,97%,,,,,
player,201812090chi,ram,JoynLa00,special_teams,0,,,,,
player,201812090chi,ram,JoynLa00,st_pct,0%,,,,,
player,201812090chi,ram,DonaAa00,pos,DT,,,,,
player,201812090chi,ram,DonaAa00,offense,0,,,,,
player,201812090chi,ram,DonaAa00,off_pct,0%,,,,,
player,201812090chi,ram,DonaAa00,defense,68,,,,,
player,201812090chi,ram,DonaAa00,def_pct,96%,,,,,
player,201812090chi,ram,DonaAa00,special_teams,6,,,,,
player,201812090chi,ram,DonaAa00,st_pct,25%,,,,,
player,201812090chi,ram,SuhxNd99,pos,NT,,,,,
player,201812090chi,ram,SuhxNd99,offense,0,,,,,
player,201812090chi,ram,SuhxNd99,off_pct,0%,,,,,
player,201812090chi,ram,SuhxNd99,defense,65,,,,,
player,201812090chi,ram,SuhxNd99,def_pct,92%,,,,,
player,201812090chi,ram,SuhxNd99,special_teams,6,,,,,
player,201812090chi,ram,SuhxNd99,st_pct,25%,,,,,
player,201812090chi,ram,BarrMa00,pos,LB,,,,,
player,201812090chi,ram,BarrMa00,offense,0,,,,,
player,201812090chi,ram,BarrMa00,off_pct,0%,,,,,
player,201812090chi,ram,BarrMa00,defense,58,,,,,
player,201812090chi,ram,BarrMa00,def_pct,82%,,,,,
player,201812090chi,ram,BarrMa00,special_teams,0,,,,,
player,201812090chi,ram,BarrMa00,st_pct,0%,,,,,
player,201812090chi,ram,RobeNi00,pos,CB,,,,,
player,201812090chi,ram,RobeNi00,offense,0,,,,,
player,201812090chi,ram,RobeNi00,off_pct,0%,,,,,
player,201812090chi,ram,RobeNi00,defense,53,,,,,
player,201812090chi,ram,RobeNi00,def_pct,75%,,,,,
player,201812090chi,ram,RobeNi00,special_teams,4,,,,,
player,201812090chi,ram,RobeNi00,st_pct,17%,,,,,
player,201812090chi,ram,BrocMi00,pos,DE,,,,,
player,201812090chi,ram,BrocMi00,offense,0,,,,,
player,201812090chi,ram,BrocMi00,off_pct,0%,,,,,
player,201812090chi,ram,BrocMi00,defense,48,,,,,
player,201812090chi,ram,BrocMi00,def_pct,68%,,,,,
player,201812090chi,ram,BrocMi00,special_teams,6,,,,,
player,201812090chi,ram,BrocMi00,st_pct,25%,,,,,
player,201812090chi,ram,EbukSa00,pos,LB,,,,,
player,201812090chi,ram,EbukSa00,offense,0,,,,,
player,201812090chi,ram,EbukSa00,off_pct,0%,,,,,
player,201812090chi,ram,EbukSa00,defense,32,,,,,
player,201812090chi,ram,EbukSa00,def_pct,45%,,,,,
player,201812090chi,ram,EbukSa00,special_teams,8,,,,,
player,201812090chi,ram,EbukSa00,st_pct,33%,,,,,
player,201812090chi,ram,ChriMa00,pos,FS,,,,,
player,201812090chi,ram,ChriMa00,offense,0,,,,,
player,201812090chi,ram,ChriMa00,off_pct,0%,,,,,
player,201812090chi,ram,ChriMa00,defense,15,,,,,
player,201812090chi,ram,ChriMa00,def_pct,21%,,,,,
player,201812090chi,ram,ChriMa00,special_teams,19,,,,,
player,201812090chi,ram,ChriMa00,st_pct,79%,,,,,
player,201812090chi,ram,FranJo02,pos,DE,,,,,
player,201812090chi,ram,FranJo02,offense,0,,,,,
player,201812090chi,ram,FranJo02,off_pct,0%,,,,,
player,201812090chi,ram,FranJo02,defense,12,,,,,
player,201812090chi,ram,FranJo02,def_pct,17%,,,,,
player,201812090chi,ram,FranJo02,special_teams,0,,,,,
player,201812090chi,ram,FranJo02,st_pct,0%,,,,,
player,201812090chi,ram,WestEt00,pos,DT,,,,,
player,201812090chi,ram,WestEt00,offense,0,,,,,
player,201812090chi,ram,WestEt00,off_pct,0%,,,,,
player,201812090chi,ram,WestEt00,defense,9,,,,,
player,201812090chi,ram,WestEt00,def_pct,13%,,,,,
