game,2018,1,20180909,201809090mia,oti,"Tennessee Titans",20,mia,"Miami Dolphins",27
player,201809090mia,oti,LewiDi00,rush_td,1,,,,,
player,201809090mia,oti,LewiDi00,rush_long,26,,,,,
player,201809090mia,oti,LewiDi00,targets,8,,,,,
player,201809090mia,oti,LewiDi00,rec,5,,,,,
player,201809090mia,oti,LewiDi00,rec_yds,35,,,,,
player,201809090mia,oti,LewiDi00,rec_td,0,,,,,
player,201809090mia,oti,LewiDi00,rec_long,13,,,,,
player,201809090mia,oti,LewiDi00,fumbles,0,,,,,
player,201809090mia,oti,LewiDi00,fumbles_lost,0,,,,,
player,201809090mia,oti,HenrDe00,pass_cmp,0,,,,,
player,201809090mia,oti,HenrDe00,pass_att,0,,,,,
player,201809090mia,oti,HenrDe00,pass_yds,0,,,,,
player,201809090mia,oti,HenrDe00,pass_td,0,,,,,
player,201809090mia,oti,HenrDe00,pass_int,0,,,,,
player,201809090mia,oti,HenrDe00,pass_sacked,0,,,,,
player,201809090mia,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201809090mia,oti,HenrDe00,pass_long,0,,,,,
player,201809090mia,oti,HenrDe00,pass_rating,,,,,,
player,201809090mia,oti,HenrDe00,rush_att,10,,,,,
player,201809090mia,oti,HenrDe00,rush_yds,26,,,,,
player,201809090mia,oti,HenrDe00,rush_td,0,,,,,
player,201809090mia,oti,HenrDe00,rush_long,5,,,,,
player,201809090mia,oti,HenrDe00,targets,1,,,,,
player,201809090mia,oti,HenrDe00,rec,1,,,,,
player,201809090mia,oti,HenrDe00,rec_yds,5,,,,,
player,201809090mia,oti,HenrDe00,rec_td,0,,,,,
player,201809090mia,oti,HenrDe00,rec_long,5,,,,,
player,201809090mia,oti,HenrDe00,fumbles,0,,,,,
player,201809090mia,oti,HenrDe00,fumbles_lost,0,,,,,
player,201809090mia,oti,DaviCo03,pass_cmp,0,,,,,
player,201809090mia,oti,DaviCo03,pass_att,0,,,,,
player,201809090mia,oti,DaviCo03,pass_yds,0,,,,,
player,201809090mia,oti,DaviCo03,pass_td,0,,,,,
player,201809090mia,oti,DaviCo03,pass_int,0,,,,,
player,201809090mia,oti,DaviCo03,pass_sacked,0,,,,,
player,201809090mia,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201809090mia,oti,DaviCo03,pass_long,0,,,,,
player,201809090mia,oti,DaviCo03,pass_rating,,,,,,
player,201809090mia,oti,DaviCo03,rush_att,0,,,,,
player,201809090mia,oti,DaviCo03,rush_yds,0,,,,,
player,201809090mia,oti,DaviCo03,rush_td,0,,,,,
player,201809090mia,oti,DaviCo03,rush_long,0,,,,,
player,201809090mia,oti,DaviCo03,targets,13,,,,,
player,201809090mia,oti,DaviCo03,rec,6,,,,,
player,201809090mia,oti,DaviCo03,rec_yds,62,,,,,
player,201809090mia,oti,DaviCo03,rec_td,0,,,,,
player,201809090mia,oti,DaviCo03,rec_long,18,,,,,
player,201809090mia,oti,DaviCo03,fumbles,0,,,,,
player,201809090mia,oti,DaviCo03,fumbles_lost,0,,,,,
player,201809090mia,oti,WalkHu00,pass_cmp,0,,,,,
player,201809090mia,oti,WalkHu00,pass_att,0,,,,,
player,201809090mia,oti,WalkHu00,pass_yds,0,,,,,
player,201809090mia,oti,WalkHu00,pass_td,0,,,,,
player,201809090mia,oti,WalkHu00,pass_int,0,,,,,
player,201809090mia,oti,WalkHu00,pass_sacked,0,,,,,
player,201809090mia,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201809090mia,oti,WalkHu00,pass_long,0,,,,,
player,201809090mia,oti,WalkHu00,pass_rating,,,,,,
player,201809090mia,oti,WalkHu00,rush_att,0,,,,,
player,201809090mia,oti,WalkHu00,rush_yds,0,,,,,
player,201809090mia,oti,WalkHu00,rush_td,0,,,,,
player,201809090mia,oti,WalkHu00,rush_long,0,,,,,
player,201809090mia,oti,WalkHu00,targets,7,,,,,
player,201809090mia,oti,WalkHu00,rec,4,,,,,
player,201809090mia,oti,WalkHu00,rec_yds,52,,,,,
player,201809090mia,oti,WalkHu00,rec_td,0,,,,,
player,201809090mia,oti,WalkHu00,rec_long,16,,,,,
player,201809090mia,oti,WalkHu00,fumbles,0,,,,,
player,201809090mia,oti,WalkHu00,fumbles_lost,0,,,,,
player,201809090mia,oti,StocLu00,pass_cmp,0,,,,,
player,201809090mia,oti,StocLu00,pass_att,0,,,,,
player,201809090mia,oti,StocLu00,pass_yds,0,,,,,
player,201809090mia,oti,StocLu00,pass_td,0,,,,,
player,201809090mia,oti,StocLu00,pass_int,0,,,,,
player,201809090mia,oti,StocLu00,pass_sacked,0,,,,,
player,201809090mia,oti,StocLu00,pass_sacked_yds,0,,,,,
player,201809090mia,oti,StocLu00,pass_long,0,,,,,
player,201809090mia,oti,StocLu00,pass_rating,,,,,,
player,201809090mia,oti,StocLu00,rush_att,0,,,,,
player,201809090mia,oti,StocLu00,rush_yds,0,,,,,
player,201809090mia,oti,StocLu00,rush_td,0,,,,,
player,201809090mia,oti,StocLu00,rush_long,0,,,,,
player,201809090mia,oti,StocLu00,targets,2,,,,,
player,201809090mia,oti,StocLu00,rec,2,,,,,
player,201809090mia,oti,StocLu00,rec_yds,37,,,,,
player,201809090mia,oti,StocLu00,rec_td,0,,,,,
player,201809090mia,oti,StocLu00,rec_long,31,,,,,
player,201809090mia,oti,StocLu00,fumbles,0,,,,,
player,201809090mia,oti,StocLu00,fumbles_lost,0,,,,,
player,201809090mia,oti,SharTa00,pass_cmp,0,,,,,
player,201809090mia,oti,SharTa00,pass_att,0,,,,,
player,201809090mia,oti,SharTa00,pass_yds,0,,,,,
player,201809090mia,oti,SharTa00,pass_td,0,,,,,
player,201809090mia,oti,SharTa00,pass_int,0,,,,,
player,201809090mia,oti,SharTa00,pass_sacked,0,,,,,
player,201809090mia,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201809090mia,oti,SharTa00,pass_long,0,,,,,
player,201809090mia,oti,SharTa00,pass_rating,,,,,,
player,201809090mia,oti,SharTa00,rush_att,0,,,,,
player,201809090mia,oti,SharTa00,rush_yds,0,,,,,
player,201809090mia,oti,SharTa00,rush_td,0,,,,,
player,201809090mia,oti,SharTa00,rush_long,0,,,,,
player,201809090mia,oti,SharTa00,targets,3,,,,,
player,201809090mia,oti,SharTa00,rec,1,,,,,
player,201809090mia,oti,SharTa00,rec_yds,17,,,,,
player,201809090mia,oti,SharTa00,rec_td,0,,,,,
player,201809090mia,oti,SharTa00,rec_long,17,,,,,
player,201809090mia,oti,SharTa00,fumbles,0,,,,,
player,201809090mia,oti,SharTa00,fumbles_lost,0,,,,,
player,201809090mia,oti,SmitJo01,pass_cmp,0,,,,,
player,201809090mia,oti,SmitJo01,pass_att,0,,,,,
player,201809090mia,oti,SmitJo01,pass_yds,0,,,,,
player,201809090mia,oti,SmitJo01,pass_td,0,,,,,
player,201809090mia,oti,SmitJo01,pass_int,0,,,,,
player,201809090mia,oti,SmitJo01,pass_sacked,0,,,,,
player,201809090mia,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201809090mia,oti,SmitJo01,pass_long,0,,,,,
player,201809090mia,oti,SmitJo01,pass_rating,,,,,,
player,201809090mia,oti,SmitJo01,rush_att,0,,,,,
player,201809090mia,oti,SmitJo01,rush_yds,0,,,,,
player,201809090mia,oti,SmitJo01,rush_td,0,,,,,
player,201809090mia,oti,SmitJo01,rush_long,0,,,,,
player,201809090mia,oti,SmitJo01,targets,3,,,,,
player,201809090mia,oti,SmitJo01,rec,1,,,,,
player,201809090mia,oti,SmitJo01,rec_yds,12,,,,,
player,201809090mia,oti,SmitJo01,rec_td,0,,,,,
player,201809090mia,oti,SmitJo01,rec_long,12,,,,,
player,201809090mia,oti,SmitJo01,fumbles,0,,,,,
player,201809090mia,oti,SmitJo01,fumbles_lost,0,,,,,
player,201809090mia,oti,TaylTa00,pass_cmp,0,,,,,
player,201809090mia,oti,TaylTa00,pass_att,0,,,,,
player,201809090mia,oti,TaylTa00,pass_yds,0,,,,,
player,201809090mia,oti,TaylTa00,pass_td,0,,,,,
player,201809090mia,oti,TaylTa00,pass_int,0,,,,,
player,201809090mia,oti,TaylTa00,pass_sacked,0,,,,,
player,201809090mia,oti,TaylTa00,pass_sacked_yds,0,,,,,
player,201809090mia,oti,TaylTa00,pass_long,0,,,,,
player,201809090mia,oti,TaylTa00,pass_rating,,,,,,
player,201809090mia,oti,TaylTa00,rush_att,0,,,,,
player,201809090mia,oti,TaylTa00,rush_yds,0,,,,,
player,201809090mia,oti,TaylTa00,rush_td,0,,,,,
player,201809090mia,oti,TaylTa00,rush_long,0,,,,,
player,201809090mia,oti,TaylTa00,targets,1,,,,,
player,201809090mia,oti,TaylTa00,rec,0,,,,,
player,201809090mia,oti,TaylTa00,rec_yds,0,,,,,
player,201809090mia,oti,TaylTa00,rec_td,0,,,,,
player,201809090mia,oti,TaylTa00,rec_long,0,,,,,
player,201809090mia,oti,TaylTa00,fumbles,0,,,,,
player,201809090mia,oti,TaylTa00,fumbles_lost,0,,,,,
player,201809090mia,mia,TannRy00,pass_cmp,20,,,,,
player,201809090mia,mia,TannRy00,pass_att,28,,,,,
player,201809090mia,mia,TannRy00,pass_yds,230,,,,,
player,201809090mia,mia,TannRy00,pass_td,2,,,,,
player,201809090mia,mia,TannRy00,pass_int,2,,,,,
player,201809090mia,mia,TannRy00,pass_sacked,1,,,,,
player,201809090mia,mia,TannRy00,pass_sacked_yds,8,,,,,
player,201809090mia,mia,TannRy00,pass_long,75,,,,,
player,201809090mia,mia,TannRy00,pass_rating,89.9,,,,,
player,201809090mia,mia,TannRy00,rush_att,4,,,,,
player,201809090mia,mia,TannRy00,rush_yds,4,,,,,
player,201809090mia,mia,TannRy00,rush_td,0,,,,,
player,201809090mia,mia,TannRy00,rush_long,4,,,,,
player,201809090mia,mia,TannRy00,targets,0,,,,,
player,201809090mia,mia,TannRy00,rec,0,,,,,
player,201809090mia,mia,TannRy00,rec_yds,0,,,,,
player,201809090mia,mia,TannRy00,rec_td,0,,,,,
player,201809090mia,mia,TannRy00,rec_long,0,,,,,
player,201809090mia,mia,TannRy00,fumbles,0,,,,,
player,201809090mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201809090mia,mia,GoreFr00,pass_cmp,0,,,,,
player,201809090mia,mia,GoreFr00,pass_att,0,,,,,
player,201809090mia,mia,GoreFr00,pass_yds,0,,,,,
player,201809090mia,mia,GoreFr00,pass_td,0,,,,,
player,201809090mia,mia,GoreFr00,pass_int,0,,,,,
player,201809090mia,mia,GoreFr00,pass_sacked,0,,,,,
player,201809090mia,mia,GoreFr00,pass_sacked_yds,0,,,,,
player,201809090mia,mia,GoreFr00,pass_long,0,,,,,
player,201809090mia,mia,GoreFr00,pass_rating,,,,,,
player,201809090mia,mia,GoreFr00,rush_att,9,,,,,
player,201809090mia,mia,GoreFr00,rush_yds,61,,,,,
player,201809090mia,mia,GoreFr00,rush_td,0,,,,,
player,201809090mia,mia,GoreFr00,rush_long,21,,,,,
player,201809090mia,mia,GoreFr00,targets,0,,,,,
player,201809090mia,mia,GoreFr00,rec,0,,,,,
player,201809090mia,mia,GoreFr00,rec_yds,0,,,,,
player,201809090mia,mia,GoreFr00,rec_td,0,,,,,
player,201809090mia,mia,GoreFr00,rec_long,0,,,,,
player,201809090mia,mia,GoreFr00,fumbles,0,,,,,
player,201809090mia,mia,GoreFr00,fumbles_lost,0,,,,,
player,201809090mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201809090mia,mia,DrakKe00,pass_att,0,,,,,
player,201809090mia,mia,DrakKe00,pass_yds,0,,,,,
player,201809090mia,mia,DrakKe00,pass_td,0,,,,,
player,201809090mia,mia,DrakKe00,pass_int,0,,,,,
player,201809090mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201809090mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201809090mia,mia,DrakKe00,pass_long,0,,,,,
player,201809090mia,mia,DrakKe00,pass_rating,,,,,,
player,201809090mia,mia,DrakKe00,rush_att,14,,,,,
player,201809090mia,mia,DrakKe00,rush_yds,48,,,,,
player,201809090mia,mia,DrakKe00,rush_td,0,,,,,
player,201809090mia,mia,DrakKe00,rush_long,16,,,,,
player,201809090mia,mia,DrakKe00,targets,4,,,,,
player,201809090mia,mia,DrakKe00,rec,3,,,,,
player,201809090mia,mia,DrakKe00,rec_yds,18,,,,,
player,201809090mia,mia,DrakKe00,rec_td,0,,,,,
player,201809090mia,mia,DrakKe00,rec_long,10,,,,,
player,201809090mia,mia,DrakKe00,fumbles,0,,,,,
player,201809090mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201809090mia,mia,WilsAl02,pass_cmp,0,,,,,
player,201809090mia,mia,WilsAl02,pass_att,0,,,,,
player,201809090mia,mia,WilsAl02,pass_yds,0,,,,,
player,201809090mia,mia,WilsAl02,pass_td,0,,,,,
player,201809090mia,mia,WilsAl02,pass_int,0,,,,,
player,201809090mia,mia,WilsAl02,pass_sacked,0,,,,,
player,201809090mia,mia,WilsAl02,pass_sacked_yds,0,,,,,
player,201809090mia,mia,WilsAl02,pass_long,0,,,,,
player,201809090mia,mia,WilsAl02,pass_rating,,,,,,
player,201809090mia,mia,WilsAl02,rush_att,2,,,,,
player,201809090mia,mia,WilsAl02,rush_yds,7,,,,,
player,201809090mia,mia,WilsAl02,rush_td,0,,,,,
player,201809090mia,mia,WilsAl02,rush_long,5,,,,,
player,201809090mia,mia,WilsAl02,targets,4,,,,,
player,201809090mia,mia,WilsAl02,rec,3,,,,,
player,201809090mia,mia,WilsAl02,rec_yds,31,,,,,
player,201809090mia,mia,WilsAl02,rec_td,0,,,,,
player,201809090mia,mia,WilsAl02,rec_long,21,,,,,
player,201809090mia,mia,WilsAl02,fumbles,0,,,,,
player,201809090mia,mia,WilsAl02,fumbles_lost,0,,,,,
player,201809090mia,mia,StilKe00,pass_cmp,0,,,,,
player,201809090mia,mia,StilKe00,pass_att,0,,,,,
player,201809090mia,mia,StilKe00,pass_yds,0,,,,,
player,201809090mia,mia,StilKe00,pass_td,0,,,,,
player,201809090mia,mia,StilKe00,pass_int,0,,,,,
player,201809090mia,mia,StilKe00,pass_sacked,0,,,,,
player,201809090mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201809090mia,mia,StilKe00,pass_long,0,,,,,
player,201809090mia,mia,StilKe00,pass_rating,,,,,,
player,201809090mia,mia,StilKe00,rush_att,0,,,,,
player,201809090mia,mia,StilKe00,rush_yds,0,,,,,
player,201809090mia,mia,StilKe00,rush_td,0,,,,,
player,201809090mia,mia,StilKe00,rush_long,0,,,,,
player,201809090mia,mia,StilKe00,targets,5,,,,,
player,201809090mia,mia,StilKe00,rec,4,,,,,
player,201809090mia,mia,StilKe00,rec_yds,106,,,,,
player,201809090mia,mia,StilKe00,rec_td,2,,,,,
player,201809090mia,mia,StilKe00,rec_long,75,,,,,
player,201809090mia,mia,StilKe00,fumbles,0,,,,,
player,201809090mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201809090mia,mia,GranJa00,pass_cmp,0,,,,,
player,201809090mia,mia,GranJa00,pass_att,0,,,,,
player,201809090mia,mia,GranJa00,pass_yds,0,,,,,
player,201809090mia,mia,GranJa00,pass_td,0,,,,,
player,201809090mia,mia,GranJa00,pass_int,0,,,,,
player,201809090mia,mia,GranJa00,pass_sacked,0,,,,,
player,201809090mia,mia,GranJa00,pass_sacked_yds,0,,,,,
player,201809090mia,mia,GranJa00,pass_long,0,,,,,
player,201809090mia,mia,GranJa00,pass_rating,,,,,,
player,201809090mia,mia,GranJa00,rush_att,0,,,,,
player,201809090mia,mia,GranJa00,rush_yds,0,,,,,
player,201809090mia,mia,GranJa00,rush_td,0,,,,,
player,201809090mia,mia,GranJa00,rush_long,0,,,,,
player,201809090mia,mia,GranJa00,targets,7,,,,,
player,201809090mia,mia,GranJa00,rec,5,,,,,
player,201809090mia,mia,GranJa00,rec_yds,38,,,,,
player,201809090mia,mia,GranJa00,rec_td,0,,,,,
player,201809090mia,mia,GranJa00,rec_long,13,,,,,
player,201809090mia,mia,GranJa00,fumbles,0,,,,,
player,201809090mia,mia,GranJa00,fumbles_lost,0,,,,,
player,201809090mia,mia,AmenDa00,pass_cmp,0,,,,,
player,201809090mia,mia,AmenDa00,pass_att,0,,,,,
player,201809090mia,mia,AmenDa00,pass_yds,0,,,,,
player,201809090mia,mia,AmenDa00,pass_td,0,,,,,
player,201809090mia,mia,AmenDa00,pass_int,0,,,,,
player,201809090mia,mia,AmenDa00,pass_sacked,0,,,,,
player,201809090mia,mia,AmenDa00,pass_sacked_yds,0,,,,,
player,201809090mia,mia,AmenDa00,pass_long,0,,,,,
player,201809090mia,mia,AmenDa00,pass_rating,,,,,,
player,201809090mia,mia,AmenDa00,rush_att,0,,,,,
player,201809090mia,mia,AmenDa00,rush_yds,0,,,,,
player,201809090mia,mia,AmenDa00,rush_td,0,,,,,
player,201809090mia,mia,AmenDa00,rush_long,0,,,,,
player,201809090mia,mia,AmenDa00,targets,6,,,,,
player,201809090mia,mia,AmenDa00,rec,4,,,,,
player,201809090mia,mia,AmenDa00,rec_yds,26,,,,,
player,201809090mia,mia,AmenDa00,rec_td,0,,,,,
player,201809090mia,mia,AmenDa00,rec_long,8,,,,,
player,201809090mia,mia,AmenDa00,fumbles,0,,,,,
player,201809090mia,mia,AmenDa00,fumbles_lost,0,,,,,
player,201809090mia,mia,GesiMi00,pass_cmp,0,,,,,
player,201809090mia,mia,GesiMi00,pass_att,0,,,,,
player,201809090mia,mia,GesiMi00,pass_yds,0,,,,,
player,201809090mia,mia,GesiMi00,pass_td,0,,,,,
player,201809090mia,mia,GesiMi00,pass_int,0,,,,,
player,201809090mia,mia,GesiMi00,pass_sacked,0,,,,,
player,201809090mia,mia,GesiMi00,pass_sacked_yds,0,,,,,
player,201809090mia,mia,GesiMi00,pass_long,0,,,,,
player,201809090mia,mia,GesiMi00,pass_rating,,,,,,
player,201809090mia,mia,GesiMi00,rush_att,0,,,,,
player,201809090mia,mia,GesiMi00,rush_yds,0,,,,,
player,201809090mia,mia,GesiMi00,rush_td,0,,,,,
player,201809090mia,mia,GesiMi00,rush_long,0,,,,,
player,201809090mia,mia,GesiMi00,targets,2,,,,,
player,201809090mia,mia,GesiMi00,rec,1,,,,,
player,201809090mia,mia,GesiMi00,rec_yds,11,,,,,
player,201809090mia,mia,GesiMi00,rec_td,0,,,,,
player,201809090mia,mia,GesiMi00,rec_long,11,,,,,
player,201809090mia,mia,GesiMi00,fumbles,0,,,,,
player,201809090mia,mia,GesiMi00,fumbles_lost,0,,,,,
player,201809090mia,oti,ButlMa01,def_int,1,,,,,
player,201809090mia,oti,ButlMa01,def_int_yds,34,,,,,
player,201809090mia,oti,ButlMa01,def_int_td,0,,,,,
player,201809090mia,oti,ButlMa01,def_int_long,34,,,,,
player,201809090mia,oti,ButlMa01,pass_defended,2,,,,,
player,201809090mia,oti,ButlMa01,sacks,0.0,,,,,
player,201809090mia,oti,ButlMa01,tackles_combined,5,,,,,
player,201809090mia,oti,ButlMa01,tackles_solo,4,,,,,
player,201809090mia,oti,ButlMa01,tackles_assists,1,,,,,
player,201809090mia,oti,ButlMa01,tackles_loss,1,,,,,
player,201809090mia,oti,ButlMa01,qb_hits,0,,,,,
player,201809090mia,oti,ButlMa01,fumbles_rec,0,,,,,
player,201809090mia,oti,ButlMa01,fumbles_rec_yds,0,,,,,
player,201809090mia,oti,ButlMa01,fumbles_rec_td,0,,,,,
player,201809090mia,oti,ButlMa01,fumbles_forced,0,,,,,
player,201809090mia,oti,VaccKe00,def_int,1,,,,,
player,201809090mia,oti,VaccKe00,def_int_yds,0,,,,,
player,201809090mia,oti,VaccKe00,def_int_td,0,,,,,
player,201809090mia,oti,VaccKe00,def_int_long,0,,,,,
player,201809090mia,oti,VaccKe00,pass_defended,1,,,,,
player,201809090mia,oti,VaccKe00,sacks,0.0,,,,,
player,201809090mia,oti,VaccKe00,tackles_combined,5,,,,,
player,201809090mia,oti,VaccKe00,tackles_solo,4,,,,,
player,201809090mia,oti,VaccKe00,tackles_assists,1,,,,,
player,201809090mia,oti,VaccKe00,tackles_loss,0,,,,,
player,201809090mia,oti,VaccKe00,qb_hits,0,,,,,
player,201809090mia,oti,VaccKe00,fumbles_rec,0,,,,,
player,201809090mia,oti,VaccKe00,fumbles_rec_yds,0,,,,,
player,201809090mia,oti,VaccKe00,fumbles_rec_td,0,,,,,
player,201809090mia,oti,VaccKe00,fumbles_forced,0,,,,,
player,201809090mia,oti,CorrKa00,def_int,0,,,,,
player,201809090mia,oti,CorrKa00,def_int_yds,0,,,,,
player,201809090mia,oti,CorrKa00,def_int_td,0,,,,,
player,201809090mia,oti,CorrKa00,def_int_long,0,,,,,
player,201809090mia,oti,CorrKa00,pass_defended,0,,,,,
player,201809090mia,oti,CorrKa00,sacks,1.0,,,,,
player,201809090mia,oti,CorrKa00,tackles_combined,3,,,,,
player,201809090mia,oti,CorrKa00,tackles_solo,1,,,,,
player,201809090mia,oti,CorrKa00,tackles_assists,2,,,,,
player,201809090mia,oti,CorrKa00,tackles_loss,1,,,,,
player,201809090mia,oti,CorrKa00,qb_hits,1,,,,,
player,201809090mia,oti,CorrKa00,fumbles_rec,0,,,,,
player,201809090mia,oti,CorrKa00,fumbles_rec_yds,0,,,,,
player,201809090mia,oti,CorrKa00,fumbles_rec_td,0,,,,,
player,201809090mia,oti,CorrKa00,fumbles_forced,0,,,,,
player,201809090mia,oti,WoodWe20,def_int,0,,,,,
player,201809090mia,oti,WoodWe20,def_int_yds,0,,,,,
player,201809090mia,oti,WoodWe20,def_int_td,0,,,,,
player,201809090mia,oti,WoodWe20,def_int_long,0,,,,,
player,201809090mia,oti,WoodWe20,pass_defended,0,,,,,
player,201809090mia,oti,WoodWe20,sacks,0.0,,,,,
player,201809090mia,oti,WoodWe20,tackles_combined,12,,,,,
player,201809090mia,oti,WoodWe20,tackles_solo,7,,,,,
player,201809090mia,oti,WoodWe20,tackles_assists,5,,,,,
player,201809090mia,oti,WoodWe20,tackles_loss,0,,,,,
player,201809090mia,oti,WoodWe20,qb_hits,0,,,,,
player,201809090mia,oti,WoodWe20,fumbles_rec,0,,,,,
player,201809090mia,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201809090mia,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201809090mia,oti,WoodWe20,fumbles_forced,0,,,,,
player,201809090mia,oti,RyanLo00,def_int,0,,,,,
player,201809090mia,oti,RyanLo00,def_int_yds,0,,,,,
player,201809090mia,oti,RyanLo00,def_int_td,0,,,,,
player,201809090mia,oti,RyanLo00,def_int_long,0,,,,,
player,201809090mia,oti,RyanLo00,pass_defended,0,,,,,
player,201809090mia,oti,RyanLo00,sacks,0.0,,,,,
player,201809090mia,oti,RyanLo00,tackles_combined,7,,,,,
player,201809090mia,oti,RyanLo00,tackles_solo,4,,,,,
player,201809090mia,oti,RyanLo00,tackles_assists,3,,,,,
player,201809090mia,oti,RyanLo00,tackles_loss,0,,,,,
player,201809090mia,oti,RyanLo00,qb_hits,0,,,,,
