game,2018,7,20181022,201810220atl,nyg,"New York Giants",20,atl,"Atlanta Falcons",23
team,201810220atl,nyg,First Downs,21,,,,,,
team,201810220atl,atl,First Downs,22,,,,,,
team,201810220atl,nyg,Rush-Yds-TDs,20-61-1,,,,,,
team,201810220atl,atl,Rush-Yds-TDs,20-67-1,,,,,,
team,201810220atl,nyg,Cmp-Att-Yd-TD-INT,27-38-399-1-0,,,,,,
team,201810220atl,atl,Cmp-Att-Yd-TD-INT,31-39-379-1-0,,,,,,
team,201810220atl,nyg,Sacked-Yards,4-27,,,,,,
team,201810220atl,atl,Sacked-Yards,3-23,,,,,,
team,201810220atl,nyg,Net Pass Yards,372,,,,,,
team,201810220atl,atl,Net Pass Yards,356,,,,,,
team,201810220atl,nyg,Total Yards,433,,,,,,
team,201810220atl,atl,Total Yards,423,,,,,,
team,201810220atl,nyg,Fumbles-Lost,1-0,,,,,,
team,201810220atl,atl,Fumbles-Lost,1-1,,,,,,
team,201810220atl,nyg,Turnovers,0,,,,,,
team,201810220atl,atl,Turnovers,1,,,,,,
team,201810220atl,nyg,Penalties-Yards,4-58,,,,,,
team,201810220atl,atl,Penalties-Yards,5-29,,,,,,
team,201810220atl,nyg,Third Down Conv.,5-12,,,,,,
team,201810220atl,atl,Third Down Conv.,7-13,,,,,,
team,201810220atl,nyg,Fourth Down Conv.,0-1,,,,,,
team,201810220atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201810220atl,nyg,Time of Possession,27:43,,,,,,
team,201810220atl,atl,Time of Possession,32:17,,,,,,
player,201810220atl,nyg,MannEl00,pass_cmp,27,,,,,
player,201810220atl,nyg,MannEl00,pass_att,38,,,,,
player,201810220atl,nyg,MannEl00,pass_yds,399,,,,,
player,201810220atl,nyg,MannEl00,pass_td,1,,,,,
player,201810220atl,nyg,MannEl00,pass_int,0,,,,,
player,201810220atl,nyg,MannEl00,pass_sacked,4,,,,,
player,201810220atl,nyg,MannEl00,pass_sacked_yds,27,,,,,
player,201810220atl,nyg,MannEl00,pass_long,58,,,,,
player,201810220atl,nyg,MannEl00,pass_rating,113.8,,,,,
player,201810220atl,nyg,MannEl00,rush_att,3,,,,,
player,201810220atl,nyg,MannEl00,rush_yds,7,,,,,
player,201810220atl,nyg,MannEl00,rush_td,0,,,,,
player,201810220atl,nyg,MannEl00,rush_long,7,,,,,
player,201810220atl,nyg,MannEl00,targets,0,,,,,
player,201810220atl,nyg,MannEl00,rec,0,,,,,
player,201810220atl,nyg,MannEl00,rec_yds,0,,,,,
player,201810220atl,nyg,MannEl00,rec_td,0,,,,,
player,201810220atl,nyg,MannEl00,rec_long,0,,,,,
player,201810220atl,nyg,MannEl00,fumbles,0,,,,,
player,201810220atl,nyg,MannEl00,fumbles_lost,0,,,,,
player,201810220atl,nyg,BarkSa00,pass_cmp,0,,,,,
player,201810220atl,nyg,BarkSa00,pass_att,0,,,,,
player,201810220atl,nyg,BarkSa00,pass_yds,0,,,,,
player,201810220atl,nyg,BarkSa00,pass_td,0,,,,,
player,201810220atl,nyg,BarkSa00,pass_int,0,,,,,
player,201810220atl,nyg,BarkSa00,pass_sacked,0,,,,,
player,201810220atl,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201810220atl,nyg,BarkSa00,pass_long,0,,,,,
player,201810220atl,nyg,BarkSa00,pass_rating,,,,,,
player,201810220atl,nyg,BarkSa00,rush_att,14,,,,,
player,201810220atl,nyg,BarkSa00,rush_yds,43,,,,,
player,201810220atl,nyg,BarkSa00,rush_td,1,,,,,
player,201810220atl,nyg,BarkSa00,rush_long,15,,,,,
player,201810220atl,nyg,BarkSa00,targets,10,,,,,
player,201810220atl,nyg,BarkSa00,rec,9,,,,,
player,201810220atl,nyg,BarkSa00,rec_yds,51,,,,,
player,201810220atl,nyg,BarkSa00,rec_td,0,,,,,
player,201810220atl,nyg,BarkSa00,rec_long,14,,,,,
player,201810220atl,nyg,BarkSa00,fumbles,0,,,,,
player,201810220atl,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201810220atl,nyg,EngrEv00,pass_cmp,0,,,,,
player,201810220atl,nyg,EngrEv00,pass_att,0,,,,,
