game,2018,6,20181015,201810150gnb,sfo,"San Francisco 49ers",30,gnb,"Green Bay Packers",33
player,201810150gnb,sfo,BeatC.00,pass_rating,115.3,,,,,
player,201810150gnb,sfo,BeatC.00,rush_att,3,,,,,
player,201810150gnb,sfo,BeatC.00,rush_yds,21,,,,,
player,201810150gnb,sfo,BeatC.00,rush_td,0,,,,,
player,201810150gnb,sfo,BeatC.00,rush_long,11,,,,,
player,201810150gnb,sfo,BeatC.00,targets,0,,,,,
player,201810150gnb,sfo,BeatC.00,rec,0,,,,,
player,201810150gnb,sfo,BeatC.00,rec_yds,0,,,,,
player,201810150gnb,sfo,BeatC.00,rec_td,0,,,,,
player,201810150gnb,sfo,BeatC.00,rec_long,0,,,,,
player,201810150gnb,sfo,BeatC.00,fumbles,0,,,,,
player,201810150gnb,sfo,BeatC.00,fumbles_lost,0,,,,,
player,201810150gnb,sfo,MostRa00,pass_cmp,0,,,,,
player,201810150gnb,sfo,MostRa00,pass_att,0,,,,,
player,201810150gnb,sfo,MostRa00,pass_yds,0,,,,,
player,201810150gnb,sfo,MostRa00,pass_td,0,,,,,
player,201810150gnb,sfo,MostRa00,pass_int,0,,,,,
player,201810150gnb,sfo,MostRa00,pass_sacked,0,,,,,
player,201810150gnb,sfo,MostRa00,pass_sacked_yds,0,,,,,
player,201810150gnb,sfo,MostRa00,pass_long,0,,,,,
player,201810150gnb,sfo,MostRa00,pass_rating,,,,,,
player,201810150gnb,sfo,MostRa00,rush_att,12,,,,,
player,201810150gnb,sfo,MostRa00,rush_yds,87,,,,,
player,201810150gnb,sfo,MostRa00,rush_td,0,,,,,
player,201810150gnb,sfo,MostRa00,rush_long,26,,,,,
player,201810150gnb,sfo,MostRa00,targets,0,,,,,
player,201810150gnb,sfo,MostRa00,rec,0,,,,,
player,201810150gnb,sfo,MostRa00,rec_yds,0,,,,,
player,201810150gnb,sfo,MostRa00,rec_td,0,,,,,
player,201810150gnb,sfo,MostRa00,rec_long,0,,,,,
player,201810150gnb,sfo,MostRa00,fumbles,0,,,,,
player,201810150gnb,sfo,MostRa00,fumbles_lost,0,,,,,
player,201810150gnb,sfo,BreiMa00,pass_cmp,0,,,,,
player,201810150gnb,sfo,BreiMa00,pass_att,0,,,,,
player,201810150gnb,sfo,BreiMa00,pass_yds,0,,,,,
player,201810150gnb,sfo,BreiMa00,pass_td,0,,,,,
player,201810150gnb,sfo,BreiMa00,pass_int,0,,,,,
player,201810150gnb,sfo,BreiMa00,pass_sacked,0,,,,,
player,201810150gnb,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201810150gnb,sfo,BreiMa00,pass_long,0,,,,,
player,201810150gnb,sfo,BreiMa00,pass_rating,,,,,,
player,201810150gnb,sfo,BreiMa00,rush_att,14,,,,,
player,201810150gnb,sfo,BreiMa00,rush_yds,61,,,,,
player,201810150gnb,sfo,BreiMa00,rush_td,1,,,,,
player,201810150gnb,sfo,BreiMa00,rush_long,13,,,,,
player,201810150gnb,sfo,BreiMa00,targets,0,,,,,
player,201810150gnb,sfo,BreiMa00,rec,0,,,,,
player,201810150gnb,sfo,BreiMa00,rec_yds,0,,,,,
player,201810150gnb,sfo,BreiMa00,rec_td,0,,,,,
player,201810150gnb,sfo,BreiMa00,rec_long,0,,,,,
player,201810150gnb,sfo,BreiMa00,fumbles,0,,,,,
player,201810150gnb,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201810150gnb,sfo,GoodMa00,pass_cmp,0,,,,,
player,201810150gnb,sfo,GoodMa00,pass_att,0,,,,,
player,201810150gnb,sfo,GoodMa00,pass_yds,0,,,,,
player,201810150gnb,sfo,GoodMa00,pass_td,0,,,,,
player,201810150gnb,sfo,GoodMa00,pass_int,0,,,,,
player,201810150gnb,sfo,GoodMa00,pass_sacked,0,,,,,
player,201810150gnb,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201810150gnb,sfo,GoodMa00,pass_long,0,,,,,
player,201810150gnb,sfo,GoodMa00,pass_rating,,,,,,
player,201810150gnb,sfo,GoodMa00,rush_att,1,,,,,
player,201810150gnb,sfo,GoodMa00,rush_yds,5,,,,,
player,201810150gnb,sfo,GoodMa00,rush_td,0,,,,,
player,201810150gnb,sfo,GoodMa00,rush_long,5,,,,,
player,201810150gnb,sfo,GoodMa00,targets,5,,,,,
player,201810150gnb,sfo,GoodMa00,rec,4,,,,,
player,201810150gnb,sfo,GoodMa00,rec_yds,126,,,,,
player,201810150gnb,sfo,GoodMa00,rec_td,2,,,,,
player,201810150gnb,sfo,GoodMa00,rec_long,67,,,,,
player,201810150gnb,sfo,GoodMa00,fumbles,0,,,,,
player,201810150gnb,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201810150gnb,sfo,GarcPi00,pass_cmp,0,,,,,
player,201810150gnb,sfo,GarcPi00,pass_att,0,,,,,
player,201810150gnb,sfo,GarcPi00,pass_yds,0,,,,,
player,201810150gnb,sfo,GarcPi00,pass_td,0,,,,,
player,201810150gnb,sfo,GarcPi00,pass_int,0,,,,,
player,201810150gnb,sfo,GarcPi00,pass_sacked,0,,,,,
player,201810150gnb,sfo,GarcPi00,pass_sacked_yds,0,,,,,
player,201810150gnb,sfo,GarcPi00,pass_long,0,,,,,
player,201810150gnb,sfo,GarcPi00,pass_rating,,,,,,
player,201810150gnb,sfo,GarcPi00,rush_att,0,,,,,
player,201810150gnb,sfo,GarcPi00,rush_yds,0,,,,,
player,201810150gnb,sfo,GarcPi00,rush_td,0,,,,,
player,201810150gnb,sfo,GarcPi00,rush_long,0,,,,,
player,201810150gnb,sfo,GarcPi00,targets,6,,,,,
player,201810150gnb,sfo,GarcPi00,rec,4,,,,,
player,201810150gnb,sfo,GarcPi00,rec_yds,37,,,,,
player,201810150gnb,sfo,GarcPi00,rec_td,0,,,,,
player,201810150gnb,sfo,GarcPi00,rec_long,18,,,,,
player,201810150gnb,sfo,GarcPi00,fumbles,0,,,,,
player,201810150gnb,sfo,GarcPi00,fumbles_lost,0,,,,,
player,201810150gnb,sfo,KittGe00,pass_cmp,0,,,,,
player,201810150gnb,sfo,KittGe00,pass_att,0,,,,,
player,201810150gnb,sfo,KittGe00,pass_yds,0,,,,,
player,201810150gnb,sfo,KittGe00,pass_td,0,,,,,
player,201810150gnb,sfo,KittGe00,pass_int,0,,,,,
player,201810150gnb,sfo,KittGe00,pass_sacked,0,,,,,
player,201810150gnb,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201810150gnb,sfo,KittGe00,pass_long,0,,,,,
player,201810150gnb,sfo,KittGe00,pass_rating,,,,,,
player,201810150gnb,sfo,KittGe00,rush_att,0,,,,,
player,201810150gnb,sfo,KittGe00,rush_yds,0,,,,,
player,201810150gnb,sfo,KittGe00,rush_td,0,,,,,
player,201810150gnb,sfo,KittGe00,rush_long,0,,,,,
player,201810150gnb,sfo,KittGe00,targets,6,,,,,
player,201810150gnb,sfo,KittGe00,rec,4,,,,,
player,201810150gnb,sfo,KittGe00,rec_yds,30,,,,,
player,201810150gnb,sfo,KittGe00,rec_td,0,,,,,
player,201810150gnb,sfo,KittGe00,rec_long,11,,,,,
player,201810150gnb,sfo,KittGe00,fumbles,0,,,,,
player,201810150gnb,sfo,KittGe00,fumbles_lost,0,,,,,
player,201810150gnb,sfo,JuszKy00,pass_cmp,0,,,,,
player,201810150gnb,sfo,JuszKy00,pass_att,0,,,,,
player,201810150gnb,sfo,JuszKy00,pass_yds,0,,,,,
player,201810150gnb,sfo,JuszKy00,pass_td,0,,,,,
player,201810150gnb,sfo,JuszKy00,pass_int,0,,,,,
player,201810150gnb,sfo,JuszKy00,pass_sacked,0,,,,,
player,201810150gnb,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201810150gnb,sfo,JuszKy00,pass_long,0,,,,,
player,201810150gnb,sfo,JuszKy00,pass_rating,,,,,,
player,201810150gnb,sfo,JuszKy00,rush_att,0,,,,,
player,201810150gnb,sfo,JuszKy00,rush_yds,0,,,,,
player,201810150gnb,sfo,JuszKy00,rush_td,0,,,,,
player,201810150gnb,sfo,JuszKy00,rush_long,0,,,,,
player,201810150gnb,sfo,JuszKy00,targets,3,,,,,
player,201810150gnb,sfo,JuszKy00,rec,3,,,,,
player,201810150gnb,sfo,JuszKy00,rec_yds,30,,,,,
player,201810150gnb,sfo,JuszKy00,rec_td,0,,,,,
player,201810150gnb,sfo,JuszKy00,rec_long,21,,,,,
player,201810150gnb,sfo,JuszKy00,fumbles,1,,,,,
player,201810150gnb,sfo,JuszKy00,fumbles_lost,1,,,,,
player,201810150gnb,sfo,BourKe00,pass_cmp,0,,,,,
player,201810150gnb,sfo,BourKe00,pass_att,0,,,,,
player,201810150gnb,sfo,BourKe00,pass_yds,0,,,,,
player,201810150gnb,sfo,BourKe00,pass_td,0,,,,,
player,201810150gnb,sfo,BourKe00,pass_int,0,,,,,
player,201810150gnb,sfo,BourKe00,pass_sacked,0,,,,,
player,201810150gnb,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201810150gnb,sfo,BourKe00,pass_long,0,,,,,
player,201810150gnb,sfo,BourKe00,pass_rating,,,,,,
player,201810150gnb,sfo,BourKe00,rush_att,0,,,,,
player,201810150gnb,sfo,BourKe00,rush_yds,0,,,,,
player,201810150gnb,sfo,BourKe00,rush_td,0,,,,,
player,201810150gnb,sfo,BourKe00,rush_long,0,,,,,
player,201810150gnb,sfo,BourKe00,targets,3,,,,,
player,201810150gnb,sfo,BourKe00,rec,1,,,,,
player,201810150gnb,sfo,BourKe00,rec_yds,22,,,,,
player,201810150gnb,sfo,BourKe00,rec_td,0,,,,,
player,201810150gnb,sfo,BourKe00,rec_long,22,,,,,
player,201810150gnb,sfo,BourKe00,fumbles,0,,,,,
player,201810150gnb,sfo,BourKe00,fumbles_lost,0,,,,,
player,201810150gnb,gnb,RodgAa00,pass_cmp,25,,,,,
player,201810150gnb,gnb,RodgAa00,pass_att,46,,,,,
player,201810150gnb,gnb,RodgAa00,pass_yds,425,,,,,
player,201810150gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201810150gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201810150gnb,gnb,RodgAa00,pass_sacked,3,,,,,
player,201810150gnb,gnb,RodgAa00,pass_sacked_yds,20,,,,,
player,201810150gnb,gnb,RodgAa00,pass_long,60,,,,,
player,201810150gnb,gnb,RodgAa00,pass_rating,100.4,,,,,
player,201810150gnb,gnb,RodgAa00,rush_att,3,,,,,
player,201810150gnb,gnb,RodgAa00,rush_yds,34,,,,,
player,201810150gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201810150gnb,gnb,RodgAa00,rush_long,21,,,,,
player,201810150gnb,gnb,RodgAa00,targets,0,,,,,
player,201810150gnb,gnb,RodgAa00,rec,0,,,,,
player,201810150gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201810150gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201810150gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201810150gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201810150gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201810150gnb,gnb,JoneAa00,pass_cmp,0,,,,,
player,201810150gnb,gnb,JoneAa00,pass_att,0,,,,,
player,201810150gnb,gnb,JoneAa00,pass_yds,0,,,,,
player,201810150gnb,gnb,JoneAa00,pass_td,0,,,,,
player,201810150gnb,gnb,JoneAa00,pass_int,0,,,,,
player,201810150gnb,gnb,JoneAa00,pass_sacked,0,,,,,
player,201810150gnb,gnb,JoneAa00,pass_sacked_yds,0,,,,,
player,201810150gnb,gnb,JoneAa00,pass_long,0,,,,,
player,201810150gnb,gnb,JoneAa00,pass_rating,,,,,,
player,201810150gnb,gnb,JoneAa00,rush_att,8,,,,,
player,201810150gnb,gnb,JoneAa00,rush_yds,41,,,,,
player,201810150gnb,gnb,JoneAa00,rush_td,0,,,,,
player,201810150gnb,gnb,JoneAa00,rush_long,16,,,,,
player,201810150gnb,gnb,JoneAa00,targets,1,,,,,
player,201810150gnb,gnb,JoneAa00,rec,0,,,,,
player,201810150gnb,gnb,JoneAa00,rec_yds,0,,,,,
player,201810150gnb,gnb,JoneAa00,rec_td,0,,,,,
player,201810150gnb,gnb,JoneAa00,rec_long,0,,,,,
player,201810150gnb,gnb,JoneAa00,fumbles,0,,,,,
player,201810150gnb,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201810150gnb,gnb,WillJa06,pass_cmp,0,,,,,
player,201810150gnb,gnb,WillJa06,pass_att,0,,,,,
player,201810150gnb,gnb,WillJa06,pass_yds,0,,,,,
player,201810150gnb,gnb,WillJa06,pass_td,0,,,,,
player,201810150gnb,gnb,WillJa06,pass_int,0,,,,,
player,201810150gnb,gnb,WillJa06,pass_sacked,0,,,,,
player,201810150gnb,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201810150gnb,gnb,WillJa06,pass_long,0,,,,,
player,201810150gnb,gnb,WillJa06,pass_rating,,,,,,
player,201810150gnb,gnb,WillJa06,rush_att,6,,,,,
player,201810150gnb,gnb,WillJa06,rush_yds,29,,,,,
player,201810150gnb,gnb,WillJa06,rush_td,0,,,,,
player,201810150gnb,gnb,WillJa06,rush_long,9,,,,,
player,201810150gnb,gnb,WillJa06,targets,3,,,,,
player,201810150gnb,gnb,WillJa06,rec,1,,,,,
player,201810150gnb,gnb,WillJa06,rec_yds,10,,,,,
player,201810150gnb,gnb,WillJa06,rec_td,0,,,,,
player,201810150gnb,gnb,WillJa06,rec_long,10,,,,,
player,201810150gnb,gnb,WillJa06,fumbles,0,,,,,
player,201810150gnb,gnb,WillJa06,fumbles_lost,0,,,,,
player,201810150gnb,gnb,MontTy01,pass_cmp,0,,,,,
player,201810150gnb,gnb,MontTy01,pass_att,0,,,,,
player,201810150gnb,gnb,MontTy01,pass_yds,0,,,,,
player,201810150gnb,gnb,MontTy01,pass_td,0,,,,,
player,201810150gnb,gnb,MontTy01,pass_int,0,,,,,
player,201810150gnb,gnb,MontTy01,pass_sacked,0,,,,,
player,201810150gnb,gnb,MontTy01,pass_sacked_yds,0,,,,,
player,201810150gnb,gnb,MontTy01,pass_long,0,,,,,
player,201810150gnb,gnb,MontTy01,pass_rating,,,,,,
player,201810150gnb,gnb,MontTy01,rush_att,4,,,,,
player,201810150gnb,gnb,MontTy01,rush_yds,12,,,,,
player,201810150gnb,gnb,MontTy01,rush_td,1,,,,,
player,201810150gnb,gnb,MontTy01,rush_long,14,,,,,
player,201810150gnb,gnb,MontTy01,targets,3,,,,,
player,201810150gnb,gnb,MontTy01,rec,2,,,,,
player,201810150gnb,gnb,MontTy01,rec_yds,10,,,,,
player,201810150gnb,gnb,MontTy01,rec_td,0,,,,,
player,201810150gnb,gnb,MontTy01,rec_long,5,,,,,
player,201810150gnb,gnb,MontTy01,fumbles,0,,,,,
player,201810150gnb,gnb,MontTy01,fumbles_lost,0,,,,,
player,201810150gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201810150gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201810150gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201810150gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201810150gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201810150gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201810150gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201810150gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201810150gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201810150gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201810150gnb,gnb,AdamDa01,rush_yds,0,,,,,
player,201810150gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201810150gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201810150gnb,gnb,AdamDa01,targets,16,,,,,
player,201810150gnb,gnb,AdamDa01,rec,10,,,,,
player,201810150gnb,gnb,AdamDa01,rec_yds,132,,,,,
player,201810150gnb,gnb,AdamDa01,rec_td,2,,,,,
player,201810150gnb,gnb,AdamDa01,rec_long,38,,,,,
player,201810150gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201810150gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201810150gnb,gnb,GrahJi00,pass_cmp,0,,,,,
player,201810150gnb,gnb,GrahJi00,pass_att,0,,,,,
player,201810150gnb,gnb,GrahJi00,pass_yds,0,,,,,
player,201810150gnb,gnb,GrahJi00,pass_td,0,,,,,
player,201810150gnb,gnb,GrahJi00,pass_int,0,,,,,
player,201810150gnb,gnb,GrahJi00,pass_sacked,0,,,,,
player,201810150gnb,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201810150gnb,gnb,GrahJi00,pass_long,0,,,,,
player,201810150gnb,gnb,GrahJi00,pass_rating,,,,,,
player,201810150gnb,gnb,GrahJi00,rush_att,0,,,,,
player,201810150gnb,gnb,GrahJi00,rush_yds,0,,,,,
player,201810150gnb,gnb,GrahJi00,rush_td,0,,,,,
player,201810150gnb,gnb,GrahJi00,rush_long,0,,,,,
player,201810150gnb,gnb,GrahJi00,targets,9,,,,,
player,201810150gnb,gnb,GrahJi00,rec,5,,,,,
player,201810150gnb,gnb,GrahJi00,rec_yds,104,,,,,
player,201810150gnb,gnb,GrahJi00,rec_td,0,,,,,
player,201810150gnb,gnb,GrahJi00,rec_long,54,,,,,
player,201810150gnb,gnb,GrahJi00,fumbles,0,,,,,
player,201810150gnb,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201810150gnb,gnb,ValdMa00,pass_cmp,0,,,,,
player,201810150gnb,gnb,ValdMa00,pass_att,0,,,,,
player,201810150gnb,gnb,ValdMa00,pass_yds,0,,,,,
player,201810150gnb,gnb,ValdMa00,pass_td,0,,,,,
player,201810150gnb,gnb,ValdMa00,pass_int,0,,,,,
player,201810150gnb,gnb,ValdMa00,pass_sacked,0,,,,,
player,201810150gnb,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201810150gnb,gnb,ValdMa00,pass_long,0,,,,,
player,201810150gnb,gnb,ValdMa00,pass_rating,,,,,,
player,201810150gnb,gnb,ValdMa00,rush_att,0,,,,,
player,201810150gnb,gnb,ValdMa00,rush_yds,0,,,,,
player,201810150gnb,gnb,ValdMa00,rush_td,0,,,,,
player,201810150gnb,gnb,ValdMa00,rush_long,0,,,,,
player,201810150gnb,gnb,ValdMa00,targets,6,,,,,
player,201810150gnb,gnb,ValdMa00,rec,3,,,,,
player,201810150gnb,gnb,ValdMa00,rec_yds,103,,,,,
player,201810150gnb,gnb,ValdMa00,rec_td,0,,,,,
player,201810150gnb,gnb,ValdMa00,rec_long,60,,,,,
player,201810150gnb,gnb,ValdMa00,fumbles,0,,,,,
player,201810150gnb,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201810150gnb,gnb,KendLa00,pass_cmp,0,,,,,
player,201810150gnb,gnb,KendLa00,pass_att,0,,,,,
player,201810150gnb,gnb,KendLa00,pass_yds,0,,,,,
player,201810150gnb,gnb,KendLa00,pass_td,0,,,,,
player,201810150gnb,gnb,KendLa00,pass_int,0,,,,,
player,201810150gnb,gnb,KendLa00,pass_sacked,0,,,,,
player,201810150gnb,gnb,KendLa00,pass_sacked_yds,0,,,,,
player,201810150gnb,gnb,KendLa00,pass_long,0,,,,,
player,201810150gnb,gnb,KendLa00,pass_rating,,,,,,
player,201810150gnb,gnb,KendLa00,rush_att,0,,,,,
player,201810150gnb,gnb,KendLa00,rush_yds,0,,,,,
player,201810150gnb,gnb,KendLa00,rush_td,0,,,,,
player,201810150gnb,gnb,KendLa00,rush_long,0,,,,,
player,201810150gnb,gnb,KendLa00,targets,4,,,,,
player,201810150gnb,gnb,KendLa00,rec,2,,,,,
player,201810150gnb,gnb,KendLa00,rec_yds,37,,,,,
player,201810150gnb,gnb,KendLa00,rec_td,0,,,,,
player,201810150gnb,gnb,KendLa00,rec_long,22,,,,,
player,201810150gnb,gnb,KendLa00,fumbles,0,,,,,
player,201810150gnb,gnb,KendLa00,fumbles_lost,0,,,,,
player,201810150gnb,gnb,St.BEq00,pass_cmp,0,,,,,
player,201810150gnb,gnb,St.BEq00,pass_att,0,,,,,
player,201810150gnb,gnb,St.BEq00,pass_yds,0,,,,,
player,201810150gnb,gnb,St.BEq00,pass_td,0,,,,,
player,201810150gnb,gnb,St.BEq00,pass_int,0,,,,,
player,201810150gnb,gnb,St.BEq00,pass_sacked,0,,,,,
player,201810150gnb,gnb,St.BEq00,pass_sacked_yds,0,,,,,
player,201810150gnb,gnb,St.BEq00,pass_long,0,,,,,
player,201810150gnb,gnb,St.BEq00,pass_rating,,,,,,
player,201810150gnb,gnb,St.BEq00,rush_att,0,,,,,
player,201810150gnb,gnb,St.BEq00,rush_yds,0,,,,,
player,201810150gnb,gnb,St.BEq00,rush_td,0,,,,,
player,201810150gnb,gnb,St.BEq00,rush_long,0,,,,,
player,201810150gnb,gnb,St.BEq00,targets,1,,,,,
player,201810150gnb,gnb,St.BEq00,rec,1,,,,,
player,201810150gnb,gnb,St.BEq00,rec_yds,19,,,,,
player,201810150gnb,gnb,St.BEq00,rec_td,0,,,,,
player,201810150gnb,gnb,St.BEq00,rec_long,19,,,,,
player,201810150gnb,gnb,St.BEq00,fumbles,0,,,,,
player,201810150gnb,gnb,St.BEq00,fumbles_lost,0,,,,,
player,201810150gnb,gnb,MoorJM00,pass_cmp,0,,,,,
player,201810150gnb,gnb,MoorJM00,pass_att,0,,,,,
player,201810150gnb,gnb,MoorJM00,pass_yds,0,,,,,
player,201810150gnb,gnb,MoorJM00,pass_td,0,,,,,
player,201810150gnb,gnb,MoorJM00,pass_int,0,,,,,
player,201810150gnb,gnb,MoorJM00,pass_sacked,0,,,,,
player,201810150gnb,gnb,MoorJM00,pass_sacked_yds,0,,,,,
player,201810150gnb,gnb,MoorJM00,pass_long,0,,,,,
player,201810150gnb,gnb,MoorJM00,pass_rating,,,,,,
player,201810150gnb,gnb,MoorJM00,rush_att,0,,,,,
player,201810150gnb,gnb,MoorJM00,rush_yds,0,,,,,
player,201810150gnb,gnb,MoorJM00,rush_td,0,,,,,
player,201810150gnb,gnb,MoorJM00,rush_long,0,,,,,
player,201810150gnb,gnb,MoorJM00,targets,1,,,,,
player,201810150gnb,gnb,MoorJM00,rec,1,,,,,
player,201810150gnb,gnb,MoorJM00,rec_yds,10,,,,,
player,201810150gnb,gnb,MoorJM00,rec_td,0,,,,,
player,201810150gnb,gnb,MoorJM00,rec_long,10,,,,,
player,201810150gnb,gnb,MoorJM00,fumbles,0,,,,,
player,201810150gnb,gnb,MoorJM00,fumbles_lost,0,,,,,
player,201810150gnb,sfo,BlaiRo00,def_int,0,,,,,
player,201810150gnb,sfo,BlaiRo00,def_int_yds,0,,,,,
player,201810150gnb,sfo,BlaiRo00,def_int_td,0,,,,,
player,201810150gnb,sfo,BlaiRo00,def_int_long,0,,,,,
player,201810150gnb,sfo,BlaiRo00,pass_defended,0,,,,,
player,201810150gnb,sfo,BlaiRo00,sacks,1.0,,,,,
player,201810150gnb,sfo,BlaiRo00,tackles_combined,4,,,,,
player,201810150gnb,sfo,BlaiRo00,tackles_solo,2,,,,,
player,201810150gnb,sfo,BlaiRo00,tackles_assists,2,,,,,
player,201810150gnb,sfo,BlaiRo00,tackles_loss,2,,,,,
player,201810150gnb,sfo,BlaiRo00,qb_hits,2,,,,,
player,201810150gnb,sfo,BlaiRo00,fumbles_rec,0,,,,,
player,201810150gnb,sfo,BlaiRo00,fumbles_rec_yds,0,,,,,
player,201810150gnb,sfo,BlaiRo00,fumbles_rec_td,0,,,,,
player,201810150gnb,sfo,BlaiRo00,fumbles_forced,0,,,,,
player,201810150gnb,sfo,BuckDe00,def_int,0,,,,,
player,201810150gnb,sfo,BuckDe00,def_int_yds,0,,,,,
player,201810150gnb,sfo,BuckDe00,def_int_td,0,,,,,
player,201810150gnb,sfo,BuckDe00,def_int_long,0,,,,,
player,201810150gnb,sfo,BuckDe00,pass_defended,0,,,,,
player,201810150gnb,sfo,BuckDe00,sacks,1.0,,,,,
player,201810150gnb,sfo,BuckDe00,tackles_combined,2,,,,,
player,201810150gnb,sfo,BuckDe00,tackles_solo,1,,,,,
player,201810150gnb,sfo,BuckDe00,tackles_assists,1,,,,,
player,201810150gnb,sfo,BuckDe00,tackles_loss,1,,,,,
player,201810150gnb,sfo,BuckDe00,qb_hits,1,,,,,
player,201810150gnb,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201810150gnb,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201810150gnb,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201810150gnb,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201810150gnb,sfo,DayxSh00,def_int,0,,,,,
player,201810150gnb,sfo,DayxSh00,def_int_yds,0,,,,,
player,201810150gnb,sfo,DayxSh00,def_int_td,0,,,,,
player,201810150gnb,sfo,DayxSh00,def_int_long,0,,,,,
player,201810150gnb,sfo,DayxSh00,pass_defended,0,,,,,
player,201810150gnb,sfo,DayxSh00,sacks,1.0,,,,,
player,201810150gnb,sfo,DayxSh00,tackles_combined,1,,,,,
player,201810150gnb,sfo,DayxSh00,tackles_solo,1,,,,,
player,201810150gnb,sfo,DayxSh00,tackles_assists,0,,,,,
player,201810150gnb,sfo,DayxSh00,tackles_loss,1,,,,,
player,201810150gnb,sfo,DayxSh00,qb_hits,1,,,,,
player,201810150gnb,sfo,DayxSh00,fumbles_rec,0,,,,,
player,201810150gnb,sfo,DayxSh00,fumbles_rec_yds,0,,,,,
player,201810150gnb,sfo,DayxSh00,fumbles_rec_td,0,,,,,
