game,2018,10,20181111,201811110cle,atl,"Atlanta Falcons",16,cle,"Cleveland Browns",28
player,201811110cle,atl,RidlCa00,fumbles_lost,0,,,,,
player,201811110cle,atl,JoneJu02,pass_cmp,0,,,,,
player,201811110cle,atl,JoneJu02,pass_att,0,,,,,
player,201811110cle,atl,JoneJu02,pass_yds,0,,,,,
player,201811110cle,atl,JoneJu02,pass_td,0,,,,,
player,201811110cle,atl,JoneJu02,pass_int,0,,,,,
player,201811110cle,atl,JoneJu02,pass_sacked,0,,,,,
player,201811110cle,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201811110cle,atl,JoneJu02,pass_long,0,,,,,
player,201811110cle,atl,JoneJu02,pass_rating,,,,,,
player,201811110cle,atl,JoneJu02,rush_att,0,,,,,
player,201811110cle,atl,JoneJu02,rush_yds,0,,,,,
player,201811110cle,atl,JoneJu02,rush_td,0,,,,,
player,201811110cle,atl,JoneJu02,rush_long,0,,,,,
player,201811110cle,atl,JoneJu02,targets,11,,,,,
player,201811110cle,atl,JoneJu02,rec,7,,,,,
player,201811110cle,atl,JoneJu02,rec_yds,107,,,,,
player,201811110cle,atl,JoneJu02,rec_td,1,,,,,
player,201811110cle,atl,JoneJu02,rec_long,30,,,,,
player,201811110cle,atl,JoneJu02,fumbles,0,,,,,
player,201811110cle,atl,JoneJu02,fumbles_lost,0,,,,,
player,201811110cle,atl,HoopAu00,pass_cmp,0,,,,,
player,201811110cle,atl,HoopAu00,pass_att,0,,,,,
player,201811110cle,atl,HoopAu00,pass_yds,0,,,,,
player,201811110cle,atl,HoopAu00,pass_td,0,,,,,
player,201811110cle,atl,HoopAu00,pass_int,0,,,,,
player,201811110cle,atl,HoopAu00,pass_sacked,0,,,,,
player,201811110cle,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201811110cle,atl,HoopAu00,pass_long,0,,,,,
player,201811110cle,atl,HoopAu00,pass_rating,,,,,,
player,201811110cle,atl,HoopAu00,rush_att,0,,,,,
player,201811110cle,atl,HoopAu00,rush_yds,0,,,,,
player,201811110cle,atl,HoopAu00,rush_td,0,,,,,
player,201811110cle,atl,HoopAu00,rush_long,0,,,,,
player,201811110cle,atl,HoopAu00,targets,11,,,,,
player,201811110cle,atl,HoopAu00,rec,10,,,,,
player,201811110cle,atl,HoopAu00,rec_yds,56,,,,,
player,201811110cle,atl,HoopAu00,rec_td,1,,,,,
player,201811110cle,atl,HoopAu00,rec_long,10,,,,,
player,201811110cle,atl,HoopAu00,fumbles,0,,,,,
player,201811110cle,atl,HoopAu00,fumbles_lost,0,,,,,
player,201811110cle,atl,SanuMo00,pass_cmp,0,,,,,
player,201811110cle,atl,SanuMo00,pass_att,0,,,,,
player,201811110cle,atl,SanuMo00,pass_yds,0,,,,,
player,201811110cle,atl,SanuMo00,pass_td,0,,,,,
player,201811110cle,atl,SanuMo00,pass_int,0,,,,,
player,201811110cle,atl,SanuMo00,pass_sacked,0,,,,,
player,201811110cle,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201811110cle,atl,SanuMo00,pass_long,0,,,,,
player,201811110cle,atl,SanuMo00,pass_rating,,,,,,
player,201811110cle,atl,SanuMo00,rush_att,0,,,,,
player,201811110cle,atl,SanuMo00,rush_yds,0,,,,,
player,201811110cle,atl,SanuMo00,rush_td,0,,,,,
player,201811110cle,atl,SanuMo00,rush_long,0,,,,,
player,201811110cle,atl,SanuMo00,targets,8,,,,,
player,201811110cle,atl,SanuMo00,rec,6,,,,,
player,201811110cle,atl,SanuMo00,rec_yds,47,,,,,
player,201811110cle,atl,SanuMo00,rec_td,0,,,,,
player,201811110cle,atl,SanuMo00,rec_long,11,,,,,
player,201811110cle,atl,SanuMo00,fumbles,1,,,,,
player,201811110cle,atl,SanuMo00,fumbles_lost,1,,,,,
player,201811110cle,atl,SaubEr00,pass_cmp,0,,,,,
player,201811110cle,atl,SaubEr00,pass_att,0,,,,,
player,201811110cle,atl,SaubEr00,pass_yds,0,,,,,
player,201811110cle,atl,SaubEr00,pass_td,0,,,,,
player,201811110cle,atl,SaubEr00,pass_int,0,,,,,
player,201811110cle,atl,SaubEr00,pass_sacked,0,,,,,
player,201811110cle,atl,SaubEr00,pass_sacked_yds,0,,,,,
player,201811110cle,atl,SaubEr00,pass_long,0,,,,,
player,201811110cle,atl,SaubEr00,pass_rating,,,,,,
player,201811110cle,atl,SaubEr00,rush_att,0,,,,,
player,201811110cle,atl,SaubEr00,rush_yds,0,,,,,
player,201811110cle,atl,SaubEr00,rush_td,0,,,,,
player,201811110cle,atl,SaubEr00,rush_long,0,,,,,
player,201811110cle,atl,SaubEr00,targets,2,,,,,
player,201811110cle,atl,SaubEr00,rec,1,,,,,
player,201811110cle,atl,SaubEr00,rec_yds,17,,,,,
player,201811110cle,atl,SaubEr00,rec_td,0,,,,,
player,201811110cle,atl,SaubEr00,rec_long,17,,,,,
player,201811110cle,atl,SaubEr00,fumbles,0,,,,,
player,201811110cle,atl,SaubEr00,fumbles_lost,0,,,,,
player,201811110cle,atl,PaulLo00,pass_cmp,0,,,,,
player,201811110cle,atl,PaulLo00,pass_att,0,,,,,
player,201811110cle,atl,PaulLo00,pass_yds,0,,,,,
player,201811110cle,atl,PaulLo00,pass_td,0,,,,,
player,201811110cle,atl,PaulLo00,pass_int,0,,,,,
player,201811110cle,atl,PaulLo00,pass_sacked,0,,,,,
player,201811110cle,atl,PaulLo00,pass_sacked_yds,0,,,,,
player,201811110cle,atl,PaulLo00,pass_long,0,,,,,
player,201811110cle,atl,PaulLo00,pass_rating,,,,,,
player,201811110cle,atl,PaulLo00,rush_att,0,,,,,
player,201811110cle,atl,PaulLo00,rush_yds,0,,,,,
player,201811110cle,atl,PaulLo00,rush_td,0,,,,,
player,201811110cle,atl,PaulLo00,rush_long,0,,,,,
player,201811110cle,atl,PaulLo00,targets,2,,,,,
player,201811110cle,atl,PaulLo00,rec,2,,,,,
player,201811110cle,atl,PaulLo00,rec_yds,13,,,,,
player,201811110cle,atl,PaulLo00,rec_td,0,,,,,
player,201811110cle,atl,PaulLo00,rec_long,8,,,,,
player,201811110cle,atl,PaulLo00,fumbles,0,,,,,
player,201811110cle,atl,PaulLo00,fumbles_lost,0,,,,,
player,201811110cle,atl,HallMa02,pass_cmp,0,,,,,
player,201811110cle,atl,HallMa02,pass_att,0,,,,,
player,201811110cle,atl,HallMa02,pass_yds,0,,,,,
player,201811110cle,atl,HallMa02,pass_td,0,,,,,
player,201811110cle,atl,HallMa02,pass_int,0,,,,,
player,201811110cle,atl,HallMa02,pass_sacked,0,,,,,
player,201811110cle,atl,HallMa02,pass_sacked_yds,0,,,,,
player,201811110cle,atl,HallMa02,pass_long,0,,,,,
player,201811110cle,atl,HallMa02,pass_rating,,,,,,
player,201811110cle,atl,HallMa02,rush_att,0,,,,,
player,201811110cle,atl,HallMa02,rush_yds,0,,,,,
player,201811110cle,atl,HallMa02,rush_td,0,,,,,
player,201811110cle,atl,HallMa02,rush_long,0,,,,,
player,201811110cle,atl,HallMa02,targets,1,,,,,
player,201811110cle,atl,HallMa02,rec,1,,,,,
player,201811110cle,atl,HallMa02,rec_yds,12,,,,,
player,201811110cle,atl,HallMa02,rec_td,0,,,,,
player,201811110cle,atl,HallMa02,rec_long,12,,,,,
player,201811110cle,atl,HallMa02,fumbles,0,,,,,
player,201811110cle,atl,HallMa02,fumbles_lost,0,,,,,
player,201811110cle,atl,HardJu00,pass_cmp,0,,,,,
player,201811110cle,atl,HardJu00,pass_att,0,,,,,
player,201811110cle,atl,HardJu00,pass_yds,0,,,,,
player,201811110cle,atl,HardJu00,pass_td,0,,,,,
player,201811110cle,atl,HardJu00,pass_int,0,,,,,
player,201811110cle,atl,HardJu00,pass_sacked,0,,,,,
player,201811110cle,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201811110cle,atl,HardJu00,pass_long,0,,,,,
player,201811110cle,atl,HardJu00,pass_rating,,,,,,
player,201811110cle,atl,HardJu00,rush_att,0,,,,,
player,201811110cle,atl,HardJu00,rush_yds,0,,,,,
player,201811110cle,atl,HardJu00,rush_td,0,,,,,
player,201811110cle,atl,HardJu00,rush_long,0,,,,,
player,201811110cle,atl,HardJu00,targets,1,,,,,
player,201811110cle,atl,HardJu00,rec,1,,,,,
player,201811110cle,atl,HardJu00,rec_yds,7,,,,,
player,201811110cle,atl,HardJu00,rec_td,0,,,,,
player,201811110cle,atl,HardJu00,rec_long,7,,,,,
player,201811110cle,atl,HardJu00,fumbles,0,,,,,
player,201811110cle,atl,HardJu00,fumbles_lost,0,,,,,
player,201811110cle,cle,MayfBa00,pass_cmp,17,,,,,
player,201811110cle,cle,MayfBa00,pass_att,20,,,,,
player,201811110cle,cle,MayfBa00,pass_yds,216,,,,,
player,201811110cle,cle,MayfBa00,pass_td,3,,,,,
player,201811110cle,cle,MayfBa00,pass_int,0,,,,,
player,201811110cle,cle,MayfBa00,pass_sacked,0,,,,,
player,201811110cle,cle,MayfBa00,pass_sacked_yds,0,,,,,
player,201811110cle,cle,MayfBa00,pass_long,28,,,,,
player,201811110cle,cle,MayfBa00,pass_rating,151.2,,,,,
player,201811110cle,cle,MayfBa00,rush_att,6,,,,,
player,201811110cle,cle,MayfBa00,rush_yds,20,,,,,
player,201811110cle,cle,MayfBa00,rush_td,0,,,,,
player,201811110cle,cle,MayfBa00,rush_long,10,,,,,
player,201811110cle,cle,MayfBa00,targets,1,,,,,
player,201811110cle,cle,MayfBa00,rec,0,,,,,
player,201811110cle,cle,MayfBa00,rec_yds,0,,,,,
player,201811110cle,cle,MayfBa00,rec_td,0,,,,,
player,201811110cle,cle,MayfBa00,rec_long,0,,,,,
player,201811110cle,cle,MayfBa00,fumbles,1,,,,,
player,201811110cle,cle,MayfBa00,fumbles_lost,0,,,,,
player,201811110cle,cle,HillDo00,pass_cmp,0,,,,,
player,201811110cle,cle,HillDo00,pass_att,1,,,,,
player,201811110cle,cle,HillDo00,pass_yds,0,,,,,
player,201811110cle,cle,HillDo00,pass_td,0,,,,,
player,201811110cle,cle,HillDo00,pass_int,1,,,,,
player,201811110cle,cle,HillDo00,pass_sacked,0,,,,,
player,201811110cle,cle,HillDo00,pass_sacked_yds,0,,,,,
player,201811110cle,cle,HillDo00,pass_long,0,,,,,
player,201811110cle,cle,HillDo00,pass_rating,0.0,,,,,
player,201811110cle,cle,HillDo00,rush_att,0,,,,,
player,201811110cle,cle,HillDo00,rush_yds,0,,,,,
player,201811110cle,cle,HillDo00,rush_td,0,,,,,
player,201811110cle,cle,HillDo00,rush_long,0,,,,,
player,201811110cle,cle,HillDo00,targets,1,,,,,
player,201811110cle,cle,HillDo00,rec,1,,,,,
player,201811110cle,cle,HillDo00,rec_yds,6,,,,,
player,201811110cle,cle,HillDo00,rec_td,0,,,,,
player,201811110cle,cle,HillDo00,rec_long,6,,,,,
player,201811110cle,cle,HillDo00,fumbles,0,,,,,
player,201811110cle,cle,HillDo00,fumbles_lost,0,,,,,
player,201811110cle,cle,ChubNi00,pass_cmp,0,,,,,
player,201811110cle,cle,ChubNi00,pass_att,0,,,,,
player,201811110cle,cle,ChubNi00,pass_yds,0,,,,,
player,201811110cle,cle,ChubNi00,pass_td,0,,,,,
player,201811110cle,cle,ChubNi00,pass_int,0,,,,,
player,201811110cle,cle,ChubNi00,pass_sacked,0,,,,,
player,201811110cle,cle,ChubNi00,pass_sacked_yds,0,,,,,
player,201811110cle,cle,ChubNi00,pass_long,0,,,,,
player,201811110cle,cle,ChubNi00,pass_rating,,,,,,
player,201811110cle,cle,ChubNi00,rush_att,20,,,,,
player,201811110cle,cle,ChubNi00,rush_yds,176,,,,,
player,201811110cle,cle,ChubNi00,rush_td,1,,,,,
player,201811110cle,cle,ChubNi00,rush_long,92,,,,,
player,201811110cle,cle,ChubNi00,targets,3,,,,,
player,201811110cle,cle,ChubNi00,rec,3,,,,,
player,201811110cle,cle,ChubNi00,rec_yds,33,,,,,
player,201811110cle,cle,ChubNi00,rec_td,1,,,,,
player,201811110cle,cle,ChubNi00,rec_long,13,,,,,
player,201811110cle,cle,ChubNi00,fumbles,0,,,,,
player,201811110cle,cle,ChubNi00,fumbles_lost,0,,,,,
player,201811110cle,cle,JohnDu00,pass_cmp,0,,,,,
player,201811110cle,cle,JohnDu00,pass_att,0,,,,,
player,201811110cle,cle,JohnDu00,pass_yds,0,,,,,
player,201811110cle,cle,JohnDu00,pass_td,0,,,,,
player,201811110cle,cle,JohnDu00,pass_int,0,,,,,
player,201811110cle,cle,JohnDu00,pass_sacked,0,,,,,
player,201811110cle,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201811110cle,cle,JohnDu00,pass_long,0,,,,,
player,201811110cle,cle,JohnDu00,pass_rating,,,,,,
player,201811110cle,cle,JohnDu00,rush_att,3,,,,,
player,201811110cle,cle,JohnDu00,rush_yds,15,,,,,
player,201811110cle,cle,JohnDu00,rush_td,0,,,,,
player,201811110cle,cle,JohnDu00,rush_long,9,,,,,
player,201811110cle,cle,JohnDu00,targets,4,,,,,
player,201811110cle,cle,JohnDu00,rec,4,,,,,
player,201811110cle,cle,JohnDu00,rec_yds,31,,,,,
player,201811110cle,cle,JohnDu00,rec_td,1,,,,,
player,201811110cle,cle,JohnDu00,rec_long,11,,,,,
player,201811110cle,cle,JohnDu00,fumbles,0,,,,,
player,201811110cle,cle,JohnDu00,fumbles_lost,0,,,,,
player,201811110cle,cle,CallAn00,pass_cmp,0,,,,,
player,201811110cle,cle,CallAn00,pass_att,0,,,,,
player,201811110cle,cle,CallAn00,pass_yds,0,,,,,
player,201811110cle,cle,CallAn00,pass_td,0,,,,,
player,201811110cle,cle,CallAn00,pass_int,0,,,,,
player,201811110cle,cle,CallAn00,pass_sacked,0,,,,,
player,201811110cle,cle,CallAn00,pass_sacked_yds,0,,,,,
player,201811110cle,cle,CallAn00,pass_long,0,,,,,
player,201811110cle,cle,CallAn00,pass_rating,,,,,,
player,201811110cle,cle,CallAn00,rush_att,0,,,,,
player,201811110cle,cle,CallAn00,rush_yds,0,,,,,
player,201811110cle,cle,CallAn00,rush_td,0,,,,,
player,201811110cle,cle,CallAn00,rush_long,0,,,,,
player,201811110cle,cle,CallAn00,targets,2,,,,,
player,201811110cle,cle,CallAn00,rec,2,,,,,
player,201811110cle,cle,CallAn00,rec_yds,39,,,,,
player,201811110cle,cle,CallAn00,rec_td,0,,,,,
player,201811110cle,cle,CallAn00,rec_long,25,,,,,
player,201811110cle,cle,CallAn00,fumbles,0,,,,,
player,201811110cle,cle,CallAn00,fumbles_lost,0,,,,,
player,201811110cle,cle,PerrBr02,pass_cmp,0,,,,,
player,201811110cle,cle,PerrBr02,pass_att,0,,,,,
player,201811110cle,cle,PerrBr02,pass_yds,0,,,,,
player,201811110cle,cle,PerrBr02,pass_td,0,,,,,
player,201811110cle,cle,PerrBr02,pass_int,0,,,,,
player,201811110cle,cle,PerrBr02,pass_sacked,0,,,,,
player,201811110cle,cle,PerrBr02,pass_sacked_yds,0,,,,,
player,201811110cle,cle,PerrBr02,pass_long,0,,,,,
player,201811110cle,cle,PerrBr02,pass_rating,,,,,,
player,201811110cle,cle,PerrBr02,rush_att,0,,,,,
player,201811110cle,cle,PerrBr02,rush_yds,0,,,,,
player,201811110cle,cle,PerrBr02,rush_td,0,,,,,
player,201811110cle,cle,PerrBr02,rush_long,0,,,,,
player,201811110cle,cle,PerrBr02,targets,2,,,,,
player,201811110cle,cle,PerrBr02,rec,2,,,,,
player,201811110cle,cle,PerrBr02,rec_yds,33,,,,,
player,201811110cle,cle,PerrBr02,rec_td,0,,,,,
player,201811110cle,cle,PerrBr02,rec_long,17,,,,,
player,201811110cle,cle,PerrBr02,fumbles,0,,,,,
player,201811110cle,cle,PerrBr02,fumbles_lost,0,,,,,
player,201811110cle,cle,HiggRa00,pass_cmp,0,,,,,
player,201811110cle,cle,HiggRa00,pass_att,0,,,,,
player,201811110cle,cle,HiggRa00,pass_yds,0,,,,,
player,201811110cle,cle,HiggRa00,pass_td,0,,,,,
player,201811110cle,cle,HiggRa00,pass_int,0,,,,,
player,201811110cle,cle,HiggRa00,pass_sacked,0,,,,,
player,201811110cle,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201811110cle,cle,HiggRa00,pass_long,0,,,,,
player,201811110cle,cle,HiggRa00,pass_rating,,,,,,
player,201811110cle,cle,HiggRa00,rush_att,0,,,,,
player,201811110cle,cle,HiggRa00,rush_yds,0,,,,,
player,201811110cle,cle,HiggRa00,rush_td,0,,,,,
player,201811110cle,cle,HiggRa00,rush_long,0,,,,,
player,201811110cle,cle,HiggRa00,targets,1,,,,,
player,201811110cle,cle,HiggRa00,rec,1,,,,,
player,201811110cle,cle,HiggRa00,rec_yds,28,,,,,
player,201811110cle,cle,HiggRa00,rec_td,1,,,,,
player,201811110cle,cle,HiggRa00,rec_long,28,,,,,
player,201811110cle,cle,HiggRa00,fumbles,0,,,,,
player,201811110cle,cle,HiggRa00,fumbles_lost,0,,,,,
player,201811110cle,cle,LandJa00,pass_cmp,0,,,,,
player,201811110cle,cle,LandJa00,pass_att,0,,,,,
player,201811110cle,cle,LandJa00,pass_yds,0,,,,,
player,201811110cle,cle,LandJa00,pass_td,0,,,,,
player,201811110cle,cle,LandJa00,pass_int,0,,,,,
player,201811110cle,cle,LandJa00,pass_sacked,0,,,,,
player,201811110cle,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201811110cle,cle,LandJa00,pass_long,0,,,,,
player,201811110cle,cle,LandJa00,pass_rating,,,,,,
player,201811110cle,cle,LandJa00,rush_att,0,,,,,
player,201811110cle,cle,LandJa00,rush_yds,0,,,,,
player,201811110cle,cle,LandJa00,rush_td,0,,,,,
player,201811110cle,cle,LandJa00,rush_long,0,,,,,
player,201811110cle,cle,LandJa00,targets,5,,,,,
player,201811110cle,cle,LandJa00,rec,2,,,,,
player,201811110cle,cle,LandJa00,rec_yds,22,,,,,
player,201811110cle,cle,LandJa00,rec_td,0,,,,,
player,201811110cle,cle,LandJa00,rec_long,12,,,,,
player,201811110cle,cle,LandJa00,fumbles,0,,,,,
player,201811110cle,cle,LandJa00,fumbles_lost,0,,,,,
player,201811110cle,cle,NjokDa00,pass_cmp,0,,,,,
player,201811110cle,cle,NjokDa00,pass_att,0,,,,,
player,201811110cle,cle,NjokDa00,pass_yds,0,,,,,
player,201811110cle,cle,NjokDa00,pass_td,0,,,,,
player,201811110cle,cle,NjokDa00,pass_int,0,,,,,
player,201811110cle,cle,NjokDa00,pass_sacked,0,,,,,
player,201811110cle,cle,NjokDa00,pass_sacked_yds,0,,,,,
player,201811110cle,cle,NjokDa00,pass_long,0,,,,,
player,201811110cle,cle,NjokDa00,pass_rating,,,,,,
player,201811110cle,cle,NjokDa00,rush_att,0,,,,,
player,201811110cle,cle,NjokDa00,rush_yds,0,,,,,
player,201811110cle,cle,NjokDa00,rush_td,0,,,,,
player,201811110cle,cle,NjokDa00,rush_long,0,,,,,
player,201811110cle,cle,NjokDa00,targets,1,,,,,
player,201811110cle,cle,NjokDa00,rec,1,,,,,
player,201811110cle,cle,NjokDa00,rec_yds,18,,,,,
player,201811110cle,cle,NjokDa00,rec_td,0,,,,,
player,201811110cle,cle,NjokDa00,rec_long,18,,,,,
player,201811110cle,cle,NjokDa00,fumbles,0,,,,,
player,201811110cle,cle,NjokDa00,fumbles_lost,0,,,,,
player,201811110cle,cle,CharOr00,pass_cmp,0,,,,,
player,201811110cle,cle,CharOr00,pass_att,0,,,,,
player,201811110cle,cle,CharOr00,pass_yds,0,,,,,
player,201811110cle,cle,CharOr00,pass_td,0,,,,,
player,201811110cle,cle,CharOr00,pass_int,0,,,,,
player,201811110cle,cle,CharOr00,pass_sacked,0,,,,,
player,201811110cle,cle,CharOr00,pass_sacked_yds,0,,,,,
player,201811110cle,cle,CharOr00,pass_long,0,,,,,
player,201811110cle,cle,CharOr00,pass_rating,,,,,,
player,201811110cle,cle,CharOr00,rush_att,0,,,,,
player,201811110cle,cle,CharOr00,rush_yds,0,,,,,
player,201811110cle,cle,CharOr00,rush_td,0,,,,,
player,201811110cle,cle,CharOr00,rush_long,0,,,,,
player,201811110cle,cle,CharOr00,targets,1,,,,,
player,201811110cle,cle,CharOr00,rec,1,,,,,
player,201811110cle,cle,CharOr00,rec_yds,6,,,,,
player,201811110cle,cle,CharOr00,rec_td,0,,,,,
player,201811110cle,cle,CharOr00,rec_long,6,,,,,
player,201811110cle,cle,CharOr00,fumbles,0,,,,,
player,201811110cle,cle,CharOr00,fumbles_lost,0,,,,,
player,201811110cle,atl,KazeDa00,def_int,1,,,,,
player,201811110cle,atl,KazeDa00,def_int_yds,33,,,,,
player,201811110cle,atl,KazeDa00,def_int_td,0,,,,,
player,201811110cle,atl,KazeDa00,def_int_long,33,,,,,
player,201811110cle,atl,KazeDa00,pass_defended,1,,,,,
player,201811110cle,atl,KazeDa00,sacks,0.0,,,,,
player,201811110cle,atl,KazeDa00,tackles_combined,3,,,,,
player,201811110cle,atl,KazeDa00,tackles_solo,1,,,,,
player,201811110cle,atl,KazeDa00,tackles_assists,2,,,,,
player,201811110cle,atl,KazeDa00,tackles_loss,0,,,,,
player,201811110cle,atl,KazeDa00,qb_hits,0,,,,,
player,201811110cle,atl,KazeDa00,fumbles_rec,0,,,,,
player,201811110cle,atl,KazeDa00,fumbles_rec_yds,0,,,,,
player,201811110cle,atl,KazeDa00,fumbles_rec_td,0,,,,,
