game,2018,16,20181223,201812230det,min,"Minnesota Vikings",27,det,"Detroit Lions",9
player,201812230det,min,CookDa01,pass_rating,,,,,,
player,201812230det,min,CookDa01,rush_att,16,,,,,
player,201812230det,min,CookDa01,rush_yds,73,,,,,
player,201812230det,min,CookDa01,rush_td,0,,,,,
player,201812230det,min,CookDa01,rush_long,18,,,,,
player,201812230det,min,CookDa01,targets,3,,,,,
player,201812230det,min,CookDa01,rec,3,,,,,
player,201812230det,min,CookDa01,rec_yds,35,,,,,
player,201812230det,min,CookDa01,rec_td,0,,,,,
player,201812230det,min,CookDa01,rec_long,20,,,,,
player,201812230det,min,CookDa01,fumbles,0,,,,,
player,201812230det,min,CookDa01,fumbles_lost,0,,,,,
player,201812230det,min,MurrLa00,pass_cmp,0,,,,,
player,201812230det,min,MurrLa00,pass_att,0,,,,,
player,201812230det,min,MurrLa00,pass_yds,0,,,,,
player,201812230det,min,MurrLa00,pass_td,0,,,,,
player,201812230det,min,MurrLa00,pass_int,0,,,,,
player,201812230det,min,MurrLa00,pass_sacked,0,,,,,
player,201812230det,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201812230det,min,MurrLa00,pass_long,0,,,,,
player,201812230det,min,MurrLa00,pass_rating,,,,,,
player,201812230det,min,MurrLa00,rush_att,9,,,,,
player,201812230det,min,MurrLa00,rush_yds,22,,,,,
player,201812230det,min,MurrLa00,rush_td,0,,,,,
player,201812230det,min,MurrLa00,rush_long,11,,,,,
player,201812230det,min,MurrLa00,targets,2,,,,,
player,201812230det,min,MurrLa00,rec,2,,,,,
player,201812230det,min,MurrLa00,rec_yds,6,,,,,
player,201812230det,min,MurrLa00,rec_td,0,,,,,
player,201812230det,min,MurrLa00,rec_long,4,,,,,
player,201812230det,min,MurrLa00,fumbles,0,,,,,
player,201812230det,min,MurrLa00,fumbles_lost,0,,,,,
player,201812230det,min,ThieAd00,pass_cmp,0,,,,,
player,201812230det,min,ThieAd00,pass_att,0,,,,,
player,201812230det,min,ThieAd00,pass_yds,0,,,,,
player,201812230det,min,ThieAd00,pass_td,0,,,,,
player,201812230det,min,ThieAd00,pass_int,0,,,,,
player,201812230det,min,ThieAd00,pass_sacked,0,,,,,
player,201812230det,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201812230det,min,ThieAd00,pass_long,0,,,,,
player,201812230det,min,ThieAd00,pass_rating,,,,,,
player,201812230det,min,ThieAd00,rush_att,1,,,,,
player,201812230det,min,ThieAd00,rush_yds,3,,,,,
player,201812230det,min,ThieAd00,rush_td,0,,,,,
player,201812230det,min,ThieAd00,rush_long,3,,,,,
player,201812230det,min,ThieAd00,targets,6,,,,,
player,201812230det,min,ThieAd00,rec,5,,,,,
player,201812230det,min,ThieAd00,rec_yds,80,,,,,
player,201812230det,min,ThieAd00,rec_td,0,,,,,
player,201812230det,min,ThieAd00,rec_long,40,,,,,
player,201812230det,min,ThieAd00,fumbles,0,,,,,
player,201812230det,min,ThieAd00,fumbles_lost,0,,,,,
player,201812230det,min,HamxC.00,pass_cmp,0,,,,,
player,201812230det,min,HamxC.00,pass_att,0,,,,,
player,201812230det,min,HamxC.00,pass_yds,0,,,,,
player,201812230det,min,HamxC.00,pass_td,0,,,,,
player,201812230det,min,HamxC.00,pass_int,0,,,,,
player,201812230det,min,HamxC.00,pass_sacked,0,,,,,
player,201812230det,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201812230det,min,HamxC.00,pass_long,0,,,,,
player,201812230det,min,HamxC.00,pass_rating,,,,,,
player,201812230det,min,HamxC.00,rush_att,1,,,,,
player,201812230det,min,HamxC.00,rush_yds,1,,,,,
player,201812230det,min,HamxC.00,rush_td,0,,,,,
player,201812230det,min,HamxC.00,rush_long,1,,,,,
player,201812230det,min,HamxC.00,targets,0,,,,,
player,201812230det,min,HamxC.00,rec,0,,,,,
player,201812230det,min,HamxC.00,rec_yds,0,,,,,
player,201812230det,min,HamxC.00,rec_td,0,,,,,
player,201812230det,min,HamxC.00,rec_long,0,,,,,
player,201812230det,min,HamxC.00,fumbles,0,,,,,
player,201812230det,min,HamxC.00,fumbles_lost,0,,,,,
player,201812230det,min,RudoKy00,pass_cmp,0,,,,,
player,201812230det,min,RudoKy00,pass_att,0,,,,,
player,201812230det,min,RudoKy00,pass_yds,0,,,,,
player,201812230det,min,RudoKy00,pass_td,0,,,,,
player,201812230det,min,RudoKy00,pass_int,0,,,,,
player,201812230det,min,RudoKy00,pass_sacked,0,,,,,
player,201812230det,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201812230det,min,RudoKy00,pass_long,0,,,,,
player,201812230det,min,RudoKy00,pass_rating,,,,,,
player,201812230det,min,RudoKy00,rush_att,0,,,,,
player,201812230det,min,RudoKy00,rush_yds,0,,,,,
player,201812230det,min,RudoKy00,rush_td,0,,,,,
player,201812230det,min,RudoKy00,rush_long,0,,,,,
player,201812230det,min,RudoKy00,targets,9,,,,,
player,201812230det,min,RudoKy00,rec,9,,,,,
player,201812230det,min,RudoKy00,rec_yds,122,,,,,
player,201812230det,min,RudoKy00,rec_td,2,,,,,
player,201812230det,min,RudoKy00,rec_long,44,,,,,
player,201812230det,min,RudoKy00,fumbles,0,,,,,
player,201812230det,min,RudoKy00,fumbles_lost,0,,,,,
player,201812230det,min,DiggSt00,pass_cmp,0,,,,,
player,201812230det,min,DiggSt00,pass_att,0,,,,,
player,201812230det,min,DiggSt00,pass_yds,0,,,,,
player,201812230det,min,DiggSt00,pass_td,0,,,,,
player,201812230det,min,DiggSt00,pass_int,0,,,,,
player,201812230det,min,DiggSt00,pass_sacked,0,,,,,
player,201812230det,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201812230det,min,DiggSt00,pass_long,0,,,,,
player,201812230det,min,DiggSt00,pass_rating,,,,,,
player,201812230det,min,DiggSt00,rush_att,0,,,,,
player,201812230det,min,DiggSt00,rush_yds,0,,,,,
player,201812230det,min,DiggSt00,rush_td,0,,,,,
player,201812230det,min,DiggSt00,rush_long,0,,,,,
player,201812230det,min,DiggSt00,targets,6,,,,,
player,201812230det,min,DiggSt00,rec,2,,,,,
player,201812230det,min,DiggSt00,rec_yds,10,,,,,
player,201812230det,min,DiggSt00,rec_td,1,,,,,
player,201812230det,min,DiggSt00,rec_long,8,,,,,
player,201812230det,min,DiggSt00,fumbles,0,,,,,
player,201812230det,min,DiggSt00,fumbles_lost,0,,,,,
player,201812230det,min,RobiAl00,pass_cmp,0,,,,,
player,201812230det,min,RobiAl00,pass_att,0,,,,,
player,201812230det,min,RobiAl00,pass_yds,0,,,,,
player,201812230det,min,RobiAl00,pass_td,0,,,,,
player,201812230det,min,RobiAl00,pass_int,0,,,,,
player,201812230det,min,RobiAl00,pass_sacked,0,,,,,
player,201812230det,min,RobiAl00,pass_sacked_yds,0,,,,,
player,201812230det,min,RobiAl00,pass_long,0,,,,,
player,201812230det,min,RobiAl00,pass_rating,,,,,,
player,201812230det,min,RobiAl00,rush_att,0,,,,,
player,201812230det,min,RobiAl00,rush_yds,0,,,,,
player,201812230det,min,RobiAl00,rush_td,0,,,,,
player,201812230det,min,RobiAl00,rush_long,0,,,,,
player,201812230det,min,RobiAl00,targets,2,,,,,
player,201812230det,min,RobiAl00,rec,0,,,,,
player,201812230det,min,RobiAl00,rec_yds,0,,,,,
player,201812230det,min,RobiAl00,rec_td,0,,,,,
player,201812230det,min,RobiAl00,rec_long,0,,,,,
player,201812230det,min,RobiAl00,fumbles,0,,,,,
player,201812230det,min,RobiAl00,fumbles_lost,0,,,,,
player,201812230det,det,StafMa00,pass_cmp,18,,,,,
player,201812230det,det,StafMa00,pass_att,32,,,,,
player,201812230det,det,StafMa00,pass_yds,116,,,,,
player,201812230det,det,StafMa00,pass_td,0,,,,,
player,201812230det,det,StafMa00,pass_int,0,,,,,
player,201812230det,det,StafMa00,pass_sacked,2,,,,,
player,201812230det,det,StafMa00,pass_sacked_yds,11,,,,,
player,201812230det,det,StafMa00,pass_long,21,,,,,
player,201812230det,det,StafMa00,pass_rating,64.1,,,,,
player,201812230det,det,StafMa00,rush_att,0,,,,,
player,201812230det,det,StafMa00,rush_yds,0,,,,,
player,201812230det,det,StafMa00,rush_td,0,,,,,
player,201812230det,det,StafMa00,rush_long,0,,,,,
player,201812230det,det,StafMa00,targets,0,,,,,
player,201812230det,det,StafMa00,rec,0,,,,,
player,201812230det,det,StafMa00,rec_yds,0,,,,,
player,201812230det,det,StafMa00,rec_td,0,,,,,
player,201812230det,det,StafMa00,rec_long,0,,,,,
player,201812230det,det,StafMa00,fumbles,0,,,,,
player,201812230det,det,StafMa00,fumbles_lost,0,,,,,
player,201812230det,det,CassMa00,pass_cmp,5,,,,,
player,201812230det,det,CassMa00,pass_att,11,,,,,
player,201812230det,det,CassMa00,pass_yds,45,,,,,
player,201812230det,det,CassMa00,pass_td,0,,,,,
player,201812230det,det,CassMa00,pass_int,0,,,,,
player,201812230det,det,CassMa00,pass_sacked,1,,,,,
player,201812230det,det,CassMa00,pass_sacked_yds,13,,,,,
player,201812230det,det,CassMa00,pass_long,11,,,,,
player,201812230det,det,CassMa00,pass_rating,57.0,,,,,
player,201812230det,det,CassMa00,rush_att,1,,,,,
player,201812230det,det,CassMa00,rush_yds,14,,,,,
player,201812230det,det,CassMa00,rush_td,0,,,,,
player,201812230det,det,CassMa00,rush_long,14,,,,,
player,201812230det,det,CassMa00,targets,0,,,,,
player,201812230det,det,CassMa00,rec,0,,,,,
player,201812230det,det,CassMa00,rec_yds,0,,,,,
player,201812230det,det,CassMa00,rec_td,0,,,,,
player,201812230det,det,CassMa00,rec_long,0,,,,,
player,201812230det,det,CassMa00,fumbles,0,,,,,
player,201812230det,det,CassMa00,fumbles_lost,0,,,,,
player,201812230det,det,ZennZa00,pass_cmp,0,,,,,
player,201812230det,det,ZennZa00,pass_att,0,,,,,
player,201812230det,det,ZennZa00,pass_yds,0,,,,,
player,201812230det,det,ZennZa00,pass_td,0,,,,,
player,201812230det,det,ZennZa00,pass_int,0,,,,,
player,201812230det,det,ZennZa00,pass_sacked,0,,,,,
player,201812230det,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201812230det,det,ZennZa00,pass_long,0,,,,,
player,201812230det,det,ZennZa00,pass_rating,,,,,,
player,201812230det,det,ZennZa00,rush_att,8,,,,,
player,201812230det,det,ZennZa00,rush_yds,45,,,,,
player,201812230det,det,ZennZa00,rush_td,0,,,,,
player,201812230det,det,ZennZa00,rush_long,29,,,,,
player,201812230det,det,ZennZa00,targets,3,,,,,
player,201812230det,det,ZennZa00,rec,2,,,,,
player,201812230det,det,ZennZa00,rec_yds,22,,,,,
player,201812230det,det,ZennZa00,rec_td,0,,,,,
player,201812230det,det,ZennZa00,rec_long,11,,,,,
player,201812230det,det,ZennZa00,fumbles,0,,,,,
player,201812230det,det,ZennZa00,fumbles_lost,0,,,,,
player,201812230det,det,BlouLe00,pass_cmp,0,,,,,
player,201812230det,det,BlouLe00,pass_att,0,,,,,
player,201812230det,det,BlouLe00,pass_yds,0,,,,,
player,201812230det,det,BlouLe00,pass_td,0,,,,,
player,201812230det,det,BlouLe00,pass_int,0,,,,,
player,201812230det,det,BlouLe00,pass_sacked,0,,,,,
player,201812230det,det,BlouLe00,pass_sacked_yds,0,,,,,
player,201812230det,det,BlouLe00,pass_long,0,,,,,
player,201812230det,det,BlouLe00,pass_rating,,,,,,
player,201812230det,det,BlouLe00,rush_att,11,,,,,
player,201812230det,det,BlouLe00,rush_yds,29,,,,,
player,201812230det,det,BlouLe00,rush_td,0,,,,,
player,201812230det,det,BlouLe00,rush_long,10,,,,,
player,201812230det,det,BlouLe00,targets,4,,,,,
player,201812230det,det,BlouLe00,rec,2,,,,,
player,201812230det,det,BlouLe00,rec_yds,-5,,,,,
player,201812230det,det,BlouLe00,rec_td,0,,,,,
player,201812230det,det,BlouLe00,rec_long,0,,,,,
player,201812230det,det,BlouLe00,fumbles,0,,,,,
player,201812230det,det,BlouLe00,fumbles_lost,0,,,,,
player,201812230det,det,GollKe00,pass_cmp,0,,,,,
player,201812230det,det,GollKe00,pass_att,0,,,,,
player,201812230det,det,GollKe00,pass_yds,0,,,,,
player,201812230det,det,GollKe00,pass_td,0,,,,,
player,201812230det,det,GollKe00,pass_int,0,,,,,
player,201812230det,det,GollKe00,pass_sacked,0,,,,,
player,201812230det,det,GollKe00,pass_sacked_yds,0,,,,,
player,201812230det,det,GollKe00,pass_long,0,,,,,
player,201812230det,det,GollKe00,pass_rating,,,,,,
player,201812230det,det,GollKe00,rush_att,0,,,,,
player,201812230det,det,GollKe00,rush_yds,0,,,,,
player,201812230det,det,GollKe00,rush_td,0,,,,,
player,201812230det,det,GollKe00,rush_long,0,,,,,
player,201812230det,det,GollKe00,targets,15,,,,,
player,201812230det,det,GollKe00,rec,6,,,,,
player,201812230det,det,GollKe00,rec_yds,58,,,,,
player,201812230det,det,GollKe00,rec_td,0,,,,,
player,201812230det,det,GollKe00,rec_long,21,,,,,
player,201812230det,det,GollKe00,fumbles,0,,,,,
player,201812230det,det,GollKe00,fumbles_lost,0,,,,,
player,201812230det,det,JoneT.00,pass_cmp,0,,,,,
player,201812230det,det,JoneT.00,pass_att,0,,,,,
player,201812230det,det,JoneT.00,pass_yds,0,,,,,
player,201812230det,det,JoneT.00,pass_td,0,,,,,
player,201812230det,det,JoneT.00,pass_int,0,,,,,
player,201812230det,det,JoneT.00,pass_sacked,0,,,,,
player,201812230det,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201812230det,det,JoneT.00,pass_long,0,,,,,
player,201812230det,det,JoneT.00,pass_rating,,,,,,
player,201812230det,det,JoneT.00,rush_att,0,,,,,
player,201812230det,det,JoneT.00,rush_yds,0,,,,,
player,201812230det,det,JoneT.00,rush_td,0,,,,,
player,201812230det,det,JoneT.00,rush_long,0,,,,,
player,201812230det,det,JoneT.00,targets,6,,,,,
player,201812230det,det,JoneT.00,rec,6,,,,,
player,201812230det,det,JoneT.00,rec_yds,42,,,,,
player,201812230det,det,JoneT.00,rec_td,0,,,,,
player,201812230det,det,JoneT.00,rec_long,12,,,,,
player,201812230det,det,JoneT.00,fumbles,0,,,,,
player,201812230det,det,JoneT.00,fumbles_lost,0,,,,,
player,201812230det,det,ToilLe00,pass_cmp,0,,,,,
player,201812230det,det,ToilLe00,pass_att,0,,,,,
player,201812230det,det,ToilLe00,pass_yds,0,,,,,
player,201812230det,det,ToilLe00,pass_td,0,,,,,
player,201812230det,det,ToilLe00,pass_int,0,,,,,
player,201812230det,det,ToilLe00,pass_sacked,0,,,,,
player,201812230det,det,ToilLe00,pass_sacked_yds,0,,,,,
player,201812230det,det,ToilLe00,pass_long,0,,,,,
player,201812230det,det,ToilLe00,pass_rating,,,,,,
player,201812230det,det,ToilLe00,rush_att,0,,,,,
player,201812230det,det,ToilLe00,rush_yds,0,,,,,
player,201812230det,det,ToilLe00,rush_td,0,,,,,
player,201812230det,det,ToilLe00,rush_long,0,,,,,
player,201812230det,det,ToilLe00,targets,1,,,,,
player,201812230det,det,ToilLe00,rec,1,,,,,
player,201812230det,det,ToilLe00,rec_yds,16,,,,,
player,201812230det,det,ToilLe00,rec_td,0,,,,,
player,201812230det,det,ToilLe00,rec_long,16,,,,,
player,201812230det,det,ToilLe00,fumbles,0,,,,,
player,201812230det,det,ToilLe00,fumbles_lost,0,,,,,
player,201812230det,det,JoneAn01,pass_cmp,0,,,,,
player,201812230det,det,JoneAn01,pass_att,0,,,,,
player,201812230det,det,JoneAn01,pass_yds,0,,,,,
player,201812230det,det,JoneAn01,pass_td,0,,,,,
player,201812230det,det,JoneAn01,pass_int,0,,,,,
player,201812230det,det,JoneAn01,pass_sacked,0,,,,,
player,201812230det,det,JoneAn01,pass_sacked_yds,0,,,,,
player,201812230det,det,JoneAn01,pass_long,0,,,,,
player,201812230det,det,JoneAn01,pass_rating,,,,,,
player,201812230det,det,JoneAn01,rush_att,0,,,,,
player,201812230det,det,JoneAn01,rush_yds,0,,,,,
player,201812230det,det,JoneAn01,rush_td,0,,,,,
player,201812230det,det,JoneAn01,rush_long,0,,,,,
player,201812230det,det,JoneAn01,targets,5,,,,,
player,201812230det,det,JoneAn01,rec,1,,,,,
player,201812230det,det,JoneAn01,rec_yds,12,,,,,
player,201812230det,det,JoneAn01,rec_td,0,,,,,
player,201812230det,det,JoneAn01,rec_long,12,,,,,
player,201812230det,det,JoneAn01,fumbles,0,,,,,
player,201812230det,det,JoneAn01,fumbles_lost,0,,,,,
player,201812230det,det,PoweBr00,pass_cmp,0,,,,,
player,201812230det,det,PoweBr00,pass_att,0,,,,,
player,201812230det,det,PoweBr00,pass_yds,0,,,,,
player,201812230det,det,PoweBr00,pass_td,0,,,,,
player,201812230det,det,PoweBr00,pass_int,0,,,,,
player,201812230det,det,PoweBr00,pass_sacked,0,,,,,
player,201812230det,det,PoweBr00,pass_sacked_yds,0,,,,,
player,201812230det,det,PoweBr00,pass_long,0,,,,,
player,201812230det,det,PoweBr00,pass_rating,,,,,,
player,201812230det,det,PoweBr00,rush_att,0,,,,,
player,201812230det,det,PoweBr00,rush_yds,0,,,,,
player,201812230det,det,PoweBr00,rush_td,0,,,,,
player,201812230det,det,PoweBr00,rush_long,0,,,,,
player,201812230det,det,PoweBr00,targets,2,,,,,
player,201812230det,det,PoweBr00,rec,1,,,,,
player,201812230det,det,PoweBr00,rec_yds,9,,,,,
player,201812230det,det,PoweBr00,rec_td,0,,,,,
player,201812230det,det,PoweBr00,rec_long,9,,,,,
player,201812230det,det,PoweBr00,fumbles,0,,,,,
player,201812230det,det,PoweBr00,fumbles_lost,0,,,,,
player,201812230det,det,CunnJe00,pass_cmp,0,,,,,
player,201812230det,det,CunnJe00,pass_att,0,,,,,
player,201812230det,det,CunnJe00,pass_yds,0,,,,,
player,201812230det,det,CunnJe00,pass_td,0,,,,,
player,201812230det,det,CunnJe00,pass_int,0,,,,,
player,201812230det,det,CunnJe00,pass_sacked,0,,,,,
player,201812230det,det,CunnJe00,pass_sacked_yds,0,,,,,
player,201812230det,det,CunnJe00,pass_long,0,,,,,
player,201812230det,det,CunnJe00,pass_rating,,,,,,
player,201812230det,det,CunnJe00,rush_att,0,,,,,
player,201812230det,det,CunnJe00,rush_yds,0,,,,,
player,201812230det,det,CunnJe00,rush_td,0,,,,,
player,201812230det,det,CunnJe00,rush_long,0,,,,,
player,201812230det,det,CunnJe00,targets,1,,,,,
player,201812230det,det,CunnJe00,rec,0,,,,,
player,201812230det,det,CunnJe00,rec_yds,0,,,,,
player,201812230det,det,CunnJe00,rec_td,0,,,,,
player,201812230det,det,CunnJe00,rec_long,0,,,,,
player,201812230det,det,CunnJe00,fumbles,0,,,,,
player,201812230det,det,CunnJe00,fumbles_lost,0,,,,,
player,201812230det,det,RiddTh00,pass_cmp,0,,,,,
player,201812230det,det,RiddTh00,pass_att,0,,,,,
player,201812230det,det,RiddTh00,pass_yds,0,,,,,
player,201812230det,det,RiddTh00,pass_td,0,,,,,
player,201812230det,det,RiddTh00,pass_int,0,,,,,
player,201812230det,det,RiddTh00,pass_sacked,0,,,,,
player,201812230det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201812230det,det,RiddTh00,pass_long,0,,,,,
player,201812230det,det,RiddTh00,pass_rating,,,,,,
player,201812230det,det,RiddTh00,rush_att,3,,,,,
player,201812230det,det,RiddTh00,rush_yds,-2,,,,,
player,201812230det,det,RiddTh00,rush_td,0,,,,,
player,201812230det,det,RiddTh00,rush_long,2,,,,,
player,201812230det,det,RiddTh00,targets,5,,,,,
player,201812230det,det,RiddTh00,rec,4,,,,,
player,201812230det,det,RiddTh00,rec_yds,7,,,,,
player,201812230det,det,RiddTh00,rec_td,0,,,,,
player,201812230det,det,RiddTh00,rec_long,7,,,,,
player,201812230det,det,RiddTh00,fumbles,0,,,,,
player,201812230det,det,RiddTh00,fumbles_lost,0,,,,,
player,201812230det,min,WilsEr00,def_int,0,,,,,
player,201812230det,min,WilsEr00,def_int_yds,0,,,,,
player,201812230det,min,WilsEr00,def_int_td,0,,,,,
player,201812230det,min,WilsEr00,def_int_long,0,,,,,
player,201812230det,min,WilsEr00,pass_defended,0,,,,,
player,201812230det,min,WilsEr00,sacks,1.0,,,,,
player,201812230det,min,WilsEr00,tackles_combined,9,,,,,
player,201812230det,min,WilsEr00,tackles_solo,8,,,,,
player,201812230det,min,WilsEr00,tackles_assists,1,,,,,
player,201812230det,min,WilsEr00,tackles_loss,3,,,,,
player,201812230det,min,WilsEr00,qb_hits,3,,,,,
player,201812230det,min,WilsEr00,fumbles_rec,0,,,,,
player,201812230det,min,WilsEr00,fumbles_rec_yds,0,,,,,
player,201812230det,min,WilsEr00,fumbles_rec_td,0,,,,,
player,201812230det,min,WilsEr00,fumbles_forced,0,,,,,
player,201812230det,min,BrotKe00,def_int,0,,,,,
player,201812230det,min,BrotKe00,def_int_yds,0,,,,,
player,201812230det,min,BrotKe00,def_int_td,0,,,,,
player,201812230det,min,BrotKe00,def_int_long,0,,,,,
player,201812230det,min,BrotKe00,pass_defended,0,,,,,
player,201812230det,min,BrotKe00,sacks,1.0,,,,,
player,201812230det,min,BrotKe00,tackles_combined,2,,,,,
player,201812230det,min,BrotKe00,tackles_solo,2,,,,,
player,201812230det,min,BrotKe00,tackles_assists,0,,,,,
player,201812230det,min,BrotKe00,tackles_loss,1,,,,,
player,201812230det,min,BrotKe00,qb_hits,1,,,,,
player,201812230det,min,BrotKe00,fumbles_rec,0,,,,,
player,201812230det,min,BrotKe00,fumbles_rec_yds,0,,,,,
player,201812230det,min,BrotKe00,fumbles_rec_td,0,,,,,
player,201812230det,min,BrotKe00,fumbles_forced,0,,,,,
player,201812230det,min,GrifEv99,def_int,0,,,,,
player,201812230det,min,GrifEv99,def_int_yds,0,,,,,
player,201812230det,min,GrifEv99,def_int_td,0,,,,,
player,201812230det,min,GrifEv99,def_int_long,0,,,,,
player,201812230det,min,GrifEv99,pass_defended,0,,,,,
player,201812230det,min,GrifEv99,sacks,1.0,,,,,
player,201812230det,min,GrifEv99,tackles_combined,2,,,,,
player,201812230det,min,GrifEv99,tackles_solo,1,,,,,
player,201812230det,min,GrifEv99,tackles_assists,1,,,,,
player,201812230det,min,GrifEv99,tackles_loss,1,,,,,
player,201812230det,min,GrifEv99,qb_hits,2,,,,,
player,201812230det,min,GrifEv99,fumbles_rec,0,,,,,
player,201812230det,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201812230det,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201812230det,min,GrifEv99,fumbles_forced,0,,,,,
player,201812230det,min,GedeBe00,def_int,0,,,,,
player,201812230det,min,GedeBe00,def_int_yds,0,,,,,
player,201812230det,min,GedeBe00,def_int_td,0,,,,,
player,201812230det,min,GedeBe00,def_int_long,0,,,,,
player,201812230det,min,GedeBe00,pass_defended,1,,,,,
player,201812230det,min,GedeBe00,sacks,0.0,,,,,
player,201812230det,min,GedeBe00,tackles_combined,8,,,,,
player,201812230det,min,GedeBe00,tackles_solo,5,,,,,
player,201812230det,min,GedeBe00,tackles_assists,3,,,,,
player,201812230det,min,GedeBe00,tackles_loss,0,,,,,
player,201812230det,min,GedeBe00,qb_hits,0,,,,,
player,201812230det,min,GedeBe00,fumbles_rec,0,,,,,
player,201812230det,min,GedeBe00,fumbles_rec_yds,0,,,,,
player,201812230det,min,GedeBe00,fumbles_rec_td,0,,,,,
player,201812230det,min,GedeBe00,fumbles_forced,0,,,,,
player,201812230det,min,SmitHa00,def_int,0,,,,,
player,201812230det,min,SmitHa00,def_int_yds,0,,,,,
player,201812230det,min,SmitHa00,def_int_td,0,,,,,
player,201812230det,min,SmitHa00,def_int_long,0,,,,,
player,201812230det,min,SmitHa00,pass_defended,1,,,,,
player,201812230det,min,SmitHa00,sacks,0.0,,,,,
player,201812230det,min,SmitHa00,tackles_combined,7,,,,,
player,201812230det,min,SmitHa00,tackles_solo,6,,,,,
player,201812230det,min,SmitHa00,tackles_assists,1,,,,,
player,201812230det,min,SmitHa00,tackles_loss,2,,,,,
player,201812230det,min,SmitHa00,qb_hits,0,,,,,
player,201812230det,min,SmitHa00,fumbles_rec,0,,,,,
player,201812230det,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201812230det,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201812230det,min,SmitHa00,fumbles_forced,0,,,,,
player,201812230det,min,RhodXa00,def_int,0,,,,,
player,201812230det,min,RhodXa00,def_int_yds,0,,,,,
player,201812230det,min,RhodXa00,def_int_td,0,,,,,
player,201812230det,min,RhodXa00,def_int_long,0,,,,,
player,201812230det,min,RhodXa00,pass_defended,0,,,,,
player,201812230det,min,RhodXa00,sacks,0.0,,,,,
player,201812230det,min,RhodXa00,tackles_combined,6,,,,,
