game,2018,11,20181118,201811180atl,dal,"Dallas Cowboys",22,atl,"Atlanta Falcons",19
player,201811180atl,dal,LewiJo01,rec_yds,0,,,,,
player,201811180atl,dal,LewiJo01,rec_td,0,,,,,
player,201811180atl,dal,LewiJo01,rec_long,0,,,,,
player,201811180atl,dal,LewiJo01,fumbles,0,,,,,
player,201811180atl,dal,LewiJo01,fumbles_lost,0,,,,,
player,201811180atl,dal,BeasCo00,pass_cmp,0,,,,,
player,201811180atl,dal,BeasCo00,pass_att,0,,,,,
player,201811180atl,dal,BeasCo00,pass_yds,0,,,,,
player,201811180atl,dal,BeasCo00,pass_td,0,,,,,
player,201811180atl,dal,BeasCo00,pass_int,0,,,,,
player,201811180atl,dal,BeasCo00,pass_sacked,0,,,,,
player,201811180atl,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201811180atl,dal,BeasCo00,pass_long,0,,,,,
player,201811180atl,dal,BeasCo00,pass_rating,,,,,,
player,201811180atl,dal,BeasCo00,rush_att,0,,,,,
player,201811180atl,dal,BeasCo00,rush_yds,0,,,,,
player,201811180atl,dal,BeasCo00,rush_td,0,,,,,
player,201811180atl,dal,BeasCo00,rush_long,0,,,,,
player,201811180atl,dal,BeasCo00,targets,7,,,,,
player,201811180atl,dal,BeasCo00,rec,5,,,,,
player,201811180atl,dal,BeasCo00,rec_yds,51,,,,,
player,201811180atl,dal,BeasCo00,rec_td,0,,,,,
player,201811180atl,dal,BeasCo00,rec_long,19,,,,,
player,201811180atl,dal,BeasCo00,fumbles,0,,,,,
player,201811180atl,dal,BeasCo00,fumbles_lost,0,,,,,
player,201811180atl,dal,CoopAm00,pass_cmp,0,,,,,
player,201811180atl,dal,CoopAm00,pass_att,0,,,,,
player,201811180atl,dal,CoopAm00,pass_yds,0,,,,,
player,201811180atl,dal,CoopAm00,pass_td,0,,,,,
player,201811180atl,dal,CoopAm00,pass_int,0,,,,,
player,201811180atl,dal,CoopAm00,pass_sacked,0,,,,,
player,201811180atl,dal,CoopAm00,pass_sacked_yds,0,,,,,
player,201811180atl,dal,CoopAm00,pass_long,0,,,,,
player,201811180atl,dal,CoopAm00,pass_rating,,,,,,
player,201811180atl,dal,CoopAm00,rush_att,0,,,,,
player,201811180atl,dal,CoopAm00,rush_yds,0,,,,,
player,201811180atl,dal,CoopAm00,rush_td,0,,,,,
player,201811180atl,dal,CoopAm00,rush_long,0,,,,,
player,201811180atl,dal,CoopAm00,targets,5,,,,,
player,201811180atl,dal,CoopAm00,rec,3,,,,,
player,201811180atl,dal,CoopAm00,rec_yds,36,,,,,
player,201811180atl,dal,CoopAm00,rec_td,0,,,,,
player,201811180atl,dal,CoopAm00,rec_long,17,,,,,
player,201811180atl,dal,CoopAm00,fumbles,0,,,,,
player,201811180atl,dal,CoopAm00,fumbles_lost,0,,,,,
player,201811180atl,dal,SwaiGe00,pass_cmp,0,,,,,
player,201811180atl,dal,SwaiGe00,pass_att,0,,,,,
player,201811180atl,dal,SwaiGe00,pass_yds,0,,,,,
player,201811180atl,dal,SwaiGe00,pass_td,0,,,,,
player,201811180atl,dal,SwaiGe00,pass_int,0,,,,,
player,201811180atl,dal,SwaiGe00,pass_sacked,0,,,,,
player,201811180atl,dal,SwaiGe00,pass_sacked_yds,0,,,,,
player,201811180atl,dal,SwaiGe00,pass_long,0,,,,,
player,201811180atl,dal,SwaiGe00,pass_rating,,,,,,
player,201811180atl,dal,SwaiGe00,rush_att,0,,,,,
player,201811180atl,dal,SwaiGe00,rush_yds,0,,,,,
player,201811180atl,dal,SwaiGe00,rush_td,0,,,,,
player,201811180atl,dal,SwaiGe00,rush_long,0,,,,,
player,201811180atl,dal,SwaiGe00,targets,5,,,,,
player,201811180atl,dal,SwaiGe00,rec,4,,,,,
player,201811180atl,dal,SwaiGe00,rec_yds,24,,,,,
player,201811180atl,dal,SwaiGe00,rec_td,0,,,,,
player,201811180atl,dal,SwaiGe00,rec_long,12,,,,,
player,201811180atl,dal,SwaiGe00,fumbles,0,,,,,
player,201811180atl,dal,SwaiGe00,fumbles_lost,0,,,,,
player,201811180atl,dal,GallMi00,pass_cmp,0,,,,,
player,201811180atl,dal,GallMi00,pass_att,0,,,,,
player,201811180atl,dal,GallMi00,pass_yds,0,,,,,
player,201811180atl,dal,GallMi00,pass_td,0,,,,,
player,201811180atl,dal,GallMi00,pass_int,0,,,,,
player,201811180atl,dal,GallMi00,pass_sacked,0,,,,,
player,201811180atl,dal,GallMi00,pass_sacked_yds,0,,,,,
player,201811180atl,dal,GallMi00,pass_long,0,,,,,
player,201811180atl,dal,GallMi00,pass_rating,,,,,,
player,201811180atl,dal,GallMi00,rush_att,0,,,,,
player,201811180atl,dal,GallMi00,rush_yds,0,,,,,
player,201811180atl,dal,GallMi00,rush_td,0,,,,,
player,201811180atl,dal,GallMi00,rush_long,0,,,,,
player,201811180atl,dal,GallMi00,targets,5,,,,,
player,201811180atl,dal,GallMi00,rec,1,,,,,
player,201811180atl,dal,GallMi00,rec_yds,10,,,,,
player,201811180atl,dal,GallMi00,rec_td,0,,,,,
player,201811180atl,dal,GallMi00,rec_long,10,,,,,
player,201811180atl,dal,GallMi00,fumbles,0,,,,,
player,201811180atl,dal,GallMi00,fumbles_lost,0,,,,,
player,201811180atl,dal,SmitRo06,pass_cmp,0,,,,,
player,201811180atl,dal,SmitRo06,pass_att,0,,,,,
player,201811180atl,dal,SmitRo06,pass_yds,0,,,,,
player,201811180atl,dal,SmitRo06,pass_td,0,,,,,
player,201811180atl,dal,SmitRo06,pass_int,0,,,,,
player,201811180atl,dal,SmitRo06,pass_sacked,0,,,,,
player,201811180atl,dal,SmitRo06,pass_sacked_yds,0,,,,,
player,201811180atl,dal,SmitRo06,pass_long,0,,,,,
player,201811180atl,dal,SmitRo06,pass_rating,,,,,,
player,201811180atl,dal,SmitRo06,rush_att,1,,,,,
player,201811180atl,dal,SmitRo06,rush_yds,0,,,,,
player,201811180atl,dal,SmitRo06,rush_td,0,,,,,
player,201811180atl,dal,SmitRo06,rush_long,0,,,,,
player,201811180atl,dal,SmitRo06,targets,2,,,,,
player,201811180atl,dal,SmitRo06,rec,2,,,,,
player,201811180atl,dal,SmitRo06,rec_yds,8,,,,,
player,201811180atl,dal,SmitRo06,rec_td,0,,,,,
player,201811180atl,dal,SmitRo06,rec_long,5,,,,,
player,201811180atl,dal,SmitRo06,fumbles,0,,,,,
player,201811180atl,dal,SmitRo06,fumbles_lost,0,,,,,
player,201811180atl,atl,RyanMa00,pass_cmp,24,,,,,
player,201811180atl,atl,RyanMa00,pass_att,34,,,,,
player,201811180atl,atl,RyanMa00,pass_yds,291,,,,,
player,201811180atl,atl,RyanMa00,pass_td,1,,,,,
player,201811180atl,atl,RyanMa00,pass_int,1,,,,,
player,201811180atl,atl,RyanMa00,pass_sacked,3,,,,,
player,201811180atl,atl,RyanMa00,pass_sacked_yds,17,,,,,
player,201811180atl,atl,RyanMa00,pass_long,34,,,,,
player,201811180atl,atl,RyanMa00,pass_rating,94.1,,,,,
player,201811180atl,atl,RyanMa00,rush_att,1,,,,,
player,201811180atl,atl,RyanMa00,rush_yds,1,,,,,
player,201811180atl,atl,RyanMa00,rush_td,0,,,,,
player,201811180atl,atl,RyanMa00,rush_long,1,,,,,
player,201811180atl,atl,RyanMa00,targets,0,,,,,
player,201811180atl,atl,RyanMa00,rec,0,,,,,
player,201811180atl,atl,RyanMa00,rec_yds,0,,,,,
player,201811180atl,atl,RyanMa00,rec_td,0,,,,,
player,201811180atl,atl,RyanMa00,rec_long,0,,,,,
player,201811180atl,atl,RyanMa00,fumbles,0,,,,,
player,201811180atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201811180atl,atl,ColeTe01,pass_cmp,0,,,,,
player,201811180atl,atl,ColeTe01,pass_att,0,,,,,
player,201811180atl,atl,ColeTe01,pass_yds,0,,,,,
player,201811180atl,atl,ColeTe01,pass_td,0,,,,,
player,201811180atl,atl,ColeTe01,pass_int,0,,,,,
player,201811180atl,atl,ColeTe01,pass_sacked,0,,,,,
player,201811180atl,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201811180atl,atl,ColeTe01,pass_long,0,,,,,
player,201811180atl,atl,ColeTe01,pass_rating,,,,,,
player,201811180atl,atl,ColeTe01,rush_att,8,,,,,
player,201811180atl,atl,ColeTe01,rush_yds,58,,,,,
player,201811180atl,atl,ColeTe01,rush_td,0,,,,,
player,201811180atl,atl,ColeTe01,rush_long,17,,,,,
player,201811180atl,atl,ColeTe01,targets,3,,,,,
player,201811180atl,atl,ColeTe01,rec,3,,,,,
player,201811180atl,atl,ColeTe01,rec_yds,27,,,,,
player,201811180atl,atl,ColeTe01,rec_td,0,,,,,
player,201811180atl,atl,ColeTe01,rec_long,18,,,,,
player,201811180atl,atl,ColeTe01,fumbles,0,,,,,
player,201811180atl,atl,ColeTe01,fumbles_lost,0,,,,,
player,201811180atl,atl,SmitIt00,pass_cmp,0,,,,,
player,201811180atl,atl,SmitIt00,pass_att,0,,,,,
player,201811180atl,atl,SmitIt00,pass_yds,0,,,,,
player,201811180atl,atl,SmitIt00,pass_td,0,,,,,
player,201811180atl,atl,SmitIt00,pass_int,0,,,,,
player,201811180atl,atl,SmitIt00,pass_sacked,0,,,,,
player,201811180atl,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201811180atl,atl,SmitIt00,pass_long,0,,,,,
player,201811180atl,atl,SmitIt00,pass_rating,,,,,,
player,201811180atl,atl,SmitIt00,rush_att,6,,,,,
player,201811180atl,atl,SmitIt00,rush_yds,10,,,,,
player,201811180atl,atl,SmitIt00,rush_td,0,,,,,
player,201811180atl,atl,SmitIt00,rush_long,5,,,,,
player,201811180atl,atl,SmitIt00,targets,2,,,,,
player,201811180atl,atl,SmitIt00,rec,2,,,,,
player,201811180atl,atl,SmitIt00,rec_yds,12,,,,,
player,201811180atl,atl,SmitIt00,rec_td,0,,,,,
player,201811180atl,atl,SmitIt00,rec_long,9,,,,,
player,201811180atl,atl,SmitIt00,fumbles,0,,,,,
player,201811180atl,atl,SmitIt00,fumbles_lost,0,,,,,
player,201811180atl,atl,RidlCa00,pass_cmp,0,,,,,
player,201811180atl,atl,RidlCa00,pass_att,0,,,,,
player,201811180atl,atl,RidlCa00,pass_yds,0,,,,,
player,201811180atl,atl,RidlCa00,pass_td,0,,,,,
player,201811180atl,atl,RidlCa00,pass_int,0,,,,,
player,201811180atl,atl,RidlCa00,pass_sacked,0,,,,,
player,201811180atl,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201811180atl,atl,RidlCa00,pass_long,0,,,,,
player,201811180atl,atl,RidlCa00,pass_rating,,,,,,
player,201811180atl,atl,RidlCa00,rush_att,1,,,,,
player,201811180atl,atl,RidlCa00,rush_yds,5,,,,,
player,201811180atl,atl,RidlCa00,rush_td,0,,,,,
player,201811180atl,atl,RidlCa00,rush_long,5,,,,,
player,201811180atl,atl,RidlCa00,targets,4,,,,,
player,201811180atl,atl,RidlCa00,rec,3,,,,,
player,201811180atl,atl,RidlCa00,rec_yds,32,,,,,
player,201811180atl,atl,RidlCa00,rec_td,0,,,,,
player,201811180atl,atl,RidlCa00,rec_long,14,,,,,
player,201811180atl,atl,RidlCa00,fumbles,0,,,,,
player,201811180atl,atl,RidlCa00,fumbles_lost,0,,,,,
player,201811180atl,atl,SanuMo00,pass_cmp,0,,,,,
player,201811180atl,atl,SanuMo00,pass_att,0,,,,,
player,201811180atl,atl,SanuMo00,pass_yds,0,,,,,
player,201811180atl,atl,SanuMo00,pass_td,0,,,,,
player,201811180atl,atl,SanuMo00,pass_int,0,,,,,
player,201811180atl,atl,SanuMo00,pass_sacked,0,,,,,
player,201811180atl,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201811180atl,atl,SanuMo00,pass_long,0,,,,,
player,201811180atl,atl,SanuMo00,pass_rating,,,,,,
player,201811180atl,atl,SanuMo00,rush_att,1,,,,,
player,201811180atl,atl,SanuMo00,rush_yds,3,,,,,
player,201811180atl,atl,SanuMo00,rush_td,0,,,,,
player,201811180atl,atl,SanuMo00,rush_long,3,,,,,
player,201811180atl,atl,SanuMo00,targets,6,,,,,
player,201811180atl,atl,SanuMo00,rec,4,,,,,
player,201811180atl,atl,SanuMo00,rec_yds,56,,,,,
player,201811180atl,atl,SanuMo00,rec_td,0,,,,,
player,201811180atl,atl,SanuMo00,rec_long,18,,,,,
player,201811180atl,atl,SanuMo00,fumbles,0,,,,,
player,201811180atl,atl,SanuMo00,fumbles_lost,0,,,,,
player,201811180atl,atl,HallMa02,pass_cmp,0,,,,,
player,201811180atl,atl,HallMa02,pass_att,0,,,,,
player,201811180atl,atl,HallMa02,pass_yds,0,,,,,
player,201811180atl,atl,HallMa02,pass_td,0,,,,,
player,201811180atl,atl,HallMa02,pass_int,0,,,,,
player,201811180atl,atl,HallMa02,pass_sacked,0,,,,,
player,201811180atl,atl,HallMa02,pass_sacked_yds,0,,,,,
player,201811180atl,atl,HallMa02,pass_long,0,,,,,
player,201811180atl,atl,HallMa02,pass_rating,,,,,,
player,201811180atl,atl,HallMa02,rush_att,1,,,,,
player,201811180atl,atl,HallMa02,rush_yds,3,,,,,
player,201811180atl,atl,HallMa02,rush_td,0,,,,,
player,201811180atl,atl,HallMa02,rush_long,3,,,,,
player,201811180atl,atl,HallMa02,targets,0,,,,,
player,201811180atl,atl,HallMa02,rec,0,,,,,
player,201811180atl,atl,HallMa02,rec_yds,0,,,,,
player,201811180atl,atl,HallMa02,rec_td,0,,,,,
player,201811180atl,atl,HallMa02,rec_long,0,,,,,
player,201811180atl,atl,HallMa02,fumbles,0,,,,,
player,201811180atl,atl,HallMa02,fumbles_lost,0,,,,,
player,201811180atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201811180atl,atl,JoneJu02,pass_att,0,,,,,
player,201811180atl,atl,JoneJu02,pass_yds,0,,,,,
player,201811180atl,atl,JoneJu02,pass_td,0,,,,,
player,201811180atl,atl,JoneJu02,pass_int,0,,,,,
player,201811180atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201811180atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201811180atl,atl,JoneJu02,pass_long,0,,,,,
player,201811180atl,atl,JoneJu02,pass_rating,,,,,,
player,201811180atl,atl,JoneJu02,rush_att,0,,,,,
player,201811180atl,atl,JoneJu02,rush_yds,0,,,,,
player,201811180atl,atl,JoneJu02,rush_td,0,,,,,
player,201811180atl,atl,JoneJu02,rush_long,0,,,,,
player,201811180atl,atl,JoneJu02,targets,9,,,,,
player,201811180atl,atl,JoneJu02,rec,6,,,,,
player,201811180atl,atl,JoneJu02,rec_yds,118,,,,,
player,201811180atl,atl,JoneJu02,rec_td,1,,,,,
player,201811180atl,atl,JoneJu02,rec_long,34,,,,,
player,201811180atl,atl,JoneJu02,fumbles,0,,,,,
player,201811180atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201811180atl,atl,HoopAu00,pass_cmp,0,,,,,
player,201811180atl,atl,HoopAu00,pass_att,0,,,,,
player,201811180atl,atl,HoopAu00,pass_yds,0,,,,,
player,201811180atl,atl,HoopAu00,pass_td,0,,,,,
player,201811180atl,atl,HoopAu00,pass_int,0,,,,,
player,201811180atl,atl,HoopAu00,pass_sacked,0,,,,,
player,201811180atl,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201811180atl,atl,HoopAu00,pass_long,0,,,,,
player,201811180atl,atl,HoopAu00,pass_rating,,,,,,
player,201811180atl,atl,HoopAu00,rush_att,0,,,,,
player,201811180atl,atl,HoopAu00,rush_yds,0,,,,,
player,201811180atl,atl,HoopAu00,rush_td,0,,,,,
player,201811180atl,atl,HoopAu00,rush_long,0,,,,,
player,201811180atl,atl,HoopAu00,targets,8,,,,,
player,201811180atl,atl,HoopAu00,rec,4,,,,,
player,201811180atl,atl,HoopAu00,rec_yds,27,,,,,
player,201811180atl,atl,HoopAu00,rec_td,0,,,,,
player,201811180atl,atl,HoopAu00,rec_long,9,,,,,
player,201811180atl,atl,HoopAu00,fumbles,0,,,,,
player,201811180atl,atl,HoopAu00,fumbles_lost,0,,,,,
player,201811180atl,atl,PaulLo00,pass_cmp,0,,,,,
player,201811180atl,atl,PaulLo00,pass_att,0,,,,,
player,201811180atl,atl,PaulLo00,pass_yds,0,,,,,
player,201811180atl,atl,PaulLo00,pass_td,0,,,,,
player,201811180atl,atl,PaulLo00,pass_int,0,,,,,
player,201811180atl,atl,PaulLo00,pass_sacked,0,,,,,
player,201811180atl,atl,PaulLo00,pass_sacked_yds,0,,,,,
player,201811180atl,atl,PaulLo00,pass_long,0,,,,,
player,201811180atl,atl,PaulLo00,pass_rating,,,,,,
player,201811180atl,atl,PaulLo00,rush_att,0,,,,,
player,201811180atl,atl,PaulLo00,rush_yds,0,,,,,
player,201811180atl,atl,PaulLo00,rush_td,0,,,,,
player,201811180atl,atl,PaulLo00,rush_long,0,,,,,
player,201811180atl,atl,PaulLo00,targets,2,,,,,
player,201811180atl,atl,PaulLo00,rec,2,,,,,
player,201811180atl,atl,PaulLo00,rec_yds,19,,,,,
player,201811180atl,atl,PaulLo00,rec_td,0,,,,,
player,201811180atl,atl,PaulLo00,rec_long,13,,,,,
player,201811180atl,atl,PaulLo00,fumbles,0,,,,,
player,201811180atl,atl,PaulLo00,fumbles_lost,0,,,,,
player,201811180atl,dal,VandLe00,def_int,1,,,,,
player,201811180atl,dal,VandLe00,def_int_yds,28,,,,,
player,201811180atl,dal,VandLe00,def_int_td,0,,,,,
player,201811180atl,dal,VandLe00,def_int_long,28,,,,,
player,201811180atl,dal,VandLe00,pass_defended,3,,,,,
player,201811180atl,dal,VandLe00,sacks,0.0,,,,,
player,201811180atl,dal,VandLe00,tackles_combined,8,,,,,
player,201811180atl,dal,VandLe00,tackles_solo,4,,,,,
player,201811180atl,dal,VandLe00,tackles_assists,4,,,,,
player,201811180atl,dal,VandLe00,tackles_loss,0,,,,,
player,201811180atl,dal,VandLe00,qb_hits,1,,,,,
player,201811180atl,dal,VandLe00,fumbles_rec,0,,,,,
player,201811180atl,dal,VandLe00,fumbles_rec_yds,0,,,,,
player,201811180atl,dal,VandLe00,fumbles_rec_td,0,,,,,
player,201811180atl,dal,VandLe00,fumbles_forced,0,,,,,
player,201811180atl,dal,LawrDe00,def_int,0,,,,,
player,201811180atl,dal,LawrDe00,def_int_yds,0,,,,,
player,201811180atl,dal,LawrDe00,def_int_td,0,,,,,
player,201811180atl,dal,LawrDe00,def_int_long,0,,,,,
player,201811180atl,dal,LawrDe00,pass_defended,0,,,,,
player,201811180atl,dal,LawrDe00,sacks,1.5,,,,,
player,201811180atl,dal,LawrDe00,tackles_combined,5,,,,,
player,201811180atl,dal,LawrDe00,tackles_solo,3,,,,,
player,201811180atl,dal,LawrDe00,tackles_assists,2,,,,,
player,201811180atl,dal,LawrDe00,tackles_loss,1,,,,,
player,201811180atl,dal,LawrDe00,qb_hits,3,,,,,
player,201811180atl,dal,LawrDe00,fumbles_rec,0,,,,,
player,201811180atl,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201811180atl,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201811180atl,dal,LawrDe00,fumbles_forced,0,,,,,
player,201811180atl,dal,GregRa00,def_int,0,,,,,
player,201811180atl,dal,GregRa00,def_int_yds,0,,,,,
player,201811180atl,dal,GregRa00,def_int_td,0,,,,,
player,201811180atl,dal,GregRa00,def_int_long,0,,,,,
player,201811180atl,dal,GregRa00,pass_defended,0,,,,,
player,201811180atl,dal,GregRa00,sacks,1.0,,,,,
player,201811180atl,dal,GregRa00,tackles_combined,1,,,,,
player,201811180atl,dal,GregRa00,tackles_solo,1,,,,,
player,201811180atl,dal,GregRa00,tackles_assists,0,,,,,
player,201811180atl,dal,GregRa00,tackles_loss,1,,,,,
player,201811180atl,dal,GregRa00,qb_hits,2,,,,,
player,201811180atl,dal,GregRa00,fumbles_rec,0,,,,,
player,201811180atl,dal,GregRa00,fumbles_rec_yds,0,,,,,
player,201811180atl,dal,GregRa00,fumbles_rec_td,0,,,,,
player,201811180atl,dal,GregRa00,fumbles_forced,0,,,,,
player,201811180atl,dal,CrawTy00,def_int,0,,,,,
player,201811180atl,dal,CrawTy00,def_int_yds,0,,,,,
player,201811180atl,dal,CrawTy00,def_int_td,0,,,,,
player,201811180atl,dal,CrawTy00,def_int_long,0,,,,,
player,201811180atl,dal,CrawTy00,pass_defended,0,,,,,
player,201811180atl,dal,CrawTy00,sacks,0.5,,,,,
player,201811180atl,dal,CrawTy00,tackles_combined,1,,,,,
player,201811180atl,dal,CrawTy00,tackles_solo,0,,,,,
player,201811180atl,dal,CrawTy00,tackles_assists,1,,,,,
player,201811180atl,dal,CrawTy00,tackles_loss,0,,,,,
player,201811180atl,dal,CrawTy00,qb_hits,2,,,,,
player,201811180atl,dal,CrawTy00,fumbles_rec,0,,,,,
player,201811180atl,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201811180atl,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201811180atl,dal,CrawTy00,fumbles_forced,0,,,,,
player,201811180atl,dal,WoodXa00,def_int,0,,,,,
player,201811180atl,dal,WoodXa00,def_int_yds,0,,,,,
player,201811180atl,dal,WoodXa00,def_int_td,0,,,,,
player,201811180atl,dal,WoodXa00,def_int_long,0,,,,,
player,201811180atl,dal,WoodXa00,pass_defended,0,,,,,
player,201811180atl,dal,WoodXa00,sacks,0.0,,,,,
player,201811180atl,dal,WoodXa00,tackles_combined,9,,,,,
player,201811180atl,dal,WoodXa00,tackles_solo,7,,,,,
player,201811180atl,dal,WoodXa00,tackles_assists,2,,,,,
player,201811180atl,dal,WoodXa00,tackles_loss,0,,,,,
player,201811180atl,dal,WoodXa00,qb_hits,0,,,,,
player,201811180atl,dal,WoodXa00,fumbles_rec,0,,,,,
player,201811180atl,dal,WoodXa00,fumbles_rec_yds,0,,,,,
player,201811180atl,dal,WoodXa00,fumbles_rec_td,0,,,,,
player,201811180atl,dal,WoodXa00,fumbles_forced,0,,,,,
player,201811180atl,dal,AwuzCh00,def_int,0,,,,,
player,201811180atl,dal,AwuzCh00,def_int_yds,0,,,,,
player,201811180atl,dal,AwuzCh00,def_int_td,0,,,,,
player,201811180atl,dal,AwuzCh00,def_int_long,0,,,,,
player,201811180atl,dal,AwuzCh00,pass_defended,0,,,,,
player,201811180atl,dal,AwuzCh00,sacks,0.0,,,,,
player,201811180atl,dal,AwuzCh00,tackles_combined,7,,,,,
player,201811180atl,dal,AwuzCh00,tackles_solo,6,,,,,
player,201811180atl,dal,AwuzCh00,tackles_assists,1,,,,,
player,201811180atl,dal,AwuzCh00,tackles_loss,0,,,,,
player,201811180atl,dal,AwuzCh00,qb_hits,0,,,,,
player,201811180atl,dal,AwuzCh00,fumbles_rec,0,,,,,
player,201811180atl,dal,AwuzCh00,fumbles_rec_yds,0,,,,,
