game,2018,3,20180923,201809230rav,den,"Denver Broncos",14,rav,"Baltimore Ravens",27
player,201809230rav,rav,CollAl00,pass_sacked_yds,0,,,,,
player,201809230rav,rav,CollAl00,pass_long,0,,,,,
player,201809230rav,rav,CollAl00,pass_rating,,,,,,
player,201809230rav,rav,CollAl00,rush_att,18,,,,,
player,201809230rav,rav,CollAl00,rush_yds,68,,,,,
player,201809230rav,rav,CollAl00,rush_td,1,,,,,
player,201809230rav,rav,CollAl00,rush_long,14,,,,,
player,201809230rav,rav,CollAl00,targets,4,,,,,
player,201809230rav,rav,CollAl00,rec,3,,,,,
player,201809230rav,rav,CollAl00,rec_yds,6,,,,,
player,201809230rav,rav,CollAl00,rec_td,0,,,,,
player,201809230rav,rav,CollAl00,rec_long,8,,,,,
player,201809230rav,rav,CollAl00,fumbles,0,,,,,
player,201809230rav,rav,CollAl00,fumbles_lost,0,,,,,
player,201809230rav,rav,AlleJa01,pass_cmp,0,,,,,
player,201809230rav,rav,AlleJa01,pass_att,0,,,,,
player,201809230rav,rav,AlleJa01,pass_yds,0,,,,,
player,201809230rav,rav,AlleJa01,pass_td,0,,,,,
player,201809230rav,rav,AlleJa01,pass_int,0,,,,,
player,201809230rav,rav,AlleJa01,pass_sacked,0,,,,,
player,201809230rav,rav,AlleJa01,pass_sacked_yds,0,,,,,
player,201809230rav,rav,AlleJa01,pass_long,0,,,,,
player,201809230rav,rav,AlleJa01,pass_rating,,,,,,
player,201809230rav,rav,AlleJa01,rush_att,6,,,,,
player,201809230rav,rav,AlleJa01,rush_yds,7,,,,,
player,201809230rav,rav,AlleJa01,rush_td,1,,,,,
player,201809230rav,rav,AlleJa01,rush_long,2,,,,,
player,201809230rav,rav,AlleJa01,targets,4,,,,,
player,201809230rav,rav,AlleJa01,rec,3,,,,,
player,201809230rav,rav,AlleJa01,rec_yds,19,,,,,
player,201809230rav,rav,AlleJa01,rec_td,1,,,,,
player,201809230rav,rav,AlleJa01,rec_long,12,,,,,
player,201809230rav,rav,AlleJa01,fumbles,0,,,,,
player,201809230rav,rav,AlleJa01,fumbles_lost,0,,,,,
player,201809230rav,rav,BrowJo02,pass_cmp,0,,,,,
player,201809230rav,rav,BrowJo02,pass_att,0,,,,,
player,201809230rav,rav,BrowJo02,pass_yds,0,,,,,
player,201809230rav,rav,BrowJo02,pass_td,0,,,,,
player,201809230rav,rav,BrowJo02,pass_int,0,,,,,
player,201809230rav,rav,BrowJo02,pass_sacked,0,,,,,
player,201809230rav,rav,BrowJo02,pass_sacked_yds,0,,,,,
player,201809230rav,rav,BrowJo02,pass_long,0,,,,,
player,201809230rav,rav,BrowJo02,pass_rating,,,,,,
player,201809230rav,rav,BrowJo02,rush_att,0,,,,,
player,201809230rav,rav,BrowJo02,rush_yds,0,,,,,
player,201809230rav,rav,BrowJo02,rush_td,0,,,,,
player,201809230rav,rav,BrowJo02,rush_long,0,,,,,
player,201809230rav,rav,BrowJo02,targets,9,,,,,
player,201809230rav,rav,BrowJo02,rec,5,,,,,
player,201809230rav,rav,BrowJo02,rec_yds,86,,,,,
player,201809230rav,rav,BrowJo02,rec_td,0,,,,,
player,201809230rav,rav,BrowJo02,rec_long,44,,,,,
player,201809230rav,rav,BrowJo02,fumbles,0,,,,,
player,201809230rav,rav,BrowJo02,fumbles_lost,0,,,,,
player,201809230rav,rav,CrabMi00,pass_cmp,0,,,,,
player,201809230rav,rav,CrabMi00,pass_att,0,,,,,
player,201809230rav,rav,CrabMi00,pass_yds,0,,,,,
player,201809230rav,rav,CrabMi00,pass_td,0,,,,,
player,201809230rav,rav,CrabMi00,pass_int,0,,,,,
player,201809230rav,rav,CrabMi00,pass_sacked,0,,,,,
player,201809230rav,rav,CrabMi00,pass_sacked_yds,0,,,,,
player,201809230rav,rav,CrabMi00,pass_long,0,,,,,
player,201809230rav,rav,CrabMi00,pass_rating,,,,,,
player,201809230rav,rav,CrabMi00,rush_att,0,,,,,
player,201809230rav,rav,CrabMi00,rush_yds,0,,,,,
player,201809230rav,rav,CrabMi00,rush_td,0,,,,,
player,201809230rav,rav,CrabMi00,rush_long,0,,,,,
player,201809230rav,rav,CrabMi00,targets,10,,,,,
player,201809230rav,rav,CrabMi00,rec,7,,,,,
player,201809230rav,rav,CrabMi00,rec_yds,61,,,,,
player,201809230rav,rav,CrabMi00,rec_td,0,,,,,
player,201809230rav,rav,CrabMi00,rec_long,19,,,,,
player,201809230rav,rav,CrabMi00,fumbles,0,,,,,
player,201809230rav,rav,CrabMi00,fumbles_lost,0,,,,,
player,201809230rav,rav,AndrMa00,pass_cmp,0,,,,,
player,201809230rav,rav,AndrMa00,pass_att,0,,,,,
player,201809230rav,rav,AndrMa00,pass_yds,0,,,,,
player,201809230rav,rav,AndrMa00,pass_td,0,,,,,
player,201809230rav,rav,AndrMa00,pass_int,0,,,,,
player,201809230rav,rav,AndrMa00,pass_sacked,0,,,,,
player,201809230rav,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201809230rav,rav,AndrMa00,pass_long,0,,,,,
player,201809230rav,rav,AndrMa00,pass_rating,,,,,,
player,201809230rav,rav,AndrMa00,rush_att,0,,,,,
player,201809230rav,rav,AndrMa00,rush_yds,0,,,,,
player,201809230rav,rav,AndrMa00,rush_td,0,,,,,
player,201809230rav,rav,AndrMa00,rush_long,0,,,,,
player,201809230rav,rav,AndrMa00,targets,3,,,,,
player,201809230rav,rav,AndrMa00,rec,2,,,,,
player,201809230rav,rav,AndrMa00,rec_yds,59,,,,,
player,201809230rav,rav,AndrMa00,rec_td,0,,,,,
player,201809230rav,rav,AndrMa00,rec_long,30,,,,,
player,201809230rav,rav,AndrMa00,fumbles,0,,,,,
player,201809230rav,rav,AndrMa00,fumbles_lost,0,,,,,
player,201809230rav,rav,SneaWi00,pass_cmp,0,,,,,
player,201809230rav,rav,SneaWi00,pass_att,0,,,,,
player,201809230rav,rav,SneaWi00,pass_yds,0,,,,,
player,201809230rav,rav,SneaWi00,pass_td,0,,,,,
player,201809230rav,rav,SneaWi00,pass_int,0,,,,,
player,201809230rav,rav,SneaWi00,pass_sacked,0,,,,,
player,201809230rav,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201809230rav,rav,SneaWi00,pass_long,0,,,,,
player,201809230rav,rav,SneaWi00,pass_rating,,,,,,
player,201809230rav,rav,SneaWi00,rush_att,0,,,,,
player,201809230rav,rav,SneaWi00,rush_yds,0,,,,,
player,201809230rav,rav,SneaWi00,rush_td,0,,,,,
player,201809230rav,rav,SneaWi00,rush_long,0,,,,,
player,201809230rav,rav,SneaWi00,targets,5,,,,,
player,201809230rav,rav,SneaWi00,rec,3,,,,,
player,201809230rav,rav,SneaWi00,rec_yds,39,,,,,
player,201809230rav,rav,SneaWi00,rec_td,0,,,,,
player,201809230rav,rav,SneaWi00,rec_long,17,,,,,
player,201809230rav,rav,SneaWi00,fumbles,0,,,,,
player,201809230rav,rav,SneaWi00,fumbles_lost,0,,,,,
player,201809230rav,rav,WillMa04,pass_cmp,0,,,,,
player,201809230rav,rav,WillMa04,pass_att,0,,,,,
player,201809230rav,rav,WillMa04,pass_yds,0,,,,,
player,201809230rav,rav,WillMa04,pass_td,0,,,,,
player,201809230rav,rav,WillMa04,pass_int,0,,,,,
player,201809230rav,rav,WillMa04,pass_sacked,0,,,,,
player,201809230rav,rav,WillMa04,pass_sacked_yds,0,,,,,
player,201809230rav,rav,WillMa04,pass_long,0,,,,,
player,201809230rav,rav,WillMa04,pass_rating,,,,,,
player,201809230rav,rav,WillMa04,rush_att,0,,,,,
player,201809230rav,rav,WillMa04,rush_yds,0,,,,,
player,201809230rav,rav,WillMa04,rush_td,0,,,,,
player,201809230rav,rav,WillMa04,rush_long,0,,,,,
player,201809230rav,rav,WillMa04,targets,1,,,,,
player,201809230rav,rav,WillMa04,rec,1,,,,,
player,201809230rav,rav,WillMa04,rec_yds,5,,,,,
player,201809230rav,rav,WillMa04,rec_td,0,,,,,
player,201809230rav,rav,WillMa04,rec_long,5,,,,,
player,201809230rav,rav,WillMa04,fumbles,0,,,,,
player,201809230rav,rav,WillMa04,fumbles_lost,0,,,,,
player,201809230rav,rav,BoylNi00,pass_cmp,0,,,,,
player,201809230rav,rav,BoylNi00,pass_att,0,,,,,
player,201809230rav,rav,BoylNi00,pass_yds,0,,,,,
player,201809230rav,rav,BoylNi00,pass_td,0,,,,,
player,201809230rav,rav,BoylNi00,pass_int,0,,,,,
player,201809230rav,rav,BoylNi00,pass_sacked,0,,,,,
player,201809230rav,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201809230rav,rav,BoylNi00,pass_long,0,,,,,
player,201809230rav,rav,BoylNi00,pass_rating,,,,,,
player,201809230rav,rav,BoylNi00,rush_att,0,,,,,
player,201809230rav,rav,BoylNi00,rush_yds,0,,,,,
player,201809230rav,rav,BoylNi00,rush_td,0,,,,,
player,201809230rav,rav,BoylNi00,rush_long,0,,,,,
player,201809230rav,rav,BoylNi00,targets,1,,,,,
player,201809230rav,rav,BoylNi00,rec,1,,,,,
player,201809230rav,rav,BoylNi00,rec_yds,2,,,,,
player,201809230rav,rav,BoylNi00,rec_td,0,,,,,
player,201809230rav,rav,BoylNi00,rec_long,2,,,,,
player,201809230rav,rav,BoylNi00,fumbles,0,,,,,
player,201809230rav,rav,BoylNi00,fumbles_lost,0,,,,,
player,201809230rav,rav,JackLa00,pass_cmp,0,,,,,
player,201809230rav,rav,JackLa00,pass_att,0,,,,,
player,201809230rav,rav,JackLa00,pass_yds,0,,,,,
player,201809230rav,rav,JackLa00,pass_td,0,,,,,
player,201809230rav,rav,JackLa00,pass_int,0,,,,,
player,201809230rav,rav,JackLa00,pass_sacked,0,,,,,
player,201809230rav,rav,JackLa00,pass_sacked_yds,0,,,,,
player,201809230rav,rav,JackLa00,pass_long,0,,,,,
player,201809230rav,rav,JackLa00,pass_rating,,,,,,
player,201809230rav,rav,JackLa00,rush_att,0,,,,,
player,201809230rav,rav,JackLa00,rush_yds,0,,,,,
player,201809230rav,rav,JackLa00,rush_td,0,,,,,
player,201809230rav,rav,JackLa00,rush_long,0,,,,,
player,201809230rav,rav,JackLa00,targets,1,,,,,
player,201809230rav,rav,JackLa00,rec,0,,,,,
player,201809230rav,rav,JackLa00,rec_yds,0,,,,,
player,201809230rav,rav,JackLa00,rec_td,0,,,,,
player,201809230rav,rav,JackLa00,rec_long,0,,,,,
player,201809230rav,rav,JackLa00,fumbles,0,,,,,
player,201809230rav,rav,JackLa00,fumbles_lost,0,,,,,
player,201809230rav,den,ChubBr00,def_int,0,,,,,
player,201809230rav,den,ChubBr00,def_int_yds,0,,,,,
player,201809230rav,den,ChubBr00,def_int_td,0,,,,,
player,201809230rav,den,ChubBr00,def_int_long,0,,,,,
player,201809230rav,den,ChubBr00,pass_defended,0,,,,,
player,201809230rav,den,ChubBr00,sacks,1.0,,,,,
player,201809230rav,den,ChubBr00,tackles_combined,2,,,,,
player,201809230rav,den,ChubBr00,tackles_solo,2,,,,,
player,201809230rav,den,ChubBr00,tackles_assists,0,,,,,
player,201809230rav,den,ChubBr00,tackles_loss,1,,,,,
player,201809230rav,den,ChubBr00,qb_hits,1,,,,,
player,201809230rav,den,ChubBr00,fumbles_rec,0,,,,,
player,201809230rav,den,ChubBr00,fumbles_rec_yds,0,,,,,
player,201809230rav,den,ChubBr00,fumbles_rec_td,0,,,,,
player,201809230rav,den,ChubBr00,fumbles_forced,0,,,,,
player,201809230rav,den,RayxSh00,def_int,0,,,,,
player,201809230rav,den,RayxSh00,def_int_yds,0,,,,,
player,201809230rav,den,RayxSh00,def_int_td,0,,,,,
player,201809230rav,den,RayxSh00,def_int_long,0,,,,,
player,201809230rav,den,RayxSh00,pass_defended,0,,,,,
player,201809230rav,den,RayxSh00,sacks,1.0,,,,,
player,201809230rav,den,RayxSh00,tackles_combined,1,,,,,
player,201809230rav,den,RayxSh00,tackles_solo,1,,,,,
player,201809230rav,den,RayxSh00,tackles_assists,0,,,,,
player,201809230rav,den,RayxSh00,tackles_loss,0,,,,,
player,201809230rav,den,RayxSh00,qb_hits,1,,,,,
player,201809230rav,den,RayxSh00,fumbles_rec,0,,,,,
player,201809230rav,den,RayxSh00,fumbles_rec_yds,0,,,,,
player,201809230rav,den,RayxSh00,fumbles_rec_td,0,,,,,
player,201809230rav,den,RayxSh00,fumbles_forced,1,,,,,
player,201809230rav,den,StewDa00,def_int,0,,,,,
player,201809230rav,den,StewDa00,def_int_yds,0,,,,,
player,201809230rav,den,StewDa00,def_int_td,0,,,,,
player,201809230rav,den,StewDa00,def_int_long,0,,,,,
player,201809230rav,den,StewDa00,pass_defended,0,,,,,
player,201809230rav,den,StewDa00,sacks,0.0,,,,,
player,201809230rav,den,StewDa00,tackles_combined,9,,,,,
player,201809230rav,den,StewDa00,tackles_solo,6,,,,,
player,201809230rav,den,StewDa00,tackles_assists,3,,,,,
player,201809230rav,den,StewDa00,tackles_loss,0,,,,,
player,201809230rav,den,StewDa00,qb_hits,0,,,,,
player,201809230rav,den,StewDa00,fumbles_rec,0,,,,,
