game,2018,9,20181105,201811050dal,oti,"Tennessee Titans",28,dal,"Dallas Cowboys",14
team,201811050dal,oti,First Downs,24,,,,,,
team,201811050dal,dal,First Downs,18,,,,,,
team,201811050dal,oti,Rush-Yds-TDs,36-125-2,,,,,,
team,201811050dal,dal,Rush-Yds-TDs,19-72-0,,,,,,
team,201811050dal,oti,Cmp-Att-Yd-TD-INT,21-29-240-2-0,,,,,,
team,201811050dal,dal,Cmp-Att-Yd-TD-INT,21-32-243-2-1,,,,,,
team,201811050dal,oti,Sacked-Yards,4-25,,,,,,
team,201811050dal,dal,Sacked-Yards,5-18,,,,,,
team,201811050dal,oti,Net Pass Yards,215,,,,,,
team,201811050dal,dal,Net Pass Yards,225,,,,,,
team,201811050dal,oti,Total Yards,340,,,,,,
team,201811050dal,dal,Total Yards,297,,,,,,
team,201811050dal,oti,Fumbles-Lost,2-2,,,,,,
team,201811050dal,dal,Fumbles-Lost,1-1,,,,,,
team,201811050dal,oti,Turnovers,2,,,,,,
team,201811050dal,dal,Turnovers,2,,,,,,
team,201811050dal,oti,Penalties-Yards,3-20,,,,,,
team,201811050dal,dal,Penalties-Yards,6-52,,,,,,
team,201811050dal,oti,Third Down Conv.,11-14,,,,,,
team,201811050dal,dal,Third Down Conv.,5-11,,,,,,
team,201811050dal,oti,Fourth Down Conv.,0-0,,,,,,
team,201811050dal,dal,Fourth Down Conv.,0-1,,,,,,
team,201811050dal,oti,Time of Possession,34:26,,,,,,
team,201811050dal,dal,Time of Possession,25:34,,,,,,
player,201811050dal,oti,MariMa01,pass_cmp,21,,,,,
player,201811050dal,oti,MariMa01,pass_att,29,,,,,
player,201811050dal,oti,MariMa01,pass_yds,240,,,,,
player,201811050dal,oti,MariMa01,pass_td,2,,,,,
player,201811050dal,oti,MariMa01,pass_int,0,,,,,
player,201811050dal,oti,MariMa01,pass_sacked,4,,,,,
player,201811050dal,oti,MariMa01,pass_sacked_yds,25,,,,,
player,201811050dal,oti,MariMa01,pass_long,37,,,,,
player,201811050dal,oti,MariMa01,pass_rating,119.9,,,,,
player,201811050dal,oti,MariMa01,rush_att,10,,,,,
player,201811050dal,oti,MariMa01,rush_yds,32,,,,,
player,201811050dal,oti,MariMa01,rush_td,1,,,,,
player,201811050dal,oti,MariMa01,rush_long,12,,,,,
player,201811050dal,oti,MariMa01,targets,0,,,,,
player,201811050dal,oti,MariMa01,rec,0,,,,,
player,201811050dal,oti,MariMa01,rec_yds,0,,,,,
player,201811050dal,oti,MariMa01,rec_td,0,,,,,
player,201811050dal,oti,MariMa01,rec_long,0,,,,,
player,201811050dal,oti,MariMa01,fumbles,2,,,,,
player,201811050dal,oti,MariMa01,fumbles_lost,2,,,,,
player,201811050dal,oti,LewiDi00,pass_cmp,0,,,,,
player,201811050dal,oti,LewiDi00,pass_att,0,,,,,
player,201811050dal,oti,LewiDi00,pass_yds,0,,,,,
player,201811050dal,oti,LewiDi00,pass_td,0,,,,,
player,201811050dal,oti,LewiDi00,pass_int,0,,,,,
player,201811050dal,oti,LewiDi00,pass_sacked,0,,,,,
player,201811050dal,oti,LewiDi00,pass_sacked_yds,0,,,,,
player,201811050dal,oti,LewiDi00,pass_long,0,,,,,
player,201811050dal,oti,LewiDi00,pass_rating,,,,,,
player,201811050dal,oti,LewiDi00,rush_att,19,,,,,
player,201811050dal,oti,LewiDi00,rush_yds,62,,,,,
player,201811050dal,oti,LewiDi00,rush_td,0,,,,,
player,201811050dal,oti,LewiDi00,rush_long,13,,,,,
player,201811050dal,oti,LewiDi00,targets,4,,,,,
player,201811050dal,oti,LewiDi00,rec,4,,,,,
player,201811050dal,oti,LewiDi00,rec_yds,60,,,,,
player,201811050dal,oti,LewiDi00,rec_td,1,,,,,
player,201811050dal,oti,LewiDi00,rec_long,37,,,,,
player,201811050dal,oti,LewiDi00,fumbles,0,,,,,
player,201811050dal,oti,LewiDi00,fumbles_lost,0,,,,,
player,201811050dal,oti,HenrDe00,pass_cmp,0,,,,,
player,201811050dal,oti,HenrDe00,pass_att,0,,,,,
player,201811050dal,oti,HenrDe00,pass_yds,0,,,,,
player,201811050dal,oti,HenrDe00,pass_td,0,,,,,
player,201811050dal,oti,HenrDe00,pass_int,0,,,,,
player,201811050dal,oti,HenrDe00,pass_sacked,0,,,,,
player,201811050dal,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201811050dal,oti,HenrDe00,pass_long,0,,,,,
player,201811050dal,oti,HenrDe00,pass_rating,,,,,,
player,201811050dal,oti,HenrDe00,rush_att,6,,,,,
player,201811050dal,oti,HenrDe00,rush_yds,27,,,,,
player,201811050dal,oti,HenrDe00,rush_td,1,,,,,
player,201811050dal,oti,HenrDe00,rush_long,13,,,,,
player,201811050dal,oti,HenrDe00,targets,2,,,,,
player,201811050dal,oti,HenrDe00,rec,2,,,,,
player,201811050dal,oti,HenrDe00,rec_yds,5,,,,,
player,201811050dal,oti,HenrDe00,rec_td,0,,,,,
player,201811050dal,oti,HenrDe00,rec_long,3,,,,,
player,201811050dal,oti,HenrDe00,fumbles,0,,,,,
player,201811050dal,oti,HenrDe00,fumbles_lost,0,,,,,
player,201811050dal,oti,DaviCo03,pass_cmp,0,,,,,
player,201811050dal,oti,DaviCo03,pass_att,0,,,,,
player,201811050dal,oti,DaviCo03,pass_yds,0,,,,,
