game,2018,7,20181021,201810210phi,car,"Carolina Panthers",21,phi,"Philadelphia Eagles",17
team,201810210phi,car,First Downs,19,,,,,,
team,201810210phi,phi,First Downs,21,,,,,,
team,201810210phi,car,Rush-Yds-TDs,17-121-1,,,,,,
team,201810210phi,phi,Rush-Yds-TDs,24-58-0,,,,,,
team,201810210phi,car,Cmp-Att-Yd-TD-INT,25-39-269-2-0,,,,,,
team,201810210phi,phi,Cmp-Att-Yd-TD-INT,30-37-310-2-0,,,,,,
team,201810210phi,car,Sacked-Yards,2-19,,,,,,
team,201810210phi,phi,Sacked-Yards,4-26,,,,,,
team,201810210phi,car,Net Pass Yards,250,,,,,,
team,201810210phi,phi,Net Pass Yards,284,,,,,,
team,201810210phi,car,Total Yards,371,,,,,,
team,201810210phi,phi,Total Yards,342,,,,,,
team,201810210phi,car,Fumbles-Lost,0-0,,,,,,
team,201810210phi,phi,Fumbles-Lost,3-1,,,,,,
team,201810210phi,car,Turnovers,0,,,,,,
team,201810210phi,phi,Turnovers,1,,,,,,
team,201810210phi,car,Penalties-Yards,5-78,,,,,,
team,201810210phi,phi,Penalties-Yards,4-35,,,,,,
team,201810210phi,car,Third Down Conv.,5-11,,,,,,
team,201810210phi,phi,Third Down Conv.,3-12,,,,,,
team,201810210phi,car,Fourth Down Conv.,1-1,,,,,,
team,201810210phi,phi,Fourth Down Conv.,3-4,,,,,,
team,201810210phi,car,Time of Possession,24:43,,,,,,
team,201810210phi,phi,Time of Possession,35:17,,,,,,
player,201810210phi,car,NewtCa00,pass_cmp,25,,,,,
player,201810210phi,car,NewtCa00,pass_att,39,,,,,
player,201810210phi,car,NewtCa00,pass_yds,269,,,,,
player,201810210phi,car,NewtCa00,pass_td,2,,,,,
player,201810210phi,car,NewtCa00,pass_int,0,,,,,
player,201810210phi,car,NewtCa00,pass_sacked,2,,,,,
player,201810210phi,car,NewtCa00,pass_sacked_yds,19,,,,,
player,201810210phi,car,NewtCa00,pass_long,35,,,,,
player,201810210phi,car,NewtCa00,pass_rating,101.3,,,,,
player,201810210phi,car,NewtCa00,rush_att,7,,,,,
player,201810210phi,car,NewtCa00,rush_yds,49,,,,,
player,201810210phi,car,NewtCa00,rush_td,0,,,,,
player,201810210phi,car,NewtCa00,rush_long,14,,,,,
player,201810210phi,car,NewtCa00,targets,0,,,,,
player,201810210phi,car,NewtCa00,rec,0,,,,,
player,201810210phi,car,NewtCa00,rec_yds,0,,,,,
player,201810210phi,car,NewtCa00,rec_td,0,,,,,
player,201810210phi,car,NewtCa00,rec_long,0,,,,,
player,201810210phi,car,NewtCa00,fumbles,0,,,,,
player,201810210phi,car,NewtCa00,fumbles_lost,0,,,,,
player,201810210phi,car,WrigJa02,pass_cmp,0,,,,,
player,201810210phi,car,WrigJa02,pass_att,0,,,,,
player,201810210phi,car,WrigJa02,pass_yds,0,,,,,
player,201810210phi,car,WrigJa02,pass_td,0,,,,,
player,201810210phi,car,WrigJa02,pass_int,0,,,,,
player,201810210phi,car,WrigJa02,pass_sacked,0,,,,,
player,201810210phi,car,WrigJa02,pass_sacked_yds,0,,,,,
player,201810210phi,car,WrigJa02,pass_long,0,,,,,
player,201810210phi,car,WrigJa02,pass_rating,,,,,,
player,201810210phi,car,WrigJa02,rush_att,1,,,,,
player,201810210phi,car,WrigJa02,rush_yds,34,,,,,
player,201810210phi,car,WrigJa02,rush_td,0,,,,,
player,201810210phi,car,WrigJa02,rush_long,34,,,,,
player,201810210phi,car,WrigJa02,targets,2,,,,,
player,201810210phi,car,WrigJa02,rec,2,,,,,
player,201810210phi,car,WrigJa02,rec_yds,37,,,,,
player,201810210phi,car,WrigJa02,rec_td,0,,,,,
player,201810210phi,car,WrigJa02,rec_long,28,,,,,
player,201810210phi,car,WrigJa02,fumbles,0,,,,,
player,201810210phi,car,WrigJa02,fumbles_lost,0,,,,,
player,201810210phi,car,McCaCh01,pass_cmp,0,,,,,
player,201810210phi,car,McCaCh01,pass_att,0,,,,,
player,201810210phi,car,McCaCh01,pass_yds,0,,,,,
player,201810210phi,car,McCaCh01,pass_td,0,,,,,
player,201810210phi,car,McCaCh01,pass_int,0,,,,,
player,201810210phi,car,McCaCh01,pass_sacked,0,,,,,
player,201810210phi,car,McCaCh01,pass_sacked_yds,0,,,,,
player,201810210phi,car,McCaCh01,pass_long,0,,,,,
player,201810210phi,car,McCaCh01,pass_rating,,,,,,
player,201810210phi,car,McCaCh01,rush_att,7,,,,,
player,201810210phi,car,McCaCh01,rush_yds,29,,,,,
player,201810210phi,car,McCaCh01,rush_td,0,,,,,
player,201810210phi,car,McCaCh01,rush_long,15,,,,,
player,201810210phi,car,McCaCh01,targets,6,,,,,
player,201810210phi,car,McCaCh01,rec,6,,,,,
player,201810210phi,car,McCaCh01,rec_yds,51,,,,,
player,201810210phi,car,McCaCh01,rec_td,0,,,,,
player,201810210phi,car,McCaCh01,rec_long,22,,,,,
player,201810210phi,car,McCaCh01,fumbles,0,,,,,
player,201810210phi,car,McCaCh01,fumbles_lost,0,,,,,
player,201810210phi,car,SamuCu00,pass_cmp,0,,,,,
player,201810210phi,car,SamuCu00,pass_att,0,,,,,
player,201810210phi,car,SamuCu00,pass_yds,0,,,,,
player,201810210phi,car,SamuCu00,pass_td,0,,,,,
player,201810210phi,car,SamuCu00,pass_int,0,,,,,
player,201810210phi,car,SamuCu00,pass_sacked,0,,,,,
player,201810210phi,car,SamuCu00,pass_sacked_yds,0,,,,,
player,201810210phi,car,SamuCu00,pass_long,0,,,,,
player,201810210phi,car,SamuCu00,pass_rating,,,,,,
player,201810210phi,car,SamuCu00,rush_att,2,,,,,
player,201810210phi,car,SamuCu00,rush_yds,9,,,,,
player,201810210phi,car,SamuCu00,rush_td,1,,,,,
player,201810210phi,car,SamuCu00,rush_long,14,,,,,
player,201810210phi,car,SamuCu00,targets,1,,,,,
player,201810210phi,car,SamuCu00,rec,1,,,,,
player,201810210phi,car,SamuCu00,rec_yds,16,,,,,
player,201810210phi,car,SamuCu00,rec_td,0,,,,,
player,201810210phi,car,SamuCu00,rec_long,16,,,,,
player,201810210phi,car,SamuCu00,fumbles,0,,,,,
player,201810210phi,car,SamuCu00,fumbles_lost,0,,,,,
player,201810210phi,car,FuncDe00,pass_cmp,0,,,,,
player,201810210phi,car,FuncDe00,pass_att,0,,,,,
player,201810210phi,car,FuncDe00,pass_yds,0,,,,,
player,201810210phi,car,FuncDe00,pass_td,0,,,,,
player,201810210phi,car,FuncDe00,pass_int,0,,,,,
player,201810210phi,car,FuncDe00,pass_sacked,0,,,,,
player,201810210phi,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201810210phi,car,FuncDe00,pass_long,0,,,,,
player,201810210phi,car,FuncDe00,pass_rating,,,,,,
player,201810210phi,car,FuncDe00,rush_att,0,,,,,
player,201810210phi,car,FuncDe00,rush_yds,0,,,,,
player,201810210phi,car,FuncDe00,rush_td,0,,,,,
player,201810210phi,car,FuncDe00,rush_long,0,,,,,
player,201810210phi,car,FuncDe00,targets,11,,,,,
player,201810210phi,car,FuncDe00,rec,6,,,,,
player,201810210phi,car,FuncDe00,rec_yds,62,,,,,
player,201810210phi,car,FuncDe00,rec_td,1,,,,,
player,201810210phi,car,FuncDe00,rec_long,18,,,,,
player,201810210phi,car,FuncDe00,fumbles,0,,,,,
player,201810210phi,car,FuncDe00,fumbles_lost,0,,,,,
player,201810210phi,car,SmitTo02,pass_cmp,0,,,,,
player,201810210phi,car,SmitTo02,pass_att,0,,,,,
player,201810210phi,car,SmitTo02,pass_yds,0,,,,,
player,201810210phi,car,SmitTo02,pass_td,0,,,,,
player,201810210phi,car,SmitTo02,pass_int,0,,,,,
player,201810210phi,car,SmitTo02,pass_sacked,0,,,,,
player,201810210phi,car,SmitTo02,pass_sacked_yds,0,,,,,
player,201810210phi,car,SmitTo02,pass_long,0,,,,,
player,201810210phi,car,SmitTo02,pass_rating,,,,,,
player,201810210phi,car,SmitTo02,rush_att,0,,,,,
player,201810210phi,car,SmitTo02,rush_yds,0,,,,,
player,201810210phi,car,SmitTo02,rush_td,0,,,,,
player,201810210phi,car,SmitTo02,rush_long,0,,,,,
player,201810210phi,car,SmitTo02,targets,6,,,,,
player,201810210phi,car,SmitTo02,rec,4,,,,,
player,201810210phi,car,SmitTo02,rec_yds,61,,,,,
player,201810210phi,car,SmitTo02,rec_td,0,,,,,
player,201810210phi,car,SmitTo02,rec_long,35,,,,,
player,201810210phi,car,SmitTo02,fumbles,0,,,,,
player,201810210phi,car,SmitTo02,fumbles_lost,0,,,,,
player,201810210phi,car,MoorD.00,pass_cmp,0,,,,,
player,201810210phi,car,MoorD.00,pass_att,0,,,,,
player,201810210phi,car,MoorD.00,pass_yds,0,,,,,
player,201810210phi,car,MoorD.00,pass_td,0,,,,,
player,201810210phi,car,MoorD.00,pass_int,0,,,,,
player,201810210phi,car,MoorD.00,pass_sacked,0,,,,,
player,201810210phi,car,MoorD.00,pass_sacked_yds,0,,,,,
player,201810210phi,car,MoorD.00,pass_long,0,,,,,
player,201810210phi,car,MoorD.00,pass_rating,,,,,,
player,201810210phi,car,MoorD.00,rush_att,0,,,,,
player,201810210phi,car,MoorD.00,rush_yds,0,,,,,
