game,2018,6,20181014,201810140rai,sea,"Seattle Seahawks",27,rai,"Oakland Raiders",3
player,201810140rai,sea,JackBr04,def_int_long,0,,,,,
player,201810140rai,sea,JackBr04,pass_defended,0,,,,,
player,201810140rai,sea,JackBr04,sacks,1.0,,,,,
player,201810140rai,sea,JackBr04,tackles_combined,3,,,,,
player,201810140rai,sea,JackBr04,tackles_solo,3,,,,,
player,201810140rai,sea,JackBr04,tackles_assists,0,,,,,
player,201810140rai,sea,JackBr04,tackles_loss,1,,,,,
player,201810140rai,sea,JackBr04,qb_hits,1,,,,,
player,201810140rai,sea,JackBr04,fumbles_rec,0,,,,,
player,201810140rai,sea,JackBr04,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,JackBr04,fumbles_rec_td,0,,,,,
player,201810140rai,sea,JackBr04,fumbles_forced,0,,,,,
player,201810140rai,sea,StepSh00,def_int,0,,,,,
player,201810140rai,sea,StepSh00,def_int_yds,0,,,,,
player,201810140rai,sea,StepSh00,def_int_td,0,,,,,
player,201810140rai,sea,StepSh00,def_int_long,0,,,,,
player,201810140rai,sea,StepSh00,pass_defended,0,,,,,
player,201810140rai,sea,StepSh00,sacks,1.0,,,,,
player,201810140rai,sea,StepSh00,tackles_combined,1,,,,,
player,201810140rai,sea,StepSh00,tackles_solo,1,,,,,
player,201810140rai,sea,StepSh00,tackles_assists,0,,,,,
player,201810140rai,sea,StepSh00,tackles_loss,1,,,,,
player,201810140rai,sea,StepSh00,qb_hits,1,,,,,
player,201810140rai,sea,StepSh00,fumbles_rec,0,,,,,
player,201810140rai,sea,StepSh00,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,StepSh00,fumbles_rec_td,0,,,,,
player,201810140rai,sea,StepSh00,fumbles_forced,0,,,,,
player,201810140rai,sea,JeffQu00,def_int,0,,,,,
player,201810140rai,sea,JeffQu00,def_int_yds,0,,,,,
player,201810140rai,sea,JeffQu00,def_int_td,0,,,,,
player,201810140rai,sea,JeffQu00,def_int_long,0,,,,,
player,201810140rai,sea,JeffQu00,pass_defended,0,,,,,
player,201810140rai,sea,JeffQu00,sacks,0.5,,,,,
player,201810140rai,sea,JeffQu00,tackles_combined,3,,,,,
player,201810140rai,sea,JeffQu00,tackles_solo,2,,,,,
player,201810140rai,sea,JeffQu00,tackles_assists,1,,,,,
player,201810140rai,sea,JeffQu00,tackles_loss,2,,,,,
player,201810140rai,sea,JeffQu00,qb_hits,2,,,,,
player,201810140rai,sea,JeffQu00,fumbles_rec,0,,,,,
player,201810140rai,sea,JeffQu00,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,JeffQu00,fumbles_rec_td,0,,,,,
player,201810140rai,sea,JeffQu00,fumbles_forced,0,,,,,
player,201810140rai,sea,MingBa00,def_int,0,,,,,
player,201810140rai,sea,MingBa00,def_int_yds,0,,,,,
player,201810140rai,sea,MingBa00,def_int_td,0,,,,,
player,201810140rai,sea,MingBa00,def_int_long,0,,,,,
player,201810140rai,sea,MingBa00,pass_defended,0,,,,,
player,201810140rai,sea,MingBa00,sacks,0.0,,,,,
player,201810140rai,sea,MingBa00,tackles_combined,7,,,,,
player,201810140rai,sea,MingBa00,tackles_solo,7,,,,,
player,201810140rai,sea,MingBa00,tackles_assists,0,,,,,
player,201810140rai,sea,MingBa00,tackles_loss,1,,,,,
player,201810140rai,sea,MingBa00,qb_hits,0,,,,,
player,201810140rai,sea,MingBa00,fumbles_rec,0,,,,,
player,201810140rai,sea,MingBa00,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,MingBa00,fumbles_rec_td,0,,,,,
player,201810140rai,sea,MingBa00,fumbles_forced,0,,,,,
player,201810140rai,sea,ColeJu01,def_int,0,,,,,
player,201810140rai,sea,ColeJu01,def_int_yds,0,,,,,
player,201810140rai,sea,ColeJu01,def_int_td,0,,,,,
player,201810140rai,sea,ColeJu01,def_int_long,0,,,,,
player,201810140rai,sea,ColeJu01,pass_defended,0,,,,,
player,201810140rai,sea,ColeJu01,sacks,0.0,,,,,
player,201810140rai,sea,ColeJu01,tackles_combined,6,,,,,
player,201810140rai,sea,ColeJu01,tackles_solo,6,,,,,
player,201810140rai,sea,ColeJu01,tackles_assists,0,,,,,
player,201810140rai,sea,ColeJu01,tackles_loss,0,,,,,
player,201810140rai,sea,ColeJu01,qb_hits,0,,,,,
player,201810140rai,sea,ColeJu01,fumbles_rec,0,,,,,
player,201810140rai,sea,ColeJu01,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,ColeJu01,fumbles_rec_td,0,,,,,
player,201810140rai,sea,ColeJu01,fumbles_forced,0,,,,,
player,201810140rai,sea,McDoBr01,def_int,0,,,,,
player,201810140rai,sea,McDoBr01,def_int_yds,0,,,,,
player,201810140rai,sea,McDoBr01,def_int_td,0,,,,,
player,201810140rai,sea,McDoBr01,def_int_long,0,,,,,
player,201810140rai,sea,McDoBr01,pass_defended,0,,,,,
player,201810140rai,sea,McDoBr01,sacks,0.0,,,,,
player,201810140rai,sea,McDoBr01,tackles_combined,4,,,,,
player,201810140rai,sea,McDoBr01,tackles_solo,4,,,,,
player,201810140rai,sea,McDoBr01,tackles_assists,0,,,,,
player,201810140rai,sea,McDoBr01,tackles_loss,0,,,,,
player,201810140rai,sea,McDoBr01,qb_hits,0,,,,,
player,201810140rai,sea,McDoBr01,fumbles_rec,0,,,,,
player,201810140rai,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201810140rai,sea,McDoBr01,fumbles_forced,1,,,,,
player,201810140rai,sea,WagnBo00,def_int,0,,,,,
player,201810140rai,sea,WagnBo00,def_int_yds,0,,,,,
player,201810140rai,sea,WagnBo00,def_int_td,0,,,,,
player,201810140rai,sea,WagnBo00,def_int_long,0,,,,,
player,201810140rai,sea,WagnBo00,pass_defended,1,,,,,
player,201810140rai,sea,WagnBo00,sacks,0.0,,,,,
player,201810140rai,sea,WagnBo00,tackles_combined,4,,,,,
player,201810140rai,sea,WagnBo00,tackles_solo,4,,,,,
player,201810140rai,sea,WagnBo00,tackles_assists,0,,,,,
player,201810140rai,sea,WagnBo00,tackles_loss,0,,,,,
player,201810140rai,sea,WagnBo00,qb_hits,0,,,,,
player,201810140rai,sea,WagnBo00,fumbles_rec,0,,,,,
player,201810140rai,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201810140rai,sea,WagnBo00,fumbles_forced,0,,,,,
player,201810140rai,sea,GrifSh00,def_int,0,,,,,
player,201810140rai,sea,GrifSh00,def_int_yds,0,,,,,
player,201810140rai,sea,GrifSh00,def_int_td,0,,,,,
player,201810140rai,sea,GrifSh00,def_int_long,0,,,,,
player,201810140rai,sea,GrifSh00,pass_defended,0,,,,,
player,201810140rai,sea,GrifSh00,sacks,0.0,,,,,
player,201810140rai,sea,GrifSh00,tackles_combined,3,,,,,
player,201810140rai,sea,GrifSh00,tackles_solo,3,,,,,
player,201810140rai,sea,GrifSh00,tackles_assists,0,,,,,
player,201810140rai,sea,GrifSh00,tackles_loss,0,,,,,
player,201810140rai,sea,GrifSh00,qb_hits,0,,,,,
player,201810140rai,sea,GrifSh00,fumbles_rec,0,,,,,
player,201810140rai,sea,GrifSh00,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,GrifSh00,fumbles_rec_td,0,,,,,
player,201810140rai,sea,GrifSh00,fumbles_forced,0,,,,,
player,201810140rai,sea,ThomTe00,def_int,0,,,,,
player,201810140rai,sea,ThomTe00,def_int_yds,0,,,,,
player,201810140rai,sea,ThomTe00,def_int_td,0,,,,,
player,201810140rai,sea,ThomTe00,def_int_long,0,,,,,
player,201810140rai,sea,ThomTe00,pass_defended,0,,,,,
player,201810140rai,sea,ThomTe00,sacks,0.0,,,,,
player,201810140rai,sea,ThomTe00,tackles_combined,3,,,,,
player,201810140rai,sea,ThomTe00,tackles_solo,3,,,,,
player,201810140rai,sea,ThomTe00,tackles_assists,0,,,,,
player,201810140rai,sea,ThomTe00,tackles_loss,0,,,,,
player,201810140rai,sea,ThomTe00,qb_hits,0,,,,,
player,201810140rai,sea,ThomTe00,fumbles_rec,0,,,,,
player,201810140rai,sea,ThomTe00,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,ThomTe00,fumbles_rec_td,0,,,,,
player,201810140rai,sea,ThomTe00,fumbles_forced,0,,,,,
player,201810140rai,sea,FlowTr01,def_int,0,,,,,
player,201810140rai,sea,FlowTr01,def_int_yds,0,,,,,
player,201810140rai,sea,FlowTr01,def_int_td,0,,,,,
player,201810140rai,sea,FlowTr01,def_int_long,0,,,,,
player,201810140rai,sea,FlowTr01,pass_defended,0,,,,,
player,201810140rai,sea,FlowTr01,sacks,0.0,,,,,
player,201810140rai,sea,FlowTr01,tackles_combined,2,,,,,
player,201810140rai,sea,FlowTr01,tackles_solo,2,,,,,
player,201810140rai,sea,FlowTr01,tackles_assists,0,,,,,
player,201810140rai,sea,FlowTr01,tackles_loss,0,,,,,
player,201810140rai,sea,FlowTr01,qb_hits,0,,,,,
player,201810140rai,sea,FlowTr01,fumbles_rec,0,,,,,
player,201810140rai,sea,FlowTr01,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,FlowTr01,fumbles_rec_td,0,,,,,
player,201810140rai,sea,FlowTr01,fumbles_forced,0,,,,,
player,201810140rai,sea,FordPo00,def_int,0,,,,,
player,201810140rai,sea,FordPo00,def_int_yds,0,,,,,
player,201810140rai,sea,FordPo00,def_int_td,0,,,,,
player,201810140rai,sea,FordPo00,def_int_long,0,,,,,
player,201810140rai,sea,FordPo00,pass_defended,0,,,,,
player,201810140rai,sea,FordPo00,sacks,0.0,,,,,
player,201810140rai,sea,FordPo00,tackles_combined,2,,,,,
player,201810140rai,sea,FordPo00,tackles_solo,2,,,,,
player,201810140rai,sea,FordPo00,tackles_assists,0,,,,,
player,201810140rai,sea,FordPo00,tackles_loss,0,,,,,
player,201810140rai,sea,FordPo00,qb_hits,0,,,,,
player,201810140rai,sea,FordPo00,fumbles_rec,0,,,,,
player,201810140rai,sea,FordPo00,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,FordPo00,fumbles_rec_td,0,,,,,
player,201810140rai,sea,FordPo00,fumbles_forced,0,,,,,
player,201810140rai,sea,CaliAu00,def_int,0,,,,,
player,201810140rai,sea,CaliAu00,def_int_yds,0,,,,,
player,201810140rai,sea,CaliAu00,def_int_td,0,,,,,
player,201810140rai,sea,CaliAu00,def_int_long,0,,,,,
player,201810140rai,sea,CaliAu00,pass_defended,0,,,,,
player,201810140rai,sea,CaliAu00,sacks,0.0,,,,,
player,201810140rai,sea,CaliAu00,tackles_combined,1,,,,,
player,201810140rai,sea,CaliAu00,tackles_solo,1,,,,,
player,201810140rai,sea,CaliAu00,tackles_assists,0,,,,,
player,201810140rai,sea,CaliAu00,tackles_loss,0,,,,,
player,201810140rai,sea,CaliAu00,qb_hits,0,,,,,
player,201810140rai,sea,CaliAu00,fumbles_rec,0,,,,,
player,201810140rai,sea,CaliAu00,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,CaliAu00,fumbles_rec_td,0,,,,,
player,201810140rai,sea,CaliAu00,fumbles_forced,0,,,,,
player,201810140rai,sea,MartJa02,def_int,0,,,,,
player,201810140rai,sea,MartJa02,def_int_yds,0,,,,,
player,201810140rai,sea,MartJa02,def_int_td,0,,,,,
player,201810140rai,sea,MartJa02,def_int_long,0,,,,,
player,201810140rai,sea,MartJa02,pass_defended,0,,,,,
player,201810140rai,sea,MartJa02,sacks,0.0,,,,,
player,201810140rai,sea,MartJa02,tackles_combined,1,,,,,
player,201810140rai,sea,MartJa02,tackles_solo,0,,,,,
player,201810140rai,sea,MartJa02,tackles_assists,1,,,,,
player,201810140rai,sea,MartJa02,tackles_loss,0,,,,,
player,201810140rai,sea,MartJa02,qb_hits,1,,,,,
player,201810140rai,sea,MartJa02,fumbles_rec,1,,,,,
player,201810140rai,sea,MartJa02,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,MartJa02,fumbles_rec_td,0,,,,,
player,201810140rai,sea,MartJa02,fumbles_forced,0,,,,,
player,201810140rai,sea,ThorNe00,def_int,0,,,,,
player,201810140rai,sea,ThorNe00,def_int_yds,0,,,,,
player,201810140rai,sea,ThorNe00,def_int_td,0,,,,,
player,201810140rai,sea,ThorNe00,def_int_long,0,,,,,
player,201810140rai,sea,ThorNe00,pass_defended,0,,,,,
player,201810140rai,sea,ThorNe00,sacks,0.0,,,,,
player,201810140rai,sea,ThorNe00,tackles_combined,1,,,,,
player,201810140rai,sea,ThorNe00,tackles_solo,1,,,,,
player,201810140rai,sea,ThorNe00,tackles_assists,0,,,,,
player,201810140rai,sea,ThorNe00,tackles_loss,0,,,,,
player,201810140rai,sea,ThorNe00,qb_hits,0,,,,,
player,201810140rai,sea,ThorNe00,fumbles_rec,0,,,,,
player,201810140rai,sea,ThorNe00,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,ThorNe00,fumbles_rec_td,0,,,,,
player,201810140rai,sea,ThorNe00,fumbles_forced,0,,,,,
player,201810140rai,rai,WorlDa00,def_int,1,,,,,
player,201810140rai,rai,WorlDa00,def_int_yds,16,,,,,
player,201810140rai,rai,WorlDa00,def_int_td,0,,,,,
player,201810140rai,rai,WorlDa00,def_int_long,16,,,,,
player,201810140rai,rai,WorlDa00,pass_defended,2,,,,,
player,201810140rai,rai,WorlDa00,sacks,0.0,,,,,
player,201810140rai,rai,WorlDa00,tackles_combined,5,,,,,
player,201810140rai,rai,WorlDa00,tackles_solo,5,,,,,
player,201810140rai,rai,WorlDa00,tackles_assists,0,,,,,
player,201810140rai,rai,WorlDa00,tackles_loss,1,,,,,
player,201810140rai,rai,WorlDa00,qb_hits,0,,,,,
player,201810140rai,rai,WorlDa00,fumbles_rec,0,,,,,
player,201810140rai,rai,WorlDa00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,WorlDa00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,WorlDa00,fumbles_forced,0,,,,,
player,201810140rai,rai,KeyxAr00,def_int,0,,,,,
player,201810140rai,rai,KeyxAr00,def_int_yds,0,,,,,
player,201810140rai,rai,KeyxAr00,def_int_td,0,,,,,
player,201810140rai,rai,KeyxAr00,def_int_long,0,,,,,
player,201810140rai,rai,KeyxAr00,pass_defended,0,,,,,
player,201810140rai,rai,KeyxAr00,sacks,1.0,,,,,
player,201810140rai,rai,KeyxAr00,tackles_combined,4,,,,,
player,201810140rai,rai,KeyxAr00,tackles_solo,4,,,,,
player,201810140rai,rai,KeyxAr00,tackles_assists,0,,,,,
player,201810140rai,rai,KeyxAr00,tackles_loss,1,,,,,
player,201810140rai,rai,KeyxAr00,qb_hits,2,,,,,
player,201810140rai,rai,KeyxAr00,fumbles_rec,0,,,,,
player,201810140rai,rai,KeyxAr00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,KeyxAr00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,KeyxAr00,fumbles_forced,0,,,,,
player,201810140rai,rai,WhitTa00,def_int,0,,,,,
player,201810140rai,rai,WhitTa00,def_int_yds,0,,,,,
player,201810140rai,rai,WhitTa00,def_int_td,0,,,,,
player,201810140rai,rai,WhitTa00,def_int_long,0,,,,,
player,201810140rai,rai,WhitTa00,pass_defended,0,,,,,
player,201810140rai,rai,WhitTa00,sacks,0.0,,,,,
player,201810140rai,rai,WhitTa00,tackles_combined,6,,,,,
player,201810140rai,rai,WhitTa00,tackles_solo,4,,,,,
player,201810140rai,rai,WhitTa00,tackles_assists,2,,,,,
player,201810140rai,rai,WhitTa00,tackles_loss,0,,,,,
player,201810140rai,rai,WhitTa00,qb_hits,0,,,,,
player,201810140rai,rai,WhitTa00,fumbles_rec,0,,,,,
player,201810140rai,rai,WhitTa00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,WhitTa00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,WhitTa00,fumbles_forced,0,,,,,
player,201810140rai,rai,BrowFa00,def_int,0,,,,,
player,201810140rai,rai,BrowFa00,def_int_yds,0,,,,,
player,201810140rai,rai,BrowFa00,def_int_td,0,,,,,
player,201810140rai,rai,BrowFa00,def_int_long,0,,,,,
player,201810140rai,rai,BrowFa00,pass_defended,0,,,,,
player,201810140rai,rai,BrowFa00,sacks,0.0,,,,,
player,201810140rai,rai,BrowFa00,tackles_combined,5,,,,,
player,201810140rai,rai,BrowFa00,tackles_solo,5,,,,,
player,201810140rai,rai,BrowFa00,tackles_assists,0,,,,,
player,201810140rai,rai,BrowFa00,tackles_loss,0,,,,,
player,201810140rai,rai,BrowFa00,qb_hits,0,,,,,
player,201810140rai,rai,BrowFa00,fumbles_rec,0,,,,,
player,201810140rai,rai,BrowFa00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,BrowFa00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,BrowFa00,fumbles_forced,0,,,,,
player,201810140rai,rai,HallLe98,def_int,0,,,,,
player,201810140rai,rai,HallLe98,def_int_yds,0,,,,,
player,201810140rai,rai,HallLe98,def_int_td,0,,,,,
player,201810140rai,rai,HallLe98,def_int_long,0,,,,,
player,201810140rai,rai,HallLe98,pass_defended,0,,,,,
player,201810140rai,rai,HallLe98,sacks,0.0,,,,,
player,201810140rai,rai,HallLe98,tackles_combined,5,,,,,
player,201810140rai,rai,HallLe98,tackles_solo,5,,,,,
player,201810140rai,rai,HallLe98,tackles_assists,0,,,,,
player,201810140rai,rai,HallLe98,tackles_loss,0,,,,,
player,201810140rai,rai,HallLe98,qb_hits,0,,,,,
player,201810140rai,rai,HallLe98,fumbles_rec,0,,,,,
player,201810140rai,rai,HallLe98,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,HallLe98,fumbles_rec_td,0,,,,,
player,201810140rai,rai,HallLe98,fumbles_forced,0,,,,,
player,201810140rai,rai,LeexMa01,def_int,0,,,,,
player,201810140rai,rai,LeexMa01,def_int_yds,0,,,,,
player,201810140rai,rai,LeexMa01,def_int_td,0,,,,,
player,201810140rai,rai,LeexMa01,def_int_long,0,,,,,
player,201810140rai,rai,LeexMa01,pass_defended,0,,,,,
player,201810140rai,rai,LeexMa01,sacks,0.0,,,,,
player,201810140rai,rai,LeexMa01,tackles_combined,5,,,,,
player,201810140rai,rai,LeexMa01,tackles_solo,4,,,,,
player,201810140rai,rai,LeexMa01,tackles_assists,1,,,,,
player,201810140rai,rai,LeexMa01,tackles_loss,0,,,,,
player,201810140rai,rai,LeexMa01,qb_hits,0,,,,,
player,201810140rai,rai,LeexMa01,fumbles_rec,0,,,,,
player,201810140rai,rai,LeexMa01,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,LeexMa01,fumbles_rec_td,0,,,,,
player,201810140rai,rai,LeexMa01,fumbles_forced,0,,,,,
player,201810140rai,rai,LamuEm00,def_int,0,,,,,
player,201810140rai,rai,LamuEm00,def_int_yds,0,,,,,
player,201810140rai,rai,LamuEm00,def_int_td,0,,,,,
player,201810140rai,rai,LamuEm00,def_int_long,0,,,,,
player,201810140rai,rai,LamuEm00,pass_defended,0,,,,,
player,201810140rai,rai,LamuEm00,sacks,0.0,,,,,
player,201810140rai,rai,LamuEm00,tackles_combined,4,,,,,
player,201810140rai,rai,LamuEm00,tackles_solo,4,,,,,
player,201810140rai,rai,LamuEm00,tackles_assists,0,,,,,
player,201810140rai,rai,LamuEm00,tackles_loss,0,,,,,
player,201810140rai,rai,LamuEm00,qb_hits,0,,,,,
player,201810140rai,rai,LamuEm00,fumbles_rec,0,,,,,
player,201810140rai,rai,LamuEm00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,LamuEm00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,LamuEm00,fumbles_forced,0,,,,,
player,201810140rai,rai,GilcMa00,def_int,0,,,,,
player,201810140rai,rai,GilcMa00,def_int_yds,0,,,,,
player,201810140rai,rai,GilcMa00,def_int_td,0,,,,,
player,201810140rai,rai,GilcMa00,def_int_long,0,,,,,
player,201810140rai,rai,GilcMa00,pass_defended,0,,,,,
player,201810140rai,rai,GilcMa00,sacks,0.0,,,,,
player,201810140rai,rai,GilcMa00,tackles_combined,3,,,,,
player,201810140rai,rai,GilcMa00,tackles_solo,3,,,,,
player,201810140rai,rai,GilcMa00,tackles_assists,0,,,,,
player,201810140rai,rai,GilcMa00,tackles_loss,0,,,,,
player,201810140rai,rai,GilcMa00,qb_hits,0,,,,,
player,201810140rai,rai,GilcMa00,fumbles_rec,0,,,,,
player,201810140rai,rai,GilcMa00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,GilcMa00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,GilcMa00,fumbles_forced,0,,,,,
player,201810140rai,rai,JohnDe25,def_int,0,,,,,
player,201810140rai,rai,JohnDe25,def_int_yds,0,,,,,
player,201810140rai,rai,JohnDe25,def_int_td,0,,,,,
player,201810140rai,rai,JohnDe25,def_int_long,0,,,,,
player,201810140rai,rai,JohnDe25,pass_defended,0,,,,,
player,201810140rai,rai,JohnDe25,sacks,0.0,,,,,
player,201810140rai,rai,JohnDe25,tackles_combined,3,,,,,
player,201810140rai,rai,JohnDe25,tackles_solo,3,,,,,
player,201810140rai,rai,JohnDe25,tackles_assists,0,,,,,
player,201810140rai,rai,JohnDe25,tackles_loss,0,,,,,
player,201810140rai,rai,JohnDe25,qb_hits,0,,,,,
player,201810140rai,rai,JohnDe25,fumbles_rec,0,,,,,
player,201810140rai,rai,JohnDe25,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,JohnDe25,fumbles_rec_td,0,,,,,
player,201810140rai,rai,JohnDe25,fumbles_forced,0,,,,,
player,201810140rai,rai,HarrEr00,def_int,0,,,,,
player,201810140rai,rai,HarrEr00,def_int_yds,0,,,,,
player,201810140rai,rai,HarrEr00,def_int_td,0,,,,,
player,201810140rai,rai,HarrEr00,def_int_long,0,,,,,
player,201810140rai,rai,HarrEr00,pass_defended,1,,,,,
player,201810140rai,rai,HarrEr00,sacks,0.0,,,,,
player,201810140rai,rai,HarrEr00,tackles_combined,2,,,,,
player,201810140rai,rai,HarrEr00,tackles_solo,2,,,,,
player,201810140rai,rai,HarrEr00,tackles_assists,0,,,,,
player,201810140rai,rai,HarrEr00,tackles_loss,0,,,,,
player,201810140rai,rai,HarrEr00,qb_hits,0,,,,,
player,201810140rai,rai,HarrEr00,fumbles_rec,0,,,,,
player,201810140rai,rai,HarrEr00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,HarrEr00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,HarrEr00,fumbles_forced,0,,,,,
player,201810140rai,rai,NelsRe99,def_int,0,,,,,
player,201810140rai,rai,NelsRe99,def_int_yds,0,,,,,
player,201810140rai,rai,NelsRe99,def_int_td,0,,,,,
player,201810140rai,rai,NelsRe99,def_int_long,0,,,,,
player,201810140rai,rai,NelsRe99,pass_defended,0,,,,,
player,201810140rai,rai,NelsRe99,sacks,0.0,,,,,
player,201810140rai,rai,NelsRe99,tackles_combined,2,,,,,
player,201810140rai,rai,NelsRe99,tackles_solo,2,,,,,
player,201810140rai,rai,NelsRe99,tackles_assists,0,,,,,
player,201810140rai,rai,NelsRe99,tackles_loss,0,,,,,
player,201810140rai,rai,NelsRe99,qb_hits,0,,,,,
player,201810140rai,rai,NelsRe99,fumbles_rec,0,,,,,
player,201810140rai,rai,NelsRe99,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,NelsRe99,fumbles_rec_td,0,,,,,
player,201810140rai,rai,NelsRe99,fumbles_forced,0,,,,,
player,201810140rai,rai,RodgDo99,def_int,0,,,,,
player,201810140rai,rai,RodgDo99,def_int_yds,0,,,,,
player,201810140rai,rai,RodgDo99,def_int_td,0,,,,,
player,201810140rai,rai,RodgDo99,def_int_long,0,,,,,
player,201810140rai,rai,RodgDo99,pass_defended,0,,,,,
player,201810140rai,rai,RodgDo99,sacks,0.0,,,,,
player,201810140rai,rai,RodgDo99,tackles_combined,2,,,,,
player,201810140rai,rai,RodgDo99,tackles_solo,2,,,,,
player,201810140rai,rai,RodgDo99,tackles_assists,0,,,,,
player,201810140rai,rai,RodgDo99,tackles_loss,0,,,,,
player,201810140rai,rai,RodgDo99,qb_hits,0,,,,,
player,201810140rai,rai,RodgDo99,fumbles_rec,0,,,,,
player,201810140rai,rai,RodgDo99,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,RodgDo99,fumbles_rec_td,0,,,,,
player,201810140rai,rai,RodgDo99,fumbles_forced,0,,,,,
player,201810140rai,rai,CalhSh00,def_int,0,,,,,
player,201810140rai,rai,CalhSh00,def_int_yds,0,,,,,
player,201810140rai,rai,CalhSh00,def_int_td,0,,,,,
player,201810140rai,rai,CalhSh00,def_int_long,0,,,,,
player,201810140rai,rai,CalhSh00,pass_defended,0,,,,,
player,201810140rai,rai,CalhSh00,sacks,0.0,,,,,
player,201810140rai,rai,CalhSh00,tackles_combined,1,,,,,
player,201810140rai,rai,CalhSh00,tackles_solo,1,,,,,
player,201810140rai,rai,CalhSh00,tackles_assists,0,,,,,
player,201810140rai,rai,CalhSh00,tackles_loss,0,,,,,
player,201810140rai,rai,CalhSh00,qb_hits,0,,,,,
player,201810140rai,rai,CalhSh00,fumbles_rec,0,,,,,
player,201810140rai,rai,CalhSh00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,CalhSh00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,CalhSh00,fumbles_forced,0,,,,,
player,201810140rai,rai,HallP.00,def_int,0,,,,,
player,201810140rai,rai,HallP.00,def_int_yds,0,,,,,
player,201810140rai,rai,HallP.00,def_int_td,0,,,,,
player,201810140rai,rai,HallP.00,def_int_long,0,,,,,
player,201810140rai,rai,HallP.00,pass_defended,0,,,,,
player,201810140rai,rai,HallP.00,sacks,0.0,,,,,
player,201810140rai,rai,HallP.00,tackles_combined,1,,,,,
player,201810140rai,rai,HallP.00,tackles_solo,1,,,,,
player,201810140rai,rai,HallP.00,tackles_assists,0,,,,,
player,201810140rai,rai,HallP.00,tackles_loss,0,,,,,
player,201810140rai,rai,HallP.00,qb_hits,1,,,,,
player,201810140rai,rai,HallP.00,fumbles_rec,0,,,,,
player,201810140rai,rai,HallP.00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,HallP.00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,HallP.00,fumbles_forced,0,,,,,
player,201810140rai,rai,HankJo00,def_int,0,,,,,
player,201810140rai,rai,HankJo00,def_int_yds,0,,,,,
player,201810140rai,rai,HankJo00,def_int_td,0,,,,,
player,201810140rai,rai,HankJo00,def_int_long,0,,,,,
player,201810140rai,rai,HankJo00,pass_defended,0,,,,,
player,201810140rai,rai,HankJo00,sacks,0.0,,,,,
player,201810140rai,rai,HankJo00,tackles_combined,1,,,,,
player,201810140rai,rai,HankJo00,tackles_solo,1,,,,,
player,201810140rai,rai,HankJo00,tackles_assists,0,,,,,
player,201810140rai,rai,HankJo00,tackles_loss,0,,,,,
player,201810140rai,rai,HankJo00,qb_hits,0,,,,,
player,201810140rai,rai,HankJo00,fumbles_rec,0,,,,,
player,201810140rai,rai,HankJo00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,HankJo00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,HankJo00,fumbles_forced,0,,,,,
player,201810140rai,rai,HursMa00,def_int,0,,,,,
player,201810140rai,rai,HursMa00,def_int_yds,0,,,,,
player,201810140rai,rai,HursMa00,def_int_td,0,,,,,
player,201810140rai,rai,HursMa00,def_int_long,0,,,,,
player,201810140rai,rai,HursMa00,pass_defended,1,,,,,
player,201810140rai,rai,HursMa00,sacks,0.0,,,,,
