game,2018,12,20181125,201811250phi,nyg,"New York Giants",22,phi,"Philadelphia Eagles",25
team,201811250phi,nyg,First Downs,18,,,,,,
team,201811250phi,phi,First Downs,19,,,,,,
team,201811250phi,nyg,Rush-Yds-TDs,18-126-1,,,,,,
team,201811250phi,phi,Rush-Yds-TDs,29-127-1,,,,,,
team,201811250phi,nyg,Cmp-Att-Yd-TD-INT,26-37-297-1-1,,,,,,
team,201811250phi,phi,Cmp-Att-Yd-TD-INT,20-28-236-1-0,,,,,,
team,201811250phi,nyg,Sacked-Yards,2-21,,,,,,
team,201811250phi,phi,Sacked-Yards,3-22,,,,,,
team,201811250phi,nyg,Net Pass Yards,276,,,,,,
team,201811250phi,phi,Net Pass Yards,214,,,,,,
team,201811250phi,nyg,Total Yards,402,,,,,,
team,201811250phi,phi,Total Yards,341,,,,,,
team,201811250phi,nyg,Fumbles-Lost,1-0,,,,,,
team,201811250phi,phi,Fumbles-Lost,1-0,,,,,,
team,201811250phi,nyg,Turnovers,1,,,,,,
team,201811250phi,phi,Turnovers,0,,,,,,
team,201811250phi,nyg,Penalties-Yards,11-91,,,,,,
team,201811250phi,phi,Penalties-Yards,7-46,,,,,,
team,201811250phi,nyg,Third Down Conv.,5-12,,,,,,
team,201811250phi,phi,Third Down Conv.,3-11,,,,,,
team,201811250phi,nyg,Fourth Down Conv.,0-0,,,,,,
team,201811250phi,phi,Fourth Down Conv.,1-1,,,,,,
team,201811250phi,nyg,Time of Possession,27:22,,,,,,
team,201811250phi,phi,Time of Possession,32:38,,,,,,
player,201811250phi,nyg,MannEl00,pass_cmp,26,,,,,
player,201811250phi,nyg,MannEl00,pass_att,37,,,,,
player,201811250phi,nyg,MannEl00,pass_yds,297,,,,,
player,201811250phi,nyg,MannEl00,pass_td,1,,,,,
player,201811250phi,nyg,MannEl00,pass_int,1,,,,,
player,201811250phi,nyg,MannEl00,pass_sacked,2,,,,,
player,201811250phi,nyg,MannEl00,pass_sacked_yds,21,,,,,
player,201811250phi,nyg,MannEl00,pass_long,39,,,,,
player,201811250phi,nyg,MannEl00,pass_rating,91.8,,,,,
player,201811250phi,nyg,MannEl00,rush_att,0,,,,,
player,201811250phi,nyg,MannEl00,rush_yds,0,,,,,
player,201811250phi,nyg,MannEl00,rush_td,0,,,,,
player,201811250phi,nyg,MannEl00,rush_long,0,,,,,
player,201811250phi,nyg,MannEl00,targets,0,,,,,
player,201811250phi,nyg,MannEl00,rec,0,,,,,
player,201811250phi,nyg,MannEl00,rec_yds,0,,,,,
player,201811250phi,nyg,MannEl00,rec_td,0,,,,,
player,201811250phi,nyg,MannEl00,rec_long,0,,,,,
player,201811250phi,nyg,MannEl00,fumbles,0,,,,,
player,201811250phi,nyg,MannEl00,fumbles_lost,0,,,,,
player,201811250phi,nyg,BarkSa00,pass_cmp,0,,,,,
player,201811250phi,nyg,BarkSa00,pass_att,0,,,,,
player,201811250phi,nyg,BarkSa00,pass_yds,0,,,,,
player,201811250phi,nyg,BarkSa00,pass_td,0,,,,,
player,201811250phi,nyg,BarkSa00,pass_int,0,,,,,
player,201811250phi,nyg,BarkSa00,pass_sacked,0,,,,,
player,201811250phi,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201811250phi,nyg,BarkSa00,pass_long,0,,,,,
player,201811250phi,nyg,BarkSa00,pass_rating,,,,,,
player,201811250phi,nyg,BarkSa00,rush_att,13,,,,,
player,201811250phi,nyg,BarkSa00,rush_yds,101,,,,,
player,201811250phi,nyg,BarkSa00,rush_td,1,,,,,
player,201811250phi,nyg,BarkSa00,rush_long,51,,,,,
player,201811250phi,nyg,BarkSa00,targets,8,,,,,
player,201811250phi,nyg,BarkSa00,rec,7,,,,,
player,201811250phi,nyg,BarkSa00,rec_yds,41,,,,,
player,201811250phi,nyg,BarkSa00,rec_td,1,,,,,
player,201811250phi,nyg,BarkSa00,rec_long,13,,,,,
player,201811250phi,nyg,BarkSa00,fumbles,0,,,,,
player,201811250phi,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201811250phi,nyg,GallWa00,pass_cmp,0,,,,,
player,201811250phi,nyg,GallWa00,pass_att,0,,,,,
player,201811250phi,nyg,GallWa00,pass_yds,0,,,,,
player,201811250phi,nyg,GallWa00,pass_td,0,,,,,
player,201811250phi,nyg,GallWa00,pass_int,0,,,,,
player,201811250phi,nyg,GallWa00,pass_sacked,0,,,,,
player,201811250phi,nyg,GallWa00,pass_sacked_yds,0,,,,,
player,201811250phi,nyg,GallWa00,pass_long,0,,,,,
player,201811250phi,nyg,GallWa00,pass_rating,,,,,,
player,201811250phi,nyg,GallWa00,rush_att,5,,,,,
player,201811250phi,nyg,GallWa00,rush_yds,25,,,,,
player,201811250phi,nyg,GallWa00,rush_td,0,,,,,
player,201811250phi,nyg,GallWa00,rush_long,8,,,,,
player,201811250phi,nyg,GallWa00,targets,2,,,,,
player,201811250phi,nyg,GallWa00,rec,2,,,,,
player,201811250phi,nyg,GallWa00,rec_yds,-2,,,,,
player,201811250phi,nyg,GallWa00,rec_td,0,,,,,
player,201811250phi,nyg,GallWa00,rec_long,0,,,,,
player,201811250phi,nyg,GallWa00,fumbles,0,,,,,
player,201811250phi,nyg,GallWa00,fumbles_lost,0,,,,,
player,201811250phi,nyg,BeckOd00,pass_cmp,0,,,,,
player,201811250phi,nyg,BeckOd00,pass_att,0,,,,,
player,201811250phi,nyg,BeckOd00,pass_yds,0,,,,,
player,201811250phi,nyg,BeckOd00,pass_td,0,,,,,
player,201811250phi,nyg,BeckOd00,pass_int,0,,,,,
player,201811250phi,nyg,BeckOd00,pass_sacked,0,,,,,
player,201811250phi,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201811250phi,nyg,BeckOd00,pass_long,0,,,,,
player,201811250phi,nyg,BeckOd00,pass_rating,,,,,,
player,201811250phi,nyg,BeckOd00,rush_att,0,,,,,
player,201811250phi,nyg,BeckOd00,rush_yds,0,,,,,
player,201811250phi,nyg,BeckOd00,rush_td,0,,,,,
player,201811250phi,nyg,BeckOd00,rush_long,0,,,,,
player,201811250phi,nyg,BeckOd00,targets,9,,,,,
player,201811250phi,nyg,BeckOd00,rec,5,,,,,
player,201811250phi,nyg,BeckOd00,rec_yds,85,,,,,
player,201811250phi,nyg,BeckOd00,rec_td,0,,,,,
player,201811250phi,nyg,BeckOd00,rec_long,39,,,,,
player,201811250phi,nyg,BeckOd00,fumbles,0,,,,,
player,201811250phi,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201811250phi,nyg,ElliRh00,pass_cmp,0,,,,,
player,201811250phi,nyg,ElliRh00,pass_att,0,,,,,
player,201811250phi,nyg,ElliRh00,pass_yds,0,,,,,
player,201811250phi,nyg,ElliRh00,pass_td,0,,,,,
player,201811250phi,nyg,ElliRh00,pass_int,0,,,,,
