game,2018,1,20180909,201809090cle,pit,"Pittsburgh Steelers",21,cle,"Cleveland Browns",21
player,201809090cle,pit,ConnJa00,pass_td,0,,,,,
player,201809090cle,pit,ConnJa00,pass_int,0,,,,,
player,201809090cle,pit,ConnJa00,pass_sacked,0,,,,,
player,201809090cle,pit,ConnJa00,pass_sacked_yds,0,,,,,
player,201809090cle,pit,ConnJa00,pass_long,0,,,,,
player,201809090cle,pit,ConnJa00,pass_rating,,,,,,
player,201809090cle,pit,ConnJa00,rush_att,31,,,,,
player,201809090cle,pit,ConnJa00,rush_yds,135,,,,,
player,201809090cle,pit,ConnJa00,rush_td,2,,,,,
player,201809090cle,pit,ConnJa00,rush_long,22,,,,,
player,201809090cle,pit,ConnJa00,targets,6,,,,,
player,201809090cle,pit,ConnJa00,rec,5,,,,,
player,201809090cle,pit,ConnJa00,rec_yds,57,,,,,
player,201809090cle,pit,ConnJa00,rec_td,0,,,,,
player,201809090cle,pit,ConnJa00,rec_long,19,,,,,
player,201809090cle,pit,ConnJa00,fumbles,1,,,,,
player,201809090cle,pit,ConnJa00,fumbles_lost,1,,,,,
player,201809090cle,pit,SwitRy00,pass_cmp,0,,,,,
player,201809090cle,pit,SwitRy00,pass_att,0,,,,,
player,201809090cle,pit,SwitRy00,pass_yds,0,,,,,
player,201809090cle,pit,SwitRy00,pass_td,0,,,,,
player,201809090cle,pit,SwitRy00,pass_int,0,,,,,
player,201809090cle,pit,SwitRy00,pass_sacked,0,,,,,
player,201809090cle,pit,SwitRy00,pass_sacked_yds,0,,,,,
player,201809090cle,pit,SwitRy00,pass_long,0,,,,,
player,201809090cle,pit,SwitRy00,pass_rating,,,,,,
player,201809090cle,pit,SwitRy00,rush_att,1,,,,,
player,201809090cle,pit,SwitRy00,rush_yds,8,,,,,
player,201809090cle,pit,SwitRy00,rush_td,0,,,,,
player,201809090cle,pit,SwitRy00,rush_long,8,,,,,
player,201809090cle,pit,SwitRy00,targets,1,,,,,
player,201809090cle,pit,SwitRy00,rec,0,,,,,
player,201809090cle,pit,SwitRy00,rec_yds,0,,,,,
player,201809090cle,pit,SwitRy00,rec_td,0,,,,,
player,201809090cle,pit,SwitRy00,rec_long,0,,,,,
player,201809090cle,pit,SwitRy00,fumbles,0,,,,,
player,201809090cle,pit,SwitRy00,fumbles_lost,0,,,,,
player,201809090cle,pit,SmitJu00,pass_cmp,0,,,,,
player,201809090cle,pit,SmitJu00,pass_att,0,,,,,
player,201809090cle,pit,SmitJu00,pass_yds,0,,,,,
player,201809090cle,pit,SmitJu00,pass_td,0,,,,,
player,201809090cle,pit,SmitJu00,pass_int,0,,,,,
player,201809090cle,pit,SmitJu00,pass_sacked,0,,,,,
player,201809090cle,pit,SmitJu00,pass_sacked_yds,0,,,,,
player,201809090cle,pit,SmitJu00,pass_long,0,,,,,
player,201809090cle,pit,SmitJu00,pass_rating,,,,,,
player,201809090cle,pit,SmitJu00,rush_att,0,,,,,
player,201809090cle,pit,SmitJu00,rush_yds,0,,,,,
player,201809090cle,pit,SmitJu00,rush_td,0,,,,,
player,201809090cle,pit,SmitJu00,rush_long,0,,,,,
player,201809090cle,pit,SmitJu00,targets,8,,,,,
player,201809090cle,pit,SmitJu00,rec,5,,,,,
player,201809090cle,pit,SmitJu00,rec_yds,119,,,,,
player,201809090cle,pit,SmitJu00,rec_td,0,,,,,
player,201809090cle,pit,SmitJu00,rec_long,67,,,,,
player,201809090cle,pit,SmitJu00,fumbles,0,,,,,
player,201809090cle,pit,SmitJu00,fumbles_lost,0,,,,,
player,201809090cle,pit,BrowAn04,pass_cmp,0,,,,,
player,201809090cle,pit,BrowAn04,pass_att,0,,,,,
player,201809090cle,pit,BrowAn04,pass_yds,0,,,,,
player,201809090cle,pit,BrowAn04,pass_td,0,,,,,
player,201809090cle,pit,BrowAn04,pass_int,0,,,,,
player,201809090cle,pit,BrowAn04,pass_sacked,0,,,,,
player,201809090cle,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201809090cle,pit,BrowAn04,pass_long,0,,,,,
player,201809090cle,pit,BrowAn04,pass_rating,,,,,,
player,201809090cle,pit,BrowAn04,rush_att,0,,,,,
player,201809090cle,pit,BrowAn04,rush_yds,0,,,,,
player,201809090cle,pit,BrowAn04,rush_td,0,,,,,
player,201809090cle,pit,BrowAn04,rush_long,0,,,,,
player,201809090cle,pit,BrowAn04,targets,16,,,,,
player,201809090cle,pit,BrowAn04,rec,9,,,,,
player,201809090cle,pit,BrowAn04,rec_yds,93,,,,,
player,201809090cle,pit,BrowAn04,rec_td,1,,,,,
player,201809090cle,pit,BrowAn04,rec_long,22,,,,,
player,201809090cle,pit,BrowAn04,fumbles,0,,,,,
player,201809090cle,pit,BrowAn04,fumbles_lost,0,,,,,
player,201809090cle,pit,JameJe00,pass_cmp,0,,,,,
player,201809090cle,pit,JameJe00,pass_att,0,,,,,
player,201809090cle,pit,JameJe00,pass_yds,0,,,,,
player,201809090cle,pit,JameJe00,pass_td,0,,,,,
player,201809090cle,pit,JameJe00,pass_int,0,,,,,
player,201809090cle,pit,JameJe00,pass_sacked,0,,,,,
player,201809090cle,pit,JameJe00,pass_sacked_yds,0,,,,,
player,201809090cle,pit,JameJe00,pass_long,0,,,,,
player,201809090cle,pit,JameJe00,pass_rating,,,,,,
player,201809090cle,pit,JameJe00,rush_att,0,,,,,
player,201809090cle,pit,JameJe00,rush_yds,0,,,,,
player,201809090cle,pit,JameJe00,rush_td,0,,,,,
player,201809090cle,pit,JameJe00,rush_long,0,,,,,
player,201809090cle,pit,JameJe00,targets,5,,,,,
player,201809090cle,pit,JameJe00,rec,3,,,,,
player,201809090cle,pit,JameJe00,rec_yds,60,,,,,
player,201809090cle,pit,JameJe00,rec_td,0,,,,,
player,201809090cle,pit,JameJe00,rec_long,37,,,,,
player,201809090cle,pit,JameJe00,fumbles,0,,,,,
player,201809090cle,pit,JameJe00,fumbles_lost,0,,,,,
player,201809090cle,pit,HuntJu00,pass_cmp,0,,,,,
player,201809090cle,pit,HuntJu00,pass_att,0,,,,,
player,201809090cle,pit,HuntJu00,pass_yds,0,,,,,
player,201809090cle,pit,HuntJu00,pass_td,0,,,,,
player,201809090cle,pit,HuntJu00,pass_int,0,,,,,
player,201809090cle,pit,HuntJu00,pass_sacked,0,,,,,
player,201809090cle,pit,HuntJu00,pass_sacked_yds,0,,,,,
player,201809090cle,pit,HuntJu00,pass_long,0,,,,,
player,201809090cle,pit,HuntJu00,pass_rating,,,,,,
player,201809090cle,pit,HuntJu00,rush_att,0,,,,,
player,201809090cle,pit,HuntJu00,rush_yds,0,,,,,
player,201809090cle,pit,HuntJu00,rush_td,0,,,,,
player,201809090cle,pit,HuntJu00,rush_long,0,,,,,
player,201809090cle,pit,HuntJu00,targets,5,,,,,
player,201809090cle,pit,HuntJu00,rec,1,,,,,
player,201809090cle,pit,HuntJu00,rec_yds,6,,,,,
player,201809090cle,pit,HuntJu00,rec_td,0,,,,,
player,201809090cle,pit,HuntJu00,rec_long,6,,,,,
player,201809090cle,pit,HuntJu00,fumbles,0,,,,,
player,201809090cle,pit,HuntJu00,fumbles_lost,0,,,,,
player,201809090cle,cle,TaylTy00,pass_cmp,15,,,,,
player,201809090cle,cle,TaylTy00,pass_att,40,,,,,
player,201809090cle,cle,TaylTy00,pass_yds,197,,,,,
player,201809090cle,cle,TaylTy00,pass_td,1,,,,,
player,201809090cle,cle,TaylTy00,pass_int,1,,,,,
player,201809090cle,cle,TaylTy00,pass_sacked,7,,,,,
player,201809090cle,cle,TaylTy00,pass_sacked_yds,47,,,,,
player,201809090cle,cle,TaylTy00,pass_long,39,,,,,
player,201809090cle,cle,TaylTy00,pass_rating,51.8,,,,,
player,201809090cle,cle,TaylTy00,rush_att,8,,,,,
player,201809090cle,cle,TaylTy00,rush_yds,77,,,,,
player,201809090cle,cle,TaylTy00,rush_td,1,,,,,
player,201809090cle,cle,TaylTy00,rush_long,24,,,,,
player,201809090cle,cle,TaylTy00,targets,0,,,,,
player,201809090cle,cle,TaylTy00,rec,0,,,,,
player,201809090cle,cle,TaylTy00,rec_yds,0,,,,,
player,201809090cle,cle,TaylTy00,rec_td,0,,,,,
player,201809090cle,cle,TaylTy00,rec_long,0,,,,,
player,201809090cle,cle,TaylTy00,fumbles,1,,,,,
player,201809090cle,cle,TaylTy00,fumbles_lost,0,,,,,
player,201809090cle,cle,HydeCa00,pass_cmp,0,,,,,
player,201809090cle,cle,HydeCa00,pass_att,0,,,,,
player,201809090cle,cle,HydeCa00,pass_yds,0,,,,,
player,201809090cle,cle,HydeCa00,pass_td,0,,,,,
player,201809090cle,cle,HydeCa00,pass_int,0,,,,,
player,201809090cle,cle,HydeCa00,pass_sacked,0,,,,,
player,201809090cle,cle,HydeCa00,pass_sacked_yds,0,,,,,
player,201809090cle,cle,HydeCa00,pass_long,0,,,,,
player,201809090cle,cle,HydeCa00,pass_rating,,,,,,
player,201809090cle,cle,HydeCa00,rush_att,22,,,,,
player,201809090cle,cle,HydeCa00,rush_yds,62,,,,,
player,201809090cle,cle,HydeCa00,rush_td,1,,,,,
player,201809090cle,cle,HydeCa00,rush_long,12,,,,,
player,201809090cle,cle,HydeCa00,targets,2,,,,,
player,201809090cle,cle,HydeCa00,rec,1,,,,,
player,201809090cle,cle,HydeCa00,rec_yds,3,,,,,
player,201809090cle,cle,HydeCa00,rec_td,0,,,,,
player,201809090cle,cle,HydeCa00,rec_long,3,,,,,
player,201809090cle,cle,HydeCa00,fumbles,0,,,,,
player,201809090cle,cle,HydeCa00,fumbles_lost,0,,,,,
player,201809090cle,cle,ChubNi00,pass_cmp,0,,,,,
player,201809090cle,cle,ChubNi00,pass_att,0,,,,,
player,201809090cle,cle,ChubNi00,pass_yds,0,,,,,
player,201809090cle,cle,ChubNi00,pass_td,0,,,,,
player,201809090cle,cle,ChubNi00,pass_int,0,,,,,
player,201809090cle,cle,ChubNi00,pass_sacked,0,,,,,
player,201809090cle,cle,ChubNi00,pass_sacked_yds,0,,,,,
player,201809090cle,cle,ChubNi00,pass_long,0,,,,,
player,201809090cle,cle,ChubNi00,pass_rating,,,,,,
player,201809090cle,cle,ChubNi00,rush_att,3,,,,,
player,201809090cle,cle,ChubNi00,rush_yds,21,,,,,
player,201809090cle,cle,ChubNi00,rush_td,0,,,,,
player,201809090cle,cle,ChubNi00,rush_long,17,,,,,
player,201809090cle,cle,ChubNi00,targets,0,,,,,
player,201809090cle,cle,ChubNi00,rec,0,,,,,
player,201809090cle,cle,ChubNi00,rec_yds,0,,,,,
player,201809090cle,cle,ChubNi00,rec_td,0,,,,,
player,201809090cle,cle,ChubNi00,rec_long,0,,,,,
player,201809090cle,cle,ChubNi00,fumbles,0,,,,,
player,201809090cle,cle,ChubNi00,fumbles_lost,0,,,,,
player,201809090cle,cle,JohnDu00,pass_cmp,0,,,,,
player,201809090cle,cle,JohnDu00,pass_att,0,,,,,
player,201809090cle,cle,JohnDu00,pass_yds,0,,,,,
player,201809090cle,cle,JohnDu00,pass_td,0,,,,,
player,201809090cle,cle,JohnDu00,pass_int,0,,,,,
player,201809090cle,cle,JohnDu00,pass_sacked,0,,,,,
player,201809090cle,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201809090cle,cle,JohnDu00,pass_long,0,,,,,
player,201809090cle,cle,JohnDu00,pass_rating,,,,,,
player,201809090cle,cle,JohnDu00,rush_att,5,,,,,
player,201809090cle,cle,JohnDu00,rush_yds,17,,,,,
player,201809090cle,cle,JohnDu00,rush_td,0,,,,,
player,201809090cle,cle,JohnDu00,rush_long,13,,,,,
player,201809090cle,cle,JohnDu00,targets,6,,,,,
player,201809090cle,cle,JohnDu00,rec,1,,,,,
player,201809090cle,cle,JohnDu00,rec_yds,8,,,,,
player,201809090cle,cle,JohnDu00,rec_td,0,,,,,
player,201809090cle,cle,JohnDu00,rec_long,8,,,,,
player,201809090cle,cle,JohnDu00,fumbles,0,,,,,
player,201809090cle,cle,JohnDu00,fumbles_lost,0,,,,,
player,201809090cle,cle,LandJa00,pass_cmp,0,,,,,
player,201809090cle,cle,LandJa00,pass_att,0,,,,,
player,201809090cle,cle,LandJa00,pass_yds,0,,,,,
player,201809090cle,cle,LandJa00,pass_td,0,,,,,
player,201809090cle,cle,LandJa00,pass_int,0,,,,,
player,201809090cle,cle,LandJa00,pass_sacked,0,,,,,
player,201809090cle,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201809090cle,cle,LandJa00,pass_long,0,,,,,
player,201809090cle,cle,LandJa00,pass_rating,,,,,,
player,201809090cle,cle,LandJa00,rush_att,0,,,,,
player,201809090cle,cle,LandJa00,rush_yds,0,,,,,
player,201809090cle,cle,LandJa00,rush_td,0,,,,,
player,201809090cle,cle,LandJa00,rush_long,0,,,,,
player,201809090cle,cle,LandJa00,targets,15,,,,,
player,201809090cle,cle,LandJa00,rec,7,,,,,
player,201809090cle,cle,LandJa00,rec_yds,106,,,,,
player,201809090cle,cle,LandJa00,rec_td,0,,,,,
player,201809090cle,cle,LandJa00,rec_long,39,,,,,
player,201809090cle,cle,LandJa00,fumbles,0,,,,,
player,201809090cle,cle,LandJa00,fumbles_lost,0,,,,,
player,201809090cle,cle,HiggRa00,pass_cmp,0,,,,,
player,201809090cle,cle,HiggRa00,pass_att,0,,,,,
player,201809090cle,cle,HiggRa00,pass_yds,0,,,,,
player,201809090cle,cle,HiggRa00,pass_td,0,,,,,
player,201809090cle,cle,HiggRa00,pass_int,0,,,,,
player,201809090cle,cle,HiggRa00,pass_sacked,0,,,,,
player,201809090cle,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201809090cle,cle,HiggRa00,pass_long,0,,,,,
player,201809090cle,cle,HiggRa00,pass_rating,,,,,,
player,201809090cle,cle,HiggRa00,rush_att,0,,,,,
player,201809090cle,cle,HiggRa00,rush_yds,0,,,,,
player,201809090cle,cle,HiggRa00,rush_td,0,,,,,
player,201809090cle,cle,HiggRa00,rush_long,0,,,,,
player,201809090cle,cle,HiggRa00,targets,3,,,,,
player,201809090cle,cle,HiggRa00,rec,1,,,,,
player,201809090cle,cle,HiggRa00,rec_yds,38,,,,,
player,201809090cle,cle,HiggRa00,rec_td,0,,,,,
player,201809090cle,cle,HiggRa00,rec_long,38,,,,,
player,201809090cle,cle,HiggRa00,fumbles,0,,,,,
player,201809090cle,cle,HiggRa00,fumbles_lost,0,,,,,
player,201809090cle,cle,GordJo02,pass_cmp,0,,,,,
player,201809090cle,cle,GordJo02,pass_att,0,,,,,
player,201809090cle,cle,GordJo02,pass_yds,0,,,,,
player,201809090cle,cle,GordJo02,pass_td,0,,,,,
player,201809090cle,cle,GordJo02,pass_int,0,,,,,
player,201809090cle,cle,GordJo02,pass_sacked,0,,,,,
player,201809090cle,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201809090cle,cle,GordJo02,pass_long,0,,,,,
player,201809090cle,cle,GordJo02,pass_rating,,,,,,
player,201809090cle,cle,GordJo02,rush_att,0,,,,,
player,201809090cle,cle,GordJo02,rush_yds,0,,,,,
player,201809090cle,cle,GordJo02,rush_td,0,,,,,
player,201809090cle,cle,GordJo02,rush_long,0,,,,,
player,201809090cle,cle,GordJo02,targets,3,,,,,
player,201809090cle,cle,GordJo02,rec,1,,,,,
player,201809090cle,cle,GordJo02,rec_yds,17,,,,,
player,201809090cle,cle,GordJo02,rec_td,1,,,,,
player,201809090cle,cle,GordJo02,rec_long,17,,,,,
player,201809090cle,cle,GordJo02,fumbles,0,,,,,
player,201809090cle,cle,GordJo02,fumbles_lost,0,,,,,
player,201809090cle,cle,NjokDa00,pass_cmp,0,,,,,
player,201809090cle,cle,NjokDa00,pass_att,0,,,,,
player,201809090cle,cle,NjokDa00,pass_yds,0,,,,,
player,201809090cle,cle,NjokDa00,pass_td,0,,,,,
player,201809090cle,cle,NjokDa00,pass_int,0,,,,,
player,201809090cle,cle,NjokDa00,pass_sacked,0,,,,,
player,201809090cle,cle,NjokDa00,pass_sacked_yds,0,,,,,
player,201809090cle,cle,NjokDa00,pass_long,0,,,,,
player,201809090cle,cle,NjokDa00,pass_rating,,,,,,
player,201809090cle,cle,NjokDa00,rush_att,0,,,,,
player,201809090cle,cle,NjokDa00,rush_yds,0,,,,,
player,201809090cle,cle,NjokDa00,rush_td,0,,,,,
player,201809090cle,cle,NjokDa00,rush_long,0,,,,,
player,201809090cle,cle,NjokDa00,targets,7,,,,,
player,201809090cle,cle,NjokDa00,rec,3,,,,,
player,201809090cle,cle,NjokDa00,rec_yds,13,,,,,
player,201809090cle,cle,NjokDa00,rec_td,0,,,,,
player,201809090cle,cle,NjokDa00,rec_long,8,,,,,
player,201809090cle,cle,NjokDa00,fumbles,0,,,,,
player,201809090cle,cle,NjokDa00,fumbles_lost,0,,,,,
player,201809090cle,cle,FellDa01,pass_cmp,0,,,,,
player,201809090cle,cle,FellDa01,pass_att,0,,,,,
player,201809090cle,cle,FellDa01,pass_yds,0,,,,,
player,201809090cle,cle,FellDa01,pass_td,0,,,,,
player,201809090cle,cle,FellDa01,pass_int,0,,,,,
player,201809090cle,cle,FellDa01,pass_sacked,0,,,,,
player,201809090cle,cle,FellDa01,pass_sacked_yds,0,,,,,
player,201809090cle,cle,FellDa01,pass_long,0,,,,,
player,201809090cle,cle,FellDa01,pass_rating,,,,,,
player,201809090cle,cle,FellDa01,rush_att,0,,,,,
player,201809090cle,cle,FellDa01,rush_yds,0,,,,,
player,201809090cle,cle,FellDa01,rush_td,0,,,,,
player,201809090cle,cle,FellDa01,rush_long,0,,,,,
player,201809090cle,cle,FellDa01,targets,1,,,,,
player,201809090cle,cle,FellDa01,rec,1,,,,,
player,201809090cle,cle,FellDa01,rec_yds,12,,,,,
player,201809090cle,cle,FellDa01,rec_td,0,,,,,
player,201809090cle,cle,FellDa01,rec_long,12,,,,,
player,201809090cle,cle,FellDa01,fumbles,0,,,,,
player,201809090cle,cle,FellDa01,fumbles_lost,0,,,,,
player,201809090cle,cle,CallAn00,pass_cmp,0,,,,,
player,201809090cle,cle,CallAn00,pass_att,0,,,,,
player,201809090cle,cle,CallAn00,pass_yds,0,,,,,
player,201809090cle,cle,CallAn00,pass_td,0,,,,,
player,201809090cle,cle,CallAn00,pass_int,0,,,,,
player,201809090cle,cle,CallAn00,pass_sacked,0,,,,,
player,201809090cle,cle,CallAn00,pass_sacked_yds,0,,,,,
player,201809090cle,cle,CallAn00,pass_long,0,,,,,
player,201809090cle,cle,CallAn00,pass_rating,,,,,,
player,201809090cle,cle,CallAn00,rush_att,0,,,,,
player,201809090cle,cle,CallAn00,rush_yds,0,,,,,
player,201809090cle,cle,CallAn00,rush_td,0,,,,,
player,201809090cle,cle,CallAn00,rush_long,0,,,,,
player,201809090cle,cle,CallAn00,targets,1,,,,,
player,201809090cle,cle,CallAn00,rec,0,,,,,
player,201809090cle,cle,CallAn00,rec_yds,0,,,,,
player,201809090cle,cle,CallAn00,rec_td,0,,,,,
player,201809090cle,cle,CallAn00,rec_long,0,,,,,
player,201809090cle,cle,CallAn00,fumbles,0,,,,,
player,201809090cle,cle,CallAn00,fumbles_lost,0,,,,,
player,201809090cle,pit,SuttCa00,def_int,1,,,,,
player,201809090cle,pit,SuttCa00,def_int_yds,0,,,,,
player,201809090cle,pit,SuttCa00,def_int_td,0,,,,,
player,201809090cle,pit,SuttCa00,def_int_long,0,,,,,
player,201809090cle,pit,SuttCa00,pass_defended,2,,,,,
player,201809090cle,pit,SuttCa00,sacks,0.0,,,,,
player,201809090cle,pit,SuttCa00,tackles_combined,2,,,,,
player,201809090cle,pit,SuttCa00,tackles_solo,2,,,,,
player,201809090cle,pit,SuttCa00,tackles_assists,0,,,,,
player,201809090cle,pit,SuttCa00,tackles_loss,0,,,,,
player,201809090cle,pit,SuttCa00,qb_hits,0,,,,,
player,201809090cle,pit,SuttCa00,fumbles_rec,0,,,,,
player,201809090cle,pit,SuttCa00,fumbles_rec_yds,0,,,,,
player,201809090cle,pit,SuttCa00,fumbles_rec_td,0,,,,,
player,201809090cle,pit,SuttCa00,fumbles_forced,0,,,,,
player,201809090cle,pit,WattT.00,def_int,0,,,,,
player,201809090cle,pit,WattT.00,def_int_yds,0,,,,,
player,201809090cle,pit,WattT.00,def_int_td,0,,,,,
player,201809090cle,pit,WattT.00,def_int_long,0,,,,,
player,201809090cle,pit,WattT.00,pass_defended,0,,,,,
player,201809090cle,pit,WattT.00,sacks,3.0,,,,,
player,201809090cle,pit,WattT.00,tackles_combined,10,,,,,
player,201809090cle,pit,WattT.00,tackles_solo,7,,,,,
player,201809090cle,pit,WattT.00,tackles_assists,3,,,,,
player,201809090cle,pit,WattT.00,tackles_loss,4,,,,,
player,201809090cle,pit,WattT.00,qb_hits,3,,,,,
player,201809090cle,pit,WattT.00,fumbles_rec,0,,,,,
player,201809090cle,pit,WattT.00,fumbles_rec_yds,0,,,,,
player,201809090cle,pit,WattT.00,fumbles_rec_td,0,,,,,
player,201809090cle,pit,WattT.00,fumbles_forced,0,,,,,
player,201809090cle,pit,BostJo00,def_int,0,,,,,
player,201809090cle,pit,BostJo00,def_int_yds,0,,,,,
player,201809090cle,pit,BostJo00,def_int_td,0,,,,,
player,201809090cle,pit,BostJo00,def_int_long,0,,,,,
player,201809090cle,pit,BostJo00,pass_defended,0,,,,,
player,201809090cle,pit,BostJo00,sacks,1.0,,,,,
player,201809090cle,pit,BostJo00,tackles_combined,9,,,,,
player,201809090cle,pit,BostJo00,tackles_solo,4,,,,,
player,201809090cle,pit,BostJo00,tackles_assists,5,,,,,
player,201809090cle,pit,BostJo00,tackles_loss,2,,,,,
player,201809090cle,pit,BostJo00,qb_hits,1,,,,,
player,201809090cle,pit,BostJo00,fumbles_rec,0,,,,,
player,201809090cle,pit,BostJo00,fumbles_rec_yds,0,,,,,
player,201809090cle,pit,BostJo00,fumbles_rec_td,0,,,,,
player,201809090cle,pit,BostJo00,fumbles_forced,0,,,,,
player,201809090cle,pit,HeywCa01,def_int,0,,,,,
player,201809090cle,pit,HeywCa01,def_int_yds,0,,,,,
player,201809090cle,pit,HeywCa01,def_int_td,0,,,,,
player,201809090cle,pit,HeywCa01,def_int_long,0,,,,,
player,201809090cle,pit,HeywCa01,pass_defended,0,,,,,
player,201809090cle,pit,HeywCa01,sacks,1.0,,,,,
player,201809090cle,pit,HeywCa01,tackles_combined,7,,,,,
player,201809090cle,pit,HeywCa01,tackles_solo,5,,,,,
player,201809090cle,pit,HeywCa01,tackles_assists,2,,,,,
player,201809090cle,pit,HeywCa01,tackles_loss,1,,,,,
player,201809090cle,pit,HeywCa01,qb_hits,1,,,,,
player,201809090cle,pit,HeywCa01,fumbles_rec,0,,,,,
player,201809090cle,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201809090cle,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201809090cle,pit,HeywCa01,fumbles_forced,0,,,,,
player,201809090cle,pit,DuprAl00,def_int,0,,,,,
player,201809090cle,pit,DuprAl00,def_int_yds,0,,,,,
player,201809090cle,pit,DuprAl00,def_int_td,0,,,,,
player,201809090cle,pit,DuprAl00,def_int_long,0,,,,,
player,201809090cle,pit,DuprAl00,pass_defended,2,,,,,
player,201809090cle,pit,DuprAl00,sacks,1.0,,,,,
player,201809090cle,pit,DuprAl00,tackles_combined,5,,,,,
player,201809090cle,pit,DuprAl00,tackles_solo,4,,,,,
player,201809090cle,pit,DuprAl00,tackles_assists,1,,,,,
player,201809090cle,pit,DuprAl00,tackles_loss,1,,,,,
player,201809090cle,pit,DuprAl00,qb_hits,2,,,,,
player,201809090cle,pit,DuprAl00,fumbles_rec,0,,,,,
player,201809090cle,pit,DuprAl00,fumbles_rec_yds,0,,,,,
player,201809090cle,pit,DuprAl00,fumbles_rec_td,0,,,,,
player,201809090cle,pit,DuprAl00,fumbles_forced,1,,,,,
player,201809090cle,pit,HargJa00,def_int,0,,,,,
player,201809090cle,pit,HargJa00,def_int_yds,0,,,,,
player,201809090cle,pit,HargJa00,def_int_td,0,,,,,
player,201809090cle,pit,HargJa00,def_int_long,0,,,,,
player,201809090cle,pit,HargJa00,pass_defended,0,,,,,
player,201809090cle,pit,HargJa00,sacks,1.0,,,,,
player,201809090cle,pit,HargJa00,tackles_combined,4,,,,,
player,201809090cle,pit,HargJa00,tackles_solo,3,,,,,
player,201809090cle,pit,HargJa00,tackles_assists,1,,,,,
player,201809090cle,pit,HargJa00,tackles_loss,0,,,,,
player,201809090cle,pit,HargJa00,qb_hits,1,,,,,
player,201809090cle,pit,HargJa00,fumbles_rec,0,,,,,
player,201809090cle,pit,HargJa00,fumbles_rec_yds,0,,,,,
player,201809090cle,pit,HargJa00,fumbles_rec_td,0,,,,,
player,201809090cle,pit,HargJa00,fumbles_forced,0,,,,,
player,201809090cle,pit,WillVi01,def_int,0,,,,,
