game,2018,5,20181007,201810070htx,dal,"Dallas Cowboys",16,htx,"Houston Texans",19
player,201810070htx,dal,HeatJe00,tackles_solo,5,,,,,
player,201810070htx,dal,HeatJe00,tackles_assists,5,,,,,
player,201810070htx,dal,HeatJe00,tackles_loss,0,,,,,
player,201810070htx,dal,HeatJe00,qb_hits,0,,,,,
player,201810070htx,dal,HeatJe00,fumbles_rec,0,,,,,
player,201810070htx,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,HeatJe00,fumbles_forced,0,,,,,
player,201810070htx,dal,JoneBy00,def_int,0,,,,,
player,201810070htx,dal,JoneBy00,def_int_yds,0,,,,,
player,201810070htx,dal,JoneBy00,def_int_td,0,,,,,
player,201810070htx,dal,JoneBy00,def_int_long,0,,,,,
player,201810070htx,dal,JoneBy00,pass_defended,2,,,,,
player,201810070htx,dal,JoneBy00,sacks,0.0,,,,,
player,201810070htx,dal,JoneBy00,tackles_combined,10,,,,,
player,201810070htx,dal,JoneBy00,tackles_solo,8,,,,,
player,201810070htx,dal,JoneBy00,tackles_assists,2,,,,,
player,201810070htx,dal,JoneBy00,tackles_loss,0,,,,,
player,201810070htx,dal,JoneBy00,qb_hits,0,,,,,
player,201810070htx,dal,JoneBy00,fumbles_rec,0,,,,,
player,201810070htx,dal,JoneBy00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,JoneBy00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,JoneBy00,fumbles_forced,0,,,,,
player,201810070htx,dal,CrawTy00,def_int,0,,,,,
player,201810070htx,dal,CrawTy00,def_int_yds,0,,,,,
player,201810070htx,dal,CrawTy00,def_int_td,0,,,,,
player,201810070htx,dal,CrawTy00,def_int_long,0,,,,,
player,201810070htx,dal,CrawTy00,pass_defended,0,,,,,
player,201810070htx,dal,CrawTy00,sacks,0.0,,,,,
player,201810070htx,dal,CrawTy00,tackles_combined,5,,,,,
player,201810070htx,dal,CrawTy00,tackles_solo,3,,,,,
player,201810070htx,dal,CrawTy00,tackles_assists,2,,,,,
player,201810070htx,dal,CrawTy00,tackles_loss,1,,,,,
player,201810070htx,dal,CrawTy00,qb_hits,2,,,,,
player,201810070htx,dal,CrawTy00,fumbles_rec,0,,,,,
player,201810070htx,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,CrawTy00,fumbles_forced,0,,,,,
player,201810070htx,dal,GregRa00,def_int,0,,,,,
player,201810070htx,dal,GregRa00,def_int_yds,0,,,,,
player,201810070htx,dal,GregRa00,def_int_td,0,,,,,
player,201810070htx,dal,GregRa00,def_int_long,0,,,,,
player,201810070htx,dal,GregRa00,pass_defended,0,,,,,
player,201810070htx,dal,GregRa00,sacks,0.0,,,,,
player,201810070htx,dal,GregRa00,tackles_combined,5,,,,,
player,201810070htx,dal,GregRa00,tackles_solo,3,,,,,
player,201810070htx,dal,GregRa00,tackles_assists,2,,,,,
player,201810070htx,dal,GregRa00,tackles_loss,0,,,,,
player,201810070htx,dal,GregRa00,qb_hits,1,,,,,
player,201810070htx,dal,GregRa00,fumbles_rec,0,,,,,
player,201810070htx,dal,GregRa00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,GregRa00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,GregRa00,fumbles_forced,0,,,,,
player,201810070htx,dal,BrowAn02,def_int,0,,,,,
player,201810070htx,dal,BrowAn02,def_int_yds,0,,,,,
player,201810070htx,dal,BrowAn02,def_int_td,0,,,,,
player,201810070htx,dal,BrowAn02,def_int_long,0,,,,,
player,201810070htx,dal,BrowAn02,pass_defended,0,,,,,
player,201810070htx,dal,BrowAn02,sacks,0.0,,,,,
player,201810070htx,dal,BrowAn02,tackles_combined,4,,,,,
player,201810070htx,dal,BrowAn02,tackles_solo,4,,,,,
player,201810070htx,dal,BrowAn02,tackles_assists,0,,,,,
player,201810070htx,dal,BrowAn02,tackles_loss,0,,,,,
player,201810070htx,dal,BrowAn02,qb_hits,0,,,,,
player,201810070htx,dal,BrowAn02,fumbles_rec,0,,,,,
player,201810070htx,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201810070htx,dal,BrowAn02,fumbles_forced,1,,,,,
player,201810070htx,dal,WoodAn02,def_int,0,,,,,
player,201810070htx,dal,WoodAn02,def_int_yds,0,,,,,
player,201810070htx,dal,WoodAn02,def_int_td,0,,,,,
player,201810070htx,dal,WoodAn02,def_int_long,0,,,,,
player,201810070htx,dal,WoodAn02,pass_defended,0,,,,,
player,201810070htx,dal,WoodAn02,sacks,0.0,,,,,
player,201810070htx,dal,WoodAn02,tackles_combined,4,,,,,
player,201810070htx,dal,WoodAn02,tackles_solo,0,,,,,
player,201810070htx,dal,WoodAn02,tackles_assists,4,,,,,
player,201810070htx,dal,WoodAn02,tackles_loss,0,,,,,
player,201810070htx,dal,WoodAn02,qb_hits,0,,,,,
player,201810070htx,dal,WoodAn02,fumbles_rec,0,,,,,
player,201810070htx,dal,WoodAn02,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,WoodAn02,fumbles_rec_td,0,,,,,
player,201810070htx,dal,WoodAn02,fumbles_forced,0,,,,,
player,201810070htx,dal,AwuzCh00,def_int,0,,,,,
player,201810070htx,dal,AwuzCh00,def_int_yds,0,,,,,
player,201810070htx,dal,AwuzCh00,def_int_td,0,,,,,
player,201810070htx,dal,AwuzCh00,def_int_long,0,,,,,
player,201810070htx,dal,AwuzCh00,pass_defended,0,,,,,
player,201810070htx,dal,AwuzCh00,sacks,0.0,,,,,
player,201810070htx,dal,AwuzCh00,tackles_combined,3,,,,,
player,201810070htx,dal,AwuzCh00,tackles_solo,3,,,,,
player,201810070htx,dal,AwuzCh00,tackles_assists,0,,,,,
player,201810070htx,dal,AwuzCh00,tackles_loss,0,,,,,
player,201810070htx,dal,AwuzCh00,qb_hits,0,,,,,
player,201810070htx,dal,AwuzCh00,fumbles_rec,0,,,,,
player,201810070htx,dal,AwuzCh00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,AwuzCh00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,AwuzCh00,fumbles_forced,0,,,,,
player,201810070htx,dal,ThomJo04,def_int,0,,,,,
player,201810070htx,dal,ThomJo04,def_int_yds,0,,,,,
player,201810070htx,dal,ThomJo04,def_int_td,0,,,,,
player,201810070htx,dal,ThomJo04,def_int_long,0,,,,,
player,201810070htx,dal,ThomJo04,pass_defended,0,,,,,
player,201810070htx,dal,ThomJo04,sacks,0.0,,,,,
player,201810070htx,dal,ThomJo04,tackles_combined,2,,,,,
player,201810070htx,dal,ThomJo04,tackles_solo,0,,,,,
player,201810070htx,dal,ThomJo04,tackles_assists,2,,,,,
player,201810070htx,dal,ThomJo04,tackles_loss,0,,,,,
player,201810070htx,dal,ThomJo04,qb_hits,0,,,,,
player,201810070htx,dal,ThomJo04,fumbles_rec,0,,,,,
player,201810070htx,dal,ThomJo04,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,ThomJo04,fumbles_rec_td,0,,,,,
player,201810070htx,dal,ThomJo04,fumbles_forced,0,,,,,
player,201810070htx,dal,ArmsDo00,def_int,0,,,,,
player,201810070htx,dal,ArmsDo00,def_int_yds,0,,,,,
player,201810070htx,dal,ArmsDo00,def_int_td,0,,,,,
player,201810070htx,dal,ArmsDo00,def_int_long,0,,,,,
player,201810070htx,dal,ArmsDo00,pass_defended,0,,,,,
player,201810070htx,dal,ArmsDo00,sacks,0.0,,,,,
player,201810070htx,dal,ArmsDo00,tackles_combined,1,,,,,
player,201810070htx,dal,ArmsDo00,tackles_solo,1,,,,,
player,201810070htx,dal,ArmsDo00,tackles_assists,0,,,,,
player,201810070htx,dal,ArmsDo00,tackles_loss,0,,,,,
player,201810070htx,dal,ArmsDo00,qb_hits,0,,,,,
player,201810070htx,dal,ArmsDo00,fumbles_rec,0,,,,,
player,201810070htx,dal,ArmsDo00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,ArmsDo00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,ArmsDo00,fumbles_forced,0,,,,,
player,201810070htx,dal,CharTa00,def_int,0,,,,,
player,201810070htx,dal,CharTa00,def_int_yds,0,,,,,
player,201810070htx,dal,CharTa00,def_int_td,0,,,,,
player,201810070htx,dal,CharTa00,def_int_long,0,,,,,
player,201810070htx,dal,CharTa00,pass_defended,0,,,,,
player,201810070htx,dal,CharTa00,sacks,0.0,,,,,
player,201810070htx,dal,CharTa00,tackles_combined,1,,,,,
player,201810070htx,dal,CharTa00,tackles_solo,0,,,,,
player,201810070htx,dal,CharTa00,tackles_assists,1,,,,,
player,201810070htx,dal,CharTa00,tackles_loss,0,,,,,
player,201810070htx,dal,CharTa00,qb_hits,0,,,,,
player,201810070htx,dal,CharTa00,fumbles_rec,0,,,,,
player,201810070htx,dal,CharTa00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,CharTa00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,CharTa00,fumbles_forced,0,,,,,
player,201810070htx,dal,FrazKa00,def_int,0,,,,,
player,201810070htx,dal,FrazKa00,def_int_yds,0,,,,,
player,201810070htx,dal,FrazKa00,def_int_td,0,,,,,
player,201810070htx,dal,FrazKa00,def_int_long,0,,,,,
player,201810070htx,dal,FrazKa00,pass_defended,0,,,,,
player,201810070htx,dal,FrazKa00,sacks,0.0,,,,,
player,201810070htx,dal,FrazKa00,tackles_combined,1,,,,,
player,201810070htx,dal,FrazKa00,tackles_solo,1,,,,,
player,201810070htx,dal,FrazKa00,tackles_assists,0,,,,,
player,201810070htx,dal,FrazKa00,tackles_loss,0,,,,,
player,201810070htx,dal,FrazKa00,qb_hits,0,,,,,
player,201810070htx,dal,FrazKa00,fumbles_rec,0,,,,,
player,201810070htx,dal,FrazKa00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,FrazKa00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,FrazKa00,fumbles_forced,0,,,,,
player,201810070htx,dal,LawrDe00,def_int,0,,,,,
player,201810070htx,dal,LawrDe00,def_int_yds,0,,,,,
player,201810070htx,dal,LawrDe00,def_int_td,0,,,,,
player,201810070htx,dal,LawrDe00,def_int_long,0,,,,,
player,201810070htx,dal,LawrDe00,pass_defended,0,,,,,
player,201810070htx,dal,LawrDe00,sacks,0.0,,,,,
player,201810070htx,dal,LawrDe00,tackles_combined,1,,,,,
player,201810070htx,dal,LawrDe00,tackles_solo,0,,,,,
player,201810070htx,dal,LawrDe00,tackles_assists,1,,,,,
player,201810070htx,dal,LawrDe00,tackles_loss,0,,,,,
player,201810070htx,dal,LawrDe00,qb_hits,0,,,,,
player,201810070htx,dal,LawrDe00,fumbles_rec,0,,,,,
player,201810070htx,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,LawrDe00,fumbles_forced,0,,,,,
player,201810070htx,dal,LewiJo01,def_int,0,,,,,
player,201810070htx,dal,LewiJo01,def_int_yds,0,,,,,
player,201810070htx,dal,LewiJo01,def_int_td,0,,,,,
player,201810070htx,dal,LewiJo01,def_int_long,0,,,,,
player,201810070htx,dal,LewiJo01,pass_defended,0,,,,,
player,201810070htx,dal,LewiJo01,sacks,0.0,,,,,
player,201810070htx,dal,LewiJo01,tackles_combined,1,,,,,
player,201810070htx,dal,LewiJo01,tackles_solo,1,,,,,
player,201810070htx,dal,LewiJo01,tackles_assists,0,,,,,
player,201810070htx,dal,LewiJo01,tackles_loss,0,,,,,
player,201810070htx,dal,LewiJo01,qb_hits,0,,,,,
player,201810070htx,dal,LewiJo01,fumbles_rec,1,,,,,
player,201810070htx,dal,LewiJo01,fumbles_rec_yds,14,,,,,
player,201810070htx,dal,LewiJo01,fumbles_rec_td,0,,,,,
player,201810070htx,dal,LewiJo01,fumbles_forced,0,,,,,
player,201810070htx,dal,SwaiGe00,def_int,0,,,,,
player,201810070htx,dal,SwaiGe00,def_int_yds,0,,,,,
player,201810070htx,dal,SwaiGe00,def_int_td,0,,,,,
player,201810070htx,dal,SwaiGe00,def_int_long,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_defended,0,,,,,
player,201810070htx,dal,SwaiGe00,sacks,0.0,,,,,
player,201810070htx,dal,SwaiGe00,tackles_combined,1,,,,,
player,201810070htx,dal,SwaiGe00,tackles_solo,0,,,,,
player,201810070htx,dal,SwaiGe00,tackles_assists,1,,,,,
player,201810070htx,dal,SwaiGe00,tackles_loss,0,,,,,
player,201810070htx,dal,SwaiGe00,qb_hits,0,,,,,
player,201810070htx,dal,SwaiGe00,fumbles_rec,0,,,,,
player,201810070htx,dal,SwaiGe00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,SwaiGe00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,SwaiGe00,fumbles_forced,0,,,,,
player,201810070htx,dal,WilsDa02,def_int,0,,,,,
player,201810070htx,dal,WilsDa02,def_int_yds,0,,,,,
player,201810070htx,dal,WilsDa02,def_int_td,0,,,,,
player,201810070htx,dal,WilsDa02,def_int_long,0,,,,,
player,201810070htx,dal,WilsDa02,pass_defended,0,,,,,
player,201810070htx,dal,WilsDa02,sacks,0.0,,,,,
player,201810070htx,dal,WilsDa02,tackles_combined,1,,,,,
player,201810070htx,dal,WilsDa02,tackles_solo,1,,,,,
player,201810070htx,dal,WilsDa02,tackles_assists,0,,,,,
player,201810070htx,dal,WilsDa02,tackles_loss,1,,,,,
player,201810070htx,dal,WilsDa02,qb_hits,0,,,,,
player,201810070htx,dal,WilsDa02,fumbles_rec,0,,,,,
player,201810070htx,dal,WilsDa02,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,WilsDa02,fumbles_rec_td,0,,,,,
player,201810070htx,dal,WilsDa02,fumbles_forced,0,,,,,
player,201810070htx,dal,RossDa02,def_int,0,,,,,
player,201810070htx,dal,RossDa02,def_int_yds,0,,,,,
player,201810070htx,dal,RossDa02,def_int_td,0,,,,,
player,201810070htx,dal,RossDa02,def_int_long,0,,,,,
player,201810070htx,dal,RossDa02,pass_defended,0,,,,,
player,201810070htx,dal,RossDa02,sacks,0.0,,,,,
player,201810070htx,dal,RossDa02,tackles_combined,0,,,,,
player,201810070htx,dal,RossDa02,tackles_solo,0,,,,,
player,201810070htx,dal,RossDa02,tackles_assists,0,,,,,
player,201810070htx,dal,RossDa02,tackles_loss,0,,,,,
player,201810070htx,dal,RossDa02,qb_hits,5,,,,,
player,201810070htx,dal,RossDa02,fumbles_rec,0,,,,,
player,201810070htx,dal,RossDa02,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,RossDa02,fumbles_rec_td,0,,,,,
player,201810070htx,dal,RossDa02,fumbles_forced,0,,,,,
player,201810070htx,htx,ReidJu00,def_int,1,,,,,
player,201810070htx,htx,ReidJu00,def_int_yds,6,,,,,
player,201810070htx,htx,ReidJu00,def_int_td,0,,,,,
player,201810070htx,htx,ReidJu00,def_int_long,6,,,,,
player,201810070htx,htx,ReidJu00,pass_defended,1,,,,,
player,201810070htx,htx,ReidJu00,sacks,0.0,,,,,
player,201810070htx,htx,ReidJu00,tackles_combined,6,,,,,
player,201810070htx,htx,ReidJu00,tackles_solo,5,,,,,
player,201810070htx,htx,ReidJu00,tackles_assists,1,,,,,
player,201810070htx,htx,ReidJu00,tackles_loss,0,,,,,
player,201810070htx,htx,ReidJu00,qb_hits,0,,,,,
player,201810070htx,htx,ReidJu00,fumbles_rec,0,,,,,
player,201810070htx,htx,ReidJu00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,ReidJu00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,ReidJu00,fumbles_forced,0,,,,,
player,201810070htx,htx,JackKa99,def_int,1,,,,,
player,201810070htx,htx,JackKa99,def_int_yds,11,,,,,
player,201810070htx,htx,JackKa99,def_int_td,0,,,,,
player,201810070htx,htx,JackKa99,def_int_long,11,,,,,
player,201810070htx,htx,JackKa99,pass_defended,2,,,,,
player,201810070htx,htx,JackKa99,sacks,0.0,,,,,
player,201810070htx,htx,JackKa99,tackles_combined,5,,,,,
player,201810070htx,htx,JackKa99,tackles_solo,5,,,,,
player,201810070htx,htx,JackKa99,tackles_assists,0,,,,,
player,201810070htx,htx,JackKa99,tackles_loss,1,,,,,
player,201810070htx,htx,JackKa99,qb_hits,0,,,,,
player,201810070htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201810070htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201810070htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201810070htx,htx,WattJ.00,def_int,0,,,,,
player,201810070htx,htx,WattJ.00,def_int_yds,0,,,,,
player,201810070htx,htx,WattJ.00,def_int_td,0,,,,,
player,201810070htx,htx,WattJ.00,def_int_long,0,,,,,
player,201810070htx,htx,WattJ.00,pass_defended,0,,,,,
player,201810070htx,htx,WattJ.00,sacks,1.0,,,,,
player,201810070htx,htx,WattJ.00,tackles_combined,2,,,,,
player,201810070htx,htx,WattJ.00,tackles_solo,2,,,,,
player,201810070htx,htx,WattJ.00,tackles_assists,0,,,,,
player,201810070htx,htx,WattJ.00,tackles_loss,1,,,,,
player,201810070htx,htx,WattJ.00,qb_hits,2,,,,,
player,201810070htx,htx,WattJ.00,fumbles_rec,0,,,,,
player,201810070htx,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,WattJ.00,fumbles_forced,0,,,,,
player,201810070htx,htx,McKiBe00,def_int,0,,,,,
player,201810070htx,htx,McKiBe00,def_int_yds,0,,,,,
player,201810070htx,htx,McKiBe00,def_int_td,0,,,,,
player,201810070htx,htx,McKiBe00,def_int_long,0,,,,,
player,201810070htx,htx,McKiBe00,pass_defended,0,,,,,
player,201810070htx,htx,McKiBe00,sacks,0.5,,,,,
player,201810070htx,htx,McKiBe00,tackles_combined,8,,,,,
player,201810070htx,htx,McKiBe00,tackles_solo,7,,,,,
player,201810070htx,htx,McKiBe00,tackles_assists,1,,,,,
player,201810070htx,htx,McKiBe00,tackles_loss,1,,,,,
player,201810070htx,htx,McKiBe00,qb_hits,1,,,,,
player,201810070htx,htx,McKiBe00,fumbles_rec,0,,,,,
player,201810070htx,htx,McKiBe00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,McKiBe00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,McKiBe00,fumbles_forced,0,,,,,
player,201810070htx,htx,ClowJa00,def_int,0,,,,,
player,201810070htx,htx,ClowJa00,def_int_yds,0,,,,,
player,201810070htx,htx,ClowJa00,def_int_td,0,,,,,
player,201810070htx,htx,ClowJa00,def_int_long,0,,,,,
player,201810070htx,htx,ClowJa00,pass_defended,0,,,,,
player,201810070htx,htx,ClowJa00,sacks,0.5,,,,,
player,201810070htx,htx,ClowJa00,tackles_combined,3,,,,,
player,201810070htx,htx,ClowJa00,tackles_solo,2,,,,,
player,201810070htx,htx,ClowJa00,tackles_assists,1,,,,,
player,201810070htx,htx,ClowJa00,tackles_loss,1,,,,,
player,201810070htx,htx,ClowJa00,qb_hits,2,,,,,
player,201810070htx,htx,ClowJa00,fumbles_rec,0,,,,,
player,201810070htx,htx,ClowJa00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,ClowJa00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,ClowJa00,fumbles_forced,0,,,,,
player,201810070htx,htx,CunnZa00,def_int,0,,,,,
player,201810070htx,htx,CunnZa00,def_int_yds,0,,,,,
player,201810070htx,htx,CunnZa00,def_int_td,0,,,,,
player,201810070htx,htx,CunnZa00,def_int_long,0,,,,,
player,201810070htx,htx,CunnZa00,pass_defended,0,,,,,
player,201810070htx,htx,CunnZa00,sacks,0.0,,,,,
player,201810070htx,htx,CunnZa00,tackles_combined,10,,,,,
player,201810070htx,htx,CunnZa00,tackles_solo,7,,,,,
player,201810070htx,htx,CunnZa00,tackles_assists,3,,,,,
player,201810070htx,htx,CunnZa00,tackles_loss,0,,,,,
player,201810070htx,htx,CunnZa00,qb_hits,1,,,,,
player,201810070htx,htx,CunnZa00,fumbles_rec,0,,,,,
player,201810070htx,htx,CunnZa00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,CunnZa00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,CunnZa00,fumbles_forced,0,,,,,
player,201810070htx,htx,MathTy00,def_int,0,,,,,
player,201810070htx,htx,MathTy00,def_int_yds,0,,,,,
player,201810070htx,htx,MathTy00,def_int_td,0,,,,,
player,201810070htx,htx,MathTy00,def_int_long,0,,,,,
player,201810070htx,htx,MathTy00,pass_defended,0,,,,,
player,201810070htx,htx,MathTy00,sacks,0.0,,,,,
player,201810070htx,htx,MathTy00,tackles_combined,8,,,,,
player,201810070htx,htx,MathTy00,tackles_solo,6,,,,,
player,201810070htx,htx,MathTy00,tackles_assists,2,,,,,
player,201810070htx,htx,MathTy00,tackles_loss,1,,,,,
player,201810070htx,htx,MathTy00,qb_hits,0,,,,,
player,201810070htx,htx,MathTy00,fumbles_rec,0,,,,,
player,201810070htx,htx,MathTy00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,MathTy00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,MathTy00,fumbles_forced,0,,,,,
player,201810070htx,htx,WrigSh00,def_int,0,,,,,
player,201810070htx,htx,WrigSh00,def_int_yds,0,,,,,
player,201810070htx,htx,WrigSh00,def_int_td,0,,,,,
player,201810070htx,htx,WrigSh00,def_int_long,0,,,,,
player,201810070htx,htx,WrigSh00,pass_defended,0,,,,,
player,201810070htx,htx,WrigSh00,sacks,0.0,,,,,
player,201810070htx,htx,WrigSh00,tackles_combined,4,,,,,
player,201810070htx,htx,WrigSh00,tackles_solo,3,,,,,
player,201810070htx,htx,WrigSh00,tackles_assists,1,,,,,
player,201810070htx,htx,WrigSh00,tackles_loss,0,,,,,
player,201810070htx,htx,WrigSh00,qb_hits,0,,,,,
player,201810070htx,htx,WrigSh00,fumbles_rec,0,,,,,
player,201810070htx,htx,WrigSh00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,WrigSh00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,WrigSh00,fumbles_forced,0,,,,,
player,201810070htx,htx,ReadD.00,def_int,0,,,,,
player,201810070htx,htx,ReadD.00,def_int_yds,0,,,,,
player,201810070htx,htx,ReadD.00,def_int_td,0,,,,,
player,201810070htx,htx,ReadD.00,def_int_long,0,,,,,
player,201810070htx,htx,ReadD.00,pass_defended,0,,,,,
player,201810070htx,htx,ReadD.00,sacks,0.0,,,,,
player,201810070htx,htx,ReadD.00,tackles_combined,3,,,,,
player,201810070htx,htx,ReadD.00,tackles_solo,3,,,,,
player,201810070htx,htx,ReadD.00,tackles_assists,0,,,,,
player,201810070htx,htx,ReadD.00,tackles_loss,0,,,,,
player,201810070htx,htx,ReadD.00,qb_hits,0,,,,,
player,201810070htx,htx,ReadD.00,fumbles_rec,0,,,,,
player,201810070htx,htx,ReadD.00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,ReadD.00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,ReadD.00,fumbles_forced,0,,,,,
player,201810070htx,htx,DunnBr00,def_int,0,,,,,
player,201810070htx,htx,DunnBr00,def_int_yds,0,,,,,
player,201810070htx,htx,DunnBr00,def_int_td,0,,,,,
player,201810070htx,htx,DunnBr00,def_int_long,0,,,,,
player,201810070htx,htx,DunnBr00,pass_defended,0,,,,,
player,201810070htx,htx,DunnBr00,sacks,0.0,,,,,
player,201810070htx,htx,DunnBr00,tackles_combined,2,,,,,
player,201810070htx,htx,DunnBr00,tackles_solo,1,,,,,
player,201810070htx,htx,DunnBr00,tackles_assists,1,,,,,
player,201810070htx,htx,DunnBr00,tackles_loss,1,,,,,
player,201810070htx,htx,DunnBr00,qb_hits,0,,,,,
player,201810070htx,htx,DunnBr00,fumbles_rec,0,,,,,
player,201810070htx,htx,DunnBr00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,DunnBr00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,DunnBr00,fumbles_forced,0,,,,,
player,201810070htx,htx,JoseJo20,def_int,0,,,,,
player,201810070htx,htx,JoseJo20,def_int_yds,0,,,,,
player,201810070htx,htx,JoseJo20,def_int_td,0,,,,,
player,201810070htx,htx,JoseJo20,def_int_long,0,,,,,
player,201810070htx,htx,JoseJo20,pass_defended,3,,,,,
player,201810070htx,htx,JoseJo20,sacks,0.0,,,,,
player,201810070htx,htx,JoseJo20,tackles_combined,2,,,,,
player,201810070htx,htx,JoseJo20,tackles_solo,0,,,,,
player,201810070htx,htx,JoseJo20,tackles_assists,2,,,,,
player,201810070htx,htx,JoseJo20,tackles_loss,0,,,,,
player,201810070htx,htx,JoseJo20,qb_hits,0,,,,,
player,201810070htx,htx,JoseJo20,fumbles_rec,0,,,,,
player,201810070htx,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201810070htx,htx,JoseJo20,fumbles_forced,0,,,,,
player,201810070htx,htx,BadeJo00,def_int,0,,,,,
player,201810070htx,htx,BadeJo00,def_int_yds,0,,,,,
player,201810070htx,htx,BadeJo00,def_int_td,0,,,,,
player,201810070htx,htx,BadeJo00,def_int_long,0,,,,,
player,201810070htx,htx,BadeJo00,pass_defended,0,,,,,
player,201810070htx,htx,BadeJo00,sacks,0.0,,,,,
player,201810070htx,htx,BadeJo00,tackles_combined,1,,,,,
player,201810070htx,htx,BadeJo00,tackles_solo,1,,,,,
player,201810070htx,htx,BadeJo00,tackles_assists,0,,,,,
player,201810070htx,htx,BadeJo00,tackles_loss,0,,,,,
player,201810070htx,htx,BadeJo00,qb_hits,0,,,,,
player,201810070htx,htx,BadeJo00,fumbles_rec,0,,,,,
player,201810070htx,htx,BadeJo00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,BadeJo00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,BadeJo00,fumbles_forced,0,,,,,
player,201810070htx,htx,BlacAn00,def_int,0,,,,,
player,201810070htx,htx,BlacAn00,def_int_yds,0,,,,,
player,201810070htx,htx,BlacAn00,def_int_td,0,,,,,
player,201810070htx,htx,BlacAn00,def_int_long,0,,,,,
player,201810070htx,htx,BlacAn00,pass_defended,0,,,,,
player,201810070htx,htx,BlacAn00,sacks,0.0,,,,,
player,201810070htx,htx,BlacAn00,tackles_combined,1,,,,,
player,201810070htx,htx,BlacAn00,tackles_solo,0,,,,,
player,201810070htx,htx,BlacAn00,tackles_assists,1,,,,,
player,201810070htx,htx,BlacAn00,tackles_loss,0,,,,,
player,201810070htx,htx,BlacAn00,qb_hits,0,,,,,
player,201810070htx,htx,BlacAn00,fumbles_rec,0,,,,,
player,201810070htx,htx,BlacAn00,fumbles_rec_yds,0,,,,,
player,201810070htx,htx,BlacAn00,fumbles_rec_td,0,,,,,
player,201810070htx,htx,BlacAn00,fumbles_forced,0,,,,,
player,201810070htx,htx,WebbJo00,def_int,0,,,,,
player,201810070htx,htx,WebbJo00,def_int_yds,0,,,,,
player,201810070htx,htx,WebbJo00,def_int_td,0,,,,,
player,201810070htx,htx,WebbJo00,def_int_long,0,,,,,
player,201810070htx,htx,WebbJo00,pass_defended,0,,,,,
player,201810070htx,htx,WebbJo00,sacks,0.0,,,,,
player,201810070htx,htx,WebbJo00,tackles_combined,1,,,,,
player,201810070htx,htx,WebbJo00,tackles_solo,1,,,,,
