game,2018,3,20180923,201809230phi,clt,"Indianapolis Colts",16,phi,"Philadelphia Eagles",20
player,201809230phi,clt,WalkAn01,fumbles_rec_td,0,,,,,
player,201809230phi,clt,WalkAn01,fumbles_forced,0,,,,,
player,201809230phi,clt,LeonDa00,def_int,0,,,,,
player,201809230phi,clt,LeonDa00,def_int_yds,0,,,,,
player,201809230phi,clt,LeonDa00,def_int_td,0,,,,,
player,201809230phi,clt,LeonDa00,def_int_long,0,,,,,
player,201809230phi,clt,LeonDa00,pass_defended,1,,,,,
player,201809230phi,clt,LeonDa00,sacks,2.0,,,,,
player,201809230phi,clt,LeonDa00,tackles_combined,13,,,,,
player,201809230phi,clt,LeonDa00,tackles_solo,9,,,,,
player,201809230phi,clt,LeonDa00,tackles_assists,4,,,,,
player,201809230phi,clt,LeonDa00,tackles_loss,5,,,,,
player,201809230phi,clt,LeonDa00,qb_hits,2,,,,,
player,201809230phi,clt,LeonDa00,fumbles_rec,0,,,,,
player,201809230phi,clt,LeonDa00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,LeonDa00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,LeonDa00,fumbles_forced,0,,,,,
player,201809230phi,clt,TuraKe00,def_int,0,,,,,
player,201809230phi,clt,TuraKe00,def_int_yds,0,,,,,
player,201809230phi,clt,TuraKe00,def_int_td,0,,,,,
player,201809230phi,clt,TuraKe00,def_int_long,0,,,,,
player,201809230phi,clt,TuraKe00,pass_defended,0,,,,,
player,201809230phi,clt,TuraKe00,sacks,1.5,,,,,
player,201809230phi,clt,TuraKe00,tackles_combined,2,,,,,
player,201809230phi,clt,TuraKe00,tackles_solo,1,,,,,
player,201809230phi,clt,TuraKe00,tackles_assists,1,,,,,
player,201809230phi,clt,TuraKe00,tackles_loss,0,,,,,
player,201809230phi,clt,TuraKe00,qb_hits,2,,,,,
player,201809230phi,clt,TuraKe00,fumbles_rec,0,,,,,
player,201809230phi,clt,TuraKe00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,TuraKe00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,TuraKe00,fumbles_forced,0,,,,,
player,201809230phi,clt,HuntMa00,def_int,0,,,,,
player,201809230phi,clt,HuntMa00,def_int_yds,0,,,,,
player,201809230phi,clt,HuntMa00,def_int_td,0,,,,,
player,201809230phi,clt,HuntMa00,def_int_long,0,,,,,
player,201809230phi,clt,HuntMa00,pass_defended,0,,,,,
player,201809230phi,clt,HuntMa00,sacks,1.0,,,,,
player,201809230phi,clt,HuntMa00,tackles_combined,4,,,,,
player,201809230phi,clt,HuntMa00,tackles_solo,4,,,,,
player,201809230phi,clt,HuntMa00,tackles_assists,0,,,,,
player,201809230phi,clt,HuntMa00,tackles_loss,3,,,,,
player,201809230phi,clt,HuntMa00,qb_hits,0,,,,,
player,201809230phi,clt,HuntMa00,fumbles_rec,1,,,,,
player,201809230phi,clt,HuntMa00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,HuntMa00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,HuntMa00,fumbles_forced,1,,,,,
player,201809230phi,clt,SheaJa00,def_int,0,,,,,
player,201809230phi,clt,SheaJa00,def_int_yds,0,,,,,
player,201809230phi,clt,SheaJa00,def_int_td,0,,,,,
player,201809230phi,clt,SheaJa00,def_int_long,0,,,,,
player,201809230phi,clt,SheaJa00,pass_defended,1,,,,,
player,201809230phi,clt,SheaJa00,sacks,0.5,,,,,
player,201809230phi,clt,SheaJa00,tackles_combined,4,,,,,
player,201809230phi,clt,SheaJa00,tackles_solo,2,,,,,
player,201809230phi,clt,SheaJa00,tackles_assists,2,,,,,
player,201809230phi,clt,SheaJa00,tackles_loss,1,,,,,
player,201809230phi,clt,SheaJa00,qb_hits,2,,,,,
player,201809230phi,clt,SheaJa00,fumbles_rec,0,,,,,
player,201809230phi,clt,SheaJa00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,SheaJa00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,SheaJa00,fumbles_forced,0,,,,,
player,201809230phi,clt,GeatCl00,def_int,0,,,,,
player,201809230phi,clt,GeatCl00,def_int_yds,0,,,,,
player,201809230phi,clt,GeatCl00,def_int_td,0,,,,,
player,201809230phi,clt,GeatCl00,def_int_long,0,,,,,
player,201809230phi,clt,GeatCl00,pass_defended,1,,,,,
player,201809230phi,clt,GeatCl00,sacks,0.0,,,,,
player,201809230phi,clt,GeatCl00,tackles_combined,13,,,,,
player,201809230phi,clt,GeatCl00,tackles_solo,11,,,,,
player,201809230phi,clt,GeatCl00,tackles_assists,2,,,,,
player,201809230phi,clt,GeatCl00,tackles_loss,0,,,,,
player,201809230phi,clt,GeatCl00,qb_hits,0,,,,,
player,201809230phi,clt,GeatCl00,fumbles_rec,0,,,,,
player,201809230phi,clt,GeatCl00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,GeatCl00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,GeatCl00,fumbles_forced,0,,,,,
player,201809230phi,clt,HairNa00,def_int,0,,,,,
player,201809230phi,clt,HairNa00,def_int_yds,0,,,,,
player,201809230phi,clt,HairNa00,def_int_td,0,,,,,
player,201809230phi,clt,HairNa00,def_int_long,0,,,,,
player,201809230phi,clt,HairNa00,pass_defended,1,,,,,
player,201809230phi,clt,HairNa00,sacks,0.0,,,,,
player,201809230phi,clt,HairNa00,tackles_combined,7,,,,,
player,201809230phi,clt,HairNa00,tackles_solo,6,,,,,
player,201809230phi,clt,HairNa00,tackles_assists,1,,,,,
player,201809230phi,clt,HairNa00,tackles_loss,0,,,,,
player,201809230phi,clt,HairNa00,qb_hits,0,,,,,
player,201809230phi,clt,HairNa00,fumbles_rec,0,,,,,
player,201809230phi,clt,HairNa00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,HairNa00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,HairNa00,fumbles_forced,0,,,,,
player,201809230phi,clt,HookMa00,def_int,0,,,,,
player,201809230phi,clt,HookMa00,def_int_yds,0,,,,,
player,201809230phi,clt,HookMa00,def_int_td,0,,,,,
player,201809230phi,clt,HookMa00,def_int_long,0,,,,,
player,201809230phi,clt,HookMa00,pass_defended,1,,,,,
player,201809230phi,clt,HookMa00,sacks,0.0,,,,,
player,201809230phi,clt,HookMa00,tackles_combined,6,,,,,
player,201809230phi,clt,HookMa00,tackles_solo,6,,,,,
player,201809230phi,clt,HookMa00,tackles_assists,0,,,,,
player,201809230phi,clt,HookMa00,tackles_loss,0,,,,,
player,201809230phi,clt,HookMa00,qb_hits,0,,,,,
player,201809230phi,clt,HookMa00,fumbles_rec,0,,,,,
player,201809230phi,clt,HookMa00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,HookMa00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,HookMa00,fumbles_forced,0,,,,,
player,201809230phi,clt,DesiPi00,def_int,0,,,,,
player,201809230phi,clt,DesiPi00,def_int_yds,0,,,,,
player,201809230phi,clt,DesiPi00,def_int_td,0,,,,,
player,201809230phi,clt,DesiPi00,def_int_long,0,,,,,
player,201809230phi,clt,DesiPi00,pass_defended,0,,,,,
player,201809230phi,clt,DesiPi00,sacks,0.0,,,,,
player,201809230phi,clt,DesiPi00,tackles_combined,4,,,,,
player,201809230phi,clt,DesiPi00,tackles_solo,2,,,,,
player,201809230phi,clt,DesiPi00,tackles_assists,2,,,,,
player,201809230phi,clt,DesiPi00,tackles_loss,0,,,,,
player,201809230phi,clt,DesiPi00,qb_hits,0,,,,,
player,201809230phi,clt,DesiPi00,fumbles_rec,0,,,,,
player,201809230phi,clt,DesiPi00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,DesiPi00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,DesiPi00,fumbles_forced,0,,,,,
player,201809230phi,clt,FranZa00,def_int,0,,,,,
player,201809230phi,clt,FranZa00,def_int_yds,0,,,,,
player,201809230phi,clt,FranZa00,def_int_td,0,,,,,
player,201809230phi,clt,FranZa00,def_int_long,0,,,,,
player,201809230phi,clt,FranZa00,pass_defended,0,,,,,
player,201809230phi,clt,FranZa00,sacks,0.0,,,,,
player,201809230phi,clt,FranZa00,tackles_combined,3,,,,,
player,201809230phi,clt,FranZa00,tackles_solo,1,,,,,
player,201809230phi,clt,FranZa00,tackles_assists,2,,,,,
player,201809230phi,clt,FranZa00,tackles_loss,0,,,,,
player,201809230phi,clt,FranZa00,qb_hits,0,,,,,
player,201809230phi,clt,FranZa00,fumbles_rec,0,,,,,
player,201809230phi,clt,FranZa00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,FranZa00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,FranZa00,fumbles_forced,0,,,,,
player,201809230phi,clt,MoorKe03,def_int,0,,,,,
player,201809230phi,clt,MoorKe03,def_int_yds,0,,,,,
player,201809230phi,clt,MoorKe03,def_int_td,0,,,,,
player,201809230phi,clt,MoorKe03,def_int_long,0,,,,,
player,201809230phi,clt,MoorKe03,pass_defended,0,,,,,
player,201809230phi,clt,MoorKe03,sacks,0.0,,,,,
player,201809230phi,clt,MoorKe03,tackles_combined,3,,,,,
player,201809230phi,clt,MoorKe03,tackles_solo,2,,,,,
player,201809230phi,clt,MoorKe03,tackles_assists,1,,,,,
player,201809230phi,clt,MoorKe03,tackles_loss,0,,,,,
player,201809230phi,clt,MoorKe03,qb_hits,0,,,,,
player,201809230phi,clt,MoorKe03,fumbles_rec,0,,,,,
player,201809230phi,clt,MoorKe03,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,MoorKe03,fumbles_rec_td,0,,,,,
player,201809230phi,clt,MoorKe03,fumbles_forced,0,,,,,
player,201809230phi,clt,AdamMa00,def_int,0,,,,,
player,201809230phi,clt,AdamMa00,def_int_yds,0,,,,,
player,201809230phi,clt,AdamMa00,def_int_td,0,,,,,
player,201809230phi,clt,AdamMa00,def_int_long,0,,,,,
player,201809230phi,clt,AdamMa00,pass_defended,0,,,,,
player,201809230phi,clt,AdamMa00,sacks,0.0,,,,,
player,201809230phi,clt,AdamMa00,tackles_combined,2,,,,,
player,201809230phi,clt,AdamMa00,tackles_solo,1,,,,,
player,201809230phi,clt,AdamMa00,tackles_assists,1,,,,,
player,201809230phi,clt,AdamMa00,tackles_loss,0,,,,,
player,201809230phi,clt,AdamMa00,qb_hits,0,,,,,
player,201809230phi,clt,AdamMa00,fumbles_rec,0,,,,,
player,201809230phi,clt,AdamMa00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,AdamMa00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,AdamMa00,fumbles_forced,0,,,,,
player,201809230phi,clt,MuhaAl00,def_int,0,,,,,
player,201809230phi,clt,MuhaAl00,def_int_yds,0,,,,,
player,201809230phi,clt,MuhaAl00,def_int_td,0,,,,,
player,201809230phi,clt,MuhaAl00,def_int_long,0,,,,,
player,201809230phi,clt,MuhaAl00,pass_defended,0,,,,,
player,201809230phi,clt,MuhaAl00,sacks,0.0,,,,,
player,201809230phi,clt,MuhaAl00,tackles_combined,2,,,,,
player,201809230phi,clt,MuhaAl00,tackles_solo,2,,,,,
player,201809230phi,clt,MuhaAl00,tackles_assists,0,,,,,
player,201809230phi,clt,MuhaAl00,tackles_loss,0,,,,,
player,201809230phi,clt,MuhaAl00,qb_hits,1,,,,,
player,201809230phi,clt,MuhaAl00,fumbles_rec,0,,,,,
player,201809230phi,clt,MuhaAl00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,MuhaAl00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,MuhaAl00,fumbles_forced,0,,,,,
player,201809230phi,clt,FarlMa00,def_int,0,,,,,
player,201809230phi,clt,FarlMa00,def_int_yds,0,,,,,
player,201809230phi,clt,FarlMa00,def_int_td,0,,,,,
player,201809230phi,clt,FarlMa00,def_int_long,0,,,,,
player,201809230phi,clt,FarlMa00,pass_defended,0,,,,,
player,201809230phi,clt,FarlMa00,sacks,0.0,,,,,
player,201809230phi,clt,FarlMa00,tackles_combined,1,,,,,
player,201809230phi,clt,FarlMa00,tackles_solo,0,,,,,
player,201809230phi,clt,FarlMa00,tackles_assists,1,,,,,
player,201809230phi,clt,FarlMa00,tackles_loss,0,,,,,
player,201809230phi,clt,FarlMa00,qb_hits,0,,,,,
player,201809230phi,clt,FarlMa00,fumbles_rec,0,,,,,
player,201809230phi,clt,FarlMa00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,FarlMa00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,FarlMa00,fumbles_forced,0,,,,,
player,201809230phi,clt,GoodNa00,def_int,0,,,,,
player,201809230phi,clt,GoodNa00,def_int_yds,0,,,,,
player,201809230phi,clt,GoodNa00,def_int_td,0,,,,,
player,201809230phi,clt,GoodNa00,def_int_long,0,,,,,
player,201809230phi,clt,GoodNa00,pass_defended,0,,,,,
player,201809230phi,clt,GoodNa00,sacks,0.0,,,,,
player,201809230phi,clt,GoodNa00,tackles_combined,1,,,,,
player,201809230phi,clt,GoodNa00,tackles_solo,1,,,,,
player,201809230phi,clt,GoodNa00,tackles_assists,0,,,,,
player,201809230phi,clt,GoodNa00,tackles_loss,0,,,,,
player,201809230phi,clt,GoodNa00,qb_hits,0,,,,,
player,201809230phi,clt,GoodNa00,fumbles_rec,0,,,,,
player,201809230phi,clt,GoodNa00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,GoodNa00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,GoodNa00,fumbles_forced,0,,,,,
player,201809230phi,clt,JohnMa07,def_int,0,,,,,
player,201809230phi,clt,JohnMa07,def_int_yds,0,,,,,
player,201809230phi,clt,JohnMa07,def_int_td,0,,,,,
player,201809230phi,clt,JohnMa07,def_int_long,0,,,,,
player,201809230phi,clt,JohnMa07,pass_defended,0,,,,,
player,201809230phi,clt,JohnMa07,sacks,0.0,,,,,
player,201809230phi,clt,JohnMa07,tackles_combined,1,,,,,
player,201809230phi,clt,JohnMa07,tackles_solo,1,,,,,
player,201809230phi,clt,JohnMa07,tackles_assists,0,,,,,
player,201809230phi,clt,JohnMa07,tackles_loss,0,,,,,
player,201809230phi,clt,JohnMa07,qb_hits,0,,,,,
player,201809230phi,clt,JohnMa07,fumbles_rec,0,,,,,
player,201809230phi,clt,JohnMa07,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,JohnMa07,fumbles_rec_td,0,,,,,
player,201809230phi,clt,JohnMa07,fumbles_forced,0,,,,,
player,201809230phi,clt,MiltCh00,def_int,0,,,,,
player,201809230phi,clt,MiltCh00,def_int_yds,0,,,,,
player,201809230phi,clt,MiltCh00,def_int_td,0,,,,,
player,201809230phi,clt,MiltCh00,def_int_long,0,,,,,
player,201809230phi,clt,MiltCh00,pass_defended,0,,,,,
player,201809230phi,clt,MiltCh00,sacks,0.0,,,,,
player,201809230phi,clt,MiltCh00,tackles_combined,1,,,,,
player,201809230phi,clt,MiltCh00,tackles_solo,1,,,,,
player,201809230phi,clt,MiltCh00,tackles_assists,0,,,,,
player,201809230phi,clt,MiltCh00,tackles_loss,0,,,,,
player,201809230phi,clt,MiltCh00,qb_hits,0,,,,,
player,201809230phi,clt,MiltCh00,fumbles_rec,0,,,,,
player,201809230phi,clt,MiltCh00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,MiltCh00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,MiltCh00,fumbles_forced,0,,,,,
player,201809230phi,clt,MoorCo00,def_int,0,,,,,
player,201809230phi,clt,MoorCo00,def_int_yds,0,,,,,
player,201809230phi,clt,MoorCo00,def_int_td,0,,,,,
player,201809230phi,clt,MoorCo00,def_int_long,0,,,,,
player,201809230phi,clt,MoorCo00,pass_defended,0,,,,,
player,201809230phi,clt,MoorCo00,sacks,0.0,,,,,
player,201809230phi,clt,MoorCo00,tackles_combined,1,,,,,
player,201809230phi,clt,MoorCo00,tackles_solo,0,,,,,
player,201809230phi,clt,MoorCo00,tackles_assists,1,,,,,
player,201809230phi,clt,MoorCo00,tackles_loss,0,,,,,
player,201809230phi,clt,MoorCo00,qb_hits,0,,,,,
player,201809230phi,clt,MoorCo00,fumbles_rec,0,,,,,
player,201809230phi,clt,MoorCo00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,MoorCo00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,MoorCo00,fumbles_forced,0,,,,,
player,201809230phi,clt,StewGr00,def_int,0,,,,,
player,201809230phi,clt,StewGr00,def_int_yds,0,,,,,
player,201809230phi,clt,StewGr00,def_int_td,0,,,,,
player,201809230phi,clt,StewGr00,def_int_long,0,,,,,
player,201809230phi,clt,StewGr00,pass_defended,0,,,,,
player,201809230phi,clt,StewGr00,sacks,0.0,,,,,
player,201809230phi,clt,StewGr00,tackles_combined,1,,,,,
player,201809230phi,clt,StewGr00,tackles_solo,1,,,,,
player,201809230phi,clt,StewGr00,tackles_assists,0,,,,,
player,201809230phi,clt,StewGr00,tackles_loss,0,,,,,
player,201809230phi,clt,StewGr00,qb_hits,0,,,,,
player,201809230phi,clt,StewGr00,fumbles_rec,0,,,,,
player,201809230phi,clt,StewGr00,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,StewGr00,fumbles_rec_td,0,,,,,
player,201809230phi,clt,StewGr00,fumbles_forced,0,,,,,
player,201809230phi,clt,WoodAl99,def_int,0,,,,,
player,201809230phi,clt,WoodAl99,def_int_yds,0,,,,,
player,201809230phi,clt,WoodAl99,def_int_td,0,,,,,
player,201809230phi,clt,WoodAl99,def_int_long,0,,,,,
player,201809230phi,clt,WoodAl99,pass_defended,0,,,,,
player,201809230phi,clt,WoodAl99,sacks,0.0,,,,,
player,201809230phi,clt,WoodAl99,tackles_combined,1,,,,,
player,201809230phi,clt,WoodAl99,tackles_solo,1,,,,,
player,201809230phi,clt,WoodAl99,tackles_assists,0,,,,,
player,201809230phi,clt,WoodAl99,tackles_loss,0,,,,,
player,201809230phi,clt,WoodAl99,qb_hits,0,,,,,
player,201809230phi,clt,WoodAl99,fumbles_rec,0,,,,,
player,201809230phi,clt,WoodAl99,fumbles_rec_yds,0,,,,,
player,201809230phi,clt,WoodAl99,fumbles_rec_td,0,,,,,
player,201809230phi,clt,WoodAl99,fumbles_forced,0,,,,,
player,201809230phi,phi,BarnDe01,def_int,0,,,,,
player,201809230phi,phi,BarnDe01,def_int_yds,0,,,,,
player,201809230phi,phi,BarnDe01,def_int_td,0,,,,,
player,201809230phi,phi,BarnDe01,def_int_long,0,,,,,
player,201809230phi,phi,BarnDe01,pass_defended,0,,,,,
player,201809230phi,phi,BarnDe01,sacks,1.5,,,,,
player,201809230phi,phi,BarnDe01,tackles_combined,5,,,,,
player,201809230phi,phi,BarnDe01,tackles_solo,3,,,,,
player,201809230phi,phi,BarnDe01,tackles_assists,2,,,,,
player,201809230phi,phi,BarnDe01,tackles_loss,2,,,,,
player,201809230phi,phi,BarnDe01,qb_hits,2,,,,,
player,201809230phi,phi,BarnDe01,fumbles_rec,0,,,,,
player,201809230phi,phi,BarnDe01,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,BarnDe01,fumbles_rec_td,0,,,,,
player,201809230phi,phi,BarnDe01,fumbles_forced,0,,,,,
player,201809230phi,phi,CoxxFl00,def_int,0,,,,,
player,201809230phi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201809230phi,phi,CoxxFl00,def_int_td,0,,,,,
player,201809230phi,phi,CoxxFl00,def_int_long,0,,,,,
player,201809230phi,phi,CoxxFl00,pass_defended,0,,,,,
player,201809230phi,phi,CoxxFl00,sacks,0.5,,,,,
player,201809230phi,phi,CoxxFl00,tackles_combined,4,,,,,
player,201809230phi,phi,CoxxFl00,tackles_solo,2,,,,,
player,201809230phi,phi,CoxxFl00,tackles_assists,2,,,,,
player,201809230phi,phi,CoxxFl00,tackles_loss,1,,,,,
player,201809230phi,phi,CoxxFl00,qb_hits,1,,,,,
player,201809230phi,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201809230phi,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201809230phi,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201809230phi,phi,HickJo00,def_int,0,,,,,
player,201809230phi,phi,HickJo00,def_int_yds,0,,,,,
player,201809230phi,phi,HickJo00,def_int_td,0,,,,,
player,201809230phi,phi,HickJo00,def_int_long,0,,,,,
player,201809230phi,phi,HickJo00,pass_defended,2,,,,,
player,201809230phi,phi,HickJo00,sacks,0.0,,,,,
player,201809230phi,phi,HickJo00,tackles_combined,8,,,,,
player,201809230phi,phi,HickJo00,tackles_solo,8,,,,,
player,201809230phi,phi,HickJo00,tackles_assists,0,,,,,
player,201809230phi,phi,HickJo00,tackles_loss,0,,,,,
player,201809230phi,phi,HickJo00,qb_hits,0,,,,,
player,201809230phi,phi,HickJo00,fumbles_rec,0,,,,,
player,201809230phi,phi,HickJo00,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,HickJo00,fumbles_rec_td,0,,,,,
player,201809230phi,phi,HickJo00,fumbles_forced,0,,,,,
player,201809230phi,phi,MillJa02,def_int,0,,,,,
player,201809230phi,phi,MillJa02,def_int_yds,0,,,,,
player,201809230phi,phi,MillJa02,def_int_td,0,,,,,
player,201809230phi,phi,MillJa02,def_int_long,0,,,,,
player,201809230phi,phi,MillJa02,pass_defended,2,,,,,
player,201809230phi,phi,MillJa02,sacks,0.0,,,,,
player,201809230phi,phi,MillJa02,tackles_combined,5,,,,,
player,201809230phi,phi,MillJa02,tackles_solo,5,,,,,
player,201809230phi,phi,MillJa02,tackles_assists,0,,,,,
player,201809230phi,phi,MillJa02,tackles_loss,1,,,,,
player,201809230phi,phi,MillJa02,qb_hits,0,,,,,
player,201809230phi,phi,MillJa02,fumbles_rec,0,,,,,
player,201809230phi,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201809230phi,phi,MillJa02,fumbles_forced,0,,,,,
player,201809230phi,phi,JenkMa99,def_int,0,,,,,
player,201809230phi,phi,JenkMa99,def_int_yds,0,,,,,
player,201809230phi,phi,JenkMa99,def_int_td,0,,,,,
player,201809230phi,phi,JenkMa99,def_int_long,0,,,,,
player,201809230phi,phi,JenkMa99,pass_defended,1,,,,,
player,201809230phi,phi,JenkMa99,sacks,0.0,,,,,
player,201809230phi,phi,JenkMa99,tackles_combined,4,,,,,
player,201809230phi,phi,JenkMa99,tackles_solo,3,,,,,
player,201809230phi,phi,JenkMa99,tackles_assists,1,,,,,
player,201809230phi,phi,JenkMa99,tackles_loss,0,,,,,
player,201809230phi,phi,JenkMa99,qb_hits,0,,,,,
player,201809230phi,phi,JenkMa99,fumbles_rec,0,,,,,
player,201809230phi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201809230phi,phi,JenkMa99,fumbles_forced,0,,,,,
player,201809230phi,phi,BradNi00,def_int,0,,,,,
player,201809230phi,phi,BradNi00,def_int_yds,0,,,,,
player,201809230phi,phi,BradNi00,def_int_td,0,,,,,
player,201809230phi,phi,BradNi00,def_int_long,0,,,,,
player,201809230phi,phi,BradNi00,pass_defended,0,,,,,
player,201809230phi,phi,BradNi00,sacks,0.0,,,,,
player,201809230phi,phi,BradNi00,tackles_combined,2,,,,,
player,201809230phi,phi,BradNi00,tackles_solo,2,,,,,
player,201809230phi,phi,BradNi00,tackles_assists,0,,,,,
player,201809230phi,phi,BradNi00,tackles_loss,0,,,,,
player,201809230phi,phi,BradNi00,qb_hits,0,,,,,
player,201809230phi,phi,BradNi00,fumbles_rec,0,,,,,
player,201809230phi,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201809230phi,phi,BradNi00,fumbles_forced,0,,,,,
player,201809230phi,phi,DarbRo00,def_int,0,,,,,
player,201809230phi,phi,DarbRo00,def_int_yds,0,,,,,
player,201809230phi,phi,DarbRo00,def_int_td,0,,,,,
player,201809230phi,phi,DarbRo00,def_int_long,0,,,,,
player,201809230phi,phi,DarbRo00,pass_defended,0,,,,,
player,201809230phi,phi,DarbRo00,sacks,0.0,,,,,
player,201809230phi,phi,DarbRo00,tackles_combined,2,,,,,
player,201809230phi,phi,DarbRo00,tackles_solo,2,,,,,
player,201809230phi,phi,DarbRo00,tackles_assists,0,,,,,
player,201809230phi,phi,DarbRo00,tackles_loss,0,,,,,
player,201809230phi,phi,DarbRo00,qb_hits,0,,,,,
player,201809230phi,phi,DarbRo00,fumbles_rec,0,,,,,
player,201809230phi,phi,DarbRo00,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,DarbRo00,fumbles_rec_td,0,,,,,
player,201809230phi,phi,DarbRo00,fumbles_forced,0,,,,,
player,201809230phi,phi,GrahCo99,def_int,0,,,,,
player,201809230phi,phi,GrahCo99,def_int_yds,0,,,,,
player,201809230phi,phi,GrahCo99,def_int_td,0,,,,,
player,201809230phi,phi,GrahCo99,def_int_long,0,,,,,
player,201809230phi,phi,GrahCo99,pass_defended,1,,,,,
player,201809230phi,phi,GrahCo99,sacks,0.0,,,,,
player,201809230phi,phi,GrahCo99,tackles_combined,2,,,,,
player,201809230phi,phi,GrahCo99,tackles_solo,1,,,,,
player,201809230phi,phi,GrahCo99,tackles_assists,1,,,,,
player,201809230phi,phi,GrahCo99,tackles_loss,0,,,,,
player,201809230phi,phi,GrahCo99,qb_hits,0,,,,,
player,201809230phi,phi,GrahCo99,fumbles_rec,0,,,,,
player,201809230phi,phi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,GrahCo99,fumbles_rec_td,0,,,,,
player,201809230phi,phi,GrahCo99,fumbles_forced,0,,,,,
player,201809230phi,phi,GrahBr99,def_int,0,,,,,
player,201809230phi,phi,GrahBr99,def_int_yds,0,,,,,
player,201809230phi,phi,GrahBr99,def_int_td,0,,,,,
player,201809230phi,phi,GrahBr99,def_int_long,0,,,,,
player,201809230phi,phi,GrahBr99,pass_defended,0,,,,,
player,201809230phi,phi,GrahBr99,sacks,0.0,,,,,
player,201809230phi,phi,GrahBr99,tackles_combined,2,,,,,
player,201809230phi,phi,GrahBr99,tackles_solo,2,,,,,
player,201809230phi,phi,GrahBr99,tackles_assists,0,,,,,
player,201809230phi,phi,GrahBr99,tackles_loss,0,,,,,
player,201809230phi,phi,GrahBr99,qb_hits,0,,,,,
player,201809230phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201809230phi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201809230phi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201809230phi,phi,JoneSi00,def_int,0,,,,,
player,201809230phi,phi,JoneSi00,def_int_yds,0,,,,,
player,201809230phi,phi,JoneSi00,def_int_td,0,,,,,
player,201809230phi,phi,JoneSi00,def_int_long,0,,,,,
player,201809230phi,phi,JoneSi00,pass_defended,1,,,,,
player,201809230phi,phi,JoneSi00,sacks,0.0,,,,,
player,201809230phi,phi,JoneSi00,tackles_combined,2,,,,,
player,201809230phi,phi,JoneSi00,tackles_solo,2,,,,,
player,201809230phi,phi,JoneSi00,tackles_assists,0,,,,,
player,201809230phi,phi,JoneSi00,tackles_loss,0,,,,,
player,201809230phi,phi,JoneSi00,qb_hits,0,,,,,
player,201809230phi,phi,JoneSi00,fumbles_rec,0,,,,,
player,201809230phi,phi,JoneSi00,fumbles_rec_yds,0,,,,,
player,201809230phi,phi,JoneSi00,fumbles_rec_td,0,,,,,
player,201809230phi,phi,JoneSi00,fumbles_forced,0,,,,,
