game,2018,4,20180930,201809300crd,sea,"Seattle Seahawks",20,crd,"Arizona Cardinals",17
team,201809300crd,sea,First Downs,19,,,,,,
team,201809300crd,crd,First Downs,18,,,,,,
team,201809300crd,sea,Rush-Yds-TDs,34-171-2,,,,,,
team,201809300crd,crd,Rush-Yds-TDs,28-92-1,,,,,,
team,201809300crd,sea,Cmp-Att-Yd-TD-INT,19-26-172-0-0,,,,,,
team,201809300crd,crd,Cmp-Att-Yd-TD-INT,15-27-180-1-0,,,,,,
team,201809300crd,sea,Sacked-Yards,2-12,,,,,,
team,201809300crd,crd,Sacked-Yards,1-9,,,,,,
team,201809300crd,sea,Net Pass Yards,160,,,,,,
team,201809300crd,crd,Net Pass Yards,171,,,,,,
team,201809300crd,sea,Total Yards,331,,,,,,
team,201809300crd,crd,Total Yards,263,,,,,,
team,201809300crd,sea,Fumbles-Lost,3-0,,,,,,
team,201809300crd,crd,Fumbles-Lost,2-1,,,,,,
team,201809300crd,sea,Turnovers,0,,,,,,
team,201809300crd,crd,Turnovers,1,,,,,,
team,201809300crd,sea,Penalties-Yards,8-57,,,,,,
team,201809300crd,crd,Penalties-Yards,5-38,,,,,,
team,201809300crd,sea,Third Down Conv.,0-10,,,,,,
team,201809300crd,crd,Third Down Conv.,5-12,,,,,,
team,201809300crd,sea,Fourth Down Conv.,1-2,,,,,,
team,201809300crd,crd,Fourth Down Conv.,0-0,,,,,,
team,201809300crd,sea,Time of Possession,31:46,,,,,,
team,201809300crd,crd,Time of Possession,28:14,,,,,,
player,201809300crd,sea,WilsRu00,pass_cmp,19,,,,,
player,201809300crd,sea,WilsRu00,pass_att,26,,,,,
player,201809300crd,sea,WilsRu00,pass_yds,172,,,,,
player,201809300crd,sea,WilsRu00,pass_td,0,,,,,
player,201809300crd,sea,WilsRu00,pass_int,0,,,,,
player,201809300crd,sea,WilsRu00,pass_sacked,2,,,,,
player,201809300crd,sea,WilsRu00,pass_sacked_yds,12,,,,,
player,201809300crd,sea,WilsRu00,pass_long,30,,,,,
player,201809300crd,sea,WilsRu00,pass_rating,90.5,,,,,
player,201809300crd,sea,WilsRu00,rush_att,4,,,,,
player,201809300crd,sea,WilsRu00,rush_yds,21,,,,,
player,201809300crd,sea,WilsRu00,rush_td,0,,,,,
player,201809300crd,sea,WilsRu00,rush_long,10,,,,,
player,201809300crd,sea,WilsRu00,targets,0,,,,,
player,201809300crd,sea,WilsRu00,rec,0,,,,,
player,201809300crd,sea,WilsRu00,rec_yds,0,,,,,
player,201809300crd,sea,WilsRu00,rec_td,0,,,,,
player,201809300crd,sea,WilsRu00,rec_long,0,,,,,
player,201809300crd,sea,WilsRu00,fumbles,1,,,,,
player,201809300crd,sea,WilsRu00,fumbles_lost,0,,,,,
player,201809300crd,sea,DaviMi01,pass_cmp,0,,,,,
player,201809300crd,sea,DaviMi01,pass_att,0,,,,,
player,201809300crd,sea,DaviMi01,pass_yds,0,,,,,
player,201809300crd,sea,DaviMi01,pass_td,0,,,,,
player,201809300crd,sea,DaviMi01,pass_int,0,,,,,
player,201809300crd,sea,DaviMi01,pass_sacked,0,,,,,
player,201809300crd,sea,DaviMi01,pass_sacked_yds,0,,,,,
player,201809300crd,sea,DaviMi01,pass_long,0,,,,,
player,201809300crd,sea,DaviMi01,pass_rating,,,,,,
player,201809300crd,sea,DaviMi01,rush_att,21,,,,,
player,201809300crd,sea,DaviMi01,rush_yds,101,,,,,
player,201809300crd,sea,DaviMi01,rush_td,2,,,,,
player,201809300crd,sea,DaviMi01,rush_long,20,,,,,
player,201809300crd,sea,DaviMi01,targets,4,,,,,
player,201809300crd,sea,DaviMi01,rec,4,,,,,
player,201809300crd,sea,DaviMi01,rec_yds,23,,,,,
player,201809300crd,sea,DaviMi01,rec_td,0,,,,,
player,201809300crd,sea,DaviMi01,rec_long,16,,,,,
player,201809300crd,sea,DaviMi01,fumbles,0,,,,,
player,201809300crd,sea,DaviMi01,fumbles_lost,0,,,,,
player,201809300crd,sea,PennRa00,pass_cmp,0,,,,,
player,201809300crd,sea,PennRa00,pass_att,0,,,,,
player,201809300crd,sea,PennRa00,pass_yds,0,,,,,
player,201809300crd,sea,PennRa00,pass_td,0,,,,,
player,201809300crd,sea,PennRa00,pass_int,0,,,,,
player,201809300crd,sea,PennRa00,pass_sacked,0,,,,,
player,201809300crd,sea,PennRa00,pass_sacked_yds,0,,,,,
player,201809300crd,sea,PennRa00,pass_long,0,,,,,
player,201809300crd,sea,PennRa00,pass_rating,,,,,,
player,201809300crd,sea,PennRa00,rush_att,9,,,,,
player,201809300crd,sea,PennRa00,rush_yds,49,,,,,
player,201809300crd,sea,PennRa00,rush_td,0,,,,,
player,201809300crd,sea,PennRa00,rush_long,15,,,,,
player,201809300crd,sea,PennRa00,targets,0,,,,,
player,201809300crd,sea,PennRa00,rec,0,,,,,
player,201809300crd,sea,PennRa00,rec_yds,0,,,,,
player,201809300crd,sea,PennRa00,rec_td,0,,,,,
player,201809300crd,sea,PennRa00,rec_long,0,,,,,
player,201809300crd,sea,PennRa00,fumbles,0,,,,,
player,201809300crd,sea,PennRa00,fumbles_lost,0,,,,,
player,201809300crd,sea,LockTy00,pass_cmp,0,,,,,
player,201809300crd,sea,LockTy00,pass_att,0,,,,,
player,201809300crd,sea,LockTy00,pass_yds,0,,,,,
player,201809300crd,sea,LockTy00,pass_td,0,,,,,
player,201809300crd,sea,LockTy00,pass_int,0,,,,,
player,201809300crd,sea,LockTy00,pass_sacked,0,,,,,
player,201809300crd,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201809300crd,sea,LockTy00,pass_long,0,,,,,
player,201809300crd,sea,LockTy00,pass_rating,,,,,,
player,201809300crd,sea,LockTy00,rush_att,0,,,,,
player,201809300crd,sea,LockTy00,rush_yds,0,,,,,
player,201809300crd,sea,LockTy00,rush_td,0,,,,,
player,201809300crd,sea,LockTy00,rush_long,0,,,,,
player,201809300crd,sea,LockTy00,targets,6,,,,,
player,201809300crd,sea,LockTy00,rec,5,,,,,
player,201809300crd,sea,LockTy00,rec_yds,53,,,,,
player,201809300crd,sea,LockTy00,rec_td,0,,,,,
player,201809300crd,sea,LockTy00,rec_long,13,,,,,
player,201809300crd,sea,LockTy00,fumbles,0,,,,,
player,201809300crd,sea,LockTy00,fumbles_lost,0,,,,,
player,201809300crd,sea,BaldDo00,pass_cmp,0,,,,,
player,201809300crd,sea,BaldDo00,pass_att,0,,,,,
player,201809300crd,sea,BaldDo00,pass_yds,0,,,,,
player,201809300crd,sea,BaldDo00,pass_td,0,,,,,
player,201809300crd,sea,BaldDo00,pass_int,0,,,,,
player,201809300crd,sea,BaldDo00,pass_sacked,0,,,,,
player,201809300crd,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201809300crd,sea,BaldDo00,pass_long,0,,,,,
player,201809300crd,sea,BaldDo00,pass_rating,,,,,,
player,201809300crd,sea,BaldDo00,rush_att,0,,,,,
player,201809300crd,sea,BaldDo00,rush_yds,0,,,,,
player,201809300crd,sea,BaldDo00,rush_td,0,,,,,
player,201809300crd,sea,BaldDo00,rush_long,0,,,,,
player,201809300crd,sea,BaldDo00,targets,7,,,,,
player,201809300crd,sea,BaldDo00,rec,5,,,,,
player,201809300crd,sea,BaldDo00,rec_yds,41,,,,,
player,201809300crd,sea,BaldDo00,rec_td,0,,,,,
player,201809300crd,sea,BaldDo00,rec_long,18,,,,,
player,201809300crd,sea,BaldDo00,fumbles,0,,,,,
player,201809300crd,sea,BaldDo00,fumbles_lost,0,,,,,
player,201809300crd,sea,MoorDa03,pass_cmp,0,,,,,
player,201809300crd,sea,MoorDa03,pass_att,0,,,,,
player,201809300crd,sea,MoorDa03,pass_yds,0,,,,,
player,201809300crd,sea,MoorDa03,pass_td,0,,,,,
player,201809300crd,sea,MoorDa03,pass_int,0,,,,,
player,201809300crd,sea,MoorDa03,pass_sacked,0,,,,,
player,201809300crd,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201809300crd,sea,MoorDa03,pass_long,0,,,,,
player,201809300crd,sea,MoorDa03,pass_rating,,,,,,
player,201809300crd,sea,MoorDa03,rush_att,0,,,,,
player,201809300crd,sea,MoorDa03,rush_yds,0,,,,,
player,201809300crd,sea,MoorDa03,rush_td,0,,,,,
player,201809300crd,sea,MoorDa03,rush_long,0,,,,,
player,201809300crd,sea,MoorDa03,targets,2,,,,,
player,201809300crd,sea,MoorDa03,rec,2,,,,,
player,201809300crd,sea,MoorDa03,rec_yds,39,,,,,
player,201809300crd,sea,MoorDa03,rec_td,0,,,,,
player,201809300crd,sea,MoorDa03,rec_long,30,,,,,
player,201809300crd,sea,MoorDa03,fumbles,1,,,,,
player,201809300crd,sea,MoorDa03,fumbles_lost,0,,,,,
player,201809300crd,sea,VannNi00,pass_cmp,0,,,,,
player,201809300crd,sea,VannNi00,pass_att,0,,,,,
player,201809300crd,sea,VannNi00,pass_yds,0,,,,,
player,201809300crd,sea,VannNi00,pass_td,0,,,,,
player,201809300crd,sea,VannNi00,pass_int,0,,,,,
player,201809300crd,sea,VannNi00,pass_sacked,0,,,,,
player,201809300crd,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201809300crd,sea,VannNi00,pass_long,0,,,,,
player,201809300crd,sea,VannNi00,pass_rating,,,,,,
player,201809300crd,sea,VannNi00,rush_att,0,,,,,
player,201809300crd,sea,VannNi00,rush_yds,0,,,,,
player,201809300crd,sea,VannNi00,rush_td,0,,,,,
player,201809300crd,sea,VannNi00,rush_long,0,,,,,
player,201809300crd,sea,VannNi00,targets,2,,,,,
player,201809300crd,sea,VannNi00,rec,1,,,,,
player,201809300crd,sea,VannNi00,rec_yds,6,,,,,
player,201809300crd,sea,VannNi00,rec_td,0,,,,,
player,201809300crd,sea,VannNi00,rec_long,6,,,,,
player,201809300crd,sea,VannNi00,fumbles,1,,,,,
player,201809300crd,sea,VannNi00,fumbles_lost,0,,,,,
player,201809300crd,sea,MarsBr00,pass_cmp,0,,,,,
player,201809300crd,sea,MarsBr00,pass_att,0,,,,,
player,201809300crd,sea,MarsBr00,pass_yds,0,,,,,
player,201809300crd,sea,MarsBr00,pass_td,0,,,,,
player,201809300crd,sea,MarsBr00,pass_int,0,,,,,
player,201809300crd,sea,MarsBr00,pass_sacked,0,,,,,
player,201809300crd,sea,MarsBr00,pass_sacked_yds,0,,,,,
player,201809300crd,sea,MarsBr00,pass_long,0,,,,,
player,201809300crd,sea,MarsBr00,pass_rating,,,,,,
player,201809300crd,sea,MarsBr00,rush_att,0,,,,,
player,201809300crd,sea,MarsBr00,rush_yds,0,,,,,
player,201809300crd,sea,MarsBr00,rush_td,0,,,,,
player,201809300crd,sea,MarsBr00,rush_long,0,,,,,
player,201809300crd,sea,MarsBr00,targets,3,,,,,
player,201809300crd,sea,MarsBr00,rec,1,,,,,
player,201809300crd,sea,MarsBr00,rec_yds,5,,,,,
player,201809300crd,sea,MarsBr00,rec_td,0,,,,,
player,201809300crd,sea,MarsBr00,rec_long,5,,,,,
player,201809300crd,sea,MarsBr00,fumbles,0,,,,,
player,201809300crd,sea,MarsBr00,fumbles_lost,0,,,,,
player,201809300crd,sea,DissWi00,pass_cmp,0,,,,,
player,201809300crd,sea,DissWi00,pass_att,0,,,,,
player,201809300crd,sea,DissWi00,pass_yds,0,,,,,
player,201809300crd,sea,DissWi00,pass_td,0,,,,,
player,201809300crd,sea,DissWi00,pass_int,0,,,,,
player,201809300crd,sea,DissWi00,pass_sacked,0,,,,,
player,201809300crd,sea,DissWi00,pass_sacked_yds,0,,,,,
player,201809300crd,sea,DissWi00,pass_long,0,,,,,
player,201809300crd,sea,DissWi00,pass_rating,,,,,,
player,201809300crd,sea,DissWi00,rush_att,0,,,,,
player,201809300crd,sea,DissWi00,rush_yds,0,,,,,
player,201809300crd,sea,DissWi00,rush_td,0,,,,,
player,201809300crd,sea,DissWi00,rush_long,0,,,,,
player,201809300crd,sea,DissWi00,targets,1,,,,,
player,201809300crd,sea,DissWi00,rec,1,,,,,
player,201809300crd,sea,DissWi00,rec_yds,5,,,,,
player,201809300crd,sea,DissWi00,rec_td,0,,,,,
player,201809300crd,sea,DissWi00,rec_long,5,,,,,
player,201809300crd,sea,DissWi00,fumbles,0,,,,,
player,201809300crd,sea,DissWi00,fumbles_lost,0,,,,,
player,201809300crd,crd,RoseJo01,pass_cmp,15,,,,,
player,201809300crd,crd,RoseJo01,pass_att,27,,,,,
player,201809300crd,crd,RoseJo01,pass_yds,180,,,,,
player,201809300crd,crd,RoseJo01,pass_td,1,,,,,
player,201809300crd,crd,RoseJo01,pass_int,0,,,,,
player,201809300crd,crd,RoseJo01,pass_sacked,1,,,,,
player,201809300crd,crd,RoseJo01,pass_sacked_yds,9,,,,,
player,201809300crd,crd,RoseJo01,pass_long,31,,,,,
player,201809300crd,crd,RoseJo01,pass_rating,88.5,,,,,
player,201809300crd,crd,RoseJo01,rush_att,2,,,,,
player,201809300crd,crd,RoseJo01,rush_yds,13,,,,,
player,201809300crd,crd,RoseJo01,rush_td,0,,,,,
player,201809300crd,crd,RoseJo01,rush_long,8,,,,,
player,201809300crd,crd,RoseJo01,targets,0,,,,,
player,201809300crd,crd,RoseJo01,rec,0,,,,,
player,201809300crd,crd,RoseJo01,rec_yds,0,,,,,
player,201809300crd,crd,RoseJo01,rec_td,0,,,,,
player,201809300crd,crd,RoseJo01,rec_long,0,,,,,
player,201809300crd,crd,RoseJo01,fumbles,0,,,,,
player,201809300crd,crd,RoseJo01,fumbles_lost,0,,,,,
player,201809300crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201809300crd,crd,JohnDa08,pass_att,0,,,,,
player,201809300crd,crd,JohnDa08,pass_yds,0,,,,,
player,201809300crd,crd,JohnDa08,pass_td,0,,,,,
player,201809300crd,crd,JohnDa08,pass_int,0,,,,,
player,201809300crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201809300crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201809300crd,crd,JohnDa08,pass_long,0,,,,,
player,201809300crd,crd,JohnDa08,pass_rating,,,,,,
player,201809300crd,crd,JohnDa08,rush_att,22,,,,,
player,201809300crd,crd,JohnDa08,rush_yds,71,,,,,
player,201809300crd,crd,JohnDa08,rush_td,1,,,,,
player,201809300crd,crd,JohnDa08,rush_long,21,,,,,
player,201809300crd,crd,JohnDa08,targets,4,,,,,
player,201809300crd,crd,JohnDa08,rec,3,,,,,
player,201809300crd,crd,JohnDa08,rec_yds,41,,,,,
player,201809300crd,crd,JohnDa08,rec_td,0,,,,,
player,201809300crd,crd,JohnDa08,rec_long,30,,,,,
player,201809300crd,crd,JohnDa08,fumbles,1,,,,,
player,201809300crd,crd,JohnDa08,fumbles_lost,1,,,,,
player,201809300crd,crd,KirkCh01,pass_cmp,0,,,,,
player,201809300crd,crd,KirkCh01,pass_att,0,,,,,
player,201809300crd,crd,KirkCh01,pass_yds,0,,,,,
player,201809300crd,crd,KirkCh01,pass_td,0,,,,,
player,201809300crd,crd,KirkCh01,pass_int,0,,,,,
player,201809300crd,crd,KirkCh01,pass_sacked,0,,,,,
player,201809300crd,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201809300crd,crd,KirkCh01,pass_long,0,,,,,
player,201809300crd,crd,KirkCh01,pass_rating,,,,,,
player,201809300crd,crd,KirkCh01,rush_att,1,,,,,
player,201809300crd,crd,KirkCh01,rush_yds,7,,,,,
player,201809300crd,crd,KirkCh01,rush_td,0,,,,,
player,201809300crd,crd,KirkCh01,rush_long,7,,,,,
player,201809300crd,crd,KirkCh01,targets,5,,,,,
player,201809300crd,crd,KirkCh01,rec,4,,,,,
player,201809300crd,crd,KirkCh01,rec_yds,28,,,,,
player,201809300crd,crd,KirkCh01,rec_td,0,,,,,
player,201809300crd,crd,KirkCh01,rec_long,11,,,,,
player,201809300crd,crd,KirkCh01,fumbles,0,,,,,
player,201809300crd,crd,KirkCh01,fumbles_lost,0,,,,,
player,201809300crd,crd,EdmoCh00,pass_cmp,0,,,,,
player,201809300crd,crd,EdmoCh00,pass_att,0,,,,,
player,201809300crd,crd,EdmoCh00,pass_yds,0,,,,,
player,201809300crd,crd,EdmoCh00,pass_td,0,,,,,
player,201809300crd,crd,EdmoCh00,pass_int,0,,,,,
player,201809300crd,crd,EdmoCh00,pass_sacked,0,,,,,
player,201809300crd,crd,EdmoCh00,pass_sacked_yds,0,,,,,
player,201809300crd,crd,EdmoCh00,pass_long,0,,,,,
player,201809300crd,crd,EdmoCh00,pass_rating,,,,,,
player,201809300crd,crd,EdmoCh00,rush_att,3,,,,,
player,201809300crd,crd,EdmoCh00,rush_yds,1,,,,,
player,201809300crd,crd,EdmoCh00,rush_td,0,,,,,
player,201809300crd,crd,EdmoCh00,rush_long,6,,,,,
player,201809300crd,crd,EdmoCh00,targets,0,,,,,
player,201809300crd,crd,EdmoCh00,rec,0,,,,,
player,201809300crd,crd,EdmoCh00,rec_yds,0,,,,,
player,201809300crd,crd,EdmoCh00,rec_td,0,,,,,
player,201809300crd,crd,EdmoCh00,rec_long,0,,,,,
player,201809300crd,crd,EdmoCh00,fumbles,0,,,,,
player,201809300crd,crd,EdmoCh00,fumbles_lost,0,,,,,
player,201809300crd,crd,SealRi00,pass_cmp,0,,,,,
player,201809300crd,crd,SealRi00,pass_att,0,,,,,
player,201809300crd,crd,SealRi00,pass_yds,0,,,,,
player,201809300crd,crd,SealRi00,pass_td,0,,,,,
player,201809300crd,crd,SealRi00,pass_int,0,,,,,
player,201809300crd,crd,SealRi00,pass_sacked,0,,,,,
player,201809300crd,crd,SealRi00,pass_sacked_yds,0,,,,,
player,201809300crd,crd,SealRi00,pass_long,0,,,,,
player,201809300crd,crd,SealRi00,pass_rating,,,,,,
player,201809300crd,crd,SealRi00,rush_att,0,,,,,
player,201809300crd,crd,SealRi00,rush_yds,0,,,,,
player,201809300crd,crd,SealRi00,rush_td,0,,,,,
player,201809300crd,crd,SealRi00,rush_long,0,,,,,
player,201809300crd,crd,SealRi00,targets,4,,,,,
player,201809300crd,crd,SealRi00,rec,2,,,,,
player,201809300crd,crd,SealRi00,rec_yds,52,,,,,
player,201809300crd,crd,SealRi00,rec_td,0,,,,,
player,201809300crd,crd,SealRi00,rec_long,31,,,,,
player,201809300crd,crd,SealRi00,fumbles,0,,,,,
player,201809300crd,crd,SealRi00,fumbles_lost,0,,,,,
player,201809300crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201809300crd,crd,FitzLa00,pass_att,0,,,,,
player,201809300crd,crd,FitzLa00,pass_yds,0,,,,,
player,201809300crd,crd,FitzLa00,pass_td,0,,,,,
player,201809300crd,crd,FitzLa00,pass_int,0,,,,,
player,201809300crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201809300crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201809300crd,crd,FitzLa00,pass_long,0,,,,,
player,201809300crd,crd,FitzLa00,pass_rating,,,,,,
player,201809300crd,crd,FitzLa00,rush_att,0,,,,,
player,201809300crd,crd,FitzLa00,rush_yds,0,,,,,
player,201809300crd,crd,FitzLa00,rush_td,0,,,,,
player,201809300crd,crd,FitzLa00,rush_long,0,,,,,
player,201809300crd,crd,FitzLa00,targets,7,,,,,
player,201809300crd,crd,FitzLa00,rec,3,,,,,
player,201809300crd,crd,FitzLa00,rec_yds,28,,,,,
player,201809300crd,crd,FitzLa00,rec_td,0,,,,,
player,201809300crd,crd,FitzLa00,rec_long,16,,,,,
player,201809300crd,crd,FitzLa00,fumbles,0,,,,,
player,201809300crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201809300crd,crd,WillCh05,pass_cmp,0,,,,,
player,201809300crd,crd,WillCh05,pass_att,0,,,,,
player,201809300crd,crd,WillCh05,pass_yds,0,,,,,
player,201809300crd,crd,WillCh05,pass_td,0,,,,,
player,201809300crd,crd,WillCh05,pass_int,0,,,,,
player,201809300crd,crd,WillCh05,pass_sacked,0,,,,,
player,201809300crd,crd,WillCh05,pass_sacked_yds,0,,,,,
player,201809300crd,crd,WillCh05,pass_long,0,,,,,
player,201809300crd,crd,WillCh05,pass_rating,,,,,,
player,201809300crd,crd,WillCh05,rush_att,0,,,,,
player,201809300crd,crd,WillCh05,rush_yds,0,,,,,
player,201809300crd,crd,WillCh05,rush_td,0,,,,,
player,201809300crd,crd,WillCh05,rush_long,0,,,,,
player,201809300crd,crd,WillCh05,targets,3,,,,,
player,201809300crd,crd,WillCh05,rec,1,,,,,
player,201809300crd,crd,WillCh05,rec_yds,22,,,,,
player,201809300crd,crd,WillCh05,rec_td,1,,,,,
player,201809300crd,crd,WillCh05,rec_long,22,,,,,
player,201809300crd,crd,WillCh05,fumbles,0,,,,,
player,201809300crd,crd,WillCh05,fumbles_lost,0,,,,,
player,201809300crd,crd,ColeDe00,pass_cmp,0,,,,,
player,201809300crd,crd,ColeDe00,pass_att,0,,,,,
player,201809300crd,crd,ColeDe00,pass_yds,0,,,,,
player,201809300crd,crd,ColeDe00,pass_td,0,,,,,
player,201809300crd,crd,ColeDe00,pass_int,0,,,,,
player,201809300crd,crd,ColeDe00,pass_sacked,0,,,,,
player,201809300crd,crd,ColeDe00,pass_sacked_yds,0,,,,,
player,201809300crd,crd,ColeDe00,pass_long,0,,,,,
player,201809300crd,crd,ColeDe00,pass_rating,,,,,,
player,201809300crd,crd,ColeDe00,rush_att,0,,,,,
player,201809300crd,crd,ColeDe00,rush_yds,0,,,,,
player,201809300crd,crd,ColeDe00,rush_td,0,,,,,
player,201809300crd,crd,ColeDe00,rush_long,0,,,,,
player,201809300crd,crd,ColeDe00,targets,1,,,,,
player,201809300crd,crd,ColeDe00,rec,1,,,,,
player,201809300crd,crd,ColeDe00,rec_yds,5,,,,,
player,201809300crd,crd,ColeDe00,rec_td,0,,,,,
player,201809300crd,crd,ColeDe00,rec_long,5,,,,,
player,201809300crd,crd,ColeDe00,fumbles,0,,,,,
player,201809300crd,crd,ColeDe00,fumbles_lost,0,,,,,
player,201809300crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201809300crd,crd,NelsJJ00,pass_att,0,,,,,
player,201809300crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201809300crd,crd,NelsJJ00,pass_td,0,,,,,
player,201809300crd,crd,NelsJJ00,pass_int,0,,,,,
player,201809300crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201809300crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201809300crd,crd,NelsJJ00,pass_long,0,,,,,
