game,2014,5,20141005,201410050oti,cle,"Cleveland Browns",29,oti,"Tennessee Titans",28
player,201410050oti,cle,HoyeBr00,rush_att,1,,,,,
player,201410050oti,cle,HoyeBr00,rush_yds,2,,,,,
player,201410050oti,cle,HoyeBr00,rush_td,0,,,,,
player,201410050oti,cle,HoyeBr00,rush_long,2,,,,,
player,201410050oti,cle,HoyeBr00,targets,0,,,,,
player,201410050oti,cle,HoyeBr00,rec,0,,,,,
player,201410050oti,cle,HoyeBr00,rec_yds,0,,,,,
player,201410050oti,cle,HoyeBr00,rec_td,0,,,,,
player,201410050oti,cle,HoyeBr00,rec_long,0,,,,,
player,201410050oti,cle,HoyeBr00,fumbles,0,,,,,
player,201410050oti,cle,HoyeBr00,fumbles_lost,0,,,,,
player,201410050oti,cle,TateBe00,pass_cmp,0,,,,,
player,201410050oti,cle,TateBe00,pass_att,0,,,,,
player,201410050oti,cle,TateBe00,pass_yds,0,,,,,
player,201410050oti,cle,TateBe00,pass_td,0,,,,,
player,201410050oti,cle,TateBe00,pass_int,0,,,,,
player,201410050oti,cle,TateBe00,pass_sacked,0,,,,,
player,201410050oti,cle,TateBe00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,TateBe00,pass_long,0,,,,,
player,201410050oti,cle,TateBe00,pass_rating,,,,,,
player,201410050oti,cle,TateBe00,rush_att,22,,,,,
player,201410050oti,cle,TateBe00,rush_yds,124,,,,,
player,201410050oti,cle,TateBe00,rush_td,0,,,,,
player,201410050oti,cle,TateBe00,rush_long,15,,,,,
player,201410050oti,cle,TateBe00,targets,2,,,,,
player,201410050oti,cle,TateBe00,rec,1,,,,,
player,201410050oti,cle,TateBe00,rec_yds,-2,,,,,
player,201410050oti,cle,TateBe00,rec_td,0,,,,,
player,201410050oti,cle,TateBe00,rec_long,-2,,,,,
player,201410050oti,cle,TateBe00,fumbles,0,,,,,
player,201410050oti,cle,TateBe00,fumbles_lost,0,,,,,
player,201410050oti,cle,WestTe00,pass_cmp,0,,,,,
player,201410050oti,cle,WestTe00,pass_att,0,,,,,
player,201410050oti,cle,WestTe00,pass_yds,0,,,,,
player,201410050oti,cle,WestTe00,pass_td,0,,,,,
player,201410050oti,cle,WestTe00,pass_int,0,,,,,
player,201410050oti,cle,WestTe00,pass_sacked,0,,,,,
player,201410050oti,cle,WestTe00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,WestTe00,pass_long,0,,,,,
player,201410050oti,cle,WestTe00,pass_rating,,,,,,
player,201410050oti,cle,WestTe00,rush_att,7,,,,,
player,201410050oti,cle,WestTe00,rush_yds,31,,,,,
player,201410050oti,cle,WestTe00,rush_td,0,,,,,
player,201410050oti,cle,WestTe00,rush_long,9,,,,,
player,201410050oti,cle,WestTe00,targets,0,,,,,
player,201410050oti,cle,WestTe00,rec,0,,,,,
player,201410050oti,cle,WestTe00,rec_yds,0,,,,,
player,201410050oti,cle,WestTe00,rec_td,0,,,,,
player,201410050oti,cle,WestTe00,rec_long,0,,,,,
player,201410050oti,cle,WestTe00,fumbles,0,,,,,
player,201410050oti,cle,WestTe00,fumbles_lost,0,,,,,
player,201410050oti,cle,CrowIs00,pass_cmp,0,,,,,
player,201410050oti,cle,CrowIs00,pass_att,0,,,,,
player,201410050oti,cle,CrowIs00,pass_yds,0,,,,,
player,201410050oti,cle,CrowIs00,pass_td,0,,,,,
player,201410050oti,cle,CrowIs00,pass_int,0,,,,,
player,201410050oti,cle,CrowIs00,pass_sacked,0,,,,,
player,201410050oti,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,CrowIs00,pass_long,0,,,,,
player,201410050oti,cle,CrowIs00,pass_rating,,,,,,
player,201410050oti,cle,CrowIs00,rush_att,6,,,,,
player,201410050oti,cle,CrowIs00,rush_yds,19,,,,,
player,201410050oti,cle,CrowIs00,rush_td,0,,,,,
player,201410050oti,cle,CrowIs00,rush_long,11,,,,,
player,201410050oti,cle,CrowIs00,targets,0,,,,,
player,201410050oti,cle,CrowIs00,rec,0,,,,,
player,201410050oti,cle,CrowIs00,rec_yds,0,,,,,
player,201410050oti,cle,CrowIs00,rec_td,0,,,,,
player,201410050oti,cle,CrowIs00,rec_long,0,,,,,
player,201410050oti,cle,CrowIs00,fumbles,0,,,,,
player,201410050oti,cle,CrowIs00,fumbles_lost,0,,,,,
player,201410050oti,cle,GabrTa00,pass_cmp,0,,,,,
player,201410050oti,cle,GabrTa00,pass_att,0,,,,,
player,201410050oti,cle,GabrTa00,pass_yds,0,,,,,
player,201410050oti,cle,GabrTa00,pass_td,0,,,,,
player,201410050oti,cle,GabrTa00,pass_int,0,,,,,
player,201410050oti,cle,GabrTa00,pass_sacked,0,,,,,
player,201410050oti,cle,GabrTa00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,GabrTa00,pass_long,0,,,,,
player,201410050oti,cle,GabrTa00,pass_rating,,,,,,
player,201410050oti,cle,GabrTa00,rush_att,0,,,,,
player,201410050oti,cle,GabrTa00,rush_yds,0,,,,,
player,201410050oti,cle,GabrTa00,rush_td,0,,,,,
player,201410050oti,cle,GabrTa00,rush_long,0,,,,,
player,201410050oti,cle,GabrTa00,targets,6,,,,,
player,201410050oti,cle,GabrTa00,rec,4,,,,,
player,201410050oti,cle,GabrTa00,rec_yds,95,,,,,
player,201410050oti,cle,GabrTa00,rec_td,0,,,,,
player,201410050oti,cle,GabrTa00,rec_long,49,,,,,
player,201410050oti,cle,GabrTa00,fumbles,0,,,,,
player,201410050oti,cle,GabrTa00,fumbles_lost,0,,,,,
player,201410050oti,cle,AustMi00,pass_cmp,0,,,,,
player,201410050oti,cle,AustMi00,pass_att,0,,,,,
player,201410050oti,cle,AustMi00,pass_yds,0,,,,,
player,201410050oti,cle,AustMi00,pass_td,0,,,,,
player,201410050oti,cle,AustMi00,pass_int,0,,,,,
player,201410050oti,cle,AustMi00,pass_sacked,0,,,,,
player,201410050oti,cle,AustMi00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,AustMi00,pass_long,0,,,,,
player,201410050oti,cle,AustMi00,pass_rating,,,,,,
player,201410050oti,cle,AustMi00,rush_att,0,,,,,
player,201410050oti,cle,AustMi00,rush_yds,0,,,,,
player,201410050oti,cle,AustMi00,rush_td,0,,,,,
player,201410050oti,cle,AustMi00,rush_long,0,,,,,
player,201410050oti,cle,AustMi00,targets,3,,,,,
player,201410050oti,cle,AustMi00,rec,2,,,,,
player,201410050oti,cle,AustMi00,rec_yds,54,,,,,
player,201410050oti,cle,AustMi00,rec_td,0,,,,,
player,201410050oti,cle,AustMi00,rec_long,31,,,,,
player,201410050oti,cle,AustMi00,fumbles,0,,,,,
player,201410050oti,cle,AustMi00,fumbles_lost,0,,,,,
player,201410050oti,cle,BenjTr00,pass_cmp,0,,,,,
player,201410050oti,cle,BenjTr00,pass_att,0,,,,,
player,201410050oti,cle,BenjTr00,pass_yds,0,,,,,
player,201410050oti,cle,BenjTr00,pass_td,0,,,,,
player,201410050oti,cle,BenjTr00,pass_int,0,,,,,
player,201410050oti,cle,BenjTr00,pass_sacked,0,,,,,
player,201410050oti,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,BenjTr00,pass_long,0,,,,,
player,201410050oti,cle,BenjTr00,pass_rating,,,,,,
player,201410050oti,cle,BenjTr00,rush_att,0,,,,,
player,201410050oti,cle,BenjTr00,rush_yds,0,,,,,
player,201410050oti,cle,BenjTr00,rush_td,0,,,,,
player,201410050oti,cle,BenjTr00,rush_long,0,,,,,
player,201410050oti,cle,BenjTr00,targets,4,,,,,
player,201410050oti,cle,BenjTr00,rec,4,,,,,
player,201410050oti,cle,BenjTr00,rec_yds,48,,,,,
player,201410050oti,cle,BenjTr00,rec_td,2,,,,,
player,201410050oti,cle,BenjTr00,rec_long,21,,,,,
player,201410050oti,cle,BenjTr00,fumbles,0,,,,,
player,201410050oti,cle,BenjTr00,fumbles_lost,0,,,,,
player,201410050oti,cle,CameJo00,pass_cmp,0,,,,,
player,201410050oti,cle,CameJo00,pass_att,0,,,,,
player,201410050oti,cle,CameJo00,pass_yds,0,,,,,
player,201410050oti,cle,CameJo00,pass_td,0,,,,,
player,201410050oti,cle,CameJo00,pass_int,0,,,,,
player,201410050oti,cle,CameJo00,pass_sacked,0,,,,,
player,201410050oti,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,CameJo00,pass_long,0,,,,,
player,201410050oti,cle,CameJo00,pass_rating,,,,,,
player,201410050oti,cle,CameJo00,rush_att,0,,,,,
player,201410050oti,cle,CameJo00,rush_yds,0,,,,,
player,201410050oti,cle,CameJo00,rush_td,0,,,,,
player,201410050oti,cle,CameJo00,rush_long,0,,,,,
player,201410050oti,cle,CameJo00,targets,7,,,,,
player,201410050oti,cle,CameJo00,rec,3,,,,,
player,201410050oti,cle,CameJo00,rec_yds,33,,,,,
player,201410050oti,cle,CameJo00,rec_td,0,,,,,
player,201410050oti,cle,CameJo00,rec_long,19,,,,,
player,201410050oti,cle,CameJo00,fumbles,0,,,,,
player,201410050oti,cle,CameJo00,fumbles_lost,0,,,,,
player,201410050oti,cle,HawkAn00,pass_cmp,0,,,,,
player,201410050oti,cle,HawkAn00,pass_att,0,,,,,
player,201410050oti,cle,HawkAn00,pass_yds,0,,,,,
player,201410050oti,cle,HawkAn00,pass_td,0,,,,,
player,201410050oti,cle,HawkAn00,pass_int,0,,,,,
player,201410050oti,cle,HawkAn00,pass_sacked,0,,,,,
player,201410050oti,cle,HawkAn00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,HawkAn00,pass_long,0,,,,,
player,201410050oti,cle,HawkAn00,pass_rating,,,,,,
player,201410050oti,cle,HawkAn00,rush_att,0,,,,,
player,201410050oti,cle,HawkAn00,rush_yds,0,,,,,
player,201410050oti,cle,HawkAn00,rush_td,0,,,,,
player,201410050oti,cle,HawkAn00,rush_long,0,,,,,
player,201410050oti,cle,HawkAn00,targets,9,,,,,
player,201410050oti,cle,HawkAn00,rec,3,,,,,
player,201410050oti,cle,HawkAn00,rec_yds,26,,,,,
player,201410050oti,cle,HawkAn00,rec_td,0,,,,,
player,201410050oti,cle,HawkAn00,rec_long,11,,,,,
player,201410050oti,cle,HawkAn00,fumbles,0,,,,,
player,201410050oti,cle,HawkAn00,fumbles_lost,0,,,,,
player,201410050oti,cle,DrayJi00,pass_cmp,0,,,,,
player,201410050oti,cle,DrayJi00,pass_att,0,,,,,
player,201410050oti,cle,DrayJi00,pass_yds,0,,,,,
player,201410050oti,cle,DrayJi00,pass_td,0,,,,,
player,201410050oti,cle,DrayJi00,pass_int,0,,,,,
player,201410050oti,cle,DrayJi00,pass_sacked,0,,,,,
player,201410050oti,cle,DrayJi00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,DrayJi00,pass_long,0,,,,,
player,201410050oti,cle,DrayJi00,pass_rating,,,,,,
player,201410050oti,cle,DrayJi00,rush_att,0,,,,,
player,201410050oti,cle,DrayJi00,rush_yds,0,,,,,
player,201410050oti,cle,DrayJi00,rush_td,0,,,,,
player,201410050oti,cle,DrayJi00,rush_long,0,,,,,
player,201410050oti,cle,DrayJi00,targets,4,,,,,
player,201410050oti,cle,DrayJi00,rec,3,,,,,
player,201410050oti,cle,DrayJi00,rec_yds,25,,,,,
player,201410050oti,cle,DrayJi00,rec_td,1,,,,,
player,201410050oti,cle,DrayJi00,rec_long,14,,,,,
player,201410050oti,cle,DrayJi00,fumbles,0,,,,,
player,201410050oti,cle,DrayJi00,fumbles_lost,0,,,,,
player,201410050oti,cle,AgneRa00,pass_cmp,0,,,,,
player,201410050oti,cle,AgneRa00,pass_att,0,,,,,
player,201410050oti,cle,AgneRa00,pass_yds,0,,,,,
player,201410050oti,cle,AgneRa00,pass_td,0,,,,,
player,201410050oti,cle,AgneRa00,pass_int,0,,,,,
player,201410050oti,cle,AgneRa00,pass_sacked,0,,,,,
player,201410050oti,cle,AgneRa00,pass_sacked_yds,0,,,,,
player,201410050oti,cle,AgneRa00,pass_long,0,,,,,
player,201410050oti,cle,AgneRa00,pass_rating,,,,,,
player,201410050oti,cle,AgneRa00,rush_att,0,,,,,
player,201410050oti,cle,AgneRa00,rush_yds,0,,,,,
player,201410050oti,cle,AgneRa00,rush_td,0,,,,,
player,201410050oti,cle,AgneRa00,rush_long,0,,,,,
player,201410050oti,cle,AgneRa00,targets,2,,,,,
player,201410050oti,cle,AgneRa00,rec,1,,,,,
player,201410050oti,cle,AgneRa00,rec_yds,12,,,,,
player,201410050oti,cle,AgneRa00,rec_td,0,,,,,
player,201410050oti,cle,AgneRa00,rec_long,12,,,,,
player,201410050oti,cle,AgneRa00,fumbles,0,,,,,
player,201410050oti,cle,AgneRa00,fumbles_lost,0,,,,,
player,201410050oti,oti,WhitCh02,pass_cmp,13,,,,,
player,201410050oti,oti,WhitCh02,pass_att,21,,,,,
player,201410050oti,oti,WhitCh02,pass_yds,194,,,,,
player,201410050oti,oti,WhitCh02,pass_td,2,,,,,
player,201410050oti,oti,WhitCh02,pass_int,0,,,,,
player,201410050oti,oti,WhitCh02,pass_sacked,2,,,,,
player,201410050oti,oti,WhitCh02,pass_sacked_yds,11,,,,,
player,201410050oti,oti,WhitCh02,pass_long,75,,,,,
player,201410050oti,oti,WhitCh02,pass_rating,123.9,,,,,
player,201410050oti,oti,WhitCh02,rush_att,2,,,,,
player,201410050oti,oti,WhitCh02,rush_yds,-1,,,,,
player,201410050oti,oti,WhitCh02,rush_td,0,,,,,
player,201410050oti,oti,WhitCh02,rush_long,0,,,,,
player,201410050oti,oti,WhitCh02,targets,0,,,,,
player,201410050oti,oti,WhitCh02,rec,0,,,,,
player,201410050oti,oti,WhitCh02,rec_yds,0,,,,,
player,201410050oti,oti,WhitCh02,rec_td,0,,,,,
player,201410050oti,oti,WhitCh02,rec_long,0,,,,,
player,201410050oti,oti,WhitCh02,fumbles,0,,,,,
player,201410050oti,oti,WhitCh02,fumbles_lost,0,,,,,
player,201410050oti,oti,LockJa00,pass_cmp,8,,,,,
player,201410050oti,oti,LockJa00,pass_att,11,,,,,
player,201410050oti,oti,LockJa00,pass_yds,79,,,,,
player,201410050oti,oti,LockJa00,pass_td,1,,,,,
player,201410050oti,oti,LockJa00,pass_int,0,,,,,
player,201410050oti,oti,LockJa00,pass_sacked,1,,,,,
player,201410050oti,oti,LockJa00,pass_sacked_yds,1,,,,,
player,201410050oti,oti,LockJa00,pass_long,21,,,,,
player,201410050oti,oti,LockJa00,pass_rating,122.9,,,,,
player,201410050oti,oti,LockJa00,rush_att,4,,,,,
player,201410050oti,oti,LockJa00,rush_yds,34,,,,,
player,201410050oti,oti,LockJa00,rush_td,1,,,,,
player,201410050oti,oti,LockJa00,rush_long,12,,,,,
player,201410050oti,oti,LockJa00,targets,0,,,,,
player,201410050oti,oti,LockJa00,rec,0,,,,,
player,201410050oti,oti,LockJa00,rec_yds,0,,,,,
player,201410050oti,oti,LockJa00,rec_td,0,,,,,
player,201410050oti,oti,LockJa00,rec_long,0,,,,,
player,201410050oti,oti,LockJa00,fumbles,0,,,,,
player,201410050oti,oti,LockJa00,fumbles_lost,0,,,,,
player,201410050oti,oti,WrigKe01,pass_cmp,0,,,,,
player,201410050oti,oti,WrigKe01,pass_att,0,,,,,
player,201410050oti,oti,WrigKe01,pass_yds,0,,,,,
player,201410050oti,oti,WrigKe01,pass_td,0,,,,,
player,201410050oti,oti,WrigKe01,pass_int,0,,,,,
player,201410050oti,oti,WrigKe01,pass_sacked,0,,,,,
player,201410050oti,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201410050oti,oti,WrigKe01,pass_long,0,,,,,
player,201410050oti,oti,WrigKe01,pass_rating,,,,,,
player,201410050oti,oti,WrigKe01,rush_att,2,,,,,
player,201410050oti,oti,WrigKe01,rush_yds,43,,,,,
player,201410050oti,oti,WrigKe01,rush_td,0,,,,,
player,201410050oti,oti,WrigKe01,rush_long,38,,,,,
player,201410050oti,oti,WrigKe01,targets,8,,,,,
player,201410050oti,oti,WrigKe01,rec,6,,,,,
player,201410050oti,oti,WrigKe01,rec_yds,47,,,,,
player,201410050oti,oti,WrigKe01,rec_td,2,,,,,
player,201410050oti,oti,WrigKe01,rec_long,16,,,,,
player,201410050oti,oti,WrigKe01,fumbles,0,,,,,
player,201410050oti,oti,WrigKe01,fumbles_lost,0,,,,,
player,201410050oti,oti,GreeSh00,pass_cmp,0,,,,,
player,201410050oti,oti,GreeSh00,pass_att,0,,,,,
player,201410050oti,oti,GreeSh00,pass_yds,0,,,,,
player,201410050oti,oti,GreeSh00,pass_td,0,,,,,
player,201410050oti,oti,GreeSh00,pass_int,0,,,,,
player,201410050oti,oti,GreeSh00,pass_sacked,0,,,,,
player,201410050oti,oti,GreeSh00,pass_sacked_yds,0,,,,,
player,201410050oti,oti,GreeSh00,pass_long,0,,,,,
player,201410050oti,oti,GreeSh00,pass_rating,,,,,,
player,201410050oti,oti,GreeSh00,rush_att,11,,,,,
player,201410050oti,oti,GreeSh00,rush_yds,36,,,,,
player,201410050oti,oti,GreeSh00,rush_td,0,,,,,
player,201410050oti,oti,GreeSh00,rush_long,10,,,,,
player,201410050oti,oti,GreeSh00,targets,2,,,,,
player,201410050oti,oti,GreeSh00,rec,0,,,,,
player,201410050oti,oti,GreeSh00,rec_yds,0,,,,,
player,201410050oti,oti,GreeSh00,rec_td,0,,,,,
player,201410050oti,oti,GreeSh00,rec_long,0,,,,,
player,201410050oti,oti,GreeSh00,fumbles,0,,,,,
player,201410050oti,oti,GreeSh00,fumbles_lost,0,,,,,
player,201410050oti,oti,SankBi00,pass_cmp,0,,,,,
player,201410050oti,oti,SankBi00,pass_att,0,,,,,
player,201410050oti,oti,SankBi00,pass_yds,0,,,,,
player,201410050oti,oti,SankBi00,pass_td,0,,,,,
player,201410050oti,oti,SankBi00,pass_int,0,,,,,
player,201410050oti,oti,SankBi00,pass_sacked,0,,,,,
player,201410050oti,oti,SankBi00,pass_sacked_yds,0,,,,,
player,201410050oti,oti,SankBi00,pass_long,0,,,,,
player,201410050oti,oti,SankBi00,pass_rating,,,,,,
player,201410050oti,oti,SankBi00,rush_att,8,,,,,
player,201410050oti,oti,SankBi00,rush_yds,27,,,,,
player,201410050oti,oti,SankBi00,rush_td,0,,,,,
player,201410050oti,oti,SankBi00,rush_long,11,,,,,
player,201410050oti,oti,SankBi00,targets,1,,,,,
player,201410050oti,oti,SankBi00,rec,0,,,,,
player,201410050oti,oti,SankBi00,rec_yds,0,,,,,
player,201410050oti,oti,SankBi00,rec_td,0,,,,,
player,201410050oti,oti,SankBi00,rec_long,0,,,,,
player,201410050oti,oti,SankBi00,fumbles,0,,,,,
player,201410050oti,oti,SankBi00,fumbles_lost,0,,,,,
player,201410050oti,oti,McClDe00,pass_cmp,0,,,,,
player,201410050oti,oti,McClDe00,pass_att,0,,,,,
player,201410050oti,oti,McClDe00,pass_yds,0,,,,,
player,201410050oti,oti,McClDe00,pass_td,0,,,,,
player,201410050oti,oti,McClDe00,pass_int,0,,,,,
player,201410050oti,oti,McClDe00,pass_sacked,0,,,,,
player,201410050oti,oti,McClDe00,pass_sacked_yds,0,,,,,
player,201410050oti,oti,McClDe00,pass_long,0,,,,,
player,201410050oti,oti,McClDe00,pass_rating,,,,,,
player,201410050oti,oti,McClDe00,rush_att,3,,,,,
player,201410050oti,oti,McClDe00,rush_yds,10,,,,,
player,201410050oti,oti,McClDe00,rush_td,0,,,,,
player,201410050oti,oti,McClDe00,rush_long,8,,,,,
player,201410050oti,oti,McClDe00,targets,2,,,,,
player,201410050oti,oti,McClDe00,rec,1,,,,,
player,201410050oti,oti,McClDe00,rec_yds,-2,,,,,
player,201410050oti,oti,McClDe00,rec_td,0,,,,,
player,201410050oti,oti,McClDe00,rec_long,-2,,,,,
player,201410050oti,oti,McClDe00,fumbles,0,,,,,
player,201410050oti,oti,McClDe00,fumbles_lost,0,,,,,
player,201410050oti,oti,HuntJu00,pass_cmp,0,,,,,
player,201410050oti,oti,HuntJu00,pass_att,0,,,,,
player,201410050oti,oti,HuntJu00,pass_yds,0,,,,,
player,201410050oti,oti,HuntJu00,pass_td,0,,,,,
player,201410050oti,oti,HuntJu00,pass_int,0,,,,,
player,201410050oti,oti,HuntJu00,pass_sacked,0,,,,,
player,201410050oti,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201410050oti,oti,HuntJu00,pass_long,0,,,,,
player,201410050oti,oti,HuntJu00,pass_rating,,,,,,
player,201410050oti,oti,HuntJu00,rush_att,0,,,,,
player,201410050oti,oti,HuntJu00,rush_yds,0,,,,,
player,201410050oti,oti,HuntJu00,rush_td,0,,,,,
player,201410050oti,oti,HuntJu00,rush_long,0,,,,,
player,201410050oti,oti,HuntJu00,targets,5,,,,,
player,201410050oti,oti,HuntJu00,rec,3,,,,,
player,201410050oti,oti,HuntJu00,rec_yds,99,,,,,
player,201410050oti,oti,HuntJu00,rec_td,1,,,,,
player,201410050oti,oti,HuntJu00,rec_long,75,,,,,
player,201410050oti,oti,HuntJu00,fumbles,0,,,,,
player,201410050oti,oti,HuntJu00,fumbles_lost,0,,,,,
player,201410050oti,oti,WashNa00,pass_cmp,0,,,,,
player,201410050oti,oti,WashNa00,pass_att,0,,,,,
player,201410050oti,oti,WashNa00,pass_yds,0,,,,,
player,201410050oti,oti,WashNa00,pass_td,0,,,,,
player,201410050oti,oti,WashNa00,pass_int,0,,,,,
player,201410050oti,oti,WashNa00,pass_sacked,0,,,,,
player,201410050oti,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201410050oti,oti,WashNa00,pass_long,0,,,,,
player,201410050oti,oti,WashNa00,pass_rating,,,,,,
player,201410050oti,oti,WashNa00,rush_att,0,,,,,
player,201410050oti,oti,WashNa00,rush_yds,0,,,,,
player,201410050oti,oti,WashNa00,rush_td,0,,,,,
player,201410050oti,oti,WashNa00,rush_long,0,,,,,
player,201410050oti,oti,WashNa00,targets,7,,,,,
player,201410050oti,oti,WashNa00,rec,4,,,,,
player,201410050oti,oti,WashNa00,rec_yds,57,,,,,
player,201410050oti,oti,WashNa00,rec_td,0,,,,,
player,201410050oti,oti,WashNa00,rec_long,20,,,,,
player,201410050oti,oti,WashNa00,fumbles,0,,,,,
player,201410050oti,oti,WashNa00,fumbles_lost,0,,,,,
player,201410050oti,oti,WalkHu00,pass_cmp,0,,,,,
player,201410050oti,oti,WalkHu00,pass_att,0,,,,,
player,201410050oti,oti,WalkHu00,pass_yds,0,,,,,
player,201410050oti,oti,WalkHu00,pass_td,0,,,,,
player,201410050oti,oti,WalkHu00,pass_int,0,,,,,
player,201410050oti,oti,WalkHu00,pass_sacked,0,,,,,
player,201410050oti,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201410050oti,oti,WalkHu00,pass_long,0,,,,,
player,201410050oti,oti,WalkHu00,pass_rating,,,,,,
player,201410050oti,oti,WalkHu00,rush_att,0,,,,,
player,201410050oti,oti,WalkHu00,rush_yds,0,,,,,
player,201410050oti,oti,WalkHu00,rush_td,0,,,,,
player,201410050oti,oti,WalkHu00,rush_long,0,,,,,
player,201410050oti,oti,WalkHu00,targets,4,,,,,
player,201410050oti,oti,WalkHu00,rec,4,,,,,
player,201410050oti,oti,WalkHu00,rec_yds,47,,,,,
player,201410050oti,oti,WalkHu00,rec_td,0,,,,,
player,201410050oti,oti,WalkHu00,rec_long,21,,,,,
player,201410050oti,oti,WalkHu00,fumbles,0,,,,,
player,201410050oti,oti,WalkHu00,fumbles_lost,0,,,,,
player,201410050oti,oti,CoffCh00,pass_cmp,0,,,,,
player,201410050oti,oti,CoffCh00,pass_att,0,,,,,
player,201410050oti,oti,CoffCh00,pass_yds,0,,,,,
player,201410050oti,oti,CoffCh00,pass_td,0,,,,,
player,201410050oti,oti,CoffCh00,pass_int,0,,,,,
player,201410050oti,oti,CoffCh00,pass_sacked,0,,,,,
player,201410050oti,oti,CoffCh00,pass_sacked_yds,0,,,,,
player,201410050oti,oti,CoffCh00,pass_long,0,,,,,
player,201410050oti,oti,CoffCh00,pass_rating,,,,,,
player,201410050oti,oti,CoffCh00,rush_att,0,,,,,
player,201410050oti,oti,CoffCh00,rush_yds,0,,,,,
player,201410050oti,oti,CoffCh00,rush_td,0,,,,,
player,201410050oti,oti,CoffCh00,rush_long,0,,,,,
player,201410050oti,oti,CoffCh00,targets,2,,,,,
player,201410050oti,oti,CoffCh00,rec,2,,,,,
player,201410050oti,oti,CoffCh00,rec_yds,18,,,,,
player,201410050oti,oti,CoffCh00,rec_td,0,,,,,
player,201410050oti,oti,CoffCh00,rec_long,9,,,,,
player,201410050oti,oti,CoffCh00,fumbles,0,,,,,
player,201410050oti,oti,CoffCh00,fumbles_lost,0,,,,,
player,201410050oti,oti,WashLe00,pass_cmp,0,,,,,
player,201410050oti,oti,WashLe00,pass_att,0,,,,,
player,201410050oti,oti,WashLe00,pass_yds,0,,,,,
player,201410050oti,oti,WashLe00,pass_td,0,,,,,
player,201410050oti,oti,WashLe00,pass_int,0,,,,,
player,201410050oti,oti,WashLe00,pass_sacked,0,,,,,
player,201410050oti,oti,WashLe00,pass_sacked_yds,0,,,,,
player,201410050oti,oti,WashLe00,pass_long,0,,,,,
player,201410050oti,oti,WashLe00,pass_rating,,,,,,
player,201410050oti,oti,WashLe00,rush_att,0,,,,,
player,201410050oti,oti,WashLe00,rush_yds,0,,,,,
player,201410050oti,oti,WashLe00,rush_td,0,,,,,
player,201410050oti,oti,WashLe00,rush_long,0,,,,,
player,201410050oti,oti,WashLe00,targets,1,,,,,
player,201410050oti,oti,WashLe00,rec,1,,,,,
player,201410050oti,oti,WashLe00,rec_yds,7,,,,,
