game,2014,15,20141214,201412140car,tam,"Tampa Bay Buccaneers",17,car,"Carolina Panthers",19
team,201412140car,tam,First Downs,15,,,,,,
team,201412140car,car,First Downs,28,,,,,,
team,201412140car,tam,Rush-Yds-TDs,23-151-1,,,,,,
team,201412140car,car,Rush-Yds-TDs,32-123-0,,,,,,
team,201412140car,tam,Cmp-Att-Yd-TD-INT,13-28-154-1-1,,,,,,
team,201412140car,car,Cmp-Att-Yd-TD-INT,25-40-277-1-0,,,,,,
team,201412140car,tam,Sacked-Yards,3-18,,,,,,
team,201412140car,car,Sacked-Yards,3-8,,,,,,
team,201412140car,tam,Net Pass Yards,136,,,,,,
team,201412140car,car,Net Pass Yards,269,,,,,,
team,201412140car,tam,Total Yards,287,,,,,,
team,201412140car,car,Total Yards,392,,,,,,
team,201412140car,tam,Fumbles-Lost,4-2,,,,,,
team,201412140car,car,Fumbles-Lost,4-1,,,,,,
team,201412140car,tam,Turnovers,3,,,,,,
team,201412140car,car,Turnovers,1,,,,,,
team,201412140car,tam,Penalties-Yards,4-29,,,,,,
team,201412140car,car,Penalties-Yards,4-25,,,,,,
team,201412140car,tam,Third Down Conv.,5-12,,,,,,
team,201412140car,car,Third Down Conv.,5-13,,,,,,
team,201412140car,tam,Fourth Down Conv.,0-0,,,,,,
team,201412140car,car,Fourth Down Conv.,0-0,,,,,,
team,201412140car,tam,Time of Possession,22:37,,,,,,
team,201412140car,car,Time of Possession,37:23,,,,,,
player,201412140car,tam,McCoJo01,pass_cmp,13,,,,,
player,201412140car,tam,McCoJo01,pass_att,28,,,,,
player,201412140car,tam,McCoJo01,pass_yds,154,,,,,
player,201412140car,tam,McCoJo01,pass_td,1,,,,,
player,201412140car,tam,McCoJo01,pass_int,1,,,,,
player,201412140car,tam,McCoJo01,pass_sacked,3,,,,,
player,201412140car,tam,McCoJo01,pass_sacked_yds,18,,,,,
player,201412140car,tam,McCoJo01,pass_long,23,,,,,
player,201412140car,tam,McCoJo01,pass_rating,60.7,,,,,
player,201412140car,tam,McCoJo01,rush_att,2,,,,,
player,201412140car,tam,McCoJo01,rush_yds,21,,,,,
player,201412140car,tam,McCoJo01,rush_td,1,,,,,
player,201412140car,tam,McCoJo01,rush_long,16,,,,,
player,201412140car,tam,McCoJo01,targets,0,,,,,
player,201412140car,tam,McCoJo01,rec,0,,,,,
player,201412140car,tam,McCoJo01,rec_yds,0,,,,,
player,201412140car,tam,McCoJo01,rec_td,0,,,,,
player,201412140car,tam,McCoJo01,rec_long,0,,,,,
player,201412140car,tam,McCoJo01,fumbles,3,,,,,
player,201412140car,tam,McCoJo01,fumbles_lost,2,,,,,
player,201412140car,tam,MartDo00,pass_cmp,0,,,,,
player,201412140car,tam,MartDo00,pass_att,0,,,,,
player,201412140car,tam,MartDo00,pass_yds,0,,,,,
player,201412140car,tam,MartDo00,pass_td,0,,,,,
player,201412140car,tam,MartDo00,pass_int,0,,,,,
player,201412140car,tam,MartDo00,pass_sacked,0,,,,,
player,201412140car,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201412140car,tam,MartDo00,pass_long,0,,,,,
player,201412140car,tam,MartDo00,pass_rating,,,,,,
player,201412140car,tam,MartDo00,rush_att,14,,,,,
player,201412140car,tam,MartDo00,rush_yds,96,,,,,
player,201412140car,tam,MartDo00,rush_td,0,,,,,
player,201412140car,tam,MartDo00,rush_long,63,,,,,
player,201412140car,tam,MartDo00,targets,1,,,,,
player,201412140car,tam,MartDo00,rec,1,,,,,
player,201412140car,tam,MartDo00,rec_yds,3,,,,,
player,201412140car,tam,MartDo00,rec_td,0,,,,,
player,201412140car,tam,MartDo00,rec_long,3,,,,,
player,201412140car,tam,MartDo00,fumbles,0,,,,,
player,201412140car,tam,MartDo00,fumbles_lost,0,,,,,
player,201412140car,tam,SimsCh00,pass_cmp,0,,,,,
player,201412140car,tam,SimsCh00,pass_att,0,,,,,
player,201412140car,tam,SimsCh00,pass_yds,0,,,,,
player,201412140car,tam,SimsCh00,pass_td,0,,,,,
player,201412140car,tam,SimsCh00,pass_int,0,,,,,
player,201412140car,tam,SimsCh00,pass_sacked,0,,,,,
player,201412140car,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201412140car,tam,SimsCh00,pass_long,0,,,,,
player,201412140car,tam,SimsCh00,pass_rating,,,,,,
player,201412140car,tam,SimsCh00,rush_att,7,,,,,
player,201412140car,tam,SimsCh00,rush_yds,34,,,,,
