game,2014,4,20140928,201409280dal,nor,"New Orleans Saints",17,dal,"Dallas Cowboys",38
player,201409280dal,nor,HillJo02,pass_att,0,,,,,
player,201409280dal,nor,HillJo02,pass_yds,0,,,,,
player,201409280dal,nor,HillJo02,pass_td,0,,,,,
player,201409280dal,nor,HillJo02,pass_int,0,,,,,
player,201409280dal,nor,HillJo02,pass_sacked,0,,,,,
player,201409280dal,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201409280dal,nor,HillJo02,pass_long,0,,,,,
player,201409280dal,nor,HillJo02,pass_rating,,,,,,
player,201409280dal,nor,HillJo02,rush_att,0,,,,,
player,201409280dal,nor,HillJo02,rush_yds,0,,,,,
player,201409280dal,nor,HillJo02,rush_td,0,,,,,
player,201409280dal,nor,HillJo02,rush_long,0,,,,,
player,201409280dal,nor,HillJo02,targets,1,,,,,
player,201409280dal,nor,HillJo02,rec,1,,,,,
player,201409280dal,nor,HillJo02,rec_yds,12,,,,,
player,201409280dal,nor,HillJo02,rec_td,1,,,,,
player,201409280dal,nor,HillJo02,rec_long,12,,,,,
player,201409280dal,nor,HillJo02,fumbles,0,,,,,
player,201409280dal,nor,HillJo02,fumbles_lost,0,,,,,
player,201409280dal,nor,WatsBe00,pass_cmp,0,,,,,
player,201409280dal,nor,WatsBe00,pass_att,0,,,,,
player,201409280dal,nor,WatsBe00,pass_yds,0,,,,,
player,201409280dal,nor,WatsBe00,pass_td,0,,,,,
player,201409280dal,nor,WatsBe00,pass_int,0,,,,,
player,201409280dal,nor,WatsBe00,pass_sacked,0,,,,,
player,201409280dal,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201409280dal,nor,WatsBe00,pass_long,0,,,,,
player,201409280dal,nor,WatsBe00,pass_rating,,,,,,
player,201409280dal,nor,WatsBe00,rush_att,0,,,,,
player,201409280dal,nor,WatsBe00,rush_yds,0,,,,,
player,201409280dal,nor,WatsBe00,rush_td,0,,,,,
player,201409280dal,nor,WatsBe00,rush_long,0,,,,,
player,201409280dal,nor,WatsBe00,targets,1,,,,,
player,201409280dal,nor,WatsBe00,rec,1,,,,,
player,201409280dal,nor,WatsBe00,rec_yds,7,,,,,
player,201409280dal,nor,WatsBe00,rec_td,0,,,,,
player,201409280dal,nor,WatsBe00,rec_long,7,,,,,
player,201409280dal,nor,WatsBe00,fumbles,0,,,,,
player,201409280dal,nor,WatsBe00,fumbles_lost,0,,,,,
player,201409280dal,nor,MeacRo00,pass_cmp,0,,,,,
player,201409280dal,nor,MeacRo00,pass_att,0,,,,,
player,201409280dal,nor,MeacRo00,pass_yds,0,,,,,
player,201409280dal,nor,MeacRo00,pass_td,0,,,,,
player,201409280dal,nor,MeacRo00,pass_int,0,,,,,
player,201409280dal,nor,MeacRo00,pass_sacked,0,,,,,
player,201409280dal,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201409280dal,nor,MeacRo00,pass_long,0,,,,,
player,201409280dal,nor,MeacRo00,pass_rating,,,,,,
player,201409280dal,nor,MeacRo00,rush_att,0,,,,,
player,201409280dal,nor,MeacRo00,rush_yds,0,,,,,
player,201409280dal,nor,MeacRo00,rush_td,0,,,,,
player,201409280dal,nor,MeacRo00,rush_long,0,,,,,
player,201409280dal,nor,MeacRo00,targets,1,,,,,
player,201409280dal,nor,MeacRo00,rec,0,,,,,
player,201409280dal,nor,MeacRo00,rec_yds,0,,,,,
player,201409280dal,nor,MeacRo00,rec_td,0,,,,,
player,201409280dal,nor,MeacRo00,rec_long,0,,,,,
player,201409280dal,nor,MeacRo00,fumbles,0,,,,,
player,201409280dal,nor,MeacRo00,fumbles_lost,0,,,,,
player,201409280dal,dal,RomoTo00,pass_cmp,22,,,,,
player,201409280dal,dal,RomoTo00,pass_att,29,,,,,
player,201409280dal,dal,RomoTo00,pass_yds,262,,,,,
player,201409280dal,dal,RomoTo00,pass_td,3,,,,,
player,201409280dal,dal,RomoTo00,pass_int,0,,,,,
player,201409280dal,dal,RomoTo00,pass_sacked,1,,,,,
player,201409280dal,dal,RomoTo00,pass_sacked_yds,7,,,,,
player,201409280dal,dal,RomoTo00,pass_long,24,,,,,
player,201409280dal,dal,RomoTo00,pass_rating,137.4,,,,,
player,201409280dal,dal,RomoTo00,rush_att,6,,,,,
player,201409280dal,dal,RomoTo00,rush_yds,20,,,,,
player,201409280dal,dal,RomoTo00,rush_td,0,,,,,
player,201409280dal,dal,RomoTo00,rush_long,21,,,,,
player,201409280dal,dal,RomoTo00,targets,0,,,,,
player,201409280dal,dal,RomoTo00,rec,0,,,,,
player,201409280dal,dal,RomoTo00,rec_yds,0,,,,,
player,201409280dal,dal,RomoTo00,rec_td,0,,,,,
player,201409280dal,dal,RomoTo00,rec_long,0,,,,,
player,201409280dal,dal,RomoTo00,fumbles,1,,,,,
player,201409280dal,dal,RomoTo00,fumbles_lost,0,,,,,
player,201409280dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201409280dal,dal,MurrDe00,pass_att,0,,,,,
player,201409280dal,dal,MurrDe00,pass_yds,0,,,,,
player,201409280dal,dal,MurrDe00,pass_td,0,,,,,
player,201409280dal,dal,MurrDe00,pass_int,0,,,,,
player,201409280dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201409280dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201409280dal,dal,MurrDe00,pass_long,0,,,,,
player,201409280dal,dal,MurrDe00,pass_rating,,,,,,
player,201409280dal,dal,MurrDe00,rush_att,24,,,,,
player,201409280dal,dal,MurrDe00,rush_yds,149,,,,,
player,201409280dal,dal,MurrDe00,rush_td,2,,,,,
player,201409280dal,dal,MurrDe00,rush_long,28,,,,,
player,201409280dal,dal,MurrDe00,targets,1,,,,,
player,201409280dal,dal,MurrDe00,rec,1,,,,,
player,201409280dal,dal,MurrDe00,rec_yds,6,,,,,
player,201409280dal,dal,MurrDe00,rec_td,0,,,,,
player,201409280dal,dal,MurrDe00,rec_long,6,,,,,
player,201409280dal,dal,MurrDe00,fumbles,0,,,,,
player,201409280dal,dal,MurrDe00,fumbles_lost,0,,,,,
player,201409280dal,dal,RandJo01,pass_cmp,0,,,,,
player,201409280dal,dal,RandJo01,pass_att,0,,,,,
player,201409280dal,dal,RandJo01,pass_yds,0,,,,,
player,201409280dal,dal,RandJo01,pass_td,0,,,,,
player,201409280dal,dal,RandJo01,pass_int,0,,,,,
player,201409280dal,dal,RandJo01,pass_sacked,0,,,,,
player,201409280dal,dal,RandJo01,pass_sacked_yds,0,,,,,
player,201409280dal,dal,RandJo01,pass_long,0,,,,,
player,201409280dal,dal,RandJo01,pass_rating,,,,,,
player,201409280dal,dal,RandJo01,rush_att,4,,,,,
player,201409280dal,dal,RandJo01,rush_yds,22,,,,,
player,201409280dal,dal,RandJo01,rush_td,0,,,,,
player,201409280dal,dal,RandJo01,rush_long,14,,,,,
player,201409280dal,dal,RandJo01,targets,0,,,,,
player,201409280dal,dal,RandJo01,rec,0,,,,,
player,201409280dal,dal,RandJo01,rec_yds,0,,,,,
player,201409280dal,dal,RandJo01,rec_td,0,,,,,
player,201409280dal,dal,RandJo01,rec_long,0,,,,,
player,201409280dal,dal,RandJo01,fumbles,0,,,,,
player,201409280dal,dal,RandJo01,fumbles_lost,0,,,,,
player,201409280dal,dal,WillTe01,pass_cmp,0,,,,,
player,201409280dal,dal,WillTe01,pass_att,0,,,,,
player,201409280dal,dal,WillTe01,pass_yds,0,,,,,
player,201409280dal,dal,WillTe01,pass_td,0,,,,,
player,201409280dal,dal,WillTe01,pass_int,0,,,,,
player,201409280dal,dal,WillTe01,pass_sacked,0,,,,,
player,201409280dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201409280dal,dal,WillTe01,pass_long,0,,,,,
player,201409280dal,dal,WillTe01,pass_rating,,,,,,
player,201409280dal,dal,WillTe01,rush_att,0,,,,,
player,201409280dal,dal,WillTe01,rush_yds,0,,,,,
player,201409280dal,dal,WillTe01,rush_td,0,,,,,
player,201409280dal,dal,WillTe01,rush_long,0,,,,,
player,201409280dal,dal,WillTe01,targets,7,,,,,
player,201409280dal,dal,WillTe01,rec,6,,,,,
player,201409280dal,dal,WillTe01,rec_yds,77,,,,,
player,201409280dal,dal,WillTe01,rec_td,2,,,,,
player,201409280dal,dal,WillTe01,rec_long,23,,,,,
player,201409280dal,dal,WillTe01,fumbles,0,,,,,
player,201409280dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201409280dal,dal,WittJa00,pass_cmp,0,,,,,
player,201409280dal,dal,WittJa00,pass_att,0,,,,,
player,201409280dal,dal,WittJa00,pass_yds,0,,,,,
player,201409280dal,dal,WittJa00,pass_td,0,,,,,
player,201409280dal,dal,WittJa00,pass_int,0,,,,,
player,201409280dal,dal,WittJa00,pass_sacked,0,,,,,
player,201409280dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201409280dal,dal,WittJa00,pass_long,0,,,,,
player,201409280dal,dal,WittJa00,pass_rating,,,,,,
player,201409280dal,dal,WittJa00,rush_att,0,,,,,
player,201409280dal,dal,WittJa00,rush_yds,0,,,,,
player,201409280dal,dal,WittJa00,rush_td,0,,,,,
player,201409280dal,dal,WittJa00,rush_long,0,,,,,
player,201409280dal,dal,WittJa00,targets,5,,,,,
player,201409280dal,dal,WittJa00,rec,5,,,,,
player,201409280dal,dal,WittJa00,rec_yds,61,,,,,
player,201409280dal,dal,WittJa00,rec_td,0,,,,,
player,201409280dal,dal,WittJa00,rec_long,16,,,,,
player,201409280dal,dal,WittJa00,fumbles,0,,,,,
player,201409280dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201409280dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201409280dal,dal,BryaDe01,pass_att,0,,,,,
player,201409280dal,dal,BryaDe01,pass_yds,0,,,,,
player,201409280dal,dal,BryaDe01,pass_td,0,,,,,
player,201409280dal,dal,BryaDe01,pass_int,0,,,,,
player,201409280dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201409280dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201409280dal,dal,BryaDe01,pass_long,0,,,,,
player,201409280dal,dal,BryaDe01,pass_rating,,,,,,
player,201409280dal,dal,BryaDe01,rush_att,0,,,,,
player,201409280dal,dal,BryaDe01,rush_yds,0,,,,,
player,201409280dal,dal,BryaDe01,rush_td,0,,,,,
player,201409280dal,dal,BryaDe01,rush_long,0,,,,,
player,201409280dal,dal,BryaDe01,targets,6,,,,,
player,201409280dal,dal,BryaDe01,rec,3,,,,,
player,201409280dal,dal,BryaDe01,rec_yds,44,,,,,
player,201409280dal,dal,BryaDe01,rec_td,1,,,,,
player,201409280dal,dal,BryaDe01,rec_long,18,,,,,
player,201409280dal,dal,BryaDe01,fumbles,0,,,,,
player,201409280dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201409280dal,dal,DunbLa00,pass_cmp,0,,,,,
player,201409280dal,dal,DunbLa00,pass_att,0,,,,,
player,201409280dal,dal,DunbLa00,pass_yds,0,,,,,
player,201409280dal,dal,DunbLa00,pass_td,0,,,,,
player,201409280dal,dal,DunbLa00,pass_int,0,,,,,
player,201409280dal,dal,DunbLa00,pass_sacked,0,,,,,
player,201409280dal,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201409280dal,dal,DunbLa00,pass_long,0,,,,,
player,201409280dal,dal,DunbLa00,pass_rating,,,,,,
player,201409280dal,dal,DunbLa00,rush_att,0,,,,,
player,201409280dal,dal,DunbLa00,rush_yds,0,,,,,
player,201409280dal,dal,DunbLa00,rush_td,0,,,,,
player,201409280dal,dal,DunbLa00,rush_long,0,,,,,
player,201409280dal,dal,DunbLa00,targets,3,,,,,
player,201409280dal,dal,DunbLa00,rec,2,,,,,
player,201409280dal,dal,DunbLa00,rec_yds,36,,,,,
player,201409280dal,dal,DunbLa00,rec_td,0,,,,,
player,201409280dal,dal,DunbLa00,rec_long,24,,,,,
player,201409280dal,dal,DunbLa00,fumbles,0,,,,,
player,201409280dal,dal,DunbLa00,fumbles_lost,0,,,,,
player,201409280dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201409280dal,dal,BeasCo00,pass_att,0,,,,,
player,201409280dal,dal,BeasCo00,pass_yds,0,,,,,
player,201409280dal,dal,BeasCo00,pass_td,0,,,,,
player,201409280dal,dal,BeasCo00,pass_int,0,,,,,
player,201409280dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201409280dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201409280dal,dal,BeasCo00,pass_long,0,,,,,
player,201409280dal,dal,BeasCo00,pass_rating,,,,,,
player,201409280dal,dal,BeasCo00,rush_att,0,,,,,
player,201409280dal,dal,BeasCo00,rush_yds,0,,,,,
player,201409280dal,dal,BeasCo00,rush_td,0,,,,,
player,201409280dal,dal,BeasCo00,rush_long,0,,,,,
player,201409280dal,dal,BeasCo00,targets,2,,,,,
player,201409280dal,dal,BeasCo00,rec,2,,,,,
player,201409280dal,dal,BeasCo00,rec_yds,14,,,,,
player,201409280dal,dal,BeasCo00,rec_td,0,,,,,
player,201409280dal,dal,BeasCo00,rec_long,10,,,,,
player,201409280dal,dal,BeasCo00,fumbles,0,,,,,
player,201409280dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201409280dal,dal,EscoGa00,pass_cmp,0,,,,,
player,201409280dal,dal,EscoGa00,pass_att,0,,,,,
player,201409280dal,dal,EscoGa00,pass_yds,0,,,,,
player,201409280dal,dal,EscoGa00,pass_td,0,,,,,
player,201409280dal,dal,EscoGa00,pass_int,0,,,,,
player,201409280dal,dal,EscoGa00,pass_sacked,0,,,,,
player,201409280dal,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201409280dal,dal,EscoGa00,pass_long,0,,,,,
player,201409280dal,dal,EscoGa00,pass_rating,,,,,,
player,201409280dal,dal,EscoGa00,rush_att,0,,,,,
player,201409280dal,dal,EscoGa00,rush_yds,0,,,,,
player,201409280dal,dal,EscoGa00,rush_td,0,,,,,
player,201409280dal,dal,EscoGa00,rush_long,0,,,,,
player,201409280dal,dal,EscoGa00,targets,1,,,,,
player,201409280dal,dal,EscoGa00,rec,1,,,,,
player,201409280dal,dal,EscoGa00,rec_yds,6,,,,,
player,201409280dal,dal,EscoGa00,rec_td,0,,,,,
player,201409280dal,dal,EscoGa00,rec_long,6,,,,,
player,201409280dal,dal,EscoGa00,fumbles,0,,,,,
player,201409280dal,dal,EscoGa00,fumbles_lost,0,,,,,
player,201409280dal,dal,HannJa00,pass_cmp,0,,,,,
player,201409280dal,dal,HannJa00,pass_att,0,,,,,
player,201409280dal,dal,HannJa00,pass_yds,0,,,,,
player,201409280dal,dal,HannJa00,pass_td,0,,,,,
player,201409280dal,dal,HannJa00,pass_int,0,,,,,
player,201409280dal,dal,HannJa00,pass_sacked,0,,,,,
player,201409280dal,dal,HannJa00,pass_sacked_yds,0,,,,,
player,201409280dal,dal,HannJa00,pass_long,0,,,,,
player,201409280dal,dal,HannJa00,pass_rating,,,,,,
player,201409280dal,dal,HannJa00,rush_att,0,,,,,
player,201409280dal,dal,HannJa00,rush_yds,0,,,,,
player,201409280dal,dal,HannJa00,rush_td,0,,,,,
player,201409280dal,dal,HannJa00,rush_long,0,,,,,
player,201409280dal,dal,HannJa00,targets,1,,,,,
player,201409280dal,dal,HannJa00,rec,0,,,,,
