game,2014,2,20140914,201409140car,det,"Detroit Lions",7,car,"Carolina Panthers",24
player,201409140car,det,TateGo00,rush_yds,0,,,,,
player,201409140car,det,TateGo00,rush_td,0,,,,,
player,201409140car,det,TateGo00,rush_long,0,,,,,
player,201409140car,det,TateGo00,targets,8,,,,,
player,201409140car,det,TateGo00,rec,5,,,,,
player,201409140car,det,TateGo00,rec_yds,57,,,,,
player,201409140car,det,TateGo00,rec_td,0,,,,,
player,201409140car,det,TateGo00,rec_long,21,,,,,
player,201409140car,det,TateGo00,fumbles,1,,,,,
player,201409140car,det,TateGo00,fumbles_lost,0,,,,,
player,201409140car,det,EbroEr00,pass_cmp,0,,,,,
player,201409140car,det,EbroEr00,pass_att,0,,,,,
player,201409140car,det,EbroEr00,pass_yds,0,,,,,
player,201409140car,det,EbroEr00,pass_td,0,,,,,
player,201409140car,det,EbroEr00,pass_int,0,,,,,
player,201409140car,det,EbroEr00,pass_sacked,0,,,,,
player,201409140car,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201409140car,det,EbroEr00,pass_long,0,,,,,
player,201409140car,det,EbroEr00,pass_rating,,,,,,
player,201409140car,det,EbroEr00,rush_att,0,,,,,
player,201409140car,det,EbroEr00,rush_yds,0,,,,,
player,201409140car,det,EbroEr00,rush_td,0,,,,,
player,201409140car,det,EbroEr00,rush_long,0,,,,,
player,201409140car,det,EbroEr00,targets,5,,,,,
player,201409140car,det,EbroEr00,rec,3,,,,,
player,201409140car,det,EbroEr00,rec_yds,38,,,,,
player,201409140car,det,EbroEr00,rec_td,0,,,,,
player,201409140car,det,EbroEr00,rec_long,17,,,,,
player,201409140car,det,EbroEr00,fumbles,0,,,,,
player,201409140car,det,EbroEr00,fumbles_lost,0,,,,,
player,201409140car,det,RossJe01,pass_cmp,0,,,,,
player,201409140car,det,RossJe01,pass_att,0,,,,,
player,201409140car,det,RossJe01,pass_yds,0,,,,,
player,201409140car,det,RossJe01,pass_td,0,,,,,
player,201409140car,det,RossJe01,pass_int,0,,,,,
player,201409140car,det,RossJe01,pass_sacked,0,,,,,
player,201409140car,det,RossJe01,pass_sacked_yds,0,,,,,
player,201409140car,det,RossJe01,pass_long,0,,,,,
player,201409140car,det,RossJe01,pass_rating,,,,,,
player,201409140car,det,RossJe01,rush_att,0,,,,,
player,201409140car,det,RossJe01,rush_yds,0,,,,,
player,201409140car,det,RossJe01,rush_td,0,,,,,
player,201409140car,det,RossJe01,rush_long,0,,,,,
player,201409140car,det,RossJe01,targets,3,,,,,
player,201409140car,det,RossJe01,rec,2,,,,,
player,201409140car,det,RossJe01,rec_yds,23,,,,,
player,201409140car,det,RossJe01,rec_td,0,,,,,
player,201409140car,det,RossJe01,rec_long,14,,,,,
player,201409140car,det,RossJe01,fumbles,1,,,,,
player,201409140car,det,RossJe01,fumbles_lost,1,,,,,
player,201409140car,det,FaurJo00,pass_cmp,0,,,,,
player,201409140car,det,FaurJo00,pass_att,0,,,,,
player,201409140car,det,FaurJo00,pass_yds,0,,,,,
player,201409140car,det,FaurJo00,pass_td,0,,,,,
player,201409140car,det,FaurJo00,pass_int,0,,,,,
player,201409140car,det,FaurJo00,pass_sacked,0,,,,,
player,201409140car,det,FaurJo00,pass_sacked_yds,0,,,,,
player,201409140car,det,FaurJo00,pass_long,0,,,,,
player,201409140car,det,FaurJo00,pass_rating,,,,,,
player,201409140car,det,FaurJo00,rush_att,0,,,,,
player,201409140car,det,FaurJo00,rush_yds,0,,,,,
player,201409140car,det,FaurJo00,rush_td,0,,,,,
player,201409140car,det,FaurJo00,rush_long,0,,,,,
player,201409140car,det,FaurJo00,targets,1,,,,,
player,201409140car,det,FaurJo00,rec,1,,,,,
player,201409140car,det,FaurJo00,rec_yds,20,,,,,
player,201409140car,det,FaurJo00,rec_td,0,,,,,
player,201409140car,det,FaurJo00,rec_long,20,,,,,
player,201409140car,det,FaurJo00,fumbles,0,,,,,
player,201409140car,det,FaurJo00,fumbles_lost,0,,,,,
player,201409140car,det,CollJe01,pass_cmp,0,,,,,
player,201409140car,det,CollJe01,pass_att,0,,,,,
player,201409140car,det,CollJe01,pass_yds,0,,,,,
player,201409140car,det,CollJe01,pass_td,0,,,,,
player,201409140car,det,CollJe01,pass_int,0,,,,,
player,201409140car,det,CollJe01,pass_sacked,0,,,,,
player,201409140car,det,CollJe01,pass_sacked_yds,0,,,,,
player,201409140car,det,CollJe01,pass_long,0,,,,,
player,201409140car,det,CollJe01,pass_rating,,,,,,
player,201409140car,det,CollJe01,rush_att,0,,,,,
player,201409140car,det,CollJe01,rush_yds,0,,,,,
player,201409140car,det,CollJe01,rush_td,0,,,,,
player,201409140car,det,CollJe01,rush_long,0,,,,,
player,201409140car,det,CollJe01,targets,2,,,,,
player,201409140car,det,CollJe01,rec,2,,,,,
player,201409140car,det,CollJe01,rec_yds,3,,,,,
player,201409140car,det,CollJe01,rec_td,1,,,,,
player,201409140car,det,CollJe01,rec_long,2,,,,,
player,201409140car,det,CollJe01,fumbles,0,,,,,
player,201409140car,det,CollJe01,fumbles_lost,0,,,,,
player,201409140car,det,RiddTh00,pass_cmp,0,,,,,
player,201409140car,det,RiddTh00,pass_att,0,,,,,
player,201409140car,det,RiddTh00,pass_yds,0,,,,,
player,201409140car,det,RiddTh00,pass_td,0,,,,,
player,201409140car,det,RiddTh00,pass_int,0,,,,,
player,201409140car,det,RiddTh00,pass_sacked,0,,,,,
player,201409140car,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201409140car,det,RiddTh00,pass_long,0,,,,,
player,201409140car,det,RiddTh00,pass_rating,,,,,,
player,201409140car,det,RiddTh00,rush_att,1,,,,,
player,201409140car,det,RiddTh00,rush_yds,0,,,,,
player,201409140car,det,RiddTh00,rush_td,0,,,,,
player,201409140car,det,RiddTh00,rush_long,0,,,,,
player,201409140car,det,RiddTh00,targets,0,,,,,
player,201409140car,det,RiddTh00,rec,0,,,,,
player,201409140car,det,RiddTh00,rec_yds,0,,,,,
player,201409140car,det,RiddTh00,rec_td,0,,,,,
player,201409140car,det,RiddTh00,rec_long,0,,,,,
player,201409140car,det,RiddTh00,fumbles,0,,,,,
player,201409140car,det,RiddTh00,fumbles_lost,0,,,,,
player,201409140car,det,FullCo00,pass_cmp,0,,,,,
player,201409140car,det,FullCo00,pass_att,0,,,,,
player,201409140car,det,FullCo00,pass_yds,0,,,,,
player,201409140car,det,FullCo00,pass_td,0,,,,,
player,201409140car,det,FullCo00,pass_int,0,,,,,
player,201409140car,det,FullCo00,pass_sacked,0,,,,,
player,201409140car,det,FullCo00,pass_sacked_yds,0,,,,,
player,201409140car,det,FullCo00,pass_long,0,,,,,
player,201409140car,det,FullCo00,pass_rating,,,,,,
player,201409140car,det,FullCo00,rush_att,0,,,,,
player,201409140car,det,FullCo00,rush_yds,0,,,,,
player,201409140car,det,FullCo00,rush_td,0,,,,,
player,201409140car,det,FullCo00,rush_long,0,,,,,
player,201409140car,det,FullCo00,targets,1,,,,,
player,201409140car,det,FullCo00,rec,0,,,,,
player,201409140car,det,FullCo00,rec_yds,0,,,,,
player,201409140car,det,FullCo00,rec_td,0,,,,,
player,201409140car,det,FullCo00,rec_long,0,,,,,
player,201409140car,det,FullCo00,fumbles,0,,,,,
player,201409140car,det,FullCo00,fumbles_lost,0,,,,,
player,201409140car,det,PettBr00,pass_cmp,0,,,,,
player,201409140car,det,PettBr00,pass_att,0,,,,,
player,201409140car,det,PettBr00,pass_yds,0,,,,,
player,201409140car,det,PettBr00,pass_td,0,,,,,
player,201409140car,det,PettBr00,pass_int,0,,,,,
player,201409140car,det,PettBr00,pass_sacked,0,,,,,
player,201409140car,det,PettBr00,pass_sacked_yds,0,,,,,
player,201409140car,det,PettBr00,pass_long,0,,,,,
player,201409140car,det,PettBr00,pass_rating,,,,,,
player,201409140car,det,PettBr00,rush_att,0,,,,,
player,201409140car,det,PettBr00,rush_yds,0,,,,,
player,201409140car,det,PettBr00,rush_td,0,,,,,
player,201409140car,det,PettBr00,rush_long,0,,,,,
player,201409140car,det,PettBr00,targets,1,,,,,
player,201409140car,det,PettBr00,rec,0,,,,,
player,201409140car,det,PettBr00,rec_yds,0,,,,,
player,201409140car,det,PettBr00,rec_td,0,,,,,
player,201409140car,det,PettBr00,rec_long,0,,,,,
player,201409140car,det,PettBr00,fumbles,0,,,,,
player,201409140car,det,PettBr00,fumbles_lost,0,,,,,
player,201409140car,car,NewtCa00,pass_cmp,22,,,,,
player,201409140car,car,NewtCa00,pass_att,34,,,,,
player,201409140car,car,NewtCa00,pass_yds,281,,,,,
player,201409140car,car,NewtCa00,pass_td,1,,,,,
player,201409140car,car,NewtCa00,pass_int,0,,,,,
player,201409140car,car,NewtCa00,pass_sacked,4,,,,,
player,201409140car,car,NewtCa00,pass_sacked_yds,30,,,,,
player,201409140car,car,NewtCa00,pass_long,24,,,,,
player,201409140car,car,NewtCa00,pass_rating,100.2,,,,,
player,201409140car,car,NewtCa00,rush_att,4,,,,,
player,201409140car,car,NewtCa00,rush_yds,19,,,,,
player,201409140car,car,NewtCa00,rush_td,0,,,,,
player,201409140car,car,NewtCa00,rush_long,13,,,,,
player,201409140car,car,NewtCa00,targets,0,,,,,
player,201409140car,car,NewtCa00,rec,0,,,,,
player,201409140car,car,NewtCa00,rec_yds,0,,,,,
player,201409140car,car,NewtCa00,rec_td,0,,,,,
player,201409140car,car,NewtCa00,rec_long,0,,,,,
player,201409140car,car,NewtCa00,fumbles,0,,,,,
player,201409140car,car,NewtCa00,fumbles_lost,0,,,,,
player,201409140car,car,StewJo00,pass_cmp,0,,,,,
player,201409140car,car,StewJo00,pass_att,0,,,,,
player,201409140car,car,StewJo00,pass_yds,0,,,,,
player,201409140car,car,StewJo00,pass_td,0,,,,,
player,201409140car,car,StewJo00,pass_int,0,,,,,
player,201409140car,car,StewJo00,pass_sacked,0,,,,,
player,201409140car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201409140car,car,StewJo00,pass_long,0,,,,,
player,201409140car,car,StewJo00,pass_rating,,,,,,
player,201409140car,car,StewJo00,rush_att,15,,,,,
player,201409140car,car,StewJo00,rush_yds,37,,,,,
player,201409140car,car,StewJo00,rush_td,1,,,,,
player,201409140car,car,StewJo00,rush_long,22,,,,,
player,201409140car,car,StewJo00,targets,1,,,,,
player,201409140car,car,StewJo00,rec,1,,,,,
player,201409140car,car,StewJo00,rec_yds,22,,,,,
player,201409140car,car,StewJo00,rec_td,0,,,,,
player,201409140car,car,StewJo00,rec_long,22,,,,,
player,201409140car,car,StewJo00,fumbles,0,,,,,
player,201409140car,car,StewJo00,fumbles_lost,0,,,,,
player,201409140car,car,BrowPh00,pass_cmp,0,,,,,
player,201409140car,car,BrowPh00,pass_att,0,,,,,
player,201409140car,car,BrowPh00,pass_yds,0,,,,,
player,201409140car,car,BrowPh00,pass_td,0,,,,,
player,201409140car,car,BrowPh00,pass_int,0,,,,,
player,201409140car,car,BrowPh00,pass_sacked,0,,,,,
player,201409140car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201409140car,car,BrowPh00,pass_long,0,,,,,
player,201409140car,car,BrowPh00,pass_rating,,,,,,
player,201409140car,car,BrowPh00,rush_att,1,,,,,
player,201409140car,car,BrowPh00,rush_yds,11,,,,,
player,201409140car,car,BrowPh00,rush_td,0,,,,,
player,201409140car,car,BrowPh00,rush_long,11,,,,,
player,201409140car,car,BrowPh00,targets,0,,,,,
player,201409140car,car,BrowPh00,rec,0,,,,,
player,201409140car,car,BrowPh00,rec_yds,0,,,,,
player,201409140car,car,BrowPh00,rec_td,0,,,,,
player,201409140car,car,BrowPh00,rec_long,0,,,,,
player,201409140car,car,BrowPh00,fumbles,0,,,,,
player,201409140car,car,BrowPh00,fumbles_lost,0,,,,,
player,201409140car,car,OlseGr00,pass_cmp,0,,,,,
player,201409140car,car,OlseGr00,pass_att,0,,,,,
player,201409140car,car,OlseGr00,pass_yds,0,,,,,
player,201409140car,car,OlseGr00,pass_td,0,,,,,
player,201409140car,car,OlseGr00,pass_int,0,,,,,
player,201409140car,car,OlseGr00,pass_sacked,0,,,,,
player,201409140car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201409140car,car,OlseGr00,pass_long,0,,,,,
player,201409140car,car,OlseGr00,pass_rating,,,,,,
player,201409140car,car,OlseGr00,rush_att,0,,,,,
player,201409140car,car,OlseGr00,rush_yds,0,,,,,
player,201409140car,car,OlseGr00,rush_td,0,,,,,
player,201409140car,car,OlseGr00,rush_long,0,,,,,
player,201409140car,car,OlseGr00,targets,8,,,,,
player,201409140car,car,OlseGr00,rec,6,,,,,
player,201409140car,car,OlseGr00,rec_yds,72,,,,,
player,201409140car,car,OlseGr00,rec_td,0,,,,,
player,201409140car,car,OlseGr00,rec_long,20,,,,,
player,201409140car,car,OlseGr00,fumbles,0,,,,,
player,201409140car,car,OlseGr00,fumbles_lost,0,,,,,
player,201409140car,car,AvanJa00,pass_cmp,0,,,,,
player,201409140car,car,AvanJa00,pass_att,0,,,,,
player,201409140car,car,AvanJa00,pass_yds,0,,,,,
player,201409140car,car,AvanJa00,pass_td,0,,,,,
player,201409140car,car,AvanJa00,pass_int,0,,,,,
player,201409140car,car,AvanJa00,pass_sacked,0,,,,,
player,201409140car,car,AvanJa00,pass_sacked_yds,0,,,,,
player,201409140car,car,AvanJa00,pass_long,0,,,,,
player,201409140car,car,AvanJa00,pass_rating,,,,,,
player,201409140car,car,AvanJa00,rush_att,0,,,,,
player,201409140car,car,AvanJa00,rush_yds,0,,,,,
player,201409140car,car,AvanJa00,rush_td,0,,,,,
player,201409140car,car,AvanJa00,rush_long,0,,,,,
player,201409140car,car,AvanJa00,targets,7,,,,,
player,201409140car,car,AvanJa00,rec,5,,,,,
player,201409140car,car,AvanJa00,rec_yds,54,,,,,
player,201409140car,car,AvanJa00,rec_td,1,,,,,
player,201409140car,car,AvanJa00,rec_long,21,,,,,
player,201409140car,car,AvanJa00,fumbles,0,,,,,
player,201409140car,car,AvanJa00,fumbles_lost,0,,,,,
player,201409140car,car,CotcJe00,pass_cmp,0,,,,,
player,201409140car,car,CotcJe00,pass_att,0,,,,,
player,201409140car,car,CotcJe00,pass_yds,0,,,,,
player,201409140car,car,CotcJe00,pass_td,0,,,,,
player,201409140car,car,CotcJe00,pass_int,0,,,,,
player,201409140car,car,CotcJe00,pass_sacked,0,,,,,
player,201409140car,car,CotcJe00,pass_sacked_yds,0,,,,,
player,201409140car,car,CotcJe00,pass_long,0,,,,,
player,201409140car,car,CotcJe00,pass_rating,,,,,,
player,201409140car,car,CotcJe00,rush_att,0,,,,,
player,201409140car,car,CotcJe00,rush_yds,0,,,,,
player,201409140car,car,CotcJe00,rush_td,0,,,,,
player,201409140car,car,CotcJe00,rush_long,0,,,,,
player,201409140car,car,CotcJe00,targets,4,,,,,
player,201409140car,car,CotcJe00,rec,4,,,,,
player,201409140car,car,CotcJe00,rec_yds,46,,,,,
player,201409140car,car,CotcJe00,rec_td,0,,,,,
player,201409140car,car,CotcJe00,rec_long,16,,,,,
player,201409140car,car,CotcJe00,fumbles,0,,,,,
player,201409140car,car,CotcJe00,fumbles_lost,0,,,,,
player,201409140car,car,BenjKe00,pass_cmp,0,,,,,
player,201409140car,car,BenjKe00,pass_att,0,,,,,
player,201409140car,car,BenjKe00,pass_yds,0,,,,,
player,201409140car,car,BenjKe00,pass_td,0,,,,,
player,201409140car,car,BenjKe00,pass_int,0,,,,,
player,201409140car,car,BenjKe00,pass_sacked,0,,,,,
player,201409140car,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201409140car,car,BenjKe00,pass_long,0,,,,,
player,201409140car,car,BenjKe00,pass_rating,,,,,,
player,201409140car,car,BenjKe00,rush_att,0,,,,,
player,201409140car,car,BenjKe00,rush_yds,0,,,,,
player,201409140car,car,BenjKe00,rush_td,0,,,,,
player,201409140car,car,BenjKe00,rush_long,0,,,,,
player,201409140car,car,BenjKe00,targets,8,,,,,
player,201409140car,car,BenjKe00,rec,2,,,,,
player,201409140car,car,BenjKe00,rec_yds,46,,,,,
player,201409140car,car,BenjKe00,rec_td,0,,,,,
player,201409140car,car,BenjKe00,rec_long,24,,,,,
player,201409140car,car,BenjKe00,fumbles,0,,,,,
player,201409140car,car,BenjKe00,fumbles_lost,0,,,,,
player,201409140car,car,BersBr00,pass_cmp,0,,,,,
player,201409140car,car,BersBr00,pass_att,0,,,,,
player,201409140car,car,BersBr00,pass_yds,0,,,,,
player,201409140car,car,BersBr00,pass_td,0,,,,,
player,201409140car,car,BersBr00,pass_int,0,,,,,
player,201409140car,car,BersBr00,pass_sacked,0,,,,,
player,201409140car,car,BersBr00,pass_sacked_yds,0,,,,,
player,201409140car,car,BersBr00,pass_long,0,,,,,
player,201409140car,car,BersBr00,pass_rating,,,,,,
player,201409140car,car,BersBr00,rush_att,0,,,,,
player,201409140car,car,BersBr00,rush_yds,0,,,,,
player,201409140car,car,BersBr00,rush_td,0,,,,,
player,201409140car,car,BersBr00,rush_long,0,,,,,
player,201409140car,car,BersBr00,targets,1,,,,,
player,201409140car,car,BersBr00,rec,1,,,,,
player,201409140car,car,BersBr00,rec_yds,8,,,,,
player,201409140car,car,BersBr00,rec_td,0,,,,,
player,201409140car,car,BersBr00,rec_long,8,,,,,
player,201409140car,car,BersBr00,fumbles,0,,,,,
player,201409140car,car,BersBr00,fumbles_lost,0,,,,,
player,201409140car,car,DickEd00,pass_cmp,0,,,,,
player,201409140car,car,DickEd00,pass_att,0,,,,,
player,201409140car,car,DickEd00,pass_yds,0,,,,,
player,201409140car,car,DickEd00,pass_td,0,,,,,
player,201409140car,car,DickEd00,pass_int,0,,,,,
player,201409140car,car,DickEd00,pass_sacked,0,,,,,
player,201409140car,car,DickEd00,pass_sacked_yds,0,,,,,
player,201409140car,car,DickEd00,pass_long,0,,,,,
player,201409140car,car,DickEd00,pass_rating,,,,,,
player,201409140car,car,DickEd00,rush_att,0,,,,,
player,201409140car,car,DickEd00,rush_yds,0,,,,,
player,201409140car,car,DickEd00,rush_td,0,,,,,
player,201409140car,car,DickEd00,rush_long,0,,,,,
player,201409140car,car,DickEd00,targets,1,,,,,
player,201409140car,car,DickEd00,rec,0,,,,,
player,201409140car,car,DickEd00,rec_yds,0,,,,,
player,201409140car,car,DickEd00,rec_td,0,,,,,
player,201409140car,car,DickEd00,rec_long,0,,,,,
player,201409140car,car,DickEd00,fumbles,0,,,,,
player,201409140car,car,DickEd00,fumbles_lost,0,,,,,
player,201409140car,car,TolbMi00,pass_cmp,0,,,,,
player,201409140car,car,TolbMi00,pass_att,0,,,,,
player,201409140car,car,TolbMi00,pass_yds,0,,,,,
player,201409140car,car,TolbMi00,pass_td,0,,,,,
player,201409140car,car,TolbMi00,pass_int,0,,,,,
player,201409140car,car,TolbMi00,pass_sacked,0,,,,,
player,201409140car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201409140car,car,TolbMi00,pass_long,0,,,,,
player,201409140car,car,TolbMi00,pass_rating,,,,,,
player,201409140car,car,TolbMi00,rush_att,4,,,,,
player,201409140car,car,TolbMi00,rush_yds,-5,,,,,
player,201409140car,car,TolbMi00,rush_td,0,,,,,
player,201409140car,car,TolbMi00,rush_long,2,,,,,
player,201409140car,car,TolbMi00,targets,4,,,,,
player,201409140car,car,TolbMi00,rec,3,,,,,
player,201409140car,car,TolbMi00,rec_yds,33,,,,,
player,201409140car,car,TolbMi00,rec_td,0,,,,,
player,201409140car,car,TolbMi00,rec_long,16,,,,,
player,201409140car,car,TolbMi00,fumbles,0,,,,,
player,201409140car,car,TolbMi00,fumbles_lost,0,,,,,
player,201409140car,det,MoslC.20,def_int,0,,,,,
player,201409140car,det,MoslC.20,def_int_yds,0,,,,,
player,201409140car,det,MoslC.20,def_int_td,0,,,,,
player,201409140car,det,MoslC.20,def_int_long,0,,,,,
player,201409140car,det,MoslC.20,pass_defended,0,,,,,
player,201409140car,det,MoslC.20,sacks,2.0,,,,,
player,201409140car,det,MoslC.20,tackles_combined,2,,,,,
player,201409140car,det,MoslC.20,tackles_solo,2,,,,,
player,201409140car,det,MoslC.20,tackles_assists,0,,,,,
player,201409140car,det,MoslC.20,tackles_loss,2,,,,,
player,201409140car,det,MoslC.20,qb_hits,2,,,,,
player,201409140car,det,MoslC.20,fumbles_rec,0,,,,,
player,201409140car,det,MoslC.20,fumbles_rec_yds,0,,,,,
player,201409140car,det,MoslC.20,fumbles_rec_td,0,,,,,
player,201409140car,det,MoslC.20,fumbles_forced,0,,,,,
player,201409140car,det,TullSt20,def_int,0,,,,,
player,201409140car,det,TullSt20,def_int_yds,0,,,,,
player,201409140car,det,TullSt20,def_int_td,0,,,,,
player,201409140car,det,TullSt20,def_int_long,0,,,,,
player,201409140car,det,TullSt20,pass_defended,0,,,,,
player,201409140car,det,TullSt20,sacks,1.0,,,,,
player,201409140car,det,TullSt20,tackles_combined,10,,,,,
player,201409140car,det,TullSt20,tackles_solo,7,,,,,
player,201409140car,det,TullSt20,tackles_assists,3,,,,,
player,201409140car,det,TullSt20,tackles_loss,3,,,,,
player,201409140car,det,TullSt20,qb_hits,1,,,,,
player,201409140car,det,TullSt20,fumbles_rec,0,,,,,
player,201409140car,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201409140car,det,TullSt20,fumbles_rec_td,0,,,,,
player,201409140car,det,TullSt20,fumbles_forced,0,,,,,
