game,2014,4,20140928,201409280rai,mia,"Miami Dolphins",38,rai,"Oakland Raiders",14
player,201409280rai,rai,AusbDa00,rec_yds,14,,,,,
player,201409280rai,rai,AusbDa00,rec_td,0,,,,,
player,201409280rai,rai,AusbDa00,rec_long,7,,,,,
player,201409280rai,rai,AusbDa00,fumbles,0,,,,,
player,201409280rai,rai,AusbDa00,fumbles_lost,0,,,,,
player,201409280rai,rai,RiveMy00,pass_cmp,0,,,,,
player,201409280rai,rai,RiveMy00,pass_att,0,,,,,
player,201409280rai,rai,RiveMy00,pass_yds,0,,,,,
player,201409280rai,rai,RiveMy00,pass_td,0,,,,,
player,201409280rai,rai,RiveMy00,pass_int,0,,,,,
player,201409280rai,rai,RiveMy00,pass_sacked,,,,,,
player,201409280rai,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201409280rai,rai,RiveMy00,pass_long,0,,,,,
player,201409280rai,rai,RiveMy00,pass_rating,,,,,,
player,201409280rai,rai,RiveMy00,rush_att,0,,,,,
player,201409280rai,rai,RiveMy00,rush_yds,0,,,,,
player,201409280rai,rai,RiveMy00,rush_td,0,,,,,
player,201409280rai,rai,RiveMy00,rush_long,0,,,,,
player,201409280rai,rai,RiveMy00,targets,4,,,,,
player,201409280rai,rai,RiveMy00,rec,2,,,,,
player,201409280rai,rai,RiveMy00,rec_yds,10,,,,,
player,201409280rai,rai,RiveMy00,rec_td,0,,,,,
player,201409280rai,rai,RiveMy00,rec_long,6,,,,,
player,201409280rai,rai,RiveMy00,fumbles,0,,,,,
player,201409280rai,rai,RiveMy00,fumbles_lost,0,,,,,
player,201409280rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201409280rai,rai,ReecMa00,pass_att,0,,,,,
player,201409280rai,rai,ReecMa00,pass_yds,0,,,,,
player,201409280rai,rai,ReecMa00,pass_td,0,,,,,
player,201409280rai,rai,ReecMa00,pass_int,0,,,,,
player,201409280rai,rai,ReecMa00,pass_sacked,,,,,,
player,201409280rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201409280rai,rai,ReecMa00,pass_long,0,,,,,
player,201409280rai,rai,ReecMa00,pass_rating,,,,,,
player,201409280rai,rai,ReecMa00,rush_att,0,,,,,
player,201409280rai,rai,ReecMa00,rush_yds,0,,,,,
player,201409280rai,rai,ReecMa00,rush_td,0,,,,,
player,201409280rai,rai,ReecMa00,rush_long,0,,,,,
player,201409280rai,rai,ReecMa00,targets,2,,,,,
player,201409280rai,rai,ReecMa00,rec,1,,,,,
player,201409280rai,rai,ReecMa00,rec_yds,5,,,,,
player,201409280rai,rai,ReecMa00,rec_td,0,,,,,
player,201409280rai,rai,ReecMa00,rec_long,5,,,,,
player,201409280rai,rai,ReecMa00,fumbles,0,,,,,
player,201409280rai,rai,ReecMa00,fumbles_lost,0,,,,,
player,201409280rai,rai,LeonBr01,pass_cmp,0,,,,,
player,201409280rai,rai,LeonBr01,pass_att,0,,,,,
player,201409280rai,rai,LeonBr01,pass_yds,0,,,,,
player,201409280rai,rai,LeonBr01,pass_td,0,,,,,
player,201409280rai,rai,LeonBr01,pass_int,0,,,,,
player,201409280rai,rai,LeonBr01,pass_sacked,,,,,,
player,201409280rai,rai,LeonBr01,pass_sacked_yds,0,,,,,
player,201409280rai,rai,LeonBr01,pass_long,0,,,,,
player,201409280rai,rai,LeonBr01,pass_rating,,,,,,
player,201409280rai,rai,LeonBr01,rush_att,0,,,,,
player,201409280rai,rai,LeonBr01,rush_yds,0,,,,,
player,201409280rai,rai,LeonBr01,rush_td,0,,,,,
player,201409280rai,rai,LeonBr01,rush_long,0,,,,,
player,201409280rai,rai,LeonBr01,targets,1,,,,,
player,201409280rai,rai,LeonBr01,rec,1,,,,,
player,201409280rai,rai,LeonBr01,rec_yds,3,,,,,
player,201409280rai,rai,LeonBr01,rec_td,1,,,,,
player,201409280rai,rai,LeonBr01,rec_long,3,,,,,
player,201409280rai,rai,LeonBr01,fumbles,0,,,,,
player,201409280rai,rai,LeonBr01,fumbles_lost,0,,,,,
player,201409280rai,rai,OlawJa00,pass_cmp,0,,,,,
player,201409280rai,rai,OlawJa00,pass_att,0,,,,,
player,201409280rai,rai,OlawJa00,pass_yds,0,,,,,
player,201409280rai,rai,OlawJa00,pass_td,0,,,,,
player,201409280rai,rai,OlawJa00,pass_int,0,,,,,
player,201409280rai,rai,OlawJa00,pass_sacked,,,,,,
player,201409280rai,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201409280rai,rai,OlawJa00,pass_long,0,,,,,
player,201409280rai,rai,OlawJa00,pass_rating,,,,,,
player,201409280rai,rai,OlawJa00,rush_att,1,,,,,
player,201409280rai,rai,OlawJa00,rush_yds,0,,,,,
player,201409280rai,rai,OlawJa00,rush_td,0,,,,,
player,201409280rai,rai,OlawJa00,rush_long,0,,,,,
player,201409280rai,rai,OlawJa00,targets,0,,,,,
player,201409280rai,rai,OlawJa00,rec,0,,,,,
player,201409280rai,rai,OlawJa00,rec_yds,0,,,,,
player,201409280rai,rai,OlawJa00,rec_td,0,,,,,
player,201409280rai,rai,OlawJa00,rec_long,0,,,,,
player,201409280rai,rai,OlawJa00,fumbles,0,,,,,
player,201409280rai,rai,OlawJa00,fumbles_lost,0,,,,,
player,201409280rai,mia,GrimBr20,def_int,1,,,,,
player,201409280rai,mia,GrimBr20,def_int_yds,32,,,,,
player,201409280rai,mia,GrimBr20,def_int_td,0,,,,,
player,201409280rai,mia,GrimBr20,def_int_long,32,,,,,
player,201409280rai,mia,GrimBr20,pass_defended,2,,,,,
player,201409280rai,mia,GrimBr20,sacks,0.0,,,,,
player,201409280rai,mia,GrimBr20,tackles_combined,5,,,,,
player,201409280rai,mia,GrimBr20,tackles_solo,5,,,,,
player,201409280rai,mia,GrimBr20,tackles_assists,0,,,,,
player,201409280rai,mia,GrimBr20,tackles_loss,0,,,,,
player,201409280rai,mia,GrimBr20,qb_hits,0,,,,,
player,201409280rai,mia,GrimBr20,fumbles_rec,0,,,,,
player,201409280rai,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201409280rai,mia,GrimBr20,fumbles_forced,0,,,,,
player,201409280rai,mia,WilsJi00,def_int,1,,,,,
player,201409280rai,mia,WilsJi00,def_int_yds,31,,,,,
player,201409280rai,mia,WilsJi00,def_int_td,0,,,,,
player,201409280rai,mia,WilsJi00,def_int_long,31,,,,,
player,201409280rai,mia,WilsJi00,pass_defended,1,,,,,
player,201409280rai,mia,WilsJi00,sacks,0.0,,,,,
player,201409280rai,mia,WilsJi00,tackles_combined,3,,,,,
player,201409280rai,mia,WilsJi00,tackles_solo,2,,,,,
player,201409280rai,mia,WilsJi00,tackles_assists,1,,,,,
player,201409280rai,mia,WilsJi00,tackles_loss,0,,,,,
player,201409280rai,mia,WilsJi00,qb_hits,0,,,,,
player,201409280rai,mia,WilsJi00,fumbles_rec,0,,,,,
player,201409280rai,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201409280rai,mia,WilsJi00,fumbles_forced,0,,,,,
player,201409280rai,mia,AikeWa00,def_int,1,,,,,
player,201409280rai,mia,AikeWa00,def_int_yds,43,,,,,
player,201409280rai,mia,AikeWa00,def_int_td,0,,,,,
player,201409280rai,mia,AikeWa00,def_int_long,43,,,,,
player,201409280rai,mia,AikeWa00,pass_defended,1,,,,,
player,201409280rai,mia,AikeWa00,sacks,0.0,,,,,
player,201409280rai,mia,AikeWa00,tackles_combined,0,,,,,
player,201409280rai,mia,AikeWa00,tackles_solo,0,,,,,
player,201409280rai,mia,AikeWa00,tackles_assists,0,,,,,
player,201409280rai,mia,AikeWa00,tackles_loss,0,,,,,
player,201409280rai,mia,AikeWa00,qb_hits,0,,,,,
player,201409280rai,mia,AikeWa00,fumbles_rec,0,,,,,
player,201409280rai,mia,AikeWa00,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,AikeWa00,fumbles_rec_td,0,,,,,
player,201409280rai,mia,AikeWa00,fumbles_forced,0,,,,,
player,201409280rai,mia,ShelDe00,def_int,0,,,,,
player,201409280rai,mia,ShelDe00,def_int_yds,0,,,,,
player,201409280rai,mia,ShelDe00,def_int_td,0,,,,,
player,201409280rai,mia,ShelDe00,def_int_long,0,,,,,
player,201409280rai,mia,ShelDe00,pass_defended,0,,,,,
player,201409280rai,mia,ShelDe00,sacks,2.0,,,,,
player,201409280rai,mia,ShelDe00,tackles_combined,3,,,,,
player,201409280rai,mia,ShelDe00,tackles_solo,3,,,,,
player,201409280rai,mia,ShelDe00,tackles_assists,0,,,,,
player,201409280rai,mia,ShelDe00,tackles_loss,2,,,,,
player,201409280rai,mia,ShelDe00,qb_hits,2,,,,,
player,201409280rai,mia,ShelDe00,fumbles_rec,0,,,,,
player,201409280rai,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201409280rai,mia,ShelDe00,fumbles_forced,0,,,,,
player,201409280rai,mia,DaviWi02,def_int,0,,,,,
player,201409280rai,mia,DaviWi02,def_int_yds,0,,,,,
player,201409280rai,mia,DaviWi02,def_int_td,0,,,,,
player,201409280rai,mia,DaviWi02,def_int_long,0,,,,,
player,201409280rai,mia,DaviWi02,pass_defended,1,,,,,
player,201409280rai,mia,DaviWi02,sacks,0.0,,,,,
player,201409280rai,mia,DaviWi02,tackles_combined,5,,,,,
player,201409280rai,mia,DaviWi02,tackles_solo,5,,,,,
player,201409280rai,mia,DaviWi02,tackles_assists,0,,,,,
player,201409280rai,mia,DaviWi02,tackles_loss,0,,,,,
player,201409280rai,mia,DaviWi02,qb_hits,0,,,,,
player,201409280rai,mia,DaviWi02,fumbles_rec,0,,,,,
player,201409280rai,mia,DaviWi02,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,DaviWi02,fumbles_rec_td,0,,,,,
player,201409280rai,mia,DaviWi02,fumbles_forced,0,,,,,
player,201409280rai,mia,TrusJa99,def_int,0,,,,,
player,201409280rai,mia,TrusJa99,def_int_yds,0,,,,,
player,201409280rai,mia,TrusJa99,def_int_td,0,,,,,
player,201409280rai,mia,TrusJa99,def_int_long,0,,,,,
player,201409280rai,mia,TrusJa99,pass_defended,0,,,,,
player,201409280rai,mia,TrusJa99,sacks,0.0,,,,,
player,201409280rai,mia,TrusJa99,tackles_combined,5,,,,,
player,201409280rai,mia,TrusJa99,tackles_solo,4,,,,,
player,201409280rai,mia,TrusJa99,tackles_assists,1,,,,,
player,201409280rai,mia,TrusJa99,tackles_loss,0,,,,,
player,201409280rai,mia,TrusJa99,qb_hits,0,,,,,
player,201409280rai,mia,TrusJa99,fumbles_rec,0,,,,,
player,201409280rai,mia,TrusJa99,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,TrusJa99,fumbles_rec_td,0,,,,,
player,201409280rai,mia,TrusJa99,fumbles_forced,0,,,,,
player,201409280rai,mia,WheePh99,def_int,0,,,,,
player,201409280rai,mia,WheePh99,def_int_yds,0,,,,,
player,201409280rai,mia,WheePh99,def_int_td,0,,,,,
player,201409280rai,mia,WheePh99,def_int_long,0,,,,,
player,201409280rai,mia,WheePh99,pass_defended,0,,,,,
player,201409280rai,mia,WheePh99,sacks,0.0,,,,,
player,201409280rai,mia,WheePh99,tackles_combined,5,,,,,
player,201409280rai,mia,WheePh99,tackles_solo,5,,,,,
player,201409280rai,mia,WheePh99,tackles_assists,0,,,,,
player,201409280rai,mia,WheePh99,tackles_loss,0,,,,,
player,201409280rai,mia,WheePh99,qb_hits,0,,,,,
player,201409280rai,mia,WheePh99,fumbles_rec,0,,,,,
player,201409280rai,mia,WheePh99,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,WheePh99,fumbles_rec_td,0,,,,,
player,201409280rai,mia,WheePh99,fumbles_forced,0,,,,,
player,201409280rai,mia,DelmLo99,def_int,0,,,,,
player,201409280rai,mia,DelmLo99,def_int_yds,0,,,,,
player,201409280rai,mia,DelmLo99,def_int_td,0,,,,,
player,201409280rai,mia,DelmLo99,def_int_long,0,,,,,
player,201409280rai,mia,DelmLo99,pass_defended,0,,,,,
player,201409280rai,mia,DelmLo99,sacks,0.0,,,,,
player,201409280rai,mia,DelmLo99,tackles_combined,4,,,,,
player,201409280rai,mia,DelmLo99,tackles_solo,4,,,,,
player,201409280rai,mia,DelmLo99,tackles_assists,0,,,,,
player,201409280rai,mia,DelmLo99,tackles_loss,0,,,,,
player,201409280rai,mia,DelmLo99,qb_hits,0,,,,,
player,201409280rai,mia,DelmLo99,fumbles_rec,0,,,,,
player,201409280rai,mia,DelmLo99,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,DelmLo99,fumbles_rec_td,0,,,,,
player,201409280rai,mia,DelmLo99,fumbles_forced,0,,,,,
player,201409280rai,mia,FinnCo20,def_int,0,,,,,
player,201409280rai,mia,FinnCo20,def_int_yds,0,,,,,
player,201409280rai,mia,FinnCo20,def_int_td,0,,,,,
player,201409280rai,mia,FinnCo20,def_int_long,0,,,,,
player,201409280rai,mia,FinnCo20,pass_defended,0,,,,,
player,201409280rai,mia,FinnCo20,sacks,0.0,,,,,
player,201409280rai,mia,FinnCo20,tackles_combined,4,,,,,
player,201409280rai,mia,FinnCo20,tackles_solo,4,,,,,
player,201409280rai,mia,FinnCo20,tackles_assists,0,,,,,
player,201409280rai,mia,FinnCo20,tackles_loss,1,,,,,
player,201409280rai,mia,FinnCo20,qb_hits,0,,,,,
player,201409280rai,mia,FinnCo20,fumbles_rec,1,,,,,
player,201409280rai,mia,FinnCo20,fumbles_rec_yds,50,,,,,
player,201409280rai,mia,FinnCo20,fumbles_rec_td,1,,,,,
player,201409280rai,mia,FinnCo20,fumbles_forced,0,,,,,
player,201409280rai,mia,JenkJe00,def_int,0,,,,,
player,201409280rai,mia,JenkJe00,def_int_yds,0,,,,,
player,201409280rai,mia,JenkJe00,def_int_td,0,,,,,
player,201409280rai,mia,JenkJe00,def_int_long,0,,,,,
player,201409280rai,mia,JenkJe00,pass_defended,0,,,,,
player,201409280rai,mia,JenkJe00,sacks,0.0,,,,,
player,201409280rai,mia,JenkJe00,tackles_combined,3,,,,,
player,201409280rai,mia,JenkJe00,tackles_solo,3,,,,,
player,201409280rai,mia,JenkJe00,tackles_assists,0,,,,,
player,201409280rai,mia,JenkJe00,tackles_loss,0,,,,,
player,201409280rai,mia,JenkJe00,qb_hits,0,,,,,
player,201409280rai,mia,JenkJe00,fumbles_rec,0,,,,,
player,201409280rai,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201409280rai,mia,JenkJe00,fumbles_forced,0,,,,,
player,201409280rai,mia,ThomMi02,def_int,0,,,,,
player,201409280rai,mia,ThomMi02,def_int_yds,0,,,,,
player,201409280rai,mia,ThomMi02,def_int_td,0,,,,,
player,201409280rai,mia,ThomMi02,def_int_long,0,,,,,
player,201409280rai,mia,ThomMi02,pass_defended,0,,,,,
player,201409280rai,mia,ThomMi02,sacks,0.0,,,,,
player,201409280rai,mia,ThomMi02,tackles_combined,3,,,,,
player,201409280rai,mia,ThomMi02,tackles_solo,3,,,,,
player,201409280rai,mia,ThomMi02,tackles_assists,0,,,,,
player,201409280rai,mia,ThomMi02,tackles_loss,0,,,,,
player,201409280rai,mia,ThomMi02,qb_hits,0,,,,,
player,201409280rai,mia,ThomMi02,fumbles_rec,0,,,,,
player,201409280rai,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201409280rai,mia,ThomMi02,fumbles_forced,0,,,,,
player,201409280rai,mia,FreeJo01,def_int,0,,,,,
player,201409280rai,mia,FreeJo01,def_int_yds,0,,,,,
player,201409280rai,mia,FreeJo01,def_int_td,0,,,,,
player,201409280rai,mia,FreeJo01,def_int_long,0,,,,,
player,201409280rai,mia,FreeJo01,pass_defended,0,,,,,
player,201409280rai,mia,FreeJo01,sacks,0.0,,,,,
player,201409280rai,mia,FreeJo01,tackles_combined,2,,,,,
player,201409280rai,mia,FreeJo01,tackles_solo,2,,,,,
player,201409280rai,mia,FreeJo01,tackles_assists,0,,,,,
player,201409280rai,mia,FreeJo01,tackles_loss,0,,,,,
player,201409280rai,mia,FreeJo01,qb_hits,0,,,,,
player,201409280rai,mia,FreeJo01,fumbles_rec,0,,,,,
player,201409280rai,mia,FreeJo01,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,FreeJo01,fumbles_rec_td,0,,,,,
player,201409280rai,mia,FreeJo01,fumbles_forced,0,,,,,
player,201409280rai,mia,ShepKe00,def_int,0,,,,,
player,201409280rai,mia,ShepKe00,def_int_yds,0,,,,,
player,201409280rai,mia,ShepKe00,def_int_td,0,,,,,
player,201409280rai,mia,ShepKe00,def_int_long,0,,,,,
player,201409280rai,mia,ShepKe00,pass_defended,0,,,,,
player,201409280rai,mia,ShepKe00,sacks,0.0,,,,,
player,201409280rai,mia,ShepKe00,tackles_combined,2,,,,,
player,201409280rai,mia,ShepKe00,tackles_solo,1,,,,,
player,201409280rai,mia,ShepKe00,tackles_assists,1,,,,,
player,201409280rai,mia,ShepKe00,tackles_loss,0,,,,,
player,201409280rai,mia,ShepKe00,qb_hits,0,,,,,
player,201409280rai,mia,ShepKe00,fumbles_rec,0,,,,,
player,201409280rai,mia,ShepKe00,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,ShepKe00,fumbles_rec_td,0,,,,,
player,201409280rai,mia,ShepKe00,fumbles_forced,0,,,,,
player,201409280rai,mia,TaylJa01,def_int,0,,,,,
player,201409280rai,mia,TaylJa01,def_int_yds,0,,,,,
player,201409280rai,mia,TaylJa01,def_int_td,0,,,,,
player,201409280rai,mia,TaylJa01,def_int_long,0,,,,,
player,201409280rai,mia,TaylJa01,pass_defended,0,,,,,
player,201409280rai,mia,TaylJa01,sacks,0.0,,,,,
player,201409280rai,mia,TaylJa01,tackles_combined,2,,,,,
player,201409280rai,mia,TaylJa01,tackles_solo,2,,,,,
player,201409280rai,mia,TaylJa01,tackles_assists,0,,,,,
player,201409280rai,mia,TaylJa01,tackles_loss,0,,,,,
player,201409280rai,mia,TaylJa01,qb_hits,0,,,,,
player,201409280rai,mia,TaylJa01,fumbles_rec,0,,,,,
player,201409280rai,mia,TaylJa01,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,TaylJa01,fumbles_rec_td,0,,,,,
player,201409280rai,mia,TaylJa01,fumbles_forced,0,,,,,
player,201409280rai,mia,TripJo00,def_int,0,,,,,
player,201409280rai,mia,TripJo00,def_int_yds,0,,,,,
player,201409280rai,mia,TripJo00,def_int_td,0,,,,,
player,201409280rai,mia,TripJo00,def_int_long,0,,,,,
player,201409280rai,mia,TripJo00,pass_defended,0,,,,,
player,201409280rai,mia,TripJo00,sacks,0.0,,,,,
player,201409280rai,mia,TripJo00,tackles_combined,2,,,,,
player,201409280rai,mia,TripJo00,tackles_solo,2,,,,,
player,201409280rai,mia,TripJo00,tackles_assists,0,,,,,
player,201409280rai,mia,TripJo00,tackles_loss,0,,,,,
player,201409280rai,mia,TripJo00,qb_hits,0,,,,,
player,201409280rai,mia,TripJo00,fumbles_rec,0,,,,,
player,201409280rai,mia,TripJo00,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,TripJo00,fumbles_rec_td,0,,,,,
player,201409280rai,mia,TripJo00,fumbles_forced,0,,,,,
player,201409280rai,mia,FedeTe00,def_int,0,,,,,
player,201409280rai,mia,FedeTe00,def_int_yds,0,,,,,
player,201409280rai,mia,FedeTe00,def_int_td,0,,,,,
player,201409280rai,mia,FedeTe00,def_int_long,0,,,,,
player,201409280rai,mia,FedeTe00,pass_defended,0,,,,,
player,201409280rai,mia,FedeTe00,sacks,0.0,,,,,
player,201409280rai,mia,FedeTe00,tackles_combined,1,,,,,
player,201409280rai,mia,FedeTe00,tackles_solo,1,,,,,
player,201409280rai,mia,FedeTe00,tackles_assists,0,,,,,
player,201409280rai,mia,FedeTe00,tackles_loss,0,,,,,
player,201409280rai,mia,FedeTe00,qb_hits,0,,,,,
player,201409280rai,mia,FedeTe00,fumbles_rec,0,,,,,
player,201409280rai,mia,FedeTe00,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,FedeTe00,fumbles_rec_td,0,,,,,
player,201409280rai,mia,FedeTe00,fumbles_forced,0,,,,,
player,201409280rai,mia,JohnAn04,def_int,0,,,,,
player,201409280rai,mia,JohnAn04,def_int_yds,0,,,,,
player,201409280rai,mia,JohnAn04,def_int_td,0,,,,,
player,201409280rai,mia,JohnAn04,def_int_long,0,,,,,
player,201409280rai,mia,JohnAn04,pass_defended,0,,,,,
player,201409280rai,mia,JohnAn04,sacks,0.0,,,,,
player,201409280rai,mia,JohnAn04,tackles_combined,1,,,,,
player,201409280rai,mia,JohnAn04,tackles_solo,1,,,,,
player,201409280rai,mia,JohnAn04,tackles_assists,0,,,,,
player,201409280rai,mia,JohnAn04,tackles_loss,0,,,,,
player,201409280rai,mia,JohnAn04,qb_hits,1,,,,,
player,201409280rai,mia,JohnAn04,fumbles_rec,0,,,,,
player,201409280rai,mia,JohnAn04,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,JohnAn04,fumbles_rec_td,0,,,,,
player,201409280rai,mia,JohnAn04,fumbles_forced,0,,,,,
player,201409280rai,mia,MitcEa99,def_int,0,,,,,
player,201409280rai,mia,MitcEa99,def_int_yds,0,,,,,
player,201409280rai,mia,MitcEa99,def_int_td,0,,,,,
player,201409280rai,mia,MitcEa99,def_int_long,0,,,,,
player,201409280rai,mia,MitcEa99,pass_defended,0,,,,,
player,201409280rai,mia,MitcEa99,sacks,0.0,,,,,
player,201409280rai,mia,MitcEa99,tackles_combined,1,,,,,
player,201409280rai,mia,MitcEa99,tackles_solo,1,,,,,
player,201409280rai,mia,MitcEa99,tackles_assists,0,,,,,
player,201409280rai,mia,MitcEa99,tackles_loss,0,,,,,
player,201409280rai,mia,MitcEa99,qb_hits,0,,,,,
player,201409280rai,mia,MitcEa99,fumbles_rec,0,,,,,
player,201409280rai,mia,MitcEa99,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,MitcEa99,fumbles_rec_td,0,,,,,
player,201409280rai,mia,MitcEa99,fumbles_forced,0,,,,,
player,201409280rai,mia,OdriJa99,def_int,0,,,,,
player,201409280rai,mia,OdriJa99,def_int_yds,0,,,,,
player,201409280rai,mia,OdriJa99,def_int_td,0,,,,,
player,201409280rai,mia,OdriJa99,def_int_long,0,,,,,
player,201409280rai,mia,OdriJa99,pass_defended,1,,,,,
player,201409280rai,mia,OdriJa99,sacks,0.0,,,,,
player,201409280rai,mia,OdriJa99,tackles_combined,1,,,,,
player,201409280rai,mia,OdriJa99,tackles_solo,1,,,,,
player,201409280rai,mia,OdriJa99,tackles_assists,0,,,,,
player,201409280rai,mia,OdriJa99,tackles_loss,0,,,,,
player,201409280rai,mia,OdriJa99,qb_hits,0,,,,,
player,201409280rai,mia,OdriJa99,fumbles_rec,0,,,,,
player,201409280rai,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201409280rai,mia,OdriJa99,fumbles_forced,0,,,,,
player,201409280rai,mia,WakeCa00,def_int,0,,,,,
player,201409280rai,mia,WakeCa00,def_int_yds,0,,,,,
player,201409280rai,mia,WakeCa00,def_int_td,0,,,,,
player,201409280rai,mia,WakeCa00,def_int_long,0,,,,,
player,201409280rai,mia,WakeCa00,pass_defended,0,,,,,
player,201409280rai,mia,WakeCa00,sacks,0.0,,,,,
player,201409280rai,mia,WakeCa00,tackles_combined,1,,,,,
player,201409280rai,mia,WakeCa00,tackles_solo,1,,,,,
player,201409280rai,mia,WakeCa00,tackles_assists,0,,,,,
player,201409280rai,mia,WakeCa00,tackles_loss,0,,,,,
player,201409280rai,mia,WakeCa00,qb_hits,1,,,,,
player,201409280rai,mia,WakeCa00,fumbles_rec,0,,,,,
player,201409280rai,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201409280rai,mia,WakeCa00,fumbles_forced,0,,,,,
player,201409280rai,mia,VernOl00,def_int,0,,,,,
player,201409280rai,mia,VernOl00,def_int_yds,0,,,,,
player,201409280rai,mia,VernOl00,def_int_td,0,,,,,
player,201409280rai,mia,VernOl00,def_int_long,0,,,,,
player,201409280rai,mia,VernOl00,pass_defended,0,,,,,
player,201409280rai,mia,VernOl00,sacks,0.0,,,,,
player,201409280rai,mia,VernOl00,tackles_combined,0,,,,,
player,201409280rai,mia,VernOl00,tackles_solo,0,,,,,
player,201409280rai,mia,VernOl00,tackles_assists,0,,,,,
player,201409280rai,mia,VernOl00,tackles_loss,0,,,,,
player,201409280rai,mia,VernOl00,qb_hits,1,,,,,
player,201409280rai,mia,VernOl00,fumbles_rec,0,,,,,
player,201409280rai,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201409280rai,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201409280rai,mia,VernOl00,fumbles_forced,0,,,,,
player,201409280rai,rai,CarrTr00,def_int,1,,,,,
player,201409280rai,rai,CarrTr00,def_int_yds,28,,,,,
player,201409280rai,rai,CarrTr00,def_int_td,0,,,,,
player,201409280rai,rai,CarrTr00,def_int_long,28,,,,,
player,201409280rai,rai,CarrTr00,pass_defended,1,,,,,
player,201409280rai,rai,CarrTr00,sacks,0.0,,,,,
player,201409280rai,rai,CarrTr00,tackles_combined,5,,,,,
player,201409280rai,rai,CarrTr00,tackles_solo,5,,,,,
player,201409280rai,rai,CarrTr00,tackles_assists,0,,,,,
player,201409280rai,rai,CarrTr00,tackles_loss,0,,,,,
player,201409280rai,rai,CarrTr00,qb_hits,0,,,,,
player,201409280rai,rai,CarrTr00,fumbles_rec,0,,,,,
player,201409280rai,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201409280rai,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201409280rai,rai,CarrTr00,fumbles_forced,0,,,,,
player,201409280rai,rai,BurrMi00,def_int,0,,,,,
player,201409280rai,rai,BurrMi00,def_int_yds,0,,,,,
player,201409280rai,rai,BurrMi00,def_int_td,0,,,,,
player,201409280rai,rai,BurrMi00,def_int_long,0,,,,,
player,201409280rai,rai,BurrMi00,pass_defended,0,,,,,
player,201409280rai,rai,BurrMi00,sacks,0.0,,,,,
player,201409280rai,rai,BurrMi00,tackles_combined,7,,,,,
player,201409280rai,rai,BurrMi00,tackles_solo,6,,,,,
player,201409280rai,rai,BurrMi00,tackles_assists,1,,,,,
player,201409280rai,rai,BurrMi00,tackles_loss,0,,,,,
player,201409280rai,rai,BurrMi00,qb_hits,1,,,,,
player,201409280rai,rai,BurrMi00,fumbles_rec,0,,,,,
player,201409280rai,rai,BurrMi00,fumbles_rec_yds,0,,,,,
player,201409280rai,rai,BurrMi00,fumbles_rec_td,0,,,,,
player,201409280rai,rai,BurrMi00,fumbles_forced,0,,,,,
player,201409280rai,rai,YounUs99,def_int,0,,,,,
player,201409280rai,rai,YounUs99,def_int_yds,0,,,,,
player,201409280rai,rai,YounUs99,def_int_td,0,,,,,
player,201409280rai,rai,YounUs99,def_int_long,0,,,,,
player,201409280rai,rai,YounUs99,pass_defended,0,,,,,
player,201409280rai,rai,YounUs99,sacks,0.0,,,,,
player,201409280rai,rai,YounUs99,tackles_combined,7,,,,,
player,201409280rai,rai,YounUs99,tackles_solo,7,,,,,
player,201409280rai,rai,YounUs99,tackles_assists,0,,,,,
player,201409280rai,rai,YounUs99,tackles_loss,1,,,,,
player,201409280rai,rai,YounUs99,qb_hits,1,,,,,
