game,2014,16,20141221,201412210tam,gnb,"Green Bay Packers",20,tam,"Tampa Bay Buccaneers",3
player,201412210tam,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201412210tam,gnb,KuhnJo00,pass_long,0,,,,,
player,201412210tam,gnb,KuhnJo00,pass_rating,,,,,,
player,201412210tam,gnb,KuhnJo00,rush_att,4,,,,,
player,201412210tam,gnb,KuhnJo00,rush_yds,22,,,,,
player,201412210tam,gnb,KuhnJo00,rush_td,0,,,,,
player,201412210tam,gnb,KuhnJo00,rush_long,11,,,,,
player,201412210tam,gnb,KuhnJo00,targets,0,,,,,
player,201412210tam,gnb,KuhnJo00,rec,0,,,,,
player,201412210tam,gnb,KuhnJo00,rec_yds,0,,,,,
player,201412210tam,gnb,KuhnJo00,rec_td,0,,,,,
player,201412210tam,gnb,KuhnJo00,rec_long,0,,,,,
player,201412210tam,gnb,KuhnJo00,fumbles,0,,,,,
player,201412210tam,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201412210tam,gnb,StarJa00,pass_cmp,0,,,,,
player,201412210tam,gnb,StarJa00,pass_att,0,,,,,
player,201412210tam,gnb,StarJa00,pass_yds,0,,,,,
player,201412210tam,gnb,StarJa00,pass_td,0,,,,,
player,201412210tam,gnb,StarJa00,pass_int,0,,,,,
player,201412210tam,gnb,StarJa00,pass_sacked,0,,,,,
player,201412210tam,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201412210tam,gnb,StarJa00,pass_long,0,,,,,
player,201412210tam,gnb,StarJa00,pass_rating,,,,,,
player,201412210tam,gnb,StarJa00,rush_att,7,,,,,
player,201412210tam,gnb,StarJa00,rush_yds,3,,,,,
player,201412210tam,gnb,StarJa00,rush_td,0,,,,,
player,201412210tam,gnb,StarJa00,rush_long,4,,,,,
player,201412210tam,gnb,StarJa00,targets,5,,,,,
player,201412210tam,gnb,StarJa00,rec,4,,,,,
player,201412210tam,gnb,StarJa00,rec_yds,22,,,,,
player,201412210tam,gnb,StarJa00,rec_td,0,,,,,
player,201412210tam,gnb,StarJa00,rec_long,9,,,,,
player,201412210tam,gnb,StarJa00,fumbles,0,,,,,
player,201412210tam,gnb,StarJa00,fumbles_lost,0,,,,,
player,201412210tam,gnb,CobbRa00,pass_cmp,0,,,,,
player,201412210tam,gnb,CobbRa00,pass_att,0,,,,,
player,201412210tam,gnb,CobbRa00,pass_yds,0,,,,,
player,201412210tam,gnb,CobbRa00,pass_td,0,,,,,
player,201412210tam,gnb,CobbRa00,pass_int,0,,,,,
player,201412210tam,gnb,CobbRa00,pass_sacked,0,,,,,
player,201412210tam,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201412210tam,gnb,CobbRa00,pass_long,0,,,,,
player,201412210tam,gnb,CobbRa00,pass_rating,,,,,,
player,201412210tam,gnb,CobbRa00,rush_att,0,,,,,
player,201412210tam,gnb,CobbRa00,rush_yds,0,,,,,
player,201412210tam,gnb,CobbRa00,rush_td,0,,,,,
player,201412210tam,gnb,CobbRa00,rush_long,0,,,,,
player,201412210tam,gnb,CobbRa00,targets,14,,,,,
player,201412210tam,gnb,CobbRa00,rec,11,,,,,
player,201412210tam,gnb,CobbRa00,rec_yds,131,,,,,
player,201412210tam,gnb,CobbRa00,rec_td,0,,,,,
player,201412210tam,gnb,CobbRa00,rec_long,30,,,,,
player,201412210tam,gnb,CobbRa00,fumbles,1,,,,,
player,201412210tam,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201412210tam,gnb,NelsJo00,pass_cmp,0,,,,,
player,201412210tam,gnb,NelsJo00,pass_att,0,,,,,
player,201412210tam,gnb,NelsJo00,pass_yds,0,,,,,
player,201412210tam,gnb,NelsJo00,pass_td,0,,,,,
player,201412210tam,gnb,NelsJo00,pass_int,0,,,,,
player,201412210tam,gnb,NelsJo00,pass_sacked,0,,,,,
player,201412210tam,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201412210tam,gnb,NelsJo00,pass_long,0,,,,,
player,201412210tam,gnb,NelsJo00,pass_rating,,,,,,
player,201412210tam,gnb,NelsJo00,rush_att,0,,,,,
player,201412210tam,gnb,NelsJo00,rush_yds,0,,,,,
player,201412210tam,gnb,NelsJo00,rush_td,0,,,,,
player,201412210tam,gnb,NelsJo00,rush_long,0,,,,,
player,201412210tam,gnb,NelsJo00,targets,9,,,,,
player,201412210tam,gnb,NelsJo00,rec,9,,,,,
player,201412210tam,gnb,NelsJo00,rec_yds,113,,,,,
player,201412210tam,gnb,NelsJo00,rec_td,1,,,,,
player,201412210tam,gnb,NelsJo00,rec_long,28,,,,,
player,201412210tam,gnb,NelsJo00,fumbles,0,,,,,
player,201412210tam,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201412210tam,gnb,QuarAn00,pass_cmp,0,,,,,
player,201412210tam,gnb,QuarAn00,pass_att,0,,,,,
player,201412210tam,gnb,QuarAn00,pass_yds,0,,,,,
player,201412210tam,gnb,QuarAn00,pass_td,0,,,,,
player,201412210tam,gnb,QuarAn00,pass_int,0,,,,,
player,201412210tam,gnb,QuarAn00,pass_sacked,0,,,,,
player,201412210tam,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201412210tam,gnb,QuarAn00,pass_long,0,,,,,
player,201412210tam,gnb,QuarAn00,pass_rating,,,,,,
player,201412210tam,gnb,QuarAn00,rush_att,0,,,,,
player,201412210tam,gnb,QuarAn00,rush_yds,0,,,,,
player,201412210tam,gnb,QuarAn00,rush_td,0,,,,,
player,201412210tam,gnb,QuarAn00,rush_long,0,,,,,
player,201412210tam,gnb,QuarAn00,targets,3,,,,,
player,201412210tam,gnb,QuarAn00,rec,2,,,,,
player,201412210tam,gnb,QuarAn00,rec_yds,17,,,,,
player,201412210tam,gnb,QuarAn00,rec_td,0,,,,,
player,201412210tam,gnb,QuarAn00,rec_long,16,,,,,
player,201412210tam,gnb,QuarAn00,fumbles,0,,,,,
player,201412210tam,gnb,QuarAn00,fumbles_lost,0,,,,,
player,201412210tam,gnb,AdamDa01,pass_cmp,0,,,,,
player,201412210tam,gnb,AdamDa01,pass_att,0,,,,,
player,201412210tam,gnb,AdamDa01,pass_yds,0,,,,,
player,201412210tam,gnb,AdamDa01,pass_td,0,,,,,
player,201412210tam,gnb,AdamDa01,pass_int,0,,,,,
player,201412210tam,gnb,AdamDa01,pass_sacked,0,,,,,
player,201412210tam,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201412210tam,gnb,AdamDa01,pass_long,0,,,,,
player,201412210tam,gnb,AdamDa01,pass_rating,,,,,,
player,201412210tam,gnb,AdamDa01,rush_att,0,,,,,
player,201412210tam,gnb,AdamDa01,rush_yds,0,,,,,
player,201412210tam,gnb,AdamDa01,rush_td,0,,,,,
player,201412210tam,gnb,AdamDa01,rush_long,0,,,,,
player,201412210tam,gnb,AdamDa01,targets,4,,,,,
player,201412210tam,gnb,AdamDa01,rec,2,,,,,
player,201412210tam,gnb,AdamDa01,rec_yds,17,,,,,
player,201412210tam,gnb,AdamDa01,rec_td,0,,,,,
player,201412210tam,gnb,AdamDa01,rec_long,9,,,,,
player,201412210tam,gnb,AdamDa01,fumbles,0,,,,,
player,201412210tam,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201412210tam,gnb,RodgRi00,pass_cmp,0,,,,,
player,201412210tam,gnb,RodgRi00,pass_att,0,,,,,
player,201412210tam,gnb,RodgRi00,pass_yds,0,,,,,
player,201412210tam,gnb,RodgRi00,pass_td,0,,,,,
player,201412210tam,gnb,RodgRi00,pass_int,0,,,,,
player,201412210tam,gnb,RodgRi00,pass_sacked,0,,,,,
player,201412210tam,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201412210tam,gnb,RodgRi00,pass_long,0,,,,,
player,201412210tam,gnb,RodgRi00,pass_rating,,,,,,
player,201412210tam,gnb,RodgRi00,rush_att,0,,,,,
player,201412210tam,gnb,RodgRi00,rush_yds,0,,,,,
player,201412210tam,gnb,RodgRi00,rush_td,0,,,,,
player,201412210tam,gnb,RodgRi00,rush_long,0,,,,,
player,201412210tam,gnb,RodgRi00,targets,3,,,,,
player,201412210tam,gnb,RodgRi00,rec,2,,,,,
player,201412210tam,gnb,RodgRi00,rec_yds,13,,,,,
player,201412210tam,gnb,RodgRi00,rec_td,0,,,,,
player,201412210tam,gnb,RodgRi00,rec_long,8,,,,,
player,201412210tam,gnb,RodgRi00,fumbles,0,,,,,
player,201412210tam,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201412210tam,gnb,BoykJa00,pass_cmp,0,,,,,
player,201412210tam,gnb,BoykJa00,pass_att,0,,,,,
player,201412210tam,gnb,BoykJa00,pass_yds,0,,,,,
player,201412210tam,gnb,BoykJa00,pass_td,0,,,,,
player,201412210tam,gnb,BoykJa00,pass_int,0,,,,,
player,201412210tam,gnb,BoykJa00,pass_sacked,0,,,,,
player,201412210tam,gnb,BoykJa00,pass_sacked_yds,0,,,,,
player,201412210tam,gnb,BoykJa00,pass_long,0,,,,,
player,201412210tam,gnb,BoykJa00,pass_rating,,,,,,
player,201412210tam,gnb,BoykJa00,rush_att,0,,,,,
player,201412210tam,gnb,BoykJa00,rush_yds,0,,,,,
player,201412210tam,gnb,BoykJa00,rush_td,0,,,,,
player,201412210tam,gnb,BoykJa00,rush_long,0,,,,,
player,201412210tam,gnb,BoykJa00,targets,1,,,,,
player,201412210tam,gnb,BoykJa00,rec,0,,,,,
player,201412210tam,gnb,BoykJa00,rec_yds,0,,,,,
player,201412210tam,gnb,BoykJa00,rec_td,0,,,,,
player,201412210tam,gnb,BoykJa00,rec_long,0,,,,,
player,201412210tam,gnb,BoykJa00,fumbles,0,,,,,
player,201412210tam,gnb,BoykJa00,fumbles_lost,0,,,,,
player,201412210tam,gnb,FlynMa00,pass_cmp,0,,,,,
player,201412210tam,gnb,FlynMa00,pass_att,0,,,,,
player,201412210tam,gnb,FlynMa00,pass_yds,0,,,,,
player,201412210tam,gnb,FlynMa00,pass_td,0,,,,,
player,201412210tam,gnb,FlynMa00,pass_int,0,,,,,
player,201412210tam,gnb,FlynMa00,pass_sacked,0,,,,,
player,201412210tam,gnb,FlynMa00,pass_sacked_yds,0,,,,,
player,201412210tam,gnb,FlynMa00,pass_long,0,,,,,
player,201412210tam,gnb,FlynMa00,pass_rating,,,,,,
player,201412210tam,gnb,FlynMa00,rush_att,3,,,,,
player,201412210tam,gnb,FlynMa00,rush_yds,-3,,,,,
player,201412210tam,gnb,FlynMa00,rush_td,0,,,,,
player,201412210tam,gnb,FlynMa00,rush_long,-1,,,,,
player,201412210tam,gnb,FlynMa00,targets,0,,,,,
player,201412210tam,gnb,FlynMa00,rec,0,,,,,
player,201412210tam,gnb,FlynMa00,rec_yds,0,,,,,
player,201412210tam,gnb,FlynMa00,rec_td,0,,,,,
player,201412210tam,gnb,FlynMa00,rec_long,0,,,,,
player,201412210tam,gnb,FlynMa00,fumbles,0,,,,,
player,201412210tam,gnb,FlynMa00,fumbles_lost,0,,,,,
player,201412210tam,tam,McCoJo01,pass_cmp,12,,,,,
player,201412210tam,tam,McCoJo01,pass_att,26,,,,,
player,201412210tam,tam,McCoJo01,pass_yds,147,,,,,
player,201412210tam,tam,McCoJo01,pass_td,0,,,,,
player,201412210tam,tam,McCoJo01,pass_int,1,,,,,
player,201412210tam,tam,McCoJo01,pass_sacked,7,,,,,
player,201412210tam,tam,McCoJo01,pass_sacked_yds,54,,,,,
player,201412210tam,tam,McCoJo01,pass_long,40,,,,,
player,201412210tam,tam,McCoJo01,pass_rating,48.1,,,,,
player,201412210tam,tam,McCoJo01,rush_att,0,,,,,
player,201412210tam,tam,McCoJo01,rush_yds,0,,,,,
player,201412210tam,tam,McCoJo01,rush_td,0,,,,,
player,201412210tam,tam,McCoJo01,rush_long,0,,,,,
player,201412210tam,tam,McCoJo01,targets,0,,,,,
player,201412210tam,tam,McCoJo01,rec,0,,,,,
player,201412210tam,tam,McCoJo01,rec_yds,0,,,,,
player,201412210tam,tam,McCoJo01,rec_td,0,,,,,
player,201412210tam,tam,McCoJo01,rec_long,0,,,,,
player,201412210tam,tam,McCoJo01,fumbles,1,,,,,
player,201412210tam,tam,McCoJo01,fumbles_lost,0,,,,,
player,201412210tam,tam,MartDo00,pass_cmp,0,,,,,
player,201412210tam,tam,MartDo00,pass_att,0,,,,,
player,201412210tam,tam,MartDo00,pass_yds,0,,,,,
player,201412210tam,tam,MartDo00,pass_td,0,,,,,
player,201412210tam,tam,MartDo00,pass_int,0,,,,,
player,201412210tam,tam,MartDo00,pass_sacked,0,,,,,
player,201412210tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201412210tam,tam,MartDo00,pass_long,0,,,,,
player,201412210tam,tam,MartDo00,pass_rating,,,,,,
player,201412210tam,tam,MartDo00,rush_att,10,,,,,
player,201412210tam,tam,MartDo00,rush_yds,17,,,,,
player,201412210tam,tam,MartDo00,rush_td,0,,,,,
player,201412210tam,tam,MartDo00,rush_long,4,,,,,
player,201412210tam,tam,MartDo00,targets,1,,,,,
player,201412210tam,tam,MartDo00,rec,0,,,,,
player,201412210tam,tam,MartDo00,rec_yds,0,,,,,
player,201412210tam,tam,MartDo00,rec_td,0,,,,,
player,201412210tam,tam,MartDo00,rec_long,0,,,,,
player,201412210tam,tam,MartDo00,fumbles,0,,,,,
player,201412210tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201412210tam,tam,JackVi00,pass_cmp,0,,,,,
player,201412210tam,tam,JackVi00,pass_att,0,,,,,
player,201412210tam,tam,JackVi00,pass_yds,0,,,,,
player,201412210tam,tam,JackVi00,pass_td,0,,,,,
player,201412210tam,tam,JackVi00,pass_int,0,,,,,
player,201412210tam,tam,JackVi00,pass_sacked,0,,,,,
player,201412210tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201412210tam,tam,JackVi00,pass_long,0,,,,,
player,201412210tam,tam,JackVi00,pass_rating,,,,,,
player,201412210tam,tam,JackVi00,rush_att,0,,,,,
player,201412210tam,tam,JackVi00,rush_yds,0,,,,,
player,201412210tam,tam,JackVi00,rush_td,0,,,,,
player,201412210tam,tam,JackVi00,rush_long,0,,,,,
player,201412210tam,tam,JackVi00,targets,6,,,,,
player,201412210tam,tam,JackVi00,rec,3,,,,,
player,201412210tam,tam,JackVi00,rec_yds,60,,,,,
player,201412210tam,tam,JackVi00,rec_td,0,,,,,
player,201412210tam,tam,JackVi00,rec_long,40,,,,,
player,201412210tam,tam,JackVi00,fumbles,0,,,,,
player,201412210tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201412210tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201412210tam,tam,EvanMi00,pass_att,0,,,,,
player,201412210tam,tam,EvanMi00,pass_yds,0,,,,,
player,201412210tam,tam,EvanMi00,pass_td,0,,,,,
player,201412210tam,tam,EvanMi00,pass_int,0,,,,,
player,201412210tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201412210tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201412210tam,tam,EvanMi00,pass_long,0,,,,,
player,201412210tam,tam,EvanMi00,pass_rating,,,,,,
player,201412210tam,tam,EvanMi00,rush_att,0,,,,,
player,201412210tam,tam,EvanMi00,rush_yds,0,,,,,
player,201412210tam,tam,EvanMi00,rush_td,0,,,,,
player,201412210tam,tam,EvanMi00,rush_long,0,,,,,
player,201412210tam,tam,EvanMi00,targets,7,,,,,
player,201412210tam,tam,EvanMi00,rec,4,,,,,
player,201412210tam,tam,EvanMi00,rec_yds,49,,,,,
player,201412210tam,tam,EvanMi00,rec_td,0,,,,,
player,201412210tam,tam,EvanMi00,rec_long,22,,,,,
player,201412210tam,tam,EvanMi00,fumbles,0,,,,,
player,201412210tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201412210tam,tam,StocLu00,pass_cmp,0,,,,,
player,201412210tam,tam,StocLu00,pass_att,0,,,,,
player,201412210tam,tam,StocLu00,pass_yds,0,,,,,
player,201412210tam,tam,StocLu00,pass_td,0,,,,,
player,201412210tam,tam,StocLu00,pass_int,0,,,,,
player,201412210tam,tam,StocLu00,pass_sacked,0,,,,,
player,201412210tam,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201412210tam,tam,StocLu00,pass_long,0,,,,,
player,201412210tam,tam,StocLu00,pass_rating,,,,,,
player,201412210tam,tam,StocLu00,rush_att,0,,,,,
player,201412210tam,tam,StocLu00,rush_yds,0,,,,,
player,201412210tam,tam,StocLu00,rush_td,0,,,,,
player,201412210tam,tam,StocLu00,rush_long,0,,,,,
player,201412210tam,tam,StocLu00,targets,3,,,,,
player,201412210tam,tam,StocLu00,rec,2,,,,,
player,201412210tam,tam,StocLu00,rec_yds,8,,,,,
player,201412210tam,tam,StocLu00,rec_td,0,,,,,
player,201412210tam,tam,StocLu00,rec_long,4,,,,,
player,201412210tam,tam,StocLu00,fumbles,0,,,,,
player,201412210tam,tam,StocLu00,fumbles_lost,0,,,,,
player,201412210tam,tam,MyerBr00,pass_cmp,0,,,,,
player,201412210tam,tam,MyerBr00,pass_att,0,,,,,
player,201412210tam,tam,MyerBr00,pass_yds,0,,,,,
player,201412210tam,tam,MyerBr00,pass_td,0,,,,,
player,201412210tam,tam,MyerBr00,pass_int,0,,,,,
player,201412210tam,tam,MyerBr00,pass_sacked,0,,,,,
player,201412210tam,tam,MyerBr00,pass_sacked_yds,0,,,,,
player,201412210tam,tam,MyerBr00,pass_long,0,,,,,
player,201412210tam,tam,MyerBr00,pass_rating,,,,,,
player,201412210tam,tam,MyerBr00,rush_att,0,,,,,
player,201412210tam,tam,MyerBr00,rush_yds,0,,,,,
player,201412210tam,tam,MyerBr00,rush_td,0,,,,,
player,201412210tam,tam,MyerBr00,rush_long,0,,,,,
player,201412210tam,tam,MyerBr00,targets,2,,,,,
player,201412210tam,tam,MyerBr00,rec,0,,,,,
player,201412210tam,tam,MyerBr00,rec_yds,0,,,,,
player,201412210tam,tam,MyerBr00,rec_td,0,,,,,
player,201412210tam,tam,MyerBr00,rec_long,0,,,,,
player,201412210tam,tam,MyerBr00,fumbles,0,,,,,
player,201412210tam,tam,MyerBr00,fumbles_lost,0,,,,,
player,201412210tam,tam,ShepRu00,pass_cmp,0,,,,,
player,201412210tam,tam,ShepRu00,pass_att,0,,,,,
player,201412210tam,tam,ShepRu00,pass_yds,0,,,,,
player,201412210tam,tam,ShepRu00,pass_td,0,,,,,
player,201412210tam,tam,ShepRu00,pass_int,0,,,,,
player,201412210tam,tam,ShepRu00,pass_sacked,0,,,,,
player,201412210tam,tam,ShepRu00,pass_sacked_yds,0,,,,,
player,201412210tam,tam,ShepRu00,pass_long,0,,,,,
player,201412210tam,tam,ShepRu00,pass_rating,,,,,,
player,201412210tam,tam,ShepRu00,rush_att,0,,,,,
player,201412210tam,tam,ShepRu00,rush_yds,0,,,,,
player,201412210tam,tam,ShepRu00,rush_td,0,,,,,
player,201412210tam,tam,ShepRu00,rush_long,0,,,,,
player,201412210tam,tam,ShepRu00,targets,1,,,,,
player,201412210tam,tam,ShepRu00,rec,0,,,,,
player,201412210tam,tam,ShepRu00,rec_yds,0,,,,,
player,201412210tam,tam,ShepRu00,rec_td,0,,,,,
player,201412210tam,tam,ShepRu00,rec_long,0,,,,,
player,201412210tam,tam,ShepRu00,fumbles,0,,,,,
player,201412210tam,tam,ShepRu00,fumbles_lost,0,,,,,
player,201412210tam,tam,SimsCh00,pass_cmp,0,,,,,
player,201412210tam,tam,SimsCh00,pass_att,0,,,,,
player,201412210tam,tam,SimsCh00,pass_yds,0,,,,,
player,201412210tam,tam,SimsCh00,pass_td,0,,,,,
player,201412210tam,tam,SimsCh00,pass_int,0,,,,,
player,201412210tam,tam,SimsCh00,pass_sacked,0,,,,,
player,201412210tam,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201412210tam,tam,SimsCh00,pass_long,0,,,,,
player,201412210tam,tam,SimsCh00,pass_rating,,,,,,
player,201412210tam,tam,SimsCh00,rush_att,4,,,,,
player,201412210tam,tam,SimsCh00,rush_yds,-1,,,,,
player,201412210tam,tam,SimsCh00,rush_td,0,,,,,
player,201412210tam,tam,SimsCh00,rush_long,1,,,,,
player,201412210tam,tam,SimsCh00,targets,6,,,,,
player,201412210tam,tam,SimsCh00,rec,3,,,,,
player,201412210tam,tam,SimsCh00,rec_yds,30,,,,,
player,201412210tam,tam,SimsCh00,rec_td,0,,,,,
player,201412210tam,tam,SimsCh00,rec_long,18,,,,,
player,201412210tam,tam,SimsCh00,fumbles,0,,,,,
player,201412210tam,tam,SimsCh00,fumbles_lost,0,,,,,
player,201412210tam,gnb,JoneDa03,def_int,1,,,,,
player,201412210tam,gnb,JoneDa03,def_int_yds,18,,,,,
player,201412210tam,gnb,JoneDa03,def_int_td,0,,,,,
player,201412210tam,gnb,JoneDa03,def_int_long,18,,,,,
player,201412210tam,gnb,JoneDa03,pass_defended,1,,,,,
player,201412210tam,gnb,JoneDa03,sacks,0.5,,,,,
player,201412210tam,gnb,JoneDa03,tackles_combined,1,,,,,
player,201412210tam,gnb,JoneDa03,tackles_solo,0,,,,,
player,201412210tam,gnb,JoneDa03,tackles_assists,1,,,,,
player,201412210tam,gnb,JoneDa03,tackles_loss,0,,,,,
player,201412210tam,gnb,JoneDa03,qb_hits,1,,,,,
player,201412210tam,gnb,JoneDa03,fumbles_rec,0,,,,,
player,201412210tam,gnb,JoneDa03,fumbles_rec_yds,0,,,,,
player,201412210tam,gnb,JoneDa03,fumbles_rec_td,0,,,,,
player,201412210tam,gnb,JoneDa03,fumbles_forced,0,,,,,
player,201412210tam,gnb,MattCl99,def_int,0,,,,,
player,201412210tam,gnb,MattCl99,def_int_yds,0,,,,,
player,201412210tam,gnb,MattCl99,def_int_td,0,,,,,
player,201412210tam,gnb,MattCl99,def_int_long,0,,,,,
player,201412210tam,gnb,MattCl99,pass_defended,1,,,,,
player,201412210tam,gnb,MattCl99,sacks,2.5,,,,,
player,201412210tam,gnb,MattCl99,tackles_combined,6,,,,,
player,201412210tam,gnb,MattCl99,tackles_solo,4,,,,,
player,201412210tam,gnb,MattCl99,tackles_assists,2,,,,,
player,201412210tam,gnb,MattCl99,tackles_loss,3,,,,,
player,201412210tam,gnb,MattCl99,qb_hits,4,,,,,
player,201412210tam,gnb,MattCl99,fumbles_rec,0,,,,,
player,201412210tam,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201412210tam,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201412210tam,gnb,MattCl99,fumbles_forced,0,,,,,
player,201412210tam,gnb,PeppJu99,def_int,0,,,,,
player,201412210tam,gnb,PeppJu99,def_int_yds,0,,,,,
player,201412210tam,gnb,PeppJu99,def_int_td,0,,,,,
player,201412210tam,gnb,PeppJu99,def_int_long,0,,,,,
player,201412210tam,gnb,PeppJu99,pass_defended,0,,,,,
player,201412210tam,gnb,PeppJu99,sacks,2.0,,,,,
player,201412210tam,gnb,PeppJu99,tackles_combined,2,,,,,
player,201412210tam,gnb,PeppJu99,tackles_solo,2,,,,,
player,201412210tam,gnb,PeppJu99,tackles_assists,0,,,,,
player,201412210tam,gnb,PeppJu99,tackles_loss,1,,,,,
player,201412210tam,gnb,PeppJu99,qb_hits,2,,,,,
player,201412210tam,gnb,PeppJu99,fumbles_rec,0,,,,,
