game,2014,11,20141116,201411160ram,den,"Denver Broncos",7,ram,"St. Louis Rams",22
player,201411160ram,ram,WestEt00,def_int_long,0,,,,,
player,201411160ram,ram,WestEt00,pass_defended,0,,,,,
player,201411160ram,ram,WestEt00,sacks,0.0,,,,,
player,201411160ram,ram,WestEt00,tackles_combined,1,,,,,
player,201411160ram,ram,WestEt00,tackles_solo,0,,,,,
player,201411160ram,ram,WestEt00,tackles_assists,1,,,,,
player,201411160ram,ram,WestEt00,tackles_loss,0,,,,,
player,201411160ram,ram,WestEt00,qb_hits,0,,,,,
player,201411160ram,ram,WestEt00,fumbles_rec,0,,,,,
player,201411160ram,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,WestEt00,fumbles_forced,0,,,,,
player,201411160ram,ram,QuinRo00,def_int,0,,,,,
player,201411160ram,ram,QuinRo00,def_int_yds,0,,,,,
player,201411160ram,ram,QuinRo00,def_int_td,0,,,,,
player,201411160ram,ram,QuinRo00,def_int_long,0,,,,,
player,201411160ram,ram,QuinRo00,pass_defended,3,,,,,
player,201411160ram,ram,QuinRo00,sacks,0.0,,,,,
player,201411160ram,ram,QuinRo00,tackles_combined,0,,,,,
player,201411160ram,ram,QuinRo00,tackles_solo,0,,,,,
player,201411160ram,ram,QuinRo00,tackles_assists,0,,,,,
player,201411160ram,ram,QuinRo00,tackles_loss,0,,,,,
player,201411160ram,ram,QuinRo00,qb_hits,1,,,,,
player,201411160ram,ram,QuinRo00,fumbles_rec,0,,,,,
player,201411160ram,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201411160ram,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201411160ram,ram,QuinRo00,fumbles_forced,0,,,,,
player,201411160ram,den,BursIs01,kick_ret,0,,,,,
player,201411160ram,den,BursIs01,kick_ret_yds,0,,,,,
player,201411160ram,den,BursIs01,kick_ret_yds_per_ret,,,,,,
player,201411160ram,den,BursIs01,kick_ret_td,0,,,,,
player,201411160ram,den,BursIs01,kick_ret_long,0,,,,,
player,201411160ram,den,BursIs01,punt_ret,1,,,,,
player,201411160ram,den,BursIs01,punt_ret_yds,0,,,,,
player,201411160ram,den,BursIs01,punt_ret_yds_per_ret,0.0,,,,,
player,201411160ram,den,BursIs01,punt_ret_td,0,,,,,
player,201411160ram,den,BursIs01,punt_ret_long,0,,,,,
player,201411160ram,den,CaldAn00,kick_ret,2,,,,,
player,201411160ram,den,CaldAn00,kick_ret_yds,24,,,,,
player,201411160ram,den,CaldAn00,kick_ret_yds_per_ret,12.0,,,,,
player,201411160ram,den,CaldAn00,kick_ret_td,0,,,,,
player,201411160ram,den,CaldAn00,kick_ret_long,14,,,,,
player,201411160ram,den,CaldAn00,punt_ret,0,,,,,
player,201411160ram,den,CaldAn00,punt_ret_yds,0,,,,,
player,201411160ram,den,CaldAn00,punt_ret_yds_per_ret,,,,,,
player,201411160ram,den,CaldAn00,punt_ret_td,0,,,,,
player,201411160ram,den,CaldAn00,punt_ret_long,0,,,,,
player,201411160ram,ram,AustTa00,kick_ret,0,,,,,
player,201411160ram,ram,AustTa00,kick_ret_yds,0,,,,,
player,201411160ram,ram,AustTa00,kick_ret_yds_per_ret,,,,,,
player,201411160ram,ram,AustTa00,kick_ret_td,0,,,,,
player,201411160ram,ram,AustTa00,kick_ret_long,0,,,,,
player,201411160ram,ram,AustTa00,punt_ret,2,,,,,
player,201411160ram,ram,AustTa00,punt_ret_yds,13,,,,,
player,201411160ram,ram,AustTa00,punt_ret_yds_per_ret,6.5,,,,,
player,201411160ram,ram,AustTa00,punt_ret_td,0,,,,,
player,201411160ram,ram,AustTa00,punt_ret_long,10,,,,,
player,201411160ram,ram,CunnBe01,kick_ret,2,,,,,
player,201411160ram,ram,CunnBe01,kick_ret_yds,49,,,,,
player,201411160ram,ram,CunnBe01,kick_ret_yds_per_ret,24.5,,,,,
player,201411160ram,ram,CunnBe01,kick_ret_td,0,,,,,
player,201411160ram,ram,CunnBe01,kick_ret_long,25,,,,,
player,201411160ram,ram,CunnBe01,punt_ret,0,,,,,
player,201411160ram,ram,CunnBe01,punt_ret_yds,0,,,,,
player,201411160ram,ram,CunnBe01,punt_ret_yds_per_ret,,,,,,
player,201411160ram,ram,CunnBe01,punt_ret_td,0,,,,,
player,201411160ram,ram,CunnBe01,punt_ret_long,0,,,,,
player,201411160ram,den,McMaBr01,xpm,1,,,,,
player,201411160ram,den,McMaBr01,xpa,1,,,,,
player,201411160ram,den,McMaBr01,fgm,,,,,,
player,201411160ram,den,McMaBr01,fga,,,,,,
player,201411160ram,den,McMaBr01,punt,0,,,,,
player,201411160ram,den,McMaBr01,punt_yds,0,,,,,
player,201411160ram,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201411160ram,den,McMaBr01,punt_long,0,,,,,
player,201411160ram,den,ColqBr00,xpm,,,,,,
player,201411160ram,den,ColqBr00,xpa,,,,,,
player,201411160ram,den,ColqBr00,fgm,,,,,,
player,201411160ram,den,ColqBr00,fga,,,,,,
player,201411160ram,den,ColqBr00,punt,5,,,,,
player,201411160ram,den,ColqBr00,punt_yds,183,,,,,
player,201411160ram,den,ColqBr00,punt_yds_per_punt,36.6,,,,,
player,201411160ram,den,ColqBr00,punt_long,45,,,,,
player,201411160ram,ram,ZuerGr00,xpm,1,,,,,
player,201411160ram,ram,ZuerGr00,xpa,1,,,,,
player,201411160ram,ram,ZuerGr00,fgm,5,,,,,
player,201411160ram,ram,ZuerGr00,fga,5,,,,,
player,201411160ram,ram,ZuerGr00,punt,0,,,,,
player,201411160ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201411160ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201411160ram,ram,ZuerGr00,punt_long,0,,,,,
player,201411160ram,ram,HekkJo00,xpm,,,,,,
player,201411160ram,ram,HekkJo00,xpa,,,,,,
player,201411160ram,ram,HekkJo00,fgm,,,,,,
player,201411160ram,ram,HekkJo00,fga,,,,,,
player,201411160ram,ram,HekkJo00,punt,6,,,,,
player,201411160ram,ram,HekkJo00,punt_yds,260,,,,,
player,201411160ram,ram,HekkJo00,punt_yds_per_punt,43.3,,,,,
player,201411160ram,ram,HekkJo00,punt_long,54,,,,,
player,201411160ram,ram,RobiGr01,pos,G,,,,,
player,201411160ram,ram,RobiGr01,offense,65,,,,,
player,201411160ram,ram,RobiGr01,off_pct,100%,,,,,
player,201411160ram,ram,RobiGr01,defense,0,,,,,
player,201411160ram,ram,RobiGr01,def_pct,0%,,,,,
player,201411160ram,ram,RobiGr01,special_teams,6,,,,,
player,201411160ram,ram,RobiGr01,st_pct,22%,,,,,
player,201411160ram,ram,JoseDa20,pos,G,,,,,
player,201411160ram,ram,JoseDa20,offense,65,,,,,
player,201411160ram,ram,JoseDa20,off_pct,100%,,,,,
player,201411160ram,ram,JoseDa20,defense,0,,,,,
player,201411160ram,ram,JoseDa20,def_pct,0%,,,,,
player,201411160ram,ram,JoseDa20,special_teams,6,,,,,
player,201411160ram,ram,JoseDa20,st_pct,22%,,,,,
player,201411160ram,ram,BarkJo00,pos,T,,,,,
player,201411160ram,ram,BarkJo00,offense,65,,,,,
player,201411160ram,ram,BarkJo00,off_pct,100%,,,,,
player,201411160ram,ram,BarkJo00,defense,0,,,,,
player,201411160ram,ram,BarkJo00,def_pct,0%,,,,,
player,201411160ram,ram,BarkJo00,special_teams,6,,,,,
player,201411160ram,ram,BarkJo00,st_pct,22%,,,,,
player,201411160ram,ram,SaffRo20,pos,T,,,,,
player,201411160ram,ram,SaffRo20,offense,65,,,,,
player,201411160ram,ram,SaffRo20,off_pct,100%,,,,,
player,201411160ram,ram,SaffRo20,defense,0,,,,,
player,201411160ram,ram,SaffRo20,def_pct,0%,,,,,
player,201411160ram,ram,SaffRo20,special_teams,0,,,,,
player,201411160ram,ram,SaffRo20,st_pct,0%,,,,,
player,201411160ram,ram,WellSc20,pos,C,,,,,
player,201411160ram,ram,WellSc20,offense,65,,,,,
player,201411160ram,ram,WellSc20,off_pct,100%,,,,,
player,201411160ram,ram,WellSc20,defense,0,,,,,
player,201411160ram,ram,WellSc20,def_pct,0%,,,,,
player,201411160ram,ram,WellSc20,special_teams,0,,,,,
player,201411160ram,ram,WellSc20,st_pct,0%,,,,,
player,201411160ram,ram,HillSh00,pos,QB,,,,,
player,201411160ram,ram,HillSh00,offense,65,,,,,
player,201411160ram,ram,HillSh00,off_pct,100%,,,,,
player,201411160ram,ram,HillSh00,defense,0,,,,,
player,201411160ram,ram,HillSh00,def_pct,0%,,,,,
player,201411160ram,ram,HillSh00,special_teams,0,,,,,
player,201411160ram,ram,HillSh00,st_pct,0%,,,,,
player,201411160ram,ram,BritKe00,pos,WR,,,,,
player,201411160ram,ram,BritKe00,offense,58,,,,,
player,201411160ram,ram,BritKe00,off_pct,89%,,,,,
player,201411160ram,ram,BritKe00,defense,0,,,,,
player,201411160ram,ram,BritKe00,def_pct,0%,,,,,
player,201411160ram,ram,BritKe00,special_teams,0,,,,,
player,201411160ram,ram,BritKe00,st_pct,0%,,,,,
player,201411160ram,ram,AustTa00,pos,WR,,,,,
player,201411160ram,ram,AustTa00,offense,49,,,,,
player,201411160ram,ram,AustTa00,off_pct,75%,,,,,
player,201411160ram,ram,AustTa00,defense,0,,,,,
player,201411160ram,ram,AustTa00,def_pct,0%,,,,,
player,201411160ram,ram,AustTa00,special_teams,5,,,,,
player,201411160ram,ram,AustTa00,st_pct,19%,,,,,
player,201411160ram,ram,MasoTr00,pos,RB,,,,,
player,201411160ram,ram,MasoTr00,offense,45,,,,,
player,201411160ram,ram,MasoTr00,off_pct,69%,,,,,
player,201411160ram,ram,MasoTr00,defense,0,,,,,
player,201411160ram,ram,MasoTr00,def_pct,0%,,,,,
player,201411160ram,ram,MasoTr00,special_teams,0,,,,,
player,201411160ram,ram,MasoTr00,st_pct,0%,,,,,
player,201411160ram,ram,KendLa00,pos,TE,,,,,
player,201411160ram,ram,KendLa00,offense,44,,,,,
player,201411160ram,ram,KendLa00,off_pct,68%,,,,,
player,201411160ram,ram,KendLa00,defense,0,,,,,
player,201411160ram,ram,KendLa00,def_pct,0%,,,,,
player,201411160ram,ram,KendLa00,special_teams,6,,,,,
player,201411160ram,ram,KendLa00,st_pct,22%,,,,,
player,201411160ram,ram,CookJa02,pos,TE,,,,,
player,201411160ram,ram,CookJa02,offense,37,,,,,
player,201411160ram,ram,CookJa02,off_pct,57%,,,,,
player,201411160ram,ram,CookJa02,defense,0,,,,,
player,201411160ram,ram,CookJa02,def_pct,0%,,,,,
player,201411160ram,ram,CookJa02,special_teams,0,,,,,
player,201411160ram,ram,CookJa02,st_pct,0%,,,,,
player,201411160ram,ram,BailSt01,pos,WR,,,,,
player,201411160ram,ram,BailSt01,offense,30,,,,,
player,201411160ram,ram,BailSt01,off_pct,46%,,,,,
player,201411160ram,ram,BailSt01,defense,0,,,,,
player,201411160ram,ram,BailSt01,def_pct,0%,,,,,
player,201411160ram,ram,BailSt01,special_teams,9,,,,,
player,201411160ram,ram,BailSt01,st_pct,33%,,,,,
player,201411160ram,ram,HarkCo00,pos,TE,,,,,
player,201411160ram,ram,HarkCo00,offense,29,,,,,
player,201411160ram,ram,HarkCo00,off_pct,45%,,,,,
player,201411160ram,ram,HarkCo00,defense,0,,,,,
player,201411160ram,ram,HarkCo00,def_pct,0%,,,,,
player,201411160ram,ram,HarkCo00,special_teams,9,,,,,
player,201411160ram,ram,HarkCo00,st_pct,33%,,,,,
player,201411160ram,ram,CunnBe01,pos,RB,,,,,
player,201411160ram,ram,CunnBe01,offense,18,,,,,
player,201411160ram,ram,CunnBe01,off_pct,28%,,,,,
player,201411160ram,ram,CunnBe01,defense,0,,,,,
player,201411160ram,ram,CunnBe01,def_pct,0%,,,,,
player,201411160ram,ram,CunnBe01,special_teams,15,,,,,
player,201411160ram,ram,CunnBe01,st_pct,56%,,,,,
player,201411160ram,ram,GiveCh00,pos,WR,,,,,
player,201411160ram,ram,GiveCh00,offense,15,,,,,
player,201411160ram,ram,GiveCh00,off_pct,23%,,,,,
player,201411160ram,ram,GiveCh00,defense,0,,,,,
player,201411160ram,ram,GiveCh00,def_pct,0%,,,,,
player,201411160ram,ram,GiveCh00,special_teams,1,,,,,
player,201411160ram,ram,GiveCh00,st_pct,4%,,,,,
player,201411160ram,ram,GainE.00,pos,CB,,,,,
player,201411160ram,ram,GainE.00,offense,0,,,,,
player,201411160ram,ram,GainE.00,off_pct,0%,,,,,
player,201411160ram,ram,GainE.00,defense,69,,,,,
player,201411160ram,ram,GainE.00,def_pct,100%,,,,,
player,201411160ram,ram,GainE.00,special_teams,5,,,,,
player,201411160ram,ram,GainE.00,st_pct,19%,,,,,
player,201411160ram,ram,McDoTJ00,pos,SS,,,,,
player,201411160ram,ram,McDoTJ00,offense,0,,,,,
player,201411160ram,ram,McDoTJ00,off_pct,0%,,,,,
player,201411160ram,ram,McDoTJ00,defense,69,,,,,
player,201411160ram,ram,McDoTJ00,def_pct,100%,,,,,
player,201411160ram,ram,McDoTJ00,special_teams,4,,,,,
player,201411160ram,ram,McDoTJ00,st_pct,15%,,,,,
player,201411160ram,ram,McLeRo00,pos,FS,,,,,
player,201411160ram,ram,McLeRo00,offense,0,,,,,
player,201411160ram,ram,McLeRo00,off_pct,0%,,,,,
player,201411160ram,ram,McLeRo00,defense,69,,,,,
player,201411160ram,ram,McLeRo00,def_pct,100%,,,,,
player,201411160ram,ram,McLeRo00,special_teams,2,,,,,
player,201411160ram,ram,McLeRo00,st_pct,7%,,,,,
player,201411160ram,ram,JenkJa03,pos,CB,,,,,
player,201411160ram,ram,JenkJa03,offense,0,,,,,
player,201411160ram,ram,JenkJa03,off_pct,0%,,,,,
player,201411160ram,ram,JenkJa03,defense,69,,,,,
player,201411160ram,ram,JenkJa03,def_pct,100%,,,,,
player,201411160ram,ram,JenkJa03,special_teams,1,,,,,
player,201411160ram,ram,JenkJa03,st_pct,4%,,,,,
player,201411160ram,ram,OgleAl00,pos,LB,,,,,
player,201411160ram,ram,OgleAl00,offense,0,,,,,
player,201411160ram,ram,OgleAl00,off_pct,0%,,,,,
player,201411160ram,ram,OgleAl00,defense,69,,,,,
player,201411160ram,ram,OgleAl00,def_pct,100%,,,,,
player,201411160ram,ram,OgleAl00,special_teams,0,,,,,
player,201411160ram,ram,OgleAl00,st_pct,0%,,,,,
player,201411160ram,ram,LaurJa99,pos,LB,,,,,
player,201411160ram,ram,LaurJa99,offense,0,,,,,
player,201411160ram,ram,LaurJa99,off_pct,0%,,,,,
player,201411160ram,ram,LaurJa99,defense,69,,,,,
player,201411160ram,ram,LaurJa99,def_pct,100%,,,,,
player,201411160ram,ram,LaurJa99,special_teams,0,,,,,
player,201411160ram,ram,LaurJa99,st_pct,0%,,,,,
player,201411160ram,ram,JohnTr05,pos,CB,,,,,
player,201411160ram,ram,JohnTr05,offense,0,,,,,
player,201411160ram,ram,JohnTr05,off_pct,0%,,,,,
player,201411160ram,ram,JohnTr05,defense,66,,,,,
player,201411160ram,ram,JohnTr05,def_pct,96%,,,,,
player,201411160ram,ram,JohnTr05,special_teams,6,,,,,
player,201411160ram,ram,JohnTr05,st_pct,22%,,,,,
player,201411160ram,ram,DonaAa00,pos,DT,,,,,
player,201411160ram,ram,DonaAa00,offense,0,,,,,
player,201411160ram,ram,DonaAa00,off_pct,0%,,,,,
player,201411160ram,ram,DonaAa00,defense,61,,,,,
player,201411160ram,ram,DonaAa00,def_pct,88%,,,,,
player,201411160ram,ram,DonaAa00,special_teams,3,,,,,
player,201411160ram,ram,DonaAa00,st_pct,11%,,,,,
player,201411160ram,ram,QuinRo00,pos,DE,,,,,
player,201411160ram,ram,QuinRo00,offense,0,,,,,
player,201411160ram,ram,QuinRo00,off_pct,0%,,,,,
player,201411160ram,ram,QuinRo00,defense,59,,,,,
player,201411160ram,ram,QuinRo00,def_pct,86%,,,,,
player,201411160ram,ram,QuinRo00,special_teams,3,,,,,
player,201411160ram,ram,QuinRo00,st_pct,11%,,,,,
player,201411160ram,ram,SimsEu99,pos,DE,,,,,
player,201411160ram,ram,SimsEu99,offense,0,,,,,
player,201411160ram,ram,SimsEu99,off_pct,0%,,,,,
player,201411160ram,ram,SimsEu99,defense,43,,,,,
player,201411160ram,ram,SimsEu99,def_pct,62%,,,,,
player,201411160ram,ram,SimsEu99,special_teams,8,,,,,
player,201411160ram,ram,SimsEu99,st_pct,30%,,,,,
player,201411160ram,ram,BrocMi00,pos,DT,,,,,
player,201411160ram,ram,BrocMi00,offense,0,,,,,
player,201411160ram,ram,BrocMi00,off_pct,0%,,,,,
player,201411160ram,ram,BrocMi00,defense,38,,,,,
player,201411160ram,ram,BrocMi00,def_pct,55%,,,,,
player,201411160ram,ram,BrocMi00,special_teams,3,,,,,
player,201411160ram,ram,BrocMi00,st_pct,11%,,,,,
player,201411160ram,ram,LangKe98,pos,DT,,,,,
player,201411160ram,ram,LangKe98,offense,0,,,,,
player,201411160ram,ram,LangKe98,off_pct,0%,,,,,
player,201411160ram,ram,LangKe98,defense,30,,,,,
player,201411160ram,ram,LangKe98,def_pct,43%,,,,,
player,201411160ram,ram,LangKe98,special_teams,0,,,,,
player,201411160ram,ram,LangKe98,st_pct,0%,,,,,
player,201411160ram,ram,HayeWi99,pos,DE,,,,,
player,201411160ram,ram,HayeWi99,offense,0,,,,,
player,201411160ram,ram,HayeWi99,off_pct,0%,,,,,
player,201411160ram,ram,HayeWi99,defense,26,,,,,
player,201411160ram,ram,HayeWi99,def_pct,38%,,,,,
player,201411160ram,ram,HayeWi99,special_teams,3,,,,,
player,201411160ram,ram,HayeWi99,st_pct,11%,,,,,
player,201411160ram,ram,BarrMa00,pos,SS,,,,,
player,201411160ram,ram,BarrMa00,offense,0,,,,,
player,201411160ram,ram,BarrMa00,off_pct,0%,,,,,
player,201411160ram,ram,BarrMa00,defense,12,,,,,
player,201411160ram,ram,BarrMa00,def_pct,17%,,,,,
player,201411160ram,ram,BarrMa00,special_teams,7,,,,,
player,201411160ram,ram,BarrMa00,st_pct,26%,,,,,
player,201411160ram,ram,WestEt00,pos,DE,,,,,
player,201411160ram,ram,WestEt00,offense,0,,,,,
player,201411160ram,ram,WestEt00,off_pct,0%,,,,,
player,201411160ram,ram,WestEt00,defense,10,,,,,
player,201411160ram,ram,WestEt00,def_pct,14%,,,,,
player,201411160ram,ram,WestEt00,special_teams,0,,,,,
player,201411160ram,ram,WestEt00,st_pct,0%,,,,,
player,201411160ram,ram,ToomKo00,pos,LB,,,,,
player,201411160ram,ram,ToomKo00,offense,0,,,,,
player,201411160ram,ram,ToomKo00,off_pct,0%,,,,,
player,201411160ram,ram,ToomKo00,defense,0,,,,,
player,201411160ram,ram,ToomKo00,def_pct,0%,,,,,
player,201411160ram,ram,ToomKo00,special_teams,21,,,,,
player,201411160ram,ram,ToomKo00,st_pct,78%,,,,,
player,201411160ram,ram,HerrWi99,pos,LB,,,,,
player,201411160ram,ram,HerrWi99,offense,0,,,,,
player,201411160ram,ram,HerrWi99,off_pct,0%,,,,,
player,201411160ram,ram,HerrWi99,defense,0,,,,,
player,201411160ram,ram,HerrWi99,def_pct,0%,,,,,
player,201411160ram,ram,HerrWi99,special_teams,21,,,,,
player,201411160ram,ram,HerrWi99,st_pct,78%,,,,,
player,201411160ram,ram,McFaMa00,pos,LB,,,,,
player,201411160ram,ram,McFaMa00,offense,0,,,,,
player,201411160ram,ram,McFaMa00,off_pct,0%,,,,,
player,201411160ram,ram,McFaMa00,defense,0,,,,,
player,201411160ram,ram,McFaMa00,def_pct,0%,,,,,
player,201411160ram,ram,McFaMa00,special_teams,18,,,,,
player,201411160ram,ram,McFaMa00,st_pct,67%,,,,,
player,201411160ram,ram,WattTr00,pos,RB,,,,,
player,201411160ram,ram,WattTr00,offense,0,,,,,
player,201411160ram,ram,WattTr00,off_pct,0%,,,,,
player,201411160ram,ram,WattTr00,defense,0,,,,,
player,201411160ram,ram,WattTr00,def_pct,0%,,,,,
player,201411160ram,ram,WattTr00,special_teams,18,,,,,
player,201411160ram,ram,WattTr00,st_pct,67%,,,,,
player,201411160ram,ram,DaviCo02,pos,FS,,,,,
player,201411160ram,ram,DaviCo02,offense,0,,,,,
player,201411160ram,ram,DaviCo02,off_pct,0%,,,,,
player,201411160ram,ram,DaviCo02,defense,0,,,,,
player,201411160ram,ram,DaviCo02,def_pct,0%,,,,,
player,201411160ram,ram,DaviCo02,special_teams,18,,,,,
player,201411160ram,ram,DaviCo02,st_pct,67%,,,,,
player,201411160ram,ram,ReynCh00,pos,RB,,,,,
player,201411160ram,ram,ReynCh00,offense,0,,,,,
player,201411160ram,ram,ReynCh00,off_pct,0%,,,,,
player,201411160ram,ram,ReynCh00,defense,0,,,,,
player,201411160ram,ram,ReynCh00,def_pct,0%,,,,,
player,201411160ram,ram,ReynCh00,special_teams,18,,,,,
player,201411160ram,ram,ReynCh00,st_pct,67%,,,,,
player,201411160ram,ram,AlexMa00,pos,SS,,,,,
player,201411160ram,ram,AlexMa00,offense,0,,,,,
player,201411160ram,ram,AlexMa00,off_pct,0%,,,,,
player,201411160ram,ram,AlexMa00,defense,0,,,,,
player,201411160ram,ram,AlexMa00,def_pct,0%,,,,,
player,201411160ram,ram,AlexMa00,special_teams,16,,,,,
player,201411160ram,ram,AlexMa00,st_pct,59%,,,,,
player,201411160ram,ram,ZuerGr00,pos,K,,,,,
player,201411160ram,ram,ZuerGr00,offense,0,,,,,
player,201411160ram,ram,ZuerGr00,off_pct,0%,,,,,
player,201411160ram,ram,ZuerGr00,defense,0,,,,,
player,201411160ram,ram,ZuerGr00,def_pct,0%,,,,,
player,201411160ram,ram,ZuerGr00,special_teams,13,,,,,
player,201411160ram,ram,ZuerGr00,st_pct,48%,,,,,
player,201411160ram,ram,HekkJo00,pos,P,,,,,
player,201411160ram,ram,HekkJo00,offense,0,,,,,
player,201411160ram,ram,HekkJo00,off_pct,0%,,,,,
player,201411160ram,ram,HekkJo00,defense,0,,,,,
player,201411160ram,ram,HekkJo00,def_pct,0%,,,,,
player,201411160ram,ram,HekkJo00,special_teams,12,,,,,
player,201411160ram,ram,HekkJo00,st_pct,44%,,,,,
player,201411160ram,ram,McQuJa00,pos,LS,,,,,
player,201411160ram,ram,McQuJa00,offense,0,,,,,
player,201411160ram,ram,McQuJa00,off_pct,0%,,,,,
player,201411160ram,ram,McQuJa00,defense,0,,,,,
player,201411160ram,ram,McQuJa00,def_pct,0%,,,,,
player,201411160ram,ram,McQuJa00,special_teams,12,,,,,
player,201411160ram,ram,McQuJa00,st_pct,44%,,,,,
player,201411160ram,ram,BarnTi01,pos,C,,,,,
player,201411160ram,ram,BarnTi01,offense,0,,,,,
player,201411160ram,ram,BarnTi01,off_pct,0%,,,,,
player,201411160ram,ram,BarnTi01,defense,0,,,,,
player,201411160ram,ram,BarnTi01,def_pct,0%,,,,,
player,201411160ram,ram,BarnTi01,special_teams,8,,,,,
player,201411160ram,ram,BarnTi01,st_pct,30%,,,,,
player,201411160ram,ram,PersMi00,pos,G,,,,,
player,201411160ram,ram,PersMi00,offense,0,,,,,
player,201411160ram,ram,PersMi00,off_pct,0%,,,,,
player,201411160ram,ram,PersMi00,defense,0,,,,,
player,201411160ram,ram,PersMi00,def_pct,0%,,,,,
player,201411160ram,ram,PersMi00,special_teams,8,,,,,
player,201411160ram,ram,PersMi00,st_pct,30%,,,,,
player,201411160ram,ram,JoneBa00,pos,C,,,,,
player,201411160ram,ram,JoneBa00,offense,0,,,,,
player,201411160ram,ram,JoneBa00,off_pct,0%,,,,,
player,201411160ram,ram,JoneBa00,defense,0,,,,,
player,201411160ram,ram,JoneBa00,def_pct,0%,,,,,
player,201411160ram,ram,JoneBa00,special_teams,6,,,,,
player,201411160ram,ram,JoneBa00,st_pct,22%,,,,,
player,201411160ram,den,CladRy20,pos,T,,,,,
player,201411160ram,den,CladRy20,offense,69,,,,,
player,201411160ram,den,CladRy20,off_pct,100%,,,,,
player,201411160ram,den,CladRy20,defense,0,,,,,
player,201411160ram,den,CladRy20,def_pct,0%,,,,,
player,201411160ram,den,CladRy20,special_teams,1,,,,,
player,201411160ram,den,CladRy20,st_pct,4%,,,,,
player,201411160ram,den,FranOr00,pos,G,,,,,
player,201411160ram,den,FranOr00,offense,69,,,,,
player,201411160ram,den,FranOr00,off_pct,100%,,,,,
player,201411160ram,den,FranOr00,defense,0,,,,,
player,201411160ram,den,FranOr00,def_pct,0%,,,,,
player,201411160ram,den,FranOr00,special_teams,1,,,,,
player,201411160ram,den,FranOr00,st_pct,4%,,,,,
player,201411160ram,den,MontWi20,pos,C,,,,,
player,201411160ram,den,MontWi20,offense,69,,,,,
player,201411160ram,den,MontWi20,off_pct,100%,,,,,
player,201411160ram,den,MontWi20,defense,0,,,,,
player,201411160ram,den,MontWi20,def_pct,0%,,,,,
player,201411160ram,den,MontWi20,special_teams,1,,,,,
player,201411160ram,den,MontWi20,st_pct,4%,,,,,
player,201411160ram,den,VasqLo20,pos,G,,,,,
player,201411160ram,den,VasqLo20,offense,69,,,,,
player,201411160ram,den,VasqLo20,off_pct,100%,,,,,
player,201411160ram,den,VasqLo20,defense,0,,,,,
player,201411160ram,den,VasqLo20,def_pct,0%,,,,,
player,201411160ram,den,VasqLo20,special_teams,1,,,,,
player,201411160ram,den,VasqLo20,st_pct,4%,,,,,
player,201411160ram,den,RamiMa20,pos,C,,,,,
player,201411160ram,den,RamiMa20,offense,69,,,,,
player,201411160ram,den,RamiMa20,off_pct,100%,,,,,
player,201411160ram,den,RamiMa20,defense,0,,,,,
player,201411160ram,den,RamiMa20,def_pct,0%,,,,,
player,201411160ram,den,RamiMa20,special_teams,0,,,,,
player,201411160ram,den,RamiMa20,st_pct,0%,,,,,
player,201411160ram,den,MannPe00,pos,QB,,,,,
player,201411160ram,den,MannPe00,offense,69,,,,,
player,201411160ram,den,MannPe00,off_pct,100%,,,,,
player,201411160ram,den,MannPe00,defense,0,,,,,
player,201411160ram,den,MannPe00,def_pct,0%,,,,,
player,201411160ram,den,MannPe00,special_teams,0,,,,,
player,201411160ram,den,MannPe00,st_pct,0%,,,,,
player,201411160ram,den,ThomDe03,pos,WR,,,,,
player,201411160ram,den,ThomDe03,offense,68,,,,,
player,201411160ram,den,ThomDe03,off_pct,99%,,,,,
player,201411160ram,den,ThomDe03,defense,0,,,,,
player,201411160ram,den,ThomDe03,def_pct,0%,,,,,
player,201411160ram,den,ThomDe03,special_teams,0,,,,,
player,201411160ram,den,ThomDe03,st_pct,0%,,,,,
player,201411160ram,den,WelkWe00,pos,WR,,,,,
player,201411160ram,den,WelkWe00,offense,65,,,,,
player,201411160ram,den,WelkWe00,off_pct,94%,,,,,
player,201411160ram,den,WelkWe00,defense,0,,,,,
player,201411160ram,den,WelkWe00,def_pct,0%,,,,,
player,201411160ram,den,WelkWe00,special_teams,0,,,,,
player,201411160ram,den,WelkWe00,st_pct,0%,,,,,
player,201411160ram,den,AndeC.00,pos,RB,,,,,
player,201411160ram,den,AndeC.00,offense,64,,,,,
player,201411160ram,den,AndeC.00,off_pct,93%,,,,,
player,201411160ram,den,AndeC.00,defense,0,,,,,
player,201411160ram,den,AndeC.00,def_pct,0%,,,,,
player,201411160ram,den,AndeC.00,special_teams,0,,,,,
player,201411160ram,den,AndeC.00,st_pct,0%,,,,,
player,201411160ram,den,TammJa00,pos,TE,,,,,
player,201411160ram,den,TammJa00,offense,56,,,,,
player,201411160ram,den,TammJa00,off_pct,81%,,,,,
player,201411160ram,den,TammJa00,defense,0,,,,,
player,201411160ram,den,TammJa00,def_pct,0%,,,,,
player,201411160ram,den,TammJa00,special_teams,10,,,,,
