game,2014,2,20140914,201409140cle,nor,"New Orleans Saints",24,cle,"Cleveland Browns",26
player,201409140cle,cle,AgneRa00,targets,2,,,,,
player,201409140cle,cle,AgneRa00,rec,0,,,,,
player,201409140cle,cle,AgneRa00,rec_yds,0,,,,,
player,201409140cle,cle,AgneRa00,rec_td,0,,,,,
player,201409140cle,cle,AgneRa00,rec_long,0,,,,,
player,201409140cle,cle,AgneRa00,fumbles,0,,,,,
player,201409140cle,cle,AgneRa00,fumbles_lost,0,,,,,
player,201409140cle,nor,GaleJu00,def_int,0,,,,,
player,201409140cle,nor,GaleJu00,def_int_yds,0,,,,,
player,201409140cle,nor,GaleJu00,def_int_td,0,,,,,
player,201409140cle,nor,GaleJu00,def_int_long,0,,,,,
player,201409140cle,nor,GaleJu00,pass_defended,0,,,,,
player,201409140cle,nor,GaleJu00,sacks,1.0,,,,,
player,201409140cle,nor,GaleJu00,tackles_combined,4,,,,,
player,201409140cle,nor,GaleJu00,tackles_solo,3,,,,,
player,201409140cle,nor,GaleJu00,tackles_assists,1,,,,,
player,201409140cle,nor,GaleJu00,tackles_loss,1,,,,,
player,201409140cle,nor,GaleJu00,qb_hits,2,,,,,
player,201409140cle,nor,GaleJu00,fumbles_rec,0,,,,,
player,201409140cle,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201409140cle,nor,GaleJu00,fumbles_forced,0,,,,,
player,201409140cle,nor,HawtDa20,def_int,0,,,,,
player,201409140cle,nor,HawtDa20,def_int_yds,0,,,,,
player,201409140cle,nor,HawtDa20,def_int_td,0,,,,,
player,201409140cle,nor,HawtDa20,def_int_long,0,,,,,
player,201409140cle,nor,HawtDa20,pass_defended,0,,,,,
player,201409140cle,nor,HawtDa20,sacks,0.0,,,,,
player,201409140cle,nor,HawtDa20,tackles_combined,9,,,,,
player,201409140cle,nor,HawtDa20,tackles_solo,4,,,,,
player,201409140cle,nor,HawtDa20,tackles_assists,5,,,,,
player,201409140cle,nor,HawtDa20,tackles_loss,0,,,,,
player,201409140cle,nor,HawtDa20,qb_hits,1,,,,,
player,201409140cle,nor,HawtDa20,fumbles_rec,0,,,,,
player,201409140cle,nor,HawtDa20,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,HawtDa20,fumbles_rec_td,0,,,,,
player,201409140cle,nor,HawtDa20,fumbles_forced,0,,,,,
player,201409140cle,nor,VaccKe00,def_int,0,,,,,
player,201409140cle,nor,VaccKe00,def_int_yds,0,,,,,
player,201409140cle,nor,VaccKe00,def_int_td,0,,,,,
player,201409140cle,nor,VaccKe00,def_int_long,0,,,,,
player,201409140cle,nor,VaccKe00,pass_defended,0,,,,,
player,201409140cle,nor,VaccKe00,sacks,0.0,,,,,
player,201409140cle,nor,VaccKe00,tackles_combined,7,,,,,
player,201409140cle,nor,VaccKe00,tackles_solo,5,,,,,
player,201409140cle,nor,VaccKe00,tackles_assists,2,,,,,
player,201409140cle,nor,VaccKe00,tackles_loss,0,,,,,
player,201409140cle,nor,VaccKe00,qb_hits,0,,,,,
player,201409140cle,nor,VaccKe00,fumbles_rec,0,,,,,
player,201409140cle,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201409140cle,nor,VaccKe00,fumbles_forced,0,,,,,
player,201409140cle,nor,WhitCo01,def_int,0,,,,,
player,201409140cle,nor,WhitCo01,def_int_yds,0,,,,,
player,201409140cle,nor,WhitCo01,def_int_td,0,,,,,
player,201409140cle,nor,WhitCo01,def_int_long,0,,,,,
player,201409140cle,nor,WhitCo01,pass_defended,0,,,,,
player,201409140cle,nor,WhitCo01,sacks,0.0,,,,,
player,201409140cle,nor,WhitCo01,tackles_combined,7,,,,,
player,201409140cle,nor,WhitCo01,tackles_solo,7,,,,,
player,201409140cle,nor,WhitCo01,tackles_assists,0,,,,,
player,201409140cle,nor,WhitCo01,tackles_loss,0,,,,,
player,201409140cle,nor,WhitCo01,qb_hits,1,,,,,
player,201409140cle,nor,WhitCo01,fumbles_rec,0,,,,,
player,201409140cle,nor,WhitCo01,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,WhitCo01,fumbles_rec_td,0,,,,,
player,201409140cle,nor,WhitCo01,fumbles_forced,0,,,,,
player,201409140cle,nor,LoftCu99,def_int,0,,,,,
player,201409140cle,nor,LoftCu99,def_int_yds,0,,,,,
player,201409140cle,nor,LoftCu99,def_int_td,0,,,,,
player,201409140cle,nor,LoftCu99,def_int_long,0,,,,,
player,201409140cle,nor,LoftCu99,pass_defended,0,,,,,
player,201409140cle,nor,LoftCu99,sacks,0.0,,,,,
player,201409140cle,nor,LoftCu99,tackles_combined,6,,,,,
player,201409140cle,nor,LoftCu99,tackles_solo,3,,,,,
player,201409140cle,nor,LoftCu99,tackles_assists,3,,,,,
player,201409140cle,nor,LoftCu99,tackles_loss,0,,,,,
player,201409140cle,nor,LoftCu99,qb_hits,0,,,,,
player,201409140cle,nor,LoftCu99,fumbles_rec,0,,,,,
player,201409140cle,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201409140cle,nor,LoftCu99,fumbles_forced,0,,,,,
player,201409140cle,nor,RobiPa99,def_int,0,,,,,
player,201409140cle,nor,RobiPa99,def_int_yds,0,,,,,
player,201409140cle,nor,RobiPa99,def_int_td,0,,,,,
player,201409140cle,nor,RobiPa99,def_int_long,0,,,,,
player,201409140cle,nor,RobiPa99,pass_defended,1,,,,,
player,201409140cle,nor,RobiPa99,sacks,0.0,,,,,
player,201409140cle,nor,RobiPa99,tackles_combined,6,,,,,
player,201409140cle,nor,RobiPa99,tackles_solo,5,,,,,
player,201409140cle,nor,RobiPa99,tackles_assists,1,,,,,
player,201409140cle,nor,RobiPa99,tackles_loss,0,,,,,
player,201409140cle,nor,RobiPa99,qb_hits,0,,,,,
player,201409140cle,nor,RobiPa99,fumbles_rec,0,,,,,
player,201409140cle,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201409140cle,nor,RobiPa99,fumbles_forced,0,,,,,
player,201409140cle,nor,HickAk00,def_int,0,,,,,
player,201409140cle,nor,HickAk00,def_int_yds,0,,,,,
player,201409140cle,nor,HickAk00,def_int_td,0,,,,,
player,201409140cle,nor,HickAk00,def_int_long,0,,,,,
player,201409140cle,nor,HickAk00,pass_defended,0,,,,,
player,201409140cle,nor,HickAk00,sacks,0.0,,,,,
player,201409140cle,nor,HickAk00,tackles_combined,5,,,,,
player,201409140cle,nor,HickAk00,tackles_solo,5,,,,,
player,201409140cle,nor,HickAk00,tackles_assists,0,,,,,
player,201409140cle,nor,HickAk00,tackles_loss,1,,,,,
player,201409140cle,nor,HickAk00,qb_hits,0,,,,,
player,201409140cle,nor,HickAk00,fumbles_rec,0,,,,,
player,201409140cle,nor,HickAk00,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,HickAk00,fumbles_rec_td,0,,,,,
player,201409140cle,nor,HickAk00,fumbles_forced,0,,,,,
player,201409140cle,nor,LewiKe96,def_int,0,,,,,
player,201409140cle,nor,LewiKe96,def_int_yds,0,,,,,
player,201409140cle,nor,LewiKe96,def_int_td,0,,,,,
player,201409140cle,nor,LewiKe96,def_int_long,0,,,,,
player,201409140cle,nor,LewiKe96,pass_defended,0,,,,,
player,201409140cle,nor,LewiKe96,sacks,0.0,,,,,
player,201409140cle,nor,LewiKe96,tackles_combined,5,,,,,
player,201409140cle,nor,LewiKe96,tackles_solo,5,,,,,
player,201409140cle,nor,LewiKe96,tackles_assists,0,,,,,
player,201409140cle,nor,LewiKe96,tackles_loss,0,,,,,
player,201409140cle,nor,LewiKe96,qb_hits,0,,,,,
player,201409140cle,nor,LewiKe96,fumbles_rec,0,,,,,
player,201409140cle,nor,LewiKe96,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,LewiKe96,fumbles_rec_td,0,,,,,
player,201409140cle,nor,LewiKe96,fumbles_forced,0,,,,,
player,201409140cle,nor,ByrdJa99,def_int,0,,,,,
player,201409140cle,nor,ByrdJa99,def_int_yds,0,,,,,
player,201409140cle,nor,ByrdJa99,def_int_td,0,,,,,
player,201409140cle,nor,ByrdJa99,def_int_long,0,,,,,
player,201409140cle,nor,ByrdJa99,pass_defended,1,,,,,
player,201409140cle,nor,ByrdJa99,sacks,0.0,,,,,
player,201409140cle,nor,ByrdJa99,tackles_combined,4,,,,,
player,201409140cle,nor,ByrdJa99,tackles_solo,1,,,,,
player,201409140cle,nor,ByrdJa99,tackles_assists,3,,,,,
player,201409140cle,nor,ByrdJa99,tackles_loss,0,,,,,
player,201409140cle,nor,ByrdJa99,qb_hits,1,,,,,
player,201409140cle,nor,ByrdJa99,fumbles_rec,0,,,,,
player,201409140cle,nor,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,ByrdJa99,fumbles_rec_td,0,,,,,
player,201409140cle,nor,ByrdJa99,fumbles_forced,0,,,,,
player,201409140cle,nor,BunkBr20,def_int,0,,,,,
player,201409140cle,nor,BunkBr20,def_int_yds,0,,,,,
player,201409140cle,nor,BunkBr20,def_int_td,0,,,,,
player,201409140cle,nor,BunkBr20,def_int_long,0,,,,,
player,201409140cle,nor,BunkBr20,pass_defended,0,,,,,
player,201409140cle,nor,BunkBr20,sacks,0.0,,,,,
player,201409140cle,nor,BunkBr20,tackles_combined,3,,,,,
player,201409140cle,nor,BunkBr20,tackles_solo,2,,,,,
player,201409140cle,nor,BunkBr20,tackles_assists,1,,,,,
player,201409140cle,nor,BunkBr20,tackles_loss,0,,,,,
player,201409140cle,nor,BunkBr20,qb_hits,0,,,,,
player,201409140cle,nor,BunkBr20,fumbles_rec,0,,,,,
player,201409140cle,nor,BunkBr20,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,BunkBr20,fumbles_rec_td,0,,,,,
player,201409140cle,nor,BunkBr20,fumbles_forced,0,,,,,
player,201409140cle,nor,JordCa00,def_int,0,,,,,
player,201409140cle,nor,JordCa00,def_int_yds,0,,,,,
player,201409140cle,nor,JordCa00,def_int_td,0,,,,,
player,201409140cle,nor,JordCa00,def_int_long,0,,,,,
player,201409140cle,nor,JordCa00,pass_defended,2,,,,,
player,201409140cle,nor,JordCa00,sacks,0.0,,,,,
player,201409140cle,nor,JordCa00,tackles_combined,2,,,,,
player,201409140cle,nor,JordCa00,tackles_solo,0,,,,,
player,201409140cle,nor,JordCa00,tackles_assists,2,,,,,
player,201409140cle,nor,JordCa00,tackles_loss,0,,,,,
player,201409140cle,nor,JordCa00,qb_hits,1,,,,,
player,201409140cle,nor,JordCa00,fumbles_rec,0,,,,,
player,201409140cle,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201409140cle,nor,JordCa00,fumbles_forced,0,,,,,
player,201409140cle,nor,SunsVi00,def_int,0,,,,,
player,201409140cle,nor,SunsVi00,def_int_yds,0,,,,,
player,201409140cle,nor,SunsVi00,def_int_td,0,,,,,
player,201409140cle,nor,SunsVi00,def_int_long,0,,,,,
player,201409140cle,nor,SunsVi00,pass_defended,0,,,,,
player,201409140cle,nor,SunsVi00,sacks,0.0,,,,,
player,201409140cle,nor,SunsVi00,tackles_combined,2,,,,,
player,201409140cle,nor,SunsVi00,tackles_solo,1,,,,,
player,201409140cle,nor,SunsVi00,tackles_assists,1,,,,,
player,201409140cle,nor,SunsVi00,tackles_loss,0,,,,,
player,201409140cle,nor,SunsVi00,qb_hits,0,,,,,
player,201409140cle,nor,SunsVi00,fumbles_rec,0,,,,,
player,201409140cle,nor,SunsVi00,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,SunsVi00,fumbles_rec_td,0,,,,,
player,201409140cle,nor,SunsVi00,fumbles_forced,0,,,,,
player,201409140cle,nor,WalkTy00,def_int,0,,,,,
player,201409140cle,nor,WalkTy00,def_int_yds,0,,,,,
player,201409140cle,nor,WalkTy00,def_int_td,0,,,,,
player,201409140cle,nor,WalkTy00,def_int_long,0,,,,,
player,201409140cle,nor,WalkTy00,pass_defended,0,,,,,
player,201409140cle,nor,WalkTy00,sacks,0.0,,,,,
player,201409140cle,nor,WalkTy00,tackles_combined,2,,,,,
player,201409140cle,nor,WalkTy00,tackles_solo,2,,,,,
player,201409140cle,nor,WalkTy00,tackles_assists,0,,,,,
player,201409140cle,nor,WalkTy00,tackles_loss,0,,,,,
player,201409140cle,nor,WalkTy00,qb_hits,0,,,,,
player,201409140cle,nor,WalkTy00,fumbles_rec,0,,,,,
player,201409140cle,nor,WalkTy00,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,WalkTy00,fumbles_rec_td,0,,,,,
player,201409140cle,nor,WalkTy00,fumbles_forced,0,,,,,
player,201409140cle,nor,BushRa00,def_int,0,,,,,
player,201409140cle,nor,BushRa00,def_int_yds,0,,,,,
player,201409140cle,nor,BushRa00,def_int_td,0,,,,,
player,201409140cle,nor,BushRa00,def_int_long,0,,,,,
player,201409140cle,nor,BushRa00,pass_defended,0,,,,,
player,201409140cle,nor,BushRa00,sacks,0.0,,,,,
player,201409140cle,nor,BushRa00,tackles_combined,1,,,,,
player,201409140cle,nor,BushRa00,tackles_solo,1,,,,,
player,201409140cle,nor,BushRa00,tackles_assists,0,,,,,
player,201409140cle,nor,BushRa00,tackles_loss,0,,,,,
player,201409140cle,nor,BushRa00,qb_hits,0,,,,,
player,201409140cle,nor,BushRa00,fumbles_rec,0,,,,,
player,201409140cle,nor,BushRa00,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,BushRa00,fumbles_rec_td,0,,,,,
player,201409140cle,nor,BushRa00,fumbles_forced,0,,,,,
player,201409140cle,nor,CadeTr00,def_int,0,,,,,
player,201409140cle,nor,CadeTr00,def_int_yds,0,,,,,
player,201409140cle,nor,CadeTr00,def_int_td,0,,,,,
player,201409140cle,nor,CadeTr00,def_int_long,0,,,,,
player,201409140cle,nor,CadeTr00,pass_defended,0,,,,,
player,201409140cle,nor,CadeTr00,sacks,0.0,,,,,
player,201409140cle,nor,CadeTr00,tackles_combined,1,,,,,
player,201409140cle,nor,CadeTr00,tackles_solo,1,,,,,
player,201409140cle,nor,CadeTr00,tackles_assists,0,,,,,
player,201409140cle,nor,CadeTr00,tackles_loss,0,,,,,
player,201409140cle,nor,CadeTr00,qb_hits,0,,,,,
player,201409140cle,nor,CadeTr00,fumbles_rec,0,,,,,
player,201409140cle,nor,CadeTr00,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,CadeTr00,fumbles_rec_td,0,,,,,
player,201409140cle,nor,CadeTr00,fumbles_forced,0,,,,,
player,201409140cle,nor,DixoBr01,def_int,0,,,,,
player,201409140cle,nor,DixoBr01,def_int_yds,0,,,,,
player,201409140cle,nor,DixoBr01,def_int_td,0,,,,,
player,201409140cle,nor,DixoBr01,def_int_long,0,,,,,
player,201409140cle,nor,DixoBr01,pass_defended,0,,,,,
player,201409140cle,nor,DixoBr01,sacks,0.0,,,,,
player,201409140cle,nor,DixoBr01,tackles_combined,1,,,,,
player,201409140cle,nor,DixoBr01,tackles_solo,1,,,,,
player,201409140cle,nor,DixoBr01,tackles_assists,0,,,,,
player,201409140cle,nor,DixoBr01,tackles_loss,0,,,,,
player,201409140cle,nor,DixoBr01,qb_hits,0,,,,,
player,201409140cle,nor,DixoBr01,fumbles_rec,0,,,,,
player,201409140cle,nor,DixoBr01,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,DixoBr01,fumbles_rec_td,0,,,,,
player,201409140cle,nor,DixoBr01,fumbles_forced,0,,,,,
player,201409140cle,nor,HillJo02,def_int,0,,,,,
player,201409140cle,nor,HillJo02,def_int_yds,0,,,,,
player,201409140cle,nor,HillJo02,def_int_td,0,,,,,
player,201409140cle,nor,HillJo02,def_int_long,0,,,,,
player,201409140cle,nor,HillJo02,pass_defended,0,,,,,
player,201409140cle,nor,HillJo02,sacks,0.0,,,,,
player,201409140cle,nor,HillJo02,tackles_combined,1,,,,,
player,201409140cle,nor,HillJo02,tackles_solo,0,,,,,
player,201409140cle,nor,HillJo02,tackles_assists,1,,,,,
player,201409140cle,nor,HillJo02,tackles_loss,0,,,,,
player,201409140cle,nor,HillJo02,qb_hits,0,,,,,
player,201409140cle,nor,HillJo02,fumbles_rec,0,,,,,
player,201409140cle,nor,HillJo02,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,HillJo02,fumbles_rec_td,0,,,,,
player,201409140cle,nor,HillJo02,fumbles_forced,0,,,,,
player,201409140cle,nor,HumbRa00,def_int,0,,,,,
player,201409140cle,nor,HumbRa00,def_int_yds,0,,,,,
player,201409140cle,nor,HumbRa00,def_int_td,0,,,,,
player,201409140cle,nor,HumbRa00,def_int_long,0,,,,,
player,201409140cle,nor,HumbRa00,pass_defended,0,,,,,
player,201409140cle,nor,HumbRa00,sacks,0.0,,,,,
player,201409140cle,nor,HumbRa00,tackles_combined,1,,,,,
player,201409140cle,nor,HumbRa00,tackles_solo,1,,,,,
player,201409140cle,nor,HumbRa00,tackles_assists,0,,,,,
player,201409140cle,nor,HumbRa00,tackles_loss,0,,,,,
player,201409140cle,nor,HumbRa00,qb_hits,0,,,,,
player,201409140cle,nor,HumbRa00,fumbles_rec,0,,,,,
player,201409140cle,nor,HumbRa00,fumbles_rec_yds,0,,,,,
player,201409140cle,nor,HumbRa00,fumbles_rec_td,0,,,,,
player,201409140cle,nor,HumbRa00,fumbles_forced,0,,,,,
player,201409140cle,cle,GipsTa00,def_int,1,,,,,
player,201409140cle,cle,GipsTa00,def_int_yds,62,,,,,
player,201409140cle,cle,GipsTa00,def_int_td,1,,,,,
player,201409140cle,cle,GipsTa00,def_int_long,62,,,,,
player,201409140cle,cle,GipsTa00,pass_defended,1,,,,,
player,201409140cle,cle,GipsTa00,sacks,0.0,,,,,
player,201409140cle,cle,GipsTa00,tackles_combined,8,,,,,
player,201409140cle,cle,GipsTa00,tackles_solo,3,,,,,
player,201409140cle,cle,GipsTa00,tackles_assists,5,,,,,
player,201409140cle,cle,GipsTa00,tackles_loss,0,,,,,
player,201409140cle,cle,GipsTa00,qb_hits,0,,,,,
player,201409140cle,cle,GipsTa00,fumbles_rec,0,,,,,
player,201409140cle,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201409140cle,cle,GipsTa00,fumbles_forced,0,,,,,
player,201409140cle,cle,DansKa20,def_int,0,,,,,
player,201409140cle,cle,DansKa20,def_int_yds,0,,,,,
player,201409140cle,cle,DansKa20,def_int_td,0,,,,,
player,201409140cle,cle,DansKa20,def_int_long,0,,,,,
player,201409140cle,cle,DansKa20,pass_defended,0,,,,,
player,201409140cle,cle,DansKa20,sacks,1.0,,,,,
player,201409140cle,cle,DansKa20,tackles_combined,12,,,,,
player,201409140cle,cle,DansKa20,tackles_solo,8,,,,,
player,201409140cle,cle,DansKa20,tackles_assists,4,,,,,
player,201409140cle,cle,DansKa20,tackles_loss,2,,,,,
player,201409140cle,cle,DansKa20,qb_hits,1,,,,,
player,201409140cle,cle,DansKa20,fumbles_rec,0,,,,,
player,201409140cle,cle,DansKa20,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,DansKa20,fumbles_rec_td,0,,,,,
player,201409140cle,cle,DansKa20,fumbles_forced,0,,,,,
player,201409140cle,cle,KrugPa99,def_int,0,,,,,
player,201409140cle,cle,KrugPa99,def_int_yds,0,,,,,
player,201409140cle,cle,KrugPa99,def_int_td,0,,,,,
player,201409140cle,cle,KrugPa99,def_int_long,0,,,,,
player,201409140cle,cle,KrugPa99,pass_defended,1,,,,,
player,201409140cle,cle,KrugPa99,sacks,1.0,,,,,
player,201409140cle,cle,KrugPa99,tackles_combined,3,,,,,
player,201409140cle,cle,KrugPa99,tackles_solo,1,,,,,
player,201409140cle,cle,KrugPa99,tackles_assists,2,,,,,
player,201409140cle,cle,KrugPa99,tackles_loss,1,,,,,
player,201409140cle,cle,KrugPa99,qb_hits,3,,,,,
player,201409140cle,cle,KrugPa99,fumbles_rec,0,,,,,
player,201409140cle,cle,KrugPa99,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,KrugPa99,fumbles_rec_td,0,,,,,
player,201409140cle,cle,KrugPa99,fumbles_forced,0,,,,,
player,201409140cle,cle,HadeJo99,def_int,0,,,,,
player,201409140cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201409140cle,cle,HadeJo99,def_int_td,0,,,,,
player,201409140cle,cle,HadeJo99,def_int_long,0,,,,,
player,201409140cle,cle,HadeJo99,pass_defended,1,,,,,
player,201409140cle,cle,HadeJo99,sacks,0.0,,,,,
player,201409140cle,cle,HadeJo99,tackles_combined,10,,,,,
player,201409140cle,cle,HadeJo99,tackles_solo,6,,,,,
player,201409140cle,cle,HadeJo99,tackles_assists,4,,,,,
player,201409140cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201409140cle,cle,HadeJo99,qb_hits,0,,,,,
player,201409140cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201409140cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201409140cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201409140cle,cle,GilbJu00,def_int,0,,,,,
player,201409140cle,cle,GilbJu00,def_int_yds,0,,,,,
player,201409140cle,cle,GilbJu00,def_int_td,0,,,,,
player,201409140cle,cle,GilbJu00,def_int_long,0,,,,,
player,201409140cle,cle,GilbJu00,pass_defended,1,,,,,
player,201409140cle,cle,GilbJu00,sacks,0.0,,,,,
player,201409140cle,cle,GilbJu00,tackles_combined,7,,,,,
player,201409140cle,cle,GilbJu00,tackles_solo,5,,,,,
player,201409140cle,cle,GilbJu00,tackles_assists,2,,,,,
player,201409140cle,cle,GilbJu00,tackles_loss,0,,,,,
player,201409140cle,cle,GilbJu00,qb_hits,0,,,,,
player,201409140cle,cle,GilbJu00,fumbles_rec,0,,,,,
player,201409140cle,cle,GilbJu00,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,GilbJu00,fumbles_rec_td,0,,,,,
player,201409140cle,cle,GilbJu00,fumbles_forced,0,,,,,
player,201409140cle,cle,SheaJa00,def_int,0,,,,,
player,201409140cle,cle,SheaJa00,def_int_yds,0,,,,,
player,201409140cle,cle,SheaJa00,def_int_td,0,,,,,
player,201409140cle,cle,SheaJa00,def_int_long,0,,,,,
player,201409140cle,cle,SheaJa00,pass_defended,1,,,,,
player,201409140cle,cle,SheaJa00,sacks,0.0,,,,,
player,201409140cle,cle,SheaJa00,tackles_combined,6,,,,,
player,201409140cle,cle,SheaJa00,tackles_solo,3,,,,,
player,201409140cle,cle,SheaJa00,tackles_assists,3,,,,,
player,201409140cle,cle,SheaJa00,tackles_loss,0,,,,,
player,201409140cle,cle,SheaJa00,qb_hits,0,,,,,
player,201409140cle,cle,SheaJa00,fumbles_rec,0,,,,,
player,201409140cle,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201409140cle,cle,SheaJa00,fumbles_forced,0,,,,,
player,201409140cle,cle,WhitDo20,def_int,0,,,,,
player,201409140cle,cle,WhitDo20,def_int_yds,0,,,,,
player,201409140cle,cle,WhitDo20,def_int_td,0,,,,,
player,201409140cle,cle,WhitDo20,def_int_long,0,,,,,
player,201409140cle,cle,WhitDo20,pass_defended,0,,,,,
player,201409140cle,cle,WhitDo20,sacks,0.0,,,,,
player,201409140cle,cle,WhitDo20,tackles_combined,5,,,,,
player,201409140cle,cle,WhitDo20,tackles_solo,3,,,,,
player,201409140cle,cle,WhitDo20,tackles_assists,2,,,,,
player,201409140cle,cle,WhitDo20,tackles_loss,0,,,,,
player,201409140cle,cle,WhitDo20,qb_hits,0,,,,,
player,201409140cle,cle,WhitDo20,fumbles_rec,0,,,,,
player,201409140cle,cle,WhitDo20,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,WhitDo20,fumbles_rec_td,0,,,,,
player,201409140cle,cle,WhitDo20,fumbles_forced,0,,,,,
player,201409140cle,cle,KirkCh00,def_int,0,,,,,
player,201409140cle,cle,KirkCh00,def_int_yds,0,,,,,
player,201409140cle,cle,KirkCh00,def_int_td,0,,,,,
player,201409140cle,cle,KirkCh00,def_int_long,0,,,,,
player,201409140cle,cle,KirkCh00,pass_defended,0,,,,,
player,201409140cle,cle,KirkCh00,sacks,0.0,,,,,
player,201409140cle,cle,KirkCh00,tackles_combined,4,,,,,
player,201409140cle,cle,KirkCh00,tackles_solo,1,,,,,
player,201409140cle,cle,KirkCh00,tackles_assists,3,,,,,
player,201409140cle,cle,KirkCh00,tackles_loss,0,,,,,
player,201409140cle,cle,KirkCh00,qb_hits,0,,,,,
player,201409140cle,cle,KirkCh00,fumbles_rec,0,,,,,
player,201409140cle,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201409140cle,cle,KirkCh00,fumbles_forced,0,,,,,
player,201409140cle,cle,RubiAh99,def_int,0,,,,,
player,201409140cle,cle,RubiAh99,def_int_yds,0,,,,,
player,201409140cle,cle,RubiAh99,def_int_td,0,,,,,
player,201409140cle,cle,RubiAh99,def_int_long,0,,,,,
player,201409140cle,cle,RubiAh99,pass_defended,0,,,,,
player,201409140cle,cle,RubiAh99,sacks,0.0,,,,,
player,201409140cle,cle,RubiAh99,tackles_combined,4,,,,,
player,201409140cle,cle,RubiAh99,tackles_solo,2,,,,,
player,201409140cle,cle,RubiAh99,tackles_assists,2,,,,,
player,201409140cle,cle,RubiAh99,tackles_loss,0,,,,,
player,201409140cle,cle,RubiAh99,qb_hits,0,,,,,
player,201409140cle,cle,RubiAh99,fumbles_rec,0,,,,,
player,201409140cle,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201409140cle,cle,RubiAh99,fumbles_forced,0,,,,,
player,201409140cle,cle,SkriBu00,def_int,0,,,,,
player,201409140cle,cle,SkriBu00,def_int_yds,0,,,,,
player,201409140cle,cle,SkriBu00,def_int_td,0,,,,,
player,201409140cle,cle,SkriBu00,def_int_long,0,,,,,
player,201409140cle,cle,SkriBu00,pass_defended,0,,,,,
player,201409140cle,cle,SkriBu00,sacks,0.0,,,,,
player,201409140cle,cle,SkriBu00,tackles_combined,4,,,,,
player,201409140cle,cle,SkriBu00,tackles_solo,3,,,,,
player,201409140cle,cle,SkriBu00,tackles_assists,1,,,,,
player,201409140cle,cle,SkriBu00,tackles_loss,0,,,,,
player,201409140cle,cle,SkriBu00,qb_hits,0,,,,,
player,201409140cle,cle,SkriBu00,fumbles_rec,0,,,,,
player,201409140cle,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201409140cle,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201409140cle,cle,SkriBu00,fumbles_forced,0,,,,,
player,201409140cle,cle,BryaDe00,def_int,0,,,,,
player,201409140cle,cle,BryaDe00,def_int_yds,0,,,,,
player,201409140cle,cle,BryaDe00,def_int_td,0,,,,,
player,201409140cle,cle,BryaDe00,def_int_long,0,,,,,
player,201409140cle,cle,BryaDe00,pass_defended,0,,,,,
player,201409140cle,cle,BryaDe00,sacks,0.0,,,,,
player,201409140cle,cle,BryaDe00,tackles_combined,2,,,,,
player,201409140cle,cle,BryaDe00,tackles_solo,1,,,,,
player,201409140cle,cle,BryaDe00,tackles_assists,1,,,,,
player,201409140cle,cle,BryaDe00,tackles_loss,0,,,,,
